date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Lemons,Lettuce,Lima Beans,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watermelon,Yams,Cassava
2010-12-01,24,0,0,0,0,24,20,0,0,0,0,0,0,16,0,0,70,0,0,44,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,13,54,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,36,69,24,0,45,0,0,0,0,0,78,0,0,20,19,0,0,0,0,34,0,0
2011-01-01,15,0,17,0,21,35,24,0,0,0,41,0,0,10,0,0,43,46,0,0,0,0,26,0,0,0,0,0,42,0,11,0,0,53,0,21,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,12,0,0,10,0,10,0,0,14,0,14,0,0,0,0,0,0,0,0,12,26,12,11,53,0,21,20,20,0,0
2011-02-01,16,0,0,31,22,41,13,68,100,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,56,0,0,0,0,0,0,19,0,0,0,17,0,14,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,15,0,15,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,32,0,0
2011-03-01,40,0,0,13,0,28,11,0,0,0,37,0,0,15,0,0,38,0,0,0,0,0,23,0,0,23,0,0,0,14,10,0,15,49,0,0,0,0,0,0,0,0,0,0,14,0,6,30,0,0,30,0,0,13,0,0,45,0,0,0,9,39,0,0,0,20,0,0,0,0,0,0,0,63,0,23,22,31,0,23,0,18,18,0,0
2011-04-01,26,0,15,0,18,27,16,57,0,0,0,0,22,20,0,0,0,0,0,23,0,32,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,0,13,0,11,44,0,0,11,9,0,0,0,0,17,0,24,0,0,0,0,0,42,11,0,11,31,0,24,0,0,0,0,0
2011-05-01,33,0,0,0,0,28,15,0,0,0,0,0,0,17,0,0,36,0,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,45,0,0,15,18,0,25,27,0,10,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,0,12,0,12,0,0,0,0,0,0,43,40,10,0,10,24,45,0,0,17,17,0,0
2011-06-01,29,0,0,0,0,36,14,0,0,43,0,0,0,27,0,0,36,0,0,0,0,0,22,0,0,0,0,0,0,0,14,0,22,45,0,17,0,0,0,0,15,0,0,0,14,100,7,27,0,0,0,0,0,0,0,20,0,0,8,10,8,0,0,0,0,12,0,0,0,0,0,0,0,39,0,0,0,19,0,0,0,0,0,0,0
2011-07-01,24,0,0,0,0,46,15,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,14,0,0,44,0,0,0,44,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,10,0,0,8,0,12,0,0,12,0,0,0,0,0,0,0,0,43,39,0,0,10,28,0,0,0,0,17,0,0
2011-08-01,17,0,13,0,0,30,9,0,37,0,0,0,0,23,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,9,0,27,0,0,0,22,0,0,0,28,0,0,0,13,0,4,0,0,0,0,16,0,11,0,9,0,0,7,9,0,0,0,11,0,11,0,0,0,0,0,0,39,0,0,0,0,13,0,0,0,0,16,0,0
2011-09-01,11,0,13,11,0,30,0,0,0,0,32,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,0,14,0,0,0,12,0,8,0,0,0,0,16,0,11,0,9,0,17,15,14,23,0,0,11,33,11,16,21,0,0,0,0,78,0,9,0,0,9,41,0,0,15,21,0,0
2011-10-01,44,0,0,0,15,41,9,0,0,0,0,0,18,22,0,0,0,0,0,0,0,26,29,0,0,0,0,0,0,0,8,11,13,0,0,15,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,32,11,0,9,0,0,0,9,7,0,38,22,0,22,0,40,0,0,0,0,0,35,0,0,0,8,0,40,0,15,15,0,0
2011-11-01,26,0,0,0,15,27,12,0,36,38,0,0,0,29,0,0,32,0,0,0,0,0,39,0,0,19,0,0,0,0,8,0,0,40,0,16,0,0,0,0,14,0,0,0,12,0,9,0,0,0,0,0,32,0,0,9,0,0,0,0,11,0,0,22,0,11,0,20,0,0,0,0,0,0,9,19,14,9,0,40,0,0,15,0,0
2011-12-01,34,0,0,11,16,46,9,0,0,0,0,0,0,19,0,0,66,0,0,0,0,27,20,0,0,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,14,0,0,23,0,0,13,0,0,0,0,0,49,11,0,19,0,0,8,0,11,0,0,23,0,11,0,21,0,0,0,0,0,37,0,0,28,9,0,20,16,15,31,0,0
2012-01-01,15,0,13,0,0,30,0,51,0,0,0,0,0,19,0,0,0,35,0,0,0,0,30,9,0,20,0,33,0,0,0,0,13,0,0,0,21,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,33,11,0,0,0,0,8,0,0,0,0,23,0,11,16,64,0,0,0,0,0,0,10,0,10,0,0,0,16,0,32,0,0
2012-02-01,29,0,14,0,0,50,10,0,0,0,35,0,0,33,0,0,36,38,0,22,0,0,22,0,0,0,0,0,0,12,10,0,15,45,49,17,0,0,43,0,15,0,0,0,14,0,9,27,0,0,0,18,0,0,0,10,0,0,8,10,16,0,0,12,0,12,0,23,0,0,0,0,0,0,10,22,10,0,46,0,0,0,17,0,0
2012-03-01,15,0,26,11,23,29,14,0,0,0,31,0,0,12,33,0,32,0,0,20,0,0,0,9,11,19,0,0,0,0,0,0,13,40,0,15,21,0,0,29,14,0,0,0,12,0,11,0,0,0,0,0,0,11,0,0,0,0,7,0,11,0,0,11,0,0,0,20,0,0,90,0,38,35,0,20,9,9,0,19,0,0,0,0,0
2012-04-01,45,0,13,0,0,38,19,0,0,39,0,42,0,28,0,0,66,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,13,41,0,0,21,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,7,0,8,0,0,23,0,11,0,0,0,0,0,0,0,36,9,20,0,18,0,0,0,23,16,0,0
2012-05-01,17,13,12,10,15,22,9,0,34,0,0,0,0,30,0,0,0,33,16,0,0,25,37,0,0,0,0,31,0,10,8,0,0,0,0,0,0,0,0,0,20,0,0,0,12,0,8,23,0,0,0,0,0,0,0,17,0,0,7,0,0,0,36,17,0,16,14,58,0,0,0,0,36,0,9,19,0,16,38,0,30,0,14,0,0
2012-06-01,21,13,12,10,0,28,9,0,0,0,29,0,0,26,0,0,0,0,15,0,0,0,19,0,0,18,0,0,0,0,0,0,12,0,0,0,0,39,0,0,0,0,0,21,0,0,9,0,0,0,0,15,0,10,0,0,0,0,7,0,21,0,0,15,0,16,0,19,36,0,0,0,36,0,0,19,9,8,0,0,0,0,22,0,0
2012-07-01,20,0,0,0,0,39,8,66,33,0,28,0,0,27,30,0,29,0,0,0,0,0,18,0,0,0,0,59,28,0,0,0,0,0,39,14,19,0,0,52,0,0,0,0,11,0,3,0,0,0,0,0,0,10,0,0,34,0,7,8,7,0,35,10,0,0,0,19,0,0,0,0,34,0,8,0,17,10,0,18,14,13,0,0,0
2012-08-01,25,0,12,0,14,38,13,0,0,0,28,0,0,13,0,0,0,32,0,0,0,48,18,8,0,36,0,0,0,0,0,0,16,0,0,14,38,0,0,27,0,0,14,0,17,0,5,0,0,0,0,0,0,10,0,8,0,0,0,0,7,0,0,20,0,10,0,0,0,40,0,0,35,0,8,0,0,10,37,0,0,0,14,0,0
2012-09-01,13,0,12,10,14,45,17,44,33,0,28,38,0,40,0,0,0,32,0,0,0,24,27,0,0,0,0,29,0,10,8,10,24,0,0,0,19,0,69,0,0,0,0,0,11,0,6,0,0,0,0,14,0,0,0,8,0,0,0,0,7,0,0,13,0,10,0,28,0,0,0,0,0,0,8,0,0,8,0,26,0,0,14,0,0
2012-10-01,15,12,0,0,13,47,15,0,0,0,39,0,15,23,28,0,0,0,0,0,0,44,16,0,0,16,0,0,0,9,7,0,11,0,0,13,0,0,0,0,0,0,0,19,21,0,7,0,0,0,0,0,80,18,0,12,0,0,9,0,6,0,0,18,0,23,12,17,0,0,0,0,0,0,0,0,8,11,0,16,0,0,13,40,0
2012-11-01,41,0,0,0,20,40,8,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,17,7,0,32,0,0,0,0,7,0,22,34,0,0,0,0,0,0,16,0,0,19,10,0,8,0,0,0,0,0,27,0,0,13,0,0,6,0,0,0,0,9,0,9,13,17,0,0,0,0,33,0,8,16,8,0,33,0,13,13,0,0,0
2012-12-01,13,0,11,10,27,32,0,0,32,0,27,35,0,21,0,0,0,0,0,0,0,0,17,0,0,0,0,28,0,10,0,0,12,0,0,13,0,35,0,0,0,0,0,0,10,0,11,0,0,0,21,0,0,10,0,8,0,0,6,0,6,0,0,14,0,0,0,18,0,0,0,0,0,0,12,0,8,8,35,18,0,0,0,41,0
2013-01-01,16,0,0,19,0,40,8,42,47,0,27,0,0,15,0,0,0,0,0,0,0,0,17,0,10,17,0,27,0,15,0,0,0,0,38,0,0,0,0,0,0,13,0,0,11,0,5,0,0,55,0,0,0,14,0,8,33,0,6,8,0,0,0,0,0,9,0,18,33,0,0,83,33,0,8,0,0,7,0,0,20,26,13,0,0
2013-02-01,32,0,24,14,15,35,17,0,0,0,29,0,0,21,0,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,8,0,12,0,0,0,0,38,0,0,0,0,0,0,11,0,7,0,0,0,0,0,31,10,0,9,0,15,7,0,7,0,0,21,0,0,0,19,0,0,0,0,0,0,9,0,0,8,0,0,30,0,29,0,0
2013-03-01,37,12,11,0,26,37,0,0,0,32,0,0,15,24,28,0,27,0,13,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,17,33,0,0,23,0,0,0,15,0,14,0,0,0,0,13,26,14,0,13,0,0,6,8,6,0,0,9,0,0,0,34,0,0,0,0,32,30,8,0,8,11,0,0,0,12,13,0,0
2013-04-01,37,11,10,9,16,43,14,0,28,0,24,32,0,21,0,0,0,0,13,0,0,0,0,7,0,15,0,0,0,0,0,0,0,31,34,12,0,0,0,0,16,0,0,0,9,0,10,19,0,100,0,0,0,9,0,7,0,0,17,0,6,25,30,0,0,17,0,32,0,0,0,0,0,0,7,15,0,13,0,0,12,12,12,0,0
2013-05-01,25,11,14,8,12,29,10,0,27,0,0,0,0,28,0,0,24,0,0,0,0,0,30,0,0,15,0,0,0,8,0,0,10,30,0,0,0,0,0,0,10,12,0,17,9,0,11,0,0,0,0,12,0,12,0,7,0,0,16,0,8,0,0,8,0,0,11,0,0,0,0,0,0,27,14,0,0,10,30,0,24,0,0,0,0
2013-06-01,17,0,0,9,12,50,7,0,0,0,24,32,0,19,0,0,0,0,0,0,0,20,0,7,0,15,0,0,24,9,7,0,10,31,0,12,32,31,30,0,11,12,12,0,9,0,7,0,0,0,0,0,25,9,0,12,0,12,8,0,0,0,0,0,0,9,0,32,0,0,0,0,29,27,7,15,0,13,0,0,0,0,24,0,0
2013-07-01,24,10,0,8,0,49,7,0,0,0,22,30,0,25,0,0,0,0,12,14,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0,0,0,10,0,0,0,9,0,8,18,0,0,0,11,0,8,0,7,0,12,5,7,5,0,0,12,0,8,0,0,0,0,0,0,0,0,7,14,7,17,0,30,11,0,11,0,0
2013-08-01,38,0,0,0,11,57,10,0,27,0,0,0,0,24,0,0,0,0,12,0,0,0,14,6,0,14,0,0,23,0,6,0,19,0,32,0,0,30,0,0,10,0,0,0,9,0,4,0,0,47,0,0,24,20,0,0,27,0,11,7,5,0,0,8,0,12,0,30,28,0,0,35,28,26,10,0,7,13,0,0,12,0,23,0,0
2013-09-01,19,10,10,0,11,37,14,0,27,0,23,0,0,13,0,0,0,25,0,0,0,0,15,6,0,0,0,0,0,8,6,0,14,29,32,23,23,0,29,21,10,0,0,0,9,0,10,0,0,0,0,11,0,25,0,7,0,0,8,7,13,0,0,16,0,8,0,15,28,0,0,35,28,0,0,43,0,6,0,0,12,0,23,0,0
2013-10-01,8,10,0,0,0,45,10,0,0,0,22,29,0,28,48,0,0,0,0,0,0,0,0,6,8,13,0,0,0,0,0,8,14,28,0,0,14,0,0,0,0,0,11,15,9,0,8,0,0,0,0,0,23,12,0,9,0,0,5,0,5,22,0,12,0,8,0,14,0,0,0,0,27,0,0,14,7,18,29,0,11,0,11,0,0
2013-11-01,32,10,0,8,11,38,7,0,0,0,0,29,0,21,0,0,0,0,0,0,0,0,29,0,0,28,0,0,0,0,6,0,9,0,0,0,0,0,0,21,10,0,0,0,0,0,8,0,0,0,0,11,23,24,0,0,0,0,5,0,0,0,0,16,0,20,0,0,28,0,0,0,27,26,13,0,20,8,29,0,0,11,33,0,0
2013-12-01,39,0,0,0,12,39,7,37,27,0,0,31,14,19,0,0,0,26,0,0,0,59,0,7,0,15,0,0,23,0,0,0,10,30,33,0,15,0,0,0,26,0,0,0,9,0,10,37,0,0,0,12,0,0,0,10,0,0,6,0,6,0,0,17,0,0,0,0,57,0,69,36,57,0,0,15,7,0,0,0,24,11,23,0,0
2014-01-01,25,0,10,8,12,40,0,0,55,0,23,0,14,17,0,0,0,26,12,0,0,0,15,6,0,15,0,0,24,8,0,0,0,31,0,0,0,30,29,0,10,0,12,0,18,0,7,0,0,0,0,12,49,8,0,7,0,0,6,0,0,0,0,13,0,25,0,0,0,0,0,0,29,27,0,0,7,9,0,0,12,17,12,0,0
2014-02-01,14,12,11,9,13,35,16,42,0,0,26,0,16,42,0,0,0,29,0,0,0,0,17,0,0,0,27,0,0,0,7,0,22,0,0,0,18,0,0,25,0,0,0,0,31,0,8,0,0,0,0,13,0,19,0,8,0,14,6,0,9,28,33,9,0,9,0,35,0,0,0,0,0,0,16,0,12,11,0,0,27,0,26,0,0
2014-03-01,16,0,9,0,11,61,10,0,52,0,33,29,0,32,48,0,23,24,0,0,0,19,14,6,0,14,0,0,0,0,6,0,9,0,0,0,15,29,0,0,10,0,0,0,9,0,7,0,0,0,0,11,0,0,0,11,0,12,5,7,0,0,0,0,0,8,0,0,0,0,65,0,0,0,7,0,7,9,0,0,11,11,11,0,0
2014-04-01,24,0,9,10,29,37,6,0,26,0,0,0,0,26,0,14,23,0,0,0,0,18,14,0,0,28,0,22,0,8,0,0,9,28,0,11,0,0,27,0,10,11,0,0,9,0,8,0,0,0,0,11,0,31,0,7,0,0,5,6,5,0,0,8,0,8,0,14,0,0,0,0,54,0,7,14,0,6,28,0,11,0,11,0,0
2014-05-01,25,0,9,0,11,52,9,0,25,0,21,0,0,22,0,0,0,23,11,0,0,18,0,8,8,0,0,0,21,8,0,8,13,0,0,0,14,28,0,20,9,0,0,0,0,0,7,0,0,0,0,11,22,38,0,15,0,0,10,0,10,0,26,19,0,8,0,28,0,0,0,0,26,24,6,0,6,6,28,13,0,0,21,0,0
2014-06-01,16,0,9,12,16,46,10,34,26,0,0,0,0,23,0,0,0,25,12,0,0,19,23,0,8,0,0,0,0,8,0,8,0,28,0,11,15,0,0,0,10,0,11,0,9,0,3,0,0,0,0,11,22,8,0,7,0,11,7,13,8,23,28,31,22,8,0,0,0,0,66,0,0,0,7,14,0,14,0,0,11,11,22,0,0
2014-07-01,13,0,0,10,11,44,6,34,26,0,22,0,0,38,0,14,23,25,23,0,0,19,14,6,8,14,0,0,0,0,0,0,9,28,0,11,14,0,0,0,15,11,0,0,0,0,9,0,0,0,17,11,23,15,0,10,0,12,5,0,7,0,0,15,0,8,0,29,0,0,0,0,0,38,7,0,0,14,0,0,0,0,16,0,0
2014-08-01,32,10,0,8,11,50,13,34,26,27,22,29,0,23,0,0,0,24,0,0,0,0,28,0,0,14,0,23,0,8,0,0,9,0,31,0,15,29,0,0,15,0,0,0,9,0,9,0,0,0,0,11,0,16,0,9,0,0,5,0,5,23,0,16,0,0,0,15,0,0,0,0,0,50,7,14,0,10,0,0,0,32,14,0,0
2014-09-01,36,10,0,0,0,35,19,0,50,0,21,0,0,29,23,0,0,24,11,0,0,0,20,6,0,27,0,0,0,0,6,0,9,28,30,0,14,0,0,20,10,11,11,0,20,0,9,17,0,0,0,0,0,11,0,6,25,11,15,0,5,22,26,15,0,15,0,14,0,0,0,0,26,49,6,27,6,12,0,0,0,0,16,0,0
2014-10-01,38,0,9,8,21,42,6,0,37,26,42,0,13,22,23,0,22,0,0,14,0,18,14,9,0,0,0,0,21,8,6,8,0,0,30,0,14,28,0,0,9,11,0,15,0,63,7,17,0,0,0,11,0,8,0,0,0,11,7,6,8,0,0,15,0,13,0,0,0,0,0,0,26,24,6,0,0,18,0,0,22,0,21,0,0
2014-11-01,16,0,9,8,0,42,20,70,26,0,0,0,0,28,0,0,23,0,12,14,0,19,0,6,0,14,0,0,22,8,6,0,9,29,0,22,0,29,0,0,17,23,0,16,0,0,8,0,0,0,0,0,0,16,0,9,0,12,10,7,7,0,28,16,0,16,0,0,27,0,0,0,0,77,7,0,13,6,0,0,0,11,22,0,0
2014-12-01,20,11,0,8,12,54,10,0,0,0,23,0,0,26,0,0,0,26,0,15,0,0,15,0,0,0,0,0,0,17,6,0,10,30,0,24,0,31,0,30,0,0,24,0,9,0,12,18,0,0,0,0,0,0,0,7,28,0,11,0,0,0,58,14,0,8,11,15,29,0,0,36,0,27,7,0,0,7,0,15,0,11,12,0,0
2015-01-01,9,0,0,8,12,47,11,0,28,0,23,32,14,13,0,0,25,26,0,0,0,0,15,7,8,0,0,24,0,9,7,0,10,0,0,12,16,31,0,0,11,0,0,0,14,0,10,0,0,0,0,12,25,0,0,7,0,0,7,7,11,25,30,0,0,11,0,0,0,0,0,0,0,0,7,15,0,10,31,0,12,0,12,0,0
2015-02-01,31,12,11,0,13,47,8,0,30,0,0,0,0,12,0,0,0,0,0,0,0,22,0,7,0,16,0,27,0,0,7,9,11,0,36,0,17,0,0,0,12,0,0,0,0,0,16,0,0,0,21,27,27,9,36,8,0,0,0,0,0,27,0,14,0,0,0,17,0,0,0,0,0,0,0,0,8,7,0,16,13,12,17,0,0
2015-03-01,22,0,8,0,21,53,9,0,24,26,0,0,12,26,22,14,0,0,11,0,0,18,13,6,0,13,21,0,0,7,0,0,9,27,0,10,27,0,0,19,0,10,0,0,0,0,6,0,0,0,0,0,21,15,0,12,0,16,5,6,0,22,25,15,0,7,0,14,0,0,0,0,25,24,0,0,9,10,0,0,16,20,17,0,0
2015-04-01,16,0,8,7,10,43,9,31,46,25,19,26,12,39,21,0,0,22,10,13,0,0,25,11,0,24,0,0,0,0,0,7,0,26,28,20,13,0,0,0,9,10,0,0,8,0,6,0,0,0,0,10,0,7,0,12,0,10,14,6,6,21,24,10,0,7,10,0,0,0,0,0,0,0,12,0,6,5,26,0,10,0,15,0,0
2015-05-01,23,0,0,0,13,50,6,0,22,23,19,25,11,28,20,0,20,21,10,12,0,0,0,10,0,0,0,0,0,13,0,0,8,0,0,14,0,0,0,0,25,10,0,20,7,0,8,15,0,0,0,10,19,7,0,11,0,0,7,6,4,0,0,10,0,13,0,13,0,0,56,0,23,22,6,0,0,7,0,24,0,9,19,0,0
2015-06-01,23,0,16,7,10,62,12,30,0,0,19,0,11,25,0,0,20,0,10,12,0,0,0,0,7,12,0,20,0,0,0,14,8,25,28,10,26,25,0,0,9,0,0,0,0,0,7,15,0,40,0,0,0,14,0,14,0,0,5,6,5,20,24,14,0,0,0,13,0,0,58,0,24,22,12,0,6,9,0,0,15,9,16,0,0
2015-07-01,20,10,9,8,0,54,10,33,25,0,21,0,0,37,0,0,22,23,22,0,0,18,0,0,0,13,0,22,0,0,0,8,9,0,0,21,28,41,0,0,9,11,11,0,8,0,7,17,0,0,0,0,44,0,30,6,0,0,5,6,8,22,0,10,0,15,10,14,0,0,0,0,0,24,6,0,0,16,27,13,11,0,18,0,0
2015-08-01,23,10,9,8,11,65,19,33,24,0,21,28,13,28,23,0,22,23,11,0,0,36,0,6,0,13,0,22,0,0,6,0,9,27,0,11,0,0,0,20,9,11,0,0,12,0,7,17,0,0,0,11,0,15,29,13,0,0,5,0,10,0,0,17,0,0,0,28,26,0,0,0,26,0,6,0,6,19,27,0,22,10,16,33,0
2015-09-01,20,0,9,7,10,70,12,33,0,0,41,0,0,25,45,14,22,23,21,13,0,17,27,9,0,0,0,0,21,8,11,0,18,0,29,10,14,27,0,0,18,0,0,0,8,0,7,33,0,0,0,0,22,22,0,16,0,11,5,0,15,21,0,26,0,11,0,0,0,0,0,32,0,0,6,0,6,8,0,0,16,10,24,0,0
2015-10-01,39,9,0,0,10,70,6,31,23,0,30,26,18,27,0,0,21,22,10,13,0,0,13,17,0,17,0,20,0,0,0,7,11,0,0,0,0,26,0,0,9,0,0,14,12,0,8,0,0,0,0,10,0,14,0,9,0,10,0,0,9,0,0,14,0,14,10,0,0,0,0,0,24,45,10,25,18,6,0,0,20,0,10,0,0
2015-11-01,19,9,13,7,10,91,8,32,24,25,0,27,0,39,22,0,21,0,11,0,24,0,25,6,0,13,0,0,20,7,7,0,13,53,0,10,27,27,0,0,9,0,0,15,16,0,15,16,0,0,0,21,0,11,0,12,25,16,18,6,5,0,25,36,20,15,0,0,0,0,0,0,25,0,15,13,12,9,0,0,21,0,20,0,0
2015-12-01,21,0,18,8,11,77,7,0,39,0,0,0,13,17,0,14,0,24,12,0,0,19,28,0,0,14,0,0,0,0,6,0,12,29,31,11,22,0,28,0,10,11,11,0,9,0,14,0,0,0,0,0,0,16,31,10,0,0,0,0,5,0,0,13,0,16,11,14,27,31,0,0,54,0,13,0,13,18,0,0,0,0,27,34,0
2016-01-01,10,0,18,7,0,84,9,0,25,0,42,0,0,15,23,14,22,0,0,0,25,0,0,6,0,0,0,21,21,8,6,0,9,0,30,21,14,41,0,0,14,0,0,0,12,0,9,0,0,43,0,11,22,15,0,6,0,11,5,13,10,0,0,15,0,8,0,0,0,0,0,0,51,0,6,0,6,12,28,0,32,10,10,0,0
2016-02-01,18,0,9,8,16,78,6,34,25,27,22,0,0,26,23,0,0,0,0,0,0,0,14,6,0,0,0,0,22,0,9,8,9,28,31,11,14,28,0,0,19,0,0,0,13,63,9,0,0,0,0,0,0,8,0,10,26,11,10,6,5,23,0,8,22,8,0,15,0,0,0,0,27,0,0,14,6,18,0,0,0,10,18,0,26
2016-03-01,19,9,8,7,15,66,12,30,23,0,19,0,0,31,21,0,20,43,0,25,0,0,12,0,0,12,0,0,0,7,5,7,8,0,0,10,19,25,24,0,9,0,10,0,15,0,12,15,0,40,0,0,0,7,0,15,0,0,9,0,5,20,0,14,0,0,0,13,0,0,0,0,48,33,0,12,6,5,0,0,0,0,26,0,0
2016-04-01,9,0,8,7,18,65,9,29,22,0,18,0,0,32,0,0,19,20,0,0,0,16,0,5,6,11,0,0,0,7,7,0,15,0,0,14,12,48,23,0,16,0,0,13,0,0,7,15,0,0,0,19,0,7,26,11,0,0,17,11,6,0,23,11,0,16,0,12,0,0,0,0,23,0,5,0,5,41,0,0,19,9,12,0,0
2016-05-01,32,8,15,10,9,49,13,29,0,22,18,0,0,24,20,0,19,20,19,0,0,15,12,10,0,11,0,0,0,0,5,7,8,0,0,9,24,47,22,0,12,9,0,0,7,0,8,14,23,0,0,18,37,6,0,11,0,0,8,0,6,25,67,11,0,6,0,12,0,0,0,0,22,21,0,23,5,7,23,23,0,0,38,0,0
2016-06-01,22,0,0,6,12,51,11,0,21,0,0,24,0,35,39,12,19,0,10,0,0,15,11,10,0,17,0,0,0,7,10,0,15,0,0,9,12,23,23,17,0,0,9,13,11,0,10,0,0,0,15,9,0,19,0,5,0,0,10,0,9,0,0,6,0,6,0,12,22,0,0,0,33,41,5,0,5,8,0,0,9,13,23,0,0
2016-07-01,25,0,0,7,14,48,8,30,22,24,0,0,11,47,0,0,20,21,10,12,0,17,18,0,7,12,0,20,20,7,0,7,0,0,0,0,0,25,0,0,9,0,0,0,0,0,7,15,0,0,0,10,20,10,26,13,0,0,5,6,14,0,0,14,0,7,0,13,24,0,0,0,0,22,6,12,0,20,0,12,10,14,25,0,0
2016-08-01,21,9,8,7,10,44,8,0,0,0,29,26,12,36,21,0,0,0,10,12,0,0,0,6,0,12,0,0,0,7,11,0,17,0,0,15,13,25,0,19,9,0,10,0,16,0,7,0,0,0,0,10,20,7,27,17,0,10,9,6,9,0,0,10,0,10,0,0,0,0,0,0,36,22,6,12,0,11,0,0,10,0,29,0,0
2016-09-01,16,0,0,10,19,54,13,0,33,0,19,25,0,36,0,0,20,21,10,0,0,0,0,5,7,12,0,0,19,0,0,7,12,24,0,9,12,24,0,18,0,10,0,13,7,0,8,0,0,0,0,10,0,7,0,6,22,20,15,6,6,20,23,7,0,7,0,25,0,0,0,0,0,0,6,24,0,16,0,0,9,9,19,0,0
2016-10-01,43,0,0,6,14,61,11,57,63,0,36,24,0,34,20,0,19,0,0,0,0,23,0,0,0,0,18,0,0,6,5,0,11,0,50,0,18,23,0,0,8,0,0,0,14,0,9,0,0,0,0,0,0,6,0,5,0,0,17,5,19,0,22,13,19,26,0,0,22,0,0,0,0,21,5,0,0,8,0,0,0,0,21,0,0
2016-11-01,26,0,7,13,14,40,5,0,32,22,0,0,11,32,19,12,19,30,19,0,0,16,0,5,0,0,19,19,18,7,5,7,12,0,0,9,12,71,0,0,20,9,0,13,7,0,13,0,0,0,0,0,0,7,0,13,0,0,4,5,22,0,0,15,0,6,0,0,0,0,0,0,22,21,5,17,5,10,0,0,0,0,27,0,0
2016-12-01,23,0,8,7,14,57,6,0,45,0,19,0,11,18,0,13,0,22,0,0,0,32,18,11,7,24,0,0,0,7,0,0,0,38,0,24,13,0,0,0,8,0,10,14,7,0,14,0,0,0,0,10,20,7,26,17,0,0,7,6,7,0,24,16,0,10,9,13,0,27,0,0,59,0,6,0,12,16,26,12,10,0,14,0,0
2017-01-01,19,0,8,7,20,45,18,32,47,0,20,0,0,26,0,0,21,23,10,0,0,0,0,0,0,13,0,21,0,0,6,0,9,39,29,20,20,26,0,0,13,0,0,0,26,0,14,0,0,0,0,20,42,14,28,12,0,0,12,6,0,0,0,14,0,7,0,13,0,0,0,31,0,0,6,0,6,6,0,13,0,0,20,0,0
2017-02-01,24,0,9,8,0,58,15,0,34,0,22,44,0,33,24,14,0,24,0,14,0,0,14,18,0,14,0,23,22,12,0,0,14,28,0,16,15,0,27,0,10,11,0,0,30,0,20,17,0,0,0,0,0,0,31,7,26,0,5,0,16,23,0,12,0,8,21,15,26,0,0,0,27,0,7,14,7,9,0,0,0,0,25,0,0
2017-03-01,14,13,0,0,9,25,11,0,22,24,19,0,34,38,0,0,20,42,10,12,0,16,0,5,0,35,0,19,0,0,5,7,8,0,0,0,12,0,23,0,8,0,0,0,15,0,15,0,0,0,0,0,0,10,0,17,0,0,7,7,9,0,0,10,0,7,9,12,0,0,0,29,35,22,6,0,6,5,0,0,19,0,15,0,0
