date,Apple,Apricot,Artichoke,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Lemons,Lettuce,Lychee,Malanga,Mangos,Mushrooms,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams
2013-10-01,3,0,0,0,18,4,0,62,0,0,64,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,10,0,0,0,0,64,0,0,0,0,0,0,0,0,6,0,0
2013-11-01,21,0,0,0,21,4,0,0,11,9,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,3,0
2013-12-01,6,0,0,0,15,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,65,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,65,12,0,0,0,6,74,6,0,0,0,0,4,0,0,7,0,0
2014-01-01,5,0,56,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,3,0,9,10,5,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,3,6,0,0,4,0
2014-02-01,4,60,0,52,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,59,13,0,0,0,0,0,0,0,9,0,0,0,0,0,63,0,0,0,0,4,0,0,0,0,0,0,7,0,0
2014-03-01,0,0,0,45,14,0,0,0,0,0,0,4,5,0,0,0,0,8,11,0,0,3,0,8,0,0,0,0,11,0,0,10,0,9,0,0,0,7,0,0,9,57,0,0,0,60,10,0,0,5,0,3,5,7,6,0,0
2014-04-01,3,0,0,50,20,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,60,0,0,0,11,0,0,0,6,3,0,8,0,3,0
2014-05-01,0,0,0,45,9,4,0,0,0,0,59,3,0,0,85,0,0,0,0,0,0,0,0,8,9,4,0,51,0,81,0,5,51,9,11,0,0,7,0,0,9,0,54,0,0,0,10,0,0,0,0,0,0,0,0,2,0
2014-06-01,3,0,0,48,11,4,0,0,10,0,0,4,0,0,0,100,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24,63,0,0,0,0,10,0,58,0,5,0,0,0,0,5,0,0,0,0,6,0,0
2014-07-01,0,0,48,44,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,11,40,0,0,51,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,7,0,0,0
2014-08-01,4,0,0,0,7,0,0,0,9,8,0,7,0,0,0,0,0,0,10,8,0,0,0,0,0,4,0,0,0,0,0,5,50,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,7,0,3,0,0,5,2,0
2014-09-01,8,0,0,0,13,3,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,51,0,0,0,0,0,58,0,0,0,0,0,3,5,0,0,4,0
2014-10-01,7,0,0,0,11,0,0,0,0,0,0,3,0,62,0,0,0,7,0,7,0,4,0,0,0,0,0,0,10,0,0,0,47,0,0,0,0,0,0,0,0,0,0,8,0,0,5,5,0,0,5,3,5,0,5,2,0
2014-11-01,4,0,48,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,8,0,0,0,100,10,0,0,5,50,0,0,0,0,7,0,100,0,0,0,0,0,0,5,0,0,4,0,6,0,0,0,2,0
2014-12-01,3,0,0,46,6,4,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,5,4,0,0,6,3,0,15,9,0,0
2015-01-01,3,0,0,0,13,6,0,0,0,7,0,3,5,0,0,44,0,0,0,8,0,0,48,0,0,0,0,0,10,0,0,0,0,8,13,0,0,7,0,0,0,0,49,0,0,54,0,3,0,0,0,4,0,7,5,2,0
2015-02-01,3,0,0,79,7,3,0,0,0,0,0,5,0,62,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,4,0,5,0,0,0,2,0
2015-03-01,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,39,0,0,9,0,0,0,0,7,0,0,0,42,0,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,2,0,6,0,0,0
2015-04-01,0,45,0,0,9,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,37,0,0,0,8,6,0,0,6,0,45,0,0,0,16,4,0,7,0,0,4,0,0,0,0,5,0,0
2015-05-01,2,0,0,36,7,0,0,45,0,0,0,3,0,0,0,0,0,6,9,0,0,2,0,0,0,0,0,40,0,68,0,4,41,0,0,0,0,6,0,0,7,0,0,0,0,0,4,3,0,0,0,2,0,0,7,0,0
2015-06-01,6,0,0,37,7,3,34,0,8,7,0,3,0,56,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,46,0,0,0,0,4,3,0,4,0,2,0,6,7,0,0
2015-07-01,5,40,38,34,11,0,31,0,0,6,0,0,0,0,0,0,0,0,0,0,100,0,0,6,0,0,0,0,0,31,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,4,0
2015-08-01,3,43,0,0,7,6,0,0,0,0,0,3,0,0,0,0,56,0,0,0,0,2,43,7,0,0,0,43,9,34,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,2,5,0,5,2,0
2015-09-01,4,0,0,0,7,0,0,0,0,0,51,4,0,0,0,0,0,0,0,7,0,0,0,10,0,8,0,44,0,0,0,4,44,0,6,0,0,0,0,0,0,0,46,16,0,0,4,0,0,0,0,3,5,0,0,0,0
2015-10-01,4,0,33,0,9,2,0,0,6,0,0,2,3,0,0,0,45,5,0,0,0,2,0,0,6,3,6,0,0,0,0,0,35,0,0,39,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,3,0,5,4,4,0
2015-11-01,3,0,33,30,8,2,28,0,13,0,40,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,6,34,7,0,0,0,0,6,5,0,0,0,0,0,6,0,0,0,6,0,7,2,0,3,0,2,4,5,0,2,44
2015-12-01,2,0,36,33,10,3,0,0,0,0,44,0,4,0,0,35,0,6,8,0,0,0,0,0,7,0,0,0,8,31,0,0,0,0,0,0,6,5,0,0,0,0,0,0,3,0,4,0,0,3,0,4,0,0,0,3,0
2016-01-01,2,0,0,0,9,0,28,0,7,0,0,2,0,0,58,32,46,0,0,0,0,0,0,0,0,0,6,35,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,13,0,0,3,2,0,5,0,3,0,0,4,2,0
2016-02-01,3,0,31,28,4,3,0,0,6,0,0,2,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,0,0,26,0,3,32,6,0,0,5,0,0,0,0,0,0,0,3,0,3,2,0,0,0,2,3,0,7,1,0
2016-03-01,2,0,0,0,8,2,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,5,9,35,0,0,0,0,6,0,32,6,3,0,3,0,0,0,0,4,3,0,3,0,0
2016-04-01,4,30,0,52,5,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,4,4,0,0,6,0,32,0,0,0,3,0,0,0,3,0,0,0,0,3,0
2016-05-01,3,0,0,0,7,2,24,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,30,6,0,0,0,0,5,8,0,0,4,0,0,5,0,31,0,3,0,3,2,0,0,0,2,0,0,0,1,0
2016-06-01,4,0,0,0,8,3,0,0,0,0,37,0,0,0,0,29,0,0,0,5,0,0,0,0,0,0,0,31,7,0,0,6,0,0,9,0,0,0,0,0,6,0,0,0,3,0,5,2,0,0,0,2,0,0,0,1,0
2016-07-01,3,0,0,0,9,2,0,0,0,0,0,0,0,86,54,30,0,0,0,0,0,0,33,5,0,3,0,32,0,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,3,37,3,4,0,3,0,2,3,0,3,1,0
2016-08-01,2,0,0,0,8,2,0,36,0,5,0,5,0,0,55,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,7,33,6,5,0,0,5,0,33,0,0,0,0,3,0,0,2,0,0,4,2,3,5,0,1,0
2016-09-01,2,0,0,62,8,2,28,0,7,0,0,2,0,0,0,33,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,36,0,5,0,0,5,0,0,0,0,0,0,3,0,3,0,0,5,0,2,0,5,4,2,0
2016-10-01,6,0,0,0,8,2,27,0,0,0,39,2,0,0,56,30,43,0,0,0,0,2,0,5,0,3,0,0,7,27,0,0,68,0,5,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,0,0,0,0,2,0
2016-11-01,4,0,0,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,35,0,0,0,0,0,7,0,0,0,35,0,5,0,0,0,0,0,6,0,0,0,3,0,3,3,0,0,0,2,4,0,4,2,44
2016-12-01,5,0,0,0,7,8,0,0,7,0,0,5,0,0,0,35,50,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,4,0,0,0,0,0,0,4,3,0
2017-01-01,3,0,0,30,7,2,27,0,6,5,0,4,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,34,11,0,0,3,35,6,5,0,0,5,0,0,0,37,0,0,6,0,3,2,0,0,0,2,0,5,0,0,0
2017-02-01,2,0,0,29,4,3,26,0,0,0,0,4,3,0,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,0,33,0,36,34,6,3,0,0,0,0,3,4,0,0,9,4,1,0
2017-03-01,5,29,0,25,5,2,0,0,0,0,0,4,0,38,0,0,37,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,4,0,29,5,0,30,0,5,33,0,2,0,3,0,2,0,0,0,2,0
2017-04-01,4,34,0,0,10,0,0,0,6,0,0,2,0,0,0,0,0,11,0,5,0,2,0,0,0,0,0,0,0,0,0,3,34,6,5,0,0,5,0,0,10,0,36,0,5,0,3,2,0,0,0,2,0,0,4,0,0
2017-05-01,6,0,0,28,7,4,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,6,0,0,26,0,10,0,6,0,0,0,0,2,0,6,0,68,6,3,0,0,4,0,0,4,0,0,5,3,0,0
2017-06-01,2,0,0,0,6,0,27,38,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,5,0,0,0,34,0,0,0,0,0,6,5,0,0,0,2,0,12,0,36,0,3,39,0,2,100,0,4,2,0,5,4,2,0
2017-07-01,2,34,0,0,3,2,0,0,13,0,0,3,3,0,0,0,0,5,0,5,0,2,0,0,0,3,0,68,7,28,0,0,0,0,5,0,0,5,0,34,0,0,0,0,6,0,3,2,0,3,0,2,0,0,4,2,0
2017-08-01,2,31,0,26,5,4,0,0,6,0,0,6,0,0,0,0,40,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,4,0,0,8,0,0,0,0,35,0,0,0,0,0,2,0,0,7,1,0
2017-09-01,4,0,0,0,8,5,0,0,0,0,38,2,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,33,0,0,0,3,0,0,0,38,0,0,0,0,12,0,35,0,3,0,7,0,0,3,0,0,4,0,4,3,0
2017-10-01,4,0,0,0,7,2,0,34,6,0,0,2,0,0,0,0,0,0,0,0,80,2,31,0,0,3,6,31,0,0,0,0,31,0,4,0,4,0,0,0,6,0,0,0,3,0,3,2,0,0,7,2,0,0,0,2,0
2017-11-01,2,0,31,28,5,2,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,33,0,0,0,0,64,7,0,5,3,32,0,0,0,0,0,0,0,6,0,0,0,0,0,6,2,0,0,0,0,0,5,3,0,40
2017-12-01,2,0,0,0,7,2,0,0,0,0,0,2,0,0,0,33,46,6,0,6,0,0,0,0,6,0,0,0,7,29,0,4,36,0,5,0,0,5,0,36,10,39,38,7,3,0,4,0,0,0,0,0,0,0,8,0,44
2018-01-01,4,0,31,0,5,2,0,0,6,0,0,2,0,0,0,0,0,5,7,0,0,4,0,5,0,0,0,65,7,0,0,7,33,6,0,37,5,5,0,0,6,0,0,12,3,0,3,2,0,3,4,2,0,0,4,0,0
2018-02-01,4,0,0,0,3,2,0,0,6,0,37,2,0,0,53,0,0,5,0,0,0,0,0,8,0,0,0,32,7,0,0,0,0,5,7,0,0,0,0,0,9,0,34,0,3,0,0,2,0,0,4,2,3,5,3,1,0
2018-03-01,3,0,0,0,7,2,24,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,30,5,0,0,0,5,0,3,3,0,3,0,2,0,0,3,3,0
2018-04-01,2,0,29,0,4,2,24,0,0,0,0,4,0,0,0,0,39,5,0,0,0,2,0,10,0,0,0,0,0,0,0,3,0,5,4,0,4,0,2,31,0,0,0,0,3,0,5,0,0,3,0,0,0,0,3,2,0
2018-05-01,2,0,0,0,7,4,23,0,11,0,0,0,3,52,0,0,0,0,6,5,0,0,0,0,0,3,0,0,0,23,0,3,29,0,6,0,0,4,0,0,5,0,31,5,5,0,6,0,0,5,3,0,0,0,3,1,0
2018-06-01,3,0,0,26,7,0,0,0,6,5,0,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,0,0,4,0,0,4,0,31,0,0,0,11,7,0,3,2,0,0,0,0,0,0,0,1,0
2018-07-01,2,0,0,25,6,3,0,32,0,0,0,3,0,0,0,26,0,9,0,0,0,2,0,0,5,0,0,0,6,0,0,0,29,5,4,0,0,0,0,29,5,31,30,5,3,0,3,0,0,3,0,2,3,4,3,3,0
2018-08-01,0,29,0,0,8,2,0,32,0,0,0,3,3,38,0,0,0,0,0,0,0,3,0,5,0,0,0,28,0,0,4,3,0,5,0,0,0,0,0,0,5,0,0,5,4,0,4,2,0,0,3,2,0,4,0,1,0
2018-09-01,2,0,0,0,8,3,0,0,6,5,0,4,3,0,53,0,0,0,0,0,0,3,0,10,0,0,0,62,0,0,0,3,32,5,0,0,0,0,0,0,6,0,33,0,0,36,3,4,0,0,0,0,3,0,0,0,0
2018-10-01,3,32,29,28,7,4,0,34,0,5,0,4,0,85,52,0,0,5,0,0,0,2,0,0,0,0,0,31,6,0,0,3,0,0,0,36,5,0,0,32,6,0,0,0,0,0,3,2,0,6,0,2,0,4,3,0,0
2018-11-01,5,0,0,0,11,2,27,0,13,5,39,2,0,0,57,0,0,5,7,5,0,2,0,8,6,3,13,0,7,0,0,7,34,12,5,0,0,0,0,0,6,37,0,0,3,0,3,0,0,3,4,2,0,5,4,2,0
2018-12-01,2,0,0,0,10,4,0,0,7,0,0,4,4,0,0,0,48,0,8,0,0,2,38,0,0,0,0,37,0,29,0,0,37,6,5,0,0,0,0,37,7,0,0,7,3,0,4,4,0,0,4,2,0,5,4,2,0
