date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kohlrabi,Kumquat,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams,Cassava
2012-04-01,10,0,0,0,0,15,38,0,0,0,11,0,0,15,5,36,0,25,0,0,32,0,0,0,0,0,0,19,0,0,19,0,0,13,0,0,100,0,0,85,0,25,35,0,0,7,0,0,18,0,12,0,0,0,0,0,0,20,0,0,0,0,0,0,9,19,40,0,0,0,0,0
2012-05-01,6,21,0,38,20,9,0,0,0,0,10,0,8,0,0,35,0,0,0,0,31,0,0,18,0,0,0,14,0,27,19,20,0,8,0,0,0,9,0,0,0,25,35,0,39,4,0,0,0,0,12,20,0,7,36,4,0,0,0,0,40,0,0,23,0,19,0,11,5,10,0,0
2012-06-01,8,0,0,0,21,13,39,0,0,35,11,0,0,0,0,37,0,0,11,0,0,0,0,0,39,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,52,0,5,0,5,11,0,0,0,12,0,0,7,0,5,0,0,0,0,42,0,37,25,0,0,0,11,0,21,0,0
2012-07-01,5,23,0,0,22,8,0,0,0,0,11,0,0,16,0,0,16,0,11,0,0,0,0,0,27,0,10,10,0,0,0,22,6,0,0,21,0,0,6,0,0,0,0,0,0,15,0,36,0,0,13,0,22,7,0,5,0,0,73,62,0,0,57,0,9,0,0,23,0,22,0,0
2012-08-01,5,0,0,0,0,9,27,0,0,0,11,0,14,0,0,0,0,0,0,0,0,6,0,49,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,5,0,37,0,0,13,0,0,8,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
2012-09-01,13,0,0,39,0,14,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,10,0,28,0,0,5,0,0,40,0,0,0,0,0,0,36,5,0,9,0,35,18,0,12,21,0,7,0,5,0,0,36,0,0,10,36,0,9,0,0,11,0,11,0,0
2012-10-01,21,0,0,0,18,7,22,0,0,51,9,16,0,13,0,0,0,45,0,0,28,0,0,0,0,41,8,8,0,0,17,0,0,0,0,0,0,0,0,0,21,23,0,0,35,8,0,0,0,0,0,0,18,6,0,14,0,0,0,0,0,0,0,21,0,0,36,0,0,14,0,0
2012-11-01,22,19,0,0,0,9,0,0,0,30,9,0,0,13,0,0,0,22,0,0,28,0,0,0,0,0,8,8,0,24,34,0,0,8,0,17,0,0,5,0,0,0,0,0,0,4,0,30,0,0,10,0,0,6,0,10,0,0,0,0,0,0,31,0,8,0,35,0,5,9,0,16
2012-12-01,6,0,0,35,28,8,0,0,0,0,0,0,0,20,0,0,13,0,10,31,0,5,0,0,0,41,8,13,19,24,17,0,0,15,0,0,0,0,5,0,0,0,32,0,36,7,0,0,16,8,21,19,19,13,0,4,0,0,31,0,0,0,0,21,0,0,0,10,0,9,0,0
2013-01-01,6,17,11,30,0,17,0,8,0,0,16,0,7,0,4,0,12,0,0,27,25,0,0,0,0,54,7,8,17,0,15,0,4,7,0,0,0,0,8,0,18,0,0,4,0,10,0,0,14,0,14,0,0,6,0,4,0,0,27,0,0,0,28,19,0,0,0,17,0,8,0,0
2013-02-01,4,0,0,33,36,11,22,9,0,44,0,0,0,0,0,0,13,0,0,0,0,0,0,16,22,0,8,25,28,0,22,18,0,0,0,17,0,0,0,72,0,0,30,4,0,4,0,0,0,0,20,18,18,8,0,8,0,0,0,0,0,0,31,21,7,0,0,9,0,0,0,0
2013-03-01,11,0,11,30,47,6,0,0,0,0,8,13,0,0,0,0,0,0,0,27,37,0,0,0,0,0,7,11,16,0,0,0,0,0,0,15,76,7,4,65,0,0,0,0,30,5,8,0,13,7,9,16,0,11,0,3,100,0,0,0,0,7,0,18,0,0,31,8,4,8,0,0
2013-04-01,7,18,0,0,0,18,42,0,0,0,9,0,0,0,0,0,12,0,0,0,27,0,0,15,0,0,7,0,18,0,33,0,0,0,0,16,83,0,4,0,0,21,30,0,33,8,0,0,15,0,0,0,0,10,0,0,0,0,0,48,34,0,30,20,7,0,0,9,4,17,0,0
2013-05-01,6,0,0,52,50,12,20,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,7,8,0,0,31,0,0,0,0,16,0,0,4,0,0,0,0,8,0,7,0,0,14,0,10,17,0,6,0,4,0,0,0,0,0,0,29,0,0,15,0,0,0,17,0,0
2013-06-01,8,0,12,0,27,10,22,0,20,30,0,15,7,0,4,0,0,0,9,0,0,0,0,16,0,0,8,0,0,0,17,18,4,7,0,17,0,0,0,0,20,0,0,0,0,7,0,0,0,0,10,0,0,6,0,8,0,0,0,100,0,0,31,0,0,16,0,28,0,18,0,0
2013-07-01,7,49,0,35,0,22,23,0,0,0,0,0,13,13,0,0,0,23,10,0,29,5,0,17,0,0,0,0,29,0,26,0,0,23,0,18,0,0,0,0,0,0,0,0,0,4,9,0,0,0,11,0,0,6,0,0,0,0,0,52,0,0,32,32,8,0,0,10,5,12,0,0
2013-08-01,4,0,0,34,18,19,45,0,0,30,9,0,8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,8,19,0,23,0,0,8,0,17,0,0,0,0,31,0,31,0,0,4,0,0,16,17,0,18,18,6,0,4,0,0,31,0,0,0,32,0,8,0,0,13,0,27,0,0
2013-09-01,18,0,0,32,17,23,21,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,8,0,0,16,0,0,7,0,0,0,0,4,0,0,0,30,0,0,5,0,29,0,8,10,0,0,10,0,4,0,0,0,0,0,0,0,0,7,0,33,9,0,9,0,0
2013-10-01,13,17,11,0,32,15,39,0,0,0,8,0,0,23,0,55,0,19,8,0,24,0,49,0,0,0,7,15,17,0,15,16,4,0,0,15,0,7,0,0,18,0,27,0,0,4,0,26,0,0,9,0,0,11,0,17,0,0,27,0,0,0,27,18,17,0,0,14,6,8,0,0
2013-11-01,11,0,0,0,0,12,19,8,0,0,8,0,0,0,0,28,0,20,8,0,24,0,0,0,0,69,7,7,0,21,15,16,4,7,0,0,0,0,0,0,18,0,28,4,0,8,0,0,0,0,9,16,0,14,0,3,0,15,27,0,0,0,41,18,7,0,30,8,0,12,0,0
2013-12-01,5,0,0,0,24,12,0,0,0,0,12,13,0,0,4,0,11,19,0,0,0,4,0,14,19,35,7,11,0,0,20,0,0,7,93,15,0,0,4,0,0,0,0,4,30,9,0,26,13,7,9,0,0,11,0,3,100,0,0,0,0,0,27,18,7,0,31,8,4,0,0,0
2014-01-01,6,0,0,0,21,13,0,0,0,0,14,0,0,0,3,24,10,0,0,0,0,4,0,0,0,31,0,9,43,18,18,0,3,6,0,26,0,0,5,0,0,0,24,5,0,3,7,23,18,0,8,28,0,7,24,3,0,0,0,0,0,0,0,16,12,0,27,7,3,9,0,0
2014-02-01,5,0,0,0,16,17,38,0,0,26,8,0,0,11,0,0,15,0,0,0,24,0,0,0,0,0,7,12,16,0,22,16,0,7,0,30,0,0,4,0,18,0,27,4,0,3,0,0,0,0,9,16,0,8,0,0,0,0,0,0,0,0,27,27,0,0,31,14,4,8,0,0
2014-03-01,6,31,10,28,20,13,18,7,0,0,7,12,6,10,0,26,11,0,0,50,0,0,0,13,0,0,6,9,15,0,42,0,0,6,0,14,0,0,4,0,0,0,0,0,28,3,0,0,13,0,17,0,0,10,0,6,0,0,25,0,0,0,51,17,6,0,0,8,0,7,0,0
2014-04-01,0,0,0,44,16,20,38,0,0,0,8,0,7,0,4,27,0,19,0,0,24,0,0,14,0,35,0,7,16,0,15,16,4,13,0,0,75,0,4,0,18,38,80,0,0,6,0,0,20,0,18,0,16,5,0,0,0,0,0,0,0,0,27,18,7,14,30,8,4,13,0,0
2014-05-01,7,0,0,0,31,27,28,0,0,0,8,0,13,0,0,54,0,19,0,0,24,4,0,0,19,0,7,7,0,0,22,0,0,10,0,0,0,0,4,0,17,19,27,0,29,5,0,0,13,7,9,0,15,11,27,7,0,0,26,0,0,0,40,18,13,14,0,12,4,8,0,0
2014-06-01,6,37,0,0,35,16,32,0,0,29,0,15,7,19,0,0,13,0,9,0,27,5,0,16,0,0,8,16,18,0,17,18,0,15,0,0,0,0,4,0,30,0,30,0,0,4,0,0,0,0,0,18,0,8,31,0,0,0,60,49,0,0,0,0,7,16,0,18,0,17,0,0
2014-07-01,8,36,0,0,35,15,42,0,0,0,9,0,7,0,0,31,13,0,9,0,0,0,0,16,0,0,8,8,0,0,0,0,4,0,0,17,0,0,0,0,26,0,0,0,0,8,9,29,15,0,15,26,0,12,31,6,0,0,0,0,0,0,30,0,7,16,0,9,0,12,0,0
2014-08-01,6,0,0,34,18,25,22,9,0,30,18,0,8,0,0,31,0,0,0,30,0,5,0,16,22,0,0,0,19,0,17,36,5,8,0,0,0,8,5,0,0,0,61,4,0,8,0,30,0,8,10,18,0,12,0,4,0,0,31,0,0,0,31,21,8,0,0,19,0,21,0,0
2014-09-01,17,18,12,0,17,13,21,18,0,0,9,0,0,0,4,0,12,21,0,0,0,0,0,0,0,0,0,8,0,0,25,17,4,7,0,25,0,0,0,0,19,0,29,4,0,6,0,0,15,8,20,0,0,12,0,9,0,0,0,0,0,0,0,20,7,0,33,15,6,14,0,0
2014-10-01,6,0,16,0,24,15,39,8,0,0,8,0,0,0,0,0,11,20,0,27,0,0,0,28,20,0,14,11,0,0,45,16,0,0,0,15,0,0,0,0,18,0,0,0,0,11,0,0,20,0,9,0,0,11,0,9,0,0,0,0,0,0,27,0,0,0,31,8,4,0,0,0
2014-11-01,7,0,0,0,16,26,19,0,0,0,8,13,7,11,0,27,23,0,0,0,24,0,0,0,19,0,14,0,0,0,30,16,4,7,0,15,0,0,0,0,0,0,27,0,30,7,0,26,40,0,0,0,16,5,0,3,0,0,0,0,0,0,0,18,7,0,46,8,0,8,0,0
2014-12-01,5,17,0,30,16,15,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,14,19,35,14,7,0,0,30,16,0,9,0,15,0,0,5,0,18,0,0,0,30,16,0,26,0,7,18,16,0,14,0,3,0,0,53,0,0,0,27,18,7,0,31,8,4,8,0,0
2015-01-01,9,15,0,27,24,24,17,7,0,24,7,12,0,10,0,25,10,0,0,24,0,0,0,0,0,62,6,23,0,0,13,0,0,12,0,14,0,0,4,0,0,18,0,0,0,8,7,0,0,0,8,0,0,13,0,3,0,0,49,39,0,0,24,16,6,0,27,15,4,9,89,0
2015-02-01,12,0,0,29,16,13,19,0,18,26,12,0,0,0,4,27,11,0,0,0,0,0,0,0,19,35,0,0,0,0,20,0,4,10,0,15,0,0,0,0,0,19,27,0,0,12,0,0,13,0,9,0,0,13,0,3,0,15,0,0,0,0,27,18,7,14,30,12,4,8,0,0
2015-03-01,8,0,10,0,29,25,0,7,0,0,11,12,0,0,4,0,10,0,0,0,22,4,0,0,0,64,6,13,0,0,27,0,4,6,0,14,0,0,0,0,16,18,25,0,0,8,0,24,12,0,14,14,22,7,0,3,0,0,24,0,0,0,50,17,6,0,28,8,5,7,91,0
2015-04-01,11,16,0,58,21,30,0,0,0,25,8,0,6,0,4,0,0,0,8,0,0,4,0,14,19,0,10,7,32,0,24,16,0,6,0,15,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,5,0,3,0,0,52,0,0,0,27,36,0,0,0,8,0,11,0,0
2015-05-01,9,16,10,28,15,17,37,0,0,50,8,13,0,0,0,0,0,18,8,0,0,0,0,13,0,33,0,7,0,20,21,0,0,6,0,14,0,0,0,0,0,19,26,3,0,8,0,0,13,7,9,15,0,21,27,0,0,14,26,0,0,0,26,17,10,0,29,32,0,22,0,0
2015-06-01,11,33,0,30,16,21,19,8,0,27,0,13,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,4,0,18,19,28,4,31,8,0,27,14,7,0,0,0,5,0,3,0,0,27,0,32,0,0,36,7,0,61,11,4,24,0,0
2015-07-01,9,33,0,0,16,28,0,0,0,26,8,0,20,11,0,27,0,19,8,0,0,0,0,43,0,0,7,0,17,0,23,0,0,7,0,0,0,0,8,0,18,0,27,0,0,9,0,0,13,21,9,0,0,11,0,7,0,0,27,44,0,0,0,18,7,14,31,8,0,26,100,0
2015-08-01,7,0,0,0,16,22,19,8,0,26,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,22,0,0,10,0,15,0,7,4,0,18,38,0,0,0,5,0,26,13,7,14,16,0,13,28,3,0,15,27,0,0,7,27,0,20,0,0,14,0,28,0,0
2015-09-01,13,0,0,0,15,17,37,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,7,11,0,0,24,15,0,9,0,22,0,7,0,0,17,0,0,4,0,7,0,0,0,0,9,0,15,10,0,7,0,15,0,0,0,7,44,18,6,0,0,20,8,11,0,0
2015-10-01,12,0,0,0,21,16,34,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,9,13,0,0,27,14,0,6,0,13,0,6,0,0,24,0,36,0,0,5,0,0,24,6,8,0,0,14,0,26,0,0,0,39,0,0,36,16,15,0,27,7,4,7,0,0
2015-11-01,10,15,10,0,21,14,26,0,0,23,7,12,0,0,0,0,10,17,7,0,0,4,0,13,0,0,0,13,15,19,27,14,0,9,84,14,0,6,0,0,16,35,24,0,27,7,0,0,12,0,8,0,14,7,0,8,0,0,48,0,0,0,24,0,6,0,41,11,0,10,0,0
2015-12-01,14,15,0,26,14,16,17,14,0,23,0,0,0,13,0,0,10,0,0,0,22,0,0,0,0,0,0,13,0,0,13,0,0,18,0,0,0,17,4,0,0,0,24,3,54,29,0,0,0,6,11,0,14,7,25,9,0,14,24,0,0,0,0,32,12,0,27,11,4,17,0,0
2016-01-01,6,15,10,0,22,22,18,0,0,0,7,0,6,0,4,25,0,0,0,0,45,8,0,19,18,0,6,13,0,0,21,0,0,10,0,28,0,6,7,0,0,18,0,0,28,14,0,0,16,0,17,0,15,17,0,0,0,0,0,0,0,0,25,0,19,0,28,8,0,12,0,0
2016-02-01,10,16,10,28,46,13,37,0,0,0,8,0,6,0,4,0,11,0,0,0,0,0,0,0,0,34,0,10,16,0,14,15,4,6,0,14,0,7,4,0,0,0,26,0,0,7,0,0,0,14,13,0,0,21,0,3,95,29,0,42,0,0,53,0,0,0,30,8,4,11,0,0
2016-03-01,8,0,10,0,15,16,18,7,0,25,0,13,6,11,7,26,14,0,8,25,0,8,46,26,18,33,6,10,15,20,14,15,0,6,0,14,0,7,4,0,17,0,25,3,0,9,0,0,0,0,9,0,15,5,0,0,0,14,0,0,0,0,26,17,0,0,0,12,0,11,0,13
2016-04-01,7,17,11,30,21,9,29,0,0,27,12,0,7,12,8,0,0,0,0,0,0,4,0,14,20,0,7,7,0,0,30,0,0,7,0,31,0,0,4,0,0,0,41,0,31,4,0,0,14,0,9,0,0,7,0,4,0,0,0,45,0,7,28,0,7,0,47,11,4,13,0,0
2016-05-01,6,0,11,59,31,19,29,8,0,0,16,0,0,11,0,27,0,0,8,0,24,4,0,14,19,0,7,29,0,0,37,16,0,11,0,15,0,0,10,0,0,19,0,4,0,13,0,0,0,7,14,16,0,5,0,0,0,0,27,0,31,0,0,18,10,0,30,16,12,13,0,0
2016-06-01,6,0,0,97,28,24,20,0,0,28,26,14,14,0,0,30,0,0,0,0,26,0,0,15,0,37,0,8,18,0,21,0,0,7,0,48,0,8,0,0,0,0,30,0,0,11,0,28,14,0,10,0,17,12,0,0,0,0,0,0,0,0,73,20,0,0,0,13,4,20,0,15
2016-07-01,6,19,0,0,18,20,45,0,0,31,9,0,8,13,0,0,0,0,9,0,0,0,0,16,0,0,8,8,0,24,35,0,5,8,0,36,0,0,6,0,21,22,0,4,0,4,0,0,0,8,14,0,0,9,0,6,0,0,31,0,0,0,48,21,8,0,0,0,5,24,0,0
2016-08-01,11,19,0,0,0,17,68,9,0,31,9,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,8,9,0,0,18,19,0,16,0,0,0,0,6,0,21,0,0,4,0,5,0,0,0,8,11,0,0,6,0,4,0,0,32,52,37,0,43,22,8,17,0,0,0,25,0,0
2016-09-01,10,0,0,0,19,17,45,9,0,31,9,0,0,0,0,0,13,0,0,0,0,0,0,17,0,41,8,9,19,0,26,0,0,8,0,0,0,0,14,0,0,23,0,4,0,14,9,0,16,8,16,0,19,22,0,14,0,0,32,52,0,0,32,0,8,0,36,10,0,18,0,0
2016-10-01,27,17,0,0,17,14,51,8,0,0,8,0,0,0,0,0,0,20,0,0,0,5,0,0,20,36,11,8,0,0,31,17,0,0,0,0,0,0,8,0,0,0,57,0,0,9,0,28,14,0,16,0,17,6,0,16,0,0,0,0,0,0,43,19,7,0,0,13,0,8,0,0
2016-11-01,13,0,0,0,17,15,20,8,0,0,0,14,0,12,0,0,0,91,9,28,0,7,0,15,0,0,7,10,0,0,37,0,4,10,0,48,0,0,8,0,19,0,28,0,0,10,0,0,0,7,29,0,0,6,29,5,0,0,0,0,0,0,0,19,7,0,32,13,4,12,0,0
2016-12-01,7,0,0,0,0,18,40,8,0,0,8,0,0,12,4,0,0,89,0,0,0,0,100,0,0,0,7,15,0,21,15,0,0,9,0,15,0,0,4,0,18,0,0,11,0,14,0,27,0,7,22,0,0,11,0,4,0,15,28,0,0,0,28,19,0,0,31,13,4,8,0,0
2017-01-01,8,0,0,0,15,23,36,0,0,0,0,0,0,0,0,0,21,27,0,0,0,4,0,0,18,0,0,7,15,0,21,15,0,9,0,14,0,7,5,0,17,0,50,3,0,19,0,0,0,7,17,15,0,8,0,3,0,0,25,41,0,0,51,0,0,13,57,10,4,7,0,0
2017-02-01,9,0,11,30,16,22,39,0,0,0,8,0,7,0,4,0,0,0,0,27,50,4,0,14,20,0,7,15,0,21,23,0,0,7,0,15,0,0,12,0,0,0,56,4,31,8,0,0,14,0,0,16,0,11,0,7,0,0,0,0,0,0,28,19,0,0,62,9,0,8,0,0
2017-03-01,11,0,0,27,29,12,18,0,16,24,18,12,0,0,4,25,10,18,0,24,0,4,45,0,18,0,6,7,0,0,14,0,4,6,0,21,0,0,6,0,0,0,0,0,0,5,0,0,37,0,8,0,0,10,0,3,0,0,0,40,29,0,50,17,0,13,56,15,4,10,0,0
2017-04-01,11,16,0,29,31,13,19,0,0,0,12,0,6,0,0,27,0,19,0,0,0,0,0,14,19,0,0,7,16,20,22,0,0,16,0,15,0,0,6,0,26,0,26,0,0,10,8,0,26,0,9,0,0,11,0,5,0,0,0,0,0,0,66,18,6,0,30,16,4,8,0,0
2017-05-01,13,17,0,41,49,17,20,0,0,0,16,0,0,0,0,0,0,0,8,0,25,5,0,14,0,0,7,11,17,21,26,0,4,7,96,23,0,0,5,0,18,0,0,4,31,7,0,0,14,0,9,0,0,8,0,4,0,0,27,0,64,0,0,19,7,0,0,11,0,8,0,0
2017-06-01,4,18,0,33,45,10,0,9,0,30,9,0,19,26,4,31,0,0,9,0,0,0,0,0,0,0,8,8,0,0,51,36,4,15,0,17,85,0,7,0,40,0,0,0,0,9,0,0,23,8,10,0,0,12,0,4,0,0,0,50,0,0,31,0,0,0,34,9,4,15,0,0
2017-07-01,8,38,0,0,27,19,44,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,34,0,0,15,0,17,0,0,5,0,0,44,31,0,0,9,0,0,0,0,10,0,18,10,0,16,0,17,0,0,0,8,46,21,15,16,35,14,4,18,0,0
2017-08-01,14,0,0,0,17,19,41,0,0,28,13,0,9,12,0,0,0,0,0,29,0,0,52,0,0,0,7,8,0,0,32,0,0,7,100,0,81,0,9,0,0,21,30,4,0,6,0,0,14,8,10,0,17,12,0,7,0,0,29,47,34,0,0,19,14,0,33,21,4,25,0,0
2017-09-01,5,17,11,0,0,8,0,8,0,0,8,0,7,0,0,0,12,0,0,0,0,0,0,15,0,37,7,8,0,44,16,0,0,21,0,16,0,0,8,0,19,0,29,0,0,9,0,0,0,0,13,0,0,9,0,16,0,0,0,0,0,0,29,0,7,0,0,17,0,0,0,0
2017-10-01,13,16,0,0,15,20,55,0,0,25,8,0,6,0,4,26,0,28,0,0,23,4,46,13,18,0,0,14,16,0,19,15,4,8,0,0,0,0,4,0,17,18,26,3,29,8,0,0,0,7,17,0,0,5,0,21,0,0,0,0,0,0,0,0,10,0,0,13,8,7,0,0
2017-11-01,19,15,10,0,15,13,18,7,0,0,7,0,0,32,4,25,11,18,0,25,0,4,0,13,18,0,19,0,15,38,21,15,7,8,0,14,0,0,7,60,0,0,0,0,0,8,0,24,12,7,13,15,0,12,0,10,0,0,25,0,0,0,42,17,0,13,57,10,4,7,0,0
2017-12-01,9,15,0,0,20,18,0,8,0,0,15,13,0,0,4,0,0,55,0,0,23,0,0,0,0,0,0,7,0,20,28,15,4,23,88,0,72,13,7,0,17,0,0,0,0,21,0,0,13,7,21,0,0,5,0,3,0,0,0,0,0,0,52,26,13,14,29,8,0,7,0,0
2018-01-01,12,14,0,0,27,22,32,0,0,22,7,0,0,10,3,23,0,16,0,34,61,0,41,36,16,0,9,9,0,0,13,0,0,19,0,17,0,0,7,0,0,16,23,3,0,9,0,0,11,6,8,13,13,12,0,0,0,0,0,0,0,0,34,31,6,0,38,18,3,13,0,0
2018-02-01,10,15,10,28,59,14,27,0,0,0,11,13,0,10,4,0,0,45,0,0,0,4,0,13,18,0,6,10,0,0,14,22,0,6,87,28,0,7,6,0,0,0,25,0,0,14,0,0,0,7,11,15,0,7,0,6,0,14,25,0,29,0,0,0,6,0,28,12,0,7,0,0
2018-03-01,14,14,9,25,14,14,17,0,0,0,14,11,0,0,3,24,10,17,0,23,42,4,0,0,0,0,12,9,14,18,13,0,3,11,0,13,0,0,7,0,0,0,0,0,0,15,0,23,11,0,12,0,0,14,0,3,0,13,23,0,0,0,55,31,6,0,44,7,5,7,0,0
2018-04-01,18,0,0,29,23,17,28,8,0,0,8,0,0,11,0,0,11,19,0,0,0,4,0,14,0,0,13,7,16,0,24,0,4,10,0,29,0,0,4,0,17,19,52,3,0,8,0,25,13,0,9,15,0,12,0,0,0,15,0,0,0,0,39,35,0,0,29,12,0,10,0,0
2018-05-01,10,15,0,45,14,11,70,0,0,24,14,0,0,0,0,25,0,0,7,24,0,0,0,0,18,0,6,10,15,19,14,0,0,18,0,14,0,6,4,0,16,0,0,0,0,13,0,24,12,0,11,0,0,7,0,0,0,0,0,0,28,7,25,0,6,13,42,10,4,24,0,0
2018-06-01,25,16,0,0,30,25,18,8,17,0,11,13,6,11,0,26,0,0,8,26,0,0,0,0,0,33,13,10,0,0,14,15,0,11,0,22,0,7,4,0,17,19,0,0,0,12,8,0,26,7,9,0,15,7,0,10,0,15,0,0,0,0,26,35,16,14,29,21,4,12,0,0
2018-07-01,16,32,10,29,31,11,19,8,0,26,15,13,0,0,4,27,0,0,0,26,0,4,0,0,37,0,20,11,16,0,39,0,0,6,90,0,73,0,8,0,0,0,26,3,44,7,0,0,13,0,18,16,15,14,0,7,0,0,0,0,0,0,0,0,6,0,44,12,0,30,98,0
2018-08-01,16,16,10,0,23,16,18,8,0,0,8,19,6,0,0,26,11,0,8,26,23,4,0,14,0,0,6,7,0,0,43,0,4,13,0,14,0,0,0,0,0,18,26,3,29,10,0,0,0,7,13,15,15,5,0,3,0,0,26,0,0,0,26,0,6,0,49,32,4,32,0,0
2018-09-01,20,16,10,0,38,18,0,0,0,25,8,13,0,0,4,0,22,19,8,0,24,0,0,0,0,34,0,12,16,0,29,15,4,9,0,15,0,0,0,0,0,19,0,0,0,9,15,0,0,7,9,15,0,12,27,3,0,0,0,0,0,0,26,0,10,0,30,12,0,11,0,0
2018-10-01,13,15,10,0,45,18,27,7,0,0,10,0,0,11,0,52,0,55,8,0,0,0,0,26,0,33,13,10,15,20,28,15,0,12,0,14,0,0,0,0,0,0,26,0,28,9,0,0,0,7,21,15,0,8,0,21,0,0,0,0,0,0,25,34,12,0,29,8,0,7,0,0
2018-11-01,15,0,0,0,15,12,18,0,0,0,7,12,0,10,0,25,10,45,0,0,0,0,0,0,0,0,6,7,0,0,0,0,4,12,0,19,0,0,7,0,25,0,0,0,0,9,0,0,12,0,8,0,0,5,0,6,0,0,0,0,0,7,0,0,6,0,38,8,4,7,0,0
2018-12-01,14,15,0,0,30,10,0,0,0,24,22,0,0,11,4,0,16,54,0,0,0,0,0,0,0,0,6,9,30,20,71,15,0,22,0,0,0,0,4,0,0,18,25,3,0,9,0,0,25,0,11,0,15,9,0,3,0,14,0,0,0,0,51,17,0,0,29,8,0,10,0,0
