date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kohlrabi,Kumquat,Lemons,Lettuce,Limes,Longan,Lychee,Mushrooms,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Rhubarb,Rutabaga,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Watermelon,Yams
2011-10-01,0,0,0,0,0,14,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,50,0,0,0,28,0,0,0,0,0,0,0,0,80,20,0,0,0,0,25,0,0,70,19,0,0,63,0,21,0,0,0,0,30,0,0,0,0
2011-11-01,24,0,0,0,0,18,10,0,0,29,0,0,0,0,66,0,0,0,0,27,0,0,0,0,0,25,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,23,0,0,0,0,0,70,0,0,11,0,48,0,0,0,42,0,0,0,37,0,0
2011-12-01,51,0,0,0,0,14,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,26,52,0,0,0,0,0,0,0,0,0,44,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,31,0,0,0,0
2012-01-01,0,0,0,0,0,24,0,0,0,26,48,0,77,78,0,0,0,0,0,0,0,0,0,0,41,22,0,0,22,0,0,21,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,23,0,17,0,0,0,0,0,0,53,0,0,26,0,0,0,0
2012-02-01,35,0,35,19,0,26,10,0,0,0,0,0,83,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,0,0,0,11,0,0,0,0,0,39,0,28,0,0,16,0
2012-03-01,0,0,34,0,26,25,19,0,0,0,0,0,81,81,0,0,0,0,0,24,0,0,0,0,43,0,0,0,45,0,25,0,0,0,0,0,19,0,0,73,0,0,21,0,0,0,0,24,0,35,0,10,0,0,19,0,0,0,0,0,0,0,0,0
2012-04-01,23,0,0,20,0,26,0,93,0,28,53,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,77,20,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,21,0,0,0,26,30,9,0,0,0,0,0,0,0,58,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,17,0,0,0,0,18,0,0,36,40,0,0,65,0,0
2012-06-01,0,20,33,0,26,20,18,0,0,0,0,0,0,0,0,0,0,51,0,23,0,0,0,0,0,0,0,0,22,0,24,0,0,0,20,0,19,0,0,69,0,0,0,0,0,0,0,23,0,17,0,10,0,0,0,0,0,0,0,0,0,0,29,0
2012-07-01,22,0,0,19,27,25,0,0,0,27,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,38,0,0,0,0,0,100
2012-08-01,25,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,21,0,0,0,0,0,0,55,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,66,0,70,0,0,12,0,49,0,0,0,0,0,0,0,0,0,0
2012-09-01,0,0,0,19,0,21,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,19,0,0,0,41,0,0,0,0,0
2012-10-01,20,0,0,0,47,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,40,0,0,0,22,0,0,0,0,0,17,0,0,0,50,0,0,0,0,0,53,0,0,0,0,15,0,0,0,0,0,66,37,0,0,0,0,0
2012-11-01,20,0,0,0,24,29,9,0,0,36,0,0,74,0,0,0,0,0,52,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,0,14,0
2012-12-01,0,0,0,18,26,0,0,86,82,0,0,0,78,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,70,0,0,0,0,0,0,58,0,0,34,0,0,0,0,0,0,0,0,40,26,0,0,0,0
2013-01-01,19,0,29,0,0,16,0,75,0,22,0,0,0,0,51,20,0,0,47,0,0,0,0,16,0,0,0,0,19,0,0,19,0,44,0,0,0,0,0,0,0,0,18,0,0,0,100,0,0,15,0,9,0,0,16,0,0,32,0,0,0,0,0,0
2013-02-01,0,0,32,0,0,12,9,0,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,23,0,0,0,0,0,0,0,0,0,17,45,0,0,0,21,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,31,0,0
2013-03-01,19,0,30,0,23,32,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,19,0,20,0,0,0,9,0,0,0,0,0,33,36,0,0,0,0,0
2013-04-01,38,0,30,16,92,11,8,0,0,23,0,0,0,70,0,0,0,46,0,0,36,31,15,0,37,20,39,0,20,0,0,19,0,0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,23,0,13,0
2013-05-01,29,17,29,32,23,14,8,0,0,23,0,0,69,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,22,0,9,0,0,0,0,0,32,0,0,0,0,0,0
2013-06-01,19,0,30,17,0,0,8,0,0,35,0,0,0,0,53,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,22,20,0,45,0,0,0,0,0,0,17,0,18,30,0,0,0,0,0,31,0,0,0,0,17,0,0,100,0,0,0,30,13,0
2013-07-01,20,0,0,0,24,34,17,0,77,24,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,22,0,31,0,9,0,0,17,0,0,34,0,0,0,0,13,0
2013-08-01,0,0,0,0,0,31,10,88,0,27,0,0,0,0,0,0,0,0,56,48,0,0,0,0,0,0,0,0,0,70,0,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,39,0,58,44,0,0,0,38,0,0,0,34,0,0
2013-09-01,19,0,0,16,24,11,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,32,0,17,38,0,0,0,20,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,9,0,0,0,0,0,0,0,47,0,0,26,0
2013-10-01,27,0,0,0,0,24,8,0,69,29,41,0,0,0,49,0,0,0,46,0,0,0,0,0,0,19,37,36,0,57,20,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,0,0,27,0,0
2013-11-01,19,0,0,0,0,11,0,0,0,23,0,0,0,0,0,41,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,20,55,15,0,9,0,0,0,0,0,0,0,31,0,29,0,0
2013-12-01,20,0,0,0,24,17,9,80,0,24,0,0,0,74,0,0,0,0,51,0,0,0,0,0,0,21,0,0,20,0,0,0,0,0,0,0,35,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
2014-01-01,17,0,26,0,41,29,7,0,0,41,0,0,62,64,0,0,0,41,0,0,32,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,56,29,0,16,0,0,18,0,0,0,13,0,0,44,0,0,0,0,0,32,21,0,26,0,0
2014-02-01,0,0,30,0,23,25,13,0,0,23,0,0,0,71,52,0,0,46,0,0,0,0,0,17,0,0,0,0,0,61,22,19,0,45,0,0,0,16,0,0,16,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,33,0,23,0,0,0,0
2014-03-01,0,0,28,0,22,17,12,0,0,43,0,0,0,0,0,0,0,0,0,19,0,0,0,15,34,0,37,0,18,0,0,18,0,0,0,0,0,0,0,0,15,0,0,0,0,18,48,19,0,35,0,0,0,0,0,0,0,0,0,22,0,0,12,0
2014-04-01,0,0,29,16,23,14,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,41,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0
2014-05-01,18,0,0,15,43,31,8,73,0,43,0,14,0,67,0,0,0,0,46,20,0,0,0,0,35,0,0,37,0,0,21,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,49,19,0,14,16,0,0,36,0,0,0,41,0,0,22,0,12,0
2014-06-01,0,0,0,0,24,22,0,0,77,0,0,0,0,73,0,0,0,0,0,22,0,0,0,0,0,0,0,40,20,63,45,0,98,47,0,0,0,0,0,0,0,0,0,31,0,0,0,22,0,16,0,0,0,0,0,0,0,0,38,0,24,31,14,0
2014-07-01,19,0,0,0,46,36,0,75,0,23,0,0,0,0,0,0,13,46,0,0,0,0,0,17,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,51,21,0,0,0,0,0,0,0,0,0,32,0,23,0,29,0,0
2014-08-01,0,20,0,0,81,25,0,89,0,27,0,17,0,0,0,0,0,0,0,24,0,0,0,0,0,0,45,0,23,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0,38,0,0,0,34,0,0
2014-09-01,58,0,30,0,23,49,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,20,60,22,0,94,0,0,0,0,16,0,0,0,0,0,0,0,0,52,21,0,15,0,0,50,0,0,0,0,33,36,23,0,0,26,0
2014-10-01,18,0,0,0,65,27,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,14,15,34,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,0,35,15,0,0,30,34,22,21,0,0,0
2014-11-01,28,17,0,16,23,11,8,0,0,56,0,0,69,70,50,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,45,28,0,0
2014-12-01,20,0,0,0,0,30,9,0,0,35,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,46,0,0,17,16,0,0,0,43,0,0,0,20,0,0,0,15,0,0,0,0,17,0,0,0,37,0,0,0,0,0
2015-01-01,17,0,0,0,21,23,0,0,0,51,0,0,0,0,46,19,0,0,0,0,0,0,0,15,0,35,0,0,0,54,19,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,28,49,13,15,8,44,0,0,0,85,29,32,21,0,26,0,0
2015-02-01,0,0,29,16,23,32,8,76,0,46,43,0,0,0,0,21,0,0,0,0,0,0,0,17,0,0,0,0,19,60,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,23,23,30,0,0
2015-03-01,17,0,0,0,21,13,7,0,0,31,0,0,0,0,0,0,0,0,0,19,0,56,0,15,0,0,0,35,0,0,19,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,18,0,0,0,0,0,0,15,90,0,0,0,41,21,0,12,0
2015-04-01,19,0,0,0,23,39,0,0,0,23,0,0,0,0,0,21,13,0,0,0,0,0,0,17,0,0,39,0,0,0,0,19,0,0,0,0,0,16,0,0,0,41,0,0,0,0,0,0,54,0,0,0,0,0,16,0,0,0,0,0,0,29,13,0
2015-05-01,46,0,28,0,0,21,8,0,70,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,35,0,38,37,19,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,19,50,0,0,0,0,0,0,0,16,0,0,0,35,0,0,28,12,0
2015-06-01,18,0,0,0,22,34,8,0,0,22,0,13,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,49,39,0,14,0,0,0,36,0,0,0,61,0,0,0,0,12,0
2015-07-01,0,0,0,0,43,40,8,0,0,43,0,0,63,0,0,0,0,0,45,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,55,0,0,0,14,0,8,46,0,0,0,0,0,34,0,0,41,24,0
2015-08-01,41,0,0,17,0,31,9,0,0,0,46,0,74,76,0,0,0,49,0,0,0,0,16,0,0,0,0,0,21,0,23,0,100,48,19,0,0,0,0,0,0,0,0,0,0,21,55,0,0,0,18,10,0,0,0,0,0,35,0,0,0,31,14,0
2015-09-01,54,0,0,0,22,37,8,70,0,0,0,0,0,0,0,19,0,0,0,0,34,29,14,0,0,0,0,36,0,56,0,18,0,0,0,0,15,15,0,0,15,0,0,0,0,0,48,0,0,14,0,8,0,0,15,0,44,0,33,21,0,27,0,0
2015-10-01,17,15,0,0,20,35,0,0,0,27,0,0,0,62,91,0,12,0,0,0,0,0,13,0,32,0,0,0,0,53,28,17,0,0,0,0,0,0,100,0,0,0,32,0,40,34,0,0,0,13,0,16,0,0,14,0,0,0,64,30,20,26,11,0
2015-11-01,17,0,0,0,21,16,8,0,0,21,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,55,0,18,0,0,0,0,15,0,0,57,15,0,33,0,0,0,0,19,100,14,0,0,0,0,15,0,0,59,0,28,0,40,12,0
2015-12-01,19,0,0,16,23,18,8,0,0,34,42,0,0,0,51,0,0,0,0,0,0,0,15,0,36,19,0,0,0,0,0,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,9,0,0,16,100,0,32,36,34,0,29,13,0
2016-01-01,0,0,0,0,19,12,7,64,0,38,0,0,0,0,43,0,0,0,0,0,0,0,0,14,0,16,0,0,0,50,0,16,0,0,0,0,0,0,0,0,14,0,15,0,0,16,0,17,0,19,0,8,0,0,0,0,0,27,0,19,19,49,11,72
2016-02-01,42,0,0,0,0,37,0,0,0,20,0,12,61,0,0,0,0,0,0,18,0,0,0,0,32,17,0,0,17,52,19,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,36,47,0,0,8,0,0,0,0,0,28,63,0,0,25,11,0
2016-03-01,16,0,24,0,19,21,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,100,18,32,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,17,0,0,14,7,0,0,14,0,0,27,30,19,19,48,0,0
2016-04-01,25,0,0,35,39,28,7,0,0,20,74,0,59,0,0,0,0,0,0,18,0,0,0,14,31,0,0,0,17,77,18,0,0,0,0,0,0,0,0,0,14,0,46,0,0,17,0,18,0,13,0,0,0,0,14,0,0,28,31,0,0,0,0,0
2016-05-01,16,0,25,13,19,27,10,0,62,19,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33,0,16,0,36,0,0,37,0,0,0,0,0,0,0,0,15,0,0,16,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,49,11,0
2016-06-01,48,0,24,0,19,36,9,0,0,19,0,0,58,58,43,0,0,0,0,17,0,26,12,0,0,0,0,0,16,50,0,0,77,0,15,0,0,13,0,52,0,0,15,0,0,16,0,17,45,12,0,0,0,0,0,84,0,0,0,19,19,0,11,0
2016-07-01,0,0,0,0,42,33,13,0,0,0,0,13,0,0,0,0,0,42,0,19,0,0,0,0,0,0,36,0,27,0,20,18,0,0,0,0,0,15,0,0,0,0,16,0,0,18,47,0,0,14,0,0,0,0,0,0,0,0,33,0,0,54,24,0
2016-08-01,20,0,0,0,49,28,9,80,0,24,0,0,73,0,0,0,0,0,0,22,0,0,0,0,39,0,0,0,0,0,23,0,0,0,0,0,0,0,0,65,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0
2016-09-01,18,0,0,0,21,23,8,0,0,0,0,0,0,65,47,38,0,42,0,38,0,0,0,0,0,0,0,36,18,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,19,0,0,15,8,0,35,15,0,0,30,33,21,0,0,12,0
2016-10-01,17,0,26,0,41,28,0,67,0,20,0,0,61,0,0,0,0,0,0,0,0,0,13,0,49,17,0,0,52,53,38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,16,0,0,29,0,0,29,63,41,0,0,11,0
2016-11-01,25,0,0,0,41,41,7,0,0,20,38,0,61,60,0,0,0,0,0,0,0,0,0,0,0,17,35,33,0,0,19,0,0,0,0,100,15,0,0,0,0,0,15,0,0,17,0,0,0,53,0,8,0,0,0,0,0,57,32,20,0,26,0,0
2016-12-01,35,0,0,0,21,19,8,0,0,21,0,0,63,0,47,0,0,0,0,0,0,28,0,0,33,0,0,0,0,55,20,17,0,0,0,0,0,0,0,0,15,0,16,0,0,0,47,0,0,13,0,0,0,0,0,0,0,29,32,31,21,0,0,0
2017-01-01,15,0,0,26,18,32,0,61,0,18,34,0,56,0,0,0,11,0,0,0,0,25,0,0,30,16,0,31,0,0,0,15,0,0,14,0,20,13,0,0,13,34,24,0,37,0,0,17,44,24,13,7,0,0,13,0,0,0,38,19,0,23,0,0
2017-02-01,17,0,26,0,20,22,15,0,0,20,0,13,0,63,45,0,0,0,0,0,0,55,0,0,0,17,0,0,35,53,29,0,0,0,0,0,15,14,0,0,0,37,0,0,0,0,46,0,0,27,0,12,0,0,0,0,0,29,32,20,0,26,0,0
2017-03-01,22,0,0,0,36,25,11,0,0,36,0,0,54,0,41,0,0,0,38,0,0,0,0,0,0,0,0,0,0,47,34,23,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,30,13,79,0,50,28,18,18,22,10,0
2017-04-01,0,15,26,0,61,44,7,67,0,0,38,0,61,0,45,0,0,0,0,0,0,28,0,0,32,0,0,0,17,0,19,0,0,0,0,0,0,0,0,82,14,0,24,0,0,17,0,18,0,26,0,0,0,0,14,0,0,56,0,20,20,25,11,0
2017-05-01,16,0,49,20,28,31,17,0,0,19,0,0,0,0,42,0,0,0,0,17,29,0,0,14,30,0,0,0,0,49,18,16,0,0,0,0,0,0,0,51,13,0,15,0,0,16,0,0,0,12,0,0,0,0,0,0,0,27,0,0,0,24,21,0
2017-06-01,0,0,0,14,40,19,7,0,63,20,0,0,0,0,89,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,37,0,0,39,0,0,14,0,0,0,0,0,16,0,0,17,45,0,0,13,0,0,0,49,14,0,0,28,31,20,20,25,11,0
2017-07-01,25,15,0,0,39,31,9,0,0,20,37,0,0,0,0,0,11,0,42,18,0,27,0,0,0,17,0,0,0,0,19,33,0,77,0,0,0,0,0,54,14,0,15,0,0,17,0,18,47,19,0,0,0,32,0,0,0,28,31,0,20,25,22,0
2017-08-01,17,0,0,0,41,22,11,0,0,20,0,0,60,0,0,0,0,0,0,18,0,55,0,15,0,0,0,34,17,0,56,0,0,40,0,0,0,0,0,55,0,0,0,0,0,17,0,18,0,13,0,8,0,0,0,91,0,0,32,20,0,51,0,0
2017-09-01,40,0,0,0,38,21,14,0,0,19,0,0,0,58,0,0,0,0,0,17,30,0,0,14,0,0,32,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,85,0,0,25,0,15,0,0,13,0,0,27,30,19,0,0,11,0
2017-10-01,14,0,44,0,17,24,6,0,0,17,0,11,52,0,0,0,10,0,0,16,0,0,0,12,0,15,30,0,0,0,16,14,0,0,0,0,0,24,0,47,0,0,14,0,0,15,39,0,0,11,0,7,0,28,12,0,0,0,0,40,17,0,0,0
2017-11-01,22,0,0,0,26,30,13,58,0,44,33,0,53,0,39,23,0,0,0,0,0,24,11,13,28,15,0,0,30,45,0,15,0,68,0,0,0,0,0,0,12,0,14,0,0,15,39,0,0,11,0,10,0,0,13,0,0,25,28,18,0,22,0,0
2017-12-01,32,15,25,0,38,36,0,0,0,38,0,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,0,16,0,0,32,0,74,0,0,14,0,0,0,0,0,23,0,0,0,0,0,46,25,0,0,0,0,14,0,0,0,0,0,0,24,11,0
2018-01-01,0,0,0,0,25,18,6,0,53,44,0,0,50,0,37,0,0,33,35,0,26,23,0,12,53,0,0,28,14,44,16,14,0,0,0,0,12,12,0,45,0,0,13,0,0,14,0,0,0,11,0,7,36,27,0,0,34,35,26,25,0,64,0,62
2018-02-01,15,0,0,0,74,43,13,0,0,18,0,0,56,0,41,0,0,0,0,0,0,25,12,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,100,0,0,14,0,0,16,0,17,0,18,0,7,0,0,0,0,0,26,29,18,0,23,0,0
2018-03-01,34,0,0,0,33,15,6,0,0,22,31,10,100,0,0,0,0,33,0,0,0,22,0,0,0,14,0,0,0,43,15,0,0,64,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,32,0,6,0,0,12,0,0,23,26,33,17,42,0,0
2018-04-01,0,0,23,31,18,22,10,0,57,26,34,11,0,81,40,32,10,36,37,16,0,0,0,0,0,0,0,0,15,47,16,15,0,0,0,0,0,0,0,0,0,0,21,0,0,0,39,0,42,0,0,0,0,0,13,0,0,25,0,18,0,45,0,0
2018-05-01,0,13,0,18,42,20,0,0,0,51,0,0,0,0,0,0,10,34,0,15,0,0,11,0,0,0,29,0,0,0,16,28,0,33,0,0,0,0,0,0,0,0,0,21,0,0,0,0,40,11,0,7,0,0,0,74,0,24,26,0,0,32,10,0
2018-06-01,13,0,0,11,24,25,6,0,0,48,0,10,48,49,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,42,30,0,0,0,0,0,17,22,0,0,0,0,0,0,0,14,0,14,38,10,0,6,0,0,0,0,0,0,25,16,0,20,0,0
2018-07-01,21,13,0,0,100,26,15,0,0,0,0,0,50,51,0,0,0,0,0,0,0,23,0,12,0,0,0,0,0,0,31,14,0,0,0,82,0,12,0,0,12,0,13,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,17,28,9,0
2018-08-01,16,14,0,0,19,13,20,0,0,18,0,0,0,57,0,0,0,0,0,0,0,25,0,0,60,0,32,0,0,49,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,62,33,0,24,14,7,0,31,0,0,0,0,0,0,0,0,10,0
2018-09-01,15,0,0,0,27,14,10,0,0,18,0,0,0,0,0,0,0,0,37,0,0,24,0,0,28,0,30,0,15,46,0,0,0,0,0,0,0,0,0,48,12,0,14,0,0,0,0,16,0,23,13,10,0,0,0,0,0,25,28,18,0,22,10,0
2018-10-01,20,0,0,0,32,25,12,54,0,32,60,0,48,49,0,0,0,0,0,0,0,0,0,12,51,14,55,0,0,56,15,13,0,31,0,0,0,0,0,0,11,0,13,0,0,14,0,14,38,16,23,13,35,0,0,0,0,23,25,32,0,21,0,0
2018-11-01,14,0,0,0,25,18,16,56,0,34,32,0,0,0,0,15,10,0,36,0,0,23,0,12,0,0,0,0,0,0,16,21,0,33,0,0,0,12,0,46,12,0,13,0,33,14,0,15,0,11,0,7,36,0,0,74,0,0,26,25,0,43,0,0
2018-12-01,30,0,23,12,45,14,6,0,0,18,34,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,31,0,15,47,0,15,0,0,0,88,13,12,0,0,0,33,14,0,0,15,0,0,43,12,0,0,0,30,0,0,0,25,71,24,0,23,0,0
