date,Apple,Apricot,Artichoke,Asparagus,Avocado,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Loquat,Lychee,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams,Cassava
2012-05-01,26,30,0,0,39,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0,0,0,3,0,0,0,0,0,0,0,5,41,6,6,0,0,10,75,0,100,0,0,0,38,10,38,0,0,19,0,0
2012-06-01,25,0,0,0,0,0,0,0,0,7,0,0,0,0,25,0,70,0,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,25,0,0,0,0,100,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,10,0,44,0,0
2012-07-01,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,42,0,0,0,37,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,29,64,0,0,0,0,0,0,19,0,0
2012-08-01,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,26,0,0,0,0,55,0,0,38,0,26,0,0,0,0,0,0,0,0,6,13,0,0,0,5,0,29,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,16,31,39,0,0
2012-09-01,25,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,22,0,0,0,0,0,15,0,0,37,74,0,0,26,0,0,0,0,0,0,0,0,6,6,0,0,53,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2012-10-01,16,0,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,35,34,0,21,0,36,0,34,0,14,0,0,0,0,35,0,24,0,0,30,0,0,0,0,0,3,6,0,0,100,5,68,0,10,0,0,12,0,0,23,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2012-11-01,27,0,0,0,35,9,26,9,0,7,0,0,16,0,12,0,0,0,0,20,0,25,0,0,0,0,13,0,0,34,0,0,0,23,0,0,0,0,0,0,0,70,3,6,0,100,0,0,0,26,7,0,0,0,0,0,13,69,0,0,0,0,0,69,0,34,14,0,26,0,0
2012-12-01,17,0,0,0,33,8,0,9,0,0,0,0,0,0,11,0,0,32,0,0,19,24,0,0,0,0,0,37,47,0,64,0,0,0,0,0,0,73,0,22,0,0,5,6,0,0,0,0,0,0,7,0,0,11,0,0,25,0,0,0,0,0,0,0,8,0,0,26,0,0,100
2013-01-01,32,0,0,0,32,8,24,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,92,0,7,0,0,11,0,0,0,0,0,8,0,0,0,0,54,0,32,0,0,8,0,24,0,0
2013-02-01,19,0,0,0,0,13,0,0,20,0,0,16,16,0,11,0,65,0,0,0,0,0,0,23,0,0,0,0,0,33,66,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,32,0,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,9,0,17,0,0
2013-03-01,10,0,0,0,0,7,22,0,17,0,0,0,0,0,15,0,0,0,28,0,0,0,0,0,0,31,0,0,0,0,0,29,0,20,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,100,0,0,7,0,0,0,15,0,0
2013-04-01,13,0,0,0,30,8,0,0,36,0,0,0,0,24,10,0,0,0,0,18,0,0,0,0,29,33,0,34,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,87,0,4,0,0,0,32,0,5,0,0,8,0,0,0,0,52,0,0,0,0,8,0,23,0,0
2013-05-01,10,0,0,0,57,11,21,0,17,11,0,14,0,0,10,0,54,0,0,0,0,0,0,0,28,0,11,32,0,0,55,28,0,19,0,0,24,0,0,0,0,0,2,10,0,0,0,0,0,0,4,0,0,0,0,60,7,0,0,0,0,0,0,0,7,28,0,0,44,0,0
2013-06-01,19,0,0,0,29,7,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,21,0,39,0,0,0,0,0,0,0,0,31,19,0,0,0,0,0,20,0,0,3,5,28,0,0,0,0,0,0,0,5,0,0,0,22,0,0,75,0,49,0,0,7,0,8,0,29,0,0
2013-07-01,29,0,0,33,30,0,22,0,26,0,0,14,0,24,0,0,56,0,28,17,17,0,0,20,28,0,0,33,0,0,0,29,0,0,0,0,50,0,0,0,0,60,2,12,0,0,0,8,0,0,8,0,0,5,0,0,15,0,100,0,0,0,0,0,7,0,8,0,30,0,0
2013-08-01,30,0,18,0,60,8,0,0,0,0,0,0,0,0,20,0,0,29,0,0,0,0,30,20,57,0,17,0,42,0,0,0,0,0,0,0,0,65,0,20,0,0,7,0,29,0,0,6,0,22,7,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,15,0,0
2013-09-01,9,22,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,27,0,0,0,41,0,19,0,0,17,0,0,56,55,56,0,19,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,7,0,0,5,0,0,7,0,96,0,0,0,0,0,0,0,8,23,0,0,0
2013-10-01,18,0,0,0,27,14,20,0,33,0,0,0,0,0,9,0,51,26,0,0,16,0,0,19,0,0,0,30,0,40,0,26,0,18,0,0,0,0,0,0,100,0,4,0,0,0,0,0,0,0,4,0,7,9,0,0,14,0,0,0,0,0,20,27,0,0,15,22,14,20,0
2013-11-01,13,0,0,0,0,7,0,0,16,5,0,0,0,0,13,0,0,0,0,16,47,0,0,18,0,0,31,0,0,40,52,0,0,18,100,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,9,0,4,4,0,0,11,0,0,0,0,45,19,27,0,0,11,0,40,0,0
2013-12-01,13,0,0,0,26,9,0,0,31,0,0,12,0,0,17,0,0,0,0,0,15,0,0,17,25,0,10,0,0,0,0,0,28,17,0,0,0,0,0,0,0,52,5,4,0,0,0,0,24,0,4,0,9,9,0,0,13,0,0,0,27,0,38,0,0,25,7,21,13,0,0
2014-01-01,19,19,0,0,25,6,0,0,0,5,0,0,11,20,16,0,0,0,0,14,0,18,25,0,24,0,0,27,0,49,0,24,0,17,0,0,20,0,0,0,0,98,3,4,0,0,0,0,0,0,7,0,4,0,0,0,9,0,0,0,19,41,18,24,0,0,0,20,0,0,0
2014-02-01,9,21,31,0,27,7,0,0,0,0,0,0,12,0,17,26,0,26,0,0,0,19,0,0,0,29,10,30,37,0,0,0,0,0,0,0,0,58,0,18,0,0,3,7,0,0,0,4,0,0,6,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,28,0,28,26,0,6,35,0,14,0,0,0,0,0,16,0,0,23,0,0,0,0,0,0,23,51,0,0,0,0,47,0,0,16,0,0,0,0,0,0,0,48,0,4,0,0,0,0,23,35,3,0,8,8,0,0,12,0,0,0,0,40,0,47,0,0,6,19,18,0,0
2014-04-01,20,0,0,0,24,10,18,0,0,0,0,0,0,19,8,0,0,0,23,0,0,0,0,0,23,26,9,0,0,0,46,23,0,0,0,5,20,0,0,0,0,0,3,6,0,0,0,3,0,18,3,0,0,4,0,0,0,0,0,0,18,0,17,24,0,47,6,19,12,0,0
2014-05-01,13,19,0,0,47,9,0,6,14,5,0,0,0,38,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,16,0,5,0,0,0,0,0,48,2,4,0,68,0,3,0,0,4,0,0,0,0,0,6,47,0,0,19,40,17,0,0,0,13,0,16,0,0
2014-06-01,12,0,0,0,0,13,18,6,15,5,0,12,0,20,8,0,46,0,0,14,0,17,0,17,24,0,0,27,0,0,48,0,0,16,91,0,20,0,0,16,0,0,2,4,0,0,0,3,0,0,7,0,4,0,0,0,25,48,0,0,0,0,0,0,0,0,7,20,41,0,0
2014-07-01,21,0,15,0,25,7,0,9,0,5,0,12,0,0,0,25,48,0,24,22,15,0,25,0,24,0,0,28,0,25,49,0,0,0,0,0,0,0,0,17,0,0,3,4,24,0,0,3,0,0,4,0,8,0,0,0,9,0,0,0,0,86,18,25,0,0,10,0,26,0,0
2014-08-01,12,0,0,0,25,19,0,6,0,0,27,0,0,0,8,0,47,0,0,0,0,17,0,17,0,0,19,0,0,24,48,24,0,0,0,0,0,0,0,0,0,50,2,4,0,0,0,7,0,0,5,0,6,4,0,0,17,48,0,0,0,0,0,0,6,0,0,0,29,0,0
2014-09-01,40,0,0,0,47,6,18,0,0,5,0,12,0,0,0,0,0,0,0,0,0,17,0,32,0,26,9,0,33,0,0,0,0,24,0,0,0,0,0,0,88,48,2,6,0,0,0,3,22,0,7,25,8,4,0,0,15,0,0,0,0,0,18,24,0,0,6,0,0,17,0
2014-10-01,15,0,0,26,0,6,0,0,0,5,0,11,11,0,15,0,0,22,22,0,13,0,0,31,22,0,9,0,0,0,0,34,25,0,0,0,20,0,0,16,0,0,2,11,0,0,0,3,22,17,10,0,8,4,26,0,18,0,0,0,0,39,17,0,0,0,10,0,12,0,0
2014-11-01,18,0,27,0,46,14,0,6,0,0,0,0,11,0,15,0,0,0,22,13,0,0,0,0,33,0,9,0,32,0,0,0,0,46,0,0,19,0,0,0,0,0,2,4,0,0,32,3,0,0,9,0,0,4,0,0,6,0,0,0,0,39,0,0,11,22,10,18,12,0,0
2014-12-01,18,18,0,0,0,18,0,0,14,4,0,0,0,0,19,0,0,0,22,0,0,0,0,15,66,0,9,0,0,0,44,0,0,15,0,0,0,0,0,0,0,0,3,8,0,0,0,3,22,0,3,0,6,4,0,0,6,0,0,0,18,39,17,0,6,22,0,0,12,0,0
2015-01-01,17,0,13,0,22,12,0,0,13,0,24,0,10,18,22,0,43,22,0,0,0,0,45,15,21,0,9,0,0,22,43,44,0,30,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,17,3,23,4,4,0,0,11,0,0,0,0,38,0,0,0,0,0,18,17,0,0
2015-02-01,21,0,0,0,24,12,0,6,29,5,26,0,0,19,12,0,0,0,23,0,28,0,0,0,70,26,18,27,0,0,47,0,0,16,90,0,20,53,0,0,0,0,4,4,23,0,0,0,0,0,10,0,4,8,0,0,6,0,0,0,19,0,0,24,0,0,0,19,18,0,0
2015-03-01,16,18,0,0,0,6,18,0,14,5,0,0,22,0,23,0,0,23,22,0,0,0,23,16,0,25,0,0,0,46,0,23,0,0,0,0,0,0,0,0,0,0,6,4,22,0,33,0,0,17,10,0,0,8,0,0,18,0,0,0,0,40,0,0,6,0,6,19,12,0,0
2015-04-01,27,19,29,0,24,14,0,6,0,5,26,0,11,19,0,0,0,0,23,0,0,0,0,16,0,26,9,27,0,0,0,47,0,16,0,0,0,0,0,0,0,0,3,12,0,0,0,10,0,0,8,0,0,4,0,0,10,0,0,0,0,62,0,0,6,24,0,19,0,0,0
2015-05-01,12,37,0,0,0,9,0,0,14,5,0,11,0,0,0,0,0,0,33,0,0,0,23,16,22,0,0,26,0,0,0,68,0,0,0,15,0,0,0,16,0,0,4,4,0,67,32,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,35,0,0
2015-06-01,8,19,14,27,0,15,0,6,0,0,0,0,11,0,20,0,46,0,0,14,0,0,0,16,0,0,0,0,0,24,47,23,26,24,0,0,0,0,0,0,0,0,2,4,23,0,0,0,34,0,5,0,0,0,0,0,15,0,0,62,0,41,0,0,0,23,13,0,24,0,0
2015-07-01,22,0,0,0,33,8,16,11,13,4,0,0,0,0,15,0,0,0,21,0,0,0,0,0,21,0,9,0,0,22,0,0,0,15,0,0,0,0,0,15,0,67,3,5,0,0,0,3,21,0,3,23,0,4,0,0,13,0,0,0,0,0,0,22,0,22,8,0,45,0,0
2015-08-01,28,0,0,0,23,12,17,6,0,4,0,11,0,0,26,0,0,0,22,13,13,0,0,20,0,25,9,0,0,22,44,22,0,15,0,0,0,0,0,15,0,0,2,4,0,0,0,6,0,0,5,0,0,4,0,0,11,0,0,0,0,38,0,0,6,22,6,0,31,0,0
2015-09-01,19,18,0,0,23,6,0,0,14,0,0,0,0,0,15,0,0,22,22,0,13,0,0,0,44,0,0,0,0,23,0,0,0,0,0,0,19,0,0,0,0,0,4,8,0,0,0,3,0,0,5,24,0,4,25,0,17,0,0,0,0,39,0,0,0,22,6,18,19,0,0
2015-10-01,18,0,0,0,21,7,0,5,13,6,0,10,10,0,25,21,0,21,0,25,12,0,0,14,0,0,17,48,0,42,41,21,0,14,0,0,18,0,0,0,0,0,2,4,0,0,0,0,0,16,8,0,4,4,24,0,22,0,0,0,17,0,0,43,0,0,6,34,11,0,0
2015-11-01,30,0,13,25,0,6,0,6,40,4,0,0,20,18,37,0,0,21,0,0,0,0,0,15,53,0,0,37,0,88,0,43,0,15,0,0,18,0,0,0,0,44,3,5,21,0,0,9,0,0,7,23,4,5,24,0,11,0,0,0,0,38,0,22,6,22,9,18,11,0,0
2015-12-01,18,17,0,0,0,17,0,11,13,0,23,0,0,0,25,0,0,41,0,0,12,0,22,15,21,23,8,24,0,21,0,28,0,19,0,5,0,0,0,0,0,0,3,9,0,61,0,3,20,0,7,0,4,4,0,0,11,43,0,0,0,36,0,21,0,21,0,17,11,0,0
2016-01-01,17,0,12,23,31,13,0,5,19,12,0,0,0,34,10,0,39,0,0,12,12,30,0,14,20,0,8,23,0,0,40,30,0,14,0,0,17,0,0,0,0,42,5,5,0,0,0,6,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,21,5,20,6,0,10,0,0
2016-02-01,7,0,0,0,22,7,16,0,0,4,0,0,20,0,7,22,0,0,41,0,13,15,0,0,0,0,0,24,30,21,42,32,0,0,0,5,27,0,0,0,0,0,3,4,0,0,0,3,0,0,8,0,0,4,0,0,11,43,73,0,0,0,16,22,0,21,0,17,22,0,0
2016-03-01,9,0,0,22,20,10,30,0,0,6,0,0,0,0,7,0,0,0,19,12,0,0,20,0,19,0,0,23,0,0,39,20,0,27,0,0,17,0,0,0,0,40,3,0,0,0,0,4,0,15,6,0,0,7,0,0,10,0,0,0,0,34,15,0,15,20,5,0,10,0,0
2016-04-01,14,0,0,0,0,9,32,0,12,4,0,0,0,17,21,0,0,20,20,0,12,0,0,0,0,0,0,23,0,20,0,20,0,0,0,5,0,0,56,0,0,0,3,5,0,61,0,3,20,0,6,0,3,0,0,0,7,0,0,0,0,0,15,0,5,0,6,17,26,0,0
2016-05-01,14,16,12,23,21,8,0,0,12,0,22,10,9,17,7,0,39,19,20,24,12,14,0,0,19,0,16,0,29,20,40,30,0,27,0,9,17,0,0,0,0,0,2,10,0,0,28,3,0,0,4,21,3,5,0,0,8,40,0,0,0,35,0,41,5,20,6,33,28,0,0
2016-06-01,8,0,0,0,24,6,18,6,0,5,0,11,11,19,0,0,68,23,0,0,0,0,0,16,23,0,0,27,0,24,0,0,0,0,0,0,20,0,0,0,0,0,5,4,0,68,0,0,0,0,10,0,0,4,26,100,10,0,0,0,0,40,0,0,6,0,6,0,36,0,0
2016-07-01,12,0,0,26,23,12,0,6,14,0,0,0,0,19,0,0,44,0,0,14,0,17,0,16,0,0,9,26,0,0,0,0,0,16,0,0,20,0,0,0,85,0,2,6,22,0,0,0,0,17,8,0,0,11,0,48,8,0,0,0,0,0,17,23,0,23,6,0,39,0,0
2016-08-01,19,0,0,0,37,13,19,0,0,0,0,12,0,0,0,0,0,24,24,0,0,0,25,0,0,0,10,28,0,24,0,0,0,17,0,0,0,0,0,0,0,50,0,6,0,0,0,7,0,0,3,26,4,4,0,0,10,49,0,0,0,0,0,0,0,24,10,40,29,0,0
2016-09-01,17,20,0,0,51,7,19,0,0,0,0,0,0,31,13,0,49,0,49,0,0,0,0,0,0,0,0,0,0,38,0,0,0,17,0,0,21,0,0,17,0,0,2,8,0,0,0,3,24,19,5,0,13,4,0,0,10,0,0,0,0,0,0,51,0,50,7,20,13,0,0
2016-10-01,15,0,14,26,0,10,0,0,27,0,0,0,11,0,27,0,0,0,0,13,0,16,0,0,44,0,9,0,0,0,44,22,0,15,0,5,19,0,0,0,0,0,0,4,22,0,0,9,22,0,11,0,0,10,25,0,12,0,0,0,0,0,17,23,0,23,0,0,12,0,0
2016-11-01,11,0,0,26,24,9,0,0,14,5,0,0,11,0,24,0,0,0,23,0,14,34,0,0,23,0,9,26,100,59,0,0,0,16,0,0,0,0,0,0,0,0,4,4,0,68,0,0,0,0,4,25,0,6,0,0,6,0,0,0,0,0,0,24,0,23,0,0,12,0,0
2016-12-01,18,0,13,25,23,10,0,0,0,4,0,0,16,0,26,23,0,43,21,0,0,0,0,15,32,24,0,25,32,44,0,22,0,15,84,0,0,0,0,0,0,0,3,8,0,0,63,3,0,0,8,0,0,4,0,0,11,0,0,0,18,0,17,0,6,0,6,18,23,0,0
2017-01-01,15,0,0,0,33,6,0,6,0,0,0,0,0,18,7,22,42,21,0,0,25,0,0,0,21,0,9,25,31,22,0,22,0,15,0,9,18,0,0,0,0,88,4,5,21,63,0,3,21,32,6,23,4,4,0,0,8,0,0,0,17,0,0,0,5,21,12,0,22,0,0
2017-02-01,13,38,14,54,0,10,0,0,0,5,0,12,11,0,24,0,47,0,0,0,0,0,0,0,23,27,9,27,34,24,95,24,26,16,0,0,21,0,0,0,0,0,4,4,0,0,0,3,0,0,5,26,0,4,0,0,6,0,83,0,19,41,18,24,6,24,7,0,16,0,0
2017-03-01,10,0,27,0,58,9,0,6,42,0,0,0,11,19,31,0,0,0,29,0,0,0,0,15,22,25,9,0,32,23,45,34,0,31,0,15,0,51,0,0,0,47,5,6,0,0,0,0,0,0,7,0,4,6,0,47,9,0,0,0,0,39,0,0,6,22,22,18,18,0,0
2017-04-01,19,19,0,0,24,15,0,0,28,0,26,11,11,19,8,0,0,0,23,0,14,0,24,0,23,0,9,0,34,0,47,31,0,16,0,8,0,53,0,0,0,48,4,6,0,0,33,3,0,0,7,0,4,4,26,0,12,47,0,0,0,0,0,24,0,23,6,0,12,0,0
2017-05-01,17,20,0,28,51,7,19,0,23,5,27,0,0,21,8,25,0,0,24,0,0,0,26,0,24,27,10,0,35,0,49,25,27,17,0,7,22,0,0,0,0,0,5,8,24,0,0,7,0,0,7,0,4,0,0,53,6,100,0,0,0,0,0,0,6,0,7,0,21,0,0
2017-06-01,14,0,0,0,0,12,21,7,17,0,0,14,0,23,19,0,0,0,0,0,0,0,29,19,27,0,11,53,0,28,0,28,0,0,0,0,24,0,0,0,0,58,5,12,55,82,0,4,27,0,8,0,9,0,0,0,11,56,0,0,0,0,21,29,0,0,8,22,43,0,0
2017-07-01,17,0,0,0,0,6,19,0,30,5,0,12,12,21,8,0,0,0,48,0,15,18,0,34,0,0,0,0,0,0,0,25,0,17,0,6,0,0,0,17,0,0,2,13,0,73,0,3,0,19,11,26,13,4,0,0,10,0,0,0,0,0,0,25,6,25,0,20,47,0,0
2017-08-01,13,21,0,0,43,9,0,0,16,5,0,0,12,0,9,0,50,0,25,15,0,18,0,0,25,0,0,29,36,39,0,0,27,17,0,0,32,0,0,0,0,0,0,6,37,0,36,4,0,19,9,0,4,4,0,0,15,0,0,0,0,89,0,0,0,0,7,0,26,0,0
2017-09-01,18,0,0,0,27,17,0,7,0,0,0,13,0,21,13,0,100,0,25,0,16,0,0,18,0,0,10,44,0,26,51,26,28,0,0,0,0,0,0,0,0,53,2,4,0,0,0,7,0,20,7,0,7,7,29,0,18,0,0,0,0,45,0,0,7,0,0,0,27,0,0
2017-10-01,16,20,0,28,25,10,0,6,15,0,0,12,23,20,45,0,47,0,23,0,14,0,0,34,24,53,10,27,35,24,48,48,27,39,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,18,7,26,4,8,27,0,6,0,0,0,19,0,0,0,0,36,11,39,19,0,0
2017-11-01,20,0,0,29,26,11,19,0,15,5,0,0,0,0,17,0,0,0,24,0,15,0,0,0,25,0,0,29,0,38,0,25,0,17,0,0,43,0,0,0,0,52,3,4,0,0,36,4,24,19,7,0,0,4,0,54,6,0,0,67,0,0,0,26,0,25,0,21,19,0,0
2017-12-01,8,19,29,0,49,15,0,0,15,0,0,12,11,0,33,0,0,0,24,0,14,0,0,0,36,0,10,28,35,0,95,0,0,17,0,0,41,0,0,17,0,100,4,4,0,0,0,5,23,0,8,0,0,8,27,51,10,0,84,0,0,42,0,25,6,24,7,20,12,0,0
2018-01-01,8,0,14,0,48,16,0,0,14,0,0,0,22,0,16,0,0,23,23,0,14,0,24,16,23,0,9,0,68,0,47,23,0,16,0,0,0,0,0,0,0,97,3,12,0,0,0,0,23,18,6,0,4,4,0,0,0,0,81,0,0,82,0,24,0,0,6,0,12,0,0
2018-02-01,9,0,23,29,53,7,0,7,31,0,0,0,12,0,9,0,0,0,25,15,15,19,26,18,0,0,0,0,0,0,51,26,0,18,0,0,22,0,0,0,96,0,3,9,0,0,37,7,25,0,12,0,7,0,0,0,13,0,0,0,0,89,0,0,13,26,7,21,27,19,0
2018-03-01,21,0,14,0,23,16,17,0,28,5,25,11,11,37,15,23,44,0,44,20,0,33,0,23,22,0,0,0,0,0,67,23,0,16,0,0,0,0,0,31,0,47,4,8,0,0,32,0,22,17,7,0,4,4,0,0,12,46,0,0,0,40,0,0,6,0,12,19,12,0,0
2018-04-01,12,20,22,28,25,11,0,6,15,0,0,0,0,20,21,0,0,0,24,0,36,0,0,17,0,0,0,28,35,62,49,0,0,17,0,16,0,0,0,0,0,51,3,4,0,73,0,10,47,18,9,0,0,4,0,0,6,49,0,0,0,0,0,0,6,25,7,0,13,0,0
2018-05-01,18,0,0,29,27,27,0,0,16,5,29,13,0,0,18,0,0,26,25,0,16,0,0,18,26,29,0,0,0,26,51,52,0,36,0,17,43,0,0,0,0,54,3,4,0,0,37,0,50,0,7,28,0,0,29,0,13,0,89,69,0,0,0,0,7,0,14,0,36,0,0
2018-06-01,12,0,0,0,25,6,19,6,0,0,0,0,12,0,17,0,71,0,0,0,0,0,0,34,24,27,10,0,0,25,48,0,0,17,0,0,0,0,0,25,0,0,2,8,24,0,35,7,0,0,7,0,4,0,0,0,10,0,0,65,0,0,0,25,0,25,7,20,34,0,0
2018-07-01,11,0,0,0,38,13,0,0,15,0,27,0,12,0,12,25,48,0,24,0,22,0,0,17,0,0,0,0,35,0,48,0,27,25,93,0,21,0,0,0,0,0,2,4,0,72,0,9,0,0,4,26,4,4,0,0,16,49,0,0,19,0,18,0,0,37,7,20,63,0,0
2018-08-01,13,0,0,0,26,24,39,0,16,5,0,13,24,0,0,0,51,0,25,15,15,0,0,27,0,0,15,29,0,26,51,78,0,30,0,0,22,0,0,0,0,54,2,9,0,77,0,4,25,0,9,28,4,13,0,0,22,0,0,68,0,45,19,53,0,0,21,0,58,0,0
2018-09-01,9,0,0,0,26,24,20,0,31,5,0,0,12,21,9,0,0,0,25,15,0,0,0,35,0,0,10,29,0,26,0,63,28,17,0,0,32,0,0,0,0,53,2,15,25,0,36,7,25,19,5,27,0,7,57,0,18,0,0,0,0,89,38,26,0,51,9,41,44,19,0
2018-10-01,29,0,15,0,38,17,19,0,30,10,0,12,11,30,21,0,0,36,0,0,14,0,0,17,36,0,10,0,0,0,48,24,0,17,0,5,0,0,0,17,0,0,2,21,0,0,0,0,0,18,4,0,8,8,0,0,15,49,0,65,19,63,0,25,6,24,13,20,25,0,0
2018-11-01,17,0,15,0,26,23,0,0,0,10,28,16,12,0,21,0,49,0,24,0,15,28,0,17,74,55,15,58,36,38,0,38,28,17,0,0,22,57,0,17,0,0,6,13,0,74,36,4,24,19,7,40,4,4,0,0,6,0,0,67,0,0,19,52,6,25,7,0,19,28,0
2018-12-01,20,0,15,0,26,13,19,0,15,5,0,12,12,0,8,0,0,0,25,0,15,0,25,35,0,0,0,0,36,51,100,25,0,17,0,0,22,56,0,0,0,0,8,11,0,0,0,5,24,0,8,27,4,6,28,0,10,51,87,0,0,65,0,51,6,42,7,21,26,0,0
