date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2010-06-01,37,0,43,0,0,40,25,0,0,0,0,0,0,0,0,23,0,0,0,0,0,18,0,0,0,0,0,38,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,59,0,0,27,0,0,0,0,18,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,16,0,0,0
2010-07-01,21,0,0,0,0,33,24,0,0,0,0,0,17,0,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,15,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,40,0,0,0,0,33,23,0,0,0,0,0,0,0,0,21,24,0,0,95,0,0,0,0,0,0,0,35,0,28,0,27,0,0,0,0,0,0,0,0,0,0,0,23,0,45,0,0,0,0,0,0,0,0,0,0,0,41,27,0,0,0,81,0,0,0,25,0,0,0,27,20,0,0,0,0,0,26,0,0,0,0,100,0,0,25,21,0,14,0,0,0
2010-09-01,20,0,0,0,28,43,23,0,0,0,0,0,0,0,0,21,0,0,0,0,100,0,0,0,0,70,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,0,0,37,0,0,0,0,16,0,14,0,0,20,0,39,0,0,0,0,0,17,0,0,0,0,0,0,0,0,43,100,0,0
2010-10-01,47,0,0,0,28,48,23,0,75,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,28,72,0,0,0,0,0,0,0,19,0,0,0,0,0,0,28,0,0,24,0,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,0,20,0,0,0,0,0,27,0,18,0,0,0,0,0,25,0,0,15,0,0,0
2010-11-01,40,0,0,20,0,40,0,0,0,27,69,0,16,0,0,21,23,0,0,0,99,0,0,0,28,71,0,0,0,0,0,0,0,0,0,74,0,16,0,0,28,0,0,0,0,90,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,20,0,58,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,66,15,0,0,0
2010-12-01,43,25,0,0,30,41,25,0,80,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,25,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,87,0,0,0,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
2011-01-01,17,10,0,0,12,49,0,0,0,0,0,17,0,0,0,9,0,0,19,0,0,7,0,0,0,0,0,22,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,12,0,0,7,0,12,0,0,27,0,9,9,0,0,0,12,7,0,0,0,16,0,0,0,0,12,0,0,0,0,0,0,22,9,0,6,0,0,0
2011-02-01,14,10,0,0,0,35,9,0,0,11,0,0,0,31,48,26,0,0,18,0,0,0,0,0,11,0,0,14,12,11,12,22,0,0,0,0,24,6,6,0,11,0,0,10,0,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,8,16,0,7,11,9,0,11,16,0,0,0,0,100,11,11,14,6,29,0,35,0,0,0,0,10,0,0,0
2011-03-01,24,8,0,0,10,44,12,20,0,10,0,14,6,0,0,7,8,0,0,0,36,0,0,0,10,0,0,13,11,10,0,10,16,0,0,0,0,0,8,25,0,0,0,8,100,0,10,0,15,0,0,0,10,0,7,0,0,0,0,0,0,0,0,14,12,0,12,0,7,0,0,7,0,0,0,0,0,9,0,19,6,0,0,0,0,9,15,0,5,0,0,0
2011-04-01,23,0,0,0,10,42,16,0,0,9,0,14,6,0,0,12,8,0,0,0,0,0,0,0,19,0,0,12,0,0,0,9,0,0,0,0,20,6,0,0,10,0,0,16,0,0,9,0,15,0,0,0,0,0,7,0,6,0,9,0,0,9,0,0,14,20,6,0,13,0,9,7,0,0,0,0,0,0,19,6,0,0,0,0,0,9,0,0,5,0,0,0
2011-05-01,18,0,0,0,9,45,8,0,0,0,0,0,5,0,0,14,0,0,15,0,0,5,0,5,9,24,0,12,0,0,10,9,0,6,0,0,19,0,0,0,9,0,0,16,0,0,9,0,28,0,0,0,0,0,0,0,5,0,13,0,5,16,27,0,13,0,13,0,0,0,9,13,12,0,0,30,80,0,9,0,5,12,0,0,0,8,7,0,0,0,0,0
2011-06-01,29,0,13,0,0,49,11,0,0,9,23,0,5,0,0,7,0,0,0,31,0,0,0,5,9,0,0,11,0,0,0,0,15,6,8,0,0,5,5,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,14,0,0,0,9,10,0,0,54,13,7,0,11,0,5,0,9,7,0,0,0,0,80,9,18,0,5,12,0,0,0,8,7,0,10,0,0,0
2011-07-01,15,7,12,0,9,52,7,0,0,8,22,0,0,48,0,7,0,0,14,0,31,0,0,0,0,0,0,11,0,9,0,0,0,9,15,23,0,0,10,0,9,0,0,0,0,0,17,0,13,0,0,0,0,0,7,17,5,0,0,0,5,8,26,0,6,0,9,0,9,0,17,19,0,0,0,0,0,8,17,6,0,0,0,0,0,8,0,0,6,0,0,0
2011-08-01,21,0,0,0,8,49,7,8,0,8,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,27,5,0,0,0,5,0,0,16,0,5,14,0,13,0,0,0,0,0,0,8,0,6,0,0,0,8,0,0,14,0,6,12,0,8,0,0,5,0,9,10,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,9,0,0,6
2011-09-01,26,0,0,0,0,58,10,0,0,0,0,0,7,0,36,6,0,0,0,28,0,5,0,0,8,0,0,0,9,0,0,0,14,6,0,0,18,5,5,21,8,0,0,7,0,14,8,0,0,0,0,0,0,0,0,11,0,12,8,0,5,7,0,6,9,0,10,0,8,5,8,10,11,12,0,0,0,8,8,11,14,0,0,25,0,0,0,0,13,0,0,0
2011-10-01,40,7,23,0,0,52,9,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,16,0,0,20,0,0,0,0,13,0,0,0,0,9,7,0,8,0,0,13,0,13,12,0,37,0,5,100,0,0,6,0,0,12,8,0,9,0,23,11,13,0,5,0,12,0,0,12,0,0,0,0,0,0,8,10,0,0,29,24,0,0,0,0,13,0,0,0
2011-11-01,24,7,12,6,0,54,14,17,0,0,0,23,0,0,0,15,0,0,13,0,0,0,0,0,11,0,0,0,9,0,0,12,14,0,0,0,0,5,0,0,0,0,5,7,0,14,0,0,13,0,0,0,0,0,6,21,10,0,8,0,0,0,49,18,6,0,5,0,4,0,8,14,0,0,0,0,0,16,0,10,0,11,0,0,0,11,6,20,10,0,0,6
2011-12-01,15,7,12,0,9,49,7,0,0,8,0,0,10,0,0,7,0,24,0,29,0,0,0,0,0,0,0,0,9,9,0,0,14,12,8,23,0,10,5,0,0,0,5,7,0,0,8,0,0,0,0,0,9,0,0,11,5,0,8,9,5,11,0,6,8,0,5,0,4,0,12,8,0,0,0,0,0,25,9,5,0,0,0,0,0,8,0,0,5,0,0,0
2012-01-01,15,8,0,0,0,47,7,0,0,9,0,0,0,0,0,10,8,0,14,0,32,8,0,0,0,23,0,11,9,0,9,0,15,6,0,0,0,5,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,7,11,0,0,9,0,0,8,0,6,10,19,11,0,9,0,17,17,0,0,0,0,0,8,18,6,5,0,0,27,0,16,0,0,9,0,0,0
2012-02-01,17,7,36,6,0,54,7,9,0,0,0,0,0,0,18,10,7,0,0,0,31,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,10,5,0,0,0,0,11,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,8,0,8,6,0,10,0,4,10,25,19,0,0,0,0,0,17,0,0,5,0,0,0,0,16,0,0,8,0,0,0
2012-03-01,16,6,0,0,8,53,6,0,0,7,0,0,5,21,0,11,6,0,0,0,0,4,0,0,8,20,0,10,8,8,0,7,13,0,0,0,0,4,4,0,8,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,11,27,0,12,0,8,0,0,18,10,0,0,0,0,7,8,5,0,10,0,0,0,14,0,0,8,0,0,0
2012-04-01,29,0,0,6,0,46,10,0,0,8,0,11,19,22,0,9,7,0,0,0,0,0,0,0,8,0,0,10,0,8,8,0,13,5,0,0,0,5,9,20,8,0,0,0,0,13,24,0,0,0,0,0,0,0,0,0,5,0,12,0,0,7,0,9,6,0,10,0,8,0,8,29,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,19,6,0,0,0
2012-05-01,16,0,0,5,0,51,9,7,0,0,35,10,13,0,0,9,0,0,0,0,0,4,0,0,7,0,0,9,8,0,8,14,0,0,6,0,0,6,4,0,7,0,4,6,0,12,11,0,33,0,0,90,0,0,5,0,0,0,14,0,0,6,21,10,8,0,10,0,6,0,0,18,0,0,0,24,0,9,7,7,4,14,0,0,0,7,0,0,8,0,0,0
2012-06-01,29,0,10,5,7,44,12,7,0,14,18,0,0,0,0,11,6,0,0,0,0,0,0,4,12,19,0,9,0,0,0,15,12,5,7,0,0,0,4,19,7,100,0,6,0,12,7,0,11,0,7,0,8,0,6,0,4,0,11,0,0,0,0,11,11,0,7,7,5,4,0,13,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,5,0,0,0
2012-07-01,17,6,10,5,7,49,9,0,0,0,18,10,4,0,0,11,12,0,0,0,0,21,0,4,0,0,0,14,8,7,0,0,0,5,0,0,15,4,8,0,7,0,0,6,0,12,14,0,0,0,9,0,7,0,8,19,4,0,16,0,8,6,0,5,8,0,12,0,9,4,7,10,0,0,0,0,0,10,7,0,4,9,0,0,0,13,5,0,10,0,0,0
2012-08-01,18,0,10,5,7,51,19,0,0,7,0,10,8,0,15,9,0,0,0,0,0,6,0,0,0,0,74,9,0,7,0,13,0,5,6,0,14,6,0,0,0,0,4,12,70,0,7,0,11,0,4,0,7,0,0,9,0,0,9,0,0,6,0,5,5,0,7,0,9,4,10,12,0,0,0,0,0,7,14,9,0,0,0,0,0,6,0,0,6,0,0,0
2012-09-01,16,6,0,5,0,68,9,0,0,14,0,10,4,0,0,11,0,0,0,0,26,0,0,8,7,0,0,18,0,0,0,14,0,0,0,0,0,6,0,0,7,0,4,12,0,0,10,100,0,0,0,0,8,0,0,9,0,0,11,8,0,7,0,7,21,15,12,14,10,4,11,5,0,0,0,0,0,14,7,14,6,0,0,0,0,7,6,0,8,0,0,0
2012-10-01,11,0,9,5,9,52,8,7,0,0,0,0,6,0,0,15,0,19,11,0,0,0,0,0,7,0,0,8,0,0,7,0,0,4,0,0,0,6,4,16,0,0,0,6,0,0,6,0,10,0,0,0,0,0,5,8,0,0,13,7,0,6,0,5,5,0,6,13,13,0,6,13,0,0,0,0,0,13,0,8,4,8,0,0,0,6,5,0,8,0,0,0
2012-11-01,25,0,0,0,7,43,9,7,19,7,0,10,4,19,0,12,6,0,0,0,0,4,0,4,7,0,0,0,7,0,0,7,11,5,6,18,0,6,4,17,7,0,0,6,70,0,11,0,11,0,0,0,0,0,5,0,0,0,7,0,0,6,20,10,7,15,4,0,10,0,7,7,0,0,0,0,0,0,14,4,0,9,0,0,0,16,0,0,13,0,21,0
2012-12-01,16,0,10,0,12,45,12,0,0,0,0,0,0,20,15,5,0,0,0,0,0,9,0,0,14,37,78,9,8,7,8,0,12,5,6,0,0,4,0,18,15,0,0,6,0,0,7,0,11,0,0,0,0,0,0,0,4,0,7,0,0,0,21,13,12,15,19,0,5,0,14,13,0,10,0,0,0,14,0,5,4,9,0,0,0,10,11,0,15,0,0,0
2013-01-01,16,12,0,0,0,41,8,7,0,7,0,0,4,0,0,11,0,0,0,0,0,4,0,0,15,0,0,18,8,7,12,7,0,10,6,20,0,4,4,0,7,0,0,6,0,0,11,0,11,0,4,0,0,0,6,9,0,0,14,0,4,7,0,5,8,0,4,0,5,0,7,5,0,0,0,24,0,0,0,5,0,0,0,0,0,13,0,0,15,0,0,0
2013-02-01,22,6,11,5,15,44,12,8,0,7,0,0,5,20,16,15,0,0,12,0,0,0,0,0,0,0,0,10,0,8,8,7,12,5,0,0,0,6,0,0,8,0,0,13,0,12,12,0,12,0,5,0,8,0,0,10,4,11,7,0,4,0,22,11,11,16,9,7,8,0,0,13,0,0,0,0,0,7,11,5,0,10,0,23,0,21,6,18,19,0,0,0
2013-03-01,23,0,18,5,6,46,16,10,0,6,16,9,4,17,0,16,0,0,0,0,0,0,0,7,6,16,0,12,0,6,7,0,11,0,0,17,0,7,0,32,0,0,0,5,0,0,9,0,10,0,0,0,0,0,5,0,0,0,0,0,0,6,0,9,11,0,10,0,6,0,6,14,0,9,0,0,0,0,0,8,0,0,0,0,0,12,0,0,7,0,0,0
2013-04-01,9,0,0,0,0,36,11,0,0,0,0,0,8,0,13,19,5,0,31,43,23,4,0,0,0,33,0,8,13,0,7,6,11,0,11,0,0,4,0,16,6,86,4,16,0,0,17,0,0,0,0,0,0,0,5,8,8,0,6,0,4,6,0,7,11,13,11,0,3,0,12,6,8,0,67,21,0,6,6,6,0,8,0,20,0,6,0,0,3,0,0,0
2013-05-01,13,0,8,4,18,45,10,6,0,6,0,8,4,16,13,12,0,17,10,20,0,4,0,3,6,15,0,8,6,0,6,6,0,4,5,0,0,7,3,44,6,0,0,5,0,0,6,0,9,0,4,0,0,0,5,15,0,9,12,6,0,0,0,4,0,0,11,0,5,0,6,6,0,8,0,0,0,11,6,11,3,8,0,18,0,5,5,0,8,0,18,0
2013-06-01,18,0,9,0,6,49,8,6,0,0,15,9,9,0,0,8,0,0,0,21,0,0,0,7,6,0,0,10,7,0,7,12,0,0,0,0,13,7,4,16,6,84,4,5,0,0,6,0,0,0,4,0,0,0,5,8,0,0,6,7,4,7,37,4,9,0,6,0,6,0,6,9,8,0,0,0,0,6,6,4,4,16,0,19,0,6,0,0,4,0,0,0
2013-07-01,15,5,8,4,6,74,11,6,0,6,29,0,3,0,0,13,5,0,0,20,0,3,0,0,0,15,0,0,0,0,6,17,19,0,0,0,0,3,3,0,12,0,0,5,0,0,12,0,9,0,0,0,0,0,4,8,0,0,6,0,3,5,17,11,11,12,16,0,3,0,6,8,0,8,0,0,0,6,6,7,3,0,0,0,0,5,0,0,9,0,0,0
2013-08-01,27,0,8,0,12,62,11,6,0,6,0,8,7,0,0,15,0,0,19,0,0,0,0,0,6,15,0,22,6,6,0,6,10,4,0,0,12,3,3,15,6,0,0,0,59,10,10,0,9,0,0,0,0,0,4,0,3,0,9,0,3,0,17,4,8,0,9,0,9,3,11,4,0,0,0,19,51,7,9,6,3,15,21,0,0,8,9,0,8,0,0,0
2013-09-01,29,5,8,6,6,55,10,6,0,6,15,0,4,16,25,12,0,17,0,0,0,0,0,0,6,0,0,15,6,6,6,0,10,4,0,0,12,3,3,29,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,7,9,12,6,3,11,18,6,14,13,11,0,8,0,6,4,0,0,0,0,0,9,12,6,0,8,0,0,0,5,4,0,5,0,0,0
2013-10-01,16,5,20,0,6,55,14,11,0,5,0,8,7,15,12,11,5,0,0,19,20,3,0,0,6,14,0,14,0,0,0,5,9,0,5,0,12,10,3,14,0,77,0,10,0,0,22,0,0,0,0,0,6,0,0,0,0,0,6,6,5,5,17,5,14,0,8,5,8,0,8,8,0,0,0,0,0,8,0,4,6,7,0,0,0,8,0,0,9,0,0,0
2013-11-01,38,5,0,0,6,64,7,6,16,11,15,8,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,10,4,0,0,25,3,3,0,0,0,3,7,0,9,6,0,0,0,0,0,6,0,7,8,0,0,6,6,3,5,0,0,14,0,7,0,7,0,6,4,0,0,0,0,0,11,12,7,3,30,0,0,0,8,4,0,3,0,18,0
2013-12-01,12,0,18,5,13,52,5,0,0,6,0,9,4,0,0,5,5,0,10,0,0,4,0,0,6,16,0,8,0,6,0,0,0,0,6,0,0,4,4,31,6,0,4,5,0,0,8,0,14,0,4,0,0,0,5,0,0,0,0,0,0,0,0,5,11,0,11,0,5,4,9,8,0,18,66,0,0,12,6,4,0,0,0,20,0,11,0,15,13,0,0,0
2014-01-01,27,5,9,4,6,59,8,6,0,6,15,9,4,17,13,19,0,0,10,21,0,4,0,0,6,32,0,15,7,0,0,6,10,4,5,0,0,5,7,15,6,0,0,5,0,0,0,0,0,0,0,77,0,0,0,16,4,0,15,7,0,0,37,7,13,0,5,6,6,0,10,0,0,9,64,0,0,10,6,4,0,8,0,0,0,11,5,15,13,22,0,0
2014-02-01,24,0,9,0,0,66,8,6,0,0,15,26,0,17,13,19,5,0,15,21,22,6,0,4,0,16,67,0,7,6,0,6,10,0,5,0,0,5,5,23,0,0,0,5,0,0,9,0,10,0,4,0,0,0,5,12,0,0,10,0,0,6,18,6,9,13,7,0,5,0,6,7,0,9,0,0,0,6,8,8,4,0,0,0,0,11,0,0,8,23,0,0
2014-03-01,23,5,0,8,8,56,9,6,15,5,27,8,0,15,0,7,5,0,9,0,0,0,0,3,0,14,0,16,0,0,12,0,9,4,5,0,12,3,6,28,6,0,3,5,0,9,14,0,8,0,0,69,0,0,4,7,3,0,13,6,3,10,0,4,9,23,7,0,6,7,5,4,0,0,0,18,0,0,0,7,3,11,0,0,0,5,4,0,9,0,0,0
2014-04-01,30,0,0,0,17,56,7,6,0,5,0,0,3,0,12,16,9,0,9,19,20,3,98,3,6,22,0,7,6,6,12,5,9,4,0,0,23,3,3,14,0,0,0,0,0,0,11,0,0,0,3,0,0,0,4,0,3,0,9,0,0,5,16,10,9,0,8,5,6,7,16,5,7,0,0,0,0,5,8,4,3,0,0,0,0,5,4,13,9,21,0,0
2014-05-01,17,9,0,0,6,61,6,0,0,5,27,8,5,15,12,11,7,0,9,0,0,3,0,3,11,28,0,7,8,6,0,5,18,4,5,0,0,5,3,14,17,0,3,8,0,0,5,0,17,0,3,0,6,0,0,0,0,0,16,6,3,12,0,4,9,0,7,5,4,7,5,4,0,0,0,0,0,11,5,0,3,7,0,17,0,12,0,0,9,0,0,0
2014-06-01,25,5,8,4,0,63,7,0,16,11,29,0,3,16,12,10,5,0,19,0,0,0,0,0,6,15,0,11,6,0,6,6,19,0,5,0,0,3,0,14,6,0,3,5,0,0,6,0,18,0,3,0,6,0,0,0,0,13,6,0,0,10,0,8,6,0,9,6,3,0,6,4,0,0,0,0,0,8,6,4,0,11,21,0,0,8,4,14,11,21,0,0
2014-07-01,27,5,0,0,6,67,13,0,0,0,0,8,3,0,0,16,5,16,9,19,0,3,0,3,0,29,0,7,0,0,0,0,9,4,15,0,24,3,3,14,11,77,0,10,0,0,8,0,0,0,3,0,0,0,4,0,0,8,6,0,3,5,0,6,10,0,8,0,9,0,0,8,0,8,0,0,0,0,6,5,0,0,0,0,0,8,9,0,3,21,0,0
2014-08-01,21,5,16,4,6,68,7,6,15,5,14,8,3,31,0,11,5,0,9,19,0,8,0,0,6,0,61,7,6,6,0,6,9,4,0,15,12,3,3,35,6,0,3,5,0,9,8,0,17,0,0,0,6,0,4,15,3,0,6,0,3,5,0,10,7,12,8,0,7,0,6,4,0,0,0,0,0,5,6,7,3,7,0,0,0,5,4,14,7,0,0,0
2014-09-01,23,7,8,6,11,65,20,0,0,5,0,8,3,15,12,17,5,0,0,0,0,3,0,3,6,0,0,7,0,0,12,11,9,4,5,0,0,3,3,28,6,0,3,5,0,0,0,0,9,0,3,0,0,0,4,14,5,17,8,0,0,7,17,13,8,12,4,0,10,0,8,4,0,8,0,0,0,5,6,0,3,10,0,0,0,10,0,13,8,21,0,0
2014-10-01,19,0,8,0,11,66,11,6,15,11,14,8,3,0,0,10,0,16,0,0,0,3,0,3,5,0,0,17,0,6,12,8,9,4,5,0,12,13,5,14,8,0,0,5,56,0,9,0,8,0,0,0,11,0,6,7,3,8,5,0,3,8,24,9,8,12,12,0,8,0,5,8,7,8,0,0,0,11,0,5,6,7,0,0,0,15,6,0,14,20,0,0
2014-11-01,31,0,0,4,6,69,19,6,16,6,14,0,7,0,12,4,7,0,9,20,0,3,0,0,0,15,0,7,6,6,12,0,10,0,0,0,0,7,10,14,6,0,3,10,0,0,23,0,9,0,3,0,6,0,0,7,3,0,8,6,0,5,0,4,10,0,8,0,13,3,11,21,0,0,60,0,0,6,6,0,7,0,0,0,0,8,13,0,14,0,0,0
2014-12-01,19,5,0,0,12,62,20,12,0,0,15,8,4,17,0,5,0,0,0,21,22,5,0,3,6,16,0,8,6,12,6,0,10,4,5,0,13,3,7,15,6,82,0,5,0,20,12,0,23,0,0,0,19,0,5,0,0,0,12,6,0,5,0,14,10,0,6,0,6,0,6,7,0,0,0,0,0,9,6,8,3,15,22,28,0,8,0,0,12,22,0,0
2015-01-01,13,5,0,0,6,74,5,6,0,6,0,0,0,0,13,18,10,17,19,20,0,5,0,0,0,31,0,8,6,0,0,0,10,4,0,0,12,7,5,0,6,0,0,5,0,0,9,0,18,0,4,74,12,0,7,0,4,0,6,6,3,5,18,13,7,13,5,0,6,0,6,6,0,0,0,0,0,11,0,11,0,8,0,37,0,5,0,14,17,0,0,0
2015-02-01,21,0,9,0,12,82,5,6,0,6,15,9,4,17,13,27,5,17,0,21,0,4,0,4,6,16,0,8,0,13,7,6,10,4,0,0,13,5,7,31,0,0,0,5,0,20,0,85,38,0,4,0,0,0,0,16,4,9,0,0,3,11,18,7,9,0,7,0,4,0,12,4,8,9,0,0,0,6,6,4,0,12,0,57,0,6,5,15,13,0,0,0
2015-03-01,23,0,8,4,11,65,6,0,0,5,0,0,3,0,0,13,5,0,9,0,0,0,0,0,5,21,0,14,6,8,0,11,14,4,5,0,0,6,3,14,11,0,0,0,0,9,8,0,9,100,0,0,0,5,0,7,0,0,0,0,0,5,0,10,7,0,10,5,5,0,5,8,0,0,0,18,0,5,0,7,3,7,0,28,0,7,13,0,8,0,0,0
2015-04-01,31,5,0,0,11,67,7,5,0,10,0,8,6,15,0,15,5,0,13,18,0,0,0,3,11,21,0,14,11,0,0,11,9,4,5,0,15,5,5,13,5,73,0,9,0,0,11,0,8,0,3,0,0,0,0,7,0,0,5,0,0,12,16,4,6,0,16,0,4,3,5,4,7,0,0,0,0,0,5,12,0,10,0,50,0,12,4,0,9,40,0,0
2015-05-01,30,4,0,0,5,76,10,0,0,5,0,0,3,14,11,12,4,0,8,0,0,3,0,0,10,14,0,7,8,5,5,8,9,5,0,0,0,9,6,26,0,0,3,0,0,9,5,0,0,0,0,0,0,0,4,7,3,8,5,0,0,5,15,9,10,0,5,0,5,3,5,6,7,0,0,0,0,5,8,7,0,7,0,32,0,9,0,13,10,0,0,0
2015-06-01,43,0,7,0,0,80,15,0,0,5,13,7,12,0,11,20,4,15,17,0,0,0,0,0,5,0,0,13,5,5,5,10,13,3,5,0,11,7,3,13,10,0,0,4,52,0,5,0,8,0,0,0,5,0,4,0,0,8,5,5,0,9,15,11,4,11,8,5,7,3,5,9,0,0,54,0,0,5,5,0,0,7,0,32,0,7,4,0,10,0,0,0
2015-07-01,35,13,0,0,5,75,6,5,0,5,0,11,3,14,11,24,6,14,0,0,18,0,0,0,5,39,54,9,8,0,0,0,8,3,4,0,0,7,4,29,5,0,3,4,0,0,11,0,31,0,3,0,0,0,4,6,3,0,10,8,3,4,0,10,6,0,8,0,5,0,8,4,0,0,0,0,0,6,5,10,3,6,0,15,0,9,6,0,15,0,15,0
2015-08-01,30,0,14,0,5,83,11,10,0,5,12,7,3,20,10,7,4,14,8,17,0,3,0,5,10,12,0,6,5,0,0,9,8,5,4,0,10,7,10,30,5,0,0,6,0,0,14,0,0,0,3,0,0,0,4,6,3,7,16,5,5,9,0,3,8,10,9,0,8,3,8,0,6,7,0,16,0,12,0,6,3,0,18,30,0,4,4,0,10,0,0,0
2015-09-01,37,0,7,7,10,76,14,5,14,12,13,7,6,28,0,17,4,14,16,17,0,3,0,3,5,13,0,26,0,10,0,10,13,14,4,0,0,6,6,50,5,68,0,10,0,8,5,0,8,0,6,0,0,0,8,16,6,0,10,0,3,9,15,15,4,0,7,0,4,0,15,5,6,7,0,0,0,10,8,5,6,6,0,31,0,9,8,12,12,0,15,0
2015-10-01,24,17,20,7,14,81,5,14,13,5,0,0,4,32,0,8,6,0,10,16,0,3,0,3,5,0,0,9,0,5,5,5,12,3,0,0,15,0,4,39,0,0,3,11,0,8,7,0,22,0,6,0,5,5,4,12,6,7,5,0,0,6,0,8,8,10,4,0,7,3,9,3,0,0,0,0,0,5,7,4,3,6,0,0,0,4,7,11,10,0,0,0
2015-11-01,32,8,38,4,15,73,8,5,13,9,0,20,6,20,10,10,0,14,16,0,18,3,0,0,0,13,0,0,8,0,0,14,8,0,4,0,0,0,3,16,0,66,3,4,0,8,8,0,22,0,0,0,0,0,6,13,0,7,9,10,3,11,14,13,7,21,13,5,7,0,5,6,0,7,0,0,0,5,5,11,0,6,0,30,0,13,0,12,14,0,15,0
2015-12-01,38,4,7,0,11,69,9,5,0,5,13,0,3,0,11,8,4,0,8,0,0,3,0,3,8,20,0,20,0,10,0,5,17,3,0,0,0,6,4,39,0,0,3,7,0,8,9,0,16,0,3,0,5,0,5,7,0,8,13,0,6,9,0,9,4,11,9,5,4,0,5,8,0,0,54,0,0,5,0,7,0,10,0,0,0,5,4,0,16,0,16,0
2016-01-01,20,5,8,0,6,75,14,6,0,0,0,0,0,0,0,18,5,0,9,0,0,0,0,0,6,22,61,7,8,0,12,0,9,0,0,0,0,3,5,19,0,76,0,7,57,0,11,0,30,0,7,0,0,0,4,0,3,17,11,6,3,8,17,12,10,12,10,0,8,0,8,4,7,8,59,0,0,9,11,4,0,7,0,17,0,10,0,0,12,0,0,0
2016-02-01,26,5,12,4,6,89,8,6,0,5,0,8,7,31,18,19,0,16,9,0,0,3,100,3,0,15,62,17,6,6,6,0,9,4,5,0,12,3,3,35,9,0,5,5,0,9,6,0,17,0,3,71,0,0,7,0,0,0,6,0,3,10,0,7,10,0,9,6,6,3,11,7,7,0,0,0,0,5,6,11,0,7,0,17,0,8,4,0,18,21,0,0
2016-03-01,25,4,7,0,10,73,10,5,0,5,13,7,0,14,0,12,9,0,8,0,0,3,0,3,0,13,0,16,22,10,5,5,8,6,7,0,0,3,3,25,8,69,3,0,0,0,7,0,0,0,3,0,5,0,6,0,6,8,8,0,3,5,0,15,15,0,6,0,5,3,0,5,6,7,0,0,0,5,5,13,3,7,0,0,0,7,12,12,19,0,15,0
