date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-08-01,13,0,0,0,0,32,0,29,0,0,0,13,0,0,0,0,0,59,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,22,27,0,0,0,66,28,0,0,20,0,0,0,0,0,14,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,35,0,0,0,0,24,0,0,15,0,0
2010-09-01,36,0,0,0,0,17,14,0,0,0,0,12,57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,44,0,0,0,0,11,21,0,14,0,0
2010-10-01,22,0,0,0,53,31,26,0,0,0,0,11,0,0,0,0,0,0,0,74,0,0,0,19,0,0,0,25,0,0,0,0,31,0,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,27,0,51,0,0,0,0,0,0,0,0,0,20,0,24,0,0,10,19,0,0,0,0
2010-11-01,37,0,0,0,0,26,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23,0,36,11,0,0,0,48,19,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,58,0,0,0,0,0,12,0,0,6,0,13,0,0,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0
2010-12-01,25,0,0,0,52,35,13,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,38,0,11,0,0,0,20,0,74,0,18,0,0,11,0,38,23,36,13,0,0,0,32,61,32,0,0,13,0,26,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,75,0,0,0
2011-01-01,15,0,0,0,0,35,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,26,0,10,0,12,7,0,0,0,21,0,0,26,0,0,0,8,0,13,0,25,9,0,0,0,22,0,17,0,0,9,0,0,0,0,5,0,14,0,0,0,26,0,0,0,98,0,8,0,17,0,16,0,0,7,0,0,9,0,0
2011-02-01,16,0,0,10,0,20,10,0,0,0,0,8,38,0,0,0,0,38,0,16,0,0,0,0,0,0,28,0,0,0,9,8,0,0,0,15,0,0,0,18,0,0,8,0,0,18,27,0,0,0,18,0,45,12,0,0,19,31,0,0,53,10,0,0,0,0,12,0,0,0,0,0,63,8,35,26,0,17,0,12,15,14,56,28,0,0
2011-03-01,15,0,0,0,0,30,9,0,0,0,0,8,0,0,0,11,0,0,9,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,0,13,0,51,26,8,0,0,0,0,0,16,0,0,0,0,0,22,0,17,0,0,9,58,9,0,0,5,0,0,0,0,11,0,0,0,0,0,0,8,31,17,0,0,0,0,0,0,0,9,0,0
2011-04-01,16,0,22,0,38,40,19,0,0,0,35,0,0,0,0,12,0,37,0,15,0,0,16,0,0,0,27,0,0,0,0,0,22,27,0,15,68,0,0,14,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0,9,0,9,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,55,9,0,0
2011-05-01,15,16,0,9,36,21,9,0,0,0,0,8,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,8,0,0,8,0,0,16,0,0,0,0,0,0,0,11,0,0,9,28,18,0,0,7,0,0,0,0,0,0,0,100,0,0,0,8,32,10,0,0,0,0,7,13,0,0,0,0
2011-06-01,20,0,0,9,0,31,9,17,0,0,0,0,0,63,0,12,0,0,0,15,16,0,0,0,0,0,0,17,11,0,16,0,0,0,0,14,0,53,26,9,0,45,0,0,0,0,0,18,0,0,0,23,0,15,0,43,0,30,18,0,0,5,0,9,0,0,0,0,0,0,0,0,0,8,32,7,0,17,0,0,7,0,0,13,0,0
2011-07-01,14,18,0,0,40,31,0,0,0,0,0,9,0,69,50,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,32,10,9,0,8,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0
2011-08-01,20,0,0,0,36,24,9,0,100,13,34,0,0,0,47,0,57,0,0,15,0,0,0,0,26,0,52,0,0,0,0,8,0,25,0,14,0,0,0,9,0,0,0,0,0,33,0,0,0,0,0,0,0,23,0,21,9,0,9,0,0,5,28,0,100,0,0,0,0,0,0,100,0,8,32,11,0,16,0,0,7,0,0,9,0,0
2011-09-01,24,0,21,0,35,39,13,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,7,21,25,0,20,0,0,0,17,0,0,0,26,0,16,0,9,0,0,0,0,0,22,0,0,0,0,18,16,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,14,0,0,17,0,0
2011-10-01,25,0,0,0,30,34,15,0,0,0,0,7,0,53,0,0,24,30,0,37,0,0,0,11,22,0,44,0,0,22,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,14,0,0,0,0,0,19,0,48,0,18,23,0,8,7,0,4,0,31,0,0,9,0,0,0,0,84,0,7,0,15,0,0,0,0,6,0,0,7,39,0
2011-11-01,23,0,17,0,30,27,15,14,0,11,0,7,0,0,0,0,0,0,0,84,0,0,12,33,21,0,0,14,0,0,6,6,0,21,0,11,0,0,0,0,0,36,7,0,0,13,0,7,0,0,0,0,0,16,0,0,7,24,7,7,0,13,0,10,81,0,0,0,0,0,0,0,0,0,0,17,0,13,0,0,6,11,0,0,0,0
2011-12-01,19,0,18,0,0,37,7,0,0,0,28,6,0,52,0,0,0,0,8,18,0,0,0,16,0,0,21,14,0,21,6,0,0,0,0,11,0,43,0,14,0,0,6,0,0,20,0,0,0,0,0,19,70,13,0,0,11,0,0,0,0,8,0,10,0,0,9,21,0,84,0,0,0,16,0,6,0,0,0,0,6,11,0,7,0,0
2012-01-01,18,12,15,0,0,20,19,12,0,0,24,6,25,45,0,0,20,0,0,10,0,0,11,9,0,85,0,0,0,0,0,0,30,0,0,15,0,0,0,9,0,0,6,0,10,12,0,0,0,0,0,16,0,16,18,0,6,0,9,6,0,10,0,10,0,0,8,18,0,0,0,0,0,0,46,15,0,12,0,0,7,10,0,0,0,0
2012-02-01,10,12,33,0,56,35,9,27,0,0,0,0,0,49,36,0,22,0,7,11,0,0,11,0,20,0,30,0,0,0,6,6,0,0,0,21,0,0,0,20,0,0,6,0,10,13,0,7,0,0,13,17,0,22,0,16,0,0,14,0,0,6,0,0,0,28,8,0,0,0,0,0,0,6,0,24,0,13,0,0,11,10,0,7,0,0
2012-03-01,6,0,16,13,27,30,13,13,0,10,0,6,0,0,0,0,0,0,7,11,0,0,11,10,19,0,0,0,8,0,6,6,32,0,25,15,0,0,0,6,0,0,6,0,0,16,0,0,0,28,12,0,31,23,0,0,7,0,20,0,0,9,0,0,0,0,8,0,0,0,0,0,0,8,35,10,0,12,0,0,11,0,0,13,0,6
2012-04-01,19,0,0,10,0,29,14,13,0,10,0,0,0,0,0,0,22,0,0,11,0,0,11,0,0,0,20,13,8,0,6,0,17,0,27,10,0,0,0,7,0,0,6,0,0,0,0,7,0,0,13,17,0,15,0,0,7,0,7,0,0,4,21,7,0,0,0,0,0,0,0,0,0,12,24,5,0,13,33,0,5,10,0,0,0,0
2012-05-01,9,0,0,13,40,31,13,13,0,10,25,0,0,46,34,0,0,0,0,0,12,0,0,0,29,0,38,25,8,0,9,0,0,0,0,20,0,0,0,9,0,32,6,0,0,12,0,0,0,0,12,0,0,13,0,16,7,21,7,0,0,3,0,7,0,0,0,0,0,0,0,0,0,9,0,5,12,12,0,0,5,10,0,6,0,0
2012-06-01,15,0,0,7,56,29,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,81,0,20,0,0,0,6,0,17,0,0,25,0,40,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,9,0,0,7,0,7,7,38,4,0,7,0,0,8,0,0,0,0,0,0,6,25,5,12,13,0,0,5,10,0,11,0,0
2012-07-01,24,13,0,0,30,21,7,14,82,11,41,6,0,0,37,0,0,0,8,0,0,0,0,11,0,0,21,0,0,21,6,0,0,21,0,11,0,43,21,14,0,0,6,0,0,0,0,0,0,0,14,0,0,19,0,0,0,36,7,0,0,12,0,23,0,29,0,21,0,0,0,0,0,6,0,9,0,0,35,0,6,0,42,12,0,0
2012-08-01,15,13,0,0,85,20,14,0,78,0,26,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,20,0,0,17,0,27,14,0,0,0,0,0,0,6,0,0,0,0,14,0,0,13,35,0,12,0,0,0,23,7,0,0,4,0,11,0,0,13,0,100,0,0,0,0,6,0,17,0,0,0,0,9,11,41,12,0,0
2012-09-01,17,0,0,0,0,22,7,0,0,0,26,0,0,48,0,18,0,0,0,0,0,0,0,10,20,0,0,13,0,20,6,0,24,39,0,14,0,0,0,0,0,34,6,0,10,0,0,7,0,0,0,17,0,17,19,16,0,22,0,10,0,4,0,18,0,0,8,0,0,0,0,0,0,9,0,8,0,12,0,0,5,10,0,7,0,0
2012-10-01,29,11,0,0,23,26,15,0,0,9,43,0,0,41,0,0,31,0,6,14,0,0,0,0,26,0,0,0,0,0,7,5,14,0,0,21,0,34,0,0,0,29,5,0,0,11,0,6,0,0,0,0,0,11,0,0,0,19,6,6,0,6,0,47,0,0,7,0,0,0,0,0,0,10,31,9,0,16,0,0,5,9,0,0,0,0
2012-11-01,18,0,28,0,23,31,12,0,0,0,0,5,23,0,31,8,37,23,6,10,0,0,0,9,0,77,0,0,7,0,5,0,0,17,0,18,0,0,0,6,0,0,8,0,0,11,0,6,0,0,11,15,0,30,0,14,6,0,12,0,0,5,0,6,0,0,0,0,0,0,0,0,0,10,62,16,0,18,0,0,12,0,0,13,30,0
2012-12-01,18,0,14,0,24,19,6,11,0,0,0,5,0,0,31,0,19,0,6,0,0,0,0,13,17,0,17,0,14,17,5,0,28,0,0,23,0,35,0,6,0,0,5,0,0,11,0,6,0,0,11,15,0,23,0,21,6,0,8,11,0,3,0,10,0,23,7,0,0,0,0,0,0,14,32,9,0,0,0,0,7,0,0,9,0,0
2013-01-01,10,0,0,0,41,12,5,10,0,15,19,4,0,36,0,0,16,0,5,0,9,0,0,8,30,0,22,0,0,15,9,4,12,0,20,16,0,0,0,10,0,25,5,0,8,9,0,0,0,0,9,13,36,20,0,12,5,0,0,0,0,4,0,5,0,20,9,0,0,58,0,0,0,4,0,18,0,9,0,0,0,23,0,5,0,0
2013-02-01,18,21,0,6,23,21,10,11,0,9,0,8,0,40,0,0,0,0,12,9,0,0,0,9,0,77,0,11,7,0,5,10,0,16,0,13,0,0,17,6,0,0,5,0,9,10,0,0,0,0,21,22,0,22,0,14,6,19,12,5,0,6,0,6,0,0,0,0,0,0,0,0,0,10,21,5,10,10,27,0,9,9,0,6,0,0
2013-03-01,17,9,19,5,21,27,12,0,0,0,0,7,0,36,27,0,16,20,5,8,0,0,0,8,0,0,15,0,6,23,9,4,12,0,20,16,0,0,0,5,0,0,0,0,8,9,0,8,0,0,0,39,0,11,0,12,5,17,7,0,28,5,0,5,0,0,0,0,0,58,0,57,0,9,19,8,0,9,0,0,6,8,30,10,0,0
2013-04-01,9,0,0,11,22,29,14,0,0,0,0,10,0,39,29,0,0,43,6,9,0,0,0,0,0,0,16,10,6,16,6,5,13,0,21,23,0,32,0,0,0,0,5,0,0,0,0,6,0,0,10,14,0,7,15,0,5,0,15,10,0,6,17,6,0,0,0,32,0,0,0,0,0,7,19,17,0,0,0,6,4,0,32,5,0,5
2013-05-01,16,9,0,5,32,37,8,0,0,8,0,5,21,0,0,7,17,0,5,8,0,0,0,8,23,0,15,0,0,15,5,4,0,30,0,13,0,0,0,5,0,0,5,16,8,10,0,0,0,0,0,13,0,9,0,0,5,0,5,0,0,11,0,5,0,0,0,0,0,0,0,0,0,7,37,10,9,0,0,0,7,8,0,10,0,0
2013-06-01,24,15,0,6,45,18,6,0,0,0,0,10,0,0,0,0,0,0,0,9,20,0,0,0,0,0,27,0,7,0,5,0,0,0,22,20,0,0,16,8,0,0,0,0,17,0,0,0,100,24,10,21,26,14,0,0,11,18,17,0,0,6,0,6,63,0,7,0,0,0,0,0,0,7,40,13,10,10,0,0,7,0,0,9,0,0
2013-07-01,10,18,15,0,49,32,6,12,0,0,0,5,0,43,32,0,19,0,0,10,0,0,0,0,35,0,18,0,7,0,11,0,29,17,24,19,0,35,18,6,0,0,16,19,9,0,0,9,0,0,11,0,29,12,0,15,6,26,6,6,0,5,0,6,68,0,15,0,0,0,0,0,0,13,22,10,11,11,0,0,5,9,35,12,0,6
2013-08-01,15,0,0,0,31,43,6,0,0,0,0,5,23,41,0,7,0,0,0,0,0,0,0,0,25,0,0,11,7,33,5,0,0,0,23,18,0,34,0,0,0,0,5,0,0,21,0,0,0,0,0,15,27,15,16,0,12,57,6,0,0,8,0,12,0,0,7,0,0,65,67,0,0,5,21,9,0,0,0,0,12,0,0,11,0,5
2013-09-01,15,15,0,5,33,16,9,0,61,0,0,5,0,38,29,0,17,21,6,0,10,0,9,8,16,0,32,0,6,16,7,5,13,0,43,17,0,32,16,5,0,0,0,0,8,10,0,5,0,0,20,14,0,19,15,0,0,24,6,8,0,7,0,17,0,0,0,0,0,0,0,0,0,9,0,11,0,15,0,0,9,8,0,5,0,0
2013-10-01,14,0,12,5,0,33,5,0,56,0,0,7,0,0,0,6,16,0,0,16,9,0,0,0,14,0,14,9,0,14,4,4,0,0,0,8,0,57,0,0,0,25,0,15,0,0,0,5,0,0,0,0,23,19,0,0,5,16,5,0,0,4,0,19,0,0,0,14,0,0,0,0,32,4,18,10,0,9,0,0,4,0,0,6,0,0
2013-11-01,8,9,0,5,26,28,5,14,0,7,18,13,0,0,0,0,0,0,5,0,9,0,0,11,14,0,28,9,6,14,8,4,11,14,19,22,0,28,0,5,0,24,4,0,7,9,0,0,0,0,9,0,23,10,0,0,5,16,5,5,0,5,0,12,0,19,0,0,0,0,0,0,0,4,34,4,0,9,0,0,9,10,0,9,0,0
2013-12-01,11,0,12,0,20,31,7,10,0,0,0,4,0,0,26,0,16,19,5,8,0,0,0,0,14,0,0,0,9,15,9,4,12,14,0,18,0,29,0,5,0,0,0,0,11,12,0,10,0,0,9,12,23,16,14,0,5,0,10,0,0,7,0,10,0,0,6,0,0,56,0,0,0,6,0,12,9,0,0,0,7,7,0,7,0,0
2014-01-01,13,0,0,4,58,26,10,8,49,0,0,4,34,0,0,6,0,17,5,0,0,0,0,16,0,0,25,0,5,13,6,6,10,0,17,13,0,0,13,8,0,0,8,0,0,8,0,9,0,19,8,33,0,20,0,0,4,14,6,4,0,11,0,5,0,0,8,0,0,0,100,0,0,15,16,10,0,0,20,0,6,7,0,4,23,0
2014-02-01,18,0,12,0,40,26,15,10,0,0,0,4,0,0,0,13,0,20,5,0,0,0,0,7,0,0,14,9,6,0,4,0,0,0,19,21,0,29,15,17,94,25,4,0,0,18,0,5,0,0,9,0,35,8,0,0,5,0,7,0,0,9,0,16,0,0,6,0,0,0,58,0,0,6,27,6,9,9,0,0,7,7,0,7,0,0
2014-03-01,11,0,0,9,49,38,14,0,0,7,0,11,0,32,0,0,0,18,5,0,17,0,8,7,27,0,13,9,5,0,4,8,22,13,36,26,33,27,13,4,0,0,10,0,0,17,13,5,0,0,0,12,21,6,0,0,5,15,14,0,0,11,0,14,51,36,0,0,0,0,0,0,0,8,32,14,0,8,22,0,11,14,0,9,0,0
2014-04-01,12,0,0,12,38,36,7,0,0,0,18,10,0,0,25,0,0,0,5,0,9,0,0,7,14,0,14,0,6,0,0,4,0,14,19,20,0,28,0,9,0,0,7,0,7,0,0,10,0,0,9,12,0,12,14,0,5,0,5,0,53,9,15,10,0,0,9,0,0,0,55,0,0,4,0,6,12,9,23,0,9,11,0,12,0,0
2014-05-01,24,9,11,14,38,30,13,9,0,0,18,6,0,0,0,0,0,19,7,8,9,0,0,0,14,63,14,9,0,0,6,8,11,0,0,12,0,28,14,9,0,0,4,0,0,9,14,5,0,0,0,0,0,6,0,0,5,0,10,4,53,5,15,7,0,0,6,0,0,0,0,53,0,8,34,7,8,0,23,0,7,7,0,20,0,0
2014-06-01,12,10,0,0,22,23,6,0,0,8,0,10,0,0,29,0,17,22,6,9,10,0,0,0,0,0,16,0,7,0,5,9,13,16,0,30,39,32,16,5,0,0,5,0,8,20,0,11,0,0,0,0,26,12,0,13,0,18,5,0,0,3,0,0,0,0,0,0,78,62,0,0,0,5,20,0,10,20,0,0,10,0,0,20,0,0
2014-07-01,11,0,13,0,34,34,9,0,0,0,21,5,0,78,0,0,18,22,6,0,0,0,0,0,16,0,16,0,7,16,5,0,0,0,22,20,0,0,0,5,0,0,5,0,0,0,0,6,0,24,0,0,26,19,0,0,11,0,6,5,0,5,17,8,0,0,7,0,0,0,0,0,0,5,0,9,0,10,0,0,4,8,0,15,0,0
2014-08-01,17,10,13,0,100,29,9,0,0,0,0,0,0,0,0,0,17,22,6,0,10,0,0,0,16,0,24,0,7,16,0,5,0,16,0,25,39,32,16,0,0,0,5,17,0,0,0,6,0,0,10,14,0,18,16,0,5,18,6,5,0,6,17,13,62,0,0,0,0,0,0,0,0,5,20,11,10,10,0,0,7,16,0,14,0,0
2014-09-01,30,0,0,5,42,33,5,10,0,8,19,7,0,0,27,0,0,0,5,0,9,0,17,0,23,0,23,0,6,15,9,0,13,0,40,19,0,0,0,5,100,0,5,0,8,19,0,5,0,0,0,13,25,15,0,0,5,23,11,7,0,5,0,16,57,0,0,15,0,0,0,0,0,4,18,14,0,9,0,0,5,8,30,15,0,0
2014-10-01,26,9,0,0,0,39,7,0,0,7,18,4,0,0,0,0,15,31,0,12,9,0,0,7,14,0,14,0,6,0,4,4,22,0,19,25,0,27,0,7,0,0,10,0,7,0,0,5,0,0,9,12,0,20,0,11,9,16,10,5,0,4,0,33,0,0,6,14,0,0,55,0,0,6,17,9,0,9,0,0,5,7,28,5,0,0
2014-11-01,23,0,0,5,19,48,10,0,0,0,0,4,0,50,0,0,15,0,5,8,9,0,8,7,14,64,0,0,0,14,8,0,0,0,0,20,0,37,0,7,0,0,6,0,7,0,14,10,0,0,9,12,0,16,0,0,5,0,10,0,26,5,0,27,53,0,11,0,0,0,0,0,0,16,0,11,0,35,0,6,8,7,0,9,0,0
2014-12-01,9,9,23,5,26,36,10,0,0,0,18,0,19,33,0,6,30,0,5,8,9,0,0,7,0,0,21,9,6,14,8,4,23,13,0,10,0,0,0,14,0,0,4,0,0,9,0,5,0,0,9,12,0,34,0,11,5,23,7,7,26,9,15,5,0,0,6,0,0,0,0,0,0,6,34,4,0,13,0,0,4,7,28,5,0,0
2015-01-01,12,0,20,4,34,41,13,0,0,0,16,6,16,44,0,0,0,0,4,0,8,0,7,12,20,0,12,8,7,18,7,5,0,0,0,23,0,24,12,16,0,0,9,13,13,8,0,4,0,0,16,21,20,20,0,10,8,20,6,0,23,8,0,4,0,17,5,0,0,0,0,0,0,5,30,5,0,8,20,0,7,6,24,5,0,0
2015-02-01,18,9,0,0,32,46,8,0,0,7,0,8,19,33,0,0,0,19,5,8,0,0,0,7,14,0,14,0,6,0,4,5,0,13,18,24,0,0,0,20,0,0,6,0,7,0,0,5,0,0,9,0,22,15,0,11,0,15,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,4,34,7,8,9,0,0,7,14,0,5,0,0
2015-03-01,6,8,10,4,33,53,19,0,0,6,15,7,0,0,22,0,13,16,0,0,0,0,7,6,12,0,18,0,0,30,4,10,10,0,0,23,0,24,12,12,0,0,9,0,6,0,0,0,0,0,8,10,0,26,0,0,0,34,8,0,0,6,13,4,47,0,10,12,58,0,0,0,0,5,15,6,7,15,0,0,7,0,0,8,0,0
2015-04-01,12,0,0,4,34,39,13,0,0,6,24,6,0,45,0,0,0,17,4,0,0,0,7,6,12,0,29,8,7,12,6,7,10,12,0,26,0,25,12,10,0,0,9,0,6,16,0,0,0,0,16,0,20,24,0,10,8,14,13,0,0,11,0,11,0,0,10,0,61,0,0,0,0,6,15,12,0,0,0,0,11,10,37,6,0,0
2015-05-01,9,0,0,4,17,43,6,0,0,0,15,7,0,0,0,0,13,16,4,7,7,0,0,6,12,0,18,0,10,18,4,5,0,0,0,26,0,0,12,6,0,20,7,25,0,0,0,4,0,18,15,15,19,21,0,10,4,13,6,4,0,6,0,9,0,0,5,12,0,0,0,0,0,5,15,10,0,7,0,0,5,9,0,13,0,0
2015-06-01,11,0,0,4,23,28,9,8,0,6,16,6,0,30,22,0,0,0,7,7,8,0,0,6,0,0,13,0,0,13,0,4,10,12,0,24,0,25,13,8,0,0,0,0,6,8,12,0,0,0,8,11,20,24,0,0,6,14,7,0,0,8,0,0,0,17,5,12,0,0,0,0,0,6,15,5,23,8,0,0,3,13,25,18,0,0
2015-07-01,11,13,0,0,19,51,10,0,0,0,35,8,0,0,25,0,15,19,5,0,9,0,8,7,21,0,32,0,0,0,4,4,23,13,0,29,34,27,14,11,90,0,6,0,0,0,0,5,0,20,9,0,22,14,0,0,5,15,5,5,26,6,0,7,0,0,6,0,0,0,0,0,0,4,0,6,17,9,0,0,7,7,27,14,0,0
2015-08-01,15,8,10,0,17,39,12,0,0,0,0,4,0,0,0,0,14,17,0,0,8,0,0,6,19,0,44,8,9,13,4,4,10,18,0,18,31,0,13,4,0,0,6,0,6,16,0,9,0,19,12,0,21,31,0,0,7,28,4,8,0,10,0,16,0,0,0,0,0,0,0,0,0,5,15,14,8,13,21,0,5,7,25,18,22,0
2015-09-01,22,8,0,4,42,42,13,16,0,0,16,7,0,59,0,0,0,17,0,10,0,0,7,6,12,0,16,0,5,25,4,4,0,12,0,17,0,24,0,4,0,0,0,0,0,15,0,9,0,0,8,11,0,18,0,0,4,14,4,4,0,6,0,18,0,0,10,0,59,0,0,0,27,4,0,18,0,15,20,5,8,6,0,6,0,0
2015-10-01,19,14,9,0,0,39,15,0,0,0,0,3,16,55,0,10,12,31,4,26,0,0,0,6,11,0,11,0,5,11,5,3,14,11,0,16,0,23,11,4,0,19,3,0,6,7,0,4,0,0,0,10,19,17,0,0,0,0,0,0,0,8,12,38,0,0,5,0,0,0,0,0,0,3,28,12,0,11,0,0,8,6,0,5,0,0
2015-11-01,17,7,0,0,40,53,8,23,44,0,15,9,0,28,0,5,12,15,8,26,0,0,7,12,12,0,23,0,5,12,3,3,0,11,15,22,0,23,0,6,0,0,7,12,0,14,0,4,0,17,0,0,18,20,0,0,4,13,8,0,22,5,12,8,43,16,5,0,0,0,0,0,0,7,0,17,0,18,0,0,3,6,0,6,0,0
2015-12-01,14,0,10,0,58,55,11,0,46,0,0,4,16,0,21,8,0,0,0,7,7,0,0,9,18,54,24,0,10,12,4,5,0,0,0,8,0,24,12,14,0,0,0,0,6,15,0,4,0,0,8,10,19,52,0,15,4,13,8,0,23,6,0,6,68,0,7,0,0,0,0,0,27,4,22,8,0,7,0,0,0,6,0,8,21,4
2016-01-01,11,6,13,0,56,44,9,0,0,0,13,6,14,0,0,0,11,0,5,6,0,0,0,0,10,0,30,0,10,10,3,3,8,0,0,11,0,31,10,7,67,0,4,0,5,6,0,4,0,0,13,9,0,23,10,8,11,11,8,0,19,10,11,6,0,14,6,10,0,0,41,39,0,6,31,10,0,9,17,0,8,7,20,7,0,0
2016-02-01,15,0,9,7,30,47,8,15,0,6,0,5,0,0,19,5,12,15,4,0,0,0,0,0,22,49,16,7,9,0,3,10,0,0,15,17,0,22,0,18,0,18,7,0,6,7,0,8,66,16,17,9,18,17,0,0,7,12,4,4,0,5,11,9,0,0,4,11,0,0,0,0,0,3,27,4,0,7,0,0,4,6,0,7,0,0
2016-03-01,17,0,8,4,14,41,7,7,0,5,26,7,0,25,0,0,11,14,7,0,6,0,12,0,15,0,10,0,6,0,5,0,8,10,0,16,0,20,10,8,0,17,9,0,5,6,0,4,0,23,0,18,25,18,0,0,7,0,6,7,20,10,0,5,0,0,4,10,0,0,0,0,0,5,25,6,18,11,0,0,9,5,20,8,0,0
2016-04-01,9,7,0,4,20,34,9,7,41,5,28,6,0,0,0,0,0,0,4,0,7,0,6,0,18,49,16,7,0,11,4,3,9,0,0,11,0,0,0,12,70,18,0,0,5,7,0,4,0,0,7,9,23,19,0,0,4,0,7,4,20,7,0,4,0,0,0,0,0,41,0,0,0,6,20,6,0,13,17,0,9,6,0,5,0,0
2016-05-01,11,10,8,7,43,34,11,10,0,5,0,5,0,25,18,5,11,28,4,6,6,0,6,5,15,0,10,10,6,10,9,0,8,0,14,16,0,27,10,7,0,17,6,11,11,6,0,0,0,15,7,9,33,11,0,0,9,11,5,0,0,6,11,7,0,0,8,0,0,79,40,0,0,9,13,7,6,6,0,0,6,7,21,7,0,0
2016-06-01,14,0,0,4,52,35,9,0,43,6,0,7,15,27,0,0,24,15,6,0,7,0,6,6,23,0,11,0,5,11,3,3,0,0,45,14,28,22,23,4,0,0,6,0,21,28,11,0,0,0,14,0,0,25,11,0,4,0,8,0,0,6,0,4,0,0,5,0,0,0,0,0,25,5,14,3,13,7,18,0,5,6,0,20,0,0
2016-07-01,10,8,0,4,36,27,12,9,0,0,17,6,0,0,23,0,14,35,7,7,8,0,0,0,13,0,26,0,5,0,4,8,11,0,17,14,32,26,13,4,0,0,8,0,7,8,13,9,0,0,8,11,0,11,0,11,7,34,9,4,25,6,14,7,0,0,5,0,0,50,51,0,0,0,0,10,15,0,0,0,7,7,0,20,0,0
2016-08-01,15,8,0,0,53,29,12,9,73,7,0,4,0,61,23,0,0,0,5,0,0,0,7,9,38,0,13,0,5,0,11,0,0,0,17,25,0,0,25,4,0,0,4,0,7,0,0,0,0,19,8,11,0,28,0,21,4,14,9,8,0,8,0,8,0,0,0,13,62,0,0,0,0,4,16,9,0,8,0,0,10,7,0,13,0,0
2016-09-01,9,8,0,0,17,51,8,8,47,13,0,7,0,59,0,0,13,16,0,7,8,0,0,6,0,0,12,0,0,12,5,4,0,24,16,13,0,0,18,0,80,0,11,0,12,0,0,4,0,0,8,0,0,18,12,10,4,0,11,4,0,5,0,20,0,0,0,12,0,0,49,0,0,4,15,13,0,8,20,0,3,6,0,14,0,0
2016-10-01,22,7,0,4,46,39,17,7,0,9,0,7,0,27,0,0,0,15,4,19,0,0,0,6,11,0,0,0,0,11,7,0,0,11,15,8,0,22,11,9,0,0,0,0,0,7,11,8,0,0,14,10,18,13,0,0,4,19,23,0,0,9,12,43,43,0,5,0,0,0,0,0,25,12,34,12,7,7,0,0,5,6,33,5,0,0
