date,Apple,Apricot,Avocado,Banana,Beans,Blueberries,Boniato,Broccoli,Cabbage,Carambola,Carrots,Cauliflower,Celery,Chayote,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Lemons,Lettuce,Lychee,Malanga,Mangos,Mushrooms,Okra,Onion,Oranges,Peaches,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Radicchio,Spinach,Squash,Tomato,Watermelon,Yams
2014-06-01,4,0,8,24,0,0,9,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,0,0,0,12,0,4,0,0,0,0,0,0,5,0
2014-07-01,0,0,8,23,8,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,51,12,52,0,0,4,3,0,0,0,0,3,5,0,11,0,12,0,6,7,0,0,0,0,5,5,0
2014-08-01,4,0,0,27,0,0,9,0,0,0,0,0,67,74,0,0,8,0,0,0,0,11,0,0,0,52,0,0,4,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,8,5,9,0
2014-09-01,0,0,0,38,0,0,8,0,0,0,0,0,0,0,0,65,0,0,0,0,16,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,5,0,0
2014-10-01,8,0,8,26,15,4,0,0,0,0,0,0,64,0,0,0,0,0,0,4,0,0,9,0,0,0,39,0,4,3,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,5,5,0
2014-11-01,4,0,8,21,0,0,12,0,0,0,56,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,93,0,0,0,0,4,0,57,0,11,0,0,0,0
2014-12-01,13,0,0,33,0,0,0,8,0,5,0,0,0,80,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,15,13,0,0,0,0,0,0,0,5,5,0
2015-01-01,5,0,18,29,0,0,6,0,75,0,0,0,72,0,0,72,9,0,51,0,0,0,11,0,7,0,44,0,5,0,0,0,73,0,0,0,0,0,0,13,0,0,0,0,14,0,0,5,10,0
2015-02-01,5,0,0,32,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,46,78,5,0,0,0,0,0,3,0,0,12,16,0,0,0,0,0,0,0,9,5,5,0
2015-03-01,12,0,0,27,0,0,6,0,0,9,0,0,0,74,7,0,0,0,46,0,0,0,10,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,5,0,0
2015-04-01,6,55,0,32,23,0,7,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,68,4,3,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,5,0
2015-05-01,4,0,8,28,7,4,10,7,0,4,0,0,61,0,7,0,8,0,0,0,0,0,9,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,13,22,0,4,7,0,0,0,7,4,4,0
2015-06-01,6,0,0,36,7,0,16,0,0,0,0,0,0,0,0,0,0,0,44,0,30,0,0,48,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,11,0,0,7,52,0,0,0,0,4,0
2015-07-01,4,48,7,36,0,0,10,0,60,4,0,0,57,0,0,0,0,0,40,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,2,0,0,9,0,10,0,0,0,0,0,0,0,0,4,0
2015-08-01,3,0,20,32,6,0,7,6,0,4,45,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,33,0,0,0,100,0,0,0,0,0,73,0,0,9,0,3,0,46,0,0,0,8,8,0
2015-09-01,3,0,0,47,6,0,9,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,4,0,9,0,10,0,3,0,0,0,0,7,0,0,0
2015-10-01,3,0,0,34,0,0,9,0,58,0,0,0,0,62,0,55,7,0,0,0,0,0,0,0,0,0,100,0,4,2,0,0,0,0,0,0,0,9,0,10,0,5,12,47,0,9,0,4,4,0
2015-11-01,4,0,7,40,0,0,10,7,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,45,0,0,53,60,4,0,0,0,0,0,0,0,0,9,0,10,0,4,0,0,0,0,0,4,0,0
2015-12-01,8,0,0,29,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,84,0,0,0,0,4,7,0,0,10,8,0,4,0
2016-01-01,13,0,0,39,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,64,0,0,0,0,92,0,0,0,0,0,0,0,0,11,0,5,0,0
2016-02-01,0,0,0,30,8,5,9,0,0,0,0,0,67,0,7,0,25,0,0,0,16,11,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,11,0,12,0,4,7,0,0,0,0,0,5,100
2016-03-01,6,0,0,40,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,11,0,4,6,0,0,0,11,4,13,0
2016-04-01,5,0,7,38,20,0,17,0,61,4,0,0,58,0,0,0,0,0,0,0,14,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,6,49,0,0,7,4,0,0
2016-05-01,4,0,0,39,0,0,10,0,0,4,49,0,59,0,0,0,7,0,0,4,14,0,0,0,5,0,0,0,4,0,0,0,60,0,0,0,0,9,0,10,11,4,0,0,0,0,14,0,8,0
2016-06-01,4,51,0,37,11,0,13,0,0,4,50,86,61,0,0,0,8,0,0,4,15,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,0,10,13,0,0,4,0,0,12,10,0,0,0,0
2016-07-01,12,0,7,32,11,0,10,7,0,4,51,0,0,0,0,0,0,0,43,4,0,0,9,0,0,47,0,0,4,3,0,0,0,0,0,0,0,0,13,11,0,4,0,0,0,10,0,0,4,0
2016-08-01,8,0,0,36,8,0,5,7,0,0,0,0,0,0,0,64,0,0,45,0,0,0,0,0,6,0,39,0,0,0,0,61,64,0,0,0,0,10,0,0,0,4,7,0,0,0,8,0,9,0
2016-09-01,8,0,0,28,15,0,11,0,0,4,0,0,0,0,0,0,0,0,45,4,0,0,0,0,6,0,0,0,0,0,0,0,65,0,0,0,0,0,13,11,0,4,7,54,0,0,8,5,5,0
2016-10-01,0,0,0,36,0,4,17,14,0,4,0,87,0,69,0,0,8,0,43,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,4,0,52,0,0,0,0,4,0
2016-11-01,6,0,0,39,7,0,5,7,0,4,0,0,0,0,0,64,0,0,0,0,0,10,0,49,0,49,0,0,4,0,0,60,0,0,0,0,0,0,0,11,0,4,0,0,13,0,12,5,5,0
2016-12-01,4,0,0,27,0,0,0,8,68,5,0,0,65,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,4,7,0,0,0,8,0,0,0
2017-01-01,4,0,8,34,15,0,5,0,0,4,0,0,0,71,7,0,0,0,0,0,15,0,0,0,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,9,0
2017-02-01,4,0,0,30,12,0,6,0,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,4,0,0,0,0,8,0,0,0
2017-03-01,4,0,7,32,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,45,5,0,35,0,0,0,0,55,0,0,2,0,0,0,0,0,0,5,0,0,0,9,0,4,4,0
2017-04-01,4,0,8,53,7,0,22,0,0,6,0,89,0,0,0,63,0,0,45,4,0,0,0,0,6,0,39,65,4,0,0,0,0,0,0,0,86,0,0,11,0,0,7,0,13,0,8,0,0,0
2017-05-01,11,0,7,53,7,0,20,0,0,4,0,84,0,66,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,10,0,4,6,0,0,0,7,0,0,0
2017-06-01,10,52,0,37,0,0,11,7,0,0,0,0,0,70,0,62,0,0,0,0,30,10,0,0,0,49,38,0,0,0,0,60,0,0,0,0,0,15,13,0,0,4,0,0,0,0,0,0,13,0
2017-07-01,4,0,8,39,0,0,18,7,0,4,51,0,62,69,0,62,8,0,44,0,0,0,0,48,0,0,38,0,0,3,0,0,0,0,3,0,85,0,0,0,0,4,0,0,0,0,0,0,4,0
2017-08-01,7,0,7,37,0,0,5,0,59,4,0,0,0,0,0,56,0,100,0,4,0,9,0,0,0,43,68,0,4,0,0,0,0,0,0,4,0,0,0,13,0,3,0,0,0,0,0,0,6,0
2017-09-01,7,0,7,51,7,0,8,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,36,0,4,2,0,55,0,0,2,0,0,0,0,10,0,5,6,100,0,0,14,4,4,0
2017-10-01,7,0,7,35,10,0,13,7,60,4,47,0,57,0,6,57,7,0,0,0,14,0,0,0,0,45,52,0,0,2,0,0,0,0,2,0,78,14,0,0,0,3,6,0,0,0,0,4,0,0
2017-11-01,4,50,7,39,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,47,0,0,49,0,4,2,0,0,0,0,0,4,0,0,13,21,0,4,6,0,0,0,7,4,9,0
2017-12-01,8,0,8,29,0,0,9,7,0,4,0,90,0,0,0,0,8,0,0,4,15,0,0,49,6,49,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,4,7,0,0,0,0,7,4,0
2018-01-01,4,50,0,47,0,4,10,0,0,4,0,85,0,0,0,0,8,0,42,0,0,10,0,0,0,0,37,0,4,2,0,0,61,0,2,0,0,0,13,11,0,0,0,0,0,10,7,7,4,0
2018-02-01,8,0,0,49,0,0,13,0,0,18,0,0,64,0,0,64,8,0,0,0,15,0,0,0,0,0,39,0,4,3,0,0,0,0,3,0,0,10,13,0,0,0,0,0,0,0,0,5,0,0
2018-03-01,3,46,7,36,0,0,9,0,0,6,0,0,0,0,0,55,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,75,0,0,13,0,3,0,0,0,0,0,4,8,0
2018-04-01,4,0,0,40,7,0,14,7,0,8,47,0,0,63,0,0,14,0,39,4,0,0,8,0,0,0,34,0,4,2,0,0,0,0,0,0,0,0,0,10,11,3,6,0,0,0,7,4,0,0
2018-05-01,3,0,0,56,0,0,9,6,0,8,0,0,0,0,6,0,7,0,39,8,0,0,8,0,5,0,34,0,0,0,0,0,0,100,0,0,0,0,12,14,10,3,0,0,22,9,7,4,4,0
2018-06-01,10,0,0,37,6,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,0,10,0,3,6,0,0,0,7,0,0,0
2018-07-01,3,0,6,41,0,0,11,0,0,4,0,0,0,0,0,53,0,0,56,0,0,0,0,0,0,42,0,0,3,3,0,0,0,0,0,0,0,8,0,14,10,0,0,0,0,0,0,6,4,0
2018-08-01,7,0,0,50,8,4,14,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,41,65,0,0,2,0,0,0,0,0,0,0,9,0,9,0,3,0,0,0,9,7,0,0,0
2018-09-01,11,0,0,43,13,0,8,0,0,9,0,0,0,64,0,0,0,0,0,4,0,9,0,44,0,44,35,0,0,2,0,0,0,0,0,0,0,0,0,10,0,3,6,0,0,0,7,0,0,0
2018-10-01,0,0,0,38,7,0,8,0,0,8,46,79,0,0,0,0,0,0,0,0,0,0,8,0,0,43,45,0,4,2,0,0,0,0,0,0,0,0,0,10,0,3,6,47,0,0,0,0,4,0
2018-11-01,5,0,0,44,7,4,6,7,0,5,0,0,0,0,0,57,0,0,0,0,0,0,0,0,5,0,52,0,4,0,0,0,0,0,0,0,0,0,0,10,0,3,9,0,0,0,0,0,0,0
2018-12-01,4,0,0,42,7,0,15,7,63,6,0,0,0,0,0,0,0,0,43,0,0,0,9,0,0,0,37,0,8,0,0,0,0,0,4,0,0,0,0,0,0,7,7,0,0,10,0,4,0,0
