date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-10-01,10,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,31,0,0,0,100,0,22,0,13,0,0
2010-11-01,10,0,22,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,85,0,0,0,95,0,0,12,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,100,58,0,0,0,17,0,0,0,0,0,0,17,13,41,0,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,0
2010-12-01,0,0,0,0,13,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,91,0,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,29,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,32,0,0,0,0,0,24,0,0,0,0
2011-01-01,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,45,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,6,0,0
2011-02-01,8,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,23,0,0,0,0,100,0,7,0,0,0,20,46,0,0,0,0,0,0,26,0,0,30,0,0,0,0,0,0,6,0,0,0,35,0,0,31,0,0,0,0,0,37,11,0,0,7,0,0,0,0,0,6,0,0
2011-03-01,10,0,0,0,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,27,0,0,24,0,0,13,0,24,0,0,28,0,0,18,0,0,0,0,0,6,13,8,0,0,0,0,0,0,0,76,0,0,14,0,0,0,0,10,0,0,6,0,0
2011-04-01,5,0,12,0,6,20,7,0,0,0,9,0,0,0,37,0,0,0,0,0,0,0,16,0,22,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0
2011-05-01,10,22,0,0,0,12,7,12,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,0,0,26,0,0,0,33,0,19,0,0,0,6,0,0,0,13,0,0,0,0,10,0,0,0,0,10,0,8,7,16,0,0,0,0,13,0,0
2011-06-01,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,44,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,20,0,0,9,0,0,14,0,0,0,0,0,0,0,20,9,0,38,6,0,0,0,9,0,11,0,0,11,0,0,0,0,0,0,8,0,0,0,7,0,0,10,0,0
2011-07-01,5,22,12,11,0,15,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,50,0,0,38,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,8,0,17,0,9,11,0,17,0,0
2011-08-01,7,0,0,0,0,17,7,0,0,0,0,0,7,0,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,0,7,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,34,0,39,9,0,0,6,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,17,19,0,0
2011-09-01,8,0,0,0,0,14,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,41,0,100,7,15,0,21,0,0,6,0,0,0,0,0,30,0,0,0,0,12,0,0,0,0,0,100,0,0,64,0,0,0,0,35,6,0,0,13,12,0,10,0,0,10,15,0,0,34,10,0,0,0,0,47,6,10,0,6,0,0
2011-10-01,18,0,0,0,0,18,0,11,0,0,0,32,6,56,32,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,5,0,5,0,0,0,12,0,29,0,0,0,41,0,0,0,12,0,0,0,0,27,30,45,17,0,0,0,17,0,0,0,13,6,28,0,0,0,0,36,0,0,10,14,7,6,15,45,14,10,0,0,100,0
2011-11-01,9,20,0,10,0,7,6,0,0,0,0,32,0,0,0,0,0,21,0,69,0,0,0,39,19,0,0,14,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,0,33,0,0,0,12,8,0,9,0,0,0,0,0,0,0,10,0,0,0,15,0,6,0,0,6,0,0
2011-12-01,7,0,0,10,0,18,0,11,0,0,0,0,6,54,0,0,0,0,34,0,0,5,0,0,0,0,0,0,9,19,0,34,5,0,0,0,6,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,29,0,0,0,0,32,5,0,0,0,7,6,9,0,0,9,0,0,0,0,0,13,7,0,0,0,6,0,0,0,97,0
2012-01-01,7,0,0,0,0,23,6,0,0,0,0,28,0,100,28,0,0,0,0,0,0,5,0,52,0,0,0,13,9,18,0,0,5,18,0,0,6,0,38,0,16,0,0,0,0,0,33,0,0,0,0,0,27,0,0,0,33,0,5,0,0,11,21,0,8,0,0,0,0,0,0,0,0,24,6,0,13,0,5,0,0,5,0,0
2012-02-01,9,0,0,9,0,16,0,10,0,0,0,29,6,0,0,0,0,19,0,0,0,0,13,0,0,0,6,13,9,37,0,66,5,0,0,34,6,0,26,0,16,37,0,14,0,0,11,0,21,0,0,0,42,0,16,0,0,30,5,0,6,0,28,0,11,0,0,0,0,0,0,0,9,13,6,0,13,41,5,0,0,5,0,0
2012-03-01,7,0,0,9,0,22,9,0,0,0,7,0,6,52,0,0,0,0,0,32,0,5,0,36,0,0,6,0,9,0,0,0,0,0,0,0,0,0,27,0,16,0,0,7,0,0,0,0,0,0,0,25,0,0,16,0,0,0,7,0,6,12,11,0,0,0,0,13,0,0,0,0,9,25,6,0,13,0,11,18,0,11,0,0
2012-04-01,7,0,0,9,5,22,12,0,0,0,0,0,12,54,31,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,22,0,40,0,0,0,12,0,0,0,0,0,29,0,17,0,36,0,16,0,0,0,11,6,0,0,0,0,13,35,0,0,0,14,0,0,14,0,11,0,0,11,0,0
2012-05-01,6,0,9,9,10,19,17,10,0,0,7,0,6,0,29,0,0,0,0,0,0,0,0,36,18,0,0,0,0,38,0,0,0,18,0,0,0,0,0,0,24,0,0,7,0,100,0,0,0,87,0,0,0,0,0,0,34,0,0,0,0,0,10,0,17,0,0,0,0,33,0,0,0,13,0,6,13,0,11,0,0,5,0,19
2012-06-01,7,29,0,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,0,7,14,10,20,0,0,0,0,0,0,6,0,0,0,17,0,0,8,0,0,12,0,0,0,0,0,30,0,26,0,0,0,7,0,6,0,15,0,0,0,0,0,0,0,0,0,9,14,0,6,14,0,6,0,0,13,0,0
2012-07-01,6,37,0,0,0,27,6,0,0,0,0,0,0,53,0,0,0,20,0,32,0,0,13,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,33,0,0,0,0,0,16,7,0,31,8,0,0,0,0,6,0,0,0,9,0,0,0,0,0,26,0,6,14,0,5,0,0,21,0,0
2012-08-01,13,19,0,9,5,15,12,0,0,0,7,0,6,53,0,0,0,20,0,0,0,0,13,0,0,0,7,0,0,39,10,0,5,18,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,62,5,0,6,0,10,6,9,0,0,0,0,0,0,0,0,13,0,0,14,0,8,10,0,22,0,0
2012-09-01,11,0,0,0,5,22,6,0,0,0,0,0,0,0,0,49,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,0,10,18,0,0,6,0,26,0,31,0,0,7,66,0,0,0,21,0,0,0,0,40,16,7,0,89,5,0,6,0,14,5,22,25,0,0,12,0,0,0,9,0,6,0,13,0,5,12,0,8,0,0
2012-10-01,9,16,8,0,4,19,10,0,0,0,0,0,10,0,52,0,0,17,0,0,0,0,0,0,0,78,9,36,8,0,0,29,0,0,0,61,5,0,23,0,14,0,0,0,0,0,15,0,19,0,0,22,25,0,14,0,0,0,0,0,0,10,8,0,23,67,0,0,11,0,0,0,23,0,6,5,12,0,7,8,0,8,0,0
2012-11-01,9,0,8,0,0,12,8,0,0,0,0,26,5,0,0,0,0,0,29,0,0,5,0,0,0,0,0,12,8,33,0,29,0,16,0,0,5,0,0,5,14,0,0,0,59,0,0,0,0,0,0,22,25,0,19,6,30,0,0,0,0,10,6,0,23,0,0,8,0,0,0,0,8,11,8,0,24,0,5,8,0,9,0,0
2012-12-01,7,0,8,8,0,14,0,0,0,0,0,0,10,0,26,0,0,0,0,28,0,0,0,31,16,0,6,0,0,0,0,0,0,0,0,0,7,56,23,5,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,26,5,0,5,0,13,5,7,0,28,8,0,0,0,0,8,11,6,0,0,0,19,0,12,7,0,16
2013-01-01,11,0,7,0,0,16,11,0,0,0,5,0,4,0,0,0,0,15,26,0,0,0,0,0,14,0,0,16,0,30,4,0,0,14,64,0,13,0,21,0,13,29,0,0,53,0,9,0,34,0,0,19,22,0,13,6,0,0,6,0,4,0,11,4,7,0,0,7,0,0,0,24,0,0,0,0,11,0,4,7,0,6,0,0
2013-02-01,14,0,16,8,8,16,10,0,0,0,0,0,10,44,0,0,0,0,0,27,0,0,0,0,15,0,0,0,7,0,4,42,4,0,0,29,5,0,22,0,20,32,0,6,56,0,0,0,24,0,0,21,47,0,14,0,0,0,9,0,5,0,16,5,7,0,0,0,0,0,0,25,7,11,5,5,11,0,13,8,0,4,0,0
2013-03-01,5,0,11,14,4,18,4,0,0,0,5,0,4,40,0,0,0,0,0,0,0,4,0,28,14,0,5,10,0,15,4,0,4,0,0,26,4,100,0,0,12,29,30,6,0,0,0,0,33,0,0,0,33,0,17,0,0,24,8,96,4,0,14,0,7,19,25,7,0,26,0,0,7,0,0,4,10,0,6,0,0,10,0,15
2013-04-01,12,0,0,0,6,22,6,0,0,0,0,0,5,65,24,21,0,0,27,0,0,4,0,0,0,74,5,0,15,23,4,28,0,0,0,0,0,0,0,0,20,0,0,0,0,0,9,0,18,0,0,0,23,34,0,0,0,51,4,0,9,0,18,5,7,21,0,0,0,0,0,0,11,11,0,5,0,0,6,0,0,7,0,0
2013-05-01,11,0,10,7,6,15,8,0,92,0,0,0,0,0,23,0,0,0,0,25,0,4,0,0,21,0,5,11,0,0,4,26,0,22,0,27,0,0,0,0,13,0,0,6,53,0,0,0,17,0,0,0,22,0,19,0,0,0,6,0,5,18,10,5,14,0,0,0,10,26,0,0,0,0,10,4,11,0,11,0,0,6,74,0
2013-06-01,5,15,8,0,4,24,5,0,0,0,0,0,5,0,25,21,13,17,0,27,0,0,0,30,0,0,0,11,0,21,0,0,4,0,0,28,10,0,0,0,14,0,32,6,0,0,0,0,27,0,0,0,0,0,14,0,0,0,6,0,0,0,9,0,18,0,0,7,0,0,0,0,7,11,0,0,0,0,4,0,0,10,0,0
2013-07-01,9,29,11,0,8,11,0,0,0,0,0,0,5,0,24,20,0,16,26,0,0,4,0,0,0,0,5,0,7,15,6,27,0,15,0,55,0,0,0,0,19,0,0,0,0,0,9,0,17,0,0,0,22,0,26,0,0,24,8,0,0,0,8,0,10,20,0,7,10,0,0,0,0,10,10,5,0,0,13,7,0,20,0,0
2013-08-01,9,15,8,7,6,18,0,0,0,29,0,0,0,42,0,0,0,16,0,0,0,0,10,0,0,0,15,11,0,30,4,27,4,0,0,0,0,52,0,0,0,0,0,9,54,0,9,0,0,0,0,39,22,0,13,6,0,0,4,0,5,9,6,0,14,0,0,7,0,27,0,24,7,10,7,0,0,0,8,7,0,23,0,0
2013-09-01,14,14,0,0,0,15,18,0,0,0,0,23,0,0,0,20,0,0,0,25,0,0,0,0,0,0,15,21,7,30,4,0,10,14,0,27,4,0,0,0,13,0,0,0,0,80,13,0,17,0,0,29,22,0,13,0,0,48,4,0,13,0,9,0,7,20,0,7,0,0,0,0,7,0,5,0,0,0,6,0,0,6,0,0
2013-10-01,10,14,7,0,4,31,9,0,0,0,0,22,4,0,22,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,18,0,17,0,0,28,33,0,0,0,52,0,7,0,4,13,9,0,20,19,0,0,0,26,0,23,7,0,10,0,0,32,6,0,0,8,0,0
2013-11-01,11,14,0,0,4,15,0,8,0,0,0,0,4,40,0,0,0,15,25,0,0,0,10,0,0,0,0,21,7,14,4,0,4,0,0,0,4,0,0,7,25,0,30,0,51,78,9,0,50,0,0,19,22,0,0,0,0,24,4,0,0,0,14,0,7,0,0,7,0,0,0,0,7,58,10,0,0,32,5,0,0,0,0,0
2013-12-01,7,0,0,0,4,27,6,0,0,0,0,0,4,0,0,19,0,0,0,25,69,0,0,28,0,0,5,10,0,15,0,26,4,0,0,0,4,0,21,0,12,0,0,0,0,0,9,0,17,0,33,29,22,0,12,0,0,24,4,0,0,0,8,0,13,0,25,0,0,0,0,0,7,10,5,4,31,32,4,7,0,4,0,0
2014-01-01,13,13,0,0,4,24,8,0,0,0,0,0,6,0,0,0,0,14,23,23,63,0,0,0,0,0,5,0,6,13,0,0,4,0,0,73,4,0,28,0,11,0,0,5,47,0,8,0,15,0,30,0,0,0,11,0,0,22,6,0,4,8,5,0,9,0,0,6,9,0,0,0,6,9,5,0,0,0,0,7,10,7,0,0
2014-02-01,8,0,7,7,12,18,7,8,0,0,0,23,7,0,0,0,0,0,25,0,70,0,10,28,0,0,5,16,0,15,0,0,0,0,0,27,9,51,21,0,25,0,30,17,0,0,9,0,17,0,0,19,22,32,0,0,27,24,5,0,0,9,8,4,7,20,0,0,0,0,0,0,7,15,5,4,16,0,5,0,0,8,0,0
2014-03-01,8,0,10,0,4,12,11,15,0,0,5,0,6,0,43,18,0,0,24,0,0,0,9,26,0,65,0,10,0,14,4,48,4,13,0,25,4,0,19,0,16,27,0,11,49,0,8,0,32,0,0,0,0,0,20,0,25,22,11,0,0,0,9,4,6,0,0,0,0,0,0,0,11,9,5,4,10,0,8,0,0,8,0,14
2014-04-01,11,0,12,14,8,21,6,0,0,0,0,0,4,0,22,0,24,0,49,24,0,0,0,0,14,67,0,10,7,28,4,25,8,0,0,51,9,0,20,0,16,0,0,8,0,0,0,25,24,0,32,0,21,0,12,0,26,46,12,0,0,0,9,4,7,0,0,7,0,0,0,0,10,19,5,4,10,0,16,0,0,9,0,0
2014-05-01,8,0,11,7,4,21,9,8,0,0,0,23,4,0,0,0,0,0,0,25,69,4,0,0,27,0,0,0,14,0,4,25,4,14,0,0,6,0,20,4,12,0,0,6,51,0,9,0,0,0,0,19,0,31,12,0,0,23,4,0,0,9,8,0,13,0,0,7,0,0,0,23,14,10,0,9,0,0,10,0,0,5,0,0
2014-06-01,10,16,8,0,4,23,7,0,0,0,0,25,10,0,0,0,0,0,0,0,0,9,0,0,15,0,5,0,8,32,4,28,0,0,0,29,7,0,0,0,0,0,0,6,57,0,0,0,0,0,0,21,0,0,0,6,29,0,4,0,0,0,9,0,7,0,0,8,11,0,0,0,0,11,6,5,0,0,7,8,12,11,0,0
2014-07-01,3,0,0,7,6,16,11,0,0,0,0,47,0,42,0,0,0,16,39,0,0,0,0,0,0,0,10,0,7,0,4,27,4,14,0,0,4,0,43,0,0,30,31,6,53,0,0,0,0,0,0,0,34,0,13,0,0,24,6,0,0,0,11,4,7,0,0,0,0,0,0,0,0,20,8,0,11,0,4,0,0,18,0,0
2014-08-01,4,0,0,0,8,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,60,15,0,8,0,7,16,4,0,8,15,0,0,0,0,22,0,13,0,0,24,0,0,0,0,27,0,0,20,0,0,40,0,28,25,4,0,0,0,10,5,7,0,0,7,0,0,57,0,7,0,8,0,0,0,9,0,0,19,0,0
2014-09-01,7,0,0,7,4,18,8,8,0,0,0,0,9,0,0,0,0,0,0,25,0,4,0,0,14,70,13,11,0,20,4,52,4,0,0,0,4,0,21,0,13,0,0,9,53,0,13,0,17,0,0,20,0,0,13,6,27,24,4,0,0,0,14,0,20,20,0,7,10,0,0,0,0,10,8,0,11,0,7,0,0,8,0,0
2014-10-01,10,0,8,7,4,20,5,0,0,29,0,24,5,0,23,0,0,0,26,0,0,4,0,29,14,0,5,22,0,15,4,27,0,0,0,0,7,0,21,0,0,0,0,6,54,0,9,52,0,0,0,20,23,0,17,0,0,24,6,0,0,14,13,0,37,0,0,0,10,0,54,0,7,10,9,0,11,34,6,7,0,4,74,0
2014-11-01,8,15,0,0,0,13,5,8,0,0,0,0,8,0,24,0,0,16,0,0,0,4,0,0,0,0,5,14,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,6,0,0,9,0,18,0,0,20,23,0,13,0,0,0,8,0,0,0,16,0,10,0,0,11,10,0,0,0,0,10,7,0,11,34,4,0,0,6,0,0
2014-12-01,5,0,15,7,4,18,6,0,0,0,0,24,0,41,23,0,13,0,52,26,0,0,10,29,0,71,0,11,0,15,0,26,0,15,0,0,5,0,0,0,13,0,0,9,0,0,0,0,17,0,0,20,0,33,26,0,27,24,4,0,0,9,9,0,10,0,0,7,0,0,54,0,14,25,8,0,0,0,8,7,11,4,0,0
2015-01-01,8,0,7,0,11,26,4,15,84,0,0,0,4,0,0,0,0,0,24,23,0,0,0,26,13,0,5,0,0,14,7,0,7,0,0,0,4,0,0,0,23,0,0,5,0,0,17,0,16,0,0,0,21,0,20,0,0,23,4,0,0,0,21,4,6,0,24,13,0,0,0,0,6,9,12,0,20,0,4,7,0,6,0,0
2015-02-01,10,0,0,0,8,26,16,0,0,0,0,23,6,41,0,0,13,0,26,0,0,0,10,0,14,0,5,0,0,44,0,0,0,29,0,27,4,0,63,0,32,0,0,11,0,0,9,0,0,0,0,0,22,33,13,0,54,0,0,0,0,18,15,0,7,0,0,7,0,0,0,0,7,15,0,0,0,33,6,7,0,6,0,0
2015-03-01,15,0,0,14,8,26,12,0,0,0,5,0,4,0,22,0,0,15,25,0,0,0,0,0,0,0,5,10,7,14,4,0,8,0,0,0,4,0,60,0,20,0,0,14,51,0,9,0,16,0,0,0,32,0,36,0,0,0,4,0,9,0,7,0,13,0,0,7,0,25,0,0,16,14,0,0,0,63,9,7,0,4,0,0
2015-04-01,15,0,15,7,4,19,9,0,0,0,0,0,4,0,24,0,13,0,26,25,0,0,10,29,14,69,0,11,0,0,4,39,0,0,0,0,7,0,21,0,13,30,0,6,0,0,9,0,17,0,0,20,0,0,25,0,54,0,4,0,0,9,14,4,10,0,0,7,0,27,0,0,9,10,21,6,11,0,4,7,0,4,0,15
2015-05-01,11,14,15,7,6,28,4,0,0,0,5,0,4,0,23,0,0,0,25,0,69,4,10,0,14,0,5,10,7,14,4,0,4,14,0,26,4,0,0,4,12,0,30,0,0,78,0,0,0,0,0,19,54,0,25,5,0,24,8,0,4,9,13,4,13,0,0,0,10,0,52,0,10,0,10,4,10,0,8,0,0,5,0,0
2015-06-01,5,14,0,0,8,32,9,0,0,0,8,0,9,0,0,20,0,0,0,0,0,8,0,0,14,0,0,0,0,22,0,0,5,0,0,0,9,0,21,5,13,0,0,9,0,0,0,0,0,0,0,20,0,0,13,0,0,24,4,0,4,9,6,4,7,0,0,0,10,26,54,0,7,10,0,4,11,0,6,0,0,19,0,0
2015-07-01,6,13,0,0,4,32,8,7,0,0,0,0,4,38,21,18,0,14,24,46,0,0,9,0,19,0,9,10,6,20,0,24,4,26,0,0,4,0,0,0,0,0,28,7,0,0,8,0,0,0,0,18,20,0,12,5,25,0,8,0,4,0,16,4,19,0,23,0,0,0,0,22,6,9,9,4,10,0,10,0,0,35,0,0
2015-08-01,8,0,7,13,4,18,8,0,0,0,5,0,6,0,0,0,0,14,0,23,0,0,9,26,13,0,9,10,6,67,4,0,0,13,0,25,5,0,0,0,0,27,0,8,0,0,8,0,23,0,0,18,0,30,12,5,25,22,4,0,4,8,10,0,24,0,0,0,9,23,0,0,13,18,14,0,10,0,11,0,0,15,0,14
2015-09-01,5,13,7,7,0,28,6,0,0,0,5,22,4,0,0,0,0,0,24,0,0,0,0,0,13,65,0,15,7,14,0,24,5,0,0,0,4,0,0,0,0,28,0,8,49,74,0,0,16,0,0,0,0,0,12,5,0,0,4,0,0,0,5,4,8,0,23,0,19,36,0,0,0,9,13,0,23,30,6,7,0,5,0,0
2015-10-01,12,13,0,7,11,29,10,0,83,26,5,0,7,0,21,0,0,0,23,46,64,0,9,0,13,0,0,10,6,22,4,24,4,26,0,0,4,0,38,0,11,0,28,0,0,0,0,0,16,63,0,18,20,29,15,0,0,0,8,0,0,16,5,0,31,18,0,0,9,24,0,0,10,9,16,4,10,30,9,0,0,0,0,0
2015-11-01,8,0,7,7,6,31,11,0,0,0,5,0,6,0,0,0,12,15,36,0,0,0,0,26,13,0,0,16,13,28,4,0,0,13,0,0,13,0,20,0,12,28,0,11,0,0,8,24,32,0,0,0,0,0,12,0,0,0,0,0,0,0,14,0,13,37,0,10,0,0,50,0,7,0,11,0,0,31,4,7,0,12,0,0
2015-12-01,11,27,7,0,0,26,4,0,0,26,5,0,8,39,22,0,0,15,0,0,0,7,9,26,0,0,0,20,6,14,0,0,4,13,0,25,6,0,39,0,24,0,0,8,0,0,0,0,16,0,0,0,0,30,12,0,0,45,4,0,0,8,16,0,6,19,24,6,9,0,0,0,20,14,5,4,10,0,4,7,0,8,0,0
2016-01-01,7,0,7,0,8,19,11,0,0,0,0,0,4,40,0,0,0,15,33,24,0,4,10,0,0,0,5,15,14,14,10,25,4,0,0,26,6,0,20,4,12,0,0,11,0,0,22,0,41,0,0,25,22,0,18,0,0,0,7,0,4,9,15,4,10,0,0,7,0,25,0,0,7,16,5,0,20,0,5,0,0,11,0,0
2016-02-01,10,22,0,7,8,30,5,0,0,0,6,23,8,0,24,0,0,0,26,51,0,4,0,0,29,71,5,0,7,15,0,26,0,15,0,27,0,0,21,0,13,30,0,10,0,0,9,0,17,0,0,0,22,33,13,0,0,0,6,0,0,9,10,0,0,0,0,7,0,0,0,0,11,20,10,4,11,0,0,7,11,6,0,15
2016-03-01,10,21,7,7,6,29,11,8,0,0,5,0,4,0,46,19,12,0,0,0,0,0,0,27,28,0,0,15,0,14,4,26,4,14,0,39,9,0,31,0,0,0,29,8,0,0,9,0,17,0,0,0,0,0,12,0,0,24,6,0,4,0,11,0,20,19,0,7,10,0,52,0,7,10,0,4,10,0,7,0,11,14,0,0
2016-04-01,16,0,8,11,8,41,14,8,0,0,6,24,5,0,0,0,0,16,0,27,0,0,0,30,15,0,11,11,11,15,0,0,0,15,0,0,9,0,0,0,13,0,0,12,0,0,14,0,18,0,0,31,23,0,20,0,57,25,17,0,0,0,24,5,11,21,0,0,11,0,0,25,15,18,5,7,11,0,7,8,11,6,0,0
2016-05-01,7,0,8,10,8,19,9,8,0,0,0,0,11,0,23,0,0,0,26,0,71,4,10,0,0,0,0,0,0,15,6,26,0,0,0,27,9,0,0,7,13,0,0,10,53,0,9,0,17,0,33,20,0,0,17,6,27,24,10,0,4,9,9,0,7,0,0,14,0,0,54,0,28,10,5,7,11,0,17,7,11,15,0,0
2016-06-01,9,20,8,15,8,27,9,0,0,0,6,0,5,0,0,0,0,16,0,0,0,4,0,0,14,0,15,0,7,30,6,0,0,15,0,0,5,0,21,5,19,0,0,6,0,0,9,0,35,0,34,20,23,0,19,6,0,25,10,0,5,0,13,0,21,0,0,0,0,0,0,0,7,0,5,7,22,0,8,0,0,13,0,0
2016-07-01,3,14,0,0,12,22,11,0,0,0,6,0,0,0,0,20,0,16,0,26,0,0,10,57,29,0,5,0,0,30,0,0,4,22,0,0,6,0,21,0,13,0,0,11,0,0,9,0,35,0,0,30,0,33,13,0,41,48,10,0,0,23,19,0,14,0,0,10,10,0,0,24,18,10,16,0,21,0,8,0,0,32,73,0
2016-08-01,9,0,0,7,4,29,12,0,0,0,0,0,5,0,24,0,0,16,26,26,72,0,10,29,15,0,0,11,14,41,4,27,4,0,0,28,14,0,22,5,0,31,0,6,0,0,0,0,18,0,0,0,0,0,39,6,0,33,13,0,8,9,17,5,7,0,0,18,0,0,0,0,18,10,5,0,22,34,11,0,11,23,0,0
2016-09-01,15,16,0,8,4,23,7,0,0,0,6,0,5,0,0,22,0,0,0,0,0,4,0,0,31,0,0,0,8,21,4,0,7,16,0,0,5,0,0,0,0,0,33,6,0,0,19,0,19,0,0,0,0,0,14,6,0,52,6,0,5,10,14,0,7,0,0,8,0,28,0,52,8,22,13,0,0,0,8,12,0,8,0,0
2016-10-01,16,0,0,0,7,29,7,9,100,0,0,25,7,0,0,0,0,17,28,28,0,0,11,0,0,0,6,35,8,16,4,29,4,16,0,30,5,0,23,0,14,0,0,9,0,0,10,0,0,0,0,21,24,0,35,0,59,0,9,0,0,15,9,0,40,0,0,8,0,0,0,26,15,22,0,0,35,72,5,8,24,5,0,0
2016-11-01,11,0,8,0,6,25,10,17,0,0,0,0,5,0,0,0,0,0,28,27,76,0,11,61,0,0,0,23,0,24,4,0,4,16,0,29,5,0,0,0,0,0,0,9,0,0,19,0,0,0,0,21,24,0,14,0,0,52,13,0,0,15,10,0,7,0,0,22,11,0,0,26,20,11,15,0,11,0,4,0,12,5,0,0
2016-12-01,4,0,0,0,4,24,10,0,0,0,0,0,7,0,0,0,0,0,28,0,0,0,11,0,0,76,0,23,0,16,6,0,4,0,0,0,5,0,0,0,0,32,33,6,0,0,10,0,37,0,0,21,24,0,14,0,30,27,4,0,0,0,6,0,15,0,0,8,0,0,0,0,7,11,6,5,17,0,5,8,0,5,80,0
2017-01-01,18,0,0,0,8,22,0,8,0,0,0,23,4,40,0,0,0,45,25,25,0,4,0,28,14,0,5,10,7,0,4,26,0,14,0,0,11,50,0,0,18,0,0,7,0,0,12,0,17,0,0,19,22,0,21,0,0,23,4,0,4,9,13,0,13,0,25,10,0,0,52,0,14,20,5,0,21,0,8,0,0,4,0,0
2017-02-01,11,15,8,0,15,31,16,0,0,0,0,25,10,0,25,0,0,0,27,0,0,0,11,0,0,0,0,15,0,16,0,28,6,20,0,29,7,0,22,0,20,31,0,16,0,0,0,0,24,0,0,21,0,0,13,0,0,26,9,0,0,0,8,0,10,0,0,0,0,0,57,0,15,18,13,0,11,0,9,8,0,9,0,0
