date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-02-01,7,0,7,0,10,20,0,0,0,0,0,0,10,100,10,25,0,0,0,0,0,14,100,7,17,33,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,9,0,0,0,0,0,0,7,0,0,0,34,13,0,0,31,18,0,0,0,0,0,0,0,0,0,23,40,0,0,0,0,12,0,0,12,0,28
2011-03-01,0,0,0,0,0,16,6,0,0,0,38,0,9,0,0,0,6,6,0,8,0,0,0,0,0,28,0,15,0,0,0,0,0,8,51,0,9,0,0,0,0,0,16,0,34,0,0,0,0,0,0,15,0,0,0,6,0,0,15,29,0,0,0,0,16,20,6,0,0,5,0,0,0,0,20,0,6,0,0,0,10,0,0,0,37,0
2011-04-01,19,0,0,0,0,11,7,0,0,0,0,0,0,0,9,0,6,6,0,0,17,6,0,0,0,30,0,16,0,23,0,5,0,8,0,0,10,0,0,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,28,21,0,6,0,0,0,11,58,0,5,0,0
2011-05-01,12,0,0,0,9,14,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,15,0,0,23,0,0,0,0,0,0,79,36,0,0,0,8,0,0,0,0,20,7,21,0,14,0,0,0,0,0,0,0,0,22,0,0,0,8,0,6,0,0,0,0,0,0,0,19,0,12,0,0,0,10,0,0,5,0,0
2011-06-01,7,16,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,6,0,9,0,7,0,6,0,0,0,0,0,0,25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,13,0,14,0,0,6,0,0,0,0,22,19,0,0,0,0,11,61,0,0,0,0
2011-07-01,22,0,0,17,10,7,7,32,0,22,0,0,0,0,18,0,6,0,0,0,17,6,0,6,0,30,0,16,0,0,0,5,0,17,0,0,19,0,0,0,0,0,8,0,0,15,21,0,8,0,0,0,0,0,0,6,0,0,0,31,12,0,0,0,14,0,0,0,0,5,0,0,0,0,21,0,6,0,0,0,11,0,0,5,0,0
2011-08-01,6,0,0,16,9,13,6,0,0,0,0,100,0,0,0,21,9,6,0,0,0,0,0,0,0,0,0,15,0,0,23,5,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,31,0,0,0,11,0,0,0,85,0,0,0,0,0,0,0,0,0,8,0,15,0,0,5,0,0
2011-09-01,16,0,6,15,12,9,8,28,0,0,0,0,17,0,0,0,0,11,0,22,30,0,0,0,0,0,0,14,0,0,21,5,0,0,0,0,8,73,0,0,0,0,0,0,31,14,0,19,0,0,0,0,0,23,34,0,0,0,0,0,30,0,0,25,10,0,11,0,80,5,0,0,0,0,18,0,5,10,8,0,0,0,0,5,33,0
2011-10-01,15,0,8,0,0,11,0,27,0,0,0,0,8,0,0,0,0,5,0,0,14,0,0,0,0,0,0,40,25,0,0,5,0,0,23,0,8,0,32,0,0,0,7,0,29,13,0,27,0,0,0,0,0,0,32,13,0,0,0,25,10,0,0,0,14,0,6,0,0,4,0,0,0,0,17,0,0,0,7,0,12,0,0,0,0,0
2011-11-01,11,0,0,15,0,16,11,0,0,18,0,0,16,0,8,0,5,5,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,23,0,8,0,0,20,0,0,7,0,30,0,0,0,0,0,0,0,7,0,0,5,0,0,0,26,10,0,0,24,21,0,11,0,0,5,0,0,0,0,18,16,0,10,13,0,19,0,0,5,33,0
2011-12-01,16,0,0,0,8,12,0,27,0,18,0,0,8,0,0,0,5,0,0,0,15,5,0,0,0,0,0,28,0,0,0,5,6,7,0,25,0,0,0,0,0,66,14,0,30,13,18,0,0,0,0,0,7,22,0,5,0,0,0,0,20,0,20,0,7,0,0,0,0,5,0,0,0,0,18,0,5,0,0,0,9,0,0,0,0,0
2012-01-01,10,0,5,0,8,14,5,25,27,0,0,0,8,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,31,18,0,0,13,0,0,0,0,0,6,0,0,0,7,0,0,5,21,0,0,0,9,0,18,0,16,0,8,0,0,0,0,0,0,22,16,0,0,9,7,0,9,93,29,0,0,0
2012-02-01,13,0,0,14,0,7,0,0,0,0,0,0,8,0,7,0,8,0,0,0,0,0,0,0,0,0,0,13,0,18,20,0,0,0,22,0,8,0,31,19,0,0,7,0,0,0,0,0,0,0,0,0,7,21,0,7,0,0,12,0,9,0,19,0,27,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,12,0,30,4,0,0
2012-03-01,21,0,5,13,7,18,7,24,0,0,0,0,14,0,7,0,9,5,0,6,13,0,0,0,0,0,0,12,0,17,19,6,0,6,20,0,7,0,29,0,0,0,6,0,0,0,16,16,0,0,0,11,6,0,0,8,0,0,0,0,0,0,0,0,14,0,5,0,0,4,0,0,0,0,46,27,5,9,10,0,0,0,27,8,0,0
2012-04-01,7,0,0,0,7,30,5,0,0,0,0,0,8,0,7,0,0,9,0,0,13,0,0,5,12,0,0,13,0,17,19,0,0,6,0,23,7,0,30,0,0,0,6,0,0,0,16,17,0,0,0,0,6,20,0,0,0,0,12,48,18,0,0,22,13,0,0,0,0,0,34,0,0,0,16,14,5,0,0,0,11,0,0,9,0,0
2012-05-01,12,12,0,13,7,21,7,0,0,16,0,0,7,68,0,0,5,9,0,0,17,5,0,0,0,23,0,12,22,0,0,0,0,0,21,0,7,0,29,17,0,0,6,0,0,0,0,16,6,0,0,0,0,20,0,0,0,0,0,0,18,0,17,0,13,0,8,0,0,0,0,0,0,0,16,14,10,9,10,0,12,0,0,4,29,0
2012-06-01,10,0,5,0,8,20,8,0,0,0,33,0,0,0,0,0,5,0,0,7,14,0,0,0,13,24,32,13,0,19,0,5,0,7,22,24,12,0,0,0,0,0,7,0,0,13,0,0,7,0,0,13,0,22,0,5,21,95,25,0,10,0,19,0,10,0,0,0,0,0,0,0,0,0,25,15,5,9,0,0,28,0,0,5,0,0
2012-07-01,20,12,0,0,11,22,5,0,0,0,0,0,0,0,0,0,7,5,0,7,14,5,0,0,25,0,30,0,0,0,0,0,5,0,0,23,7,0,30,18,0,0,10,31,0,12,0,17,0,0,0,12,0,0,0,5,0,0,0,36,0,0,0,0,10,0,5,0,0,4,0,0,11,22,16,0,5,9,0,0,9,0,0,6,0,0
2012-08-01,5,0,0,0,7,10,10,0,0,16,29,0,9,0,7,17,7,4,21,0,0,5,0,0,0,22,0,12,0,0,0,8,0,6,39,0,7,0,0,0,0,0,12,0,0,0,0,16,6,0,0,0,0,19,0,9,0,0,11,0,8,0,17,21,12,15,10,0,0,6,0,0,10,0,15,0,5,0,6,0,8,0,0,4,0,0
2012-09-01,19,11,0,0,7,8,12,24,0,0,0,0,14,0,0,0,5,5,0,6,13,5,0,0,0,22,0,24,22,17,19,0,0,6,0,0,9,63,0,0,0,0,6,0,27,12,0,0,6,0,0,0,0,0,0,5,0,0,11,0,17,0,26,0,14,15,5,0,0,4,0,0,0,0,15,0,9,9,7,0,8,0,0,0,0,0
2012-10-01,15,10,4,12,0,17,4,0,0,0,0,0,10,0,0,0,9,0,0,6,0,4,0,0,10,0,0,11,0,0,0,0,0,6,0,20,6,57,0,0,0,0,8,0,24,11,0,0,0,0,0,0,6,0,0,6,0,0,0,21,8,0,16,19,11,0,4,0,0,4,0,30,0,0,14,0,6,8,0,0,15,0,0,0,0,0
2012-11-01,9,0,5,12,14,10,5,23,25,15,0,0,0,0,0,0,7,0,21,0,12,5,0,0,11,43,0,12,0,0,0,8,5,0,0,21,14,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,16,0,5,0,0,0,32,0,0,0,15,26,5,8,22,0,0,0,0,8,0,0
2012-12-01,14,0,5,0,0,12,0,0,0,0,0,0,0,0,6,0,5,4,0,0,0,5,0,0,0,0,0,12,0,0,0,8,0,0,0,0,7,0,56,17,0,0,9,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,22,22,0,0,0,0,18,0,5,0,0,0,32,0,0,0,15,13,5,8,6,0,8,0,0,0,0,0
2013-01-01,8,0,4,12,0,14,6,22,0,0,27,0,13,0,6,0,7,4,0,6,12,0,0,4,10,0,0,11,0,0,0,11,0,0,0,20,11,57,43,0,54,0,8,27,0,0,0,0,5,0,0,0,6,36,0,4,0,0,0,21,8,0,0,0,15,0,4,0,0,6,0,0,0,0,28,16,4,8,0,0,7,79,0,0,0,0
2013-02-01,20,11,5,0,7,21,9,0,25,0,0,0,7,0,0,16,5,0,0,0,12,0,0,0,0,21,27,0,0,0,0,4,0,12,0,0,9,59,0,0,0,0,6,0,0,11,0,0,0,0,25,0,9,0,28,4,0,0,11,22,17,0,0,0,8,0,7,0,0,0,31,0,0,0,15,0,5,8,12,0,16,0,0,8,0,0
2013-03-01,12,0,0,23,10,14,9,0,0,14,0,0,12,0,6,0,4,4,0,5,0,4,0,0,0,19,25,0,0,14,0,4,0,5,0,0,8,55,25,0,52,0,16,0,0,0,0,21,5,0,0,10,11,0,0,8,0,0,0,0,15,0,0,0,24,0,4,0,0,4,0,0,0,0,31,20,4,8,6,0,12,0,0,7,0,0
2013-04-01,14,10,6,11,6,12,7,21,22,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,10,0,0,21,19,14,16,4,0,5,0,38,8,0,25,0,0,100,11,25,0,0,0,14,0,0,0,10,0,0,25,5,0,0,0,40,15,0,15,0,11,0,4,0,0,4,0,29,0,0,13,12,4,15,6,0,14,0,0,4,50,0
2013-05-01,12,10,4,0,6,16,11,0,0,0,0,0,9,0,6,30,0,4,0,5,0,0,0,0,10,0,0,10,0,14,0,3,0,0,0,0,9,54,33,0,0,0,0,0,0,20,0,14,5,0,0,10,5,17,0,8,0,0,20,0,12,100,0,18,21,0,4,0,0,3,0,0,0,0,13,11,4,0,8,0,7,0,0,7,0,0
2013-06-01,11,0,4,12,6,14,5,0,24,15,28,0,7,0,0,0,4,4,0,0,0,0,63,4,11,0,0,26,0,0,0,0,0,0,0,20,19,0,40,0,0,0,11,0,0,16,0,15,5,0,0,11,6,0,0,8,0,0,0,0,11,0,16,0,13,0,5,0,0,0,0,0,0,0,29,0,0,8,0,100,8,0,25,4,0,0
2013-07-01,18,10,0,11,6,23,9,0,0,0,0,0,6,0,6,15,12,6,0,5,0,4,0,4,0,19,0,16,0,0,0,4,0,0,0,19,19,0,75,0,53,0,5,25,0,0,28,14,5,0,0,0,5,0,0,8,0,0,10,20,11,0,0,0,13,0,9,0,0,4,0,0,0,0,34,16,4,8,6,0,14,0,0,4,50,0
2013-08-01,14,10,0,0,18,24,8,0,0,0,0,69,6,0,6,0,14,0,0,0,0,8,0,4,0,19,0,15,0,0,15,0,4,5,17,18,6,0,0,0,0,0,5,24,0,10,0,0,5,0,0,0,10,0,0,6,0,0,10,19,11,0,0,0,12,0,4,0,0,3,0,0,0,17,22,0,0,7,8,0,9,36,0,8,0,0
2013-09-01,21,0,0,11,14,18,4,20,0,0,0,0,9,0,0,0,10,7,0,0,10,0,0,4,0,0,0,10,0,0,15,10,0,5,0,18,6,0,35,0,0,47,20,0,0,0,13,0,0,0,0,0,0,16,24,4,16,0,0,19,7,0,0,0,22,0,6,0,0,0,27,0,0,17,12,11,8,0,11,0,11,0,0,3,0,0
2013-10-01,11,9,4,10,9,14,9,19,0,0,0,0,11,53,5,13,4,5,0,5,10,4,0,4,0,17,0,9,0,0,0,0,0,7,16,17,6,0,0,0,0,46,7,0,21,18,0,12,7,0,0,0,10,0,0,5,15,68,0,18,10,0,0,0,13,0,17,0,0,0,0,0,0,0,20,16,0,0,0,0,6,34,21,6,0,0
2013-11-01,14,0,0,11,6,22,8,20,22,0,0,0,6,0,0,0,8,8,0,5,11,4,0,0,0,19,0,10,0,14,0,3,0,0,17,0,12,0,48,0,0,49,8,0,0,0,13,13,0,0,0,0,5,0,25,8,0,0,10,0,17,0,14,18,22,26,6,0,0,0,0,0,0,0,17,11,4,0,17,0,14,0,0,0,24,0
2013-12-01,14,10,0,0,8,22,6,0,0,14,0,0,6,0,0,0,12,4,18,0,22,4,0,4,0,19,0,14,0,0,16,3,4,5,17,18,9,0,24,0,0,0,5,0,0,10,0,0,0,0,0,10,0,0,0,4,0,0,19,19,7,0,14,18,19,0,4,0,58,7,28,28,0,17,13,11,8,0,6,0,7,37,0,3,24,0
2014-01-01,9,9,4,10,6,12,9,0,20,0,0,0,8,0,0,13,4,4,0,0,20,4,0,4,0,18,0,10,17,0,15,3,4,0,0,17,6,0,23,0,0,0,7,0,0,0,12,13,5,0,21,0,5,0,0,7,0,0,9,18,7,92,0,17,13,12,0,0,55,3,26,0,0,0,24,11,0,7,5,0,6,0,0,6,46,0
2014-02-01,16,10,4,11,12,17,6,20,0,27,25,0,12,0,6,14,8,0,0,5,14,4,0,0,0,19,0,15,0,0,16,0,4,5,17,18,15,52,0,0,50,0,13,0,22,10,20,13,5,0,0,0,5,0,24,4,0,0,10,0,0,0,29,0,14,0,7,0,58,3,0,28,0,0,32,22,8,14,8,0,11,36,0,3,0,0
2014-03-01,14,0,0,0,5,9,4,44,19,0,22,0,5,0,5,0,3,0,0,7,10,3,0,0,9,25,0,0,16,25,14,3,4,0,0,16,9,0,21,13,0,43,12,22,20,0,12,23,9,0,0,0,9,15,0,9,0,0,0,17,13,85,13,0,15,0,4,0,52,3,24,0,8,15,23,10,0,6,6,0,15,32,0,3,0,0
2014-04-01,14,9,9,20,5,22,6,0,20,25,0,0,11,53,0,20,0,8,0,5,10,0,0,3,9,17,22,9,0,13,14,0,0,0,31,17,15,0,44,0,0,0,5,0,20,0,12,12,0,0,0,9,5,15,0,5,0,0,18,18,22,0,0,22,19,0,4,0,0,0,26,0,0,0,30,21,7,0,5,0,9,33,21,5,0,0
2014-05-01,9,18,6,0,8,15,6,0,0,0,0,0,11,0,0,27,4,0,17,5,10,4,0,3,0,17,0,9,0,0,0,8,4,0,15,0,5,0,33,13,0,0,8,0,0,0,12,18,5,0,0,0,5,0,0,4,15,67,0,35,13,0,0,16,22,0,6,0,0,3,0,0,0,0,18,16,4,7,10,0,10,0,0,8,0,0
2014-06-01,8,0,4,11,6,16,4,21,23,14,0,0,6,61,6,0,8,8,59,8,11,4,0,0,10,0,0,11,0,15,0,4,4,0,18,39,6,56,34,0,0,0,6,0,0,10,0,28,0,0,0,10,0,0,0,4,0,0,10,21,15,0,15,19,17,0,4,0,0,5,0,0,0,0,18,12,4,0,6,0,7,0,24,9,26,0
2014-07-01,16,10,0,0,12,18,4,0,0,19,0,0,9,0,0,0,11,6,0,5,11,0,0,0,10,0,0,11,19,0,0,4,0,0,17,19,18,54,0,0,0,0,0,0,46,0,0,14,0,0,0,10,0,0,0,4,33,0,0,0,10,0,15,18,12,0,4,0,0,3,0,29,0,0,27,12,8,7,9,0,0,0,0,11,0,0
2014-08-01,12,10,0,0,18,19,9,39,0,22,0,0,12,0,0,14,5,4,0,7,11,0,0,4,0,27,0,15,0,14,30,7,0,5,16,0,6,0,24,0,0,0,5,0,0,19,0,13,0,0,0,9,5,0,0,4,0,71,0,0,0,95,14,17,12,13,4,0,0,0,0,0,0,0,25,11,4,0,11,0,20,36,0,8,0,0
2014-09-01,17,0,0,10,9,15,7,19,0,0,0,0,8,0,0,0,10,4,0,5,10,4,0,4,9,0,0,39,0,13,30,5,4,5,0,18,17,50,23,0,0,0,5,0,21,0,0,13,5,0,0,9,5,0,0,6,16,0,9,18,7,0,14,0,12,0,6,0,0,7,0,0,0,17,19,22,4,14,5,0,10,0,0,10,0,0
2014-10-01,11,0,0,10,8,14,8,28,0,0,0,0,6,0,0,27,6,0,17,5,10,4,0,4,0,17,22,10,0,0,0,0,4,8,16,34,13,49,23,0,0,46,5,0,21,18,0,0,5,0,0,0,0,15,23,5,0,0,0,0,20,0,13,25,10,0,15,0,0,3,0,0,8,0,12,0,4,10,5,0,9,0,0,0,0,0
2014-11-01,27,10,8,11,6,21,4,20,0,13,25,0,6,0,0,0,16,6,18,5,11,0,0,7,19,18,0,15,0,14,0,5,0,10,0,0,18,0,24,0,100,0,5,0,22,0,0,0,5,0,0,9,0,16,0,6,0,0,0,0,0,0,14,18,20,0,9,0,0,3,0,0,0,0,13,0,10,0,22,0,7,0,0,0,36,0
2014-12-01,14,0,0,11,12,11,8,0,0,0,25,0,8,0,0,15,8,4,0,5,11,0,0,4,0,0,24,10,18,14,0,3,0,5,0,18,0,0,24,0,0,49,5,0,0,10,13,13,0,14,0,0,0,0,0,8,0,0,10,19,7,0,0,0,14,0,4,0,0,3,0,0,0,0,19,11,4,7,6,0,7,0,0,3,24,0
2015-01-01,15,0,4,0,9,21,8,28,20,19,0,0,8,0,0,0,4,0,0,10,20,4,0,4,9,18,0,24,0,13,0,5,0,5,0,17,6,0,23,0,0,0,5,0,21,9,0,25,0,0,0,0,7,16,0,4,0,0,14,18,21,0,0,16,14,0,0,100,0,0,0,0,0,0,28,0,4,7,5,0,7,0,21,13,0,0
2015-02-01,12,0,8,11,6,21,5,20,0,0,0,0,6,0,6,0,6,6,18,5,11,4,57,4,0,19,0,10,37,0,15,7,4,5,0,18,6,0,24,0,0,48,5,24,0,10,0,0,0,0,22,0,0,0,0,10,0,0,10,19,11,0,0,0,21,13,20,0,0,3,28,0,0,0,26,11,8,14,5,0,10,0,0,3,0,0
2015-03-01,14,0,4,10,8,23,7,0,0,0,0,0,5,0,5,20,6,3,0,7,10,4,0,3,0,17,0,14,17,0,14,3,0,5,30,17,8,47,33,0,46,44,5,22,0,9,12,12,0,0,0,0,9,0,22,5,0,0,9,0,15,0,0,32,16,23,11,0,0,3,25,0,0,0,23,20,4,13,7,83,17,33,21,6,22,0
2015-04-01,7,0,4,15,11,12,7,0,0,12,0,0,0,0,0,13,7,3,17,0,20,4,0,0,0,17,0,15,0,0,0,6,0,5,0,33,9,0,22,0,0,44,5,0,0,0,0,12,4,0,0,9,9,15,0,3,0,66,0,26,20,0,0,16,13,0,0,0,0,0,25,0,0,0,20,10,5,7,5,0,13,66,0,5,0,0
2015-05-01,11,0,0,20,5,15,11,18,0,0,0,0,9,52,0,13,11,3,0,5,10,4,0,0,9,17,0,18,17,0,0,5,4,7,15,0,12,47,0,0,45,0,7,22,0,9,12,24,0,0,0,9,5,0,44,3,15,0,9,0,13,88,26,0,8,0,4,0,52,3,25,0,0,15,18,10,4,6,7,0,9,0,21,12,0,0
2015-06-01,13,0,0,0,6,10,10,19,0,13,23,0,6,53,0,13,5,5,0,0,0,4,0,0,9,0,0,14,0,0,14,3,0,0,0,0,11,0,22,0,47,0,5,23,0,18,0,31,0,0,21,9,5,15,0,9,0,0,0,18,11,0,14,0,13,0,4,0,0,3,26,0,8,0,12,11,5,7,10,0,6,0,21,10,0,0
2015-07-01,14,0,4,10,5,19,7,0,20,12,0,0,11,52,5,0,8,7,0,5,19,4,0,0,9,25,0,14,0,0,14,3,4,5,0,0,5,0,0,0,46,0,5,0,0,13,12,12,4,0,0,9,0,0,0,9,15,0,9,17,29,0,0,16,14,0,4,0,53,3,25,25,0,0,12,10,4,20,7,0,13,0,0,6,0,0
2015-08-01,12,0,3,9,8,12,10,0,0,0,0,0,15,0,5,12,14,4,15,0,0,0,48,3,8,16,20,9,0,12,0,3,0,4,28,0,35,44,20,12,0,0,4,0,19,16,0,11,4,0,0,8,0,14,0,3,0,0,16,16,12,82,12,0,14,0,0,0,0,3,23,0,0,0,18,19,6,9,6,0,20,0,0,11,0,0
2015-09-01,10,0,7,9,10,19,9,17,0,11,0,0,5,48,10,0,7,3,0,9,18,0,0,5,20,21,20,9,0,12,13,3,0,4,14,0,10,45,31,0,0,0,9,21,28,8,22,11,0,0,0,12,0,0,0,3,21,0,16,0,18,0,0,15,7,0,9,0,0,3,0,0,0,0,15,19,10,6,9,0,8,31,0,9,0,0
2015-10-01,30,8,0,9,10,17,7,16,0,11,0,0,7,47,0,24,6,3,0,8,0,6,0,0,0,15,0,21,0,11,25,3,0,0,0,0,14,0,0,12,42,40,6,20,18,0,0,0,8,0,0,0,4,0,0,6,0,0,16,16,16,0,0,14,8,0,10,0,0,3,0,0,0,0,16,15,5,6,5,0,8,0,0,6,0,0
2015-11-01,17,17,5,9,12,12,14,17,19,15,0,0,8,49,0,0,7,3,0,4,9,3,0,0,8,16,0,9,0,0,13,0,0,4,29,0,10,0,28,0,0,62,0,0,19,8,0,0,0,0,0,8,4,14,21,6,14,0,0,16,6,0,0,15,19,0,11,0,0,0,24,0,0,15,11,19,8,0,30,0,6,31,20,3,41,0
2015-12-01,14,9,0,10,5,14,8,0,0,0,0,61,7,50,0,0,9,3,0,5,10,0,0,7,0,17,0,18,0,12,14,6,0,0,0,24,17,47,21,0,0,43,9,0,0,9,0,0,4,0,0,0,5,0,22,5,0,0,17,26,16,0,0,16,17,0,7,0,0,3,0,0,0,15,15,13,7,10,10,0,10,0,0,8,0,14
2016-01-01,12,0,5,9,5,20,20,17,19,0,0,0,13,49,5,12,3,0,0,4,9,0,0,3,8,0,0,20,0,12,0,3,4,0,29,16,14,90,28,0,0,0,9,0,19,17,0,11,8,0,0,12,0,0,0,6,0,0,8,33,12,83,12,0,28,0,0,0,0,0,0,0,7,0,33,10,3,6,14,0,15,0,0,6,0,0
2016-02-01,12,0,3,9,12,19,8,34,0,0,0,0,12,0,5,12,0,0,16,4,9,3,0,0,12,16,20,17,0,12,20,6,0,9,14,16,13,0,20,0,0,0,7,0,0,8,0,23,0,0,0,0,9,14,21,7,14,0,0,0,12,0,12,0,19,0,5,0,0,3,0,24,0,0,22,16,7,6,13,0,14,0,0,7,0,0
2016-03-01,8,0,5,0,11,18,9,32,0,11,40,0,5,0,4,12,6,6,0,12,17,3,0,3,8,22,19,14,0,22,13,4,0,8,14,0,8,42,39,11,0,39,6,0,0,8,0,11,0,0,0,8,4,13,0,6,0,0,0,0,14,0,0,14,15,0,3,0,47,0,0,0,0,0,26,9,5,6,4,0,11,0,19,7,20,13
2016-04-01,10,8,7,0,0,15,7,17,18,11,0,0,8,47,7,36,5,3,0,4,9,0,0,0,0,0,0,17,0,0,13,3,0,8,14,15,13,0,20,12,0,40,4,0,18,0,0,0,0,0,0,8,4,27,20,8,13,0,0,0,12,0,0,0,13,0,8,0,0,3,0,0,0,0,11,25,15,12,6,0,11,30,0,6,0,0
2016-05-01,12,8,0,9,15,10,7,0,0,11,0,0,5,96,5,0,3,0,0,7,9,3,0,3,0,16,0,14,0,12,0,3,0,4,28,15,8,0,30,24,0,0,4,0,19,24,11,0,0,0,0,0,4,0,21,5,0,0,8,16,18,0,18,0,25,11,3,0,0,0,0,0,0,15,18,14,7,6,0,0,17,0,0,13,0,0
2016-06-01,14,9,0,0,7,14,7,18,0,12,22,0,13,0,0,0,4,3,16,0,19,4,0,0,0,17,0,0,0,0,14,3,0,9,30,0,9,47,33,0,0,0,5,0,20,9,12,0,13,13,0,0,9,0,0,10,0,0,9,0,22,0,13,16,29,0,4,0,0,3,0,0,0,0,12,10,7,10,5,0,17,33,0,6,0,0
2016-07-01,20,0,4,0,11,23,4,18,19,18,0,0,5,0,0,0,10,3,0,6,20,4,0,3,0,17,0,9,0,0,0,5,0,9,0,0,11,0,22,13,0,0,9,0,0,0,0,12,9,0,0,9,5,0,22,8,15,0,9,17,17,0,0,16,16,0,11,0,0,0,25,0,0,0,19,0,5,7,5,0,12,0,21,9,0,0
2016-08-01,10,8,0,0,19,13,5,35,0,0,44,0,8,0,5,13,7,0,0,4,0,3,0,0,0,24,0,9,16,12,14,3,4,13,0,0,10,0,42,0,0,0,9,0,19,0,12,12,4,0,0,0,0,0,0,8,14,0,17,34,19,84,13,16,9,0,9,94,0,0,24,0,0,0,23,15,3,6,0,0,12,32,20,12,0,0
2016-09-01,20,9,4,10,15,14,9,18,0,12,0,0,11,52,5,0,12,0,17,5,10,4,0,7,0,17,0,19,0,13,0,5,0,5,15,17,16,96,0,0,47,0,7,22,20,9,12,12,0,13,0,9,5,0,22,7,0,67,9,18,15,89,13,0,27,0,4,0,0,3,0,0,0,0,20,15,6,0,0,84,9,34,0,6,0,0
2016-10-01,5,0,3,0,5,16,6,0,19,0,0,0,10,0,0,0,5,0,0,4,9,0,0,3,8,16,0,0,0,0,14,3,4,4,0,0,9,0,21,0,0,42,7,0,0,0,0,12,4,0,0,17,0,0,0,7,14,0,0,0,17,0,13,15,11,0,7,0,0,0,0,0,0,0,51,10,7,0,6,0,6,0,20,10,0,0
2016-11-01,14,0,7,0,7,17,9,18,0,0,22,0,11,0,0,0,7,3,0,9,10,0,0,3,22,17,0,12,0,0,0,3,4,5,15,16,26,0,22,0,0,0,5,0,20,9,0,0,4,0,0,17,0,0,0,7,0,0,9,26,19,87,0,0,29,0,6,0,0,3,0,0,0,0,23,20,4,6,22,0,8,0,0,9,36,0
2016-12-01,9,0,4,0,0,17,7,36,0,12,0,0,11,51,0,13,0,0,0,0,10,0,0,0,9,0,21,27,0,0,14,8,0,5,0,0,18,0,0,13,0,0,6,0,20,9,12,0,0,0,0,0,5,15,22,5,0,0,0,35,13,87,13,16,17,0,11,0,0,0,0,25,0,15,35,10,8,0,5,0,9,0,0,8,22,14
2017-01-01,8,0,0,18,10,22,9,17,19,12,0,0,7,0,5,0,7,3,16,4,9,3,0,3,8,16,0,20,0,12,13,3,7,4,0,0,12,90,0,0,0,0,4,21,28,0,23,0,4,0,19,8,4,14,21,3,0,0,8,25,10,0,12,15,12,11,3,0,50,0,0,0,0,0,11,15,5,6,9,0,9,31,0,6,0,0
2017-02-01,12,0,7,28,8,12,7,18,0,0,22,0,9,50,5,13,3,7,0,5,14,3,0,3,8,0,21,27,0,0,0,3,4,5,15,16,14,93,42,13,0,0,5,0,20,9,12,12,0,0,19,17,0,14,0,6,0,0,8,34,17,0,0,0,20,0,0,0,0,0,0,0,0,0,11,10,10,13,5,0,8,32,20,9,21,0
2017-03-01,17,15,0,8,11,19,14,0,0,10,0,0,14,0,4,0,6,4,0,4,11,3,0,3,7,14,0,8,0,11,12,5,0,4,0,0,9,0,19,11,0,38,14,0,34,7,0,14,4,0,0,15,4,13,0,16,0,56,0,20,15,0,11,0,15,0,10,0,0,3,0,21,0,0,30,9,12,6,8,0,11,28,0,4,0,0
2017-04-01,15,8,3,0,5,18,9,17,0,17,21,0,8,48,5,0,3,0,15,4,14,3,0,3,0,40,0,9,0,12,0,3,0,4,14,16,8,0,0,12,0,0,7,21,18,8,0,11,4,0,0,16,0,14,0,16,0,61,8,0,24,82,0,0,17,0,3,0,49,3,24,0,0,0,22,19,5,0,9,0,17,31,19,9,0,0
