date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Kumquat,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomatillo,Tomato,Turnip,Watermelon,Yams,Cassava
2011-11-01,7,0,0,0,4,7,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,5,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2011-12-01,15,0,0,0,0,11,13,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,69,5,0,0
2012-01-01,9,0,0,35,4,10,11,0,0,0,0,68,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,17,100,4,14,100,18,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0
2012-02-01,7,0,0,0,0,10,0,0,0,0,4,75,0,0,0,0,0,8,0,12,0,0,100,0,0,0,0,19,0,14,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,19,0,10,15,0,38,0,0,0,0,0,0,0,0,13,0,0,69,9,0,0
2012-03-01,13,0,0,17,3,8,11,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,0,0,0,0,32,0,0,7,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,7,0,14,0,0,0,7,0,0,0,0
2012-04-01,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,0,15,18,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,5,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,12,0,0,0,0,4,0,4,0,0
2012-05-01,6,0,0,0,0,12,0,0,0,0,3,0,19,7,0,0,11,0,74,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,74,0,4,0,0,0,30,0,6,5,0,0,7,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,3,0,5,0,0
2012-06-01,6,0,8,0,0,9,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,16,0,6,0,0,0,0,0,100,0,0,0,0,0,0,12,0,0,4,0,0
2012-07-01,8,0,0,0,0,12,11,0,0,0,0,0,0,0,11,0,0,0,74,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,66,0,0,4,0,0,0,0,100,0,0,0,11,13,0,0,0,3,0,4,0,0
2012-08-01,0,0,0,0,0,7,21,0,11,0,3,0,0,3,0,16,0,0,74,0,13,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,6,0,16,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,3,0,8,0,0
2012-09-01,0,0,7,0,0,11,0,0,0,0,0,0,0,3,0,15,0,6,0,0,0,0,0,0,4,0,0,15,0,0,0,3,9,0,0,0,7,0,0,71,0,0,0,0,0,0,0,0,0,100,0,0,0,6,0,0,0,12,12,0,0,0,0,0,0,0,0,12,0,0,0,3,55,4,0,0
2012-10-01,13,0,0,13,8,8,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,3,0,0,0,0,6,0,0,0,11,3,0,0,0,0,0,7,4,0,67,0,3,5,0,0,0,3,11,0,0,0,0,0,0,0,0,0,53,9,0,3,0,3,0,0
2012-11-01,8,0,0,0,0,10,9,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,48,16,0,6,0,0,0,0,3,0,0,0,0,0,0,8,0,0,6,3,5,0,0,0,0,23,0,0,0,0,0,0,6,9,0,0,9,10,5,0,5,100,0
2012-12-01,8,0,0,14,3,9,38,0,9,0,3,0,0,0,9,0,0,0,66,9,11,56,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,100,0,5,0,0,0,27,0,5,4,0,0,0,0,0,0,0,83,0,12,0,0,100,0,0,0,0,9,0,0,19,0,0,0,3,0,0
2013-01-01,14,0,0,0,3,20,0,11,0,0,0,49,0,3,0,12,9,0,59,0,0,50,0,0,3,13,0,13,0,0,0,0,0,44,15,100,0,50,51,59,0,6,0,0,0,24,0,9,4,0,0,5,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,10,0,13,0,4,0,5,0,0
2013-02-01,5,5,7,0,3,20,0,12,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,11,58,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0
2013-03-01,5,0,0,0,4,13,8,0,0,57,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,8,0,0,0,0,0,0,59,0,0,0,0,0,24,0,4,5,0,0,0,0,5,0,13,0,6,10,0,13,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0
2013-04-01,5,0,0,12,0,11,8,0,0,0,2,47,0,2,8,0,8,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,8,0,0,95,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0
2013-05-01,8,0,6,0,2,11,7,9,0,0,0,0,0,2,0,11,0,0,0,0,9,45,60,3,3,0,9,0,0,0,0,2,7,40,0,0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0
2013-06-01,11,4,5,0,2,11,7,0,0,0,0,0,0,5,0,0,0,5,0,0,0,44,0,0,4,0,0,0,0,0,0,0,7,39,0,0,5,0,0,0,0,3,0,0,0,0,4,4,3,74,57,5,2,0,0,0,0,0,18,0,11,79,0,0,0,5,0,9,0,0,0,2,0,5,0,0
2013-07-01,5,0,5,0,2,13,7,0,0,0,4,0,0,2,0,0,0,4,0,7,9,42,56,3,0,0,9,11,0,8,0,0,0,0,0,0,0,0,0,50,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,11,0,0,68,0,7,0,9,0,0,0,2,0,3,0,0
2013-08-01,8,0,0,11,0,12,11,0,0,0,2,0,13,3,0,0,8,0,0,0,0,0,0,6,3,0,0,0,0,0,0,5,0,39,0,0,5,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,2,8,0,0,0,0,9,0,0,78,0,0,0,5,7,9,44,7,0,2,0,4,0,0
2013-09-01,6,0,5,0,0,18,7,0,0,0,2,0,0,3,0,0,7,0,0,0,0,41,0,0,3,0,0,21,14,8,0,2,7,0,0,0,5,0,0,0,8,2,0,0,0,0,0,4,6,0,0,0,0,4,0,0,61,5,9,0,0,0,0,0,0,7,7,0,0,7,0,2,0,3,0,0
2013-10-01,4,0,0,0,3,12,0,0,0,0,4,0,0,6,0,0,0,0,0,0,8,0,0,3,0,0,8,10,9,7,0,0,6,0,0,0,4,0,0,0,8,3,0,0,0,18,0,3,0,0,0,0,0,5,0,0,57,2,8,0,0,0,0,0,0,0,0,0,0,6,0,3,0,2,0,0
2013-11-01,4,3,5,0,2,13,0,0,0,0,3,0,11,4,0,0,0,0,0,6,12,0,0,0,3,0,0,10,0,7,60,0,6,0,0,0,4,0,0,0,0,6,0,0,0,19,0,3,3,0,100,4,0,4,0,0,0,3,8,0,10,0,0,0,0,0,0,8,40,7,7,0,0,4,71,0
2013-12-01,8,0,5,0,2,13,7,0,0,48,0,0,0,0,0,11,0,4,0,0,9,0,0,0,0,0,0,11,0,8,0,2,13,37,0,0,0,0,0,50,9,3,0,0,0,40,0,0,3,0,54,0,2,0,0,0,0,8,26,0,0,0,0,0,0,9,7,0,0,0,8,3,39,5,0,0
2014-01-01,4,0,0,0,2,12,6,0,0,0,2,0,0,4,0,0,0,4,44,0,0,37,0,3,2,10,0,9,9,14,0,2,6,100,0,0,0,0,0,0,8,3,0,0,0,18,0,0,4,0,0,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,6,8,75,0,0,0,0,2,0,0
2014-02-01,0,0,0,0,0,17,0,0,0,0,0,0,0,4,7,0,7,0,0,0,9,42,0,0,0,0,0,0,0,8,44,0,7,0,0,0,5,0,0,0,8,0,0,0,0,0,0,4,3,0,0,5,0,4,0,0,0,3,0,62,0,0,0,0,0,0,0,0,42,0,0,2,0,3,0,0
2014-03-01,4,3,5,0,2,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,3,3,10,0,10,0,0,0,2,9,0,0,0,0,0,0,46,0,3,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,4,0,0
2014-04-01,5,0,0,0,0,17,0,0,0,0,2,0,0,2,0,0,7,4,0,6,0,0,51,3,2,0,0,0,0,0,0,2,6,34,0,0,8,0,0,45,0,0,2,0,0,18,0,3,4,0,0,8,2,4,39,0,0,0,8,0,10,0,0,0,0,0,6,0,38,0,0,4,0,3,0,0
2014-05-01,3,0,0,0,2,16,18,0,6,0,2,0,0,3,0,0,6,7,43,0,7,36,0,0,0,0,0,0,0,0,37,2,11,32,0,0,4,0,37,86,0,6,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,57,0,4,0,7,0,0,7,2,33,3,0,0
2014-06-01,16,0,5,0,2,12,0,12,0,0,0,0,0,3,0,0,7,0,0,0,0,38,0,3,0,0,8,10,0,0,0,2,9,0,0,0,4,0,0,46,0,2,0,0,0,0,0,3,4,0,0,0,2,4,0,10,57,2,0,0,0,0,0,0,0,4,6,8,39,0,0,2,0,3,0,0
2014-07-01,6,0,5,0,3,15,6,0,6,0,2,0,0,2,0,0,7,0,45,12,8,94,0,3,0,0,0,14,0,7,0,2,6,33,11,0,0,0,0,44,0,2,0,0,0,36,0,3,0,0,0,0,0,4,0,0,0,2,0,56,0,0,0,0,0,0,0,8,0,6,0,2,0,9,0,0
2014-08-01,9,4,5,0,0,12,13,0,0,0,0,0,0,2,7,0,7,0,0,0,0,0,0,3,0,0,0,10,9,0,82,4,16,35,0,79,4,0,0,0,0,2,3,0,0,0,3,4,0,0,50,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,36,4,0,0
2014-09-01,7,0,0,0,0,13,13,8,0,43,3,0,0,4,0,9,0,0,0,0,0,0,50,0,0,0,0,10,0,0,0,2,12,33,11,0,0,0,39,89,0,0,0,0,0,0,0,3,3,63,0,4,4,4,0,10,0,4,8,0,10,0,0,0,0,8,0,0,0,10,0,4,0,7,0,0
2014-10-01,9,0,0,0,2,18,18,7,0,0,2,34,0,6,0,9,6,0,0,0,0,35,0,2,0,9,15,0,0,7,0,0,8,63,10,0,4,0,0,0,0,2,2,0,0,17,0,3,3,0,0,4,0,0,0,0,0,0,14,0,9,0,0,0,0,6,0,7,0,6,0,2,0,0,63,0
2014-11-01,5,3,9,0,3,18,0,0,0,0,0,0,11,2,0,0,0,0,43,6,7,37,0,0,2,0,0,9,0,14,0,2,0,0,11,0,0,0,0,0,0,2,0,0,0,17,0,3,3,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0
2014-12-01,7,7,0,0,2,12,19,0,0,0,2,0,0,6,0,0,7,0,0,0,8,0,0,5,2,10,8,10,0,0,39,4,6,0,0,0,4,39,0,0,0,7,3,0,0,28,3,3,0,0,48,4,0,4,0,10,0,0,8,0,10,0,0,0,0,6,6,8,0,0,0,2,35,2,0,0
2015-01-01,8,0,4,9,2,13,15,0,0,0,2,0,0,5,6,9,0,0,0,0,0,0,0,2,0,0,0,0,8,0,36,0,8,0,0,0,4,0,0,0,0,2,0,0,0,0,6,0,6,0,44,4,0,7,0,13,0,4,7,0,9,0,0,0,0,0,0,0,35,6,0,3,0,2,0,0
2015-02-01,4,3,5,0,4,18,0,0,0,0,0,39,0,8,7,0,7,4,0,6,8,59,0,3,0,0,8,20,0,0,0,0,9,0,12,0,9,0,0,0,0,2,3,0,0,19,3,0,4,0,50,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,10,0,0,0,0,2,0,5,0,0
2015-03-01,10,0,0,9,2,19,0,0,0,0,2,0,0,4,12,0,0,0,0,0,0,35,0,0,2,0,7,9,0,7,0,0,11,31,0,0,4,0,0,42,7,2,2,0,0,17,3,3,0,58,45,4,2,3,0,9,0,5,7,0,0,0,0,0,0,0,6,7,71,6,0,3,0,2,0,0
2015-04-01,8,0,0,9,2,18,24,7,6,0,3,0,0,2,6,0,0,7,0,0,7,0,0,0,2,0,0,9,0,0,0,2,6,0,0,0,4,0,36,83,0,2,0,0,0,0,0,3,6,0,0,4,0,5,0,0,0,9,7,0,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0
2015-05-01,8,0,0,8,3,15,5,0,0,0,0,0,10,3,0,0,6,0,0,5,7,33,0,2,2,0,10,8,0,0,0,2,8,0,0,0,0,0,0,39,0,2,2,0,0,0,3,0,5,0,41,4,0,5,0,0,0,2,7,0,0,0,0,0,0,4,6,7,0,6,6,2,0,2,0,0
2015-06-01,5,3,0,0,0,15,5,0,0,36,0,0,0,2,5,0,6,0,0,0,0,32,0,0,0,8,7,0,0,6,0,2,15,29,0,0,5,0,33,0,0,3,2,0,0,15,0,6,2,0,0,4,0,6,0,0,0,0,7,0,0,0,0,0,0,0,11,7,0,0,0,2,30,4,0,0
2015-07-01,7,0,0,0,3,17,8,0,0,0,0,31,0,2,0,0,6,3,0,7,6,32,0,2,2,8,0,8,7,0,32,0,10,28,0,0,5,0,33,0,0,0,0,0,0,15,3,3,2,0,40,3,0,0,0,0,0,6,7,47,8,0,0,0,0,3,0,7,32,5,6,3,0,5,0,0
2015-08-01,5,0,8,9,0,19,9,0,0,0,3,33,0,2,6,8,0,0,0,0,0,34,0,0,0,0,7,17,0,6,0,2,5,30,0,0,4,0,0,80,7,6,2,0,0,16,0,6,2,0,0,4,0,6,0,0,0,2,0,0,9,0,53,0,0,4,0,0,0,0,0,4,0,2,0,0
2015-09-01,5,3,0,8,2,18,8,7,0,0,2,0,0,3,6,0,0,3,39,0,0,33,0,0,0,0,0,0,0,6,0,2,10,29,10,0,0,0,0,0,7,2,2,0,0,0,4,6,2,0,0,7,0,6,0,0,0,4,7,48,9,0,0,0,0,4,6,14,0,6,6,2,30,3,0,0
2015-10-01,8,0,8,0,2,17,20,0,0,0,2,0,9,3,5,0,5,3,0,0,0,31,0,2,2,0,6,0,0,0,0,0,15,0,0,0,3,0,0,0,0,2,0,0,0,15,0,0,2,52,0,0,0,6,0,0,0,4,6,0,0,0,0,0,0,3,0,9,0,5,0,2,0,4,0,0
2015-11-01,9,0,7,8,2,19,0,0,0,0,3,31,0,2,5,8,5,6,0,8,6,32,0,2,0,0,0,8,0,0,0,2,7,56,9,0,0,0,0,0,0,4,2,0,0,0,3,3,2,0,40,3,0,3,0,8,0,0,0,0,8,0,0,0,0,7,0,11,32,0,12,2,0,3,58,0
2015-12-01,8,3,4,0,0,13,6,0,0,0,0,34,10,2,0,0,0,0,41,0,7,34,0,2,0,0,7,9,8,6,0,3,16,61,0,0,0,0,0,0,0,2,0,9,0,16,0,3,5,0,0,4,0,6,0,9,51,2,7,0,0,0,0,0,0,6,0,11,35,6,0,0,0,0,0,0
2016-01-01,7,0,4,0,2,15,10,6,0,0,2,0,0,2,0,8,0,0,0,7,6,0,0,2,2,0,0,8,7,6,0,2,5,0,0,0,3,0,0,0,6,2,0,0,0,15,0,5,0,0,0,3,0,3,0,0,0,3,6,0,0,0,0,0,34,5,0,6,61,0,0,2,0,2,0,0
2016-02-01,11,0,8,0,0,15,11,7,0,0,0,0,10,2,0,8,0,3,0,0,0,33,0,0,2,0,7,8,0,0,0,3,10,30,0,0,7,0,0,0,0,0,2,0,0,24,0,0,2,55,0,7,2,0,0,0,0,3,7,0,9,0,0,0,0,7,0,0,0,6,6,2,0,3,0,0
2016-03-01,6,0,4,0,2,17,13,0,0,0,0,30,0,2,0,0,0,3,0,0,6,0,0,2,0,0,6,0,0,6,0,2,15,27,0,0,0,0,0,0,0,2,0,0,0,15,0,3,2,0,0,7,0,0,0,0,45,0,6,0,0,0,0,0,0,3,5,6,0,10,6,3,0,4,0,0
2016-04-01,8,0,4,0,3,14,11,7,0,0,2,31,0,2,5,0,0,3,0,5,0,0,42,2,3,8,7,0,0,6,0,0,10,28,9,0,5,32,0,37,6,2,0,0,0,15,0,3,2,0,40,3,0,4,0,0,0,0,6,0,0,0,0,0,0,3,5,7,32,0,0,0,0,2,0,0
2016-05-01,6,3,4,0,2,11,5,0,0,0,3,28,0,2,5,7,5,7,0,9,0,0,0,4,2,0,0,18,0,0,0,1,16,51,0,0,3,0,0,0,0,2,0,0,0,14,0,3,2,0,0,6,0,3,0,0,0,2,6,0,7,0,0,0,0,0,0,12,0,5,0,1,0,3,0,0
2016-06-01,10,3,4,7,3,19,5,12,0,0,2,0,0,2,0,7,5,3,34,0,0,30,39,2,2,8,6,11,0,6,0,0,7,26,0,0,3,0,30,0,0,2,0,0,0,14,0,3,4,0,0,3,0,3,30,7,43,4,6,0,0,0,0,0,0,0,0,12,30,7,11,3,0,3,0,0
2016-07-01,4,0,4,8,2,14,8,0,0,0,5,31,0,5,0,0,0,0,0,5,0,31,41,0,2,0,0,8,0,0,32,2,15,0,0,0,3,0,0,0,0,3,2,8,0,0,3,3,2,52,0,3,2,3,0,12,46,4,6,0,0,0,0,0,0,7,5,6,0,5,0,2,0,2,0,0
2016-08-01,4,0,0,0,0,17,11,0,5,0,0,0,0,4,0,0,0,5,0,5,0,32,0,2,2,0,0,12,0,0,0,0,25,29,0,0,4,0,0,38,6,2,0,0,0,0,0,3,3,0,0,5,3,6,0,0,0,2,7,0,0,0,51,0,0,0,0,0,0,0,0,2,0,3,0,0
2016-09-01,5,0,0,0,2,16,5,0,0,0,0,32,0,4,0,0,0,3,0,5,0,0,43,2,2,0,0,8,0,6,33,3,10,29,0,0,4,0,34,0,0,3,0,0,0,16,0,3,5,54,41,4,5,0,0,0,0,2,7,0,0,0,51,0,0,4,6,7,0,6,12,2,0,2,0,0
2016-10-01,3,3,0,0,2,15,15,0,10,0,2,0,0,3,5,0,0,5,36,5,0,30,0,2,0,0,6,0,0,6,0,2,14,27,0,0,3,30,31,0,0,2,0,0,0,0,0,5,2,0,0,3,0,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
2016-11-01,6,0,0,8,2,18,11,0,5,0,3,0,9,2,0,0,0,3,73,0,6,47,0,0,0,8,0,0,0,6,0,3,10,0,0,0,0,0,0,37,0,7,2,0,0,0,0,3,2,0,0,5,0,3,0,8,0,4,9,0,8,0,0,50,0,0,5,6,0,5,0,0,0,2,0,0
2016-12-01,7,3,6,8,2,26,6,7,5,0,2,0,0,5,0,0,6,0,0,5,0,0,0,2,2,0,7,0,8,0,0,2,15,0,10,0,4,0,0,0,0,4,0,0,0,0,0,3,2,0,0,7,2,11,0,8,0,4,7,0,0,0,0,0,0,4,5,10,33,6,0,3,0,3,0,0
2017-01-01,11,0,4,0,2,19,5,0,0,0,0,29,9,5,0,0,5,0,0,5,0,29,0,0,2,0,6,15,0,6,30,2,16,26,0,59,3,0,0,0,6,4,0,0,0,0,0,0,2,0,0,3,0,6,0,7,0,0,6,0,8,0,0,0,0,3,0,6,0,0,6,1,0,7,0,0
2017-02-01,8,3,4,0,2,19,6,0,6,0,2,33,0,3,0,8,0,3,40,0,0,0,0,0,4,0,0,0,0,0,0,2,16,30,0,0,4,0,0,40,0,4,0,0,0,0,3,0,5,56,43,4,0,3,0,0,0,7,14,0,0,60,0,0,0,11,6,7,0,6,6,0,0,2,0,0
2017-03-01,5,0,4,0,0,16,5,6,5,0,2,0,0,6,0,0,5,3,35,5,6,30,0,3,3,0,13,0,0,6,0,2,14,27,9,0,0,30,0,70,6,2,0,0,0,28,0,5,2,0,0,0,2,3,0,0,0,3,6,0,8,53,0,0,0,5,0,12,0,0,0,2,0,2,0,0
2017-04-01,20,0,0,0,2,14,11,0,0,0,0,0,0,4,0,0,0,3,0,5,0,32,0,0,2,0,0,0,0,0,0,3,10,0,10,0,0,32,0,39,0,2,0,0,0,16,0,6,8,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,5,7,0,0,0,2,0,4,0,0
2017-05-01,8,0,0,0,2,16,5,0,0,0,2,0,0,2,0,8,5,0,0,0,6,30,0,0,3,0,0,0,0,0,0,2,9,27,0,0,3,0,31,36,6,0,0,0,0,0,3,3,6,50,0,3,0,4,0,0,89,4,0,44,0,0,0,0,0,0,5,6,30,5,0,3,0,2,0,0
2017-06-01,12,3,0,8,2,16,11,0,0,0,3,31,0,3,5,8,5,0,37,0,6,31,0,0,2,0,13,8,0,6,0,2,0,28,0,0,0,0,0,75,10,2,0,0,0,15,0,3,3,0,0,0,0,4,0,16,46,0,0,0,0,0,0,0,0,3,0,6,0,0,6,2,0,4,0,0
2017-07-01,17,0,0,0,2,23,11,7,0,0,2,0,0,4,0,0,6,4,39,0,7,33,0,2,2,0,0,0,0,6,0,3,5,58,0,0,4,0,34,0,0,2,2,0,100,16,3,3,11,0,0,7,2,3,0,0,0,4,7,0,0,0,0,0,0,4,6,7,33,6,0,2,30,2,0,0
2017-08-01,10,3,0,0,2,19,5,7,0,0,2,0,0,3,0,0,6,3,0,0,6,0,0,0,0,0,0,16,0,6,0,2,10,28,0,0,3,0,0,37,0,2,0,0,0,0,0,0,6,0,0,0,3,3,0,8,0,5,0,0,8,56,0,0,0,0,0,0,0,5,6,2,0,5,0,0
2017-09-01,10,0,4,0,2,12,6,7,0,0,2,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,10,29,0,0,0,33,0,39,7,2,2,0,0,0,0,6,5,0,41,4,0,3,0,0,0,2,10,0,0,0,52,52,0,4,5,7,0,0,6,2,60,3,0,0
2017-10-01,7,3,0,0,0,15,10,6,0,0,3,29,0,5,5,7,0,3,34,0,6,0,0,2,2,0,6,0,0,8,0,0,9,0,0,0,0,0,0,35,6,2,0,0,0,0,0,5,4,0,0,0,0,3,0,7,0,4,10,0,8,0,0,0,0,5,0,6,0,5,0,3,0,5,0,0
2017-11-01,7,3,4,15,2,15,5,0,0,0,2,30,0,3,5,0,5,3,36,0,12,30,0,2,3,0,6,8,7,6,0,2,10,27,0,0,0,0,32,0,0,4,2,0,0,15,0,3,4,0,0,3,0,6,0,0,0,2,9,0,0,0,0,0,0,0,0,6,0,8,6,2,0,2,0,0
2017-12-01,6,3,0,0,2,15,11,0,0,0,2,0,0,2,6,8,0,0,0,0,10,0,0,0,2,0,0,0,0,6,34,3,8,0,10,0,4,0,0,39,0,2,0,0,0,0,3,6,5,0,0,7,0,6,0,0,0,7,0,0,8,0,52,0,0,4,6,7,0,0,0,2,0,3,0,0
2018-01-01,10,0,4,0,2,14,15,6,0,33,1,43,0,4,10,7,5,4,0,0,0,0,0,2,4,0,0,0,7,0,0,1,5,0,0,57,6,0,0,0,0,3,2,0,0,0,2,0,4,0,36,0,0,5,0,0,0,2,12,0,0,0,0,0,0,3,5,6,29,5,5,2,0,3,0,36
2018-02-01,12,0,4,0,3,15,12,0,0,0,2,0,0,2,0,0,0,5,41,0,0,34,0,6,2,0,7,9,0,6,0,2,5,31,0,0,11,0,0,41,7,3,0,0,0,33,3,6,4,0,44,8,0,5,0,0,51,4,0,51,0,0,0,0,0,0,6,7,0,6,0,2,0,2,0,43
2018-03-01,4,0,0,0,0,10,16,7,0,0,3,0,0,2,0,8,0,0,0,5,0,31,0,0,3,0,0,8,7,6,0,2,15,28,0,0,0,0,0,37,6,2,0,0,0,22,0,0,3,0,0,3,0,74,0,8,0,2,0,0,8,0,0,0,0,3,0,0,0,5,0,2,0,2,0,0
2018-04-01,7,3,4,0,2,15,8,7,0,0,3,0,0,2,5,8,6,3,0,5,0,32,42,0,3,0,0,12,0,0,0,2,20,28,0,0,5,32,0,56,6,2,0,0,96,30,0,3,3,0,40,0,0,56,33,0,0,0,6,0,8,0,0,0,0,3,0,6,0,0,0,2,0,2,0,0
2018-05-01,4,3,0,7,2,15,5,0,0,0,2,0,8,2,5,7,5,3,33,0,0,28,0,2,4,0,0,14,0,0,0,0,4,25,0,0,3,0,0,33,6,3,0,0,0,14,2,2,2,47,36,0,3,34,0,11,0,3,12,0,0,51,0,0,0,0,5,6,0,0,11,1,0,5,0,0
2018-06-01,8,3,4,7,2,17,0,0,5,0,2,0,0,4,0,7,0,3,0,5,6,29,0,0,2,0,6,0,0,0,0,1,4,25,0,0,5,0,0,68,6,3,2,0,88,14,0,2,3,0,0,3,2,12,30,0,0,4,6,0,0,0,0,46,0,0,0,6,0,5,5,3,0,3,0,0
2018-07-01,4,0,0,0,2,13,5,6,5,34,2,29,0,5,7,0,0,5,0,0,6,30,0,0,2,0,0,11,7,0,30,2,7,0,0,59,3,0,0,35,0,2,2,0,0,0,5,3,3,0,0,5,2,14,0,0,0,4,6,0,23,0,0,0,0,0,0,6,30,0,6,2,0,4,0,0
2018-08-01,10,3,4,0,5,25,10,0,0,0,2,0,9,3,0,0,11,4,36,0,0,0,41,0,2,0,6,0,0,6,0,3,12,27,0,0,0,0,0,73,12,3,0,0,0,15,3,8,4,0,39,10,0,9,0,0,0,10,0,46,8,0,0,0,0,3,0,13,31,8,0,0,0,4,0,0
2018-09-01,9,0,4,0,2,15,8,0,0,72,2,32,0,5,5,8,6,6,0,0,0,0,0,2,2,0,0,8,0,6,0,2,23,57,9,0,5,0,0,57,0,0,2,0,98,0,0,3,6,0,0,0,0,7,0,0,0,4,7,0,0,57,0,0,0,3,0,0,32,5,0,2,0,2,0,0
2018-10-01,11,3,4,15,2,17,15,0,0,0,2,0,0,2,13,7,0,5,35,5,6,0,40,2,0,8,0,8,0,0,0,0,7,54,9,0,5,0,0,0,6,3,0,0,0,14,0,5,2,0,0,3,0,8,0,0,0,2,15,0,0,0,0,0,0,3,5,6,0,8,0,2,28,3,0,0
2018-11-01,5,0,4,0,4,18,0,7,5,0,4,31,0,2,5,8,5,5,0,0,13,31,0,0,2,0,0,0,7,0,0,2,0,28,0,0,0,32,0,37,0,6,2,0,0,30,0,3,5,0,0,5,0,4,32,0,0,5,0,0,8,0,49,0,0,3,8,6,0,0,0,3,0,4,57,0
