date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-01-01,54,0,0,0,16,27,21,0,0,0,0,21,0,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,0,0,63,0,0,25,47,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,29,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,38,0,0,34,21,23,0,0,0,0,22,0,0,14,0,0
2010-02-01,37,0,47,0,33,53,47,0,0,0,0,0,0,0,0,22,0,36,18,0,35,19,0,0,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,0,18,33,0,0,0,0,95,0,23,0,0,24,0,0,0,0,10,0,0,0,24,0,0,0,0,0,11,0,33,41,0,0,0,0,0,0,0,0,0,0,0,23,36,23,25,24,0,0,0,36,0,0,15,0,0
2010-03-01,31,0,0,0,15,23,21,58,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,37,22,0,40,23,0,0,0,0,0,0,0,0,0,60,16,0,0,0,0,0,0,0,0,0,28,0,0,23,0,0,9,0,0,0,0,0,0,19,37,0,17,0,0,18,0,0,13,0,0,21,0,0,0,36,0,63,33,0,0,0,0,0,78,65,30,0,14,0,0
2010-04-01,21,0,0,39,16,32,44,0,0,0,0,0,0,30,25,0,0,0,0,0,0,18,0,0,39,0,0,0,0,25,0,0,0,21,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,20,0,0,0,33,0,0,0,0,0,7,0,0,15,0,0,41,0,0,22,0,0,0,0,0,22,35,22,0,23,0,0,82,0,0,0,44,0,0
2010-05-01,25,0,23,41,25,19,23,0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,41,0,0,0,0,0,38,52,0,0,0,35,23,0,0,0,18,0,0,0,0,36,0,0,0,0,0,24,0,52,0,0,11,29,0,0,23,0,0,21,41,0,15,0,0,31,0,0,0,0,0,23,0,0,0,41,0,23,0,0,25,0,0,0,0,48,0,0,23,0,0
2010-06-01,24,0,0,44,18,30,25,71,0,0,0,24,0,0,0,24,0,0,0,0,0,20,0,0,0,0,0,0,0,28,41,56,0,48,0,0,0,0,0,0,19,0,0,0,0,39,0,0,0,0,0,27,0,0,0,0,35,0,0,0,26,0,0,23,0,0,8,0,0,17,0,0,16,0,0,0,0,68,0,0,0,50,0,0,0,0,0,0,0,35,0,0,34,0,0
2010-07-01,33,0,0,0,0,40,0,0,0,0,27,25,0,35,58,25,26,0,0,0,39,21,0,0,0,0,0,0,50,0,0,0,0,25,0,0,26,0,0,0,20,0,0,0,0,0,0,0,26,0,0,27,0,0,0,0,18,0,0,0,0,0,0,0,45,0,8,35,0,17,0,0,16,0,0,0,0,0,0,0,0,26,0,25,0,27,0,0,0,53,0,0,34,0,0
2010-08-01,46,0,0,0,16,24,65,0,0,0,0,21,0,0,24,21,0,0,0,0,0,18,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,33,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19,0,0,7,0,31,24,0,0,14,0,0,0,0,0,0,0,0,21,0,0,0,45,0,0,0,45,0,0,19,0,0
2010-09-01,22,59,21,0,15,31,21,58,0,76,21,61,0,28,24,0,0,32,0,0,0,0,0,0,37,0,0,0,21,0,34,46,0,20,0,31,0,0,0,60,16,0,0,0,46,0,0,100,21,0,0,0,0,0,0,0,29,0,0,38,0,0,32,38,0,0,10,29,0,14,0,31,20,0,0,21,0,0,0,37,0,0,33,20,22,0,0,63,0,0,30,0,35,0,0
2010-10-01,30,0,21,36,37,19,21,0,0,0,0,40,0,0,23,20,0,0,0,0,0,17,0,0,0,37,0,0,0,0,0,45,0,39,0,0,0,0,0,59,24,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,18,0,0,7,28,29,34,0,0,64,0,0,20,0,56,0,0,0,20,0,40,21,0,0,0,0,21,0,0,14,0,0
2010-11-01,34,0,0,0,29,24,40,0,0,0,0,39,0,0,0,19,0,0,0,0,0,0,0,0,0,72,21,0,0,0,0,0,0,0,0,29,0,0,0,0,16,29,0,0,0,0,0,0,20,0,0,0,0,22,0,0,9,100,0,0,20,0,0,18,0,0,13,0,0,13,0,0,19,0,0,0,0,0,62,0,0,20,31,20,0,21,0,0,0,0,0,95,13,0,0
2010-12-01,26,59,21,73,38,15,21,0,0,0,21,20,0,28,0,0,0,32,0,0,0,17,0,0,0,0,22,0,20,0,0,46,28,0,0,31,0,0,0,0,16,30,0,0,46,32,0,0,21,0,0,0,0,23,0,0,19,52,0,0,21,0,0,0,73,0,11,29,0,28,0,0,13,0,0,0,0,0,0,73,0,21,0,0,0,22,0,0,0,22,30,0,18,0,0
2011-01-01,29,0,17,0,25,39,52,48,0,0,0,16,0,0,0,16,17,26,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,16,0,0,0,0,0,0,26,25,20,0,0,40,0,0,0,45,0,18,20,0,0,0,12,21,0,31,0,0,26,15,0,0,11,0,24,34,0,0,21,0,0,17,0,0,0,0,0,17,0,17,18,18,0,0,0,18,0,0,23,0,96
2011-02-01,34,51,36,31,39,24,0,50,0,0,0,34,0,0,30,0,0,0,14,0,0,14,0,0,0,0,38,0,17,0,29,40,0,0,0,0,18,0,0,52,21,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,13,0,0,32,0,99,0,16,0,0,9,24,0,24,0,0,11,0,0,18,0,0,0,31,0,18,0,0,19,37,0,0,67,28,0,0,0,0,100
2011-03-01,10,0,16,0,18,40,33,0,0,0,0,31,0,22,37,16,0,0,0,0,0,13,0,0,0,0,35,0,16,19,0,0,22,0,0,49,33,0,0,0,13,0,19,0,0,25,0,77,32,0,22,17,0,0,0,0,26,20,0,0,0,0,0,0,28,0,11,0,23,14,0,0,10,0,0,16,0,0,0,29,0,0,0,0,17,34,0,0,61,50,23,0,22,0,0
2011-04-01,23,0,0,31,19,24,18,0,0,0,0,17,0,0,20,17,18,0,0,0,27,14,0,0,0,0,0,0,0,20,29,39,24,0,0,27,18,41,0,0,14,0,0,0,0,27,0,85,0,0,0,18,0,0,0,0,13,22,0,32,18,100,0,32,0,0,14,0,0,31,0,0,11,0,27,18,0,0,0,0,0,17,56,17,19,19,0,0,0,55,25,0,12,0,0
2011-05-01,32,0,0,30,0,20,0,0,0,0,0,16,0,0,38,16,17,0,39,0,0,14,0,0,0,0,18,0,17,19,0,38,0,0,0,0,0,0,0,0,0,24,20,74,0,0,0,0,0,0,0,18,0,0,0,0,26,0,0,30,0,0,0,0,0,0,22,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,27,17,18,18,0,0,0,17,48,0,17,71,0
2011-06-01,46,56,0,0,0,39,0,0,0,0,0,0,0,0,0,28,20,31,15,0,30,16,0,0,0,0,42,0,19,0,32,44,0,56,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,27,0,0,0,0,0,13,0,0,35,0,0,0,0,34,0,19,0,28,13,0,0,0,0,0,0,0,0,0,0,0,39,46,0,0,21,0,0,0,31,28,0,13,0,0
2011-07-01,25,0,0,34,42,28,20,54,0,0,20,38,0,0,22,0,0,0,15,0,0,16,0,0,0,0,0,0,19,22,0,0,0,37,100,0,0,0,0,0,30,0,0,0,0,30,0,0,19,0,27,20,0,65,0,0,15,0,0,0,20,0,0,0,34,0,28,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,21,0,0,59,0,47,0,0,34,0,0
2011-08-01,28,0,17,0,36,43,33,0,0,30,0,40,37,34,19,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0,0,37,34,0,0,0,0,39,0,48,26,0,0,0,0,0,0,0,16,0,0,17,0,0,0,0,30,0,0,30,34,0,0,15,0,0,11,0,0,29,0,0,16,0,0,0,0,0,0,29,0,33,26,16,18,0,0,0,62,34,24,0,18,0,0
2011-09-01,42,0,0,29,12,35,17,0,0,30,0,40,0,0,19,0,0,0,0,0,0,0,0,0,29,29,35,0,16,0,27,37,0,16,0,0,0,0,0,0,13,24,0,36,0,0,68,0,0,0,22,0,0,18,100,0,12,20,0,0,33,0,0,0,29,0,14,23,0,22,0,0,21,0,0,16,0,0,0,29,0,0,0,40,17,17,0,50,0,17,0,0,16,0,92
2011-10-01,47,45,16,0,23,31,40,89,0,0,0,15,0,0,18,16,0,0,0,100,24,13,0,0,0,57,17,0,0,0,26,0,22,15,0,24,0,37,0,0,19,23,0,35,0,25,0,0,16,0,43,0,0,35,0,0,25,20,0,0,16,0,0,14,0,0,16,22,0,25,0,0,27,0,0,16,0,43,0,28,0,0,38,31,0,17,0,0,59,27,45,0,28,0,0
2011-11-01,30,0,24,0,17,47,24,0,0,0,0,15,0,0,0,0,0,0,0,0,24,13,0,0,0,29,17,0,23,0,0,71,22,0,0,24,0,0,0,0,31,46,0,0,0,25,0,0,16,0,0,0,0,18,0,0,22,0,73,0,0,0,24,14,0,41,5,0,0,16,0,0,17,0,0,16,0,0,0,0,0,16,50,23,0,34,0,0,0,25,23,0,11,0,0
2011-12-01,73,0,0,0,23,37,17,0,0,0,17,16,37,0,0,16,17,0,0,0,0,0,0,0,0,30,0,0,16,0,26,0,22,0,0,0,16,38,0,0,13,0,0,36,0,0,67,0,16,42,0,0,0,18,0,0,17,40,76,0,17,0,0,0,0,0,19,22,23,25,0,0,10,66,0,16,0,0,0,29,0,32,25,16,0,17,0,0,0,17,23,0,11,0,0
2012-01-01,23,0,0,26,11,28,30,0,0,27,0,29,33,0,34,28,0,0,11,0,0,12,0,0,0,0,16,0,14,0,0,33,0,14,0,22,30,0,0,0,40,0,0,0,33,0,0,71,15,0,20,15,0,16,0,0,20,18,67,0,0,0,0,13,26,0,13,0,21,29,0,22,12,0,22,22,0,0,0,0,0,15,23,0,0,16,0,0,0,15,0,69,10,0,0
2012-02-01,42,0,0,0,22,22,31,43,0,28,16,22,68,0,17,0,16,0,0,0,0,25,0,0,0,0,16,0,15,17,0,0,0,15,0,0,0,0,0,45,53,0,0,0,0,24,0,0,15,0,21,0,18,17,0,0,12,0,70,0,16,0,0,28,27,0,8,0,22,20,0,23,16,0,0,0,0,0,0,0,0,20,24,15,16,24,0,0,0,32,22,0,10,0,0
2012-03-01,31,0,29,26,32,32,37,0,0,0,0,23,0,0,33,14,22,23,0,0,0,0,0,0,0,0,16,0,0,33,0,33,20,14,0,22,15,34,0,42,23,0,0,0,0,0,0,0,0,0,20,15,0,16,0,0,26,0,0,0,15,0,0,26,25,0,18,0,21,14,0,0,12,0,22,0,0,0,46,0,0,14,23,29,15,15,0,0,55,20,41,0,16,0,0
2012-04-01,39,0,0,0,11,22,31,43,0,0,0,40,0,20,17,15,16,24,12,0,23,0,0,0,27,0,16,0,0,18,0,34,0,0,0,0,0,36,0,0,24,0,18,0,34,0,0,0,31,0,0,0,18,17,0,0,7,19,0,28,23,0,0,21,0,0,8,0,22,20,0,0,10,0,23,15,0,0,0,0,0,15,24,15,0,33,0,0,57,32,0,0,31,0,0
2012-05-01,14,42,0,26,16,27,15,0,0,0,15,19,0,0,17,14,15,0,0,0,0,0,0,0,0,0,32,0,15,0,0,33,20,0,0,0,15,35,0,0,29,0,0,0,0,23,0,0,15,39,0,21,0,17,0,0,11,0,0,0,0,0,0,14,0,0,22,0,21,20,0,0,23,0,0,0,0,40,0,0,0,0,0,29,32,0,0,0,0,61,21,0,20,0,0
2012-06-01,31,0,0,0,30,23,33,0,0,0,0,16,0,22,19,16,34,0,0,0,0,13,0,0,0,0,26,0,24,0,0,0,0,16,0,0,0,0,0,0,32,0,0,0,0,26,0,0,16,0,0,35,19,18,0,0,22,0,75,30,17,0,25,22,29,0,14,0,0,11,0,25,26,0,25,33,0,0,0,0,0,16,0,0,17,35,0,0,0,34,23,0,33,0,0
2012-07-01,24,0,16,29,29,28,41,0,0,29,0,0,0,22,18,16,17,0,12,0,0,0,0,0,0,0,0,0,27,0,0,36,0,0,0,49,0,38,0,0,13,23,0,71,36,0,0,78,16,0,0,17,0,0,99,0,37,20,0,0,16,0,0,15,0,0,0,0,0,21,0,0,10,66,0,16,0,0,0,0,0,0,0,16,26,26,0,0,0,67,23,0,22,0,0
2012-08-01,47,0,22,26,27,30,22,0,0,26,15,43,0,20,0,0,0,0,11,0,0,12,0,0,52,0,0,0,14,17,0,98,0,0,0,0,15,0,0,43,34,21,0,32,32,0,0,70,15,0,20,21,0,33,0,0,11,18,0,26,15,0,0,13,26,0,6,20,0,13,0,0,14,0,0,15,0,40,0,0,0,22,0,50,16,15,0,0,0,40,21,0,23,0,0
2012-09-01,49,0,0,0,26,41,59,41,0,0,15,35,0,20,0,21,0,23,0,0,0,12,0,0,26,26,46,0,14,0,0,32,20,0,75,0,0,0,0,0,28,0,0,0,0,23,0,0,15,0,0,30,0,16,0,0,15,18,0,26,15,82,0,13,0,0,17,20,0,10,0,0,27,0,0,29,0,0,0,0,0,29,23,21,16,15,0,0,0,40,28,0,26,61,0
2012-10-01,54,0,0,23,39,24,20,0,0,0,0,13,0,0,15,0,13,20,0,0,0,11,0,0,23,0,14,0,26,0,0,30,27,13,0,20,13,32,0,38,26,0,0,48,0,20,0,0,13,0,18,0,15,15,0,0,18,0,0,24,22,0,0,12,24,0,11,18,19,26,0,0,58,0,0,13,0,36,0,35,0,26,28,26,14,21,0,0,0,14,25,0,18,0,0
2012-11-01,29,0,14,24,30,39,14,0,0,25,14,18,0,18,23,13,14,21,10,0,0,17,0,0,24,0,14,0,27,16,0,30,19,13,0,21,0,0,0,0,11,0,0,30,30,21,0,0,0,0,19,29,0,15,0,0,9,0,0,0,28,0,0,12,48,71,9,0,19,33,0,0,20,55,20,21,13,0,0,24,0,14,22,34,14,14,100,0,0,24,19,0,32,57,77
2012-12-01,27,0,0,0,10,31,29,0,0,26,15,28,0,0,0,14,15,22,0,0,0,12,0,0,25,0,30,0,14,0,23,32,19,14,0,21,0,34,0,0,22,0,0,0,31,22,0,0,28,0,0,30,0,16,0,0,24,0,0,39,0,0,0,13,0,0,22,0,20,35,0,21,12,0,0,14,14,0,0,100,0,28,22,14,15,30,0,0,0,20,20,0,13,0,0
2013-01-01,24,0,13,22,50,32,50,0,0,0,13,24,0,17,14,0,0,19,0,0,0,10,0,0,22,0,20,98,12,14,0,28,17,24,0,19,25,0,0,36,14,0,0,0,0,19,0,0,25,0,0,39,15,14,0,0,13,31,0,22,0,0,0,11,22,0,10,17,0,19,0,0,10,0,19,12,12,0,59,22,0,17,20,12,26,20,0,0,0,13,18,59,14,0,0
2013-02-01,33,40,0,25,56,33,14,0,0,0,14,41,0,19,32,13,28,22,11,0,0,0,0,0,25,0,15,0,14,0,45,31,0,13,0,0,14,0,0,41,38,0,0,31,0,0,0,0,14,0,0,15,16,0,0,0,10,26,0,25,14,0,0,0,25,0,8,19,20,18,0,0,18,57,0,14,13,0,0,24,0,32,33,34,0,15,0,0,0,24,20,0,22,0,0
2013-03-01,32,36,25,22,27,32,51,35,0,0,13,36,0,26,14,12,0,0,19,0,19,0,0,0,0,22,13,0,18,0,0,28,0,12,0,19,0,30,0,0,24,0,0,28,0,0,0,0,13,0,0,40,0,14,0,0,8,16,0,0,13,70,0,11,0,0,18,0,0,14,0,0,11,0,0,0,0,0,0,0,0,38,20,12,0,40,0,0,0,26,0,0,22,0,71
2013-04-01,40,0,25,44,64,28,38,0,0,0,13,24,0,0,0,12,26,29,13,0,19,0,0,0,22,0,13,0,12,0,0,28,17,12,0,19,13,30,0,0,34,18,15,0,0,19,0,0,12,33,17,13,0,0,0,0,21,16,0,30,26,0,19,11,0,0,8,0,18,17,0,0,34,51,0,13,12,34,79,0,0,25,20,12,13,0,0,0,47,30,24,0,22,0,0
2013-05-01,22,0,13,52,51,34,45,36,0,34,0,25,0,17,29,12,13,20,10,0,19,0,0,0,0,0,14,0,12,0,0,28,17,12,0,0,13,30,0,0,29,18,0,70,0,20,52,61,13,0,0,13,0,14,0,0,9,0,0,23,0,0,0,0,22,0,20,17,18,38,0,0,8,0,0,13,0,0,41,0,0,17,0,31,0,13,0,0,0,20,18,60,25,53,72
2013-06-01,24,0,0,25,21,40,22,0,0,26,0,18,32,0,24,27,0,22,11,0,0,0,0,0,0,51,15,0,21,0,0,32,0,14,0,21,14,0,0,41,27,0,0,62,0,22,0,0,14,0,0,15,0,16,0,0,13,26,0,0,29,0,0,13,25,0,14,19,0,41,0,0,13,0,0,14,0,0,0,25,0,19,23,42,30,15,0,0,0,22,20,0,32,0,0
2013-07-01,29,0,41,36,20,32,14,38,48,49,0,31,0,18,23,0,14,21,10,0,0,22,0,0,0,0,43,0,13,0,0,0,18,13,69,0,14,0,0,0,16,20,16,30,30,21,0,0,14,0,19,14,16,15,0,0,12,17,0,24,14,76,21,12,24,0,7,19,0,30,0,0,9,0,0,27,13,0,0,0,0,14,21,33,14,14,98,0,0,28,29,0,48,0,0
2013-08-01,29,0,13,22,41,38,25,0,0,45,13,12,0,0,28,0,19,0,10,77,19,10,0,0,22,22,13,0,12,14,0,28,0,12,0,19,0,0,0,36,34,0,0,54,27,0,51,0,25,0,0,13,0,0,0,0,11,15,0,22,13,0,0,11,44,0,8,0,27,36,0,0,35,0,0,0,0,0,0,0,0,25,39,24,13,13,0,38,47,30,30,59,58,0,0
2013-09-01,52,0,37,21,35,39,18,34,0,0,12,27,27,24,14,29,12,31,0,0,0,0,0,0,21,0,17,0,12,14,0,41,49,12,0,37,0,0,0,35,47,17,0,27,0,19,0,58,24,0,17,25,0,20,0,0,33,15,0,22,12,0,0,0,32,0,11,0,35,29,0,0,18,0,0,0,0,0,0,0,0,24,29,36,0,26,0,0,0,21,17,0,32,0,69
2013-10-01,45,33,18,0,30,42,47,0,0,0,12,19,26,16,13,56,12,0,14,0,54,10,0,0,0,0,19,0,11,0,0,26,16,34,0,0,12,28,0,0,32,17,0,26,26,18,0,56,47,0,32,29,14,13,0,0,16,15,0,21,18,0,18,0,0,31,15,0,0,36,0,0,49,0,0,23,11,0,74,21,18,19,28,46,12,29,0,0,0,20,33,0,23,0,0
2013-11-01,38,0,24,21,35,46,24,0,0,0,12,17,0,32,14,23,18,19,0,0,0,10,0,0,21,21,13,0,0,0,20,80,16,11,0,0,0,0,0,35,18,34,0,0,26,0,0,57,0,0,0,13,0,27,0,31,13,45,0,0,16,0,0,11,42,31,9,16,17,21,0,0,20,0,0,0,0,0,38,42,0,12,19,41,13,25,0,0,45,29,23,0,27,0,0
2013-12-01,29,35,0,0,18,35,37,34,0,0,13,18,27,17,14,30,19,19,9,76,19,10,0,0,0,0,20,0,12,0,20,37,25,12,0,19,12,29,0,36,24,18,14,27,27,19,0,0,12,0,0,19,14,14,0,0,22,15,0,22,0,0,0,22,0,0,22,17,18,30,0,19,8,0,0,18,0,0,0,22,19,18,58,24,13,17,0,0,0,19,44,58,8,0,0
2014-01-01,31,32,22,0,48,43,28,0,39,0,11,36,25,0,13,16,0,17,9,0,0,9,0,0,20,0,24,0,11,0,0,0,15,11,0,0,17,26,0,32,13,0,0,24,24,17,0,0,77,0,15,0,0,16,0,0,15,28,51,0,19,0,17,15,0,0,12,0,42,15,0,0,14,0,0,17,11,0,0,0,0,22,17,38,12,29,0,68,42,29,37,0,22,46,0
2014-02-01,43,0,13,0,18,35,51,35,0,0,0,29,28,17,14,0,13,0,0,0,0,0,0,0,0,0,22,0,25,0,0,28,17,12,0,19,13,30,0,37,39,18,0,27,0,0,0,0,19,0,0,13,0,0,0,33,12,31,0,23,13,0,0,12,0,0,13,0,36,19,0,0,16,0,19,13,0,0,0,0,0,21,0,19,0,0,0,0,0,17,45,0,31,0,0
2014-03-01,36,0,0,40,20,37,11,32,0,0,12,33,25,15,21,11,0,17,13,0,17,0,0,0,20,20,12,0,11,13,0,50,16,11,0,17,0,26,0,0,26,33,0,24,0,0,0,0,23,29,0,24,13,13,0,29,17,14,0,20,11,0,0,10,20,0,7,0,0,22,0,0,18,0,0,11,0,0,0,20,0,28,18,39,12,12,0,0,42,43,0,0,25,0,0
2014-04-01,35,0,24,48,43,35,30,0,0,0,0,46,0,16,20,11,12,18,0,0,18,0,0,0,0,0,31,0,12,13,19,26,16,34,0,0,0,42,0,35,55,0,0,52,0,0,0,0,29,0,0,12,0,13,0,0,13,15,0,64,24,0,0,16,21,0,20,0,0,34,0,18,7,0,0,36,11,32,0,21,18,18,46,52,12,12,0,0,0,37,34,0,39,0,0
2014-05-01,55,33,12,31,17,66,30,33,0,21,12,23,26,16,40,23,0,30,9,0,18,0,0,0,21,0,19,0,12,0,0,26,16,17,0,18,12,28,0,34,27,17,0,26,0,18,48,0,23,0,0,12,0,20,0,0,9,29,0,0,12,0,0,16,21,0,22,0,17,28,0,0,12,0,0,0,11,32,0,21,0,12,31,11,25,12,0,0,0,32,17,0,34,0,0
2014-06-01,63,0,14,24,20,36,20,37,0,24,14,26,0,0,0,0,14,21,10,0,0,11,0,0,24,0,14,0,20,0,0,0,0,13,0,0,20,32,0,39,26,19,0,0,0,0,0,0,13,0,18,28,0,15,0,0,6,17,0,24,20,0,0,16,0,0,12,0,0,44,0,0,8,0,0,13,0,37,0,0,0,13,21,0,14,14,0,0,50,28,38,64,57,0,0
2014-07-01,50,39,14,36,30,30,55,0,49,37,14,54,31,19,16,13,14,0,11,0,21,15,0,0,0,0,24,0,0,0,22,0,19,0,0,31,14,0,0,0,64,0,0,30,30,22,0,66,14,0,19,14,0,0,83,36,13,26,64,0,0,0,0,29,24,0,20,19,39,15,0,0,13,56,0,14,13,37,0,24,0,14,44,34,34,29,0,0,0,43,20,0,70,0,0
2014-08-01,61,36,0,22,41,37,19,0,0,23,0,28,0,17,14,24,13,19,0,0,0,0,0,0,22,0,26,97,0,0,20,56,0,12,64,0,13,0,0,54,29,0,0,36,0,19,0,0,25,0,17,13,15,28,0,0,11,15,0,37,13,0,0,34,22,0,16,17,0,27,18,0,13,0,0,12,12,0,0,66,0,21,29,49,13,17,0,0,47,39,18,59,36,0,0
2014-09-01,90,35,12,21,40,46,37,34,43,22,0,16,27,16,14,23,12,19,12,0,18,0,0,97,21,22,26,0,18,0,20,0,0,12,0,18,0,29,0,35,37,18,0,53,0,38,0,58,12,0,0,26,0,20,0,0,13,15,0,44,12,0,0,11,21,0,8,17,17,27,0,18,28,0,18,12,0,33,0,0,0,18,76,24,13,21,0,0,0,29,26,0,35,0,0
2014-10-01,90,0,36,21,51,53,47,66,0,0,12,15,26,24,13,17,0,18,9,0,18,9,0,0,21,0,12,0,15,0,0,26,16,22,0,18,12,28,0,0,23,34,0,26,0,27,0,56,18,0,16,12,0,0,0,0,12,29,0,21,12,0,0,11,27,0,10,0,17,13,0,0,37,0,0,18,11,0,37,21,0,23,37,29,0,12,0,0,0,20,33,0,18,0,0
2014-11-01,48,0,12,21,30,34,24,0,0,22,12,27,27,33,54,0,0,19,18,0,0,10,0,95,28,21,13,0,12,0,26,53,16,11,0,18,12,0,0,0,23,17,0,26,27,19,0,58,36,0,16,25,0,13,0,0,11,0,0,22,12,0,0,11,21,31,15,16,34,37,0,0,23,0,0,12,0,0,0,43,0,16,31,24,39,25,0,37,0,29,68,0,21,100,0
2014-12-01,56,35,12,21,48,37,18,50,0,0,0,12,27,24,14,17,12,0,14,0,0,0,40,0,0,0,13,0,12,0,20,27,0,23,0,18,0,0,0,35,47,0,0,0,0,18,0,0,12,0,0,25,0,13,73,0,24,0,0,0,12,0,0,0,0,0,0,0,17,48,0,18,23,0,18,30,0,0,0,21,0,12,56,24,0,34,0,36,0,29,23,0,21,0,0
2015-01-01,86,0,11,19,100,59,33,0,0,0,11,57,0,15,12,16,0,17,8,0,0,0,0,0,19,0,12,0,29,0,0,49,0,11,0,33,33,26,0,0,30,16,0,32,0,17,45,0,11,0,15,12,0,12,0,0,17,27,0,26,11,0,0,15,19,0,19,0,16,36,0,0,7,45,0,22,0,0,0,19,0,29,17,44,0,15,0,0,0,30,23,0,37,0,0
2015-02-01,36,0,12,21,57,53,48,33,0,22,0,27,27,16,14,12,12,37,37,0,0,10,0,0,42,0,25,0,0,20,33,36,0,12,0,18,12,28,0,35,28,17,0,44,0,19,0,0,24,0,16,19,14,67,0,31,7,0,0,32,12,0,18,22,21,0,18,17,0,48,0,18,26,49,0,0,0,0,0,21,0,12,50,24,0,21,89,0,0,29,17,0,29,51,67
2015-03-01,44,32,11,38,71,52,22,0,0,20,0,21,24,0,18,42,0,17,0,0,17,0,0,0,0,0,17,0,11,0,18,49,15,10,0,16,11,26,0,32,21,16,0,32,24,34,0,52,11,28,15,15,0,12,0,28,17,27,0,20,18,0,0,20,19,0,14,15,32,43,0,0,16,0,0,33,0,30,0,19,0,33,29,21,12,50,0,0,0,19,16,0,39,0,0
2015-04-01,48,0,11,30,57,44,28,32,0,20,0,40,25,15,13,22,0,47,13,0,0,0,0,0,40,20,0,88,22,13,0,38,0,43,0,17,23,0,0,33,30,0,13,49,0,0,0,0,22,0,0,12,0,13,0,0,14,42,0,20,23,0,0,20,20,0,14,15,0,22,0,0,12,0,0,11,0,0,0,0,0,15,53,28,0,24,0,0,0,43,16,0,28,0,0
2015-05-01,57,0,0,33,37,50,62,0,0,0,0,25,25,30,25,16,23,17,14,0,0,9,0,0,0,20,24,89,26,13,18,38,0,11,0,17,11,0,0,0,22,16,0,37,25,18,0,0,17,0,0,16,13,13,0,0,9,14,0,20,11,63,0,10,20,0,15,16,16,30,0,0,12,0,0,23,0,31,0,0,0,23,41,44,12,16,82,0,42,47,16,0,50,0,0
2015-06-01,66,35,12,22,40,52,50,34,0,0,13,36,0,17,28,12,13,77,29,0,0,10,0,0,22,22,31,0,18,0,0,28,17,47,0,19,19,0,0,0,33,0,14,0,0,0,0,0,25,0,0,13,0,23,0,0,13,15,0,0,44,0,0,11,22,0,10,0,0,30,0,0,15,50,0,12,12,34,0,0,0,12,19,24,13,19,0,0,46,38,18,58,71,0,0
2015-07-01,56,0,0,0,32,49,44,0,44,23,0,30,0,17,21,12,13,77,10,0,0,10,0,0,22,23,31,0,37,0,21,28,17,12,0,0,13,0,0,36,43,0,15,54,41,0,0,0,25,32,0,13,15,21,0,0,6,16,0,45,13,0,0,28,22,0,18,17,0,41,0,0,16,0,0,13,12,0,0,0,0,12,20,12,26,26,0,76,0,39,27,0,75,0,0
2015-08-01,73,34,18,0,21,54,24,33,42,43,0,19,26,24,13,0,12,37,0,0,0,10,0,0,0,0,13,0,23,13,19,27,0,11,0,18,0,28,0,0,41,0,0,52,0,18,49,0,23,0,0,0,0,13,0,0,8,30,0,0,12,0,0,11,0,0,17,16,17,34,0,0,11,0,18,0,11,32,0,0,0,0,19,35,17,21,0,0,0,37,17,0,71,49,0
