date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2015-09-01,64,33,24,0,21,44,24,49,0,42,12,19,0,16,13,17,24,27,18,0,0,0,0,0,21,21,37,0,11,0,0,26,16,34,0,35,24,27,0,34,18,0,0,26,25,36,48,0,17,0,0,12,0,30,71,0,12,0,0,21,29,0,0,0,20,0,10,16,17,28,0,0,22,48,0,12,11,0,0,21,18,35,18,17,0,29,0,0,43,36,17,0,49,0,65
2015-10-01,62,0,11,20,33,52,34,63,0,0,0,29,25,15,26,11,0,17,0,0,17,9,0,0,20,40,0,0,22,0,18,50,0,11,0,0,11,27,0,66,22,16,0,25,0,17,0,54,0,0,23,12,0,19,0,0,19,14,0,41,17,0,0,10,0,0,14,0,32,32,0,0,85,0,0,11,0,0,0,40,0,22,24,94,12,36,0,0,0,51,38,0,55,0,0
2015-11-01,53,32,11,0,37,36,40,0,0,21,0,26,25,15,17,11,12,0,9,0,0,9,0,0,0,0,16,0,11,0,18,50,23,11,0,26,0,0,0,0,13,0,0,25,25,18,0,0,11,30,0,12,13,0,0,0,14,14,0,34,11,0,17,15,20,0,20,23,49,33,0,0,18,0,0,17,0,31,0,40,0,15,30,61,12,36,0,35,0,24,16,0,23,0,0
2015-12-01,63,34,12,0,17,54,12,33,0,43,0,23,26,16,0,23,12,37,9,0,36,19,0,0,21,21,25,0,23,0,19,26,0,11,0,0,12,0,0,0,27,0,0,0,0,18,49,0,12,0,16,17,0,13,0,0,21,15,54,21,12,0,0,16,21,31,13,0,28,42,0,0,22,0,0,0,0,0,0,41,0,18,37,12,0,41,0,36,0,29,25,0,34,0,0
2016-01-01,33,34,12,0,86,47,60,0,0,22,18,42,27,32,20,11,24,28,9,0,0,10,0,0,63,0,25,0,19,14,39,27,16,23,0,27,20,28,0,35,18,0,0,52,0,0,0,57,24,0,33,17,0,22,0,0,14,15,0,22,12,0,0,14,0,0,13,0,25,50,0,18,20,48,0,0,0,0,0,0,0,28,47,35,13,25,0,0,0,33,23,0,29,0,0
2016-02-01,32,0,0,33,68,60,31,35,0,0,0,57,0,25,21,36,0,20,10,0,0,0,0,100,22,45,13,0,16,0,20,28,0,12,0,19,13,29,0,37,29,18,0,0,27,19,0,0,25,0,17,20,0,14,0,0,11,16,58,23,17,70,0,11,33,0,15,0,18,30,0,0,16,0,0,25,12,0,0,0,0,29,20,12,13,31,0,57,47,32,30,0,44,0,0
2016-03-01,38,0,36,21,52,53,24,0,0,0,12,38,0,24,22,11,12,18,18,0,0,0,39,0,21,0,21,0,29,0,0,26,0,23,0,18,12,28,0,35,37,17,14,0,0,0,0,0,18,0,0,12,14,26,0,31,11,15,0,21,24,0,0,11,0,0,14,0,0,26,0,18,7,0,0,12,11,32,0,0,0,35,19,12,13,68,0,36,0,49,17,56,42,50,0
2016-04-01,48,38,14,39,49,52,34,0,0,0,14,65,0,0,15,13,14,21,10,0,0,0,0,0,0,0,21,0,18,15,22,30,18,0,0,20,14,0,0,39,36,0,0,29,0,42,55,0,40,0,0,14,16,15,0,35,14,22,0,24,34,75,0,20,36,0,9,18,19,18,0,0,17,0,0,14,13,0,0,0,0,27,42,0,0,28,0,0,0,28,19,0,24,0,76
2016-05-01,39,41,14,58,61,46,28,0,0,26,14,27,31,19,0,14,0,22,11,0,22,0,0,0,0,0,23,0,14,32,0,31,0,14,0,21,14,0,0,0,16,20,0,46,61,22,0,0,14,37,0,0,0,0,0,36,13,18,0,0,29,79,0,13,25,0,15,0,0,25,0,21,24,0,0,14,0,39,0,0,0,71,22,21,20,39,0,0,0,44,20,66,90,0,0
2016-06-01,67,38,0,47,48,52,27,37,0,24,14,17,29,18,37,0,0,41,0,0,0,11,0,0,0,24,14,0,17,30,0,29,0,25,0,0,13,0,57,38,36,19,0,0,29,41,0,0,40,0,0,14,0,24,0,34,15,0,0,24,22,0,0,12,46,0,17,0,0,20,0,20,25,0,0,26,0,48,0,23,0,0,41,19,14,23,95,0,0,50,28,62,85,0,0
2016-07-01,28,57,13,46,14,47,47,37,0,24,14,45,0,0,20,13,14,21,10,0,0,11,0,0,23,0,33,0,30,15,0,39,0,25,0,20,0,0,0,39,46,0,0,0,0,0,0,0,20,35,0,33,0,15,0,34,12,0,0,48,40,0,0,20,70,0,9,18,28,20,0,40,13,0,0,13,13,0,0,35,0,26,21,52,14,14,96,0,50,50,19,0,77,0,74
2016-08-01,78,0,26,22,41,24,32,0,0,23,13,49,0,17,29,24,13,20,0,0,0,10,0,0,34,23,0,0,19,14,0,28,0,12,0,0,0,60,0,0,20,18,15,28,0,30,53,0,25,0,17,27,0,28,0,32,31,0,0,31,13,0,0,12,22,0,21,52,18,28,0,0,19,51,0,26,12,35,0,22,0,25,33,25,13,40,0,0,48,48,36,59,85,0,0
2016-09-01,100,0,13,22,28,44,13,36,0,23,13,37,28,17,29,36,22,0,10,0,0,10,0,0,22,23,13,0,12,0,21,28,17,18,0,0,13,30,0,37,15,28,0,28,0,40,0,0,25,0,17,13,0,14,0,0,12,32,0,23,26,0,20,11,30,0,18,35,0,25,0,19,16,0,0,0,12,0,0,44,0,25,27,69,0,54,0,39,48,35,18,0,28,53,0
2016-10-01,64,0,19,22,41,38,19,35,44,34,0,45,0,17,29,12,13,20,10,0,19,0,0,0,22,45,20,0,12,14,41,42,26,12,0,0,13,0,0,37,24,0,0,69,0,19,0,0,13,0,0,18,0,14,0,0,23,16,57,23,13,0,0,11,22,0,22,17,18,25,0,19,100,0,19,13,0,0,0,22,0,21,40,37,13,40,0,0,0,46,0,0,33,0,70
2016-11-01,58,35,25,0,54,51,50,0,0,0,13,28,82,25,14,24,0,0,14,0,0,10,0,0,0,0,13,0,12,14,20,28,17,36,0,19,25,29,0,0,33,18,0,45,0,19,0,0,37,0,0,13,0,0,0,0,17,15,0,22,25,0,19,22,66,0,16,42,35,30,0,0,36,0,0,12,12,0,39,22,0,21,78,42,0,39,0,38,46,30,18,58,29,0,0
2016-12-01,52,0,19,0,49,44,19,0,0,44,0,24,27,33,0,30,38,0,9,0,19,0,0,0,0,44,20,0,28,0,20,27,17,30,0,0,12,0,0,0,19,18,0,36,27,0,0,0,12,0,0,26,0,0,0,0,24,0,0,22,25,0,0,11,22,0,28,17,44,33,0,28,15,100,0,18,0,0,0,32,0,12,19,24,0,32,0,0,0,45,26,0,25,0,0
2017-01-01,41,0,12,0,71,44,23,0,0,41,12,33,0,31,19,16,16,18,15,0,17,0,0,0,20,0,18,0,11,0,19,25,31,22,0,17,15,0,50,33,22,33,0,0,0,27,95,0,23,0,0,12,0,13,0,0,16,14,0,28,35,64,0,16,0,0,18,0,33,45,0,0,14,0,0,11,11,0,0,30,0,46,24,23,12,48,0,0,0,20,16,54,58,48,0
2017-02-01,35,0,0,0,51,50,44,35,45,23,0,41,28,51,14,12,19,0,0,0,19,15,0,0,44,23,18,100,19,14,20,28,17,30,0,0,38,30,0,0,49,0,15,55,0,39,0,0,25,0,17,40,0,21,0,0,13,16,0,34,17,0,20,11,22,0,15,0,36,47,0,19,16,0,0,19,18,34,40,22,0,25,46,50,13,75,0,39,0,61,18,0,59,0,0
2017-03-01,44,0,22,58,44,50,22,0,0,20,0,43,24,15,12,16,11,17,17,0,17,9,0,0,0,0,24,0,22,12,18,24,30,21,0,33,11,0,0,32,21,16,0,32,0,17,45,0,44,0,15,23,0,12,0,0,25,14,0,20,30,62,0,10,0,0,16,0,0,41,0,0,9,0,0,11,11,0,0,0,0,29,26,0,12,31,81,100,0,53,16,0,27,0,0
2017-04-01,34,0,23,74,50,32,47,0,41,21,0,45,0,31,13,33,0,18,0,0,17,0,0,0,20,41,25,91,23,0,19,39,16,28,0,17,23,27,0,34,22,25,0,25,0,27,0,0,17,0,0,18,13,0,0,0,28,0,0,28,53,0,0,16,41,0,24,16,33,36,0,17,12,0,0,0,11,32,0,41,0,31,24,17,12,36,0,0,0,12,33,55,41,0,0
2017-05-01,47,33,12,41,29,37,47,65,0,28,0,30,0,31,20,22,24,18,13,0,0,13,0,0,0,0,25,91,17,0,0,0,0,11,0,17,0,27,0,34,45,0,14,25,0,18,0,0,12,30,0,24,14,21,0,0,16,0,0,31,18,0,0,0,0,0,13,0,16,53,0,0,15,47,0,12,11,47,0,0,18,38,27,23,18,18,0,0,0,56,22,0,44,48,0
2017-06-01,36,35,0,0,49,37,62,34,0,22,0,24,0,17,18,0,12,19,0,0,0,10,0,0,0,0,13,0,24,0,0,27,0,23,0,18,0,29,0,36,38,18,0,53,27,0,0,0,18,0,17,0,0,14,0,0,24,0,0,22,25,0,0,11,22,0,30,0,26,49,0,0,8,0,0,18,12,100,39,0,0,20,38,0,22,26,0,0,0,47,26,58,68,0,0
2017-07-01,54,34,12,21,48,50,55,0,0,54,0,39,0,48,27,12,25,19,0,0,0,0,0,96,21,0,13,0,28,14,20,0,33,23,0,36,12,57,0,35,14,17,0,53,0,19,0,0,30,32,0,76,0,20,0,31,22,15,55,22,24,68,0,11,21,0,17,0,17,32,0,0,15,0,18,24,0,33,38,0,19,24,19,47,13,13,0,0,0,25,46,0,70,0,0
2017-08-01,39,47,11,39,40,39,50,46,0,20,11,53,0,22,12,26,22,28,0,0,0,0,0,0,19,0,17,0,21,0,18,24,0,37,0,17,0,39,0,64,38,0,0,72,0,0,45,0,33,0,0,23,0,12,0,0,28,14,0,20,30,61,0,20,19,0,13,15,16,29,0,17,10,0,0,11,0,30,0,19,0,33,26,22,23,50,0,0,0,45,16,52,58,0,0
2017-09-01,45,32,23,20,28,41,29,32,0,20,12,40,25,31,13,22,23,35,9,0,0,9,0,0,40,0,30,89,15,0,18,25,31,16,0,0,12,27,0,33,13,16,0,57,0,17,46,54,23,0,0,18,0,31,0,0,26,14,51,41,17,63,17,10,20,0,9,15,0,30,0,0,12,0,25,23,11,0,36,20,17,11,71,11,18,28,0,0,0,35,16,0,38,0,0
2017-10-01,71,0,11,0,47,40,16,30,0,20,11,45,0,14,24,20,11,17,8,0,0,0,0,0,19,19,11,84,16,0,0,36,22,15,0,0,16,38,0,31,25,39,0,39,24,17,0,0,16,0,0,15,12,12,0,0,29,13,0,19,22,0,17,15,38,0,13,30,15,33,0,0,74,44,0,0,0,0,0,0,0,21,67,63,11,19,0,0,0,30,20,100,43,0,0
2017-11-01,48,0,11,57,55,37,33,30,0,20,0,42,0,15,25,21,11,0,8,0,17,9,0,0,19,19,17,0,11,0,35,32,15,10,0,16,11,51,0,42,33,0,0,47,0,34,0,0,22,28,0,46,0,24,0,28,26,18,0,20,11,0,17,10,38,0,11,15,31,29,0,0,10,44,16,11,0,0,0,19,0,29,62,11,12,53,0,0,41,30,31,0,36,0,0
2017-12-01,39,33,35,20,33,29,34,0,0,21,0,60,0,31,13,22,0,24,13,0,0,0,0,90,0,20,20,90,22,13,19,25,46,27,0,17,17,27,0,33,31,16,13,41,0,0,0,55,11,0,15,30,0,17,0,0,22,14,0,31,19,0,0,10,20,0,19,0,27,40,0,0,18,0,0,23,0,31,0,20,0,34,65,11,12,40,0,0,0,55,41,54,35,47,0
2018-01-01,64,30,10,28,87,33,58,29,0,57,11,51,23,14,18,15,11,22,8,0,16,0,0,83,18,0,26,0,17,12,17,23,0,50,0,16,11,0,0,46,40,15,0,34,23,24,43,0,31,0,0,28,0,35,0,0,29,0,0,47,25,0,16,22,18,0,9,0,25,32,0,16,13,0,16,16,10,28,0,37,0,42,55,46,11,22,0,32,39,40,25,50,9,0,0
2018-02-01,60,0,12,41,47,29,36,33,0,21,12,53,26,32,20,0,18,46,9,73,18,0,0,0,21,21,21,0,15,13,0,26,16,0,0,18,12,0,0,0,41,17,0,26,26,36,0,0,47,0,0,25,0,0,0,0,22,15,54,21,18,0,0,11,0,0,16,16,22,29,17,0,7,0,0,24,11,32,0,42,0,23,43,46,0,29,0,0,0,41,25,0,29,0,0
2018-03-01,48,30,11,44,66,49,59,30,0,0,11,73,0,14,24,31,27,17,8,0,16,9,0,0,0,19,34,84,21,0,17,36,0,10,0,0,16,25,46,31,29,15,0,47,0,22,0,0,27,28,15,23,0,0,0,0,18,13,0,19,22,0,0,14,0,0,24,15,0,40,0,16,11,0,0,43,10,0,0,19,0,18,34,16,11,22,0,0,40,61,15,0,45,44,0
2018-04-01,46,0,0,26,59,39,38,30,0,0,11,63,24,0,62,10,11,17,17,0,17,0,0,0,19,0,15,0,14,12,0,49,15,21,0,16,11,26,0,0,42,16,0,36,0,0,0,0,38,0,15,15,13,36,0,0,25,0,100,20,28,0,0,20,38,0,18,15,31,48,0,0,21,0,16,11,21,30,0,19,0,25,17,11,12,31,0,0,0,41,26,0,46,0,0
2018-05-01,30,31,16,77,47,54,66,61,0,29,11,74,0,15,31,10,11,17,0,68,0,9,36,0,0,0,31,0,28,0,0,36,0,31,0,0,0,26,0,0,25,16,0,95,24,34,0,0,11,0,0,11,0,12,0,28,26,0,0,0,11,0,0,15,19,0,20,15,15,19,0,0,7,0,16,22,0,30,34,0,0,40,17,48,12,34,0,0,0,49,16,0,43,45,0
2018-06-01,33,32,11,33,57,45,23,31,0,20,12,33,0,40,13,11,11,26,9,0,17,9,0,0,0,20,28,0,22,13,18,25,46,32,0,17,46,27,0,0,30,16,0,37,0,17,0,0,22,29,0,16,0,0,0,0,14,14,0,0,19,0,17,24,0,0,21,0,16,37,0,0,18,0,0,17,0,31,0,0,0,26,24,33,12,39,0,0,0,39,24,0,62,0,0
2018-07-01,33,0,11,19,60,44,66,0,39,33,0,32,25,15,37,0,0,28,8,0,0,18,0,0,38,20,23,87,25,0,36,37,15,21,0,17,15,0,0,32,13,16,13,24,49,17,0,0,33,0,15,23,0,12,67,0,23,0,0,20,11,62,17,26,19,0,11,30,16,34,0,0,11,0,0,22,21,30,35,19,0,26,26,27,29,23,0,0,0,42,23,0,100,46,0
2018-08-01,67,29,10,45,45,36,72,29,0,19,0,60,0,14,12,15,10,56,8,0,0,8,0,82,0,18,27,0,40,0,0,57,0,20,0,15,10,73,0,30,0,0,0,22,22,21,0,0,20,0,0,25,0,11,0,26,19,0,47,46,21,0,0,19,54,0,15,19,15,34,0,0,13,0,15,15,10,0,32,18,0,24,16,30,0,27,0,0,0,43,24,0,66,0,0
2018-09-01,66,0,16,19,39,36,48,0,0,0,11,26,0,14,28,0,11,16,8,0,0,17,0,0,19,0,17,0,16,12,0,24,29,26,0,0,11,0,0,31,45,15,0,46,24,17,0,0,42,0,15,22,0,12,0,0,16,13,0,19,43,0,25,10,19,0,16,14,15,33,0,0,27,0,0,11,0,0,0,19,0,28,25,53,11,26,0,32,40,33,15,0,38,45,0
2018-10-01,63,0,11,0,61,54,42,29,0,0,0,61,23,28,30,15,0,22,8,0,16,17,0,0,19,19,11,0,10,12,0,23,22,15,0,16,21,0,0,31,20,30,0,46,23,0,44,50,16,0,0,11,0,23,0,0,26,13,0,32,21,0,0,0,0,0,12,0,15,35,0,0,71,0,0,11,10,0,0,19,0,14,39,52,11,22,0,0,0,40,15,0,26,0,0
2018-11-01,65,0,27,0,38,34,48,59,0,0,11,48,0,0,12,10,27,27,8,0,16,9,0,0,0,19,23,0,17,0,17,47,43,30,0,0,21,0,0,41,41,15,0,23,23,16,0,0,16,0,14,28,0,18,0,0,16,13,0,38,11,0,0,16,0,0,7,0,20,35,0,0,29,0,0,0,0,0,100,19,0,21,55,47,11,33,0,0,0,38,25,0,28,44,0
2018-12-01,28,31,0,0,35,31,77,90,0,0,17,52,24,29,12,31,11,17,8,0,0,0,0,86,19,20,29,0,18,0,17,60,15,26,0,16,17,0,0,31,17,15,0,24,24,0,0,0,27,28,15,23,0,18,0,0,25,13,0,98,33,0,0,15,19,0,6,15,31,45,0,0,18,0,0,43,0,29,34,28,0,43,34,53,12,30,78,34,0,22,15,0,29,0,0
