date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Loquat,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-05-01,12,15,13,0,0,29,12,31,0,0,28,0,8,100,30,0,0,0,0,0,82,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,24,0,0,10,0,10,10,0,6,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,11,0,0,9,0,0
2011-06-01,6,0,0,0,9,7,9,0,0,0,0,0,0,0,0,8,0,0,34,15,89,10,0,0,0,30,0,16,0,8,0,0,10,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,0,10,10,20,7,0,27,10,0,0,0,100,0,0,0,0,0,23,0,16,17,25,0,0,17,0,0
2011-07-01,13,16,0,0,0,7,8,0,0,100,0,34,0,0,0,0,0,0,0,15,0,9,0,0,0,0,7,0,41,0,11,0,21,33,0,0,0,0,0,29,0,0,6,0,0,0,0,0,50,0,0,0,0,0,0,0,7,0,0,0,0,0,0,97,0,0,34,0,0,22,17,0,17,48,0,40,15,0,0
2011-08-01,16,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0,7,0,0,8,10,0,7,0,0,0,0,0,0,28,9,0,0,0,0,0,9,0,47,0,0,15,0,10,0,0,6,0,0,9,0,0,0,0,21,0,0,0,6,0,16,0,0,23,0,37,14,0,0
2011-09-01,9,14,0,32,5,9,15,0,29,0,26,0,0,95,57,0,29,0,59,0,77,0,0,17,0,0,0,0,0,7,0,0,13,0,28,0,0,0,0,26,0,0,12,0,0,0,17,0,0,0,0,9,0,14,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,15,0,0,11,0,0,9,0,0
2011-10-01,14,12,11,0,5,11,10,26,0,0,0,0,0,85,25,6,0,28,0,12,0,0,0,11,13,0,6,12,0,6,0,0,6,0,0,0,0,0,0,23,0,0,10,0,0,14,0,74,0,0,0,8,12,0,8,23,11,0,0,12,52,0,0,0,0,0,0,0,11,0,13,12,0,10,0,0,8,0,0
2011-11-01,10,0,0,0,7,8,0,26,25,0,0,0,6,0,25,6,26,0,0,0,68,8,0,0,0,23,0,0,32,0,17,0,6,53,0,0,0,0,12,23,0,0,0,0,0,0,23,0,0,0,0,8,0,8,0,15,9,0,0,0,26,0,5,0,0,0,26,0,0,18,26,0,13,9,0,0,8,0,0
2011-12-01,17,0,0,26,7,5,6,0,0,73,0,0,0,0,0,0,24,25,0,0,0,14,0,0,12,0,0,15,0,0,0,0,5,24,0,0,0,0,0,22,7,0,0,0,0,13,7,68,18,0,0,0,0,15,0,0,12,0,0,7,24,0,5,0,0,0,0,0,5,0,12,0,24,0,4,58,0,0,0
2012-01-01,18,0,9,0,6,7,11,22,0,0,20,0,5,0,0,0,0,0,0,10,58,0,0,6,0,19,5,10,0,0,0,23,5,22,20,0,0,20,0,39,0,0,4,0,0,11,6,0,0,0,0,7,0,7,7,13,9,0,17,0,22,0,0,0,0,5,0,0,0,15,0,0,11,8,0,0,10,0,0
2012-02-01,9,0,0,0,8,12,6,0,0,0,0,0,0,0,0,5,23,0,0,0,60,0,0,6,0,20,0,11,0,0,0,0,0,23,0,0,51,0,0,20,0,7,4,0,0,12,13,0,17,0,0,7,0,7,0,14,9,0,0,10,0,0,0,67,0,0,0,0,0,15,11,0,17,8,0,0,0,0,0
2012-03-01,9,0,0,0,9,6,5,0,0,0,19,0,5,0,0,0,21,0,0,0,0,6,0,6,0,18,4,15,0,5,0,22,4,0,39,0,0,0,9,19,6,0,8,0,100,11,6,0,16,0,0,7,0,10,0,0,6,0,0,6,0,0,0,60,0,0,0,0,4,21,0,10,10,11,4,0,0,0,0
2012-04-01,21,0,18,24,8,9,14,0,0,0,59,0,0,0,0,0,0,0,0,0,0,6,0,6,11,0,5,10,27,0,11,23,0,0,21,61,0,0,0,0,7,0,4,0,0,0,6,0,0,0,0,7,0,11,7,13,14,0,17,13,0,0,0,64,0,0,0,18,4,0,0,10,11,8,0,0,13,0,0
2012-05-01,12,15,9,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,21,10,54,9,0,12,0,0,0,0,0,5,7,0,4,21,0,0,47,0,0,19,8,0,4,0,0,0,6,0,16,0,0,17,10,6,0,0,6,0,17,6,0,0,4,61,0,0,0,0,0,14,21,10,0,8,4,0,9,0,0
2012-06-01,11,10,0,0,8,14,22,0,0,0,0,0,5,71,0,0,22,0,22,20,57,0,0,6,0,0,0,10,0,5,7,0,9,22,0,0,49,0,0,20,7,0,9,0,0,11,6,0,50,13,0,7,0,7,0,13,5,0,18,7,0,0,4,0,0,0,0,0,9,15,11,10,0,8,0,0,11,0,0
2012-07-01,13,16,0,0,4,5,5,0,0,0,0,0,5,0,0,0,0,23,0,10,0,6,0,6,0,0,0,10,27,5,7,0,9,0,21,0,0,0,10,0,7,18,0,0,0,11,0,0,0,0,0,7,0,7,0,13,9,0,17,7,0,0,4,0,0,0,0,0,4,0,0,0,11,12,0,26,22,0,0
2012-08-01,13,10,0,0,4,10,5,20,0,62,0,0,0,0,0,0,0,0,0,9,0,6,0,17,10,0,0,10,0,5,0,22,4,21,0,0,89,0,0,18,0,24,6,0,0,11,0,0,77,0,16,0,0,6,6,0,4,0,32,0,0,0,4,0,0,0,0,0,4,14,10,9,10,0,0,0,24,0,0
2012-09-01,16,0,8,0,15,15,0,0,0,0,18,0,5,0,19,0,0,21,20,9,53,0,0,6,0,18,4,0,25,10,0,0,4,21,0,0,0,19,9,0,0,10,4,0,0,0,6,0,0,0,16,7,9,6,6,24,4,0,0,6,0,0,4,0,0,0,0,0,8,14,10,10,0,30,0,0,12,19,0
2012-10-01,18,0,7,0,6,18,13,18,0,0,32,0,0,0,0,0,0,28,0,8,0,5,0,5,0,0,4,8,22,9,0,38,4,18,17,0,0,0,8,32,0,5,3,0,0,9,10,0,13,0,0,6,0,6,5,11,6,0,0,8,0,0,4,53,0,0,0,0,7,12,15,0,9,6,0,0,8,0,0
2012-11-01,23,0,0,0,5,15,13,18,0,0,16,0,4,0,0,0,0,28,0,0,0,5,22,0,0,0,4,8,22,0,6,0,0,0,0,49,0,0,0,24,0,5,3,0,0,9,5,0,27,0,0,6,0,8,0,0,5,0,0,5,18,0,0,52,0,0,18,15,4,12,15,0,9,6,0,0,11,0,0
2012-12-01,19,0,14,28,12,5,13,0,0,0,45,0,8,0,16,0,0,18,0,0,0,5,0,0,0,0,0,8,0,0,6,0,4,0,0,0,38,0,8,0,0,8,3,0,0,9,5,0,26,0,0,5,0,5,0,0,6,0,0,5,0,100,5,0,0,0,0,14,3,11,0,8,17,6,3,0,5,0,0
2013-01-01,13,0,7,0,7,16,8,24,0,0,28,16,4,0,0,8,31,17,0,0,0,5,19,4,8,14,3,15,0,0,5,17,3,0,0,0,35,0,0,42,5,5,3,0,0,16,4,0,0,0,0,5,7,5,0,9,5,0,0,0,0,0,0,0,0,3,0,13,3,11,0,7,16,12,3,0,5,15,0
2013-02-01,12,16,0,0,6,7,4,0,0,0,30,0,0,0,16,4,17,0,17,0,0,5,0,10,17,0,0,16,0,4,0,36,0,0,0,0,38,0,0,30,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,13,5,0,0,0,0,11,0,0,0,7,0,9,0,9,6,3,41,5,0,0
2013-03-01,17,7,0,0,5,8,13,0,14,0,27,0,0,0,21,0,15,16,0,10,39,4,0,4,8,26,3,7,0,4,5,0,0,15,0,0,0,0,0,13,0,4,4,0,0,8,4,0,0,0,0,5,0,5,5,9,3,0,0,0,0,89,3,43,0,0,0,12,5,20,7,21,0,11,0,0,4,0,0
2013-04-01,11,7,12,16,8,9,17,15,14,45,13,0,4,0,0,0,0,0,0,7,0,4,0,4,0,13,3,7,28,0,5,0,3,0,0,42,0,0,0,0,7,4,0,0,0,8,6,42,11,0,0,10,0,6,6,9,5,0,0,7,0,0,3,0,0,0,0,12,5,20,8,7,0,11,3,0,9,0,0
2013-05-01,8,10,9,16,3,15,7,14,0,0,0,0,0,0,14,0,14,15,0,7,76,0,0,8,0,13,3,7,0,3,5,15,3,0,27,0,0,0,0,25,4,4,3,0,0,7,4,0,0,8,0,9,0,9,6,0,4,0,11,0,0,86,3,0,0,0,0,0,12,10,7,20,7,8,0,17,14,14,0
2013-06-01,9,21,6,0,5,3,6,0,0,0,13,0,4,0,14,0,15,0,15,0,0,4,18,4,0,13,6,7,0,4,0,16,4,15,14,0,33,0,0,26,7,4,6,0,0,8,4,42,11,0,0,5,0,5,0,0,3,0,12,13,15,0,3,0,0,0,15,12,5,0,7,0,0,19,3,18,24,0,0
2013-07-01,10,19,8,0,4,21,10,0,19,0,0,0,0,0,0,0,20,0,20,9,0,0,24,14,0,0,0,0,0,5,0,0,4,20,19,0,0,0,0,18,0,6,4,0,0,0,0,0,30,0,0,10,0,6,0,0,14,0,16,6,0,0,4,58,0,0,0,0,4,0,0,9,0,11,4,0,12,0,0
2013-08-01,13,8,0,18,4,7,6,0,0,98,0,0,0,0,15,0,0,17,16,15,42,5,0,9,8,0,5,15,20,8,0,17,5,16,0,0,0,0,0,14,0,7,3,0,0,8,0,0,31,0,0,8,0,5,0,10,13,0,13,5,0,0,3,0,0,0,0,0,0,0,8,0,8,18,3,19,14,0,0
2013-09-01,8,7,6,16,6,10,11,0,0,43,0,0,0,0,14,0,19,0,0,0,38,4,35,4,7,26,3,21,0,0,14,0,4,14,0,40,32,13,0,13,4,6,3,0,0,0,0,0,32,0,0,0,7,4,9,9,4,0,0,4,14,0,3,0,0,0,0,0,3,10,7,0,7,15,3,17,6,14,0
2013-10-01,23,7,6,0,7,11,9,14,0,0,25,0,3,0,27,0,14,15,14,13,0,4,17,4,14,12,0,13,17,5,5,15,0,14,13,0,0,0,6,31,0,4,0,0,0,7,4,0,21,0,11,4,6,4,4,8,6,0,0,12,14,0,8,0,0,0,0,0,6,9,0,0,0,8,0,0,8,0,0
2013-11-01,14,7,6,15,4,17,7,14,0,0,12,0,3,0,0,0,0,14,14,0,0,0,0,6,7,0,4,6,0,0,5,15,5,0,13,0,31,13,6,12,0,4,0,0,0,0,0,39,11,0,22,0,0,4,9,0,10,0,22,8,0,0,0,41,0,3,14,0,3,19,7,6,10,10,0,0,4,0,0
2013-12-01,13,6,6,15,6,13,0,0,0,0,0,0,0,0,13,3,14,0,0,6,0,4,0,4,21,12,6,9,17,0,0,0,0,14,13,0,40,13,0,24,0,4,3,0,0,0,0,0,0,0,0,0,0,8,0,8,5,0,11,6,0,0,3,40,0,0,0,0,7,0,0,6,10,15,5,16,5,0,0
2014-01-01,9,0,5,0,11,17,3,13,0,0,17,0,3,0,12,3,0,13,13,0,100,4,0,4,6,0,0,6,0,5,4,0,0,0,20,0,28,12,0,23,0,6,0,0,0,7,0,0,19,0,0,4,6,4,4,8,7,0,0,4,13,0,0,37,0,0,0,0,8,0,6,6,0,5,0,15,5,12,0
2014-02-01,10,7,12,23,6,13,7,14,0,0,25,0,5,0,27,3,0,15,0,6,37,4,0,4,0,12,3,7,17,0,5,0,3,14,26,39,47,0,0,12,0,0,3,0,0,7,6,40,11,0,11,5,0,7,4,0,3,0,0,7,0,0,6,0,9,0,0,0,7,0,14,0,11,10,3,17,4,0,0
2014-03-01,16,6,5,13,11,8,14,0,0,0,11,0,4,0,12,0,18,13,0,6,32,4,15,9,6,11,0,6,0,3,4,0,0,0,12,35,41,0,0,17,4,4,2,0,0,6,4,0,0,0,0,6,0,4,0,0,5,0,0,4,0,73,0,0,0,0,0,0,10,17,6,9,0,11,2,0,4,0,0
2014-04-01,11,9,16,0,5,12,10,0,0,39,11,13,0,0,12,3,13,14,13,0,0,7,0,11,0,11,3,9,0,0,6,14,4,13,28,36,29,0,0,12,6,4,0,0,0,13,0,0,20,0,0,0,0,6,12,15,4,0,0,4,0,0,0,0,0,0,13,0,3,0,13,12,6,7,5,15,9,0,0
2014-05-01,12,12,5,14,4,10,19,12,0,57,11,0,0,0,12,0,0,13,0,9,33,4,0,4,0,11,3,6,15,3,13,13,0,0,12,0,0,12,0,34,8,4,2,0,61,13,0,0,24,0,0,10,0,10,6,0,4,0,0,4,0,0,5,0,0,0,0,0,6,0,6,0,0,5,2,15,14,0,0
2014-06-01,4,13,8,15,5,15,12,0,0,0,12,0,0,65,19,0,0,0,13,12,0,0,0,4,0,0,3,13,17,3,9,0,7,0,0,37,0,0,6,24,4,4,0,0,0,7,4,0,20,8,0,4,0,8,4,0,4,0,21,4,0,79,0,0,0,0,0,0,4,0,10,0,7,5,0,0,27,0,0
2014-07-01,10,6,5,14,5,11,3,13,13,0,0,0,0,84,0,5,13,23,13,12,0,7,0,4,0,0,6,6,16,9,4,14,5,0,0,0,58,0,0,35,0,5,3,0,0,7,0,0,35,0,0,4,0,6,4,16,8,0,0,8,0,0,3,0,0,0,0,0,11,0,7,6,0,7,0,0,16,0,0
2014-08-01,9,0,8,0,4,8,10,0,0,0,17,0,0,0,0,3,19,0,0,6,0,0,0,5,0,11,0,18,0,3,4,13,5,13,0,0,28,0,0,23,0,9,0,0,0,0,4,0,43,7,0,8,17,8,0,8,6,0,10,0,0,0,4,37,0,0,0,10,3,0,0,0,6,7,0,0,13,0,0
2014-09-01,15,6,0,14,5,5,13,0,0,0,11,0,3,40,12,0,0,13,0,0,33,4,15,5,0,11,5,6,0,0,0,0,5,13,0,0,28,0,0,0,0,4,2,0,0,10,4,0,19,0,0,4,6,6,0,11,9,0,0,4,0,0,4,0,0,0,0,0,8,8,6,0,6,5,2,0,9,0,0
2014-10-01,22,6,0,13,8,9,8,0,0,36,11,0,3,0,0,3,12,0,0,0,0,3,0,8,6,10,4,6,0,6,8,13,3,0,0,0,0,0,0,64,4,4,4,0,0,6,0,0,28,0,19,4,0,6,0,7,6,0,10,12,0,0,0,0,0,0,12,0,5,8,6,0,0,4,0,0,7,0,100
2014-11-01,23,6,0,0,7,9,7,0,0,0,11,0,0,0,0,0,12,19,0,5,31,3,0,6,6,11,0,11,15,3,0,0,4,0,11,0,26,0,5,11,0,4,0,0,0,0,3,0,18,0,0,0,0,4,0,7,7,0,0,6,0,71,2,0,0,0,0,10,5,0,18,0,9,11,0,14,4,0,0
2014-12-01,15,5,5,0,3,9,7,0,0,0,21,0,3,38,22,0,11,25,0,5,30,3,0,5,12,0,2,11,0,6,0,12,5,12,11,32,26,0,0,26,0,3,0,0,56,0,0,0,26,7,0,4,0,11,0,7,4,0,9,3,17,0,2,0,0,0,12,10,4,8,9,5,8,6,2,28,3,0,0
2015-01-01,10,5,0,23,5,13,8,11,0,33,10,11,3,0,15,0,11,11,0,0,57,6,13,8,5,0,2,5,20,3,0,12,0,22,10,0,24,10,5,19,0,5,3,0,0,17,3,30,8,0,0,0,5,3,0,13,8,0,0,6,0,0,0,0,0,0,0,0,8,15,8,5,5,18,2,0,3,10,0
2015-02-01,10,11,5,13,8,20,13,0,0,36,21,12,0,0,23,3,12,13,0,6,0,0,0,6,0,16,0,9,15,3,0,13,3,12,11,0,27,0,0,32,0,4,0,100,0,9,3,0,9,0,9,10,0,4,0,0,10,0,9,4,0,0,2,0,0,0,0,0,5,8,6,0,18,6,3,14,8,0,0
2015-03-01,13,5,5,12,7,18,20,0,0,0,25,0,3,0,43,5,18,0,11,8,0,3,14,3,6,0,0,8,14,3,4,18,0,0,21,31,25,0,0,25,7,7,0,0,0,9,3,0,17,7,0,5,5,3,3,7,5,0,0,3,0,0,4,0,0,0,0,0,4,8,6,5,8,10,2,0,6,11,0
2015-04-01,13,5,9,17,4,18,10,11,0,0,21,0,3,0,11,8,11,12,0,5,30,7,0,3,6,10,0,11,14,3,15,0,7,12,18,0,25,0,0,15,11,3,2,0,0,6,4,0,13,0,0,7,5,9,4,0,4,0,9,3,0,0,2,0,0,2,0,0,5,0,17,5,6,19,2,14,11,0,0
2015-05-01,10,11,9,12,8,22,13,11,11,35,10,0,0,37,16,3,11,12,0,5,0,3,0,6,0,10,0,13,14,3,4,12,2,0,11,0,0,21,5,30,5,8,0,0,0,12,3,0,21,0,9,5,5,9,9,7,6,0,9,3,0,67,2,0,0,2,0,0,5,8,0,5,0,8,2,13,10,0,0
2015-06-01,11,15,5,19,4,8,10,0,11,35,0,0,0,0,11,3,23,0,0,0,30,3,14,6,9,0,0,5,0,4,4,0,5,0,15,33,26,0,5,31,3,5,2,0,0,0,0,0,18,7,0,4,5,4,5,0,5,0,9,3,0,0,2,34,0,0,0,9,5,0,8,0,0,13,2,0,29,0,0
2015-07-01,7,13,0,0,5,9,7,10,10,32,9,0,2,0,10,0,16,11,21,12,0,6,13,3,11,9,0,5,0,5,0,0,7,11,26,29,23,0,0,9,0,5,2,0,51,5,0,30,40,6,0,0,0,6,3,6,3,0,8,8,0,0,2,31,0,0,0,0,2,7,5,0,0,11,2,0,24,0,0
2015-08-01,13,5,4,11,4,18,8,10,10,31,9,0,5,0,10,4,0,11,10,5,27,6,13,9,0,9,2,5,13,8,3,11,13,11,10,0,0,0,0,19,3,8,2,0,51,5,3,30,32,0,0,3,0,5,5,9,4,0,0,6,0,0,6,0,0,0,0,0,2,0,5,0,7,11,0,0,18,10,0
2015-09-01,18,5,4,0,4,12,5,11,0,32,9,0,3,34,0,0,10,0,0,0,0,5,0,4,0,9,3,5,0,3,4,11,6,11,15,0,0,10,0,9,0,3,2,0,0,5,3,0,28,0,0,3,5,7,0,6,4,0,17,6,0,0,4,0,0,0,11,0,3,0,16,0,0,6,2,0,11,0,0
2015-10-01,18,0,4,11,9,10,14,0,0,0,9,0,0,0,9,2,10,10,0,7,51,3,0,4,10,9,2,5,12,2,3,0,4,10,19,0,21,0,0,39,0,3,3,0,0,5,0,0,33,0,8,5,4,3,3,8,5,0,8,10,10,0,6,29,0,0,20,0,4,7,15,0,7,7,4,0,4,0,0
2015-11-01,11,9,4,0,10,12,8,9,9,29,13,0,5,0,9,6,19,10,10,11,25,6,0,5,7,17,0,9,12,5,6,0,0,10,15,27,22,0,0,21,6,4,2,0,0,5,3,0,15,0,7,3,4,6,6,12,3,0,0,7,19,85,6,28,0,0,0,0,6,16,7,7,5,12,2,0,6,0,0
2015-12-01,14,0,4,10,9,12,11,10,0,29,0,10,2,31,0,2,10,0,0,4,0,8,0,5,12,8,0,7,0,2,6,0,2,19,18,27,21,0,0,26,0,6,4,0,0,5,4,0,18,6,15,3,0,3,3,9,7,0,15,3,10,0,2,0,7,2,10,8,4,19,5,4,5,17,2,0,4,0,0
2016-01-01,7,8,7,10,4,14,6,0,0,0,16,0,4,0,8,2,0,9,9,0,23,0,0,4,4,0,2,13,0,2,3,9,2,9,8,25,40,0,0,32,0,3,2,0,43,5,3,0,10,0,14,3,0,4,0,5,6,0,7,4,0,0,0,26,6,0,0,0,4,0,18,4,9,10,3,11,4,0,0
2016-02-01,12,9,8,10,4,10,7,9,0,29,8,0,5,0,36,2,0,0,0,4,0,3,0,4,0,8,0,11,12,0,6,20,2,9,18,27,21,0,0,17,0,8,2,0,46,10,3,0,14,0,0,3,4,7,0,0,6,0,8,5,0,56,4,0,0,0,0,0,5,11,5,0,8,17,2,11,6,0,0
2016-03-01,7,6,5,10,6,20,12,0,0,27,8,0,0,0,8,2,0,14,0,0,0,5,0,5,4,0,3,6,11,4,3,9,0,0,8,25,59,8,0,12,3,7,2,0,42,5,0,25,17,0,0,11,0,5,3,5,4,0,7,7,0,0,4,0,0,0,0,0,3,6,4,4,7,6,2,0,5,8,0
2016-04-01,9,4,11,10,3,10,13,9,9,57,16,0,2,0,13,4,9,0,0,13,0,5,0,3,0,8,0,4,17,3,6,0,0,9,14,39,31,0,4,12,11,0,3,0,0,7,5,26,21,5,0,12,4,5,9,11,7,0,0,4,0,55,2,27,0,2,0,0,6,6,5,4,5,8,3,0,10,9,0
2016-05-01,5,10,4,10,4,7,11,9,9,28,8,0,0,0,0,4,9,0,9,6,24,8,11,4,0,0,4,4,11,4,6,0,3,9,13,0,0,9,0,28,5,5,4,0,0,7,3,0,21,0,0,3,0,4,8,5,6,0,0,5,9,0,2,0,6,0,9,0,4,6,5,4,0,7,2,11,14,0,0
2016-06-01,8,40,4,10,3,9,10,0,0,0,25,0,5,61,0,0,0,10,10,9,0,3,0,4,0,8,2,0,0,3,0,10,8,10,18,0,21,18,0,30,0,4,2,0,0,5,3,27,29,0,0,3,4,3,3,0,2,0,0,0,0,0,3,0,0,2,10,0,3,19,10,4,0,12,2,0,27,0,0
2016-07-01,10,13,4,0,6,10,8,9,0,28,8,0,2,0,0,2,0,0,0,8,0,4,0,5,5,0,5,9,11,3,3,0,9,28,17,0,20,0,0,20,0,16,2,0,44,0,3,0,35,11,0,3,4,3,3,8,3,100,7,0,0,0,4,0,0,0,0,0,3,0,5,0,5,10,0,0,26,0,0
2016-08-01,6,4,0,0,3,6,6,9,0,0,8,0,0,0,0,0,19,0,0,13,0,8,12,7,5,0,7,4,18,2,3,0,7,10,0,53,63,0,0,17,3,7,2,0,0,0,3,0,29,6,0,6,0,5,4,0,4,0,8,8,0,56,2,0,0,0,0,0,4,0,5,0,5,5,2,0,14,0,0
2016-09-01,15,7,4,0,4,14,11,10,9,30,0,0,2,31,19,5,19,0,10,4,0,3,0,3,5,9,5,5,0,2,3,10,5,0,14,0,22,0,0,22,3,11,3,0,0,5,3,0,15,6,0,0,4,4,0,9,5,0,8,9,0,58,2,0,0,0,0,8,4,7,8,0,12,11,2,0,5,0,0
2016-10-01,21,6,0,10,3,12,8,0,9,0,17,0,2,0,9,0,9,20,0,0,0,5,11,3,0,0,0,6,23,5,3,0,8,0,9,26,0,0,0,8,3,6,0,0,0,5,3,0,7,0,7,6,4,7,3,11,6,0,0,10,9,0,2,0,0,0,0,0,3,6,12,4,0,7,2,11,3,0,0
2016-11-01,21,9,4,0,5,9,7,0,0,0,8,0,0,0,9,0,0,20,0,13,49,3,12,8,5,16,4,6,0,2,0,10,4,0,30,0,21,0,0,29,0,3,4,0,0,5,3,27,14,6,7,0,0,4,0,11,8,0,0,9,0,0,2,0,0,0,0,0,3,6,8,0,0,7,2,0,3,9,0
2016-12-01,11,4,9,0,13,11,7,9,0,0,0,9,2,0,8,2,0,9,0,0,23,5,0,5,4,8,2,7,0,2,0,14,2,9,8,24,19,0,4,12,0,3,2,0,0,0,2,25,33,0,0,3,4,3,0,10,6,0,7,7,0,0,2,0,0,0,0,0,4,6,9,0,12,3,2,0,4,8,0
2017-01-01,11,4,7,9,9,9,10,0,0,0,11,0,3,0,28,3,8,0,0,0,0,7,0,5,15,0,2,7,16,2,0,9,2,9,19,0,38,0,0,19,3,5,2,0,0,4,2,0,6,0,0,4,0,4,0,10,3,92,0,3,9,0,2,0,0,2,9,0,3,8,13,8,11,11,2,0,4,0,0
2017-02-01,10,0,4,10,6,10,15,9,9,28,33,0,2,30,0,2,9,10,0,4,0,8,0,5,7,8,2,6,11,5,3,10,3,9,35,26,41,0,0,33,0,4,0,0,0,10,3,0,14,0,0,6,4,12,3,0,4,0,7,4,9,0,4,0,0,0,0,0,4,6,9,4,14,5,2,0,3,0,0
2017-03-01,8,8,7,9,7,14,12,0,0,0,14,0,3,26,8,0,8,9,0,0,22,4,0,6,4,11,0,8,20,2,3,9,3,0,27,0,30,0,4,29,2,2,2,0,0,4,5,0,28,5,0,5,4,5,3,6,5,88,6,4,0,0,5,0,0,0,0,7,5,6,4,4,4,7,1,10,2,0,0
2017-04-01,13,4,4,10,5,9,20,0,8,27,8,9,2,0,13,2,15,0,9,0,47,0,0,2,4,0,0,10,0,2,6,10,2,0,14,0,20,0,0,16,11,3,2,0,43,5,3,25,34,0,0,14,8,5,8,13,7,0,7,3,0,0,2,0,0,0,9,0,4,8,7,4,7,3,2,0,14,0,0
2017-05-01,11,10,12,10,8,14,9,9,9,0,12,0,2,0,9,2,9,0,14,4,24,5,11,5,5,0,2,9,11,2,3,10,4,9,26,26,51,17,0,17,7,11,0,0,0,5,3,26,28,0,7,3,0,4,6,8,7,0,15,3,0,54,2,36,0,0,0,0,5,6,0,0,5,7,2,0,10,0,0
2017-06-01,7,11,4,0,4,9,6,0,0,30,9,0,5,0,19,2,0,10,29,9,0,3,18,5,5,0,2,9,12,0,7,10,4,0,32,0,22,0,4,13,6,9,0,0,0,0,3,0,30,6,0,5,4,4,6,6,9,0,15,3,0,58,0,0,0,0,0,0,5,7,5,5,5,4,2,0,15,0,0
2017-07-01,9,6,0,0,3,12,11,9,18,0,12,0,4,0,0,2,14,10,9,6,24,0,0,4,5,8,3,4,23,2,3,0,5,9,34,0,41,9,0,21,3,15,0,0,0,0,3,0,56,5,7,7,0,5,6,5,6,0,12,5,0,0,2,27,0,0,9,8,2,6,7,0,5,8,0,0,27,0,0
2017-08-01,8,7,7,10,6,12,12,9,0,0,8,0,3,58,17,2,9,0,0,8,24,4,0,4,14,0,2,9,11,7,9,0,6,9,21,25,100,0,0,20,3,13,2,0,0,7,3,0,44,0,0,3,0,7,0,0,5,97,14,4,9,0,2,0,0,0,9,7,4,6,8,0,9,7,0,11,13,0,0
2017-09-01,14,7,0,0,5,10,16,10,9,0,17,0,2,0,0,2,10,10,0,4,25,0,0,5,10,0,3,5,12,6,10,10,4,0,18,27,66,0,0,9,3,6,4,0,0,8,3,0,37,6,8,9,0,8,3,8,3,0,11,5,0,0,0,29,7,0,0,0,4,7,10,5,8,9,0,0,10,9,0
2017-10-01,22,4,4,0,10,11,7,0,0,27,8,9,2,0,8,4,9,0,18,0,0,3,0,3,5,8,3,4,11,5,3,0,3,12,22,0,0,0,6,28,3,3,2,0,0,7,5,25,10,0,0,7,4,4,4,7,6,0,7,16,0,0,4,0,0,0,0,0,4,6,7,8,7,16,2,0,3,0,0
2017-11-01,19,4,4,16,7,16,7,18,0,27,8,0,0,0,13,2,9,9,9,0,23,0,0,5,4,0,2,0,0,3,6,14,5,9,13,0,20,0,6,24,0,3,2,0,0,6,3,0,7,0,7,9,4,3,0,14,4,0,7,5,9,0,4,0,0,2,9,0,6,10,18,4,9,8,2,11,7,8,0
2017-12-01,13,4,4,10,4,9,3,9,0,26,12,9,0,0,17,2,9,9,0,0,23,5,0,0,13,8,3,8,22,4,4,9,2,9,29,0,45,0,0,19,3,8,2,0,0,5,5,25,17,0,0,3,4,4,0,16,8,0,10,7,9,52,0,0,0,0,0,0,4,12,9,0,13,11,2,0,4,0,0
2018-01-01,14,11,3,9,9,13,12,16,0,0,25,0,2,26,15,2,8,0,8,4,0,2,0,3,4,7,2,6,0,2,3,9,3,8,28,23,54,0,0,11,2,6,5,0,0,4,2,0,12,5,0,4,0,10,5,7,5,0,6,4,0,0,2,24,0,0,0,0,7,5,4,8,6,7,2,19,3,8,0
2018-02-01,8,7,4,15,5,10,16,9,0,28,25,0,2,0,9,2,18,10,0,8,48,3,0,4,5,8,2,6,0,4,3,10,0,14,17,51,51,0,0,24,4,7,3,0,0,5,8,0,21,0,0,6,0,6,3,7,5,0,11,7,0,54,2,0,0,2,0,7,5,9,9,6,8,10,2,0,5,0,0
