date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watermelon,Yams,Yellow Squash,Cassava
2010-11-01,13,0,0,0,0,20,13,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,91,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,28,0,0,0
2010-12-01,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,88,0,0,100,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,23,0,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
2011-01-01,6,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,10,0,0,0,0,0,0,0,0,0,97,9,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,19,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,6,0,10,0,0,27,0,0,0,0,0,0,0,15,0,0,0,4,23,0,0,0,0,0,0,0,18,0,6,0,36,23,0,0,0,0,0,0,0,0,0,0,36,0,19,41,0,0,0,15,0,0,12,0,0,11,0,0,0,0,0,6,0,6,0,11,19,0,0,0,0,0,0,0,0,0,0,6,15,14,0,0,0
2011-03-01,6,11,10,0,0,15,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,6,6,0,0,0,9,0,0,100,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,0,6,0,12,0,0,0
2011-04-01,12,0,0,85,0,28,6,0,0,0,0,20,0,0,0,0,0,4,22,0,0,10,0,0,0,0,0,0,6,6,36,0,0,10,0,0,0,0,0,0,0,0,36,0,9,0,0,0,0,0,0,0,0,0,22,0,11,0,0,36,0,0,0,0,0,11,18,0,0,15,0,0,0,18,0,0,0,6,0,0,0,0,0
2011-05-01,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,8,8,21,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,14,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,32,0,0,0,0,5,0,12,0,0,0
2011-06-01,0,0,9,0,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,8,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,36,0,0,0,0,0,0,11,0,0,20,10,0,0,0,0,6,0,5,0,10,17,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0
2011-07-01,11,0,10,0,13,27,6,0,0,0,0,18,28,0,5,0,0,0,41,0,0,0,8,15,0,0,0,8,6,5,33,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,34,17,0,0,0,0,0,26,0,0,0
2011-08-01,9,0,0,0,0,19,6,0,0,0,25,0,0,0,0,0,0,0,0,8,0,9,8,0,0,25,8,8,6,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,10,0,7,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,12,0,0,0
2011-09-01,6,0,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,4,21,8,0,10,0,0,27,26,0,8,11,0,33,0,0,0,0,0,0,0,0,8,0,0,33,0,6,0,0,100,0,0,8,30,11,0,0,0,0,7,0,0,0,0,0,6,0,0,29,0,0,14,0,0,0,0,0,0,0,6,0,13,100,0,0
2011-10-01,21,0,0,73,12,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,7,0,24,0,7,5,5,0,0,0,9,23,0,0,0,0,7,0,7,61,0,9,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,5,0,5,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0
2011-11-01,12,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,23,0,0,0,0,0,5,0,31,0,0,9,46,37,0,0,0,7,0,0,0,0,6,0,0,0,0,13,0,0,11,0,0,0,10,6,0,0,0,8,0,5,59,19,27,0,0,13,0,0,0,16,0,0,0,0,0,12,0,79,0
2011-12-01,12,0,0,0,0,27,0,67,0,0,27,20,30,0,0,0,31,4,0,0,0,0,17,0,0,0,9,0,9,0,35,22,0,0,0,0,0,100,0,0,34,0,0,0,14,0,0,0,0,0,8,0,24,0,0,11,11,0,0,0,0,6,0,6,0,0,36,0,0,0,0,8,0,18,10,0,0,6,0,0,0,0,0
2012-01-01,11,0,0,0,0,27,0,0,0,0,23,0,0,0,5,36,0,4,19,0,0,0,15,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,13,0,28,11,0,20,0,15,0,0,0,35,0,0,5,0,0,16,0,0,13,0,7,0,0,0,0,0,0,0,12,0,0,0
2012-02-01,7,0,0,0,12,24,5,62,0,0,0,0,0,0,0,0,0,4,20,0,0,0,8,14,0,0,0,0,8,0,0,0,0,9,24,0,0,93,0,0,0,7,0,0,0,0,0,0,0,0,8,29,11,0,0,10,0,7,0,0,0,6,0,5,0,0,28,0,0,14,0,0,33,0,0,0,0,0,14,12,0,0,0
2012-03-01,10,0,0,0,0,16,5,56,0,0,0,16,0,0,4,0,0,3,0,0,0,0,7,0,0,23,7,0,5,5,0,0,0,8,22,35,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0,0,0,0,0,6,0,0,0,5,0,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,12,11,0,74,0
2012-04-01,16,0,9,0,0,27,5,61,0,0,0,18,0,0,5,0,0,8,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,32,0,12,0,0,0,0,0,0,0,33,0,0,10,0,6,0,0,0,5,0,9,0,10,16,0,0,0,0,0,0,16,9,0,0,0,0,24,0,0,0
2012-05-01,19,0,8,0,0,33,7,0,0,79,21,0,0,0,0,0,0,3,18,0,0,0,14,0,0,0,0,0,10,5,0,0,0,8,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,0,7,0,10,0,0,9,0,6,0,0,32,10,0,5,0,13,37,0,0,12,0,6,0,0,0,0,0,10,0,14,0,0,0
2012-06-01,12,0,8,0,0,24,5,56,0,0,22,0,0,0,6,0,0,3,18,0,0,0,7,0,0,0,0,0,8,5,0,0,0,0,0,0,87,0,0,0,0,0,0,0,11,33,0,87,36,0,0,0,0,0,0,9,9,6,0,0,0,0,0,5,0,0,30,0,0,25,6,6,30,0,0,0,0,0,12,0,0,0,0
2012-07-01,17,0,8,0,11,25,5,56,0,0,22,0,25,0,4,0,0,5,18,0,0,0,7,7,0,0,0,7,12,5,0,0,0,8,22,0,0,0,0,7,0,0,0,0,6,33,0,0,0,0,7,0,10,0,0,0,0,9,0,0,0,5,0,10,55,18,15,0,0,12,6,0,0,0,0,0,0,0,0,11,0,0,0
2012-08-01,19,10,9,0,0,32,10,58,100,83,0,0,25,0,0,35,0,4,19,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,18,6,0,0,0,5,0,5,0,0,26,0,0,0,0,6,31,15,0,0,0,0,0,11,0,0,0
2012-09-01,9,0,9,0,12,24,5,60,0,0,0,17,0,13,9,0,0,0,0,8,0,9,8,0,0,0,0,0,8,5,0,0,0,9,0,75,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,28,11,0,0,0,0,6,0,0,0,0,0,10,59,0,32,0,0,0,0,7,32,0,0,28,0,5,0,12,0,0,0
2012-10-01,10,0,8,63,10,18,0,100,0,0,0,15,0,0,4,0,0,0,0,0,0,0,6,0,0,20,0,0,4,0,26,0,0,8,0,0,0,0,0,0,0,0,26,0,10,0,0,0,0,0,6,0,13,0,0,0,0,5,0,27,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0
2012-11-01,15,0,8,65,0,16,7,0,0,0,0,15,23,0,4,31,0,0,0,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,78,0,6,0,0,27,72,5,0,0,0,0,12,7,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,14,11,0,0,0,12,0,14,8,0,0,5,0,14,0,68,0
2012-12-01,9,0,18,0,0,33,0,0,0,0,0,17,0,0,0,0,0,4,19,0,0,9,15,0,0,0,0,0,10,5,0,0,0,0,23,0,92,0,0,7,0,0,31,0,6,0,0,0,0,13,0,0,0,0,0,10,0,6,0,0,35,8,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0
2013-01-01,9,0,0,0,10,24,4,0,0,0,20,22,0,0,0,0,0,3,0,0,0,0,6,0,0,21,0,0,7,9,0,0,0,8,30,64,0,0,0,10,0,0,0,0,5,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,14,11,0,11,0,0,27,14,0,0,0,4,0,17,0,0,0
2013-02-01,14,0,8,0,21,26,5,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,22,0,0,6,5,28,0,0,0,0,0,0,0,0,0,0,0,28,0,5,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,29,0,0,16,6,0,0,14,0,26,0,0,0,16,0,0,0
2013-03-01,10,0,7,62,0,29,4,0,0,0,0,14,0,0,6,0,22,3,0,0,0,0,0,0,0,0,6,6,6,4,26,16,24,0,19,31,76,0,0,6,25,0,0,0,7,0,0,0,0,0,0,0,9,28,16,8,8,5,0,0,0,4,0,0,0,0,13,0,0,0,5,0,26,13,0,0,0,8,11,19,0,0,0
2013-04-01,11,0,7,60,0,24,4,0,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,7,18,0,0,0,0,0,0,6,25,0,10,0,0,0,0,11,6,0,9,0,0,0,0,7,0,0,0,4,0,4,70,8,13,0,0,10,5,11,0,13,0,0,100,0,0,9,0,0,0
2013-05-01,8,0,7,0,9,19,4,0,0,0,0,13,0,0,0,27,0,3,15,0,0,0,6,0,0,0,0,0,4,0,24,15,0,7,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,21,16,0,0,7,0,5,0,24,0,5,0,4,0,7,12,0,0,10,0,5,0,0,0,0,0,4,0,18,0,0,0
2013-06-01,7,0,0,0,0,32,4,0,0,66,0,27,0,0,4,28,21,0,30,0,0,0,0,0,0,19,0,0,7,4,0,0,0,7,0,0,0,0,0,0,0,0,24,0,14,0,0,0,0,0,6,0,12,0,0,7,0,5,0,0,0,4,26,8,0,0,12,0,0,15,5,0,0,12,0,22,0,4,0,14,0,0,0
2013-07-01,7,0,7,0,0,33,4,0,0,0,0,13,0,0,5,0,0,3,0,0,0,0,9,0,0,18,0,0,8,4,0,0,0,7,0,0,0,0,0,0,0,0,23,0,7,0,9,0,0,10,0,0,8,0,0,0,7,8,0,24,0,4,0,8,0,0,12,0,0,10,0,0,24,12,7,0,0,4,0,27,0,0,0
2013-08-01,14,0,0,0,9,42,4,47,0,0,0,20,21,0,4,0,0,3,15,0,0,0,0,0,0,19,0,0,10,4,0,15,0,0,0,58,72,0,24,6,0,0,0,65,5,0,0,73,0,0,0,22,12,26,15,0,0,5,0,0,0,4,0,6,0,8,0,0,0,0,0,5,0,0,0,0,0,4,10,19,0,0,0
2013-09-01,10,0,0,0,0,38,4,0,0,0,0,14,0,0,7,0,0,3,15,6,0,0,0,5,0,0,6,0,4,4,25,0,0,0,27,0,73,0,0,6,0,0,25,0,5,0,0,0,0,11,0,0,17,0,0,0,0,5,0,0,0,0,0,8,0,8,12,0,0,0,5,11,0,0,0,0,0,4,10,9,0,0,0
2013-10-01,6,7,0,51,8,27,0,41,0,0,0,12,0,0,3,25,19,5,20,0,0,0,5,5,0,17,0,5,4,4,21,0,20,6,16,26,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,4,0,5,0,7,11,0,96,0,0,5,0,0,0,19,0,0,0,16,0,0,0
2013-11-01,15,0,7,0,0,32,4,0,75,62,0,25,0,9,3,0,0,5,0,0,0,0,5,0,18,17,0,0,4,4,23,14,0,6,17,0,0,0,0,0,0,5,22,0,7,0,0,67,0,0,0,20,15,0,14,0,0,5,0,0,0,4,0,4,0,7,0,0,100,9,5,5,0,23,7,0,0,4,9,8,68,57,0
2013-12-01,12,0,0,62,10,36,11,0,84,0,20,0,0,0,4,0,0,6,0,0,0,0,0,6,0,0,0,6,4,4,26,0,0,0,19,31,0,0,0,0,0,0,26,0,0,0,0,0,0,11,6,23,9,0,0,0,0,5,0,0,0,7,28,7,0,0,52,0,0,11,0,0,0,0,7,0,0,4,0,0,0,0,0
2014-01-01,11,8,0,0,8,34,4,0,0,60,17,12,0,0,5,0,0,5,27,0,0,6,5,0,0,17,0,0,6,4,0,0,0,6,16,40,0,0,0,0,0,5,22,0,0,0,0,0,0,9,0,0,0,0,14,7,0,4,0,0,0,6,0,9,0,7,0,0,0,9,0,7,22,0,6,20,0,0,0,8,0,0,0
2014-02-01,10,0,0,0,9,17,5,44,0,0,0,0,20,0,0,0,0,8,14,6,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,28,0,66,0,6,0,0,0,0,9,0,0,0,0,10,0,0,8,25,14,0,0,9,0,0,0,4,0,4,0,0,12,0,0,10,5,10,0,0,7,0,0,0,0,13,0,0,0
2014-03-01,7,0,6,0,0,31,0,40,0,0,32,18,0,9,3,0,0,7,13,0,0,0,0,0,16,22,0,0,3,3,21,0,0,6,16,25,0,0,0,5,20,5,21,0,4,0,0,0,26,0,0,0,14,0,0,6,0,4,0,0,0,4,23,4,0,7,11,0,0,9,0,5,21,0,0,0,0,3,0,16,0,0,0
2014-04-01,13,0,6,0,0,33,5,0,0,0,0,12,0,0,3,0,0,3,14,0,0,0,0,0,0,17,0,5,7,4,22,0,0,0,16,27,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,23,0,0,0,4,100,22,0,4,0,4,0,7,0,0,0,9,0,7,0,11,6,20,0,4,9,11,0,56,0
2014-05-01,15,0,5,44,7,37,3,36,0,0,14,10,16,0,3,0,16,3,11,0,0,5,0,0,0,15,0,0,4,3,18,0,0,5,14,45,0,53,0,7,0,0,18,49,10,0,0,0,0,16,4,17,6,0,11,6,0,4,0,0,0,6,20,3,0,6,10,0,0,19,4,0,19,28,0,17,0,3,0,23,0,0,0
2014-06-01,9,14,11,48,7,31,5,38,66,0,0,11,33,0,4,23,0,4,12,5,0,6,0,0,0,15,0,0,0,3,0,0,19,0,20,24,0,0,0,0,0,0,20,0,18,0,0,0,0,8,5,24,7,21,12,12,6,12,0,0,0,0,22,3,0,0,10,0,0,8,0,9,20,20,0,0,0,4,0,12,0,100,0
2014-07-01,8,7,6,47,11,33,3,0,0,53,0,22,16,8,5,0,0,2,12,0,0,6,5,4,0,15,5,0,5,7,20,12,18,8,15,23,0,0,19,5,0,0,39,0,4,0,0,0,0,0,0,18,0,0,0,9,0,4,0,0,0,5,0,5,0,0,10,0,0,8,8,13,20,0,0,0,0,3,8,25,0,0,0
2014-08-01,9,7,0,100,0,34,5,0,0,0,16,12,0,0,6,0,0,5,13,0,0,0,5,9,0,22,0,0,3,3,42,13,0,0,15,25,0,0,0,5,0,0,21,0,8,0,0,62,0,9,0,18,7,0,13,6,0,4,0,0,0,11,23,7,0,13,11,0,0,9,0,11,42,11,0,0,0,5,0,24,0,0,0
2014-09-01,14,0,6,0,10,34,7,39,68,56,16,17,17,0,3,24,18,4,19,5,0,6,5,5,0,27,5,10,3,3,20,0,0,0,15,0,61,0,0,10,0,0,20,0,6,0,0,0,0,0,5,0,21,0,17,0,13,5,0,21,0,5,0,7,0,13,0,0,0,17,8,0,0,0,6,0,0,0,0,12,62,0,0
2014-10-01,12,0,5,0,7,34,3,36,0,51,0,11,16,12,3,32,0,4,29,5,0,0,0,4,0,29,0,0,3,6,19,36,0,0,14,68,56,0,0,4,0,0,0,50,4,0,0,0,0,8,0,0,13,0,0,6,0,5,0,19,0,4,0,8,0,6,19,8,0,8,4,6,0,0,0,0,0,6,0,25,0,0,0
2014-11-01,12,7,6,0,0,38,7,0,0,0,0,33,17,0,8,23,0,5,0,0,0,6,5,7,0,31,0,0,7,0,0,12,0,10,15,0,0,0,0,5,19,0,30,0,4,0,0,0,0,0,5,0,0,0,12,10,0,8,0,0,0,7,0,6,0,12,0,0,0,8,4,9,0,20,6,0,81,3,8,12,59,0,0
2014-12-01,9,0,0,0,8,26,6,0,0,0,16,0,0,0,0,0,0,4,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,0,16,0,0,0,0,5,0,0,22,0,4,25,0,0,0,0,0,19,7,0,14,0,0,0,0,0,0,4,24,4,0,0,34,0,0,0,0,5,0,11,0,20,0,0,0,17,66,0,0
2015-01-01,10,7,6,46,7,32,0,0,63,0,0,11,0,0,3,0,0,6,12,5,0,0,5,0,0,15,0,0,6,3,0,12,0,5,33,23,0,0,0,9,0,0,0,51,5,0,0,0,0,0,5,0,7,21,12,6,0,4,0,0,0,5,0,3,36,0,0,8,0,0,4,12,0,0,6,17,0,3,0,14,58,0,0
2015-02-01,4,0,6,51,0,36,4,41,0,0,0,12,18,0,3,0,0,6,0,5,0,0,5,5,0,0,5,0,7,4,0,0,0,6,0,26,0,62,0,8,0,0,0,0,8,24,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,4,0,4,0,0,0,9,0,18,0,0,0,0,0,0,88,4,0,16,0,0,0
2015-03-01,17,0,0,0,0,38,3,0,0,0,15,11,0,8,4,0,17,7,18,0,0,0,5,0,0,15,0,0,7,0,20,0,0,6,0,23,58,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,7,0,0,0,6,8,0,0,0,0,0,3,0,0,10,0,0,0,4,0,0,0,0,0,0,3,0,15,0,0,0
2015-04-01,10,0,0,0,15,26,0,0,0,56,0,17,17,0,4,24,0,4,19,5,0,0,5,0,16,16,5,0,0,3,0,0,0,0,30,24,60,0,0,0,0,0,20,0,10,0,8,0,25,9,0,0,0,0,0,13,8,6,0,0,23,0,0,3,0,0,21,0,90,0,0,4,0,0,12,0,0,3,0,15,0,0,0
2015-05-01,10,0,6,0,15,34,3,0,64,0,15,0,16,8,0,0,0,0,24,0,0,11,5,0,0,15,0,0,7,0,19,0,18,0,0,0,58,0,0,5,0,0,0,52,13,0,0,58,0,0,5,0,10,0,0,0,6,4,0,0,0,7,0,3,0,6,0,0,0,0,4,4,20,0,11,0,0,10,8,17,0,0,0
2015-06-01,11,0,0,0,0,27,0,0,0,0,0,11,0,0,3,0,0,3,12,0,0,0,5,0,0,15,5,0,3,0,0,0,0,11,29,0,58,0,0,0,0,0,20,0,14,0,0,0,0,8,0,0,13,0,0,0,0,4,0,0,22,0,0,3,0,0,0,0,0,8,4,9,0,0,6,0,0,3,8,12,0,0,0
2015-07-01,5,0,6,0,15,29,3,0,0,53,0,11,0,0,6,22,17,2,12,0,0,6,0,4,0,22,0,0,0,0,19,12,0,6,0,23,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,7,21,12,0,0,4,0,0,0,10,0,6,0,6,10,0,0,8,4,0,0,0,0,0,0,3,12,14,0,0,0
2015-08-01,8,0,6,0,0,43,3,0,0,0,0,23,17,0,3,24,0,2,13,0,0,0,5,0,0,0,5,0,3,0,0,0,0,12,15,24,0,0,0,10,0,5,20,0,5,23,0,0,0,0,5,18,7,0,13,0,0,4,0,0,0,0,0,5,0,6,10,0,0,0,0,4,0,10,0,0,0,3,0,13,0,0,0
2015-09-01,8,7,0,49,8,35,5,0,0,0,0,0,0,9,4,0,0,8,13,0,0,0,0,0,0,24,0,0,10,0,30,0,0,6,38,49,0,0,0,5,0,0,0,0,4,23,0,0,25,0,0,0,7,0,13,6,13,0,0,0,23,3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,3,9,15,0,0,0
2015-10-01,9,0,5,0,0,39,3,0,0,51,0,10,0,8,5,0,0,4,0,0,0,0,0,0,0,15,4,0,0,0,18,0,0,0,14,0,54,0,0,0,0,0,0,0,4,21,0,0,0,8,0,0,10,0,0,6,0,4,0,19,0,4,0,10,0,6,0,0,0,8,0,8,19,10,0,0,75,6,0,14,0,0,0
2015-11-01,3,0,13,45,0,51,0,0,0,0,14,10,16,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,3,6,19,0,0,5,0,23,0,0,0,0,0,0,19,0,4,0,0,0,0,0,5,0,6,0,12,0,0,6,0,0,21,9,0,3,0,0,10,0,0,0,0,0,19,10,0,0,77,0,0,7,56,0,0
2015-12-01,13,0,0,0,8,38,0,40,0,0,0,0,17,0,4,24,0,2,39,0,0,0,0,7,0,0,10,0,3,0,0,0,0,6,26,0,0,0,0,5,0,0,21,55,7,0,0,0,0,9,5,0,11,0,0,0,0,8,0,0,0,4,0,5,0,6,11,0,0,0,0,4,21,32,0,0,0,0,0,18,0,0,0
2016-01-01,7,0,5,0,7,35,3,70,0,0,0,10,0,0,3,0,16,3,0,0,0,13,0,0,0,14,5,0,0,3,18,0,0,0,21,0,0,0,0,0,0,4,19,0,4,0,0,0,0,8,0,0,0,0,12,0,0,6,0,0,0,5,20,3,0,6,9,0,0,12,0,4,0,9,5,17,0,3,0,7,0,0,0
2016-02-01,10,0,0,0,7,32,0,0,0,0,14,11,0,0,0,22,17,0,12,0,0,6,0,0,0,15,5,0,3,6,19,12,0,5,0,0,57,0,0,5,18,4,0,51,10,0,0,0,0,0,0,17,0,0,12,6,0,4,0,0,0,6,21,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,17,0,0,0
2016-03-01,7,0,5,0,7,43,4,34,0,49,0,10,0,0,4,0,0,6,0,0,0,5,0,0,0,14,0,0,3,3,18,0,16,5,22,21,0,0,0,4,0,6,0,0,8,0,0,53,0,8,0,16,12,0,0,0,6,4,0,0,0,3,0,6,0,6,9,0,0,0,0,0,0,9,0,0,0,3,0,20,0,0,0
2016-04-01,3,0,0,0,0,39,3,0,0,0,0,21,0,0,5,0,17,3,18,0,0,0,5,0,0,15,0,0,6,3,0,0,0,5,14,23,57,0,0,0,19,4,0,100,7,0,0,0,0,0,0,17,11,0,0,0,6,6,0,0,0,3,0,0,0,6,10,0,0,0,0,0,0,10,0,0,0,5,16,7,0,0,0
2016-05-01,8,0,0,0,0,39,6,35,0,0,0,10,0,0,0,0,0,3,11,4,0,5,0,0,14,14,0,0,3,3,18,0,0,5,27,0,0,0,0,4,0,0,18,0,29,0,0,0,23,0,0,16,0,20,15,0,0,4,0,19,0,3,0,5,34,0,9,0,0,8,0,4,19,9,5,0,0,0,8,27,0,0,0
2016-06-01,7,6,5,0,14,48,0,0,60,100,0,10,15,0,5,0,0,4,0,0,0,0,0,4,0,14,0,0,3,0,37,0,0,5,23,0,0,0,0,4,0,4,18,49,24,0,0,0,0,8,4,16,0,0,0,0,6,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,5,0,0,6,0,7,0,0,0
2016-07-01,6,0,5,0,0,41,5,0,0,50,0,10,0,0,3,0,0,3,23,0,0,11,0,0,0,0,4,0,5,0,18,12,17,5,20,0,54,0,0,0,0,0,27,0,9,0,7,0,0,0,0,16,6,0,0,6,6,4,0,19,0,13,0,3,0,0,9,8,0,8,0,4,19,9,0,33,0,3,0,21,0,0,0
2016-08-01,6,7,0,0,0,32,6,0,0,0,0,0,0,0,3,0,17,0,12,0,0,0,0,4,0,22,0,0,3,3,19,12,0,0,0,23,0,0,0,5,0,0,19,0,7,0,7,0,0,0,0,0,7,0,0,0,0,5,0,0,21,3,0,5,0,6,0,0,0,8,0,4,0,0,0,0,0,0,8,14,0,0,0
2016-09-01,9,7,6,0,7,45,0,0,0,0,0,11,0,0,6,0,0,2,24,0,0,0,0,0,0,15,0,5,6,3,0,12,18,6,14,23,0,0,0,9,0,4,0,52,4,22,0,0,0,0,0,17,9,0,0,0,0,12,0,0,0,8,0,5,0,0,10,0,0,8,0,4,0,0,6,0,79,5,0,22,0,0,0
2016-10-01,8,0,5,0,9,36,7,34,0,0,0,10,0,0,5,0,0,2,22,0,0,5,4,0,0,28,0,0,3,3,0,0,0,10,0,0,0,0,0,4,0,0,27,0,3,0,0,0,0,0,0,16,0,0,15,0,6,6,0,18,0,5,0,5,0,0,0,0,0,0,7,4,0,9,0,0,0,3,0,11,0,0,0
2016-11-01,5,0,0,0,7,33,6,0,0,50,0,10,0,0,4,0,0,3,11,0,0,0,0,4,0,14,0,4,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,4,0,6,0,17,6,0,11,0,0,20,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,16,0,0,0
2016-12-01,6,0,0,46,7,30,3,0,0,0,14,0,0,0,4,0,0,3,12,5,0,6,9,0,0,15,0,0,0,3,0,12,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,12,0,0,5,0,0,22,6,0,3,0,6,0,8,0,0,0,4,0,0,0,0,0,3,0,18,0,0,0
2017-01-01,8,6,8,0,14,26,3,34,0,0,14,10,15,8,4,0,0,2,0,0,0,5,0,4,0,14,0,0,0,0,18,11,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,16,6,19,11,6,0,6,0,0,0,6,0,3,34,0,9,7,0,7,0,4,0,0,10,16,0,0,0,7,0,45,0
2017-02-01,6,0,0,69,7,42,6,0,0,53,0,11,0,0,6,22,0,5,18,0,0,0,0,0,0,15,0,5,3,0,38,12,18,6,14,23,0,0,0,0,0,4,19,0,10,0,0,0,0,12,0,34,6,0,0,0,6,8,0,0,21,4,0,3,0,6,0,0,0,8,0,6,0,0,0,0,0,3,0,22,58,0,0
2017-03-01,8,0,0,0,10,39,0,32,0,0,0,12,14,0,2,0,0,4,10,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,12,20,48,0,0,0,0,0,0,44,5,0,0,0,0,7,4,0,14,0,0,5,0,5,0,33,0,3,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,5,0,12,0,0,0
2017-04-01,7,0,0,0,11,36,0,0,0,0,14,10,0,0,3,22,17,4,46,0,100,0,0,4,0,15,0,4,3,0,19,24,0,5,0,0,56,0,0,4,0,0,0,0,7,21,0,0,0,8,5,17,23,0,0,0,6,8,0,0,21,13,0,3,0,0,0,0,0,8,0,4,0,10,5,0,0,6,0,16,0,47,0
