date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Jicama,Kale,Leeks,Lemons,Lettuce,Limes,Lychee,Malanga,Mangos,Mushrooms,Okra,Onion,Oranges,Papayas,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2012-04-01,0,0,15,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0
2012-05-01,16,0,0,0,0,25,14,0,0,0,0,0,0,12,88,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0
2012-06-01,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2012-07-01,16,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
2012-08-01,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
2012-09-01,0,0,0,0,0,21,12,75,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,0,0,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,100,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,14,0,0,0,28,10,12,70,0,0,29,0,0,0,76,29,0,0,0,0,0,0,0,22,0,13,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
2012-12-01,0,0,0,0,0,12,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,28,0,0,0,29,15,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,63,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
2013-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2013-03-01,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2013-04-01,0,0,0,0,0,10,0,0,0,0,0,100,0,8,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0
2013-05-01,11,0,0,0,0,8,0,0,0,0,0,0,0,8,59,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,76,8,0,0,6,10,0,0,0,0
2013-06-01,11,0,0,0,0,14,0,55,19,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,11,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0
2013-08-01,10,0,0,0,0,16,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,0,8,0,18,0,0,0,10,0,0
2013-09-01,0,0,0,0,21,11,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,44,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0
2013-10-01,9,0,0,0,0,20,8,0,16,0,0,0,0,7,0,0,0,0,0,0,0,72,0,15,84,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,19,0,8,0,20,24,8,0,0,0,0,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,0,0,0,0,5,0,0,0,0,9,42,0,0,0,0,7,0,0,10,0,9,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0
2013-12-01,11,0,0,0,22,15,9,0,0,0,0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,75,0,0,0,6,0,0,11,0,0
2014-01-01,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,5,22,0,0,0,10,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,0,0
2014-02-01,11,0,9,0,0,13,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,88,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,9,0,0,0,0,20,8,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,9,0,0,0,0
2014-04-01,9,0,0,0,0,21,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,56,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2014-05-01,9,0,0,0,18,16,7,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,15,0,0,0,15,5,0,0,0,0,0
2014-06-01,0,0,8,0,19,21,0,46,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,9,0,0
2014-07-01,16,20,1,0,3,29,6,0,0,0,3,19,15,1,0,0,3,0,1,7,0,22,21,0,13,1,3,0,5,0,33,0,3,0,0,2,0,0,0,1,3,0,1,7,1,6,4,9,2,21,7,0,8,3,16,3,0,2,0,0,0,7,10,1,2,3,2,1,0,7,19,0
2014-08-01,18,25,1,16,6,27,4,5,2,0,3,10,11,2,12,2,2,2,0,11,2,27,16,0,0,1,2,10,3,2,56,0,0,0,10,2,40,1,0,1,2,16,3,27,0,5,2,6,2,0,2,13,10,3,12,2,0,3,10,0,0,3,15,2,0,7,2,2,0,4,0,0
2014-09-01,21,30,0,16,6,32,4,6,3,0,3,10,0,2,12,2,0,2,1,0,0,25,16,3,10,2,5,10,5,0,27,7,1,0,0,1,21,1,0,1,2,16,2,0,0,9,0,6,2,0,4,12,6,5,0,4,0,3,0,0,0,4,8,1,3,2,3,2,0,6,0,19
2014-10-01,21,15,0,32,9,26,3,0,2,0,2,19,0,1,0,3,2,2,2,5,2,16,16,2,10,2,3,10,3,2,21,0,0,0,0,2,0,2,0,1,4,16,2,0,0,9,0,13,1,0,3,9,12,3,12,2,0,2,0,0,0,6,20,2,1,3,2,2,0,5,14,0
2014-11-01,20,32,0,35,2,30,4,6,3,0,2,10,12,3,6,2,3,3,1,12,4,24,17,2,0,3,5,0,4,0,25,0,0,0,0,3,0,3,0,1,0,17,4,17,1,8,2,11,1,0,5,10,9,2,13,3,0,2,0,0,0,8,14,1,1,3,2,3,17,4,0,0
2014-12-01,21,33,1,18,4,30,4,6,2,19,6,11,0,2,7,4,2,3,1,6,0,27,0,2,0,1,3,11,5,0,35,7,1,0,0,2,0,1,18,0,5,0,2,9,1,13,2,0,2,0,2,0,5,3,0,2,9,4,0,91,0,4,21,1,1,3,3,2,0,6,0,0
2015-01-01,20,18,0,0,5,23,2,7,2,0,4,35,0,3,7,3,0,2,0,6,0,20,0,2,0,2,3,0,8,0,19,11,0,0,12,1,24,0,0,1,0,0,2,15,0,0,0,15,2,0,1,11,12,3,0,2,0,5,6,0,70,4,9,1,2,3,2,2,0,4,0,0
2015-02-01,17,0,0,21,6,26,2,7,2,0,7,13,0,4,8,3,9,3,0,7,0,29,0,2,0,3,5,13,4,0,40,0,2,0,13,2,0,2,0,0,6,21,3,14,0,6,2,0,2,0,3,12,11,4,0,1,0,2,7,0,78,7,15,1,2,3,3,2,0,6,0,25
2015-03-01,23,27,1,20,3,24,5,13,0,0,7,18,14,3,0,6,2,0,1,7,0,10,0,5,0,1,7,0,8,0,17,8,0,0,0,1,25,0,0,1,3,0,2,7,0,17,0,15,2,19,5,11,5,4,15,2,0,5,0,100,0,2,25,1,5,6,4,2,20,5,0,23
2015-04-01,14,19,0,0,7,24,7,7,0,0,6,18,14,2,7,3,2,2,1,7,0,41,0,2,12,2,4,0,2,0,20,17,0,0,0,3,0,0,0,0,0,20,4,10,0,17,0,21,1,20,6,0,13,4,15,4,0,3,6,0,74,5,13,1,0,4,2,1,0,9,0,0
2015-05-01,18,26,0,18,5,28,5,0,2,0,5,0,0,2,0,3,4,2,1,6,0,24,18,2,22,5,3,11,3,0,18,8,1,0,0,1,0,0,0,1,3,0,3,0,0,5,0,7,2,37,4,11,6,5,14,4,0,2,6,0,67,4,17,1,1,5,2,1,0,7,17,0
2015-06-01,20,50,0,27,9,29,4,9,0,29,7,0,0,1,0,0,0,3,1,9,0,23,27,0,0,0,5,0,4,3,18,0,2,0,0,1,34,1,0,1,4,0,2,0,0,16,0,21,4,0,3,15,17,2,0,4,0,5,0,0,100,8,51,1,0,6,2,3,27,6,0,0
2015-07-01,7,100,0,0,0,12,6,0,0,0,0,0,0,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,51,0,0,0,4,0,0,7,0,0
2015-08-01,14,0,0,0,0,31,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,5,100,0,0,0,0,34,0,0,0,0,5,100,5,0,26,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2015-09-01,14,0,0,0,0,33,0,0,0,0,0,0,71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,48,0,8,0,4,0,0,7,0,0
2015-10-01,7,90,6,0,13,32,5,0,0,0,0,0,69,7,0,0,0,11,0,32,0,100,0,0,0,0,10,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,11,0,0,95,0,0,25,6,0,6,0,10,0,0,0,11,0,5,0,0,0,0,0,13,0,0
2015-11-01,13,0,0,100,0,32,6,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,100,0,0,0,0,0,0,0,33,0,0,0,0,5,0,0,0,3,14,100,7,0,0,0,0,0,5,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,8,18,4,0,100,0,0,0
2015-12-01,8,0,0,0,15,19,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,4,0,0,8,100,0
2016-01-01,7,0,6,0,0,31,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-01,7,0,0,0,14,23,6,0,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,11,0,6,0,62,8,11,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,20,0,0,0,12,0,0,0,0,0,7,0,0,0,0
2016-03-01,6,0,0,0,12,27,5,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,84,0,0,10,0,0,0,6,0,0
2016-04-01,0,0,0,0,13,40,5,31,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,6,0,0,5,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0
2016-05-01,0,0,0,0,0,18,5,31,0,0,13,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0
2016-06-01,6,0,0,0,0,23,8,0,11,0,13,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,38,0,0,0,0,0,0,0,3,0,0,6,0,6,27,0,0,5,0,9,0,0,12,0,6,0,0,0,0,0,0,43,0,0,0,0,0,0,6,0,0
2016-07-01,0,0,0,0,0,32,11,32,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,19,0,0,9,0,7,0,0,77,0,0,0,0,0,0,0,3,13,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,18,0,0,0,0,0,5,0,11,5,0,0,0,0,0
2016-08-01,0,80,0,0,0,31,5,0,10,0,0,0,0,4,0,12,9,10,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-01,6,0,0,0,12,44,0,30,0,0,12,0,0,15,0,13,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,6,0,9,0,0,0,0,0,9,0,0,3,0,0,6,0,0
2016-10-01,9,0,0,0,0,36,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,29,6,0,0,0,0,0,4,0,22,6,0,6,0,9,0,0,0,0,0,0,0,0,0,5,0,6,0,100
2016-11-01,12,0,5,0,0,28,5,0,0,0,0,53,0,9,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,5,0,5,0,0,0,0,6,0,0,0,0,0,4,100,0,0,67,0,43,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0
2016-12-01,7,0,0,0,0,14,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,13,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,7,0,0
2017-01-01,7,90,0,0,0,16,6,33,0,0,14,0,0,7,0,0,0,0,0,0,0,51,0,0,0,0,0,0,8,0,0,83,0,0,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2017-02-01,7,0,0,0,0,31,8,0,0,0,0,0,0,15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,7,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2017-03-01,6,0,0,0,0,18,9,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0
2017-04-01,0,0,0,0,0,20,8,0,0,0,12,54,0,7,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,0,3,0,89,6,0,0
2017-05-01,9,0,0,0,0,27,0,0,0,92,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,51,0,34,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,10,3,6,0,6,0,0
2017-06-01,12,84,0,0,12,35,0,0,11,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,55,0,0,0,0,0,0,38,0,0,0,0,0,0,0,3,0,91,0,0,6,27,11,36,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,7,0,0,0,13,30,5,0,0,0,13,0,0,5,36,0,0,0,0,0,0,49,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0
2017-08-01,6,0,0,0,12,37,0,29,0,0,0,0,0,11,0,0,0,20,0,0,0,43,0,0,0,0,0,0,0,0,0,35,0,0,0,4,0,4,0,3,0,0,0,28,8,24,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0
2017-09-01,6,0,0,0,0,44,0,0,0,0,0,0,0,9,34,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0,0,0,0,43,9,0,0,3,0,0,6,0,0
2017-10-01,0,0,0,0,0,29,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,43,0,0,0,0,0,50,0,0,0,34,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,9,0,4,0,0,5,0,6,0,0,0,0,0,0,39,0,0,0,0,5,0,8,0,0
2017-11-01,6,0,0,0,0,25,9,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,8,0,6,0,0,0,0,0,0,4,0,4,0,3,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2017-12-01,13,0,0,0,0,12,5,32,0,0,13,0,0,12,0,0,0,0,0,31,0,0,0,10,0,0,0,0,7,0,31,0,0,0,0,0,0,0,0,6,0,0,6,0,12,27,0,0,0,0,0,0,0,0,71,0,0,0,28,0,0,11,0,0,0,0,0,0,0,6,0,0
2018-01-01,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0
2018-02-01,13,0,0,0,13,23,0,0,11,100,0,0,0,12,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,0,0,0,3,0,0,0,0,6,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,7,0,7,0,0,0,0,0
2018-03-01,5,0,4,0,21,36,7,0,0,83,0,0,0,13,0,11,8,9,0,0,0,0,0,0,0,0,8,47,6,0,0,32,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,46,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0
2018-04-01,8,0,0,0,11,26,9,0,0,0,12,0,0,14,0,0,16,10,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0,0,24,0,0,0,0,4,0,0,6,63,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0
2018-05-01,5,76,0,0,0,37,5,0,0,0,0,0,0,7,0,0,0,10,0,0,0,41,79,8,0,0,8,50,0,0,0,0,5,0,0,4,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,6,0,0
2018-06-01,5,0,0,0,11,36,5,0,0,0,11,0,0,7,0,0,0,0,0,27,0,40,0,0,0,0,0,48,6,0,0,0,0,0,0,0,100,0,0,3,0,0,5,0,5,23,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,3,0,0,5,72,0
2018-07-01,14,0,0,0,11,27,5,29,0,0,12,51,0,10,62,0,0,10,0,28,0,0,0,0,0,5,8,0,7,9,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,6,0,0
2018-08-01,13,71,0,0,0,23,9,26,0,0,0,46,54,9,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,32,5,0,0,0,0,0,0,3,11,0,0,0,5,23,0,30,0,75,4,0,0,5,58,0,0,0,0,0,0,9,0,0,0,0,3,0,0,5,0,0
2018-09-01,0,0,5,80,0,33,0,0,0,0,0,48,0,19,30,0,0,9,0,0,0,0,0,8,0,5,0,0,0,0,0,34,5,0,0,8,0,0,0,3,0,0,0,27,5,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,8,0,9,3,0,0,6,0,0
2018-10-01,5,0,0,0,10,32,0,26,0,0,11,0,0,6,0,11,0,9,0,0,10,59,0,0,0,0,0,0,0,0,0,32,5,0,0,4,0,0,0,3,0,0,0,0,5,22,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0
2018-11-01,0,0,0,0,0,31,5,27,0,0,11,0,0,20,0,0,8,9,0,26,0,40,0,0,0,0,0,48,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,5,0,0,0,0,0,0,0,0,6,9,3,0,0,11,0,0
2018-12-01,18,84,0,91,13,14,5,0,0,0,0,0,0,8,0,0,0,11,0,30,0,0,0,10,0,0,0,0,7,0,0,0,6,0,0,5,0,5,0,3,0,0,6,0,6,0,0,0,0,0,5,0,0,8,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
