date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava,Zucchini Squash
2014-12-01,47,0,15,20,33,47,13,9,11,42,23,0,32,24,26,0,0,15,15,33,16,16,0,0,15,18,16,0,15,11,0,0,17,12,19,0,21,15,9,0,21,16,0,54,0,24,22,4,0,14,9,0,29,22,0,0,31,0,10,0,11,26,0,0,21,0,0,0,0,23,15,0,16,23,75,11,12,0,35,0,10,39,12,0,0,0,0,37,65,18,0,18,0,23,0,20,0,0,41,18,20,24,0
2015-01-01,43,0,34,18,51,46,12,24,19,38,21,18,45,0,12,36,29,27,35,15,14,19,0,0,20,10,7,0,22,0,0,11,10,0,22,0,38,9,8,0,9,21,0,29,12,32,19,3,0,12,12,0,13,0,17,0,0,0,9,51,15,9,15,0,38,28,0,11,0,21,7,0,18,60,46,0,9,26,10,0,27,35,0,12,38,0,39,25,44,32,0,59,0,0,0,32,17,0,0,12,27,21,16
2015-02-01,55,0,15,19,40,49,0,16,11,0,31,0,48,24,26,40,0,15,29,25,16,10,0,0,29,11,20,0,24,0,44,0,33,0,46,31,42,10,0,0,0,35,0,21,0,30,21,26,0,14,26,0,15,0,13,0,0,33,0,0,11,24,18,0,21,12,0,0,22,34,23,0,10,0,57,0,8,0,19,0,10,39,18,14,42,0,43,32,40,25,7,52,0,46,0,17,38,0,0,23,39,0,12
2015-03-01,63,11,18,18,49,67,12,17,10,0,21,0,55,0,53,36,0,13,22,15,14,9,0,0,13,0,14,28,22,0,0,11,13,11,21,0,0,9,8,0,14,18,0,0,0,48,19,2,30,0,8,25,13,0,9,0,27,0,18,0,10,9,11,0,19,34,8,0,10,21,9,97,9,20,53,19,6,0,21,0,9,0,11,13,0,0,0,12,29,24,13,75,0,21,72,29,35,0,0,26,26,21,11
2015-04-01,42,0,28,55,69,44,0,17,20,0,44,37,40,0,0,19,0,28,0,0,0,0,0,0,18,0,8,0,21,0,0,12,16,11,21,0,20,0,0,0,10,45,0,0,0,17,20,4,0,13,29,0,14,21,9,0,0,32,19,0,31,15,12,0,40,23,0,12,21,22,14,0,19,0,44,10,7,0,11,0,10,37,12,13,79,0,0,22,30,22,14,46,0,22,0,52,0,0,39,15,18,0,23
2015-05-01,43,15,22,27,32,56,23,18,0,38,0,12,37,0,0,18,0,26,26,15,0,9,0,0,13,10,7,0,16,0,0,0,10,11,17,0,19,27,17,0,0,50,0,20,0,16,0,4,45,0,13,0,13,20,6,0,0,0,23,0,0,16,0,0,0,17,8,11,30,0,23,0,9,20,38,0,5,0,17,0,19,36,11,31,38,0,0,29,37,20,10,44,0,0,0,19,35,0,0,62,0,0,0
2015-06-01,58,12,14,0,24,72,12,15,25,0,22,25,30,0,12,76,0,19,27,0,0,10,0,0,28,10,11,29,17,10,0,0,21,11,32,0,0,19,9,0,14,24,0,0,0,17,41,1,32,13,25,0,21,0,15,0,0,0,10,0,10,23,12,0,20,18,9,0,31,43,22,0,0,21,44,0,7,0,0,0,19,37,0,20,0,95,41,26,15,21,7,37,0,22,0,25,37,0,39,54,46,22,23
2015-07-01,42,27,16,21,47,51,0,10,11,45,0,14,33,26,0,0,0,32,31,18,17,39,0,0,31,0,8,66,24,0,0,0,23,19,20,0,34,25,0,0,11,36,0,0,0,19,0,2,0,0,9,0,0,0,10,0,0,0,22,0,19,22,13,14,0,13,0,0,35,24,11,0,11,24,50,0,0,0,12,0,11,84,0,0,0,0,46,24,35,31,8,19,0,25,0,37,41,0,0,83,21,0,13
2015-08-01,39,12,14,18,46,53,0,15,10,0,44,0,38,23,12,19,0,18,13,31,0,10,0,36,40,0,30,0,11,0,0,12,10,0,9,0,33,9,17,0,9,20,0,0,12,39,20,4,31,25,16,0,14,20,24,0,0,0,10,53,10,15,11,0,20,41,0,12,10,21,12,0,10,0,38,0,6,0,11,0,29,37,0,0,39,31,0,9,45,57,7,16,37,44,0,30,18,0,39,34,18,0,11
2015-09-01,58,17,13,18,53,60,0,12,10,75,0,0,42,0,35,18,0,13,0,53,14,0,0,0,46,0,7,0,8,0,0,11,10,65,17,0,57,37,12,0,0,34,0,19,12,27,19,2,61,0,26,0,49,39,9,0,0,0,23,0,0,16,11,0,19,22,0,11,25,21,16,0,14,30,57,9,16,26,14,0,9,36,0,0,0,0,40,29,29,54,7,28,37,0,0,45,17,0,37,38,18,0,16
2015-10-01,65,0,13,0,42,47,0,13,19,0,21,0,40,0,23,36,0,20,13,15,21,0,0,0,13,10,18,28,29,0,0,0,15,11,14,0,19,9,0,0,9,33,0,0,0,48,19,2,60,0,16,0,22,0,14,0,0,0,18,0,10,9,11,0,19,33,8,11,10,20,16,0,9,30,64,0,91,0,10,0,9,35,17,0,38,0,0,16,29,49,7,43,0,0,0,34,26,0,0,19,44,0,11
2015-11-01,68,11,30,17,27,52,0,18,19,0,0,11,31,0,23,17,0,30,17,0,0,14,0,34,13,10,7,27,31,0,0,0,10,21,13,0,18,18,0,0,13,19,0,28,0,31,18,3,0,12,11,0,26,0,6,0,0,29,31,0,14,9,14,0,0,16,0,11,19,26,20,92,13,48,61,0,23,0,10,0,18,0,11,0,0,0,0,16,56,39,6,61,0,0,0,20,17,0,0,27,43,20,21
2015-12-01,36,0,14,18,30,52,0,16,10,38,0,12,37,22,42,0,0,23,40,46,15,14,0,0,27,20,11,0,11,0,0,0,10,0,17,0,39,9,8,0,9,20,0,20,12,50,0,4,0,0,20,0,20,0,24,0,0,0,19,0,10,14,17,0,19,23,9,0,20,28,14,0,0,51,76,10,5,0,21,0,9,0,17,13,39,31,0,13,15,19,13,32,0,21,0,13,18,0,76,29,18,21,0
2016-01-01,41,12,28,18,42,43,12,16,17,39,22,24,53,0,36,37,0,23,41,31,22,0,0,0,14,10,22,0,22,0,0,0,10,11,26,0,19,10,9,0,9,38,0,40,0,17,0,20,31,13,16,0,14,0,18,0,0,0,14,0,20,20,11,0,0,23,0,12,21,42,14,0,19,21,49,0,4,0,32,14,10,0,0,0,0,0,41,47,46,42,0,62,0,22,74,22,54,0,0,32,0,0,11
2016-02-01,22,12,30,0,40,73,13,18,16,0,35,0,47,0,13,20,0,30,24,33,16,10,77,0,29,0,20,0,15,0,0,0,11,12,25,0,21,10,9,58,0,31,0,22,0,30,0,3,0,0,12,28,15,0,19,0,0,0,10,0,14,28,12,0,0,0,0,12,22,34,5,0,10,0,68,0,7,0,19,0,15,39,13,0,0,0,0,32,49,41,7,26,0,23,0,35,58,0,0,21,20,23,0
2016-03-01,47,0,14,37,82,61,12,9,30,0,22,12,55,0,12,19,0,23,14,31,0,10,0,0,14,20,0,29,17,0,0,12,16,0,20,0,0,10,9,0,9,24,0,20,0,51,20,4,42,0,14,0,14,20,12,0,0,0,10,0,0,13,11,12,60,12,0,12,21,29,24,0,10,0,70,0,8,0,22,0,10,74,0,0,0,32,0,30,30,34,14,54,76,0,0,33,18,0,0,24,28,0,0
2016-04-01,35,0,36,28,70,57,0,38,0,0,45,12,52,23,25,26,61,28,14,24,15,10,0,0,14,0,19,30,14,10,0,12,11,0,27,0,20,0,9,0,19,28,0,0,0,23,0,4,0,13,21,0,0,27,15,0,0,0,15,0,10,20,23,0,20,24,0,23,26,22,29,0,10,0,73,0,5,0,11,0,10,38,0,26,0,0,42,13,31,25,7,75,0,0,0,21,55,0,0,32,75,22,11
2016-05-01,51,12,24,66,100,68,12,24,16,0,0,12,46,0,13,19,0,28,33,32,15,0,0,0,28,11,0,0,18,10,0,12,14,0,23,0,20,20,0,0,20,23,0,21,0,23,21,4,0,13,23,26,0,21,12,0,0,0,15,0,10,10,12,0,20,24,9,0,11,44,27,0,10,22,47,0,4,0,11,0,10,0,12,20,40,0,0,18,24,26,7,51,0,0,0,45,19,0,40,48,38,23,0
2016-06-01,31,19,30,79,76,43,13,16,16,0,24,26,34,0,13,48,32,15,0,0,0,0,0,0,15,11,20,31,21,0,0,13,17,0,19,0,21,42,9,0,0,16,0,22,0,18,0,3,34,0,22,0,0,0,7,0,0,0,16,0,22,16,12,0,0,0,0,0,17,23,23,0,16,0,39,0,7,0,12,0,10,0,0,14,0,0,0,18,16,22,7,31,0,0,0,41,39,0,42,100,20,0,12
2016-07-01,38,0,17,22,67,37,0,11,12,0,27,15,32,0,0,23,0,17,25,38,18,0,0,0,17,0,27,0,10,0,51,0,13,34,11,0,24,16,21,0,12,22,0,0,0,62,0,2,0,0,50,0,17,0,15,0,0,0,23,0,12,40,14,0,24,14,11,0,13,52,12,0,0,0,61,0,6,0,13,0,23,90,0,16,0,0,0,10,37,53,8,50,0,0,0,33,0,0,0,51,0,0,14
2016-08-01,20,13,77,20,68,55,0,14,22,87,0,13,38,0,13,21,0,15,23,17,0,0,0,0,46,0,33,33,22,0,0,0,23,25,0,32,22,11,10,0,11,25,0,0,13,37,0,3,70,14,32,0,15,0,27,0,32,0,11,0,11,16,19,0,22,13,10,13,11,32,13,0,11,0,44,0,13,0,24,0,14,0,13,0,44,0,0,24,0,78,0,55,0,0,0,18,0,0,0,46,20,0,19
2016-09-01,64,13,15,0,54,44,0,20,15,0,24,13,37,50,27,21,0,46,25,35,0,11,0,0,30,0,8,32,28,0,0,13,0,25,16,0,22,11,19,0,11,20,0,0,27,28,22,3,0,0,21,0,0,22,10,0,63,35,21,0,11,11,13,0,22,13,0,13,17,24,13,0,11,23,40,11,20,0,12,0,16,0,0,0,44,0,45,24,25,54,0,50,42,0,0,23,20,0,0,19,20,24,12
2016-10-01,91,13,30,0,65,43,0,24,11,0,47,27,44,0,0,27,0,15,29,17,16,21,0,40,15,22,12,0,33,0,45,13,22,12,19,0,21,10,0,0,0,22,0,0,13,18,0,4,34,0,15,0,0,0,33,0,0,0,16,0,22,27,12,0,22,13,9,0,28,31,21,0,16,34,58,0,100,29,16,0,26,40,12,0,0,34,0,23,0,58,7,63,0,0,80,24,29,0,42,16,50,0,12
2016-11-01,58,12,20,29,40,36,13,19,16,0,23,26,41,36,13,39,0,19,29,33,16,10,0,0,0,16,12,0,18,0,0,0,16,0,18,0,21,10,9,0,10,19,0,32,0,30,42,1,33,0,9,0,22,0,13,0,0,0,30,56,0,21,24,0,63,25,0,12,38,45,28,0,10,0,46,0,18,29,23,0,0,0,12,0,0,33,0,54,32,46,0,61,0,23,0,23,38,25,41,8,0,0,0
2016-12-01,38,12,29,58,46,47,0,15,21,0,23,13,32,24,26,39,31,36,22,0,16,10,0,0,15,11,16,0,22,11,0,0,33,18,28,0,42,25,36,0,10,20,0,21,13,24,21,3,0,0,29,0,0,21,19,0,0,0,15,0,21,10,16,0,41,12,0,18,43,23,23,0,20,67,61,0,10,28,11,0,10,0,0,0,0,33,0,18,48,25,15,43,40,23,0,29,19,0,0,13,19,0,12
2017-01-01,58,11,27,0,85,46,0,24,19,0,0,12,54,22,18,18,29,22,44,30,14,0,0,35,13,0,14,0,8,0,0,0,15,22,17,0,19,15,25,0,23,23,0,58,0,27,19,9,30,0,28,0,0,20,15,0,0,0,0,0,15,28,18,0,19,34,0,11,25,28,14,0,9,30,69,0,5,0,21,0,9,0,0,12,0,0,0,37,59,41,7,59,0,0,0,21,26,0,37,12,18,21,22
2017-02-01,40,13,25,20,69,55,0,14,22,84,47,0,67,24,26,0,33,15,15,42,0,11,0,0,22,0,12,31,14,11,0,13,17,18,28,0,21,10,9,58,10,36,0,22,0,42,32,2,0,28,21,0,15,0,10,0,0,0,10,0,22,25,12,0,0,0,9,12,44,23,23,0,10,34,69,0,8,0,12,0,21,0,0,14,42,34,0,51,33,48,7,80,41,0,80,35,19,0,0,10,20,23,0
2017-03-01,46,0,45,26,60,51,0,20,19,37,20,11,57,31,17,52,0,13,21,14,14,9,0,0,0,0,17,27,13,0,0,0,9,10,16,27,18,13,8,0,9,31,0,38,11,26,0,2,0,12,15,24,13,0,11,0,0,0,18,0,0,18,32,0,0,54,0,11,29,0,27,0,0,39,68,0,10,0,10,0,0,0,0,0,0,0,0,55,21,37,6,65,70,0,0,28,17,0,71,25,17,0,10
2017-04-01,24,0,24,56,98,38,12,26,10,0,22,12,52,0,25,19,0,21,14,16,0,20,0,0,21,14,8,0,30,0,42,0,11,11,29,0,20,29,9,0,14,58,0,41,0,29,20,3,0,13,22,26,29,41,12,0,29,0,10,0,0,20,16,0,20,77,0,12,16,43,12,0,10,21,50,0,3,28,0,14,19,75,0,13,0,0,41,35,61,32,14,75,38,0,0,33,37,0,0,17,19,22,0
2017-05-01,37,12,21,46,62,45,0,14,10,40,33,12,45,0,25,57,30,56,27,24,45,0,0,0,14,10,23,29,20,0,0,12,0,0,18,0,20,23,18,0,19,17,0,0,0,23,0,13,0,0,14,0,0,20,0,0,0,0,24,53,10,13,12,0,40,53,0,12,21,32,19,100,10,31,48,10,5,0,11,14,19,0,0,0,0,0,0,13,15,23,0,83,38,22,0,55,54,0,0,39,0,0,0
2017-06-01,42,19,20,49,73,65,13,20,11,0,23,13,38,0,26,20,0,22,24,17,0,0,0,0,59,11,24,0,30,0,0,0,11,12,14,0,21,26,0,0,21,36,0,22,0,36,32,3,34,21,27,0,0,22,6,0,0,0,15,0,11,18,12,0,21,63,0,12,17,34,31,0,10,22,55,0,4,29,12,0,31,40,12,21,0,34,0,41,24,25,0,26,0,0,80,50,19,0,0,44,0,0,0
2017-07-01,48,13,24,42,75,53,0,24,23,0,50,0,39,26,0,72,0,24,23,18,0,11,83,0,16,0,22,67,29,0,0,0,12,13,30,0,0,11,20,0,11,27,0,0,0,32,46,4,36,44,28,0,16,0,14,0,0,0,11,0,0,30,0,0,23,33,10,13,18,41,25,0,22,24,59,0,6,0,0,0,0,0,13,15,45,36,0,24,18,54,8,28,0,0,0,28,31,0,44,86,21,0,0
2017-08-01,41,15,0,72,73,50,0,37,10,0,21,12,38,22,18,31,29,27,20,15,29,10,0,0,18,10,15,29,25,10,0,12,0,11,26,0,19,19,17,53,19,25,0,0,0,33,0,9,0,25,22,25,14,0,12,0,0,31,9,0,15,24,17,12,19,17,9,11,0,42,19,0,14,41,37,0,4,0,11,0,9,36,0,13,39,0,41,42,0,75,0,32,0,0,73,38,35,0,0,26,18,0,22
2017-09-01,52,17,14,0,42,43,0,31,15,39,22,0,40,22,12,28,0,21,27,15,30,0,71,0,18,10,29,43,19,10,0,12,0,33,14,0,19,14,0,0,9,13,0,0,0,22,0,2,31,0,19,0,14,20,21,0,0,0,0,52,13,26,23,0,20,47,0,0,41,21,26,0,13,21,57,10,17,0,11,0,9,0,0,13,39,0,40,25,30,100,7,65,37,0,0,30,27,0,0,29,36,21,28
2017-10-01,45,11,26,17,56,49,0,9,14,37,21,11,38,43,23,30,0,20,30,15,14,9,0,0,13,10,11,28,29,0,0,0,0,11,25,0,0,14,8,0,9,21,0,28,11,27,19,2,30,12,12,73,13,0,6,0,0,0,0,50,10,19,11,0,38,28,0,11,10,34,25,0,18,49,40,0,92,51,21,0,14,35,0,0,37,30,39,44,57,73,6,43,0,0,0,28,34,0,0,16,0,0,16
2017-11-01,32,11,30,17,35,52,0,25,14,0,21,11,47,0,11,0,0,26,17,0,28,9,0,0,19,16,7,27,16,0,0,11,16,0,24,0,0,9,32,0,0,27,0,19,0,21,0,4,0,12,23,24,0,0,6,0,0,0,22,49,19,9,0,11,18,16,8,0,10,20,24,0,9,0,100,0,13,38,13,0,9,0,11,12,73,29,0,36,21,48,6,69,0,0,0,38,33,0,36,25,34,0,16
2017-12-01,41,0,41,36,66,48,12,17,10,0,21,12,37,22,35,0,0,0,27,15,0,14,0,35,13,10,15,29,17,0,41,12,10,16,25,0,0,9,25,0,16,7,0,19,0,33,0,2,31,0,8,0,0,0,12,0,0,0,9,0,10,14,39,0,29,23,0,11,20,31,23,0,0,0,60,0,3,0,28,14,16,37,22,0,0,31,81,37,30,31,7,52,0,21,0,30,26,0,0,14,18,0,11
2018-01-01,42,11,38,25,77,46,0,21,14,0,20,22,65,0,27,17,0,42,25,28,13,9,0,0,21,9,10,26,20,0,38,11,19,15,23,0,27,9,8,0,17,12,0,18,0,30,18,4,28,17,26,23,0,0,24,0,26,0,21,0,14,12,45,0,27,26,0,21,18,58,22,0,0,19,57,9,8,0,20,0,9,33,10,0,0,28,37,38,68,48,0,70,0,0,0,52,48,0,34,26,0,20,10
2018-02-01,62,12,43,38,61,54,37,20,10,0,68,25,63,23,31,19,0,14,37,24,0,0,0,0,28,11,0,0,26,10,0,12,21,17,15,0,20,20,0,0,10,23,0,31,12,52,31,3,49,0,20,0,14,21,34,0,0,32,15,0,10,17,24,12,20,36,0,0,32,29,30,0,10,53,47,0,3,0,22,0,0,38,0,13,0,0,0,40,70,52,7,93,0,45,0,30,37,0,0,32,0,23,12
2018-03-01,27,0,17,17,66,44,22,31,19,0,41,0,68,21,11,35,0,13,46,36,21,18,0,0,26,10,7,27,18,9,0,0,10,10,13,0,0,30,16,0,13,29,0,28,0,42,37,3,44,12,23,24,17,0,34,0,27,29,18,0,28,9,11,0,37,38,8,0,14,20,38,93,9,48,48,9,5,0,15,13,24,34,11,0,73,29,38,40,49,48,6,88,0,0,0,41,0,0,71,27,17,0,21
2018-04-01,32,11,31,35,81,60,0,36,19,37,21,17,56,21,29,18,28,13,30,15,0,9,0,0,39,10,7,0,11,10,0,11,10,16,25,0,0,15,12,0,27,30,0,38,0,48,38,2,0,0,27,25,0,38,20,0,0,30,9,50,16,19,16,0,19,33,8,0,10,20,25,0,27,20,53,19,10,0,31,14,27,0,0,12,37,30,0,53,29,42,6,58,0,0,0,47,17,0,37,23,53,21,16
2018-05-01,22,11,40,52,94,71,0,27,9,0,41,11,45,0,11,24,0,22,38,29,0,9,0,0,13,0,11,0,19,0,39,11,15,10,24,0,0,9,12,0,9,17,0,19,0,16,0,6,59,12,10,0,13,0,11,0,0,0,18,0,9,18,18,0,0,38,0,11,19,33,32,0,18,20,56,0,5,0,15,0,9,35,11,24,0,0,39,32,43,31,6,62,0,0,70,23,34,0,0,64,0,0,11
2018-06-01,20,11,40,43,71,52,11,22,19,74,31,35,40,0,0,27,0,13,26,15,0,9,0,0,20,0,14,28,27,0,0,0,20,11,14,0,19,9,8,0,9,28,0,19,11,24,19,11,0,12,18,0,13,58,17,0,27,0,18,0,10,19,11,12,19,33,8,11,20,20,25,0,0,50,49,9,5,0,10,27,14,35,0,12,37,0,39,33,14,27,13,47,0,21,0,39,17,0,0,65,35,21,11
2018-07-01,30,0,14,19,71,68,13,23,16,0,23,25,47,0,25,59,0,48,36,16,0,30,0,0,22,0,16,31,21,21,44,0,11,0,30,0,34,30,18,0,10,15,0,0,0,23,42,3,0,0,17,0,0,0,12,0,0,0,20,0,11,27,36,0,0,18,0,0,16,22,30,0,10,44,58,10,5,0,11,0,10,38,12,13,0,33,0,27,32,84,14,52,0,0,77,52,28,0,0,54,19,23,24
2018-08-01,84,11,21,25,71,40,0,22,9,0,27,0,45,21,11,17,0,30,12,14,0,13,0,34,34,9,14,0,31,0,0,0,14,36,16,0,18,9,12,0,20,20,0,18,11,46,18,1,0,0,19,0,13,18,17,0,0,0,9,0,0,23,10,0,36,21,0,11,9,20,37,0,22,38,49,9,9,37,10,13,12,34,0,12,0,29,37,23,21,95,6,87,0,0,0,45,25,0,0,60,34,0,10
2018-09-01,79,11,22,69,46,46,0,28,19,0,21,17,53,21,0,36,0,31,26,15,0,9,0,0,19,19,7,0,27,9,0,11,20,27,21,0,19,14,33,0,0,26,0,19,0,40,19,2,30,0,21,0,0,19,28,0,27,0,18,100,29,19,11,0,38,11,0,16,29,20,30,95,9,0,62,0,23,0,10,0,9,0,0,12,37,0,39,29,14,73,7,98,0,0,0,21,51,0,37,21,17,0,11
2018-10-01,52,22,40,0,52,53,0,27,19,0,42,17,78,21,23,27,0,18,35,22,29,0,0,0,20,20,25,0,20,0,0,0,10,32,14,0,0,18,8,0,0,23,0,19,11,54,19,3,30,25,16,25,13,19,20,0,0,0,27,0,14,34,16,0,38,17,0,11,0,41,23,0,9,100,36,9,74,26,21,14,15,0,0,0,37,30,0,29,22,75,7,47,0,0,0,51,26,0,0,14,0,0,11
2018-11-01,61,11,20,26,39,41,0,18,14,0,21,11,72,21,11,18,0,13,21,15,28,0,0,0,0,10,7,0,19,19,0,0,19,21,11,0,37,0,16,0,9,21,0,19,11,48,0,2,0,12,21,24,13,0,17,0,0,0,18,0,13,25,18,0,0,22,0,0,19,20,18,0,0,39,64,0,22,26,10,0,9,70,44,24,37,30,0,16,100,46,6,81,0,41,0,13,17,0,0,21,43,0,0
2018-12-01,36,0,23,18,43,39,0,14,30,0,21,12,74,66,36,0,29,20,27,0,0,19,0,0,20,30,15,29,17,0,41,12,10,22,17,0,19,16,17,0,0,20,0,59,0,66,0,11,31,13,14,0,20,0,27,0,0,0,9,0,20,34,11,0,39,12,9,11,15,21,24,0,13,41,74,10,8,27,14,0,13,0,17,13,39,0,40,17,82,35,7,69,0,21,0,24,18,0,0,17,18,43,0
