date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava,Zucchini Squash
2009-10-01,27,0,37,0,11,22,0,9,0,0,0,0,22,0,0,99,0,0,0,0,58,0,0,0,0,27,0,0,0,0,0,31,0,29,23,0,52,0,0,0,0,29,0,0,0,0,0,3,0,0,21,0,0,0,16,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,37,71,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,21,0,0,0,13,0,0,0
2009-11-01,53,0,0,0,28,36,0,18,25,100,55,0,19,0,0,0,0,35,0,39,0,25,0,0,0,26,0,0,22,0,0,30,0,0,0,0,100,24,0,0,24,28,0,51,0,43,0,2,0,0,21,0,0,0,0,0,0,0,0,0,26,25,29,0,0,30,22,0,26,0,24,0,0,0,15,0,10,0,0,0,0,94,0,0,100,0,0,0,0,9,17,21,0,0,0,21,0,0,0,0,0,55,0
2009-12-01,14,0,38,0,18,39,0,10,0,0,0,0,15,0,0,52,0,38,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,26,0,0,26,15,0,0,0,0,0,0,0,0,23,0,38,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,56,0,26,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,83,3,0,0,0,60,0,30,100,0,0,0,0,0,0
2010-01-01,19,0,33,0,21,25,0,8,0,0,52,0,17,0,29,0,71,0,0,0,0,0,0,0,98,24,18,0,0,0,100,0,0,26,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,21,0,0,52,11,0,23,0,38,0,0,0,51,0,23,0,0,0,94,0,97,20,0,4,17,0,0,0,0,20,0,0,0,12,43,0,0
2010-02-01,28,30,36,0,29,30,0,12,0,0,0,0,22,0,0,49,0,0,35,41,0,0,0,0,0,0,0,0,22,26,0,31,0,29,0,0,0,0,0,0,0,34,0,0,0,0,0,3,0,0,22,0,37,0,0,0,0,0,0,0,0,26,30,0,0,0,0,30,54,56,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,21,0,0,0,36,47,0,0,25,0,57,0
2010-03-01,31,28,33,0,26,9,0,16,24,0,52,0,19,0,29,0,0,0,33,0,0,0,0,0,0,0,0,0,20,0,0,0,0,27,21,0,0,0,0,0,0,22,0,48,0,0,0,0,0,0,20,0,0,0,0,79,0,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,26,0,23,87,0,0,0,0,0,20,0,9,49,0,0,0,0,0,0,56,0,0,0,0,0
2010-04-01,34,0,72,0,23,20,0,9,0,0,57,0,13,0,0,0,0,36,0,0,0,25,0,0,0,0,19,0,22,0,0,0,0,29,22,0,0,24,22,0,0,28,0,52,31,0,0,3,0,0,0,0,0,0,15,0,0,0,24,0,0,0,0,0,0,0,23,0,27,0,12,0,0,54,61,0,7,0,0,0,24,0,0,0,0,0,0,22,0,9,0,21,0,0,0,21,0,0,100,13,0,57,0
2010-05-01,33,29,0,0,22,34,0,17,0,0,0,0,15,0,31,47,0,35,0,39,0,0,0,0,0,26,0,0,21,25,0,0,0,0,22,0,0,0,0,0,0,37,0,0,0,42,0,0,0,0,0,0,0,52,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,54,24,0,49,0,20,0,7,0,0,0,49,0,0,49,0,0,0,21,76,11,17,21,0,0,0,0,0,0,0,12,0,0,0
2010-06-01,29,0,0,0,18,29,33,22,27,0,0,0,11,62,33,0,0,0,37,0,0,0,0,100,37,28,0,80,0,0,0,0,0,30,24,0,0,26,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,40,0,0,0,32,0,31,28,0,13,0,0,0,38,0,11,0,0,0,26,0,0,35,0,0,0,0,0,14,0,22,0,0,0,23,0,0,0,20,51,59,0
2010-07-01,25,0,0,0,28,21,0,16,0,0,0,0,12,0,39,60,0,0,0,0,0,0,0,0,44,0,24,0,27,0,0,0,33,72,28,0,0,0,28,0,0,35,0,0,38,0,0,0,100,0,26,0,44,0,0,0,0,100,31,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,0,0,0,0,0,100,0,27,0,13,0,0,0,0,0,26,57,0,0,31,0,0,36
2010-08-01,13,0,35,0,11,19,0,0,0,100,55,0,13,0,0,48,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,30,0,0,22,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,48,0,0,25,29,0,100,0,0,0,52,54,12,0,0,53,30,0,13,0,0,0,0,0,0,0,0,0,0,22,39,27,0,21,0,0,0,28,46,0,0,19,0,0,28
2010-09-01,57,0,34,45,11,40,0,8,0,0,0,0,11,0,0,0,0,34,33,38,0,0,0,0,0,0,0,0,0,0,0,0,25,27,21,0,0,0,0,0,0,40,0,0,0,0,0,0,77,0,0,0,0,0,15,0,0,0,0,0,0,24,0,0,0,29,0,0,25,0,12,0,23,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,0,0,0,20,0,0,94,42,0,0,0
2010-10-01,13,29,0,0,11,32,0,13,25,94,0,0,12,0,89,0,0,34,33,0,0,0,0,0,33,25,18,0,21,0,0,0,0,54,0,0,0,0,21,0,0,31,0,0,0,0,48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,28,0,28,0,0,24,0,47,0,34,0,53,0,26,0,0,0,28,0,0,0,100,21,0,16,0,0,0,0,0,30,44,0,0,12,0,0,0
2010-11-01,43,0,32,43,15,40,0,8,0,0,51,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0,33,20,0,22,39,0,0,0,0,0,17,73,0,0,0,32,0,0,0,0,0,22,0,0,23,27,0,46,0,0,0,24,100,11,0,0,0,32,0,9,0,0,0,22,0,27,0,0,0,0,0,0,8,0,38,0,0,0,19,0,0,0,17,43,0,0
2010-12-01,32,0,52,0,22,33,0,9,25,0,0,0,17,0,30,0,0,34,34,39,0,0,0,0,0,26,0,73,21,0,0,0,26,28,0,0,49,0,0,0,0,14,0,0,30,42,0,0,0,32,20,0,0,0,15,0,0,0,24,0,0,0,0,0,49,0,0,0,0,0,12,0,36,0,40,0,6,0,0,0,0,0,29,0,0,0,0,21,38,10,0,21,0,0,0,20,0,0,0,30,46,0,0
2011-01-01,42,0,22,29,21,37,0,19,16,0,0,0,25,0,0,0,0,44,0,25,0,0,0,0,0,16,12,0,20,0,0,0,0,0,14,0,0,15,14,0,15,9,0,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,15,0,16,16,18,0,0,19,14,0,0,0,23,0,31,0,29,0,0,0,17,0,0,0,19,0,63,0,0,14,49,10,0,13,0,0,0,33,0,75,0,12,59,0,18
2011-02-01,50,0,24,0,27,25,0,12,0,0,0,0,24,0,0,0,0,24,0,27,0,0,0,0,24,0,26,0,22,0,0,20,18,19,15,0,0,0,0,0,33,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,17,0,0,0,0,0,20,18,37,8,0,0,36,31,0,13,0,0,0,16,64,0,0,0,0,0,15,52,9,0,0,0,0,0,14,31,0,0,0,0,0,0
2011-03-01,20,18,43,0,17,50,0,11,0,0,0,0,28,0,19,29,0,21,0,24,0,30,0,0,21,0,11,0,13,0,0,0,16,17,40,0,0,15,13,0,0,20,0,0,0,26,0,3,0,0,0,0,22,0,9,0,0,48,15,0,15,15,18,0,0,0,0,18,0,0,7,0,0,0,23,0,8,0,17,0,0,0,18,20,0,0,0,13,23,12,0,0,0,0,0,17,28,0,60,15,0,0,17
2011-04-01,28,0,50,0,27,41,0,10,0,0,0,0,23,0,43,0,0,0,48,0,0,17,0,0,0,0,0,52,30,18,0,0,0,0,0,0,35,0,0,0,17,44,65,0,21,0,0,0,56,0,15,0,0,36,11,0,0,0,0,0,18,17,0,0,0,21,0,0,0,38,34,0,0,37,28,0,7,0,19,25,0,0,0,23,0,0,0,30,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0
2011-05-01,20,36,22,57,14,39,0,16,0,0,0,0,25,0,19,29,0,0,21,0,0,15,0,0,0,16,23,0,13,0,0,18,16,0,18,0,0,15,0,0,0,34,0,0,0,0,31,3,0,0,13,0,0,0,9,0,0,0,30,0,16,15,0,0,0,36,0,0,16,0,19,0,15,64,42,15,4,0,17,0,0,0,0,40,0,0,0,13,0,11,0,0,0,0,0,26,0,0,0,19,29,0,17
2011-06-01,13,20,24,31,22,24,0,16,0,0,0,21,23,0,21,32,0,24,23,26,0,0,0,0,0,17,0,0,14,0,0,0,18,0,15,0,0,0,15,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,16,0,0,17,0,0,0,20,0,0,35,36,0,0,0,35,30,0,4,0,0,0,0,0,20,0,0,0,69,43,0,9,0,0,0,0,0,19,0,0,0,17,0,0,19
2011-07-01,10,0,26,0,29,35,0,19,19,0,0,23,18,0,0,0,0,0,0,29,0,18,0,0,26,0,0,0,24,0,0,0,19,0,32,0,0,18,0,100,0,17,0,37,0,0,0,0,0,0,31,0,0,0,0,0,0,0,18,99,0,0,21,0,0,0,16,0,0,39,9,0,18,0,39,0,5,0,20,0,18,0,0,0,74,59,76,32,28,18,19,15,0,0,0,31,33,0,0,14,0,0,21
2011-08-01,28,18,0,0,24,53,0,8,0,0,34,19,20,0,37,29,0,21,0,0,0,0,0,0,21,16,12,0,20,0,0,0,24,35,13,0,30,15,0,0,0,13,0,0,0,0,0,84,0,0,13,0,0,0,9,0,0,0,15,0,16,0,18,0,0,0,13,0,0,33,15,0,15,32,21,0,14,0,33,0,15,57,0,0,0,0,63,13,23,31,0,13,0,0,0,25,28,0,0,7,0,0,0
2011-09-01,83,18,0,28,23,42,0,8,0,60,0,18,20,34,28,57,0,0,20,47,0,0,0,0,0,0,11,0,21,0,0,0,16,17,22,0,0,0,13,0,14,36,0,0,18,25,30,3,47,0,25,0,0,0,9,0,0,0,29,0,0,0,0,0,0,18,0,26,0,32,14,0,0,0,27,0,16,0,16,0,14,0,18,0,0,0,0,32,23,34,10,25,0,0,0,21,27,0,0,7,0,0,17
2011-10-01,57,17,20,0,39,50,0,23,15,0,0,18,28,33,18,55,0,20,20,23,0,14,0,0,0,0,11,42,0,15,61,17,15,0,0,0,0,0,13,0,14,13,0,0,0,25,0,1,0,19,12,0,20,0,9,0,0,0,35,0,15,14,17,18,29,17,0,0,15,0,21,0,0,0,32,0,60,0,16,0,28,54,0,0,0,0,0,25,44,21,20,12,0,0,0,20,26,0,0,11,27,0,0
2011-11-01,26,0,20,0,13,19,0,8,0,0,0,0,19,0,18,27,0,20,0,23,0,0,0,0,19,29,0,0,12,0,0,0,0,16,19,0,0,0,0,0,14,32,0,29,0,49,29,1,45,0,12,0,0,0,9,0,0,0,21,0,15,14,17,0,0,0,0,0,30,31,21,0,0,0,54,0,22,39,16,0,14,0,17,0,0,0,0,12,0,18,0,12,0,63,0,35,26,0,0,11,27,0,0
2011-12-01,38,17,20,0,32,35,0,7,15,0,0,0,28,33,35,27,0,20,0,0,0,14,0,0,0,15,11,0,12,0,0,0,0,16,13,0,0,14,13,0,0,16,0,0,0,0,0,1,0,0,12,37,0,0,18,0,0,0,0,0,0,14,17,0,29,0,13,0,0,0,10,0,14,60,46,14,9,39,16,0,14,0,17,0,0,0,0,12,22,11,0,30,0,32,0,24,26,0,0,0,27,0,0
2012-01-01,24,0,18,24,46,25,16,9,26,0,29,0,43,29,24,25,0,0,18,40,19,13,0,0,0,0,0,0,16,0,0,0,0,15,45,0,52,12,0,0,21,36,0,0,0,22,26,2,0,0,11,0,18,0,8,0,0,0,0,0,0,0,0,0,25,15,0,0,13,28,12,0,0,27,39,0,10,0,21,0,25,0,0,0,0,41,0,33,30,20,9,11,0,0,0,16,46,30,0,13,0,0,0
2012-02-01,36,16,39,0,40,28,0,11,21,0,0,17,56,31,17,0,0,19,0,21,0,14,100,0,19,14,10,0,12,0,0,16,0,0,20,0,0,13,0,0,0,18,0,28,0,23,28,1,43,0,11,0,19,0,0,0,0,0,26,0,14,14,16,0,27,24,0,16,43,0,10,0,13,0,33,0,11,0,15,0,0,0,16,0,54,0,0,12,31,21,0,17,0,0,0,19,0,32,0,20,0,0,31
2012-03-01,61,15,27,47,28,25,0,7,13,0,0,16,76,29,0,0,0,18,17,0,0,0,0,0,18,0,0,0,11,0,0,0,13,14,11,0,26,12,0,70,0,24,0,0,16,22,0,3,0,0,21,33,0,26,15,0,37,0,12,0,0,13,22,0,0,45,0,0,0,28,15,0,0,27,13,0,5,0,0,0,19,0,0,0,0,0,0,16,20,8,9,0,0,0,0,27,24,0,50,19,23,0,0
2012-04-01,29,0,29,25,48,30,0,13,14,0,30,0,97,0,17,0,41,19,19,42,20,13,0,0,19,14,10,0,29,0,58,32,0,15,18,0,0,13,0,0,0,20,0,0,0,23,0,1,0,0,11,0,0,28,0,0,39,0,20,0,0,13,16,0,54,16,0,0,21,29,7,0,0,0,38,0,5,0,15,19,0,50,0,0,0,0,0,12,21,14,0,17,0,0,0,30,0,0,52,20,0,0,0
2012-05-01,31,0,0,0,41,28,0,9,0,0,0,0,58,0,0,25,0,37,0,0,0,13,0,0,18,21,10,39,27,0,0,16,14,0,0,39,0,13,12,0,0,10,0,0,0,0,0,1,42,17,11,34,0,0,8,0,0,0,19,0,13,13,15,0,27,31,0,0,14,0,25,0,0,0,27,0,7,0,15,0,13,100,0,18,0,0,0,17,20,12,18,11,0,0,0,26,60,0,0,29,0,29,0
2012-06-01,32,0,19,25,24,34,0,9,0,0,0,16,23,0,16,25,0,37,27,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,23,0,0,0,12,0,13,26,0,0,0,23,0,3,0,0,11,0,0,0,16,0,0,0,13,0,0,13,15,0,0,16,23,0,28,29,10,0,0,0,43,0,7,0,29,19,13,0,0,0,0,0,55,46,40,13,0,0,51,0,100,18,24,32,0,33,25,0,0
2012-07-01,28,18,21,28,34,29,19,16,16,0,0,0,21,35,19,29,0,21,21,0,0,15,0,0,21,0,12,45,13,15,0,0,16,0,20,0,30,0,13,0,15,9,0,31,0,0,31,3,0,20,17,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,33,22,0,15,0,37,15,6,0,17,0,15,57,0,20,61,0,63,20,24,21,0,19,0,0,0,34,0,0,0,30,28,0,0
2012-08-01,38,15,18,24,35,32,0,9,13,52,29,16,26,0,0,0,0,0,18,0,0,13,0,0,18,0,10,0,26,0,0,0,0,0,0,0,26,13,11,0,13,18,0,0,0,0,0,1,42,0,11,0,18,0,8,0,0,0,25,0,18,45,15,0,26,0,12,30,14,28,6,0,19,0,26,13,5,0,14,0,0,0,0,17,0,83,0,34,20,42,0,16,50,0,0,29,48,0,0,19,24,0,15
2012-09-01,46,0,35,0,19,46,0,15,19,0,27,0,26,0,15,0,0,26,17,30,0,0,0,0,52,0,24,0,11,13,0,0,20,28,15,0,0,12,11,0,0,17,0,0,15,21,50,0,40,16,10,32,0,25,8,0,36,0,12,66,0,12,0,0,25,15,0,0,26,27,18,0,12,0,30,25,13,0,27,0,24,0,0,0,0,0,0,11,0,39,26,0,0,0,0,24,23,0,0,12,35,0,28
2012-10-01,55,0,0,0,13,31,0,12,24,46,26,43,40,27,0,0,0,16,48,0,0,12,0,0,16,0,18,34,20,0,0,0,0,20,10,0,0,19,20,0,0,6,0,0,0,20,0,0,0,0,10,0,0,0,7,0,0,0,11,0,0,17,13,0,23,21,10,14,0,25,6,0,11,25,37,0,67,0,38,0,11,0,0,0,0,37,48,20,63,43,0,14,0,0,0,24,21,0,0,46,22,0,13
2012-11-01,49,27,38,22,15,50,0,12,24,0,0,21,40,0,36,22,0,16,21,18,35,11,0,0,16,12,9,0,20,0,49,0,12,13,10,0,0,11,20,0,11,13,0,47,0,40,24,1,0,15,14,0,16,0,7,0,0,0,17,0,0,11,13,0,0,14,0,13,24,25,17,0,0,24,63,0,18,0,13,0,17,0,14,0,0,0,0,20,0,33,8,10,0,0,0,19,21,0,0,6,64,0,13
2012-12-01,35,0,17,0,24,29,0,10,12,0,26,0,23,0,29,23,0,0,16,0,0,12,0,0,0,0,0,0,10,12,0,0,12,27,26,0,0,0,0,0,11,13,0,0,0,20,0,3,38,16,10,0,17,0,7,0,0,0,11,0,12,12,0,0,0,0,0,14,37,26,9,0,0,25,45,0,6,33,33,17,11,0,0,0,0,0,50,15,18,16,0,15,0,0,0,13,0,0,0,23,0,0,0
2013-01-01,31,12,30,20,50,28,13,12,22,0,0,0,69,48,13,20,0,15,22,17,16,10,0,0,0,11,8,0,12,0,0,0,0,36,32,0,21,0,9,0,14,12,0,21,0,18,0,2,0,0,9,0,15,0,6,0,0,0,10,0,0,10,18,0,0,12,9,0,16,23,8,0,0,33,53,0,11,0,15,15,0,40,12,0,0,0,44,27,16,18,0,31,0,0,0,9,19,100,41,13,20,0,12
2013-02-01,31,0,42,0,29,30,0,18,0,0,26,15,84,27,29,0,0,17,16,0,0,12,0,0,16,12,9,0,10,12,0,14,17,14,24,0,24,11,0,0,0,29,0,0,0,30,24,2,38,0,0,0,17,0,7,0,0,0,23,0,12,24,23,0,0,28,0,14,0,26,6,0,12,50,52,0,9,0,0,0,0,44,0,16,47,0,0,26,27,16,12,10,0,0,0,30,22,0,46,6,0,0,27
2013-03-01,28,13,30,20,33,30,0,11,0,0,0,13,54,0,0,0,0,15,15,0,0,0,78,0,15,0,8,0,27,0,0,0,11,12,28,0,21,15,0,0,0,24,0,44,0,27,0,3,34,14,13,0,15,22,6,0,0,0,0,0,11,11,12,0,0,13,9,12,17,46,5,0,0,23,26,0,3,0,17,15,31,0,0,0,0,0,0,28,16,19,15,27,0,0,0,18,49,0,0,18,0,0,12
2013-04-01,40,0,30,50,50,42,13,9,11,0,0,0,49,25,13,31,0,15,37,0,16,11,0,0,0,17,12,0,18,0,46,0,11,12,16,0,21,16,9,59,14,14,0,0,0,18,0,2,0,0,18,0,15,0,13,0,0,0,16,0,11,16,12,0,22,13,19,0,11,23,10,0,0,34,45,0,8,0,12,0,10,0,0,14,42,0,44,14,25,16,7,18,0,0,0,31,20,0,42,11,20,0,12
2013-05-01,37,13,22,39,31,41,0,16,11,42,0,0,45,0,13,71,0,0,0,0,0,10,0,0,15,11,8,0,9,0,0,13,0,12,0,0,42,10,9,0,10,26,0,22,0,18,0,2,0,14,15,0,0,0,6,0,0,0,15,0,11,16,12,0,21,25,0,12,22,23,39,0,10,22,32,0,8,0,0,0,10,40,0,21,42,0,0,18,33,29,0,9,0,23,80,18,19,0,0,39,20,0,0
2013-06-01,24,0,32,42,27,41,14,13,11,0,0,14,73,0,28,21,0,24,15,53,0,11,0,0,15,12,8,0,16,11,47,13,12,25,10,0,44,11,0,0,22,22,0,23,0,19,23,2,35,0,9,0,0,0,0,0,0,0,27,0,0,17,13,0,23,33,10,0,23,24,8,0,16,0,52,0,6,0,12,0,16,42,0,29,45,0,46,10,17,18,12,9,43,0,0,28,31,0,0,52,21,25,13
2013-07-01,20,15,24,47,46,22,0,15,13,51,29,0,49,0,16,36,0,36,0,0,0,25,0,0,36,13,0,0,17,0,0,31,13,0,17,0,0,19,11,0,12,7,0,0,0,22,26,1,40,0,25,33,18,26,12,0,0,0,12,0,26,25,15,0,0,15,0,0,13,0,9,0,13,27,39,0,7,0,28,0,19,0,0,17,0,0,0,0,20,28,0,43,0,0,0,25,0,0,50,47,24,0,22
2013-08-01,55,0,30,41,12,43,0,20,0,0,0,13,35,0,27,31,0,31,15,26,16,21,0,0,15,11,8,0,22,0,0,0,29,0,16,0,22,21,19,0,0,16,0,0,0,28,0,1,35,14,12,0,15,0,10,0,0,0,0,0,0,0,0,0,22,19,0,13,11,23,24,0,16,23,55,0,11,30,0,0,14,41,0,14,0,0,0,23,0,77,0,9,0,0,82,30,40,0,0,51,0,0,43
2013-09-01,64,0,15,0,30,49,26,17,11,0,35,13,38,48,13,20,0,15,14,16,0,0,0,0,15,0,8,31,18,0,0,0,15,12,19,0,21,14,9,0,10,16,0,0,13,27,21,1,0,0,15,0,15,22,6,0,0,0,10,0,11,10,18,0,0,25,0,0,16,45,8,0,26,0,46,10,17,29,0,0,10,0,12,14,0,33,44,14,49,71,0,9,0,0,0,14,0,0,0,21,20,0,36
2013-10-01,59,0,14,19,32,38,0,12,10,0,45,19,73,23,25,0,0,38,14,0,15,0,0,0,14,11,12,30,23,10,0,0,11,12,18,30,30,15,0,0,0,13,0,21,0,43,21,2,65,0,8,0,0,0,6,0,0,0,20,0,0,10,12,0,0,24,0,0,11,22,17,0,10,43,41,0,80,0,17,15,10,76,12,0,41,0,42,26,0,63,14,21,0,0,0,23,37,0,0,18,38,0,11
2013-11-01,49,12,29,0,30,46,0,12,11,0,0,0,58,24,19,29,0,15,19,25,15,10,0,38,0,43,12,0,17,0,0,0,11,0,18,0,21,0,9,56,10,15,0,0,0,58,0,1,0,13,13,0,0,21,6,0,29,33,20,0,0,21,12,0,21,0,9,12,11,22,5,0,0,32,64,0,13,28,11,0,10,39,0,14,0,0,0,9,39,33,0,13,0,0,0,20,28,25,0,33,39,22,0
2013-12-01,52,0,25,0,28,48,0,12,0,0,0,13,29,24,26,20,0,14,19,0,16,31,0,0,15,14,24,0,9,0,0,0,18,0,24,0,0,25,18,0,20,9,0,21,0,27,0,2,0,0,26,0,15,0,13,0,30,0,20,0,0,10,16,0,0,12,9,12,11,22,20,0,0,22,57,0,4,0,19,15,20,0,12,0,41,0,0,32,32,15,7,22,0,23,0,17,28,0,0,21,39,0,0
2014-01-01,35,0,46,0,44,39,0,20,13,0,0,17,45,54,23,18,0,53,19,30,21,9,0,0,13,0,14,56,13,0,0,0,10,22,12,0,28,9,0,52,9,18,0,48,0,32,0,2,0,12,8,25,22,0,0,0,0,0,18,0,10,9,22,0,38,11,8,11,20,20,18,0,9,20,53,0,6,26,17,0,9,70,0,12,38,30,0,33,44,31,13,20,36,0,0,26,43,0,37,19,53,0,0
2014-02-01,38,13,31,0,49,51,0,12,11,44,0,14,72,100,0,21,0,39,15,17,17,11,0,0,15,0,8,0,13,0,0,13,29,0,19,0,22,21,10,0,21,45,0,34,0,28,22,3,0,0,9,0,0,0,13,0,0,0,21,0,22,0,13,0,44,33,0,0,35,60,13,0,0,23,46,0,6,0,36,0,11,0,0,14,44,0,0,14,68,22,11,32,84,0,0,27,20,0,0,22,20,24,13
2014-03-01,41,0,20,18,43,42,0,12,0,0,21,0,100,22,24,0,0,0,26,30,14,9,0,0,27,20,15,0,19,0,0,0,17,11,28,0,39,9,17,0,9,23,0,0,12,33,20,1,0,13,8,25,20,0,9,0,0,0,28,0,10,19,22,0,0,23,9,11,60,31,9,0,9,20,52,19,5,26,18,0,9,0,0,13,0,31,40,17,45,30,7,28,37,21,0,16,35,0,0,14,0,0,11
2014-04-01,44,12,22,49,44,39,0,10,0,0,23,26,47,0,19,20,0,74,14,25,16,0,0,0,15,11,8,0,27,0,0,0,22,12,18,0,42,20,9,0,20,16,0,0,0,18,32,3,0,14,13,0,0,21,6,0,0,0,15,0,11,16,24,0,0,37,0,0,11,23,8,0,0,44,52,0,5,0,11,0,10,0,12,28,0,0,43,18,24,32,15,13,0,0,0,12,19,0,40,36,39,46,12
2014-05-01,30,25,15,29,30,77,0,17,11,41,0,0,35,24,13,30,0,15,24,0,16,0,0,0,22,22,0,0,30,0,0,0,11,12,18,0,41,20,0,0,10,25,0,21,0,27,21,2,0,14,13,0,29,0,13,0,0,0,20,0,11,10,12,0,0,37,9,0,22,23,20,0,10,0,40,0,4,0,23,15,20,0,12,27,0,0,0,18,32,20,0,31,40,23,0,32,48,0,0,36,0,0,12
2014-06-01,15,0,33,32,57,55,14,11,30,46,0,0,39,0,29,44,0,0,24,0,0,12,0,0,16,12,9,0,10,12,0,0,0,13,14,0,0,11,10,0,11,15,0,0,0,30,23,2,0,0,13,31,16,0,7,0,0,0,0,0,12,12,0,0,0,0,10,13,0,0,34,0,11,25,44,0,9,0,13,17,22,0,14,15,47,0,0,30,36,23,24,29,0,0,0,42,0,0,0,78,22,0,0
2014-07-01,17,23,0,24,35,52,0,20,13,0,0,0,79,0,16,66,0,36,18,0,0,13,0,0,18,13,15,38,39,13,0,0,27,0,17,0,0,12,11,0,0,22,0,0,0,22,0,2,0,0,16,0,0,0,8,0,0,0,25,69,0,19,45,0,26,15,11,0,27,56,22,0,0,27,52,0,3,0,14,0,17,48,0,17,0,0,53,39,20,56,27,32,0,0,0,36,0,0,0,57,0,0,22
2014-08-01,49,13,0,0,39,74,13,14,11,0,24,20,63,0,0,21,0,30,15,51,0,0,0,0,15,0,8,32,23,0,0,0,23,25,19,0,22,10,9,0,0,18,0,0,13,37,33,1,34,14,9,0,15,0,20,0,32,0,21,0,11,11,17,0,0,13,10,13,17,23,24,0,26,23,48,11,6,0,30,0,10,0,13,14,0,0,0,9,17,72,0,14,0,0,0,30,59,0,0,37,0,0,25
2014-09-01,76,12,0,0,26,61,0,14,16,0,23,13,37,24,13,20,32,74,22,0,16,10,0,0,29,0,12,31,36,11,0,0,22,30,23,0,0,21,9,0,10,16,0,21,13,45,0,1,67,14,13,28,15,0,6,0,31,0,20,0,0,10,12,0,0,37,0,12,22,0,23,0,0,0,45,0,15,29,19,0,10,0,12,28,0,0,0,14,33,49,7,35,0,0,0,38,38,0,41,18,20,23,18
2014-10-01,49,0,14,0,43,56,13,18,14,0,23,0,40,24,25,20,0,24,14,0,31,0,0,0,21,11,15,0,23,0,0,0,0,41,23,0,31,10,13,56,10,8,0,0,0,35,21,1,0,13,14,0,14,0,6,0,0,0,15,0,10,15,12,0,0,18,0,0,11,44,12,0,10,22,33,10,60,28,11,0,15,0,0,0,0,0,0,18,31,58,0,21,39,23,0,20,19,0,40,8,0,0,23
2014-11-01,30,12,15,19,32,47,0,23,11,0,0,19,39,0,13,20,32,29,14,16,16,0,0,0,43,21,16,0,15,0,0,0,11,12,12,0,21,0,9,56,10,15,0,0,0,35,0,1,0,18,13,0,0,0,6,0,0,0,25,0,0,21,12,0,41,12,0,12,22,67,20,0,0,44,60,0,22,57,23,0,0,0,12,0,0,33,43,14,32,38,0,35,0,0,78,26,19,0,41,21,19,0,12
