date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beets,Bitter Melon,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-07-01,3,0,16,0,34,21,0,0,14,0,35,15,0,16,9,0,0,0,0,0,0,0,20,0,0,8,0,0,8,0,9,0,0,35,0,10,0,0,0,6,0,0,0,0,0,0,0,0,10,0,87,0,6,0,0,0,6,0,9,19,7,7,0,0,0,0,15,0,0,23,0,0,0,0,0,0,0,8,0,0
2011-08-01,3,0,0,21,24,20,0,0,0,16,34,21,0,15,17,0,0,0,81,0,0,0,0,0,0,11,9,0,7,0,0,0,12,16,0,0,0,0,19,6,0,0,0,0,16,0,0,0,0,0,0,0,12,15,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,20,0,0,0,0,0
2011-09-01,9,0,15,0,17,15,71,0,0,0,0,14,0,0,18,0,0,0,82,7,0,7,0,24,0,15,0,0,7,0,9,0,12,17,16,10,0,100,0,13,0,0,0,0,16,0,0,0,0,0,0,11,6,16,0,0,6,0,6,0,0,13,0,0,0,20,10,0,13,0,0,20,19,0,20,0,0,5,0,0
2011-10-01,4,0,0,0,16,14,0,0,0,0,40,14,0,0,12,16,17,0,0,0,0,0,0,15,6,7,9,9,14,0,0,56,0,16,0,0,0,0,19,6,17,0,16,0,0,0,0,0,0,0,0,11,14,15,8,0,0,0,14,17,19,6,0,0,0,0,19,17,6,0,0,18,0,0,19,16,0,0,0,0
2011-11-01,3,0,0,20,0,14,0,0,0,0,16,0,0,14,8,0,0,0,0,7,0,0,0,15,0,7,0,9,7,8,8,0,0,16,15,0,0,0,19,9,35,0,0,0,16,0,0,0,9,9,0,0,6,15,0,0,6,19,11,17,0,6,0,0,0,0,0,0,0,0,18,27,0,0,16,0,0,12,0,0
2011-12-01,6,0,16,0,17,21,0,0,0,0,17,0,0,0,0,0,0,0,83,0,0,0,40,0,0,8,0,10,11,0,9,61,0,34,0,0,0,0,0,16,0,0,17,9,0,0,0,16,10,0,0,0,9,0,27,0,0,0,21,0,0,0,0,0,37,0,10,0,6,0,0,30,0,0,0,18,61,5,0,15
2012-01-01,3,84,0,19,0,36,0,35,0,0,31,0,0,0,0,0,0,0,0,10,0,9,0,0,6,7,0,0,10,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,15,0,0,14,9,0,0,0,11,14,16,0,0,0,16,0,0,6,0,0,0,0,0,16,0,0,0,17,0,0,9,0,52,7,0,0
2012-02-01,3,0,0,0,0,24,68,0,13,0,24,14,0,0,8,16,0,0,0,0,0,6,0,31,0,14,0,19,9,0,8,0,0,16,0,0,0,0,0,6,0,0,0,0,16,100,0,0,9,9,0,0,8,15,8,0,0,19,20,17,0,6,0,0,0,0,0,0,6,0,0,18,0,0,10,17,0,5,0,0
2012-03-01,6,0,0,0,0,9,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,16,14,0,6,0,8,10,0,0,0,0,14,14,0,51,0,0,5,0,0,0,0,14,0,0,26,8,8,71,10,5,13,22,0,5,17,10,0,11,0,0,0,0,0,21,15,5,18,16,16,0,0,8,15,100,7,15,12
2012-04-01,4,0,0,0,14,26,0,0,0,15,30,0,0,0,13,15,0,0,0,6,0,0,0,0,6,7,0,0,10,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,22,0,70,0,0,9,0,0,7,14,8,0,5,0,10,0,0,0,0,0,0,0,9,0,0,0,17,17,0,0,9,0,0,7,0,0
2012-05-01,4,0,13,0,13,25,0,16,0,0,21,12,0,12,0,0,0,0,66,6,0,11,0,0,0,0,8,0,6,0,0,0,0,14,0,0,0,0,0,10,0,16,0,0,0,0,0,13,8,8,0,0,8,13,7,0,5,16,5,15,5,5,0,0,29,0,16,0,0,18,16,16,0,0,8,0,48,4,0,0
2012-06-01,4,79,0,18,28,17,60,0,23,14,43,0,0,0,0,15,15,0,0,6,0,0,0,14,0,6,0,8,6,7,7,50,0,19,14,8,0,0,0,9,0,0,0,7,14,0,0,0,8,0,0,0,8,13,7,0,0,17,10,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,10,0,0
2012-07-01,2,0,0,0,27,8,0,0,0,14,14,12,0,0,7,0,0,0,66,0,0,5,0,0,0,6,0,8,12,7,14,0,10,14,0,8,0,0,0,5,0,0,13,0,14,0,0,0,0,8,69,9,7,13,0,0,5,16,19,15,0,5,0,0,30,0,16,15,5,0,0,16,0,0,11,0,0,5,0,0
2012-08-01,4,77,13,18,40,21,0,0,0,14,0,0,0,25,7,0,0,0,0,6,0,0,0,0,5,6,0,8,12,0,7,0,10,21,0,0,0,0,0,5,15,0,0,0,14,0,0,0,0,0,0,0,0,13,7,0,0,16,17,0,0,5,0,0,0,0,8,15,5,18,0,0,0,0,12,0,0,8,0,0
2012-09-01,5,0,0,0,0,9,0,0,12,0,29,12,0,0,0,15,0,0,0,0,0,0,0,14,0,7,0,0,8,0,8,0,20,0,0,0,0,0,0,5,0,0,14,0,0,0,0,13,8,8,0,10,9,13,30,0,5,17,18,16,9,0,0,0,0,0,8,0,0,0,16,0,0,0,13,0,0,8,0,0
2012-10-01,7,0,0,16,12,23,0,15,21,13,13,0,15,0,10,0,27,0,0,6,0,0,0,12,5,6,0,0,6,6,7,0,9,0,0,0,0,0,0,19,0,0,12,0,0,0,0,0,7,7,64,0,7,12,10,0,0,15,7,0,0,0,0,0,27,15,8,0,0,0,0,15,0,0,11,0,0,6,0,0
2012-11-01,7,0,0,0,0,16,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,15,0,0,6,0,8,9,6,0,0,9,0,0,0,0,76,0,7,0,0,0,0,0,0,0,12,0,8,0,9,14,12,14,0,0,0,9,0,10,0,0,0,0,0,8,14,0,0,0,15,0,0,8,0,0,4,0,0
2012-12-01,4,0,0,0,0,20,0,0,0,0,14,0,0,12,0,14,0,0,0,0,0,5,15,0,5,8,0,0,20,0,17,0,0,13,0,0,0,0,0,5,0,0,0,0,13,0,0,12,8,8,0,0,5,0,7,0,0,16,12,0,0,0,0,0,0,0,16,14,0,0,0,31,0,0,16,0,0,8,0,0
2013-01-01,3,0,0,0,0,25,0,0,0,0,29,10,14,11,0,12,0,0,58,0,0,0,14,12,0,8,7,0,11,0,10,0,0,0,0,0,0,71,0,6,0,0,0,6,0,0,0,0,7,7,0,0,7,17,9,0,0,15,13,13,5,5,100,0,26,0,11,20,4,24,0,14,0,0,7,13,0,5,0,0
2013-02-01,2,75,0,0,0,8,56,16,11,20,14,0,0,0,7,14,0,100,0,6,0,0,16,13,0,12,0,0,16,7,0,0,0,13,13,8,0,0,0,8,0,0,0,7,20,0,0,0,0,0,0,0,7,17,7,0,5,0,16,0,5,5,0,0,29,0,8,0,0,0,15,0,0,0,8,0,47,4,0,0
2013-03-01,2,0,0,0,12,28,0,0,0,24,12,10,0,0,6,12,0,0,57,5,0,0,14,0,0,8,0,0,10,0,0,0,0,0,0,0,0,69,14,13,0,0,0,0,11,0,0,0,0,0,0,0,9,11,12,0,0,14,8,0,8,0,0,0,0,13,14,0,0,15,13,41,0,0,9,0,0,10,12,10
2013-04-01,4,0,0,0,11,21,0,13,0,0,23,0,0,0,6,0,12,0,0,0,0,4,0,0,4,5,0,0,10,6,0,41,8,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,7,0,0,0,11,0,12,0,0,0,8,0,5,4,0,100,0,0,9,19,4,0,0,13,0,0,14,0,0,15,0,0
2013-05-01,6,0,0,14,11,13,47,0,0,11,11,9,0,10,12,11,12,0,0,0,0,4,0,11,0,8,0,0,10,0,12,0,0,11,0,0,0,0,0,4,0,0,0,0,11,0,0,0,7,7,0,0,4,10,6,0,0,0,14,12,4,4,0,0,0,0,11,18,4,0,0,13,0,0,20,0,0,13,0,0
2013-06-01,5,0,0,0,22,31,0,0,0,23,23,0,0,0,6,0,0,0,0,5,0,7,13,16,4,0,6,0,18,0,0,0,0,11,0,7,41,67,0,0,0,0,11,0,11,0,0,0,7,0,0,0,4,11,6,11,0,13,18,0,5,0,0,0,0,0,17,0,4,15,0,13,0,0,13,0,0,4,0,0
2013-07-01,5,0,10,0,16,35,45,0,0,0,11,0,0,10,6,11,0,0,0,0,0,0,12,10,0,7,0,6,14,0,0,0,0,11,0,6,0,0,0,6,12,0,21,6,10,0,0,0,0,19,54,0,4,20,11,0,0,25,6,23,4,0,0,0,23,12,11,12,5,0,0,12,0,0,11,0,0,6,0,0
2013-08-01,5,0,0,14,11,26,0,0,0,11,26,9,0,0,11,0,0,0,0,0,0,0,13,10,0,5,0,0,6,0,0,0,0,0,10,0,0,64,0,5,12,0,11,0,11,0,0,10,6,13,0,0,4,10,6,0,4,13,6,0,6,4,0,0,0,0,6,12,8,0,12,13,0,0,10,11,0,7,0,0
2013-09-01,7,0,0,28,25,16,0,13,0,11,11,19,0,10,6,11,0,0,53,0,0,0,0,21,0,8,0,6,11,0,6,0,8,18,0,10,0,0,0,4,0,0,18,0,22,0,0,10,6,0,0,8,4,17,6,0,4,0,6,0,7,0,0,0,0,0,13,18,4,0,0,0,0,0,20,0,39,6,0,0
2013-10-01,5,0,0,13,10,27,0,23,0,0,21,9,0,9,0,21,11,0,0,0,0,0,0,10,0,0,0,0,10,0,5,0,7,10,10,6,0,0,0,11,11,0,10,0,10,0,0,0,0,6,0,7,7,0,0,0,7,12,13,11,8,0,0,0,0,0,12,22,4,13,0,18,0,0,15,11,54,4,0,0
2013-11-01,5,58,0,13,10,25,0,24,0,0,21,0,12,0,0,0,0,0,0,0,0,8,0,10,0,6,0,0,11,5,6,37,7,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,6,6,0,7,4,0,14,0,0,12,15,0,4,0,0,0,0,0,6,0,4,0,0,18,0,0,25,0,0,3,11,9
2013-12-01,6,0,0,0,10,13,0,0,9,0,22,9,0,0,6,0,0,0,0,5,0,4,0,0,0,5,6,0,11,5,6,0,0,0,0,9,38,0,0,6,0,0,10,0,10,0,0,0,0,0,0,0,12,10,6,0,0,19,17,0,7,8,0,0,23,0,19,12,8,0,12,18,12,0,6,11,0,3,11,0
2014-01-01,3,0,0,0,10,15,0,0,0,19,20,17,0,0,8,10,0,0,0,0,0,4,11,9,0,7,0,6,9,5,5,69,0,15,9,6,0,0,12,7,11,0,10,0,0,0,0,0,6,6,0,0,12,18,15,0,0,15,10,21,5,4,0,0,0,0,15,11,4,0,11,17,0,0,6,0,34,3,0,8
2014-02-01,4,0,0,0,0,16,46,13,9,11,15,9,0,0,11,11,12,0,53,5,0,8,13,0,0,5,0,6,14,5,9,0,0,11,0,9,0,0,0,6,0,0,0,0,0,0,0,0,13,13,0,0,9,10,6,0,4,26,10,24,9,0,0,95,0,0,13,0,4,0,0,13,0,0,17,0,39,6,0,9
2014-03-01,6,0,9,25,0,32,0,0,0,0,29,0,0,0,8,10,11,0,0,4,0,4,0,9,0,4,0,0,11,0,8,0,7,0,0,8,0,0,11,7,0,0,14,0,19,0,0,0,6,6,0,7,7,0,8,0,0,11,17,10,4,6,0,0,0,0,9,0,4,25,0,17,0,0,9,0,0,9,0,0
2014-04-01,4,0,9,12,14,29,0,0,0,0,10,0,11,9,5,10,10,0,0,4,0,4,0,0,4,9,6,0,11,0,5,34,0,0,9,6,0,0,0,7,0,11,0,0,0,0,0,0,0,6,0,0,7,9,8,10,0,23,15,10,4,7,0,0,21,0,9,0,4,0,0,17,0,0,11,10,0,17,10,8
2014-05-01,8,0,0,30,14,29,0,0,0,9,29,8,0,0,5,10,0,0,0,7,0,4,0,9,0,15,5,0,14,5,5,0,0,19,18,7,0,56,0,6,0,0,12,0,9,0,0,9,6,8,0,0,7,9,10,0,3,0,20,10,4,0,0,0,0,0,8,10,3,12,11,33,0,0,9,0,0,7,0,0
2014-06-01,3,0,10,0,15,12,0,0,9,0,37,9,0,0,5,11,0,0,0,5,0,8,0,10,4,9,6,0,11,0,5,37,0,30,0,12,0,0,0,8,0,0,0,0,0,0,100,0,0,6,0,0,10,10,8,0,0,12,9,0,8,0,0,0,0,0,6,0,4,14,0,24,0,0,6,11,0,9,0,0
2014-07-01,5,0,9,0,16,29,42,0,8,0,25,0,0,9,5,10,11,0,48,4,0,4,11,19,0,0,0,0,10,0,7,35,0,10,0,6,0,0,12,4,11,0,10,0,10,0,0,0,0,12,0,7,9,9,5,0,0,12,21,0,4,4,0,0,0,11,12,11,9,0,0,11,0,0,6,0,0,7,0,0
2014-08-01,6,0,9,0,33,15,0,12,0,20,20,17,0,9,8,21,11,0,0,4,0,4,0,10,0,8,0,6,13,5,11,35,0,10,0,6,0,0,12,15,11,0,13,0,10,0,0,0,0,6,0,0,11,0,11,0,4,12,26,0,4,0,0,0,0,12,10,22,0,0,11,12,11,0,12,10,36,6,0,9
2014-09-01,7,0,0,13,16,15,0,23,0,0,30,13,0,0,5,0,0,0,0,4,0,4,0,10,0,9,0,6,10,0,8,0,7,25,0,10,0,0,0,7,0,0,10,5,0,0,0,9,6,12,100,0,7,9,5,0,10,0,16,11,8,0,0,0,0,0,12,21,0,13,11,0,11,0,16,10,35,6,0,8
2014-10-01,6,53,9,12,12,26,0,11,0,19,22,8,11,0,15,10,0,0,0,4,0,4,0,18,4,6,0,6,12,5,5,34,7,9,0,16,34,0,0,5,0,0,15,0,9,0,0,9,0,0,0,6,7,18,5,0,3,0,13,15,8,4,0,0,21,0,9,0,5,12,11,27,0,0,6,0,0,6,0,0
2014-11-01,6,0,0,24,19,32,41,11,12,0,20,8,0,0,5,10,10,0,0,4,0,6,11,9,0,4,0,0,11,0,15,0,7,13,9,11,35,0,0,8,11,0,0,0,9,0,0,0,6,6,0,0,11,9,8,0,0,0,10,21,6,0,0,0,21,0,6,10,5,13,11,28,11,0,11,10,0,6,10,0
2014-12-01,3,57,9,13,10,15,44,0,0,0,16,18,0,9,11,0,0,0,0,0,0,0,24,0,0,9,0,6,13,7,5,36,0,10,10,8,0,0,0,6,11,0,10,0,10,0,0,10,6,6,0,0,8,9,5,0,0,0,25,11,8,0,84,0,0,0,10,11,4,20,0,12,0,0,10,0,36,3,11,0
2015-01-01,7,0,0,12,0,31,0,0,8,9,9,0,0,8,5,10,0,0,45,0,0,4,0,18,0,4,0,5,9,7,6,0,7,14,9,5,0,0,0,9,10,0,0,0,0,0,0,9,5,0,0,0,11,9,7,0,0,11,16,10,10,0,0,0,0,0,6,10,5,12,11,11,0,12,13,10,33,6,14,0
2015-02-01,5,57,9,0,10,28,0,24,0,10,16,0,0,0,0,11,11,0,0,4,0,4,12,20,0,9,6,0,9,5,8,0,7,31,0,12,0,0,0,8,0,0,10,0,0,0,0,0,6,0,0,0,9,10,16,0,0,0,14,11,4,0,0,0,0,0,15,0,6,13,0,24,0,0,12,0,0,5,0,9
2015-03-01,6,0,8,11,9,29,38,0,0,0,21,12,11,8,5,18,0,0,0,4,0,3,0,9,0,4,5,5,10,4,5,0,6,9,9,7,0,0,11,7,0,0,13,9,13,0,0,12,11,8,0,0,12,12,9,9,3,0,20,10,11,3,0,0,19,0,5,0,3,12,10,10,10,0,16,0,32,13,0,8
2015-04-01,6,0,0,0,9,16,39,21,15,0,16,8,0,0,5,13,10,0,0,6,0,4,0,0,0,15,5,0,15,0,0,65,0,9,0,11,0,0,0,3,10,0,9,0,9,0,0,0,0,5,0,6,7,13,7,9,0,11,21,0,7,4,0,0,0,11,11,0,7,24,0,16,0,12,27,0,0,8,9,0
2015-05-01,6,0,0,11,9,24,38,0,0,0,18,8,0,0,8,14,10,0,0,0,0,3,0,17,3,9,0,0,16,0,5,0,6,18,9,9,0,0,0,8,0,0,0,0,9,0,43,0,5,8,0,0,10,13,23,0,6,0,14,10,6,3,74,0,19,0,21,19,7,12,0,31,0,0,8,0,32,3,0,0
2015-06-01,4,0,8,0,9,11,0,0,7,0,12,12,11,8,5,0,0,0,44,4,0,9,0,26,0,8,0,5,9,9,6,0,6,9,9,0,0,0,0,6,0,0,9,0,9,0,0,25,5,11,46,6,7,13,24,0,3,14,19,0,4,0,0,0,20,0,9,20,4,12,21,26,10,0,8,0,0,5,0,8
2015-07-01,5,0,8,11,8,31,0,10,7,9,18,0,0,16,5,0,0,0,0,4,0,0,0,0,3,8,5,10,8,0,7,31,6,9,0,12,0,0,10,6,0,0,13,0,8,0,0,0,5,10,0,0,15,8,7,0,0,10,18,9,6,0,0,0,19,10,9,9,0,11,10,15,0,0,12,9,0,8,9,7
2015-08-01,4,0,0,0,20,26,0,0,7,0,13,8,0,8,5,9,0,0,42,8,0,3,0,0,0,12,0,0,12,0,7,0,0,15,8,10,0,0,0,7,0,0,9,0,9,0,0,0,10,0,0,0,10,8,14,0,0,10,15,10,7,0,0,0,0,0,5,22,3,11,0,35,0,0,16,9,0,4,0,8
2015-09-01,7,49,0,11,17,32,56,0,0,9,36,8,11,8,5,14,10,0,0,0,0,0,0,17,3,7,0,5,12,4,7,31,6,9,0,8,0,0,10,4,0,0,17,0,9,0,0,8,0,5,45,0,23,17,9,0,0,10,31,14,5,0,0,0,19,0,9,19,5,0,0,15,0,0,16,0,0,3,0,8
2015-10-01,4,47,0,10,12,30,0,0,0,8,30,0,0,0,7,13,9,0,0,4,0,3,0,16,0,6,0,5,9,0,7,30,12,11,0,5,0,0,0,7,9,0,12,0,0,0,40,23,5,10,42,0,9,12,11,0,3,15,22,0,13,3,0,0,18,0,12,9,4,11,0,14,0,0,15,0,0,8,0,7
2015-11-01,7,0,0,11,0,16,37,10,7,0,18,0,0,0,5,9,0,0,0,0,0,3,20,12,0,8,0,5,15,4,7,31,0,13,8,5,0,0,10,4,9,0,9,0,17,0,0,8,0,5,0,6,16,8,16,0,6,21,23,9,3,5,0,75,0,0,5,9,3,23,0,15,0,0,14,0,31,9,9,0
2015-12-01,6,51,8,0,9,30,38,11,7,9,19,8,0,0,10,10,0,0,0,0,0,4,21,9,0,7,10,0,21,0,8,0,7,9,9,0,0,0,11,5,0,0,0,0,13,0,44,8,0,5,0,9,9,8,5,0,3,0,25,10,7,3,0,0,0,0,14,10,3,0,0,26,0,0,7,0,33,3,0,0
2016-01-01,6,0,8,0,9,11,38,10,7,9,14,0,0,0,5,9,29,0,0,4,0,7,0,17,3,8,0,5,8,4,5,64,13,9,0,14,32,0,11,7,10,0,18,0,9,0,43,0,16,5,0,0,13,8,14,0,0,11,19,10,4,0,0,0,19,0,9,19,3,0,10,10,0,0,24,0,63,3,9,8
2016-02-01,5,0,9,0,9,11,40,0,0,9,29,0,11,0,8,10,10,0,0,4,0,0,0,9,0,10,0,0,4,0,0,100,0,12,9,5,0,0,11,5,10,0,9,0,9,0,0,0,11,0,0,6,11,13,15,10,0,0,15,0,4,4,0,0,0,0,13,0,3,0,21,11,16,0,17,20,0,6,0,8
2016-03-01,5,48,0,0,8,23,0,0,7,0,22,0,0,0,7,9,0,0,0,11,0,0,0,25,0,10,0,10,10,4,0,31,0,14,0,10,31,0,10,10,0,0,8,0,17,0,42,0,8,0,44,0,7,32,16,0,3,14,21,0,3,0,0,0,19,0,5,19,5,0,10,35,0,11,9,9,0,6,0,0
2016-04-01,5,0,0,11,9,29,75,10,0,9,27,8,0,8,0,9,10,0,0,0,0,0,0,9,0,12,0,5,19,4,5,31,0,21,0,5,48,0,0,10,0,0,9,0,0,0,0,8,0,0,0,0,8,0,12,0,3,11,17,10,9,3,0,0,19,0,11,14,0,0,10,26,0,0,12,0,0,10,0,8
2016-05-01,6,0,0,0,8,15,73,10,7,0,22,11,0,8,12,9,0,0,0,0,0,3,10,8,0,16,5,0,17,6,7,30,0,21,0,5,0,0,0,5,9,0,0,0,0,0,0,0,5,10,0,0,14,8,13,0,3,0,17,0,5,5,0,0,0,0,10,19,3,0,10,20,0,0,12,9,31,4,0,7
2016-06-01,6,0,8,11,12,13,0,0,0,0,24,0,11,0,7,9,14,0,43,6,0,0,0,9,3,6,5,5,10,0,5,31,6,15,8,5,0,0,0,9,0,0,9,5,17,0,0,8,0,10,0,6,16,8,7,9,5,11,15,19,8,3,0,0,0,0,16,10,3,11,10,36,0,0,8,0,0,8,0,0
2016-07-01,6,0,0,0,32,19,0,11,0,0,16,8,11,8,7,10,0,0,0,4,0,4,0,27,0,13,0,5,9,5,5,33,7,22,9,11,100,0,0,8,0,0,9,0,18,0,0,9,11,5,0,0,11,9,12,0,3,0,8,0,9,4,0,0,20,0,22,10,5,12,0,21,0,0,11,0,0,10,0,0
2016-08-01,7,0,9,12,28,11,0,0,0,0,16,8,0,17,5,10,0,0,46,4,0,7,0,9,4,13,0,6,6,5,5,51,0,35,9,0,34,0,0,8,0,0,9,0,0,0,0,9,0,8,0,0,13,9,10,0,0,11,15,0,4,5,0,0,20,0,13,10,3,12,0,27,0,0,14,0,34,8,0,0
2016-09-01,6,0,0,12,28,17,41,11,0,9,26,8,0,0,15,10,10,0,0,4,0,4,0,9,0,7,0,6,6,0,8,51,10,29,0,5,0,57,0,7,10,0,28,0,9,0,46,0,6,6,0,0,13,9,5,0,3,11,25,10,4,7,0,0,21,11,9,10,4,13,11,11,10,0,9,0,0,8,0,0
2016-10-01,7,0,9,12,9,17,0,0,0,0,16,0,0,9,5,0,10,0,46,4,0,0,0,0,4,6,0,0,17,9,5,34,0,22,9,11,0,0,0,7,10,0,9,0,14,0,0,13,6,6,48,0,12,9,10,0,0,0,12,10,10,7,0,0,20,11,15,10,7,12,0,11,0,0,13,0,0,6,0,0
2016-11-01,6,53,0,0,0,26,0,11,8,9,29,8,0,0,5,10,10,0,0,0,0,0,11,9,4,7,0,8,14,5,8,34,7,13,9,8,0,0,23,12,16,0,14,0,9,0,0,9,0,0,0,0,12,18,10,0,3,0,23,10,8,4,0,0,0,0,8,0,4,12,0,33,0,0,19,0,0,6,10,8
2016-12-01,5,0,0,12,0,12,0,11,8,0,15,0,0,0,0,10,0,0,0,6,0,4,0,9,0,13,0,6,16,5,8,0,0,23,9,11,0,0,0,4,0,0,10,0,14,0,0,9,0,6,0,7,9,0,13,0,3,0,24,0,8,0,0,0,0,0,8,11,4,0,11,34,0,0,12,0,0,3,10,0
2017-01-01,7,0,0,11,9,27,0,0,0,0,18,8,0,0,5,0,0,0,0,4,0,3,21,26,0,7,5,8,14,7,5,0,0,24,0,12,0,53,10,12,0,0,9,0,9,0,0,0,5,5,0,12,13,8,9,0,3,14,16,10,11,3,0,0,0,0,14,10,7,12,0,41,0,0,5,9,0,8,9,8
2017-02-01,5,0,0,0,29,15,41,17,0,10,17,13,23,0,5,10,0,0,47,0,100,8,0,19,0,4,0,0,11,5,9,0,0,19,0,11,0,0,0,7,0,0,0,0,10,0,0,9,6,6,0,0,21,15,25,0,3,12,17,0,8,4,81,0,0,0,12,14,4,0,0,22,0,0,15,10,34,12,0,8
2017-03-01,8,91,0,10,8,34,35,0,7,8,22,14,10,0,4,8,0,0,40,4,0,6,10,16,3,7,0,5,8,6,4,0,0,19,8,7,0,0,10,14,0,10,8,0,8,0,0,8,0,12,0,6,14,8,11,8,3,20,14,9,10,3,0,0,0,0,13,9,3,0,9,9,9,0,10,0,29,4,0,0
2017-04-01,6,0,0,0,18,21,0,10,0,18,24,8,11,0,6,18,19,0,0,4,0,7,0,9,3,13,10,5,9,4,5,47,6,15,0,5,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,6,12,13,19,9,0,11,8,10,5,6,73,0,19,0,11,16,7,0,0,10,0,0,16,14,32,11,9,0
2017-05-01,6,0,8,12,27,22,0,0,8,9,19,24,11,0,5,9,10,0,0,4,0,0,11,9,0,6,11,0,8,5,5,65,0,18,9,8,33,0,0,6,10,0,9,0,0,0,0,0,0,8,46,0,22,9,10,9,3,11,14,10,5,7,77,0,0,0,11,0,3,0,10,27,0,0,15,0,33,7,0,8
2017-06-01,7,0,0,12,10,6,0,0,0,0,13,8,0,9,5,10,21,0,0,4,0,0,0,9,4,12,0,6,14,0,5,0,14,16,0,9,0,57,0,7,11,0,10,5,10,0,47,0,0,9,0,0,17,15,13,0,0,12,27,21,8,0,0,0,0,0,6,14,7,13,11,22,0,0,14,0,0,8,0,0
2017-07-01,5,0,0,0,23,21,0,11,8,0,20,0,0,0,13,10,0,0,0,4,0,4,0,10,0,9,0,6,10,5,8,0,7,13,0,8,0,0,0,11,0,0,10,5,15,0,0,0,0,12,51,0,13,19,16,10,5,12,16,11,8,6,0,0,0,0,12,14,4,19,11,17,0,0,16,21,0,5,0,0
2017-08-01,9,0,0,0,37,23,0,0,0,9,14,12,0,9,10,0,10,0,46,0,0,0,33,18,0,9,0,11,11,5,5,34,7,19,9,11,68,0,11,7,0,0,9,0,0,0,0,0,6,8,0,7,9,15,5,0,7,0,12,0,6,4,0,0,20,0,17,10,7,0,0,16,0,12,11,0,33,7,10,0
2017-09-01,6,54,9,0,25,32,0,0,0,0,23,8,0,9,8,10,10,71,0,4,0,4,0,9,4,17,6,0,11,5,8,34,7,29,0,0,0,0,0,7,10,12,19,0,9,0,0,0,6,11,49,7,7,18,13,0,10,11,14,10,8,4,0,0,0,0,15,10,5,12,0,33,0,0,11,10,0,7,0,0
2017-10-01,7,0,9,0,18,33,0,0,0,9,19,0,0,0,5,9,10,0,0,4,93,5,0,18,0,8,5,0,9,5,5,0,6,21,0,5,0,0,0,8,0,11,30,0,0,0,0,0,0,11,46,0,13,17,14,0,0,0,11,10,7,7,0,0,0,0,13,20,3,0,0,37,0,0,15,10,0,5,9,8
2017-11-01,6,0,0,12,23,17,0,0,8,9,19,0,0,8,7,0,10,0,0,0,0,11,0,0,0,4,0,0,18,7,5,33,7,31,9,8,34,0,0,10,0,11,18,0,14,0,0,0,6,6,0,0,13,14,12,0,7,0,23,10,6,4,77,0,0,0,6,25,7,12,0,48,0,0,14,0,0,5,10,0
2017-12-01,7,0,9,0,10,24,0,0,8,20,15,0,0,9,0,20,11,0,0,0,0,0,11,19,0,13,0,0,16,0,5,0,0,10,0,11,36,0,34,10,11,0,10,0,0,0,0,18,0,6,0,0,13,19,8,0,3,12,17,0,8,4,0,0,0,0,10,11,4,13,0,23,0,0,12,10,0,14,0,0
2018-01-01,7,0,8,11,17,23,0,0,14,17,18,7,0,24,12,13,0,0,43,4,0,7,10,17,0,0,10,5,23,4,5,93,0,14,0,5,0,0,0,6,9,10,9,0,8,0,0,0,5,0,0,0,10,16,9,0,0,15,23,9,5,3,0,0,28,10,14,9,3,0,10,25,10,0,9,0,0,6,0,8
2018-02-01,5,0,0,0,29,23,0,0,0,19,25,8,0,0,7,15,16,0,48,4,0,0,0,9,0,13,6,12,14,10,5,34,0,19,0,8,0,0,23,9,21,0,10,0,10,0,0,9,17,0,0,7,11,12,5,0,0,12,15,0,4,4,0,0,0,0,6,11,4,13,0,34,11,0,21,0,35,6,10,8
2018-03-01,6,47,8,11,8,23,0,10,0,8,20,7,0,0,7,0,9,63,0,0,0,3,0,12,3,9,0,5,10,0,4,30,6,14,0,5,0,0,0,8,0,0,0,0,8,0,0,8,5,5,0,0,16,16,13,0,3,10,30,9,10,3,0,0,0,0,8,18,3,0,0,19,0,0,12,0,60,9,0,7
