date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Loquat,Lychee,Mangos,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-01-01,23,0,0,0,22,31,26,30,0,0,0,0,20,49,18,0,0,0,0,24,37,0,0,0,24,25,22,22,60,55,0,26,0,24,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,33,0,0,19,0,0,0,28,0,0,0,23,24,42,0,0,0,0,0,18,0,76,0,57,0,38,34,19,24,0,28,0,0,0,18,0,11,0,0
2010-02-01,28,0,0,0,49,28,15,33,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,67,0,0,0,0,0,0,22,20,0,0,27,0,0,20,24,0,0,22,0,0,21,0,0,21,0,0,0,0,0,0,21,0,0,0,31,0,0,0,0,27,24,0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,0,0,0,13,0,0,16,0,0
2010-03-01,20,0,19,0,23,30,20,0,0,0,0,0,20,50,18,87,0,27,0,0,0,0,0,0,0,25,22,0,25,0,0,0,0,0,10,0,0,0,0,25,0,79,0,67,60,0,20,0,79,0,0,0,0,0,0,0,0,0,23,20,0,0,29,0,0,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,23,19,25,0,19,0,0,20,0,0,0,0,0
2010-04-01,17,0,20,17,0,18,14,0,0,0,0,0,21,0,28,0,0,28,0,25,0,0,0,0,25,0,23,0,25,0,0,28,0,74,0,0,0,0,26,0,0,0,0,0,0,0,0,43,0,20,0,0,0,0,0,0,34,21,0,20,0,0,0,0,0,25,0,0,0,22,0,0,24,0,19,0,0,0,0,0,26,26,24,20,0,0,0,0,21,12,0,0,23,0,0
2010-05-01,16,19,19,0,22,34,13,59,0,0,0,0,19,0,0,0,0,0,24,24,0,44,0,0,31,0,22,0,0,0,0,0,23,23,0,19,18,0,0,0,18,0,0,0,0,0,0,0,0,28,19,0,18,0,0,0,0,0,0,19,0,0,0,0,0,47,0,0,0,42,0,0,0,0,0,18,65,0,0,0,48,25,0,19,0,0,0,0,0,23,0,0,11,0,0
2010-06-01,10,0,0,0,0,22,0,0,0,0,24,0,19,0,18,0,0,26,24,24,36,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,18,0,24,0,0,0,0,22,0,0,20,0,0,0,19,0,19,0,0,0,33,0,0,0,0,0,19,28,0,24,0,23,0,21,0,0,45,0,0,18,65,0,0,0,0,0,23,28,0,0,19,0,0,0,0,0,33,0,0
2010-07-01,14,0,18,0,0,19,19,0,0,0,0,0,0,46,0,81,0,0,0,0,0,21,0,0,22,0,20,0,34,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,18,0,0,18,27,0,0,0,0,0,20,0,24,21,0,0,0,0,0,0,0,0,23,32,18,0,0,0,0,19,18,0,58,31,0,0
2010-08-01,18,0,17,0,30,39,12,27,0,0,0,0,18,0,16,0,0,0,0,22,0,0,0,0,0,0,20,0,22,0,0,0,22,0,0,36,0,0,0,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,35,26,0,0,0,0,22,19,0,0,0,0,0,16,0,0,0,0,0,34,0,25,0,0,0,0,0,16,0,0,15,0,0
2010-09-01,36,0,0,0,22,14,19,0,0,36,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,37,22,0,24,0,0,0,0,24,10,0,0,0,49,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,32,0,0,0,0,0,19,0,0,48,0,23,49,21,0,0,23,0,0,18,0,0,0,0,0,25,23,25,24,44,19,100,0,12,18,0,15,0,0
2010-10-01,41,0,16,0,39,22,11,0,0,0,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,21,0,0,0,16,23,22,21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,29,0,0,17,0,0,17,0,0,0,0,0,21,0,0,0,30,0,0,0,0,0,0,0,0,33,20,0,0,0,33,0,0,10,0,0,19,0,0
2010-11-01,18,0,17,0,39,15,12,0,0,0,21,0,0,0,0,0,23,0,22,0,0,0,0,0,0,0,0,0,28,0,0,23,0,21,9,0,16,0,22,0,0,67,0,0,0,37,35,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,25,0,42,0,0,0,28,0,23,20,0,0,0,0,0,0,0,0,0,20,17,0,0,17,0,0,10,0,0,10,0,0
2010-12-01,37,16,0,0,19,22,11,0,0,0,21,0,17,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,41,0,0,22,0,0,13,17,31,0,0,0,0,0,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,48,0,0,20,0,37,0,0,39,0,0,0,56,0,0,0,0,22,0,32,0,0,16,0,0,10,0,0,0,0,0
2011-01-01,19,0,11,9,13,25,8,26,0,21,0,0,23,28,10,0,0,15,21,0,0,0,0,0,14,56,0,13,23,0,0,15,0,0,6,11,10,15,14,0,0,0,11,19,0,0,0,0,0,0,0,0,11,0,0,0,0,11,13,16,0,0,11,17,0,14,0,0,14,12,0,15,13,0,0,10,37,43,0,0,0,29,13,22,41,0,11,0,11,9,10,0,6,0,0
2011-02-01,27,0,12,0,28,20,20,0,0,0,15,0,0,30,11,0,16,32,0,15,0,0,0,0,15,15,0,0,35,0,0,33,15,15,0,12,0,0,15,15,0,0,0,27,0,26,25,0,48,12,0,0,12,0,0,20,0,12,0,12,0,20,30,18,0,22,0,0,15,53,0,17,14,0,0,0,0,0,14,0,15,47,21,20,0,0,12,0,0,12,11,0,0,0,0
2011-03-01,34,11,11,9,13,17,18,0,0,0,14,0,11,0,0,0,0,0,0,20,0,0,0,0,0,14,12,0,40,0,0,20,0,27,0,0,15,29,14,0,0,43,10,12,0,0,11,0,0,21,0,0,11,0,0,0,18,0,0,22,0,0,16,16,31,27,0,0,0,24,0,0,13,0,0,0,37,0,0,0,0,22,13,21,0,0,21,0,0,13,0,0,14,0,0
2011-04-01,27,0,11,0,13,25,31,18,26,0,0,0,11,0,0,0,0,0,14,14,0,0,0,0,0,0,13,0,28,0,0,15,0,35,6,12,32,0,14,0,0,0,11,13,0,0,23,0,0,11,0,0,11,0,0,0,19,0,0,11,0,0,11,34,32,28,0,13,0,13,0,0,13,0,0,11,0,45,0,34,14,30,13,0,14,0,11,0,0,10,0,0,6,0,0
2011-05-01,25,10,10,9,23,33,17,31,0,0,0,0,10,0,9,0,14,0,13,0,0,0,0,0,12,13,35,0,25,0,13,14,13,13,0,10,0,0,26,0,0,40,10,0,0,0,31,0,0,20,0,0,10,0,100,0,17,10,12,0,0,17,15,15,0,25,49,0,13,23,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,60,0,0,8,10,0,6,0,0
2011-06-01,23,14,0,0,12,25,14,16,0,0,0,52,11,0,10,0,0,0,13,13,0,24,0,0,13,0,18,0,20,0,0,0,13,13,0,11,0,0,0,0,0,0,10,12,0,0,0,0,0,14,0,0,10,0,0,17,18,11,12,10,0,0,10,15,0,39,0,0,13,35,0,14,12,0,0,10,0,41,0,0,0,27,18,20,0,24,21,0,0,13,10,0,20,0,24
2011-07-01,14,10,10,0,11,30,17,15,0,0,12,0,10,0,9,0,0,0,0,12,0,0,0,0,0,13,22,0,12,0,0,13,12,18,0,10,0,13,0,0,0,0,9,0,0,0,10,0,0,0,14,10,0,0,0,0,17,10,0,19,0,17,10,15,0,0,48,12,12,22,0,13,12,0,0,9,0,0,11,0,12,13,12,16,0,23,10,0,10,18,0,0,24,17,0
2011-08-01,20,0,19,0,22,23,10,15,0,0,12,0,10,0,9,0,13,13,0,0,0,0,0,0,17,12,11,22,20,0,0,13,35,12,5,24,0,0,12,0,0,38,0,0,0,0,10,0,38,0,9,19,0,0,0,0,16,10,0,19,0,16,13,0,0,12,0,11,24,16,100,13,11,0,0,18,32,0,0,0,0,25,11,14,12,0,19,0,0,15,0,31,13,0,0
2011-09-01,25,0,0,0,12,29,14,16,0,0,0,0,0,0,10,0,0,14,13,0,0,12,0,0,25,13,12,12,32,0,14,14,13,32,0,10,0,14,20,13,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,26,11,0,20,34,0,10,15,0,13,0,12,18,17,0,14,12,0,10,13,0,0,0,0,0,0,12,17,13,24,30,0,0,17,0,0,8,0,0
2011-10-01,31,9,0,0,27,29,19,22,0,0,0,0,19,0,9,0,19,0,12,12,0,0,0,0,0,12,27,0,20,27,37,26,12,12,0,10,0,13,12,0,0,38,0,0,0,0,19,0,38,9,0,0,18,0,0,0,32,10,11,0,0,0,9,0,27,12,0,11,12,31,0,0,28,9,0,9,0,0,0,0,0,37,11,18,12,0,9,0,0,13,9,0,11,0,0
2011-11-01,28,0,14,0,11,24,29,22,0,0,12,47,19,24,26,0,0,13,12,0,37,0,0,0,0,12,33,11,35,28,0,13,0,12,0,0,9,13,0,12,0,57,9,0,0,0,10,0,38,9,0,0,14,0,0,0,32,10,22,9,0,16,19,0,27,0,0,0,12,58,0,0,23,0,0,9,0,0,0,29,0,19,17,19,0,0,28,0,0,10,22,0,5,16,0
2011-12-01,26,18,9,0,21,20,18,28,0,0,11,0,9,0,17,0,12,12,11,0,0,0,0,0,11,0,10,0,22,26,12,12,0,11,0,0,0,12,23,11,0,36,0,20,0,0,18,0,0,18,0,0,13,0,0,0,30,9,0,0,29,15,13,0,0,11,0,16,0,55,0,0,32,0,0,9,0,0,0,0,0,30,16,12,0,0,12,0,0,11,9,29,8,15,0
2012-01-01,23,17,17,0,10,27,12,13,0,0,0,0,15,0,8,0,0,12,11,16,0,0,0,0,10,0,19,0,21,0,0,35,11,16,7,0,8,12,11,21,0,34,0,15,0,0,17,0,0,8,0,0,0,0,0,0,0,9,0,0,28,14,9,0,37,16,0,10,11,28,0,0,20,0,8,12,0,0,0,0,0,45,20,17,11,0,0,0,0,16,16,0,11,0,0
2012-02-01,28,0,18,0,18,25,16,28,0,0,0,45,19,0,17,0,0,19,12,11,0,0,0,0,11,12,21,10,0,0,0,25,0,11,5,9,9,12,12,0,0,73,13,10,28,0,9,0,0,18,0,0,9,0,0,0,15,9,11,0,0,15,9,13,0,34,0,22,35,20,0,13,0,0,0,17,31,0,0,0,0,36,11,15,11,0,27,0,0,15,9,0,5,0,0
2012-03-01,21,0,9,7,10,27,15,14,0,0,0,0,9,0,25,0,12,24,11,11,0,0,0,0,22,0,0,0,11,0,0,18,0,22,0,0,8,12,0,0,9,71,8,15,27,38,14,0,35,0,0,0,9,0,87,0,0,9,10,9,0,0,18,0,0,11,0,0,11,19,0,12,21,0,0,17,30,35,0,26,0,12,10,0,11,0,13,0,0,7,8,0,10,0,0
2012-04-01,19,9,27,8,10,26,15,0,0,0,11,0,15,23,8,40,0,0,0,11,0,0,0,0,11,0,21,0,22,0,12,12,11,22,5,0,9,18,11,0,0,36,0,10,27,0,28,0,0,9,0,0,26,0,0,0,30,9,0,9,29,15,15,13,0,11,0,0,0,20,0,0,21,0,0,0,0,0,0,0,11,41,21,9,0,0,18,0,0,15,8,0,8,0,0
2012-05-01,16,16,8,0,19,22,17,19,0,0,10,41,9,0,16,0,0,11,0,10,0,10,0,0,10,16,9,0,14,0,0,0,0,31,0,9,24,0,0,0,0,100,16,10,0,0,13,0,33,36,0,0,0,0,0,14,14,9,10,0,0,28,14,0,24,21,0,0,21,28,0,0,40,8,0,8,28,0,0,0,0,33,10,11,10,0,11,0,0,18,0,0,29,14,0
2012-06-01,28,9,9,7,13,28,15,20,0,0,22,0,9,22,12,0,0,12,11,11,16,15,0,0,10,0,13,0,38,0,0,12,11,21,0,9,16,0,22,0,0,0,8,10,0,19,27,0,0,13,9,0,0,0,0,0,15,9,0,13,0,15,11,13,0,11,0,10,11,14,90,12,0,0,0,8,0,34,10,0,11,11,15,23,11,0,13,0,0,21,0,0,16,0,0
2012-07-01,17,16,8,0,14,20,31,13,0,0,0,0,13,0,8,0,0,11,10,10,0,0,0,0,0,10,9,9,20,0,0,22,10,20,4,8,10,0,21,0,0,33,8,0,0,0,13,0,0,0,16,0,0,0,0,0,0,8,0,16,0,0,16,12,23,15,0,10,16,18,0,0,10,0,0,8,28,0,0,0,0,16,14,19,10,0,8,0,0,17,0,26,23,0,0
2012-08-01,22,0,8,7,10,15,14,0,0,0,0,0,0,0,24,37,0,0,0,10,0,10,0,25,10,0,10,0,17,0,0,0,21,10,0,8,8,11,16,0,8,67,0,9,0,18,0,0,34,8,16,0,8,0,0,0,0,9,0,21,0,0,30,0,0,10,0,10,0,46,0,0,15,0,0,12,28,0,0,0,0,11,10,22,10,38,8,0,0,17,8,27,14,14,0
2012-09-01,40,9,9,0,14,20,18,18,0,0,11,0,23,0,0,0,0,24,0,11,0,0,0,0,44,11,14,0,19,26,12,24,18,11,5,9,8,12,11,0,0,36,0,0,55,0,27,0,0,0,0,0,0,0,0,0,15,0,10,13,0,15,9,13,0,11,0,11,38,84,0,12,32,26,0,0,0,0,10,0,0,0,21,32,0,21,20,0,0,8,0,0,10,0,0
2012-10-01,20,8,19,7,15,23,24,24,0,0,10,0,24,20,7,0,0,11,0,10,45,0,0,0,10,10,26,9,26,0,0,11,0,14,4,8,18,0,10,0,0,31,7,0,0,17,8,0,0,11,0,0,15,0,0,0,0,24,9,15,0,0,8,12,0,19,0,9,0,43,0,0,28,8,7,7,26,0,9,0,0,41,18,13,0,0,8,0,0,17,7,50,11,0,0
2012-11-01,33,8,11,0,18,19,42,16,0,0,10,77,24,0,11,0,21,11,10,10,15,9,0,0,19,10,13,9,10,0,0,0,0,14,4,0,10,21,20,10,0,31,15,0,0,0,8,0,0,0,0,0,15,100,0,0,13,16,0,8,0,13,10,0,0,0,0,9,10,68,0,0,27,0,0,7,0,0,9,0,0,36,18,15,14,18,18,0,0,9,7,0,4,13,0
2012-12-01,19,0,22,0,26,29,15,12,0,0,0,0,18,0,17,0,10,0,19,19,0,9,0,0,9,19,9,0,31,22,10,41,0,14,4,0,18,0,19,0,0,60,7,13,0,0,15,0,0,7,0,0,15,0,0,0,25,8,9,11,0,0,0,0,22,9,0,9,0,37,0,0,26,0,0,11,25,0,0,0,0,10,13,18,28,0,12,0,0,18,7,24,13,0,0
2013-01-01,19,0,14,6,20,25,32,34,0,0,18,0,11,0,0,0,0,0,28,9,0,9,0,0,18,9,0,0,15,42,0,10,9,18,4,0,7,0,9,9,0,0,14,12,0,16,7,0,0,7,0,0,7,0,0,0,0,7,9,11,23,0,12,21,0,27,0,9,19,24,0,10,9,7,0,7,0,29,0,22,0,19,9,24,12,33,33,0,0,12,7,0,10,0,0
2013-02-01,22,0,16,0,19,21,8,17,0,0,10,0,17,0,15,0,11,11,10,10,15,9,0,0,10,10,0,0,25,23,11,0,10,20,4,17,8,0,15,10,0,32,8,9,0,17,12,0,0,0,8,0,8,0,0,0,20,21,9,0,0,14,24,0,23,40,0,0,0,36,0,0,10,0,0,0,0,0,9,24,10,21,14,21,10,19,16,42,0,10,15,0,9,0,0
2013-03-01,30,0,22,0,12,19,13,23,17,0,9,37,10,0,11,0,0,10,10,9,0,0,0,0,19,0,9,9,25,0,0,10,19,23,8,8,7,0,10,0,0,60,7,0,0,0,12,0,0,7,0,0,7,0,0,0,13,16,0,15,25,0,15,11,0,9,0,0,10,33,0,0,0,0,7,7,25,0,0,0,10,39,9,7,16,0,25,0,0,12,0,0,13,13,0
2013-04-01,20,7,7,9,20,21,25,11,0,0,0,0,7,18,20,64,0,10,14,9,0,8,0,0,9,0,12,0,27,21,10,27,9,14,0,7,7,20,14,0,0,39,14,17,0,16,11,0,0,9,7,0,21,0,0,0,12,23,8,7,0,0,7,11,0,9,0,9,14,48,0,0,9,0,0,11,25,0,8,0,9,10,13,11,0,17,19,0,0,10,10,0,11,0,0
2013-05-01,36,10,21,9,11,15,19,11,0,0,9,0,7,18,6,0,10,14,9,9,13,0,0,0,0,9,12,0,41,20,0,10,0,9,4,7,10,0,18,9,0,28,7,12,0,15,14,0,0,10,7,0,14,0,0,0,0,7,0,14,0,12,10,10,0,17,0,8,9,31,0,0,12,0,0,13,0,0,0,0,0,23,16,18,0,0,14,0,0,13,7,0,28,0,0
2013-06-01,15,7,7,6,8,19,17,11,0,0,0,0,7,0,7,32,10,10,9,9,0,8,0,0,9,9,8,0,39,21,0,15,18,13,0,7,9,0,18,0,0,28,0,0,0,15,7,0,0,0,7,0,7,0,0,0,12,7,8,7,0,0,14,0,0,18,0,9,9,40,0,10,0,0,0,7,0,0,0,0,9,9,8,12,0,0,11,0,7,10,7,0,24,0,0
2013-07-01,13,7,17,9,8,27,26,10,0,13,0,33,10,0,19,0,9,9,17,26,13,8,0,21,8,13,15,8,34,19,0,9,13,25,3,7,13,19,17,8,0,54,0,8,21,15,7,0,54,10,13,7,7,0,66,0,12,0,8,23,22,23,16,10,0,25,0,8,17,11,0,0,8,0,6,10,0,27,0,0,0,18,8,22,0,0,13,0,0,19,6,0,14,0,0
2013-08-01,25,14,7,0,16,19,17,16,0,0,0,69,11,0,7,0,0,9,9,0,0,0,0,0,13,0,11,8,20,20,18,10,17,9,0,18,17,19,9,0,0,28,0,0,0,15,14,15,0,0,10,7,10,0,0,0,18,7,0,17,0,12,14,0,0,17,0,14,18,39,0,19,17,0,0,7,0,28,0,0,0,18,16,25,0,16,18,0,0,21,7,0,16,0,0
2013-09-01,37,0,11,12,11,21,13,23,0,0,0,0,13,0,10,0,20,10,9,18,0,0,0,0,12,14,13,0,25,0,0,10,18,28,4,8,9,10,0,9,0,59,7,0,23,16,11,0,29,7,7,0,0,0,0,0,19,8,0,15,0,0,7,11,0,9,0,9,28,33,0,10,9,0,0,7,0,29,17,0,9,19,17,19,0,0,37,0,0,15,10,0,23,13,0
2013-10-01,15,13,33,0,16,24,23,25,0,0,0,33,9,0,10,0,9,9,0,17,0,0,0,0,17,9,8,8,43,20,0,14,9,13,3,14,0,9,22,17,0,27,0,0,41,0,10,15,27,0,0,0,7,88,0,0,23,0,8,13,0,0,17,15,0,13,0,8,14,41,0,9,20,13,6,6,0,0,0,0,0,27,16,36,8,0,16,0,0,18,6,22,4,12,0
2013-11-01,24,7,0,0,24,22,36,16,0,0,0,0,17,18,19,0,10,9,0,9,0,0,0,0,9,18,8,0,44,20,9,10,9,13,4,0,13,0,27,0,7,56,17,8,0,23,7,0,0,7,0,0,10,0,0,0,12,7,8,7,0,12,16,0,20,9,0,0,21,50,0,10,8,7,0,7,0,0,0,0,0,14,8,34,9,0,44,0,0,14,13,0,8,24,0
2013-12-01,16,0,13,6,16,20,14,16,0,0,13,0,14,0,13,0,0,9,13,17,0,16,0,20,12,0,7,0,11,0,0,24,16,25,3,7,10,0,9,0,6,54,6,10,0,29,7,14,0,0,7,0,7,0,0,0,17,14,8,7,0,0,11,15,0,12,0,16,8,30,0,0,32,7,6,6,0,0,0,20,9,18,13,28,8,0,35,0,7,16,6,0,8,0,0
2014-01-01,17,13,13,11,33,22,18,15,0,0,0,0,27,0,13,0,9,0,17,0,0,16,0,0,8,13,8,0,19,26,0,9,11,16,3,7,6,0,17,12,0,66,13,10,20,14,7,0,0,13,7,0,13,0,0,11,11,7,0,7,0,11,7,10,0,16,0,8,11,29,0,9,12,0,6,9,0,0,0,0,8,17,12,26,19,0,20,0,7,12,13,0,14,11,0
2014-02-01,18,0,18,6,28,21,23,17,0,0,9,0,28,0,7,0,30,20,14,9,0,9,0,0,9,9,21,8,28,0,0,10,14,9,4,0,7,10,14,18,0,39,7,8,0,16,8,0,0,7,0,0,7,0,0,0,37,8,9,7,0,12,20,11,0,9,0,0,9,41,0,0,9,0,14,0,0,0,0,0,9,10,14,29,18,17,15,0,0,16,7,0,10,0,0
2014-03-01,23,7,6,0,23,28,20,17,0,0,8,33,14,0,28,0,9,9,13,14,0,0,0,0,8,8,8,11,37,0,0,21,8,8,3,0,6,9,8,0,6,35,16,8,0,0,17,0,0,19,0,0,10,86,0,0,11,7,8,23,0,11,11,10,19,8,0,8,8,51,0,9,8,0,0,13,0,0,0,20,0,13,8,22,8,0,22,0,0,9,6,0,8,11,0
2014-04-01,27,7,34,6,16,24,19,11,0,0,0,0,16,18,13,61,19,9,9,26,0,0,0,0,8,9,16,0,26,30,0,10,0,17,4,0,22,9,9,17,7,55,7,8,21,15,18,15,0,27,0,0,7,0,0,11,12,14,11,20,22,12,14,10,0,17,0,0,9,61,0,10,8,7,6,7,0,28,0,0,0,32,12,18,9,0,31,0,0,8,13,23,13,0,0
2014-05-01,22,10,13,11,18,30,32,31,0,13,25,33,16,0,6,30,9,18,0,17,0,12,0,0,8,9,18,0,23,19,0,12,8,34,3,17,10,0,21,0,0,27,6,8,0,0,10,14,0,13,6,0,10,0,65,0,11,14,8,0,0,0,0,0,19,17,0,0,9,41,0,9,31,0,6,6,0,0,0,40,13,22,13,20,12,15,15,0,7,20,13,0,18,0,0
2014-06-01,18,7,7,13,9,30,20,11,0,0,0,37,15,0,14,33,15,15,0,14,0,9,0,0,9,19,8,8,19,0,0,10,0,0,4,23,14,0,9,0,7,59,14,17,0,16,23,0,0,0,15,7,0,97,0,0,25,15,0,22,24,0,15,0,0,37,0,9,9,41,0,0,22,0,0,0,0,0,0,0,9,20,13,15,0,0,12,0,0,18,14,0,31,0,0
2014-07-01,13,7,17,0,11,21,19,16,0,0,0,0,18,0,10,31,10,14,13,9,0,8,0,0,17,0,16,0,9,0,0,0,22,9,4,14,13,0,32,0,0,56,20,0,0,15,18,15,0,0,17,0,14,0,0,12,12,7,0,35,0,0,14,42,0,40,0,8,9,31,74,0,29,0,7,9,0,0,0,0,9,37,14,18,9,0,9,0,7,16,0,0,26,0,0
2014-08-01,20,7,18,19,14,16,15,23,17,14,0,36,12,0,7,0,0,0,0,0,14,17,0,0,9,14,19,0,27,0,0,10,14,0,0,15,0,0,9,0,0,59,14,0,22,0,15,16,0,0,14,0,7,0,0,0,12,8,0,14,0,12,10,11,0,23,0,0,9,24,76,0,9,7,7,7,25,29,8,0,0,29,26,22,18,0,12,38,8,15,7,0,32,13,0
2014-09-01,32,0,8,6,21,33,32,28,0,0,10,0,8,0,22,34,11,11,0,15,0,9,0,0,14,0,12,0,29,0,0,0,10,43,4,12,15,0,10,10,8,62,0,0,0,17,24,16,0,8,8,0,15,0,0,13,13,8,9,11,0,13,15,23,0,29,0,9,29,34,0,0,18,0,0,7,52,30,9,23,0,10,9,38,10,18,30,0,8,11,7,25,10,0,0
2014-10-01,35,0,7,6,17,29,23,11,0,0,9,55,8,0,7,0,15,10,0,0,14,9,0,0,9,9,17,0,18,21,0,20,18,28,4,0,14,0,28,0,0,30,14,8,0,24,23,16,30,0,14,0,15,0,72,0,12,8,9,15,0,13,7,33,0,18,0,9,32,45,0,0,27,0,0,21,0,0,0,0,0,20,0,19,19,17,22,0,0,15,14,0,10,13,0
2014-11-01,32,14,14,6,16,23,22,37,0,0,13,35,14,0,7,31,24,10,9,26,14,8,0,21,12,0,0,0,30,41,0,10,9,9,4,7,7,10,18,0,0,47,7,0,22,23,15,0,0,7,0,0,7,0,0,0,36,15,8,11,0,12,12,21,20,18,0,17,18,43,0,0,17,14,0,7,0,0,8,0,0,19,8,19,36,0,51,0,0,16,7,0,15,12,0
2014-12-01,31,20,14,6,21,28,30,18,0,0,9,34,26,0,6,0,19,19,9,9,0,8,0,0,13,18,23,0,26,0,9,19,8,17,4,7,10,0,13,9,0,96,10,0,21,0,7,0,0,7,0,0,17,0,0,0,23,7,0,0,0,12,21,0,0,21,0,8,12,26,0,9,37,0,10,7,0,0,8,20,9,27,20,13,20,0,16,0,0,18,10,22,10,0,0
2015-01-01,25,0,10,0,26,23,18,14,0,0,8,100,21,17,0,0,9,18,21,8,0,8,0,0,0,0,27,8,33,19,0,15,17,12,3,0,16,9,17,17,13,53,16,11,0,15,10,0,0,6,7,0,13,0,0,0,34,7,16,7,22,11,18,15,0,8,0,16,9,37,0,0,16,0,0,13,0,0,0,0,9,9,10,22,17,0,24,0,7,19,6,22,10,0,0
2015-02-01,19,0,14,6,17,28,25,15,0,0,9,36,11,19,27,0,10,20,28,9,14,9,0,0,9,0,17,0,9,0,0,20,9,9,0,0,14,10,19,0,0,44,7,14,0,0,7,0,0,7,11,0,14,0,0,0,19,8,9,14,0,0,7,22,0,32,0,0,9,32,0,10,22,0,14,7,25,0,8,0,9,24,13,22,12,17,19,0,8,15,7,0,10,13,0
2015-03-01,16,0,17,0,28,22,21,16,0,0,8,34,21,0,6,30,0,9,13,8,0,0,0,20,8,0,13,0,17,20,9,19,0,21,0,10,9,9,13,0,0,41,19,8,0,29,10,0,0,10,0,0,13,0,0,11,23,7,0,10,0,0,16,10,20,21,0,0,9,41,71,9,8,0,6,6,23,27,0,0,9,36,12,18,13,0,22,0,0,12,6,0,13,0,16
2015-04-01,23,14,17,6,27,30,38,11,16,0,0,34,11,0,19,0,14,19,22,9,0,8,0,0,9,9,16,0,39,30,0,9,9,13,0,28,15,9,13,0,0,28,7,0,21,0,11,0,0,18,0,0,14,0,0,0,12,0,11,14,0,24,9,21,0,17,0,8,9,50,0,10,8,7,0,7,24,0,0,0,0,27,22,9,9,16,10,0,0,18,7,22,16,12,0
2015-05-01,26,13,19,11,15,24,7,17,0,12,0,32,22,17,22,29,0,9,25,17,12,0,0,20,16,8,30,7,12,19,0,23,8,20,3,13,15,18,13,8,0,66,13,15,0,14,20,0,0,19,13,0,6,0,65,0,17,7,15,10,43,11,15,19,0,33,0,12,8,47,0,9,8,6,6,10,0,0,0,0,0,39,15,19,8,0,24,0,0,12,0,0,28,11,0
2015-06-01,28,17,6,16,15,23,29,13,0,12,8,32,20,0,6,29,0,9,8,0,13,23,0,0,16,25,12,7,27,19,0,9,16,8,0,0,15,9,12,0,6,26,6,7,0,0,0,0,0,6,13,0,10,84,0,0,11,0,15,13,21,17,9,0,0,28,0,0,16,36,0,9,15,0,0,0,22,0,0,0,0,21,8,25,0,15,26,0,7,11,0,0,41,0,0
2015-07-01,17,29,12,5,7,29,22,9,14,0,10,29,9,15,5,26,0,0,15,11,0,17,0,0,12,7,10,0,29,17,0,0,27,22,0,6,11,8,15,0,6,47,6,7,0,0,12,0,23,6,9,0,14,0,0,10,10,6,7,12,0,10,6,17,0,33,0,7,7,26,0,16,7,0,6,6,20,0,0,0,7,23,11,25,0,14,12,0,0,23,6,0,35,10,0
2015-08-01,27,6,6,5,9,22,16,12,0,0,0,29,10,0,5,0,8,8,7,7,0,7,0,0,21,15,18,0,17,17,8,8,14,7,0,18,11,8,19,0,6,0,6,7,18,13,21,0,23,6,0,0,6,0,0,10,10,6,10,14,0,10,8,0,0,14,0,7,11,22,0,0,7,0,0,8,20,0,0,0,7,38,17,30,0,0,13,0,6,14,0,19,38,10,13
