date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Kale,Leeks,Lemons,Lettuce,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Prunes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-08-01,6,0,0,48,13,18,0,0,0,0,0,0,0,21,0,0,0,16,30,0,0,24,0,0,8,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,8,0,0,0,13,0,0,0,0,0,0,48,0,6,0,0,0,0,0,12,0,0
2011-09-01,7,0,0,0,0,7,9,0,0,0,0,0,0,0,0,8,7,0,0,0,24,0,13,0,0,0,0,6,0,0,12,0,0,0,0,6,22,0,0,0,29,10,8,0,0,7,0,8,21,0,0,12,0,0,0,0,0,0,46,0,6,0,24,12,0,0,6,0,0
2011-10-01,17,36,6,28,17,12,9,0,0,0,0,0,21,0,0,0,0,0,26,36,22,0,8,0,14,0,0,6,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,7,0,7,19,33,0,11,0,0,0,42,0,0,42,12,0,28,0,16,29,0,8,0,0
2011-11-01,7,38,6,0,0,15,6,66,0,100,16,73,22,20,0,0,0,0,0,0,0,0,0,33,8,6,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,7,0,0,7,36,0,0,0,0,0,0,0,25,0,0,0,22,13,9,15,0,11,0,0,6,0,0
2011-12-01,9,0,11,27,0,13,5,0,0,0,0,0,20,0,20,0,0,0,0,34,0,0,7,30,7,5,21,0,0,0,11,7,71,0,0,5,20,0,0,0,0,0,0,0,19,0,0,21,18,0,0,11,0,12,0,0,21,0,20,12,5,13,21,20,28,0,0,0,0
2012-01-01,19,0,0,0,10,14,13,0,0,0,8,62,18,0,0,6,0,0,23,0,20,19,0,28,6,5,0,5,0,21,10,0,33,0,0,5,0,0,0,0,0,0,12,0,18,12,60,0,17,0,0,10,0,12,0,0,0,0,28,11,0,0,0,14,0,0,7,0,0
2012-02-01,9,0,0,0,21,11,5,0,0,0,8,0,0,0,0,0,6,26,25,0,0,0,7,0,0,5,0,0,0,22,21,0,0,0,0,5,0,0,11,0,0,8,0,0,0,0,32,7,0,0,11,0,0,0,0,0,0,0,20,0,5,22,0,10,0,0,5,0,0
2012-03-01,5,31,5,0,15,12,11,0,0,0,11,0,18,0,0,0,6,0,0,31,19,36,7,0,0,7,19,5,18,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,9,0,0,0,0,10,10,0,11,0,0,0,35,18,0,5,12,39,0,25,0,0,0,0
2012-04-01,11,0,0,26,15,15,5,28,0,0,0,0,0,0,0,7,0,0,24,0,40,0,7,28,6,5,0,0,19,0,0,0,0,0,0,15,19,0,0,0,24,8,0,0,0,0,0,7,0,30,11,0,0,0,0,0,0,37,0,11,8,13,20,19,0,0,10,0,0
2012-05-01,7,31,5,24,14,19,5,0,0,0,0,58,0,0,0,0,0,12,45,0,0,0,7,0,6,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,6,0,6,17,28,10,0,0,0,0,0,19,0,18,10,0,0,0,0,49,0,8,0,0
2012-06-01,7,0,9,0,14,8,9,0,0,0,0,0,26,16,0,6,6,0,22,30,19,0,0,0,6,0,18,0,0,0,9,0,31,0,0,5,17,0,10,0,22,0,8,27,0,6,0,6,0,0,10,0,0,0,0,0,19,0,23,20,0,11,18,9,24,0,7,77,0
2012-07-01,6,0,5,24,19,19,12,0,0,79,10,0,17,0,0,0,0,0,29,0,19,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,17,6,0,6,16,28,10,0,0,0,0,0,0,0,18,10,5,0,19,0,0,0,8,0,0
2012-08-01,12,30,0,23,15,10,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,6,0,12,0,18,5,0,0,18,0,31,0,0,4,0,0,0,0,21,0,6,0,0,6,28,9,16,0,0,14,0,11,0,0,0,0,34,10,0,0,18,13,0,0,4,76,0
2012-09-01,6,29,0,23,18,5,7,0,0,78,15,0,17,16,0,6,5,11,43,0,18,0,6,0,6,4,0,5,0,0,15,0,30,0,0,4,0,0,0,0,21,0,6,0,0,6,0,6,16,0,9,9,0,11,0,0,18,0,0,0,0,0,37,9,0,0,4,0,0
2012-10-01,9,29,0,22,15,6,4,0,0,0,0,55,0,0,0,0,0,0,42,28,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,4,16,0,0,0,0,7,5,0,0,11,0,6,0,0,9,9,0,0,0,0,0,32,17,0,4,0,18,8,23,68,9,0,0
2012-11-01,9,0,5,0,9,13,11,0,77,0,7,55,0,0,17,12,0,0,0,0,0,0,6,0,6,9,0,0,17,0,9,0,30,0,6,4,16,0,0,0,0,0,11,0,0,0,27,6,0,52,0,9,0,11,0,0,0,0,23,10,6,17,18,13,0,0,4,75,0
2012-12-01,10,27,4,21,8,14,13,0,73,0,13,0,16,0,0,5,5,0,0,27,0,0,11,0,7,4,0,4,0,0,8,0,28,0,0,4,0,0,0,0,0,0,0,25,0,5,0,16,0,0,9,8,0,20,0,0,17,0,16,9,4,10,17,16,0,0,8,70,0
2013-01-01,11,0,8,0,8,7,12,23,0,0,6,0,0,0,0,0,5,0,19,0,0,15,6,23,10,4,16,0,15,0,0,0,27,0,0,4,22,0,9,0,0,7,0,0,0,5,25,5,14,24,0,49,0,10,0,0,16,0,15,9,4,10,16,11,21,0,7,0,0
2013-02-01,7,28,0,22,26,19,7,0,0,74,7,0,16,0,16,11,5,0,21,0,17,16,0,0,0,4,0,0,0,18,9,6,59,0,0,0,16,0,0,0,21,0,0,0,32,5,0,6,0,0,0,9,0,0,0,0,17,0,17,10,8,0,0,8,23,0,4,0,0
2013-03-01,9,50,0,0,16,14,6,0,0,0,10,0,0,0,29,5,0,10,18,0,15,0,0,0,5,6,15,0,0,0,8,0,26,0,0,4,0,0,8,0,0,0,0,0,0,5,23,5,0,23,12,8,0,9,0,0,0,0,15,17,0,10,15,7,20,59,4,0,0
2013-04-01,7,0,4,20,12,14,8,0,0,0,0,0,15,0,30,5,5,10,0,0,0,0,8,22,5,6,0,4,0,0,8,0,26,0,0,8,0,0,8,0,18,6,5,0,0,0,24,5,0,0,8,16,0,0,0,0,16,0,15,18,0,10,16,15,0,0,12,0,0
2013-05-01,10,24,0,0,15,13,7,21,0,0,0,0,0,0,0,5,4,9,17,0,0,14,5,0,9,4,0,0,0,0,15,0,25,0,0,4,14,0,0,17,0,6,5,0,14,0,22,7,0,22,0,15,0,9,0,0,0,27,14,0,4,9,22,0,0,0,12,0,0
2013-06-01,6,0,4,0,10,16,5,0,0,0,6,0,0,0,14,5,0,0,0,0,45,14,5,0,0,5,0,0,0,0,8,0,50,100,0,7,0,0,0,0,0,6,9,0,0,0,0,5,13,0,0,0,0,9,0,0,0,27,14,8,5,9,15,14,20,0,11,0,0
2013-07-01,10,47,0,0,15,9,7,0,0,0,6,0,14,12,14,10,0,9,34,23,14,14,5,20,5,5,15,4,13,0,7,0,25,98,0,7,13,0,0,0,34,12,4,22,13,9,0,0,0,0,0,7,0,9,0,0,0,26,14,16,4,0,29,14,19,0,9,0,0
2013-08-01,8,23,4,36,12,9,7,0,0,0,0,0,0,12,13,0,0,0,17,23,14,14,10,0,6,7,14,7,0,0,7,5,36,0,0,4,0,0,0,0,17,6,7,0,0,0,22,5,19,43,0,15,0,0,0,0,14,0,14,0,4,9,14,7,19,0,9,0,0
2013-09-01,9,23,0,18,12,15,10,39,0,0,11,0,0,12,0,5,0,9,0,0,28,0,5,0,0,14,0,4,13,0,11,0,0,0,5,5,0,0,8,0,17,6,4,0,0,9,22,9,12,0,7,0,0,8,0,0,0,0,18,8,3,0,14,0,19,0,9,0,0
2013-10-01,9,24,0,37,7,16,6,21,0,0,9,0,27,0,14,0,4,0,35,0,0,0,0,0,7,4,0,4,0,16,15,5,0,0,0,4,0,0,0,0,0,6,9,0,0,0,0,10,0,22,8,7,0,13,0,0,0,0,14,8,0,0,0,28,19,57,11,0,0
2013-11-01,11,24,0,19,11,12,8,0,0,0,9,46,41,0,0,5,0,0,18,0,15,0,8,0,5,4,0,4,14,16,23,5,0,0,5,4,0,0,0,0,17,6,5,0,14,5,0,5,0,29,0,8,0,0,0,0,0,0,21,12,0,0,15,11,20,0,12,62,0
2013-12-01,12,23,4,0,25,10,6,20,0,0,6,0,0,12,0,0,4,0,0,0,21,0,5,40,5,0,0,4,13,0,7,5,0,97,0,0,13,0,8,0,0,0,0,0,26,4,0,5,13,43,15,22,0,0,0,0,0,0,27,8,7,0,29,14,19,0,4,0,0
2014-01-01,12,0,0,0,14,11,7,19,0,0,11,43,26,0,13,4,4,9,24,0,14,0,5,0,7,7,0,7,0,0,7,0,23,0,0,3,12,0,0,0,0,5,8,0,0,0,42,9,12,20,7,14,0,12,14,0,0,0,13,8,3,8,0,0,18,0,7,0,0
2014-02-01,8,25,0,19,8,11,8,21,0,64,9,0,14,0,0,0,7,0,45,0,30,14,5,0,7,7,0,4,0,0,8,0,25,0,5,6,14,0,0,18,18,6,6,22,0,5,0,5,0,23,8,8,0,18,0,0,0,0,34,8,4,9,25,7,20,0,6,0,0
2014-03-01,11,0,3,16,10,12,5,0,0,0,0,0,0,11,0,4,4,0,31,0,26,25,4,0,0,4,13,0,24,0,7,4,33,0,0,5,18,0,0,0,0,0,12,0,36,4,0,8,0,58,0,7,0,12,0,0,0,23,12,11,3,0,0,6,17,0,6,54,0
2014-04-01,8,22,0,25,16,12,6,19,0,0,5,0,0,0,13,7,4,0,21,0,27,0,14,0,13,3,0,3,0,0,7,4,34,0,0,3,0,0,0,0,16,5,4,0,0,4,0,11,0,20,7,10,0,8,0,0,13,24,13,7,3,8,18,13,0,0,12,0,0
2014-05-01,8,21,3,0,9,14,9,19,0,56,5,0,12,0,12,4,0,0,31,0,13,0,5,19,4,3,0,0,12,0,0,4,33,89,5,3,12,0,7,0,15,0,12,0,0,8,20,9,0,20,7,7,0,0,14,0,0,0,19,0,3,8,26,6,18,0,14,0,0
2014-06-01,6,23,4,0,10,9,6,0,0,0,6,0,0,0,14,0,7,0,17,0,14,0,5,20,9,4,0,5,0,0,7,0,36,0,0,6,13,0,0,0,17,0,4,0,0,0,0,9,0,22,8,0,0,9,0,0,14,26,28,8,5,9,36,7,19,0,11,0,0
2014-07-01,7,47,4,18,29,9,4,20,0,0,6,0,0,12,0,0,4,0,17,0,14,13,10,40,0,4,0,0,0,0,0,0,0,0,0,4,13,0,0,0,17,0,4,0,0,4,0,6,13,21,0,7,0,0,15,0,0,0,14,16,4,9,14,7,0,0,13,0,0
2014-08-01,11,54,0,18,25,9,7,20,0,0,0,0,0,12,13,5,0,17,17,23,14,27,10,0,5,7,0,7,13,0,11,0,0,0,0,9,0,0,0,0,17,0,4,0,0,0,21,9,12,21,0,14,0,17,0,0,0,0,13,16,5,0,28,7,25,54,14,0,0
2014-09-01,10,23,4,0,9,19,18,20,0,59,28,0,0,0,13,5,4,0,0,23,14,13,5,20,9,3,0,4,13,0,9,0,24,0,0,7,13,0,15,0,16,6,4,0,13,9,0,5,12,21,7,7,0,0,0,0,0,0,18,10,3,9,28,7,18,54,9,0,0
2014-10-01,13,0,3,0,14,14,8,20,0,59,6,0,0,0,13,0,4,0,16,23,41,0,10,19,4,3,0,4,13,15,11,0,23,94,0,9,13,0,0,0,16,0,9,0,0,9,21,8,0,31,7,14,0,0,0,0,14,0,26,15,7,9,28,26,28,0,7,0,0
2014-11-01,16,45,3,0,12,10,6,20,61,0,6,0,19,12,13,0,4,0,16,23,0,13,0,0,4,3,0,7,0,0,12,0,24,0,0,7,13,0,0,0,16,6,4,0,13,4,21,5,12,0,11,25,0,8,15,0,0,0,27,8,3,9,28,13,28,0,10,59,0
2014-12-01,9,22,0,17,27,11,5,19,59,0,21,0,0,0,0,4,4,0,16,0,20,25,5,0,0,6,0,3,0,0,7,0,22,0,0,8,37,0,0,16,0,0,6,20,0,4,20,7,0,20,7,17,0,8,0,0,0,24,13,8,0,8,47,6,18,0,8,0,0
2015-01-01,13,32,7,17,11,13,7,0,0,0,11,0,12,0,25,0,4,0,23,0,26,0,4,0,6,6,13,7,0,28,13,0,22,0,0,11,18,0,7,0,16,5,8,0,12,4,0,7,0,29,0,7,0,16,0,0,0,0,0,0,4,0,20,19,17,0,11,0,0
2015-02-01,14,0,0,0,10,5,7,20,0,0,11,44,13,0,27,5,4,0,25,0,14,13,0,0,9,5,14,4,0,0,7,5,24,0,0,5,13,0,8,0,17,6,4,0,0,4,22,7,13,0,7,22,0,13,0,0,0,0,36,12,5,27,21,20,19,55,5,0,0
2015-03-01,12,21,3,16,0,16,11,18,0,54,5,0,0,0,24,0,4,8,15,0,19,12,4,18,4,5,13,6,0,0,0,0,0,0,4,7,0,0,7,0,15,10,7,19,12,10,19,8,11,0,0,6,0,15,0,0,13,0,48,0,3,16,13,9,0,0,8,54,0
2015-04-01,7,28,0,0,18,11,7,18,0,0,5,0,12,0,12,4,4,8,16,0,13,0,7,0,6,3,0,10,0,0,7,4,33,0,0,7,12,0,0,15,0,0,4,20,0,12,20,17,0,20,0,20,0,16,0,0,13,0,21,7,3,8,13,12,0,0,13,0,0
2015-05-01,5,20,0,16,17,28,7,18,54,0,10,0,0,11,12,8,8,0,22,0,19,0,0,0,4,6,13,9,11,26,6,0,21,84,0,5,11,0,7,15,15,5,10,0,0,4,19,7,0,28,6,13,0,7,0,0,12,34,0,14,9,8,25,18,16,0,20,0,0
2015-06-01,6,21,0,0,20,6,14,18,0,55,5,0,0,11,0,4,0,16,31,0,13,0,4,0,0,3,13,3,18,20,10,4,22,0,0,7,24,0,7,15,0,11,4,0,12,4,0,8,0,19,10,20,0,8,0,0,13,0,25,7,5,8,22,28,17,0,12,0,0
2015-07-01,10,31,5,0,17,20,5,0,55,0,8,40,0,0,12,8,4,8,15,0,13,24,4,27,10,0,0,3,0,13,6,0,43,0,0,9,12,0,0,15,15,5,6,0,0,4,0,6,11,28,0,6,8,0,0,0,0,0,18,14,5,0,25,12,0,0,9,0,0
2015-08-01,12,41,3,16,29,15,10,18,55,0,10,39,12,0,0,0,4,8,15,0,13,12,13,0,8,3,13,3,23,0,6,4,21,85,0,8,12,0,0,15,0,5,8,19,0,4,0,5,11,31,7,10,0,15,0,0,13,0,16,7,3,8,13,12,0,49,14,0,0
2015-09-01,7,42,6,0,13,16,9,18,0,0,5,0,0,11,12,0,4,0,31,0,13,12,9,0,8,4,0,10,0,14,32,0,22,0,0,7,12,0,0,15,15,5,6,39,12,10,0,11,23,19,10,10,0,8,0,0,0,0,24,22,3,0,13,6,0,50,14,0,0
2015-10-01,12,20,0,0,10,20,14,17,0,51,5,0,11,0,0,4,6,8,14,0,12,0,0,17,4,3,12,3,11,0,6,0,20,0,0,3,0,0,0,0,14,10,4,0,11,11,18,13,0,30,13,12,0,7,0,0,0,0,11,10,3,8,20,6,33,47,4,0,0
2015-11-01,22,27,3,16,19,11,9,0,0,0,15,40,24,0,12,0,4,8,15,21,13,12,7,0,8,8,25,5,12,0,9,4,21,0,4,5,0,0,7,0,0,10,8,0,12,8,19,10,11,19,0,6,8,15,13,0,13,23,30,14,0,8,34,6,0,49,5,0,0
2015-12-01,14,40,3,16,6,17,10,17,0,0,10,0,11,10,11,4,0,8,15,0,12,0,4,17,4,6,12,3,11,0,16,0,31,84,0,3,0,0,7,0,15,5,8,0,0,4,19,4,11,28,6,6,0,15,13,0,0,0,12,14,3,0,12,12,33,0,6,52,100
2016-01-01,12,39,0,0,14,19,13,17,0,0,5,0,0,10,11,0,0,0,14,0,12,0,4,17,6,0,12,0,11,0,9,0,34,0,0,3,11,0,0,0,0,0,6,0,0,11,0,5,0,18,8,9,0,22,0,0,0,0,15,10,4,8,18,11,16,0,4,0,0
2016-02-01,10,20,3,16,19,20,11,0,0,0,5,40,12,0,24,4,4,8,0,61,25,12,4,18,10,3,0,10,0,0,6,4,43,0,0,6,17,17,0,15,15,0,4,0,0,4,0,4,0,38,0,13,0,11,0,0,0,23,20,7,0,0,26,0,0,0,8,0,0
2016-03-01,11,19,0,0,18,22,10,16,0,0,5,0,16,0,11,4,0,0,27,19,11,0,8,16,11,3,0,6,11,0,6,0,0,0,0,6,0,0,0,14,0,0,7,0,11,11,18,4,10,0,12,23,0,7,0,0,12,0,33,6,6,0,19,11,23,0,3,0,0
2016-04-01,7,0,3,15,31,20,5,17,0,51,6,0,11,0,0,6,7,0,29,19,36,0,4,17,4,4,0,3,11,13,12,0,31,0,0,4,11,17,0,0,28,0,7,0,11,11,0,12,11,18,6,12,0,14,0,0,12,0,23,10,3,7,32,6,16,0,7,0,0
2016-05-01,9,24,3,14,20,17,7,0,0,95,4,35,10,9,10,4,3,7,26,0,22,0,4,16,5,3,23,6,0,0,14,0,0,0,0,6,10,0,6,0,26,0,3,0,21,12,17,11,15,0,6,6,0,13,0,0,11,20,14,9,4,7,0,11,0,0,17,0,0
2016-06-01,9,26,5,15,18,18,6,17,52,51,5,0,11,10,11,4,4,8,14,0,12,11,8,17,4,3,0,4,11,0,12,4,20,0,0,9,11,0,13,0,14,0,4,0,0,7,18,4,0,36,6,9,0,11,13,0,0,22,31,7,3,0,36,0,0,0,20,100,0
2016-07-01,11,39,0,15,14,12,9,0,0,51,7,38,11,0,22,4,4,7,14,19,12,11,0,0,6,3,0,6,11,13,12,0,20,0,0,3,11,17,0,0,14,5,6,0,11,0,36,4,11,0,6,6,0,7,0,0,0,0,19,9,3,7,16,9,0,0,14,0,0
2016-08-01,6,27,0,24,17,15,14,0,0,0,15,0,17,0,17,0,4,0,15,20,0,12,4,17,7,3,0,6,0,13,9,4,21,0,0,15,11,17,7,15,15,0,6,0,0,4,19,4,11,0,0,13,0,15,0,0,0,0,24,7,5,0,19,9,16,0,8,0,0
2016-09-01,5,53,3,16,24,18,12,0,0,0,16,40,12,11,12,4,4,0,31,0,19,12,9,0,6,3,13,10,0,0,15,0,43,0,0,6,18,0,7,0,15,0,9,19,12,4,0,4,23,19,7,13,0,15,0,0,0,0,16,14,6,0,19,6,17,0,11,0,0
2016-10-01,14,20,0,0,14,18,7,0,0,0,7,0,19,10,0,0,4,8,29,0,12,11,8,17,0,7,0,3,0,0,14,4,20,0,0,7,11,0,6,0,14,0,8,0,11,8,0,6,0,27,0,9,0,25,0,0,0,0,12,7,3,8,20,23,24,0,8,0,0
2016-11-01,12,20,4,16,12,17,13,26,0,52,8,39,0,0,0,8,4,8,14,20,24,0,6,17,5,4,12,7,11,0,17,4,0,0,0,4,11,0,7,0,15,5,6,0,0,10,19,7,11,31,0,16,0,7,13,0,12,0,29,10,6,8,41,12,24,0,16,51,0
2016-12-01,14,28,0,0,9,14,11,16,0,49,7,0,11,0,11,6,0,0,21,0,12,11,4,16,4,3,0,4,0,0,15,0,20,0,4,8,0,0,6,0,0,5,4,17,11,7,17,9,31,26,0,6,0,7,0,22,23,21,22,6,3,0,23,6,20,0,11,0,0
2017-01-01,10,18,3,14,17,15,8,31,0,0,7,0,10,0,0,7,3,0,20,0,0,10,9,0,9,3,0,0,41,12,11,4,38,0,0,7,20,0,12,0,13,0,3,16,0,7,0,4,0,27,12,6,0,7,12,0,22,0,21,12,4,7,33,13,20,43,8,0,0
2017-02-01,5,20,0,15,12,14,10,25,0,0,15,0,11,10,11,4,0,8,14,19,24,0,4,17,8,6,0,3,11,13,10,0,31,0,0,6,17,0,0,0,14,0,4,0,0,4,0,6,11,18,0,6,0,14,0,0,0,0,31,13,6,8,16,11,24,0,5,0,0
2017-03-01,9,17,3,0,13,9,13,0,46,0,11,0,10,9,20,7,3,0,13,17,42,10,11,15,7,6,0,7,0,11,7,0,18,0,0,3,10,0,6,12,25,0,5,0,0,5,16,0,9,16,6,13,7,13,0,0,10,0,25,6,3,7,25,5,0,81,7,0,0
2017-04-01,10,18,0,14,18,14,12,61,0,0,6,34,10,9,51,0,7,0,19,17,11,10,6,15,7,3,0,3,10,11,14,7,18,0,0,4,0,15,0,0,0,4,7,0,15,0,0,5,14,32,6,0,0,6,0,20,11,20,41,8,4,7,18,13,22,0,5,0,0
2017-05-01,8,24,3,14,17,13,17,15,0,0,4,0,14,9,10,4,3,0,13,0,22,10,8,0,7,7,11,3,15,0,8,0,19,0,0,10,10,22,6,0,0,0,8,0,0,3,0,10,0,32,11,6,0,19,12,0,22,0,17,6,8,7,33,8,0,0,10,46,0
2017-06-01,6,28,4,15,6,14,12,16,50,49,5,0,11,10,22,0,0,7,14,19,0,0,9,16,7,4,0,4,22,12,6,0,0,0,4,9,0,0,0,0,21,0,5,0,0,4,18,4,0,0,8,9,0,21,0,0,23,0,29,10,4,0,23,8,15,0,11,0,0
2017-07-01,12,37,6,15,12,7,10,0,0,0,6,0,11,0,11,0,3,7,14,28,11,11,20,16,7,6,0,3,16,0,6,0,19,0,0,7,21,0,6,0,34,5,4,17,0,0,17,9,10,17,6,6,0,7,12,22,23,0,18,15,4,14,19,14,0,0,9,0,0
2017-08-01,8,26,0,15,26,17,12,0,0,0,9,0,0,10,0,4,0,7,21,0,12,0,4,0,11,4,12,3,22,12,6,4,40,0,0,5,0,0,0,0,28,5,11,26,22,4,0,8,10,17,8,9,0,7,0,0,0,0,34,10,4,0,24,11,0,45,10,50,0
2017-09-01,12,26,3,15,12,17,14,26,0,0,5,0,23,0,11,0,4,0,14,20,24,11,4,0,5,4,0,5,0,0,31,4,21,82,0,9,34,0,13,0,29,10,7,0,22,4,0,15,16,0,10,6,0,14,0,0,12,0,35,7,6,0,24,6,0,0,10,0,0
2017-10-01,11,27,0,14,11,14,17,0,0,48,5,0,10,10,16,9,5,0,27,0,11,11,4,16,4,3,11,4,21,24,9,6,19,0,0,9,10,0,0,0,0,5,7,0,10,10,0,7,20,28,6,14,0,13,0,0,17,0,25,19,6,7,26,11,0,0,7,0,0
2017-11-01,12,19,4,0,9,17,15,16,0,0,6,36,11,0,11,8,7,7,27,18,17,11,8,0,7,6,11,3,11,0,6,4,29,0,0,7,0,0,6,0,14,5,0,0,11,4,18,4,20,17,6,20,0,7,0,0,0,0,29,11,3,14,31,27,15,0,10,0,0
2017-12-01,14,45,0,0,11,12,10,16,0,47,9,0,10,9,10,0,0,0,33,0,11,10,6,0,14,3,0,6,10,12,11,0,19,0,0,5,0,0,6,0,13,4,3,33,0,5,17,5,0,0,12,6,0,20,12,0,11,0,25,6,3,7,11,11,15,0,5,0,0
2018-01-01,8,35,4,14,8,12,20,0,0,0,13,34,0,0,10,7,0,7,26,17,22,10,4,0,10,5,11,3,40,17,7,5,18,73,0,11,10,0,0,0,26,9,3,16,20,8,0,12,10,16,0,16,0,0,0,0,0,0,38,8,3,14,38,26,14,0,8,0,0
2018-02-01,8,29,3,0,14,12,6,0,0,51,5,0,17,0,11,6,4,11,28,0,12,11,8,0,8,3,0,5,0,0,15,4,30,0,0,12,11,16,6,0,14,0,11,18,11,9,36,4,0,35,0,15,0,14,0,0,0,0,34,7,3,8,12,14,16,0,7,0,0
2018-03-01,10,35,3,14,22,17,15,15,0,0,15,0,10,0,10,4,10,7,17,0,27,0,7,0,3,6,11,3,0,11,9,4,18,0,8,9,20,0,6,13,0,7,5,0,10,3,16,10,10,0,0,5,0,19,11,0,11,0,24,9,3,7,11,10,14,0,10,45,0
2018-04-01,9,18,3,14,20,14,10,15,0,93,9,34,0,0,10,5,0,0,19,17,0,21,8,15,7,4,11,5,0,35,9,7,37,74,0,8,0,0,0,0,13,9,8,16,10,10,16,11,0,16,6,8,0,26,11,0,22,0,28,10,3,7,16,13,24,42,10,0,0
2018-05-01,10,23,0,22,11,24,13,15,0,45,4,0,20,18,0,0,5,7,13,0,42,15,4,15,8,3,0,3,0,11,11,3,18,0,0,6,0,0,6,13,12,6,7,16,0,3,0,7,0,16,6,13,0,6,0,0,21,19,13,12,0,13,11,5,14,0,14,0,0
2018-06-01,8,35,0,13,16,9,7,0,0,45,8,0,10,9,10,7,3,0,13,17,32,20,4,0,3,4,0,6,0,11,8,0,30,0,0,5,10,15,0,0,19,4,14,16,20,0,0,5,0,24,0,5,0,0,11,0,26,0,20,10,0,7,11,10,14,0,12,0,0
2018-07-01,7,35,0,14,16,12,10,0,0,0,7,100,15,9,10,4,3,0,32,17,27,20,4,0,7,3,0,5,10,11,14,0,18,0,0,4,20,0,0,13,13,4,3,0,0,7,16,9,9,16,6,11,7,6,0,0,0,0,24,12,3,0,11,8,14,0,24,0,0
2018-08-01,5,19,3,15,14,16,10,16,100,48,7,36,0,0,0,0,0,7,27,19,34,21,6,0,4,6,0,6,11,24,12,4,19,0,0,6,11,0,0,0,13,5,9,0,0,4,17,7,10,17,6,12,7,0,12,0,0,0,18,8,4,7,23,11,15,0,19,0,0
2018-09-01,11,27,6,14,15,13,16,15,0,0,4,34,20,0,20,7,5,10,20,0,27,31,5,0,4,3,0,0,10,12,20,4,18,0,0,8,0,0,6,0,13,0,7,16,0,7,0,6,19,16,9,14,0,10,0,0,18,0,31,6,5,7,33,21,0,0,15,0,0
2018-10-01,12,0,0,13,25,18,11,15,0,0,7,33,20,9,15,7,3,7,25,0,21,20,7,0,5,4,11,3,25,11,8,3,18,0,0,12,20,0,9,0,13,4,7,16,10,3,16,5,0,16,0,22,7,9,0,0,10,0,24,6,3,7,25,5,14,41,12,0,0
2018-11-01,12,36,6,28,15,15,10,16,0,47,6,0,10,9,10,0,3,0,13,0,11,0,9,0,4,5,11,6,15,12,11,4,19,0,0,12,10,0,0,0,20,0,3,0,0,3,17,7,10,16,6,17,0,10,0,0,27,0,18,6,4,7,11,16,15,0,8,0,0
2018-12-01,10,23,0,0,16,20,11,15,47,0,4,0,15,9,10,5,0,7,25,0,11,10,4,15,5,3,11,4,20,11,14,4,18,0,4,10,0,0,0,13,0,9,8,16,0,7,16,7,9,24,0,14,0,16,11,0,0,0,10,6,3,7,21,10,21,0,3,0,0
