date,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-01-01,31,0,0,0,0,100,34,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,47,25,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,16,0,0,0,0,0
2010-02-01,18,0,0,0,0,0,39,0,12,0,0,0,0,0,87,0,50,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,28,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,98,0,0,60,0,0,25,0,0,0,0,28,0,0,23,0,0,0,0,0,0,100,0,0,0,0,0,28,0,0,0,0,18,0,0,44,0,34,0,0
2010-03-01,17,0,0,0,0,0,42,0,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,27,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,17,0,0,31,0,0
2010-04-01,18,0,0,0,30,0,45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,47,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,0,0,34,0,0
2010-05-01,25,0,0,0,0,0,37,0,0,0,0,0,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,27,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,17,0,0,32,0,0
2010-06-01,0,18,0,0,0,0,18,57,12,0,0,0,0,0,0,0,0,100,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,95,28,0,0,0,0,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,96,0,0
2010-07-01,38,17,25,0,26,0,41,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,42,0,0,0,25,0,0,0,0,40,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2010-08-01,0,0,0,0,54,0,17,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,0,0,26,0,0,0,25,0,0,0,0,0,0,39,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,100,0,0,25,48,0,0,0,0,0,16,0,0,30,0,0
2010-09-01,26,0,0,0,0,0,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,29,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,28,0,0,0,0,0,0,0,0,0,33,0,0
2010-10-01,15,0,0,0,26,0,17,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,44,0,0,98,0,0,0,0,39,52,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,37,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
2010-11-01,17,0,0,0,0,0,31,0,0,0,0,0,0,0,86,0,0,0,0,0,100,0,0,0,0,0,0,0,0,47,29,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,86,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,17,0,0,0,0,0,0,0
2010-12-01,39,0,0,0,0,0,17,0,11,0,93,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,25,25,0,0,24,40,93,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,20,0,0,25,0,0,63,0,0,0,0,0,0,0,46,89,100,0,16,0,0,0,0,0,0,0
2011-01-01,15,0,0,9,6,0,12,0,5,0,0,0,0,0,16,81,0,0,0,5,0,9,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,5,9,0,5,5,0,0,0,0,0,5,0,0,0,0,22,0,0,0,0,4,11,0,16,5,0,5,0,0,5,0,9,0,0,0,8,20,0,0,0,0,0,21,0,0,0,10,0,0,0,3,0,6,0,13,6,0,0
2011-02-01,15,4,5,0,5,0,11,0,5,22,0,0,16,0,16,0,4,0,0,0,0,0,0,0,0,0,7,22,42,0,0,0,24,11,8,0,0,0,0,0,0,0,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,18,11,0,0,5,0,0,8,0,0,11,19,0,20,0,0,0,20,0,0,8,10,0,21,0,0,0,10,0,0,6,0,0
2011-03-01,8,6,4,0,5,0,15,9,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100,0,18,18,7,5,0,20,4,9,0,0,0,0,8,4,0,0,0,0,0,0,4,0,0,5,0,0,0,9,0,0,3,0,0,13,0,0,0,5,0,6,0,0,5,0,0,4,0,0,22,0,0,0,0,0,0,4,8,0,0,0,5,0,8,7,0,5,0,0
2011-04-01,14,3,5,0,10,0,8,0,5,10,0,0,0,86,0,70,4,17,0,7,0,8,0,0,0,0,6,20,37,8,5,0,0,5,9,0,0,0,0,0,5,0,17,0,0,0,0,7,0,0,0,0,38,0,10,0,0,0,0,0,14,4,16,5,3,0,4,0,8,4,0,0,5,0,0,18,16,0,0,0,0,16,9,9,0,0,0,3,0,12,7,0,5,20,0
2011-05-01,15,4,0,7,14,0,12,0,3,0,0,0,13,0,13,0,0,0,0,0,0,7,0,16,0,0,6,18,17,7,5,0,20,0,9,0,0,8,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,16,5,9,0,14,4,15,9,3,0,4,0,0,3,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,7,11,12,0,0
2011-06-01,10,6,7,15,5,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,6,0,0,7,5,0,20,4,4,0,0,0,7,0,4,0,0,15,0,0,0,8,0,0,0,0,0,0,9,0,0,3,0,0,13,4,0,0,3,0,6,23,0,0,0,0,4,0,0,15,0,0,0,0,0,0,11,0,0,9,0,8,0,4,7,0,13,0,0
2011-07-01,11,3,6,7,7,0,13,0,2,9,16,0,0,0,26,0,0,31,0,4,0,11,0,0,0,0,0,0,17,7,9,0,0,4,4,0,0,4,7,16,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,13,0,0,4,3,0,8,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,5,0,0,18,0,0
2011-08-01,14,0,4,7,8,0,18,0,4,0,0,0,0,0,14,0,0,16,0,4,16,7,0,0,0,0,6,0,18,7,0,0,0,4,6,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,9,0,0,4,0,19,7,0,9,4,0,0,11,0,0,0,0,0,15,6,0,16,18,0,0,0,5,0,0,9,0,0
2011-09-01,14,0,0,0,4,0,12,8,2,8,0,0,0,0,0,0,0,29,0,0,0,0,0,15,0,0,0,0,32,7,4,7,0,4,4,0,0,4,0,0,4,0,14,0,0,0,0,4,16,0,0,0,17,0,0,0,0,3,8,0,12,0,14,0,0,0,6,14,7,8,0,0,10,0,0,20,0,0,0,0,0,0,4,7,14,0,0,2,0,4,0,0,19,0,0
2011-10-01,11,3,0,0,8,0,9,0,4,0,0,0,0,70,17,0,0,14,0,7,0,0,0,0,0,0,5,0,15,10,4,0,0,4,4,0,3,4,0,0,4,0,0,0,0,7,15,11,0,0,0,15,31,0,0,0,0,0,8,18,12,3,13,0,0,0,4,0,6,6,0,0,9,0,0,9,0,0,0,0,0,0,4,0,40,8,0,0,0,4,0,0,13,16,0
2011-11-01,16,5,0,0,6,0,16,0,2,8,0,51,0,0,25,0,3,15,0,5,0,7,100,0,0,0,5,17,16,14,4,0,19,12,4,0,3,10,0,0,4,0,0,0,0,0,0,6,16,0,0,0,0,0,8,0,0,0,8,0,0,4,14,4,3,0,6,0,0,8,0,0,5,15,0,10,0,0,0,0,0,0,4,15,14,0,0,0,0,4,0,10,11,0,0
2011-12-01,16,0,5,0,7,0,17,0,5,7,0,0,0,0,11,0,0,0,0,5,0,12,0,13,0,0,0,0,14,0,6,0,33,4,6,0,0,3,9,0,11,0,0,0,0,0,0,7,0,15,0,14,0,0,8,0,0,0,0,0,11,0,13,5,2,0,0,12,6,3,0,0,7,0,44,9,0,3,0,0,0,13,9,7,26,0,14,4,0,3,8,9,8,0,0
2012-01-01,12,0,3,0,3,0,10,0,2,7,25,0,0,0,10,0,4,0,6,0,24,5,0,0,0,0,4,14,13,11,9,6,0,3,3,0,3,0,0,0,7,0,0,23,5,0,0,3,0,0,0,0,23,0,0,0,0,0,7,0,20,0,0,7,2,0,6,0,0,5,0,7,4,0,0,17,0,0,0,13,0,0,3,6,12,0,0,4,0,3,0,0,6,14,0
2012-02-01,11,2,4,0,4,0,13,0,4,7,0,0,0,65,38,0,0,0,0,0,12,0,0,13,0,0,5,15,42,0,0,0,0,4,11,0,0,7,0,7,3,0,0,12,0,0,0,7,0,0,4,0,0,0,7,0,0,3,15,0,0,3,0,4,0,0,3,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,11,12,7,0,4,0,4,5,0,10,0,0
2012-03-01,19,2,0,6,6,0,13,0,4,0,0,0,0,0,10,0,3,12,0,3,12,5,0,0,0,0,4,0,13,6,3,0,15,7,7,0,3,5,0,6,5,0,0,0,5,0,0,6,0,0,0,0,14,0,0,0,0,3,7,0,10,0,11,5,0,0,8,11,6,3,15,7,3,0,0,12,0,0,0,0,0,0,5,6,12,0,0,7,0,5,5,0,13,0,0
2012-04-01,19,2,3,0,7,14,10,0,2,7,12,0,0,0,10,50,6,12,6,3,12,8,0,0,0,0,5,14,27,9,3,0,16,5,5,100,0,3,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,2,0,3,0,6,3,0,10,7,13,0,9,0,0,0,0,3,0,5,19,18,0,0,2,0,2,0,0,10,0,0
2012-05-01,12,3,0,0,7,0,11,0,3,7,12,39,0,59,10,48,6,0,0,6,11,5,0,0,0,0,4,0,13,11,3,0,15,5,16,0,3,4,5,0,5,0,12,11,0,0,0,3,0,13,0,13,13,5,0,11,11,3,13,0,10,0,11,5,4,0,3,11,5,3,0,7,7,0,0,0,0,6,0,12,0,0,6,9,11,6,0,2,3,4,0,0,28,0,0
2012-06-01,12,2,0,0,5,0,12,0,1,6,0,0,10,0,10,0,3,11,0,3,11,5,0,12,0,0,0,39,0,5,3,0,0,5,3,0,0,9,0,6,3,0,0,0,0,0,0,4,0,0,0,0,13,0,7,0,0,2,0,0,19,0,0,9,2,12,4,11,8,5,0,6,3,0,0,12,0,0,0,12,0,0,3,6,0,0,0,4,0,2,0,0,28,0,0
2012-07-01,21,5,7,5,8,0,11,0,5,7,0,41,10,0,30,0,3,0,0,0,0,0,0,36,0,0,0,14,26,5,6,0,0,5,8,0,3,3,0,0,0,0,0,23,0,6,13,3,0,0,0,0,27,5,0,0,0,0,7,0,10,0,0,3,0,0,3,11,5,6,0,0,7,12,0,20,0,0,0,0,0,0,5,0,17,0,0,2,0,4,5,8,14,0,0
2012-08-01,9,0,7,0,6,0,19,7,7,7,12,0,0,0,10,100,3,0,0,3,12,6,0,0,0,0,7,14,0,0,7,6,0,7,7,0,0,3,5,0,0,3,12,0,5,0,0,3,0,0,0,0,14,0,0,0,12,3,0,0,17,6,0,3,2,0,5,0,8,3,0,0,0,0,0,13,0,0,0,0,0,0,5,12,12,0,0,2,3,2,0,8,19,0,0
2012-09-01,16,6,3,16,7,0,14,13,4,0,0,0,0,0,20,0,3,0,0,3,11,5,0,12,0,0,4,0,13,7,3,0,15,5,5,0,0,5,5,0,0,0,0,0,7,6,0,5,0,0,0,0,20,0,0,0,0,3,13,15,16,0,11,5,2,0,3,0,11,8,0,0,5,0,0,11,0,0,0,12,0,11,3,9,11,0,13,0,0,3,0,0,15,0,0
2012-10-01,20,4,3,0,12,0,14,0,5,0,0,0,0,0,10,0,0,12,0,3,11,0,0,12,0,0,11,0,39,5,5,0,0,10,3,0,0,5,7,0,3,0,0,11,0,0,0,3,0,0,0,0,13,5,7,0,0,0,13,0,15,3,11,3,0,0,9,19,9,8,0,0,5,0,0,0,0,0,0,0,0,11,3,6,0,13,0,3,0,5,0,8,9,0,0
2012-11-01,17,4,0,10,13,0,12,6,5,0,11,0,9,0,22,0,3,0,5,3,11,5,0,0,0,0,4,12,12,0,6,0,0,5,6,0,3,5,5,0,3,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,2,0,0,18,0,11,5,2,0,6,11,13,7,0,0,12,0,0,8,0,0,100,0,0,0,7,6,0,6,0,7,0,4,5,8,12,13,0
2012-12-01,17,2,0,0,5,0,15,0,7,0,0,0,9,52,12,43,2,0,0,3,10,5,0,11,0,0,8,12,23,0,4,5,13,6,11,0,0,4,5,0,6,3,0,10,4,0,0,3,0,0,6,0,12,0,6,0,0,0,6,0,14,0,0,3,0,0,5,10,5,3,0,6,13,0,0,7,10,0,0,0,2,0,3,8,30,6,0,3,0,4,4,7,7,12,0
2013-01-01,16,2,3,5,6,0,18,0,4,0,0,0,8,51,11,0,5,0,0,3,10,0,0,10,0,0,4,11,33,0,5,5,13,0,8,0,2,0,4,0,3,3,0,0,4,5,0,8,0,0,3,0,17,0,0,0,0,3,6,0,8,0,0,6,2,0,5,0,5,6,0,0,4,0,0,7,0,0,0,0,0,19,5,8,44,11,0,3,0,5,8,0,5,11,0
2013-02-01,19,3,3,0,8,0,14,6,5,6,0,0,19,0,18,0,0,11,0,4,11,10,0,11,0,68,4,13,0,5,6,0,21,3,4,0,3,6,5,6,0,3,0,10,5,0,0,7,12,0,0,0,0,5,13,0,0,2,0,0,9,0,21,3,2,0,4,0,5,5,0,0,5,0,0,8,0,0,0,12,0,0,4,6,11,6,0,0,0,2,0,8,12,13,0
2013-03-01,22,3,3,0,9,0,12,6,5,6,0,0,0,0,13,41,0,10,0,3,10,9,0,10,0,0,4,0,11,5,6,0,13,4,4,0,0,4,4,0,4,0,0,19,0,5,0,4,0,0,0,0,0,4,6,0,10,2,6,13,13,5,10,6,2,0,5,13,7,6,0,0,8,0,100,7,0,0,0,0,0,0,0,15,10,5,0,2,0,6,0,0,10,0,0
2013-04-01,13,2,0,0,6,0,15,6,5,6,0,0,0,0,17,0,2,0,5,0,10,5,0,10,0,0,7,0,0,0,4,5,19,0,12,0,5,3,7,0,3,0,10,10,4,0,0,4,0,0,0,0,11,4,6,0,10,0,6,0,13,2,10,4,3,0,4,9,0,3,0,6,3,0,33,7,0,0,0,11,0,0,7,10,10,5,0,2,0,3,4,0,16,12,0
2013-05-01,17,4,3,0,4,0,16,0,3,6,0,0,8,0,8,0,2,10,0,3,0,4,0,10,0,0,7,0,16,0,3,0,12,4,4,0,2,3,0,5,8,0,0,18,0,0,0,3,0,0,3,11,22,0,6,0,9,4,6,13,8,0,9,5,2,0,5,9,4,5,0,11,7,0,32,7,0,2,0,0,0,9,4,0,14,8,0,2,0,6,0,7,24,0,0
2013-06-01,13,2,0,9,8,0,8,0,4,6,0,0,8,0,17,0,5,10,0,3,10,5,0,10,0,0,4,0,16,0,3,0,13,3,5,0,2,3,6,0,8,3,0,28,0,0,11,4,0,0,0,0,22,0,0,0,14,3,8,0,14,0,9,5,2,0,4,14,0,4,0,6,4,0,0,9,0,0,0,10,0,0,11,10,14,0,11,3,2,3,0,0,24,0,0
2013-07-01,18,4,6,0,7,0,16,6,4,6,0,34,8,0,13,0,0,10,0,3,0,9,0,10,0,0,5,0,22,5,3,0,25,4,6,0,0,3,9,5,6,0,0,10,0,0,0,3,0,0,3,0,22,0,6,0,10,4,9,0,25,0,10,8,2,10,11,13,5,6,0,6,4,0,0,10,0,0,0,0,0,19,8,7,20,0,11,2,0,5,4,0,20,0,0
2013-08-01,11,2,3,5,4,0,18,0,4,0,10,0,8,0,28,0,4,10,0,3,15,9,0,10,0,0,7,0,27,5,3,0,0,7,6,0,2,5,0,5,5,5,0,19,4,0,11,7,0,0,0,22,11,0,11,0,0,3,0,0,8,0,9,7,2,0,7,9,0,7,0,0,4,0,0,7,9,0,0,11,0,10,5,5,15,0,0,2,0,5,0,0,24,0,0
2013-09-01,15,3,3,4,7,0,24,0,5,8,10,65,0,48,12,0,0,9,0,5,9,4,0,0,0,0,10,11,16,4,7,0,12,3,5,0,0,4,6,0,4,2,9,0,0,0,0,6,10,0,3,10,21,4,0,9,9,0,5,0,12,2,0,5,0,0,6,27,4,3,0,5,10,0,0,13,9,0,0,0,0,0,3,6,32,0,11,5,0,7,4,7,16,0,0
2013-10-01,14,2,4,9,3,0,18,5,5,0,10,0,0,49,16,0,5,0,0,0,0,7,0,10,0,0,7,0,16,4,5,5,12,4,7,79,2,5,4,5,3,3,0,9,4,0,0,9,0,0,0,0,0,0,0,0,9,0,8,13,11,2,9,3,0,0,3,9,10,12,0,5,3,10,0,13,0,0,0,0,0,0,5,10,19,0,11,3,0,3,8,0,14,0,0
2013-11-01,20,3,3,4,7,0,19,5,6,5,10,33,8,49,21,40,0,0,0,2,9,4,65,0,0,0,5,0,10,4,4,0,12,0,4,79,0,3,7,5,3,0,0,9,0,0,0,9,10,0,3,0,11,0,6,0,0,4,5,0,20,2,9,4,0,0,8,9,9,7,0,5,4,10,0,7,0,0,0,0,0,0,9,8,42,5,11,5,0,5,0,7,11,0,0
2013-12-01,16,3,3,4,4,0,19,0,6,11,0,32,0,0,16,38,2,0,0,4,18,6,0,9,0,0,3,31,10,0,4,5,12,6,8,0,2,5,4,5,5,2,0,9,4,5,10,5,10,10,0,0,21,0,0,0,0,2,5,0,16,0,9,3,2,0,11,0,6,9,0,10,13,0,0,6,0,0,0,10,0,0,10,5,18,10,0,2,2,4,8,6,3,0,0
2014-01-01,17,2,3,4,3,10,24,5,5,5,9,0,0,0,18,0,2,9,0,2,9,6,0,9,0,0,5,0,20,0,5,0,12,5,8,0,0,4,4,5,2,0,0,17,0,4,0,5,0,10,0,0,41,0,5,0,9,6,5,0,8,0,9,4,0,0,7,9,4,7,0,5,5,9,30,8,0,0,0,0,0,0,2,5,27,5,10,3,0,5,4,6,12,10,0
2014-02-01,26,2,4,5,9,0,21,0,6,6,0,33,8,50,8,0,5,0,0,3,19,5,0,0,0,0,7,11,11,0,5,5,12,3,5,0,0,4,7,5,8,0,0,9,0,0,0,5,11,0,3,0,11,4,0,0,0,2,6,13,12,0,14,5,0,0,10,9,9,10,0,0,5,0,0,14,9,5,0,10,2,0,7,7,34,8,11,3,0,9,4,0,4,0,67
2014-03-01,24,3,2,4,9,0,25,0,6,5,0,0,11,0,22,36,2,0,0,2,8,4,0,9,0,0,7,10,19,0,6,6,11,4,5,0,2,5,4,4,5,0,0,12,4,0,10,7,10,0,0,0,13,0,0,8,0,4,8,11,10,0,8,4,1,9,8,8,4,10,0,7,5,0,0,6,0,0,0,0,0,8,6,9,26,0,0,2,3,4,6,6,15,10,0
2014-04-01,22,3,5,4,8,0,20,5,6,7,0,30,7,0,22,0,4,13,0,3,9,0,0,9,0,0,3,10,14,0,7,0,11,5,6,0,0,5,10,4,4,2,0,8,0,0,0,7,0,0,3,10,10,0,0,0,0,2,17,0,18,2,12,5,0,0,6,17,4,9,0,5,9,0,29,21,8,2,0,9,0,0,6,19,38,10,0,2,0,3,4,0,19,0,0
2014-05-01,20,5,2,4,10,0,23,5,3,5,9,0,0,44,15,0,6,9,0,2,17,8,0,0,0,0,3,10,19,0,5,4,11,9,5,72,0,5,4,0,6,2,0,17,4,0,0,6,0,0,3,13,10,4,5,0,0,3,8,11,22,2,0,5,1,0,6,17,5,4,0,5,12,9,29,0,0,0,0,28,0,8,4,10,13,5,0,2,0,5,4,0,24,10,0
2014-06-01,11,2,3,0,7,0,15,0,7,11,10,0,8,0,8,0,0,10,0,5,10,7,0,20,0,0,7,11,39,5,8,5,19,6,4,0,2,4,7,5,3,3,0,14,4,0,0,3,0,11,0,0,28,0,6,0,0,2,6,0,13,2,14,3,2,0,4,13,7,4,0,6,4,0,0,14,9,0,0,0,0,0,5,10,10,5,0,3,2,3,4,7,33,0,68
2014-07-01,19,5,4,5,7,0,23,0,5,6,11,0,0,54,18,0,0,16,0,4,10,5,0,0,0,0,6,0,35,5,6,0,13,6,6,0,0,4,0,0,7,0,10,15,4,0,0,7,0,12,3,0,24,0,0,0,0,2,12,14,26,0,20,6,4,0,6,15,5,6,0,0,4,0,0,15,10,0,95,22,0,10,14,11,15,0,0,2,0,4,4,7,30,0,0
2014-08-01,23,3,0,4,10,0,19,5,5,7,10,33,8,48,11,0,5,10,0,4,15,7,0,10,0,59,7,11,42,4,4,0,0,7,8,0,0,5,4,0,6,0,0,9,0,0,11,8,0,0,3,0,11,4,0,0,9,2,5,0,16,2,9,0,2,0,9,27,12,8,0,11,5,10,0,7,0,2,86,0,0,9,8,7,9,10,0,4,0,4,6,7,26,0,0
2014-09-01,21,3,5,9,5,0,23,5,8,0,10,0,8,0,8,0,2,9,0,5,9,9,0,10,0,0,5,0,21,4,4,0,12,5,7,0,2,4,4,0,4,3,0,18,4,0,11,6,10,0,3,10,11,0,0,0,0,4,11,12,19,2,0,5,2,0,10,23,7,5,0,5,9,0,0,9,9,2,86,10,2,0,8,5,18,5,0,5,0,5,4,13,15,0,0
2014-10-01,26,4,4,4,7,0,16,5,8,11,10,0,0,0,12,0,2,10,0,4,0,4,0,10,0,0,6,11,16,6,6,5,12,3,5,0,2,3,7,0,8,0,0,18,4,0,0,7,11,11,3,0,22,0,6,0,9,2,6,13,33,2,9,5,2,0,10,14,9,8,0,6,10,0,0,25,9,0,0,10,0,0,12,8,19,5,16,3,0,6,4,0,12,0,0
2014-11-01,24,3,3,4,9,0,24,5,5,5,10,32,8,48,21,0,7,9,0,4,18,17,0,10,0,0,4,11,31,0,3,0,0,3,6,0,2,6,10,0,7,0,0,9,0,0,0,13,0,0,0,0,11,0,5,0,0,3,5,0,21,0,14,9,2,10,8,0,9,8,0,11,9,0,0,9,0,2,0,10,0,0,8,7,14,10,0,3,0,3,4,7,14,0,0
2014-12-01,26,2,0,4,7,0,18,0,4,5,0,0,0,0,24,39,0,9,0,4,18,4,0,10,0,0,3,11,21,7,4,0,0,9,6,0,7,5,10,0,8,0,0,9,0,0,11,8,10,0,5,0,21,0,0,0,9,8,5,12,18,2,18,5,2,0,6,0,4,10,0,5,5,0,31,10,9,0,0,10,2,9,9,11,28,5,0,3,2,5,12,0,17,0,0
2015-01-01,15,4,6,5,7,0,23,0,4,6,10,0,0,51,21,42,5,10,5,3,24,7,0,10,0,0,7,11,11,0,7,0,26,3,6,0,0,4,6,5,5,0,0,29,6,0,0,6,11,0,3,0,23,0,12,0,0,2,6,13,30,2,19,8,2,10,5,10,0,9,0,6,6,10,33,0,10,2,0,0,2,0,5,8,44,0,0,6,0,5,13,0,11,0,0
2015-02-01,37,5,4,7,6,0,22,8,11,8,0,0,0,74,25,0,3,0,0,4,28,13,0,0,0,0,5,0,56,7,8,0,0,8,8,0,3,8,6,7,4,0,0,14,0,7,0,6,0,0,0,0,41,0,17,0,0,6,8,0,12,7,14,24,2,0,8,14,0,11,0,12,5,15,0,13,0,0,0,0,0,0,8,30,14,20,0,7,5,7,6,0,23,0,0
2015-03-01,36,3,4,10,21,0,36,0,9,8,0,0,0,0,31,0,7,14,0,14,20,0,0,14,0,0,5,0,23,6,6,14,24,8,8,0,0,7,0,7,8,4,0,27,6,0,0,18,15,0,0,16,16,0,0,13,0,6,8,0,20,3,13,12,2,0,9,0,9,6,0,16,12,0,0,19,13,0,0,15,0,13,9,14,41,8,0,4,0,8,24,10,19,16,96
2015-04-01,17,5,4,7,15,0,43,0,5,16,15,100,12,74,33,0,0,0,0,6,14,0,0,15,0,0,5,0,48,13,8,0,0,8,9,0,7,4,6,7,4,4,0,0,0,7,16,9,0,0,0,0,33,0,8,0,14,6,8,19,24,0,14,8,2,15,11,14,7,9,0,8,18,0,0,13,14,0,0,15,3,0,10,11,28,8,0,2,0,7,6,0,39,17,100
2015-05-01,30,7,8,7,13,0,29,17,9,13,16,0,13,0,51,0,4,0,0,4,20,12,0,15,0,0,6,17,17,7,11,0,38,6,8,0,4,8,7,8,4,4,0,22,0,0,0,11,0,0,0,0,26,7,0,0,15,8,0,0,19,4,22,8,0,0,28,14,7,5,0,9,8,0,50,16,0,0,0,0,0,0,6,31,29,8,0,5,0,7,6,11,50,18,0
2015-06-01,17,5,4,6,24,0,37,0,6,0,14,49,16,0,18,0,7,14,0,4,14,7,0,14,0,0,5,0,47,7,4,0,36,12,6,0,0,4,6,0,9,4,0,20,6,0,0,9,0,0,4,0,24,6,0,0,14,5,0,0,12,5,14,8,0,0,9,27,13,15,0,0,8,0,0,19,14,0,0,0,0,0,9,0,28,0,0,5,0,6,6,15,35,16,0
2015-07-01,22,4,3,9,12,0,34,0,7,9,15,0,8,0,16,0,7,10,0,2,14,13,0,10,0,0,4,0,58,4,5,0,12,7,3,0,2,6,4,5,5,0,0,9,4,0,0,7,0,0,5,0,14,0,0,0,0,0,5,12,36,0,18,3,0,0,10,23,7,5,12,8,5,0,31,9,9,0,0,10,0,9,3,10,23,0,0,4,2,8,4,7,22,0,0
2015-08-01,17,5,0,8,11,0,30,5,6,5,9,0,7,43,21,0,3,0,0,4,11,8,0,9,0,0,7,10,14,0,8,0,0,6,5,0,2,7,4,4,5,2,0,16,0,4,0,9,0,0,2,9,19,0,5,0,0,2,5,11,29,2,0,0,1,0,10,20,10,11,0,5,7,0,0,8,8,0,0,9,0,8,6,6,46,0,0,4,0,4,4,6,17,0,0
