date,Apple,Apricot,Artichoke,Avocado,Banana,Beans,Boniato,Broccoli,Cabbage,Carambola,Celery,Chayote,Corn,Cranberries,Cucumber,Garlic,Grapefruit,Greens,Guava,Jicama,Kale,Lettuce,Mangos,Okra,Onion,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Squash,Tomato,Watermelon,Cassava
2017-09-01,14,0,0,0,15,6,0,0,0,2,0,0,0,0,51,0,36,0,0,0,0,54,0,0,0,32,0,0,0,0,46,0,2,0,0,0,0,0
2017-10-01,0,0,0,0,19,6,0,7,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,95,100,0,0,0,0,0,0,0,0,0,53,7,0,0
2017-11-01,0,7,0,29,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,56,6,0,0,0,0,0,1,0,47,0,0,0,55,8,0,0
2017-12-01,0,0,0,0,10,0,0,0,0,3,0,54,0,0,0,44,0,0,0,0,0,0,9,0,0,0,0,0,0,0,100,0,2,0,0,0,2,0
2018-01-01,0,0,0,0,10,0,0,0,0,7,0,52,7,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,57,8,2,0
2018-02-01,10,0,0,63,15,0,0,0,0,3,8,0,0,6,0,0,0,0,0,0,0,0,6,0,0,36,0,0,1,0,0,0,2,0,0,0,2,0
2018-03-01,17,0,0,0,11,6,0,7,0,3,0,0,0,5,0,0,34,0,0,32,0,0,0,0,0,31,0,0,1,0,44,0,0,0,52,0,2,0
2018-04-01,0,0,0,0,10,0,0,6,0,2,0,0,0,0,0,0,100,0,0,0,0,0,5,0,0,31,0,0,0,0,43,0,1,39,51,7,0,0
2018-05-01,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,0,0,5,0,0,30,0,0,0,0,0,0,3,0,0,7,2,0
2018-06-01,17,0,0,26,11,0,0,6,0,1,7,0,6,0,0,37,0,0,25,30,0,49,0,0,0,29,0,0,1,0,0,0,1,37,49,0,4,0
2018-07-01,8,0,0,0,17,6,0,6,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0
2018-08-01,0,0,0,0,14,0,0,0,52,3,0,0,0,0,0,35,0,0,0,0,34,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0
2018-09-01,0,0,39,0,17,0,0,0,0,4,0,0,0,0,0,0,31,0,0,29,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,6,2,0
2018-10-01,8,0,0,0,18,6,0,0,0,2,0,0,0,0,0,36,30,0,0,0,0,47,0,0,0,0,0,0,0,0,40,0,1,35,0,0,4,0
2018-11-01,8,0,0,0,17,0,0,0,0,5,0,0,0,10,0,0,0,33,0,0,0,0,5,0,0,0,0,0,0,0,43,0,1,0,0,0,2,0
2018-12-01,19,0,0,0,12,0,0,7,0,1,0,0,0,6,0,0,0,0,0,34,0,0,6,100,0,0,0,0,0,0,47,0,2,0,0,0,0,0
