date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kohlrabi,Kumquat,Lemons,Lettuce,Limes,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Pumpkin,Quince,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watermelon,Yams,Cassava
2011-04-01,10,0,10,0,0,35,35,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,100,26,0,0,0,0,0,0,0,0,0,0,0,35,0,0,17,0,0,27,22,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
2011-05-01,28,9,0,0,0,25,17,0,0,0,0,29,0,68,0,0,0,0,0,0,0,0,29,0,11,0,33,0,14,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,20,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,24,0,26,0,0,0,0,0,0,0,0,0,43,0,75,0,0
2011-07-01,21,0,11,0,0,16,19,0,0,0,17,0,70,0,0,0,35,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,45,0,0,0,0,48,31,13,0,29,0,0,0,0,7,25,0,0,0,0,90,0,34,0,0,0,0,0,0,26,0,0
2011-08-01,0,10,0,0,20,26,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,19,0,0,0,31,17,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,24,0,0
2011-09-01,19,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,30,56,0,0,0,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,16,49,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
2011-10-01,18,0,0,0,18,21,16,0,0,0,14,27,0,63,0,39,0,0,9,8,0,18,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,40,0,0,0,0,0,16,47,0,0,41,0,0,0,0,0,11,56,0,9,0,0,0,0,43,0,0
2011-11-01,8,0,0,0,0,25,15,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,0,0,0,50,0,0,10,0,0,0,0,0,0,14,19,0,0,0,0,0,0,27,0,9,100,0,17,0,20,0,0
2011-12-01,8,0,9,0,17,22,15,0,0,0,13,0,0,0,0,0,27,49,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,22,0,0,0,34,0,0,20,0,0,0,0,0,22,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,41,17,0,30,0,0
2012-01-01,7,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,8,9,0,27,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,5,0,0,37,0,0,0,9,0,0,0,0,0,16,0,18,0,0
2012-02-01,12,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,90,12,0,0,0,0,21,0,0,0,0,0,0,0,47,0,7,0,27,0,24,18,0,0,11,27,0,39,0,0,0,0,0,24,8,47,0,16,0,0,0,0
2012-03-01,15,0,8,45,0,27,13,0,0,12,12,0,48,54,0,0,0,45,8,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,23,13,0,0,15,17,0,0,0,0,0,10,0,0,0,45,0,0,0,54,0,0
2012-04-01,12,8,9,49,17,22,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,0,0,17,0,17,0,0,20,100,0,0,0,0,0,0,0,43,0,22,19,0,20,0,0,0,0,0,0,0,0,0,26,0,30,0,0
2012-05-01,8,0,8,0,16,26,15,0,0,13,0,0,0,58,0,35,0,48,8,0,0,0,25,0,0,0,0,0,12,0,0,9,0,43,0,0,0,0,0,0,20,72,0,0,0,29,0,0,14,0,0,8,18,0,0,0,40,0,10,0,0,0,0,0,17,0,29,0,0
2012-06-01,17,0,0,0,0,20,16,0,0,0,0,0,0,63,0,0,0,52,0,0,0,0,27,0,0,0,0,100,19,0,0,0,0,0,0,18,0,0,0,0,21,52,0,8,0,31,0,0,0,46,0,6,20,0,0,9,0,0,11,0,0,13,0,0,18,0,83,0,0
2012-07-01,0,0,9,0,0,16,0,0,0,15,0,28,0,0,65,40,0,0,0,0,0,0,0,0,0,32,32,0,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,9,41,0,0,0,0,0,11,0,28,9,0,0,19,43,44,0,0
2012-08-01,30,9,0,0,0,25,0,0,0,0,0,0,0,0,61,38,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,0,0,0,0,18,0,0,21,0,0,0,11,0,23,0,0,0,0,0,20,0,21,0,0,0,0,0,27,0,51,0,0,0,69,0,0
2012-09-01,12,0,0,0,17,19,15,0,0,13,0,0,0,59,0,0,0,50,9,0,0,17,0,0,0,29,29,0,12,0,0,0,0,22,0,0,0,26,0,0,0,0,37,0,0,0,22,0,14,0,0,6,19,0,20,0,0,0,0,0,26,0,0,0,0,0,40,0,0
2012-10-01,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,15,0,8,0,26,0,0,11,57,0,8,0,0,0,15,0,15,0,0,0,44,0,7,0,0,19,0,13,0,33,10,33,0,0,0,0,0,9,0,22,0,0,0,0,33,35,0,0
2012-11-01,7,0,0,0,15,21,13,0,0,0,11,0,0,52,51,0,0,0,8,0,0,0,0,0,8,26,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,19,0,13,0,0,7,33,0,0,8,0,0,0,23,0,0,0,36,22,0,26,0,0
2012-12-01,11,0,7,0,15,19,26,0,0,0,0,0,0,0,0,0,24,44,0,0,0,0,45,0,9,0,25,0,11,0,0,0,0,19,0,0,0,0,0,0,18,44,0,14,0,26,0,0,13,0,0,10,16,0,0,8,0,0,9,23,22,7,43,0,0,0,17,0,0
2013-01-01,22,0,7,0,13,11,12,0,0,0,10,20,0,47,0,28,0,0,0,6,0,0,0,0,8,23,23,0,0,51,0,0,0,0,0,13,0,0,0,0,0,39,0,0,8,0,0,0,11,0,0,6,15,0,0,0,0,0,0,20,20,7,38,0,13,0,23,0,0
2013-02-01,7,0,7,0,15,16,26,0,0,0,0,0,0,0,0,0,23,42,0,0,0,15,0,7,0,25,0,82,10,0,0,8,0,19,0,14,0,14,0,0,0,43,0,7,9,25,28,0,19,0,0,13,32,0,0,0,0,0,9,23,22,7,0,0,37,0,26,0,0
2013-03-01,6,0,0,0,20,30,23,0,0,0,20,20,0,0,45,0,0,0,0,0,0,13,0,7,0,23,46,0,10,0,0,0,0,17,0,13,28,0,0,0,16,39,0,0,0,0,0,0,11,34,0,4,15,0,0,0,0,0,8,0,0,0,0,0,27,0,31,0,0
2013-04-01,7,0,0,41,14,24,12,0,0,0,0,21,43,49,47,0,0,40,7,6,0,14,0,0,8,0,36,0,0,0,0,0,0,0,0,0,0,14,0,0,17,40,0,0,0,0,0,0,0,0,31,5,15,0,16,0,0,0,21,0,21,0,40,0,28,0,24,0,0
2013-05-01,7,0,0,84,29,22,13,0,0,0,11,22,0,0,0,31,0,42,0,0,0,0,22,0,8,0,25,0,10,55,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,59,0,22,0,7,0,0,29,0,34,0,0
2013-06-01,8,8,0,47,16,30,14,0,0,0,0,24,51,56,0,34,0,47,8,0,0,0,0,0,19,0,28,0,12,0,0,0,0,31,0,0,0,16,0,0,0,95,0,0,0,0,21,0,14,0,0,5,18,0,0,0,0,0,10,0,0,8,47,0,16,0,38,0,0
2013-07-01,15,7,0,45,15,29,13,0,0,0,0,0,0,0,0,0,24,0,8,0,0,16,0,0,18,27,0,0,11,0,0,0,0,20,0,0,0,0,0,0,0,45,0,11,0,0,20,23,13,0,34,8,17,0,0,0,0,0,9,0,0,8,0,0,15,35,54,0,0
2013-08-01,15,8,0,0,0,36,13,22,50,12,0,0,48,0,0,0,0,45,0,7,0,0,0,8,0,0,27,86,0,0,0,0,0,20,0,0,0,15,0,0,28,45,34,7,9,27,0,0,0,39,0,8,17,0,0,0,0,0,10,0,23,0,0,0,23,0,54,0,0
2013-09-01,7,0,0,0,29,21,13,0,0,0,11,0,0,0,50,31,23,0,7,0,0,22,0,0,8,0,0,0,0,0,0,8,0,19,0,0,0,22,0,0,0,0,0,0,0,0,19,0,0,37,32,11,0,0,0,0,0,0,0,0,22,7,0,0,15,0,17,0,0
2013-10-01,19,0,0,39,13,21,23,0,0,0,10,0,0,0,46,0,0,0,7,6,0,14,0,0,8,0,23,0,10,0,0,0,0,17,0,13,0,0,0,0,16,39,29,0,0,0,34,0,0,0,30,4,25,0,0,0,0,0,0,21,40,0,38,33,13,0,39,0,0
2013-11-01,16,0,7,0,13,17,0,0,0,0,0,0,0,46,0,0,21,0,0,12,0,13,0,7,8,23,23,0,19,0,0,0,0,17,0,13,0,13,0,0,16,39,0,0,0,0,34,0,15,34,29,4,20,0,16,0,0,0,0,0,20,7,0,0,27,0,31,86,0
2013-12-01,19,0,0,0,0,22,11,18,0,0,0,0,0,46,45,0,0,38,0,0,0,13,20,0,8,23,22,0,13,0,0,0,0,17,0,0,0,13,0,0,16,77,0,0,0,0,17,0,17,0,0,9,0,0,15,0,0,0,8,0,0,7,38,32,13,0,0,0,0
2014-01-01,11,0,0,0,12,31,0,0,0,9,18,0,0,0,0,25,0,0,0,0,0,0,18,0,0,0,21,66,14,45,0,0,0,15,0,0,0,12,86,0,14,35,0,8,0,0,16,18,15,31,0,10,13,0,14,0,0,0,7,19,0,0,0,0,18,0,42,0,0
2014-02-01,13,0,0,40,14,12,18,0,0,0,10,21,0,0,0,0,21,0,0,6,0,14,0,0,0,0,0,0,13,0,0,0,0,18,0,13,0,20,0,0,0,0,29,6,0,23,0,0,0,69,0,4,22,0,0,0,0,0,8,0,0,0,0,0,14,0,16,0,0
2014-03-01,12,0,0,0,12,21,0,0,0,0,9,0,0,0,0,0,0,37,0,12,0,0,0,0,0,21,21,70,9,47,0,0,62,0,0,12,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8,14,0,0,6,0,0,8,19,0,0,35,0,13,28,22,0,0
2014-04-01,13,0,0,39,0,29,12,19,0,0,0,20,0,94,46,0,21,0,7,0,0,27,0,7,0,0,0,74,13,0,0,0,0,0,0,13,0,13,0,0,0,39,0,0,0,23,0,0,12,0,0,9,15,0,0,0,0,0,8,21,0,7,39,0,13,30,31,0,100
2014-05-01,10,0,0,0,26,32,17,19,0,11,10,0,41,0,46,0,21,0,0,0,0,0,20,7,0,0,0,0,19,0,87,0,0,17,0,0,0,0,0,0,16,39,0,19,0,0,0,0,17,0,0,7,0,0,0,0,0,0,8,21,0,7,76,0,13,0,47,0,0
2014-06-01,11,7,0,44,15,24,13,0,49,12,12,23,0,0,0,0,24,0,8,0,0,31,0,8,0,0,26,0,0,0,0,9,0,20,0,0,0,15,0,0,0,45,0,0,9,26,20,0,26,0,0,5,17,0,0,8,0,0,14,0,23,8,44,0,23,0,30,0,0
2014-07-01,8,0,0,0,16,36,14,0,0,25,12,0,49,0,0,0,49,46,0,7,0,0,24,0,0,0,27,87,0,60,0,18,0,0,0,16,0,16,0,0,0,0,0,7,0,0,41,0,22,0,0,5,17,0,0,0,0,0,10,24,0,8,0,0,26,35,37,0,0
2014-08-01,11,0,0,0,0,31,18,0,100,12,12,0,0,0,0,0,0,45,0,14,0,23,0,0,0,27,0,0,0,59,100,0,0,0,0,15,0,23,0,0,18,0,0,7,0,27,20,0,0,39,0,5,23,0,18,0,0,0,10,0,23,8,0,38,31,0,54,100,0
2014-09-01,11,0,0,43,29,21,21,21,0,0,22,22,0,51,0,0,0,0,0,7,0,0,22,7,0,0,25,0,11,56,0,0,0,38,0,0,0,15,0,0,0,43,32,0,0,0,0,0,31,0,0,6,24,32,0,0,0,0,0,0,0,7,42,0,15,0,17,0,0
2014-10-01,13,7,0,0,0,12,12,0,0,11,10,0,0,0,0,0,0,0,0,6,0,14,20,7,0,0,35,76,10,52,0,0,0,17,0,13,0,27,0,0,16,40,29,6,0,23,0,0,17,0,30,9,60,0,16,0,0,0,17,0,20,0,0,0,14,0,31,0,0
2014-11-01,13,0,0,0,27,25,12,19,0,0,10,20,0,0,46,0,0,0,7,6,0,14,20,0,8,0,23,0,19,51,86,0,0,0,0,0,0,13,0,0,16,39,0,6,0,0,0,0,11,0,30,7,15,0,0,0,0,0,0,21,0,7,0,65,13,0,16,0,0
2014-12-01,6,0,0,0,19,17,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,23,23,0,14,50,0,0,65,25,0,13,0,13,0,0,16,38,0,12,0,23,17,0,22,0,0,11,29,0,15,0,0,0,8,0,0,0,76,0,13,0,30,0,0
2015-01-01,23,0,0,0,0,24,11,0,0,0,14,18,0,0,0,26,38,0,0,0,0,25,0,6,0,21,21,0,12,47,0,0,0,39,0,0,0,20,0,0,22,0,0,0,0,21,16,0,10,0,27,4,13,0,0,6,0,100,8,0,0,0,0,0,0,0,33,0,0
2015-02-01,6,0,7,0,20,23,35,0,0,0,10,20,0,47,0,0,0,0,7,9,0,13,0,0,8,0,47,0,10,0,0,8,0,17,0,13,0,0,0,0,16,39,0,0,0,0,0,0,11,0,30,4,22,0,16,0,0,55,8,41,0,7,39,0,13,30,39,0,0
2015-03-01,6,0,0,0,12,20,18,0,0,10,10,0,0,0,0,0,20,0,0,0,0,13,38,0,0,21,22,0,27,0,82,14,0,21,0,12,0,19,0,0,15,54,27,15,0,0,0,19,21,31,0,6,21,0,15,6,0,0,8,0,0,0,0,0,0,0,15,0,0
2015-04-01,13,0,0,38,13,39,11,0,0,0,10,20,0,46,90,0,0,0,0,12,0,27,0,0,8,0,22,73,9,0,0,0,65,17,0,0,0,26,93,0,0,0,0,12,0,0,17,0,0,33,0,7,15,0,16,0,0,54,8,0,20,13,76,0,18,0,23,0,0
2015-05-01,22,6,0,38,26,32,15,0,0,10,0,0,0,46,45,0,0,39,0,0,0,13,0,0,23,0,0,0,0,50,0,0,0,17,0,0,0,13,0,0,16,39,0,9,0,0,17,20,28,0,0,11,15,0,0,7,0,0,8,0,0,7,38,32,22,30,15,0,0
2015-06-01,24,7,0,41,0,53,17,0,0,11,0,22,45,50,49,31,0,0,0,0,0,0,21,0,0,0,24,80,31,55,0,0,0,28,0,14,0,0,0,0,34,0,0,0,9,0,37,21,20,0,0,5,16,0,17,0,0,0,9,0,22,14,42,0,14,0,33,0,0
2015-07-01,14,7,7,41,28,42,24,0,45,11,11,21,0,0,48,30,22,0,0,0,0,0,0,0,8,0,0,0,0,54,0,8,0,18,0,0,0,14,0,0,17,41,0,13,0,24,18,21,18,36,0,11,16,0,17,0,0,0,9,22,21,14,40,0,28,0,98,0,0
2015-08-01,17,0,7,0,0,25,12,0,46,0,0,0,0,50,0,0,0,0,0,7,0,0,22,0,8,0,0,0,10,55,0,0,0,37,88,14,0,0,0,79,17,0,31,10,0,0,19,0,24,37,0,13,32,0,0,0,0,0,9,0,0,0,0,0,24,0,73,0,0
2015-09-01,13,0,0,39,13,30,23,0,0,0,0,0,0,47,0,28,0,0,7,0,0,13,20,0,15,0,0,0,0,0,0,0,0,17,0,13,0,13,0,0,16,78,29,9,0,23,17,0,11,34,0,9,22,0,16,0,33,0,0,21,40,0,76,33,13,0,47,0,0
2015-10-01,33,0,6,0,13,51,0,0,0,10,13,0,0,44,43,0,0,37,0,6,0,13,0,0,7,0,0,0,0,48,0,0,0,16,0,0,0,13,0,0,15,37,27,12,0,22,33,0,16,32,0,12,51,0,0,0,31,0,0,39,19,0,0,0,13,0,30,0,0
2015-11-01,15,0,6,36,25,41,21,0,0,0,9,0,0,0,42,26,19,0,12,0,0,0,0,0,11,0,21,0,0,0,0,7,0,32,0,0,0,12,0,68,15,36,27,6,0,0,16,18,14,0,0,12,18,0,0,6,0,0,11,0,19,0,36,30,12,28,36,0,0
2015-12-01,9,0,6,0,29,39,11,0,0,0,9,0,0,43,42,0,19,36,6,6,0,12,19,6,0,21,21,0,18,47,80,0,0,16,0,12,0,12,0,0,0,36,27,6,0,0,16,0,16,0,27,4,14,0,0,0,0,0,8,0,0,0,71,60,19,28,14,0,0
2016-01-01,9,0,6,0,13,19,15,0,0,0,15,0,0,45,45,28,0,0,0,0,0,0,0,0,7,22,22,0,19,100,0,0,0,17,0,13,0,0,0,0,16,38,0,6,0,0,17,0,22,33,0,11,29,0,15,0,0,0,8,20,19,6,37,32,26,0,15,0,0
2016-02-01,13,0,7,0,41,45,18,19,0,0,21,21,0,0,0,0,0,0,0,0,97,14,0,0,0,24,0,76,10,0,0,0,0,35,0,14,0,14,0,0,16,40,0,6,0,0,18,0,23,35,0,8,15,0,16,0,0,0,8,21,0,0,40,100,21,31,24,0,0
2016-03-01,13,0,7,38,26,36,12,19,0,21,10,0,0,47,46,28,41,0,7,6,0,13,0,7,11,23,0,0,10,51,0,8,0,26,0,0,0,0,0,0,24,39,29,12,0,0,17,0,23,51,30,9,15,0,0,0,0,55,12,0,20,13,76,0,33,0,46,0,0
2016-04-01,27,0,7,41,14,42,20,0,0,0,14,0,0,50,0,0,22,0,7,0,0,21,21,0,8,0,0,0,10,0,0,0,0,37,0,14,0,14,0,0,26,41,0,0,0,0,37,21,12,0,32,7,16,0,0,0,0,0,9,0,21,7,0,0,14,0,33,0,0
2016-05-01,0,0,0,0,34,33,19,0,0,0,22,0,0,51,100,0,0,0,7,0,0,30,0,7,8,0,0,0,0,0,0,0,0,19,0,15,0,14,0,0,17,0,0,7,0,25,0,0,25,0,0,10,16,0,0,0,36,60,9,0,0,7,42,0,22,33,45,0,0
2016-06-01,23,15,0,45,16,38,18,0,0,0,0,24,0,55,53,0,25,45,0,11,0,24,23,0,9,0,0,0,0,60,0,0,0,20,0,16,0,0,0,0,0,0,0,7,0,27,20,0,40,0,0,10,0,0,0,0,38,0,10,24,23,16,45,0,26,0,55,0,0
2016-07-01,0,0,0,0,16,35,14,0,52,13,12,0,0,0,0,34,26,0,0,0,0,17,25,0,9,0,0,0,0,61,0,0,0,0,0,0,0,24,0,0,0,95,36,0,0,0,21,24,19,83,0,14,18,0,0,0,0,0,10,0,24,0,0,0,16,0,57,0,0
2016-08-01,16,0,0,0,16,40,14,23,0,0,12,0,0,0,56,0,0,0,0,8,0,33,25,17,0,28,28,0,12,0,0,0,0,21,100,0,0,33,0,0,0,0,0,8,0,0,0,0,28,42,0,8,18,0,0,0,0,0,10,25,25,0,0,0,41,37,58,0,0
2016-09-01,27,0,0,47,21,26,28,0,0,0,12,24,0,0,0,34,0,0,0,8,0,33,24,0,9,0,28,0,12,0,0,0,0,21,0,16,0,0,0,0,19,0,35,15,0,0,21,0,21,0,0,11,18,0,0,0,0,0,0,25,25,8,0,0,43,0,57,0,0
2016-10-01,18,7,7,44,0,23,13,0,0,0,17,0,0,52,0,32,0,0,8,7,0,15,0,8,9,26,26,0,0,57,97,0,0,19,0,0,0,15,0,0,0,44,0,14,0,0,19,0,21,0,0,22,44,0,18,0,0,0,14,0,22,0,86,36,15,0,23,0,0
2016-11-01,25,0,7,0,25,36,13,21,0,0,11,22,0,0,0,0,23,0,8,7,0,15,0,0,0,26,0,0,16,0,0,0,0,0,0,0,31,15,0,0,18,44,0,14,0,0,0,0,13,0,0,10,33,0,18,0,0,0,9,0,22,0,64,36,15,0,35,0,0
2016-12-01,0,0,0,41,50,31,12,0,46,0,11,21,44,0,49,60,0,0,0,7,100,14,0,7,0,0,0,79,10,54,0,0,0,0,0,21,0,0,0,0,17,42,61,7,0,24,0,0,12,0,0,11,23,0,0,7,0,0,0,0,0,14,0,0,14,0,17,0,0
2017-01-01,16,0,0,39,13,48,18,0,0,0,10,0,0,0,0,28,0,39,0,0,0,41,20,0,8,23,46,0,13,51,0,0,0,17,0,13,0,0,0,0,32,59,0,6,0,0,17,0,23,34,0,7,15,0,16,0,0,0,8,21,20,7,39,0,20,30,0,0,0
2017-02-01,10,0,0,42,14,48,13,20,0,0,11,22,0,51,0,31,23,43,0,0,0,15,22,0,8,0,25,0,11,0,0,8,0,19,0,14,0,29,0,0,0,0,0,7,9,0,28,0,31,37,32,14,24,0,0,0,0,0,9,33,0,7,63,35,29,0,23,0,0
2017-03-01,12,0,6,0,13,46,22,0,0,20,20,19,0,45,44,27,0,0,0,0,0,13,20,7,0,0,0,0,14,49,0,0,0,17,0,13,0,0,0,0,15,38,0,6,0,0,34,0,15,0,0,6,14,0,15,0,32,0,8,20,0,0,37,0,39,0,15,0,0
2017-04-01,14,0,14,0,33,26,37,0,0,0,16,0,0,49,49,0,0,42,7,0,99,14,0,0,8,24,24,79,10,54,0,0,69,24,0,14,30,0,0,0,17,0,0,20,0,24,37,0,16,0,31,5,31,0,17,7,0,0,17,0,0,7,82,0,21,32,16,0,0
2017-05-01,11,0,0,43,29,30,0,21,0,12,11,0,0,0,0,0,0,0,0,7,0,15,0,0,8,0,25,0,11,0,0,0,0,0,0,0,0,0,0,82,0,0,32,14,0,0,0,0,25,0,0,7,24,0,0,0,0,0,9,0,44,15,43,0,22,0,29,0,0
2017-06-01,8,8,0,46,24,27,18,22,0,12,0,36,0,55,0,0,0,0,8,0,0,16,0,0,9,0,0,0,0,60,0,0,0,60,0,16,0,16,0,0,0,0,0,0,0,0,21,0,27,0,0,14,17,34,19,0,0,0,13,0,0,12,45,0,24,35,73,0,0
2017-07-01,12,0,0,0,16,34,28,0,52,13,12,0,0,56,0,0,0,47,0,7,0,0,0,8,0,28,83,0,23,0,0,9,0,21,0,0,0,16,0,0,19,47,0,11,10,0,0,0,14,0,0,14,18,0,0,8,0,0,10,25,24,12,47,0,16,0,69,0,0
2017-08-01,18,0,7,86,22,30,26,21,49,0,17,0,0,52,51,0,24,0,0,0,0,30,23,8,9,26,0,0,0,86,0,0,0,39,0,15,0,15,0,0,18,0,33,7,0,0,20,0,26,38,0,15,16,0,36,0,37,0,0,23,22,0,43,0,30,34,53,0,0
2017-09-01,18,0,0,0,15,34,13,0,0,0,11,0,47,52,51,0,0,0,0,7,0,15,0,15,0,0,25,0,11,0,97,0,0,19,0,0,0,0,0,0,0,87,0,7,0,26,19,0,38,0,0,8,49,0,0,0,0,0,9,0,22,0,43,0,20,34,52,0,0
2017-10-01,23,0,7,0,22,27,18,0,0,11,15,31,0,47,0,0,0,39,0,6,95,14,0,0,8,23,23,75,15,51,0,0,0,17,0,0,0,14,0,0,0,40,0,0,0,23,26,0,17,0,0,6,99,0,16,0,0,0,12,21,20,7,39,0,14,0,26,0,0
2017-11-01,16,0,0,0,22,38,19,19,0,0,17,0,0,46,45,0,0,0,7,0,0,14,0,0,8,23,0,0,10,51,0,0,65,17,0,0,0,13,0,0,16,39,57,9,0,0,0,20,11,0,0,12,20,0,0,0,0,0,11,20,0,0,51,32,13,0,26,0,0
2017-12-01,20,0,7,0,27,21,12,0,0,11,10,21,0,48,47,29,0,0,7,6,0,14,0,0,0,36,23,0,20,52,0,0,0,17,83,0,0,0,0,0,0,40,30,16,0,0,0,0,16,0,30,11,35,0,0,0,0,0,8,21,0,7,39,0,23,0,16,0,0
2018-01-01,6,6,6,0,12,36,11,18,0,0,19,19,0,0,43,0,0,0,6,0,0,19,19,0,7,29,32,0,9,0,0,0,0,16,0,12,26,0,0,0,30,36,0,6,0,0,0,19,18,0,0,4,27,0,15,6,0,51,10,0,19,0,54,30,25,56,29,0,0
2018-02-01,13,13,7,0,21,38,16,20,0,0,21,21,0,49,48,0,66,0,7,0,0,14,21,7,0,24,0,0,30,0,0,0,0,27,0,14,0,0,100,0,33,0,0,20,0,0,18,21,16,0,0,7,15,0,0,0,0,0,17,0,0,0,40,0,28,32,65,0,0
2018-03-01,0,6,0,37,29,23,25,27,0,20,10,38,0,66,43,0,20,36,6,6,0,13,19,0,0,0,22,71,9,48,0,0,0,32,0,0,0,0,0,0,0,37,0,6,0,21,41,19,16,32,56,8,14,0,0,0,0,0,8,19,19,0,54,0,25,0,29,0,0
2018-04-01,26,7,7,60,34,20,24,20,0,0,14,42,0,0,0,29,0,41,0,6,0,14,21,0,0,24,24,0,0,0,0,0,0,27,0,0,0,14,0,0,0,0,0,13,0,23,0,20,27,0,31,14,15,0,16,0,0,0,8,0,0,0,60,0,14,31,32,0,0
2018-05-01,20,7,0,100,14,22,18,0,0,0,21,21,0,48,0,0,22,0,7,0,97,14,21,0,8,0,35,0,20,53,0,8,68,18,0,14,0,14,0,0,0,40,0,6,0,23,36,21,23,35,31,11,0,0,0,0,0,0,13,21,21,7,53,34,23,0,64,0,0
2018-06-01,7,0,0,42,14,39,17,0,0,0,11,22,45,0,50,0,23,0,7,10,0,22,0,0,17,25,0,80,0,55,0,0,0,37,0,14,0,0,0,0,17,0,31,13,9,0,19,0,25,37,32,10,24,0,0,7,0,59,27,0,0,7,83,0,29,32,34,0,0
2018-07-01,13,0,14,81,14,40,12,0,0,11,11,21,0,0,48,0,22,82,0,13,99,28,0,7,8,0,24,78,10,53,0,0,0,0,0,14,0,14,0,0,17,41,0,7,8,0,36,21,12,0,0,9,15,0,17,0,0,0,0,0,21,12,81,34,28,32,44,0,0
2018-08-01,13,7,0,0,18,40,12,20,0,22,11,21,43,0,48,29,0,0,7,13,0,23,21,0,16,0,0,77,10,0,0,0,0,0,0,14,0,0,0,0,33,40,0,13,0,0,0,21,28,71,0,16,15,0,16,7,0,57,0,0,21,0,40,0,19,0,59,0,0
2018-09-01,41,0,0,0,14,33,37,0,0,0,11,0,0,50,0,0,0,42,0,7,100,14,22,7,8,25,0,80,0,54,0,0,0,18,0,0,0,14,0,0,17,0,0,13,0,24,0,21,24,36,0,9,42,0,17,0,0,0,0,0,43,14,55,0,14,32,17,0,0
2018-10-01,33,0,0,0,31,20,24,0,0,0,10,27,0,0,47,0,0,79,7,6,96,28,20,0,0,23,0,0,20,52,0,0,0,17,0,0,0,14,0,0,0,0,0,6,0,23,18,0,17,0,0,18,100,0,16,0,0,0,0,0,20,0,39,33,23,0,24,0,0
2018-11-01,10,0,14,0,41,31,12,19,0,11,21,21,0,0,70,0,22,0,7,0,0,21,0,0,8,39,23,76,15,52,0,0,0,26,0,0,0,0,0,0,16,40,29,13,0,0,18,20,12,0,30,4,35,0,16,0,0,56,8,21,20,7,39,0,27,0,16,0,0
2018-12-01,20,7,7,0,23,21,12,0,0,0,14,41,0,96,47,0,0,0,7,6,0,21,0,7,8,0,0,77,15,52,88,8,67,17,0,14,0,14,0,0,0,40,0,6,0,0,18,0,12,0,0,9,38,0,16,0,0,0,0,42,20,0,39,33,14,31,32,0,0
