date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-11-01,8,0,0,0,0,8,6,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,19,6,0,0,3,0,10,0,0,4,0,0,0,0,4,0,9,5,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,25,0,0,3,0,55,0,25,0,0,12,0,17,0,0
2011-12-01,12,0,0,0,4,7,6,0,0,0,0,23,0,13,0,19,0,0,0,0,0,0,4,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,1,7,0,0,0,9,11,0,0,0,0,0,0,49,0,0,0,2,0,0,15,0,0
2012-01-01,12,0,76,0,0,5,0,0,0,0,0,0,0,19,0,18,18,0,0,0,18,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,8,11,0,4,7,5,2,0,6,0,0,0,0,0,3,0,48,0,22,0,2,0,0,15,0,0
2012-02-01,6,0,0,12,0,8,12,0,0,0,0,0,15,0,0,19,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,17,0,0,3,0,0,0,9,0,3,0,9,6,0,2,0,0,2,0,0,0,0,0,0,0,3,0,100,0,23,0,2,0,0,15,0,0
2012-03-01,9,0,0,0,0,6,8,0,0,0,0,0,14,12,0,0,0,0,0,0,9,10,0,0,17,0,0,0,0,5,0,0,2,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,3,0,0,11,0,2,0,5,2,100,11,10,0,0,0,0,4,0,45,0,0,0,0,0,0,41,0,0
2012-04-01,7,46,0,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,15,8,6,0,3,7,6,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,15,0,0
2012-05-01,7,41,70,0,2,9,8,0,0,0,0,21,0,12,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,4,0,0,7,84,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,7,5,2,0,10,0,0,0,0,0,0,11,45,3,0,0,2,0,0,14,0,0
2012-06-01,10,0,71,0,3,9,5,0,0,0,9,0,0,12,0,17,0,0,16,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,8,0,0,2,7,5,0,0,5,21,0,0,0,0,3,12,0,0,0,0,3,0,0,0,0,0
2012-07-01,10,39,0,0,2,8,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,9,2,29,4,0,0,2,78,0,0,0,0,0,0,5,0,3,0,0,4,0,0,3,0,0,5,0,3,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0
2012-08-01,7,0,0,0,2,6,5,0,0,0,0,0,12,11,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,7,9,0,2,0,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,1,6,5,4,0,10,9,0,0,60,0,2,0,41,3,0,0,2,0,0,19,0,0
2012-09-01,9,39,0,0,3,5,5,0,0,0,0,0,25,11,0,16,0,0,15,0,8,0,3,0,0,0,0,0,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,2,0,5,0,0,10,10,0,0,0,3,3,0,41,3,0,0,2,9,0,13,0,0
2012-10-01,5,36,0,9,4,8,9,0,100,0,0,0,0,14,0,15,0,0,27,0,0,0,3,0,0,0,9,0,0,2,0,0,2,0,0,0,0,3,0,0,0,18,0,0,6,4,7,0,7,0,0,4,9,2,6,0,2,0,14,9,9,0,0,0,0,0,39,6,18,0,3,9,0,12,0,0
2012-11-01,7,36,0,9,0,4,7,0,0,71,0,0,12,10,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,9,100,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,8,0,0,0,4,0,0,0,0,0,0,10,38,3,0,100,3,0,0,18,0,0
2012-12-01,7,0,0,9,3,3,9,0,0,0,0,0,11,10,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,0,0,2,0,0,0,17,0,0,0,0,0,19,2,11,0,0,8,2,5,4,5,80,28,0,0,0,0,0,3,0,0,0,0,0,0,8,100,17,0,0
2013-01-01,6,32,0,0,2,6,4,0,0,0,7,0,0,9,0,0,13,0,0,0,7,0,0,0,0,0,8,2,0,3,0,90,0,65,0,0,45,0,0,0,0,16,0,0,0,3,0,18,4,0,6,4,8,4,0,4,2,0,75,12,0,0,0,0,4,0,0,3,0,0,2,8,0,11,0,0
2013-02-01,7,0,0,0,2,7,4,0,0,0,7,0,12,10,0,0,0,27,0,0,0,0,3,0,0,0,0,2,0,3,9,0,2,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,6,0,6,0,9,1,0,0,2,0,50,0,0,0,56,0,2,0,38,0,0,0,3,0,0,23,0,0
2013-03-01,10,0,0,0,2,8,8,0,88,0,7,0,0,0,13,0,0,0,0,0,0,8,4,89,13,0,0,0,0,2,8,0,11,0,0,13,0,7,0,0,4,0,0,0,6,7,0,0,4,0,0,4,8,3,0,0,2,0,20,0,0,0,0,0,2,0,0,3,0,0,2,0,95,21,0,0
2013-04-01,12,33,56,9,2,5,8,0,0,0,0,0,0,9,13,0,13,0,0,0,7,0,3,0,26,0,0,2,12,4,8,0,0,65,0,13,0,3,72,0,0,0,0,0,6,0,7,0,3,0,6,4,0,2,0,6,3,0,12,8,0,0,0,0,3,0,0,0,0,91,0,0,0,32,0,0
2013-05-01,9,0,0,0,1,8,10,0,0,0,6,0,10,0,13,0,0,12,0,0,6,0,2,86,12,0,0,1,11,0,8,0,2,0,0,0,0,0,100,0,0,0,0,0,0,3,0,0,6,0,6,0,0,1,0,7,3,0,9,8,0,0,0,0,0,9,33,2,15,0,3,0,0,10,0,0
2013-06-01,6,62,0,0,4,7,0,0,0,0,0,0,10,0,0,13,13,12,0,0,6,0,0,0,12,0,0,0,23,4,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,6,8,0,0,0,0,2,8,0,0,15,0,2,0,0,40,0,0
2013-07-01,8,0,0,7,2,7,7,55,79,0,6,0,0,8,0,12,0,17,0,0,6,0,3,80,0,0,0,3,0,2,0,0,3,56,0,12,0,0,0,0,3,0,2,0,0,3,6,0,0,0,5,4,0,2,0,0,1,68,11,10,7,0,0,3,2,0,0,0,0,0,4,0,84,14,0,0
2013-08-01,7,28,0,0,1,5,7,0,78,0,6,0,9,16,0,11,0,21,10,0,0,0,3,0,17,0,13,0,21,2,7,0,2,55,6,0,0,2,0,0,0,0,0,0,0,3,0,0,9,0,5,4,0,2,0,3,3,66,4,7,0,0,0,0,3,0,0,0,14,0,1,0,0,0,0,100
2013-09-01,10,28,0,7,3,8,0,0,0,0,6,0,9,8,0,23,0,11,0,0,6,0,4,0,0,0,0,2,11,2,7,0,3,0,0,0,39,3,0,11,3,0,2,0,0,3,6,0,3,0,0,0,0,3,4,7,0,0,9,7,0,0,45,0,2,0,30,0,0,78,3,0,0,28,0,0
2013-10-01,9,26,0,0,3,7,3,0,74,0,0,0,13,0,0,11,22,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,2,0,0,11,0,3,0,0,6,0,0,0,0,3,0,0,3,0,0,4,0,1,0,3,1,0,4,7,0,0,0,0,0,0,0,4,0,0,3,0,0,35,0,0
2013-11-01,8,27,0,0,2,8,3,0,0,0,0,14,9,0,11,17,11,0,0,0,8,0,4,0,0,0,0,1,0,3,0,75,3,0,0,0,0,4,0,0,3,14,0,0,0,0,0,0,2,0,5,3,0,2,6,3,3,0,7,7,0,0,0,0,0,7,29,2,14,0,1,6,0,9,0,0
2013-12-01,10,0,44,7,0,6,8,0,0,0,5,0,8,0,11,11,11,0,0,0,5,0,2,73,21,18,0,1,0,2,6,0,3,0,0,0,0,2,0,10,0,0,0,0,0,3,0,0,2,0,14,0,13,1,0,3,2,0,5,0,0,0,0,0,3,0,28,0,26,0,3,0,0,13,0,93
2014-01-01,9,100,0,0,0,8,5,0,0,0,5,0,8,7,0,10,10,10,0,100,5,0,3,0,10,0,0,1,9,3,0,0,4,0,0,20,0,4,0,0,4,0,2,0,0,3,5,0,4,0,5,6,6,5,4,0,2,0,4,6,0,12,0,0,4,14,27,0,0,0,2,0,74,25,0,0
2014-02-01,8,41,46,0,2,7,3,0,0,0,8,0,9,16,0,11,11,0,10,0,6,0,2,0,22,0,7,1,10,3,7,0,0,54,0,11,0,3,0,0,0,0,2,0,0,5,0,0,3,0,5,3,7,1,4,3,2,0,7,13,0,0,0,2,0,0,0,2,14,0,4,6,0,40,0,0
2014-03-01,10,24,0,0,1,7,9,46,0,48,5,12,8,10,0,10,10,0,0,0,5,0,2,0,10,0,0,1,0,3,6,0,4,48,0,0,0,2,52,0,3,0,3,0,0,3,0,13,4,8,9,3,6,3,4,3,2,0,4,6,0,0,0,0,2,0,26,2,18,0,2,6,0,32,0,0
2014-04-01,7,0,0,0,1,6,6,49,71,0,5,13,8,11,0,21,11,10,10,0,5,0,3,0,10,9,6,1,10,5,0,0,3,51,0,0,0,5,0,10,3,0,0,0,0,3,0,0,2,0,0,10,0,2,4,0,4,0,4,0,0,0,0,0,3,0,28,3,0,0,1,6,0,17,0,0
2014-05-01,9,25,0,6,2,8,3,0,68,0,5,0,8,21,0,0,10,0,0,0,0,6,0,69,10,9,0,2,0,3,0,68,2,0,5,10,0,2,0,9,3,12,2,0,0,5,0,0,2,0,5,3,0,1,5,0,1,0,4,6,0,0,0,0,2,0,26,2,25,0,1,6,0,28,0,0
2014-06-01,12,0,43,6,2,8,13,0,70,0,8,0,0,7,10,10,10,0,9,0,5,0,4,0,10,0,0,1,0,4,6,0,1,0,0,10,0,4,0,9,7,0,3,0,0,0,5,0,2,8,5,3,0,2,4,3,1,0,11,0,6,0,0,0,2,0,26,2,0,69,5,0,0,16,0,0
2014-07-01,14,0,0,0,1,12,4,0,0,47,0,12,0,20,0,10,0,9,0,0,5,6,4,0,0,0,0,1,9,3,6,66,5,0,0,0,0,2,0,0,3,0,2,0,0,2,0,0,4,0,0,3,0,1,0,3,1,0,6,6,0,0,0,0,0,6,0,2,12,0,3,0,0,19,0,0
2014-08-01,7,22,37,0,3,7,7,0,0,43,14,0,0,6,9,9,9,0,0,0,4,0,3,0,18,0,5,1,0,2,5,0,5,0,0,0,0,2,0,8,3,0,2,0,0,2,4,0,5,0,4,3,5,2,7,3,3,0,5,0,5,0,0,0,1,6,0,0,16,0,1,0,0,18,0,0
2014-09-01,9,23,39,0,2,8,4,44,0,0,10,0,8,7,0,9,9,9,0,0,0,6,2,0,9,8,11,1,9,1,11,0,2,0,0,0,0,3,0,0,3,0,0,0,0,2,5,13,4,0,4,0,0,3,0,4,3,0,6,6,0,0,0,0,2,6,37,4,11,0,2,6,0,7,65,0
2014-10-01,6,22,74,0,1,6,4,0,0,0,5,0,0,6,0,0,9,0,8,0,4,0,0,61,9,0,0,2,0,3,5,0,3,0,4,0,30,3,0,8,0,0,0,0,0,0,4,0,3,0,0,4,0,1,3,0,2,0,8,5,0,0,0,0,2,6,0,2,0,0,1,5,0,25,0,0
2014-11-01,10,0,0,0,2,9,8,0,0,0,5,0,7,6,0,0,0,9,8,0,5,0,3,0,0,0,11,1,8,5,8,0,3,0,0,0,30,3,0,8,3,0,2,0,0,2,4,0,3,0,0,3,0,2,0,3,3,0,6,0,0,0,0,0,1,0,24,0,11,0,3,0,0,22,0,79
2014-12-01,9,21,35,5,2,5,0,0,0,0,0,0,0,6,0,0,8,0,0,0,6,0,2,58,0,0,0,2,0,2,5,0,2,0,4,0,0,3,0,0,2,0,1,0,0,2,4,0,2,0,0,3,5,2,3,2,2,0,7,5,0,0,0,0,1,6,22,2,10,0,2,10,0,14,58,0
2015-01-01,6,20,0,5,0,7,5,0,56,0,0,10,7,9,0,8,0,12,0,0,4,0,0,0,8,7,0,1,8,2,5,0,2,0,0,8,0,2,0,0,5,0,1,0,0,2,0,0,1,0,0,5,5,2,3,0,1,48,3,0,0,0,0,0,4,6,22,2,10,0,1,5,60,17,0,0
2015-02-01,14,22,37,0,2,9,11,0,0,0,7,0,14,13,9,0,18,0,0,0,0,5,2,0,0,8,5,1,8,3,5,0,3,0,4,18,30,2,0,0,0,0,2,0,0,0,4,0,2,0,4,3,0,3,3,3,2,0,4,13,0,0,0,0,1,0,23,0,11,0,2,5,0,25,0,0
2015-03-01,6,20,0,0,3,6,9,38,0,0,0,0,6,6,0,0,12,0,0,0,6,0,2,0,8,0,5,2,7,1,0,55,3,59,4,12,0,2,0,0,2,0,1,0,0,2,4,0,6,6,0,3,10,2,3,2,3,46,4,7,0,0,0,2,1,11,21,2,0,0,2,5,58,10,0,0
2015-04-01,8,41,0,0,2,9,5,0,0,0,6,21,7,6,0,0,8,0,0,0,4,0,2,58,17,0,0,0,0,2,0,0,1,41,0,9,0,2,0,8,2,0,0,0,0,3,13,0,2,0,0,3,0,2,0,2,2,0,7,8,5,0,32,0,1,11,33,0,10,0,2,5,0,14,0,0
2015-05-01,8,48,33,5,2,9,5,36,0,0,8,10,6,14,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,41,0,2,0,1,0,3,2,4,0,3,6,4,2,0,3,7,2,1,45,6,0,5,0,30,0,1,5,21,3,10,0,2,5,0,25,54,0
2015-06-01,9,29,33,5,3,8,5,0,53,0,4,0,6,6,8,8,8,0,0,0,4,0,3,54,0,0,5,1,0,2,0,0,5,0,0,8,0,3,0,15,5,10,2,0,3,0,5,0,4,6,4,5,5,2,6,3,2,0,4,5,0,10,0,0,1,0,42,0,10,0,2,7,0,19,55,70
2015-07-01,9,18,0,0,2,9,2,34,0,0,7,9,6,10,0,0,0,0,0,0,6,0,2,100,7,0,0,2,7,2,4,0,4,36,4,7,0,1,39,7,2,9,2,0,0,2,4,0,4,0,3,3,0,1,3,2,1,0,4,4,0,0,0,0,1,5,0,1,0,0,1,0,0,18,0,0
2015-08-01,8,0,30,0,3,10,7,0,0,0,7,9,0,13,0,0,7,0,0,0,0,4,3,0,11,0,4,1,0,2,6,49,4,0,0,0,0,2,0,0,4,0,1,0,0,2,3,0,2,0,3,2,0,2,4,2,3,0,3,4,4,0,27,0,1,7,0,0,0,0,1,8,0,20,0,0
2015-09-01,11,18,30,0,2,7,11,0,0,0,4,0,17,13,0,7,7,7,0,0,0,0,1,0,7,0,4,1,9,2,4,0,2,0,0,11,0,2,0,7,4,0,0,0,0,2,4,0,4,0,0,3,0,1,3,3,2,0,4,9,0,0,0,2,1,5,38,1,9,0,3,8,0,29,100,0
2015-10-01,8,17,0,4,1,7,4,0,0,0,7,0,6,10,0,14,14,6,6,0,0,0,3,0,10,0,0,2,6,3,0,0,3,33,3,7,0,4,0,6,2,8,2,0,0,3,7,0,2,0,0,4,4,3,8,2,3,0,6,8,0,0,0,0,2,0,18,1,17,0,1,4,0,14,0,61
2015-11-01,13,17,0,0,2,12,5,33,49,0,4,0,6,5,0,7,7,7,7,0,5,0,2,49,7,0,6,1,0,2,4,0,3,0,4,7,0,0,0,0,3,9,1,0,0,2,4,10,3,0,5,3,0,2,5,4,3,0,7,4,0,0,0,0,1,0,19,0,18,0,2,0,0,17,0,0
2015-12-01,8,25,0,4,1,8,6,0,0,34,5,0,6,5,0,7,7,13,0,0,4,0,1,0,7,0,12,2,0,1,4,0,1,34,0,0,24,1,37,6,2,0,1,0,0,3,7,10,3,0,0,2,4,3,3,2,3,0,4,4,0,0,0,0,3,5,0,1,9,48,2,0,0,17,0,0
2016-01-01,12,25,29,0,2,8,6,64,0,0,14,9,11,5,0,7,7,0,0,67,5,0,3,0,0,0,4,1,6,3,4,47,4,0,0,0,0,1,0,0,0,0,2,0,0,4,7,9,1,5,0,3,0,3,3,4,2,0,4,0,4,0,0,0,2,9,0,1,11,0,3,4,0,11,0,0
2016-02-01,11,17,0,0,2,11,7,33,0,0,0,0,6,0,7,11,7,0,0,0,4,0,2,0,0,6,0,1,0,3,9,0,6,34,0,0,24,0,0,7,2,0,2,0,0,0,3,0,4,6,5,9,4,2,5,2,2,0,4,4,0,0,0,0,1,5,37,0,9,0,1,0,0,23,49,0
2016-03-01,11,16,0,0,1,8,7,0,0,0,13,0,15,9,0,6,6,0,6,0,3,0,3,44,13,6,4,1,9,3,0,0,3,31,3,0,0,6,0,0,4,0,0,0,3,3,6,0,2,0,3,2,4,2,3,2,1,0,3,4,0,0,25,0,3,4,17,0,8,0,2,0,0,36,45,0
2016-04-01,6,26,0,0,1,7,3,0,0,0,13,0,0,8,0,14,7,7,7,0,0,0,1,0,7,6,4,1,0,1,4,0,3,0,0,0,0,1,0,0,2,0,4,0,0,4,0,0,4,0,0,2,4,2,3,2,2,41,4,4,0,0,0,0,0,0,38,0,18,0,2,0,51,17,0,0
2016-05-01,10,24,28,4,1,8,4,31,0,33,3,0,13,5,0,0,7,0,12,0,3,4,0,0,7,0,0,1,0,3,10,0,4,0,0,7,22,3,0,6,2,0,0,0,3,0,3,9,1,5,3,2,12,2,3,2,1,39,5,4,0,8,26,0,2,0,18,1,16,0,1,0,48,29,0,59
2016-06-01,12,17,28,4,2,8,6,0,47,34,3,9,0,5,0,0,7,0,0,0,3,4,1,47,20,0,8,0,6,3,4,0,2,0,0,7,0,2,0,6,4,0,1,0,0,2,3,0,4,11,6,3,4,2,3,3,3,39,6,4,0,0,27,0,2,0,18,1,11,0,2,0,0,19,0,60
2016-07-01,6,37,0,4,1,7,5,0,0,0,8,8,13,7,0,0,10,6,6,0,0,4,1,0,13,6,8,1,6,2,6,0,4,0,0,7,0,2,0,0,4,0,1,0,0,0,3,0,3,5,6,5,4,2,7,2,2,0,2,10,0,0,25,0,2,0,17,0,16,0,2,0,47,31,0,0
2016-08-01,11,31,0,0,2,8,7,0,0,0,0,0,5,4,6,0,6,6,0,0,0,0,2,0,0,0,0,1,6,3,4,42,5,0,0,6,0,2,33,6,4,0,0,0,0,2,3,0,4,7,4,2,0,2,2,5,2,0,4,6,0,0,24,0,3,6,16,1,8,0,2,0,0,15,0,0
2016-09-01,14,16,0,0,1,5,4,0,0,0,7,0,10,9,0,6,0,0,0,0,3,0,2,0,6,0,4,1,0,3,8,0,2,0,3,6,21,1,0,6,2,0,0,0,3,2,3,0,2,0,3,2,0,3,3,0,3,74,5,8,0,0,0,0,2,0,17,3,8,0,3,8,0,34,67,0
2016-10-01,11,20,39,0,1,10,10,29,0,30,3,0,12,9,0,6,6,6,0,0,3,0,2,43,12,5,4,1,6,2,4,0,2,30,0,0,0,2,0,6,2,8,0,0,0,2,3,0,3,0,3,4,4,3,3,4,1,0,5,4,0,0,24,0,1,4,16,0,15,0,1,4,0,30,0,0
2016-11-01,11,23,0,4,1,8,8,0,0,31,3,0,5,9,6,6,13,6,6,0,0,4,2,0,6,0,4,1,11,1,4,0,2,0,3,13,0,2,33,0,2,0,2,0,3,2,0,9,4,5,0,3,0,2,4,2,2,36,3,6,0,0,0,1,1,0,0,0,12,0,2,4,0,13,43,0
2016-12-01,9,24,0,4,1,6,4,0,0,29,3,0,10,0,6,0,6,0,5,0,3,0,2,41,0,5,0,1,0,1,5,0,3,29,0,0,0,2,0,0,2,7,0,0,0,2,6,8,4,0,3,4,4,3,5,3,2,34,6,9,0,0,0,0,1,4,0,1,7,0,2,0,0,14,0,0
2017-01-01,11,24,0,4,1,7,7,0,0,0,6,7,0,4,0,9,6,6,0,0,3,0,2,41,12,0,7,1,8,4,5,0,3,29,0,0,0,2,0,0,3,0,1,0,0,2,9,0,6,0,3,2,0,2,2,0,2,34,2,5,0,0,0,0,2,6,23,1,15,41,1,3,0,21,41,0
2017-02-01,12,31,27,4,2,10,10,30,0,0,3,0,10,7,6,0,13,0,6,62,3,0,1,89,6,0,7,1,6,2,4,0,4,62,0,6,21,2,0,12,4,0,1,0,0,0,6,0,3,0,6,3,6,2,5,3,1,37,3,6,4,0,0,0,2,0,17,3,8,44,2,4,0,18,45,0
2017-03-01,9,14,0,0,1,10,2,0,38,0,4,0,7,8,0,11,11,5,0,0,6,3,3,0,11,0,0,1,0,1,3,38,6,27,3,6,0,2,0,13,4,0,3,0,2,1,3,0,1,0,3,3,0,3,3,2,2,32,5,4,0,0,0,0,2,4,15,0,7,0,2,3,0,18,0,0
2017-04-01,8,23,26,0,2,7,6,29,42,30,3,0,10,7,12,12,0,6,11,0,0,7,2,43,0,11,4,1,0,3,0,0,2,0,3,0,21,2,0,0,4,0,0,0,0,2,3,9,3,5,4,4,4,1,14,2,1,0,2,0,0,0,24,0,1,13,16,1,0,43,2,5,0,20,0,0
2017-05-01,8,46,26,4,2,7,6,29,42,0,3,0,0,7,0,12,6,0,0,0,3,0,3,0,12,5,4,1,6,2,6,0,3,30,3,6,21,2,33,11,2,8,1,0,3,2,3,0,2,5,3,2,4,2,5,0,2,36,8,7,0,0,24,0,2,4,0,1,8,0,2,4,0,22,0,55
2017-06-01,10,26,0,4,3,7,7,0,0,0,0,0,5,7,6,10,6,0,6,0,0,0,2,0,19,6,4,1,6,1,4,0,4,0,5,10,0,1,0,0,3,0,1,0,3,2,0,0,3,8,0,2,0,1,4,4,2,0,5,4,4,0,0,0,2,0,17,1,8,44,2,4,0,28,44,0
2017-07-01,9,15,0,4,2,11,13,29,0,30,6,0,5,4,0,0,0,0,6,0,3,0,3,42,6,5,0,1,6,2,4,0,3,0,3,6,0,1,0,11,4,8,2,0,0,3,5,0,4,5,4,3,0,3,2,2,2,0,6,4,0,0,0,1,1,0,0,1,8,0,1,4,0,35,0,55
2017-08-01,12,15,0,4,2,7,6,0,0,29,3,7,10,4,0,6,12,0,0,0,3,0,2,41,6,0,0,1,5,2,7,0,3,29,0,6,0,2,0,6,2,0,0,0,0,3,0,0,4,5,5,3,4,1,4,2,1,52,2,4,0,7,0,0,1,4,21,1,0,0,2,3,0,19,0,52
2017-09-01,11,30,39,4,2,7,3,0,0,0,6,0,10,9,6,6,6,6,6,0,3,4,2,43,9,5,0,1,0,3,6,43,5,31,3,6,21,4,0,6,4,0,1,0,0,0,6,0,3,5,8,3,4,3,6,2,1,36,5,4,0,0,24,0,2,8,0,0,19,0,1,4,0,15,43,0
2017-10-01,12,29,0,4,1,9,7,27,0,0,10,0,0,0,0,6,6,0,0,0,3,0,3,40,0,0,0,1,5,2,4,40,2,28,0,12,0,1,0,0,3,0,2,0,0,0,3,0,3,5,3,4,3,3,3,3,3,0,7,5,0,0,0,0,1,0,15,1,11,0,1,3,0,23,40,0
2017-11-01,10,15,0,0,2,10,13,0,41,0,6,0,10,4,0,6,6,6,0,0,3,0,3,62,6,0,4,1,6,3,0,42,4,29,0,0,20,2,0,0,0,0,1,0,0,2,0,0,4,5,4,2,0,3,2,0,4,0,7,9,0,0,0,0,1,0,16,3,15,0,2,0,44,15,0,0
2017-12-01,10,15,0,0,1,7,5,0,0,29,3,7,5,4,0,12,6,6,5,0,3,4,1,41,24,5,5,1,5,2,7,0,2,29,0,6,0,2,0,0,4,7,0,0,0,5,3,0,4,5,3,3,0,2,8,3,2,0,4,5,0,0,0,1,2,0,0,1,7,0,2,9,0,10,41,0
2018-01-01,8,57,0,4,2,8,4,0,40,28,7,7,5,6,6,6,6,5,0,0,3,0,3,40,9,0,10,1,0,2,4,0,3,57,3,6,20,1,0,5,3,7,1,0,5,1,3,0,4,5,5,3,3,2,3,5,1,0,2,7,0,0,0,0,1,8,20,1,7,0,1,0,0,26,40,0
2018-02-01,11,15,0,4,1,8,10,0,0,0,6,0,10,7,0,6,6,6,0,0,3,4,1,0,6,5,4,1,6,3,6,0,4,0,0,6,0,7,0,6,3,8,3,0,0,5,3,8,2,0,3,3,0,3,5,2,4,72,6,0,0,0,0,0,3,0,0,2,13,0,1,0,0,20,0,0
2018-03-01,8,21,0,4,1,10,6,0,0,0,4,7,7,6,0,6,6,0,0,0,5,0,3,80,0,0,0,1,5,3,4,40,3,28,3,6,20,3,0,5,2,7,1,0,3,3,3,8,4,5,3,3,3,2,3,2,2,34,4,5,0,7,45,0,1,6,15,1,10,0,3,3,0,26,40,0
2018-04-01,8,16,0,9,1,8,9,0,0,0,7,8,0,7,0,7,7,0,0,0,5,4,2,0,10,6,4,1,12,3,4,46,5,65,3,7,0,1,0,9,4,8,1,0,0,5,3,0,3,5,3,3,0,2,4,4,3,0,4,5,0,0,26,0,2,0,18,1,16,46,2,4,0,11,46,0
2018-05-01,11,20,25,0,1,10,12,0,0,0,3,0,5,13,0,6,6,6,0,0,6,0,1,0,12,0,4,1,6,3,6,0,4,0,0,6,21,3,0,6,3,0,1,0,0,2,6,0,3,0,5,3,4,3,5,0,2,36,4,4,0,0,0,1,1,4,16,1,23,0,2,7,0,44,42,0
2018-06-01,14,55,0,0,1,9,6,0,42,60,5,8,10,4,0,6,6,9,6,0,3,0,2,0,12,0,4,1,0,4,4,42,4,30,0,0,0,3,0,6,8,0,1,0,3,2,3,8,4,5,6,5,0,2,7,3,2,71,8,4,0,0,0,0,1,4,24,0,15,0,2,9,0,20,0,0
2018-07-01,12,34,0,4,3,8,9,0,40,29,5,0,7,4,0,6,12,0,11,0,3,0,2,40,6,0,3,2,5,2,5,0,5,0,0,6,0,4,0,0,6,7,1,0,3,3,3,0,3,0,5,5,3,3,7,3,3,34,7,4,0,0,0,0,3,4,15,1,7,0,2,3,43,36,0,0
2018-08-01,9,42,24,11,2,7,4,0,0,0,3,0,9,7,6,0,6,5,0,0,0,0,2,0,11,5,9,1,0,2,7,0,3,0,0,0,0,3,31,16,5,0,2,0,3,3,0,0,3,0,5,4,7,2,4,4,2,34,4,3,0,7,0,0,2,8,23,1,7,0,2,0,0,21,0,51
2018-09-01,11,20,0,4,2,7,12,0,0,0,9,0,5,7,0,0,8,6,0,0,9,0,2,42,18,0,4,1,6,2,6,0,5,29,0,6,0,3,0,0,4,0,1,0,0,2,3,0,3,0,10,4,4,2,4,3,1,35,6,4,0,0,0,0,4,4,0,1,11,0,2,4,0,32,42,0
2018-10-01,11,21,0,4,1,8,12,26,0,27,0,11,5,8,0,6,6,0,5,0,0,0,3,0,11,0,0,1,5,2,6,0,5,27,0,0,0,2,0,5,3,7,0,0,0,3,0,0,2,0,3,3,0,2,4,3,3,33,5,3,0,0,0,0,2,8,0,1,10,0,3,3,0,27,0,0
2018-11-01,11,25,25,4,1,7,11,0,42,58,5,0,10,4,0,0,6,9,5,0,3,4,4,42,12,5,4,1,5,2,11,84,4,30,0,0,0,3,32,0,2,0,0,0,0,5,3,0,3,0,8,5,4,2,6,4,5,0,4,6,0,0,23,0,1,0,0,1,10,0,2,0,43,24,0,0
