date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watermelon,Yams,Cassava
2011-07-01,0,16,0,0,12,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,34,19,23,0,0,0,0,11,52,24,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,11,0,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2011-08-01,0,0,0,0,0,18,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,61,41,0,31,17,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,18,0,0,0,0,12,10,0,0,0,10,0,0,15,0,0,0,0,19,10,0,0,0,44,0,0,0,0
2011-09-01,19,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,9,0,42,0,32,73,0,30,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10,0,0
2011-10-01,35,0,16,0,0,14,11,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,78,0,0,0,0,28,10,0,29,15,0,24,57,0,0,39,0,0,0,0,0,18,0,0,0,29,12,0,0
2011-11-01,21,0,31,0,10,15,0,0,0,15,0,0,0,0,0,100,9,0,0,0,0,0,0,28,0,0,9,0,0,0,41,0,41,0,0,0,19,0,9,9,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,27,56,12,0,0,0,0,0,0,0,0,0,21,25,29,0,0,0
2011-12-01,8,0,0,0,0,18,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,23,0,0,0,27,10,0,0,14,0,9,0,0,12,0,0,0,0,8,8,0,0,0,49,0,0,0,0
2012-01-01,12,11,0,0,0,20,0,0,0,28,0,0,0,0,42,0,0,0,36,0,0,0,0,0,24,0,8,11,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,18,0,12,0,0,0,0,0,0,34,7,0,0,30,0,67,26,0,0,0
2012-02-01,8,0,15,0,0,14,11,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,9,0,10,0,39,0,0,18,10,0,18,0,0,9,0,0,0,32,0,0,0,0,9,0,0,8,0,14,0,17,0,0,12,0,0,0,37,8,8,0,0,0,24,28,9,0,0
2012-03-01,8,0,15,36,0,16,16,0,0,0,0,0,14,12,45,0,0,0,0,0,0,0,0,26,25,0,0,0,0,11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,22,0,0,0,26,9,0,0,28,0,9,0,0,0,0,0,0,0,16,8,0,32,41,24,0,17,0,0
2012-04-01,17,0,15,0,0,18,11,0,46,23,23,0,0,12,0,0,0,0,40,0,19,0,35,28,0,0,0,0,0,0,0,9,0,19,0,0,19,0,0,9,0,0,0,33,0,15,0,0,9,27,10,0,0,15,0,13,0,0,0,37,0,0,76,12,25,0,0,0,0,57,9,0,0
2012-05-01,0,0,15,35,9,9,0,0,0,0,0,0,14,0,44,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,8,8,0,0,0,0,0,15,0,0,8,26,9,0,0,21,0,8,0,0,0,0,0,0,36,0,0,33,0,0,24,0,9,0,89
2012-06-01,9,13,31,0,0,17,17,0,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,40,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,34,0,16,0,0,9,27,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0
2012-07-01,9,13,0,0,0,10,12,0,0,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,14,0,13,0,0,0,0,40,9,9,18,0,0,40,30,38,0,100
2012-08-01,9,13,0,0,10,11,17,0,47,0,24,61,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,12,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,23,0,0,0,12,13,39,0,0,39,17,9,0,34,0,51,0,9,0,0
2012-09-01,12,12,0,0,9,9,0,0,0,0,0,0,14,0,89,0,8,9,0,0,0,0,0,0,0,14,9,12,10,0,0,0,0,0,0,0,18,0,0,9,0,0,8,0,0,15,28,0,0,0,9,0,0,21,46,17,0,0,0,0,0,0,73,8,12,17,0,0,24,0,9,0,90
2012-10-01,18,11,0,0,0,4,13,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,24,0,0,8,0,9,9,0,15,35,0,0,0,16,0,8,0,0,0,0,43,0,0,0,56,8,0,8,7,0,13,41,27,0,0,0,0,0,0,33,7,11,0,28,0,21,24,8,0,0
2012-11-01,0,0,0,0,8,27,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,16,0,0,0,0,0,0,0,0,13,0,0,8,0,17,0,24,19,0,8,0,0,0,0,0,0,32,7,7,0,28,0,42,49,8,0,0
2012-12-01,15,0,0,0,0,19,14,55,0,13,0,51,0,10,0,0,0,0,0,0,17,0,0,24,0,0,0,0,0,9,0,0,0,17,0,0,0,0,8,0,0,0,7,58,33,27,0,0,0,0,17,0,24,44,0,8,0,0,0,0,0,0,33,7,7,0,0,0,43,24,8,0,0
2013-01-01,13,10,0,29,11,25,34,0,35,12,0,0,0,0,36,0,0,0,0,0,0,0,27,0,0,0,14,9,0,8,0,7,32,0,0,0,15,0,7,0,0,0,0,0,0,24,0,0,14,0,15,0,0,0,0,7,0,0,0,0,0,0,29,13,0,0,25,0,19,0,0,0,0
2013-02-01,7,0,0,0,0,25,0,0,0,0,0,0,0,0,40,0,8,8,0,0,0,0,0,0,0,0,0,0,9,0,35,8,0,0,0,0,16,0,0,8,0,89,0,57,32,13,0,0,0,0,8,0,24,12,0,15,0,0,0,0,0,0,64,7,14,0,28,0,21,0,8,0,0
2013-03-01,0,0,12,0,8,19,13,0,0,24,0,0,0,0,0,0,7,0,0,32,15,0,27,0,0,11,7,0,0,0,32,7,0,15,0,0,15,0,0,0,0,0,7,52,0,12,0,51,0,21,13,0,22,15,74,0,0,0,0,0,0,47,0,10,0,13,51,0,39,22,7,0,0
2013-04-01,7,0,0,0,8,11,9,0,0,13,0,0,0,0,79,0,0,0,34,0,0,0,0,0,23,0,8,10,0,0,35,8,0,16,0,0,16,0,0,8,0,90,7,0,32,0,25,56,8,0,25,7,0,13,0,8,0,0,0,0,0,0,0,14,0,15,28,0,42,24,8,0,0
2013-05-01,7,0,0,45,16,21,9,0,37,0,0,0,12,0,0,0,0,7,33,0,0,0,0,0,0,12,0,10,0,0,0,11,0,0,0,0,31,0,0,7,0,0,7,27,31,0,0,53,0,22,12,0,23,16,39,7,0,0,0,0,0,0,0,13,0,0,27,0,40,0,14,0,0
2013-06-01,8,11,0,0,0,29,10,28,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,13,0,0,0,0,0,15,0,0,0,0,17,0,0,16,0,0,0,0,34,0,0,0,0,24,0,8,0,13,0,0,0,11,0,0,0,52,0,0,0,15,0,0,0,0,24,0,0
2013-07-01,16,17,0,0,0,32,10,29,56,28,0,0,0,0,0,0,0,8,0,38,18,0,32,0,0,14,0,0,0,0,0,16,38,0,9,0,0,0,8,0,0,0,0,0,35,14,0,60,8,0,27,0,0,23,0,8,0,0,0,35,0,0,35,8,0,16,61,0,23,0,17,0,0
2013-08-01,23,11,0,0,17,28,10,28,41,0,0,0,13,0,41,0,0,0,0,37,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,8,0,94,15,29,0,13,0,0,8,0,9,0,25,13,0,16,0,0,11,0,0,0,33,0,0,0,29,0,22,0,12,0,0
2013-09-01,28,0,0,0,0,25,18,26,38,0,0,49,0,0,38,0,0,7,33,0,0,0,29,0,0,12,7,0,0,0,34,0,67,0,0,0,16,42,0,15,0,0,0,0,31,13,0,0,0,44,0,7,23,12,40,10,0,0,10,0,0,0,32,0,7,0,27,0,20,24,0,0,0
2013-10-01,24,0,0,0,8,24,9,0,0,12,0,0,12,9,0,0,0,7,0,0,15,0,41,22,21,0,0,0,0,0,32,0,32,0,8,36,0,40,0,0,0,0,0,26,30,0,0,0,0,0,8,7,22,12,0,26,0,0,10,0,0,0,0,13,10,0,0,0,39,0,7,0,0
2013-11-01,46,0,12,0,0,27,9,49,35,12,18,0,0,0,0,0,7,0,0,0,0,0,0,21,0,11,0,0,8,9,0,7,0,15,0,0,30,0,0,7,0,0,7,26,0,0,0,51,0,0,8,0,0,11,0,7,42,0,0,0,38,0,29,10,6,13,0,0,19,0,7,0,0
2013-12-01,27,0,12,29,16,28,18,0,36,12,0,0,12,0,0,0,0,0,0,65,0,40,27,0,0,0,0,9,0,0,33,11,0,0,0,0,15,0,7,0,0,0,7,0,0,0,0,51,7,0,10,0,22,12,0,14,0,0,0,0,0,0,30,0,0,0,0,0,20,0,11,0,0
2014-01-01,12,0,11,26,0,19,20,0,32,22,0,0,0,0,0,0,0,0,0,29,0,0,24,19,37,0,0,0,0,0,0,13,29,14,0,32,13,0,6,6,0,0,0,24,0,11,0,0,9,0,0,0,0,21,0,6,39,8,0,0,0,0,27,8,6,0,23,0,18,40,6,0,66
2014-02-01,21,10,12,0,8,36,9,0,0,12,0,0,12,0,37,0,7,7,0,33,0,0,28,22,0,0,7,10,8,0,0,0,0,0,8,0,15,0,7,7,0,0,0,27,30,0,0,52,11,22,40,0,0,24,0,7,0,0,10,0,0,0,30,13,7,14,26,0,20,23,7,0,0
2014-03-01,23,0,12,28,7,34,13,0,35,0,0,0,11,0,0,0,0,0,31,0,15,0,0,0,20,0,0,9,0,8,0,7,31,0,0,0,15,0,0,0,0,0,6,0,0,12,0,0,0,21,30,0,0,28,0,0,42,0,10,0,0,0,29,10,0,13,38,0,38,22,20,0,0
2014-04-01,7,10,0,29,0,33,12,0,36,12,18,46,12,0,36,0,0,0,0,32,0,0,27,22,21,17,21,0,0,9,0,7,32,0,0,0,22,0,7,0,0,0,7,26,0,12,0,51,7,0,15,7,22,23,0,7,0,0,10,0,0,46,30,0,0,13,38,0,19,0,14,0,0
2014-05-01,14,10,0,89,8,43,9,0,37,12,19,0,0,10,37,0,7,7,0,33,15,41,0,0,0,0,0,0,16,0,0,7,49,15,0,0,0,41,0,0,0,0,0,0,0,12,0,0,14,22,13,0,0,27,0,7,0,0,0,30,0,0,30,13,7,18,52,0,30,23,7,0,0
2014-06-01,8,0,0,33,13,16,39,0,40,20,0,0,13,11,0,0,0,8,36,0,17,0,0,0,23,13,8,0,0,10,36,8,0,17,0,0,33,0,0,8,0,0,0,0,0,13,26,0,0,0,9,0,0,26,0,12,0,11,11,0,0,0,34,0,7,0,29,19,44,25,26,0,82
2014-07-01,18,0,0,0,12,29,23,0,0,13,0,49,12,0,0,0,0,0,0,0,0,0,72,0,0,12,8,0,8,14,0,7,34,0,0,0,0,0,0,0,0,0,7,28,64,13,24,0,15,23,0,0,0,12,0,15,0,0,0,0,42,100,0,7,14,0,0,18,41,0,22,0,0
2014-08-01,10,10,0,0,12,17,14,26,0,17,19,0,0,10,0,0,7,0,33,34,0,0,0,23,22,36,7,0,8,0,0,7,0,16,8,0,15,0,0,0,0,0,7,0,0,12,24,54,0,44,12,10,0,36,0,7,0,0,0,0,0,0,31,0,7,14,27,0,51,23,22,0,0
2014-09-01,20,0,0,0,11,14,13,0,0,0,35,0,0,0,0,0,0,0,31,0,29,0,0,42,0,11,0,9,15,0,0,7,62,0,0,0,15,0,0,0,46,0,0,25,0,23,22,100,0,0,11,7,21,17,0,14,42,0,0,0,38,46,29,6,10,13,25,0,0,33,14,0,0
2014-10-01,13,0,11,0,0,27,8,0,35,11,17,0,11,0,35,0,0,0,0,0,0,0,0,35,20,11,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,6,0,0,23,0,0,7,20,7,6,0,40,0,20,42,0,0,0,0,0,57,6,6,0,25,0,38,22,0,0,0
2014-11-01,26,0,11,0,7,26,8,0,0,23,0,0,11,9,0,0,0,0,0,0,0,0,0,48,20,11,10,0,0,0,0,7,31,29,7,0,14,0,0,0,0,0,6,37,28,11,0,0,7,0,7,0,0,22,0,13,0,9,9,28,0,45,28,6,6,13,25,0,19,21,7,0,0
2014-12-01,7,0,12,0,8,25,13,0,0,12,18,0,0,9,0,0,0,7,0,33,15,0,0,22,21,12,11,9,0,0,0,14,32,15,0,0,15,40,7,14,0,0,0,27,30,12,0,0,7,21,12,0,22,31,0,14,0,0,10,45,0,0,0,6,7,13,26,0,40,22,7,0,0
2015-01-01,12,9,0,0,14,35,8,22,0,11,0,0,0,0,0,0,6,0,0,0,0,37,0,20,0,0,0,8,0,0,0,6,29,14,0,0,0,0,0,6,0,0,0,24,0,11,21,0,13,19,7,0,0,10,0,9,0,0,0,0,0,0,68,6,6,0,47,0,18,20,6,0,0
2015-02-01,19,0,0,0,22,39,13,0,0,12,17,45,0,9,35,0,0,0,0,0,0,39,26,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,7,0,0,0,6,0,29,17,0,0,10,0,15,6,21,11,0,0,0,0,10,0,0,0,29,6,6,0,42,0,19,22,7,0,0
2015-03-01,9,0,11,27,7,37,16,23,0,22,17,0,0,0,34,0,0,6,0,30,14,0,0,0,0,11,7,18,7,0,30,13,0,14,7,0,14,0,0,6,0,0,6,0,0,11,21,0,6,0,14,0,0,21,0,6,0,0,9,0,0,0,0,12,6,0,32,0,18,0,20,0,0
2015-04-01,7,0,12,58,8,39,9,25,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,22,21,0,7,9,8,0,0,21,0,0,0,36,15,0,7,14,46,0,0,26,30,0,0,0,7,21,12,0,22,17,0,14,0,0,0,30,0,0,30,10,7,14,52,0,49,0,16,0,0
2015-05-01,6,9,11,28,7,30,8,0,0,17,17,0,0,9,0,0,7,7,0,46,14,0,26,0,20,0,7,9,0,8,30,10,30,14,0,34,14,0,0,7,0,0,0,0,0,0,0,49,0,20,7,6,0,16,0,11,0,0,9,28,0,0,42,6,0,13,24,0,18,21,11,0,0
2015-06-01,10,10,0,0,8,25,18,0,0,12,0,0,12,9,37,0,0,7,0,0,31,0,0,0,21,0,7,0,8,0,0,0,33,0,0,0,15,0,0,0,0,0,7,0,0,18,23,0,7,32,8,0,0,35,0,12,0,0,0,0,0,0,30,0,0,28,26,17,40,0,29,0,0
2015-07-01,7,21,13,0,16,31,28,53,0,13,0,0,0,0,39,0,7,7,68,0,0,0,0,23,44,12,0,0,9,9,0,0,51,0,0,0,0,0,7,7,0,0,0,56,32,19,0,0,7,23,14,0,0,25,0,7,0,0,0,32,42,0,32,0,0,15,55,18,21,0,43,0,0
2015-08-01,11,0,0,0,8,34,9,26,37,0,0,0,0,10,0,0,0,0,0,0,24,0,28,23,22,12,0,0,12,0,34,7,34,0,0,0,23,0,7,7,0,0,0,0,31,25,0,0,15,22,8,11,0,16,0,17,0,10,0,62,0,49,0,7,0,14,27,0,41,23,20,0,0
2015-09-01,10,19,0,29,23,31,9,0,0,18,0,0,11,0,72,0,0,0,0,0,15,0,54,21,0,19,7,9,8,0,0,14,0,15,0,0,15,0,0,7,0,0,0,39,0,18,23,0,7,21,11,0,22,23,0,14,0,0,0,29,0,0,29,0,15,13,51,0,19,0,10,0,0
2015-10-01,18,27,11,27,7,37,12,0,0,15,0,0,21,0,33,0,10,0,0,30,0,0,0,50,0,32,0,0,0,0,0,6,29,0,0,0,0,37,0,6,0,0,0,24,0,11,0,0,6,39,7,0,20,18,0,28,0,0,9,0,0,0,0,6,6,0,23,0,18,21,15,0,0
2015-11-01,31,9,0,0,18,30,11,24,0,11,0,43,11,9,34,0,7,0,30,0,14,0,26,41,19,0,7,0,0,16,0,7,60,0,0,34,14,0,7,7,0,0,6,0,0,11,0,0,7,20,7,0,0,29,0,23,0,0,0,0,36,0,28,9,6,0,0,0,18,42,9,0,0
2015-12-01,19,0,11,0,18,25,8,0,0,12,17,0,11,0,0,0,7,7,0,0,0,0,52,0,20,11,0,9,8,0,0,7,30,0,7,0,14,0,10,0,0,0,13,25,0,11,0,0,7,0,11,0,21,22,36,13,0,0,0,0,0,0,0,8,8,0,37,0,19,32,10,0,0
2016-01-01,24,0,12,0,8,30,18,0,0,25,37,0,0,0,0,0,0,0,0,34,16,0,28,0,0,0,0,10,0,0,0,0,0,0,8,0,15,0,7,7,0,0,0,54,31,0,0,0,7,44,20,7,23,12,0,11,0,0,0,0,0,0,31,11,7,0,27,17,30,0,7,0,0
2016-02-01,7,0,19,0,13,38,22,27,0,26,0,0,13,0,0,0,0,8,35,0,16,0,30,23,23,0,8,0,9,9,0,15,0,16,0,0,33,43,11,0,0,0,7,57,0,13,0,56,8,23,21,7,24,21,41,11,0,0,0,0,0,0,0,28,7,15,57,0,21,25,11,0,0
2016-03-01,10,10,12,0,12,27,9,0,0,12,0,0,0,0,75,0,0,0,0,0,16,0,28,22,0,12,7,0,0,9,0,7,33,0,0,0,16,0,7,7,0,0,7,0,0,12,0,0,0,22,19,7,0,16,0,14,0,0,0,0,0,0,47,0,14,0,27,0,0,23,7,0,0
2016-04-01,16,0,0,51,9,25,30,0,0,14,0,0,0,0,0,0,8,0,0,0,17,0,32,0,24,0,0,0,0,10,0,8,0,0,9,0,26,0,0,0,0,0,8,31,35,14,0,60,16,0,14,0,0,33,0,14,0,0,0,34,0,54,35,7,0,16,75,0,23,26,25,0,0
2016-05-01,22,0,13,53,21,34,16,54,78,13,20,0,0,0,0,0,0,13,0,0,16,44,44,23,22,0,0,0,0,9,0,8,35,16,0,39,16,0,7,0,0,89,7,0,0,19,0,0,8,23,17,7,0,12,0,11,0,0,0,0,0,0,0,0,7,29,28,0,21,24,15,0,0
2016-06-01,19,11,14,34,18,38,15,29,0,14,21,0,13,11,42,0,0,0,0,0,0,0,31,0,0,0,0,11,9,10,0,8,0,34,9,41,0,0,8,8,0,0,8,0,34,14,0,0,8,0,0,8,0,13,0,8,0,0,11,34,0,0,0,7,8,47,30,0,45,0,30,0,0
2016-07-01,18,14,16,40,11,29,20,0,0,25,0,0,0,0,0,0,0,0,65,0,21,0,37,0,0,16,19,13,11,12,44,10,44,21,11,0,41,0,0,10,0,0,9,36,0,33,31,0,10,29,21,9,0,32,0,10,0,0,0,0,0,0,41,0,9,0,35,0,40,0,26,0,0
2016-08-01,23,0,16,0,10,26,24,0,0,0,0,0,0,0,50,0,9,0,0,0,0,0,0,0,28,16,0,0,0,18,0,9,65,0,0,0,0,0,0,9,0,0,9,36,0,16,0,70,10,0,21,0,0,16,0,13,0,13,0,0,0,0,41,9,9,18,0,23,53,0,26,0,0
2016-09-01,22,0,0,0,10,29,11,0,0,23,0,0,0,12,0,0,0,0,0,42,20,0,35,0,0,15,0,12,10,0,0,9,0,0,10,0,38,52,0,9,0,0,9,0,0,23,0,0,9,27,10,9,0,15,0,24,56,0,13,0,0,0,39,8,21,0,33,0,25,0,9,0,0
2016-10-01,37,0,0,0,0,24,21,0,44,15,0,0,14,23,44,0,0,9,0,0,18,0,100,26,25,0,9,0,19,11,0,8,39,0,0,43,0,0,0,0,0,0,0,0,0,0,0,62,9,26,9,0,0,23,0,45,53,0,12,0,0,0,37,8,16,0,31,0,48,27,11,0,0
2016-11-01,8,12,0,0,36,29,27,0,0,14,43,0,0,11,0,0,8,0,0,0,0,0,0,43,24,0,0,0,19,10,0,8,38,0,0,43,0,0,0,0,0,100,0,0,35,21,0,0,8,0,9,0,0,0,0,17,0,0,12,0,0,0,35,15,12,0,91,20,47,54,8,0,0
2016-12-01,16,0,14,0,28,24,14,30,0,19,0,0,0,0,44,0,8,0,0,0,0,0,33,26,100,0,9,11,0,0,0,0,39,0,0,0,18,0,8,0,0,0,8,32,0,15,0,0,0,26,9,0,0,14,0,13,0,0,12,0,0,0,36,8,12,16,47,20,24,40,0,46,0
2017-01-01,7,11,13,32,12,33,22,0,39,26,0,0,18,0,39,0,7,0,34,0,0,44,29,0,0,12,15,0,8,0,34,7,34,0,8,0,32,0,7,0,0,89,0,28,0,17,0,0,8,0,11,0,0,25,0,15,0,0,0,32,0,50,96,7,7,14,56,0,42,24,0,0,0
2017-02-01,32,12,14,0,14,28,31,0,43,21,21,0,0,11,87,0,0,0,0,0,18,0,0,26,0,14,8,0,0,0,0,0,38,0,0,0,18,0,0,8,0,0,8,31,35,0,0,0,8,0,9,12,0,27,89,8,0,0,12,0,0,0,35,20,8,0,61,0,46,0,8,0,0
2017-03-01,29,11,0,32,8,38,14,0,0,13,20,0,0,10,39,0,7,8,34,0,0,0,29,24,0,12,8,10,8,9,35,7,69,33,0,0,16,0,0,0,0,0,0,28,0,26,0,0,8,23,11,14,24,25,0,11,0,0,0,32,42,0,32,10,0,15,56,0,74,48,8,41,0
2017-04-01,31,11,0,67,18,30,29,0,0,18,21,0,0,0,0,0,0,8,0,0,0,0,31,0,0,26,8,0,0,10,0,16,0,0,9,0,17,0,8,8,0,0,0,0,0,23,0,0,8,24,9,0,0,26,0,11,0,0,11,33,0,0,34,7,15,15,44,0,100,0,11,44,0
2017-05-01,12,12,14,68,13,33,15,0,42,14,0,0,27,0,42,0,0,0,37,0,35,0,32,0,0,0,8,0,9,0,37,0,0,18,0,0,17,0,0,0,0,0,8,0,0,19,0,60,12,25,9,0,0,13,44,8,0,0,0,0,0,0,70,0,0,0,45,0,34,0,8,0,0
2017-06-01,16,18,15,0,33,23,11,61,44,0,0,0,14,0,0,0,0,9,39,79,0,0,50,0,0,14,0,0,0,0,0,13,39,0,0,43,0,0,0,9,0,0,8,0,0,0,0,0,17,0,16,8,0,35,0,9,0,0,0,0,0,0,55,8,8,17,31,0,24,0,52,0,0
2017-07-01,9,13,0,0,20,17,34,0,47,0,24,61,0,0,48,0,0,0,41,0,20,0,54,0,27,0,0,0,0,0,0,9,0,20,0,0,20,0,9,0,0,0,0,0,0,47,0,0,0,28,10,18,0,30,49,18,0,0,0,39,51,0,0,13,9,18,33,0,26,0,52,0,0
2017-08-01,16,11,0,0,27,25,10,0,42,14,21,0,13,0,0,0,0,0,37,0,18,0,0,0,24,27,8,11,9,0,0,8,0,18,0,41,17,0,0,0,0,0,0,0,0,0,27,60,0,25,9,8,26,27,0,16,0,0,12,0,45,0,35,11,8,0,0,0,68,26,12,0,0
2017-09-01,0,0,0,0,13,29,15,0,0,13,0,0,13,11,41,0,0,0,70,0,0,0,30,36,0,13,8,0,9,10,0,16,0,17,0,0,17,0,0,8,0,0,7,0,100,0,0,57,8,24,9,7,25,17,0,27,0,0,11,0,0,52,33,0,18,0,29,0,88,25,8,0,0
2017-10-01,7,0,0,0,0,35,19,0,0,13,0,0,13,0,0,0,0,8,0,0,16,0,30,40,23,0,0,0,0,9,0,8,35,0,0,0,16,0,0,8,0,0,0,0,0,13,0,56,11,0,17,15,0,13,0,41,0,0,11,0,0,0,0,0,19,0,28,0,64,24,8,0,0
2017-11-01,24,10,0,0,12,27,21,0,37,29,28,0,18,24,75,0,7,7,33,0,16,0,28,56,21,0,11,0,8,18,33,7,0,31,0,0,15,0,7,7,0,0,7,27,0,12,0,0,7,22,0,7,23,16,0,10,0,0,10,0,0,0,31,17,20,0,53,0,0,69,7,0,0
2017-12-01,18,10,0,0,16,29,9,0,0,21,0,0,12,0,39,0,0,0,0,34,0,43,29,0,0,12,0,10,0,9,0,7,0,16,0,38,24,0,11,0,0,0,7,28,31,38,0,0,7,0,8,7,35,28,80,11,0,10,10,31,0,0,32,14,7,0,27,18,21,24,11,0,0
2018-01-01,16,0,12,0,7,27,20,0,0,0,26,0,11,9,0,0,0,7,30,0,15,0,0,41,20,0,0,0,0,8,0,9,62,14,0,34,22,0,0,7,0,80,6,0,29,35,0,50,7,0,7,0,21,19,0,7,0,9,0,29,0,0,43,12,8,0,62,16,19,32,20,0,0
2018-02-01,14,10,0,31,12,24,9,0,0,26,0,0,12,0,0,0,7,0,0,34,16,0,29,0,22,0,8,0,0,0,0,7,0,0,0,0,16,0,7,7,0,0,7,28,63,13,0,54,7,0,12,7,23,25,0,10,0,0,0,0,0,0,63,14,9,14,64,18,83,24,11,0,0
2018-03-01,16,10,11,57,15,20,25,48,0,23,0,45,11,9,35,0,0,0,92,32,15,0,0,21,27,0,0,9,8,13,31,7,31,0,0,0,29,0,0,7,0,0,0,0,43,12,0,0,7,41,20,7,0,39,36,0,0,0,0,0,0,0,29,8,10,13,100,0,28,22,14,0,0
2018-04-01,15,22,13,43,17,26,10,0,40,13,20,0,13,0,0,0,0,0,0,0,17,0,30,24,23,0,8,0,9,0,36,10,36,17,0,0,33,0,8,0,0,0,7,29,0,27,0,0,8,0,9,0,0,26,0,0,0,11,0,33,0,0,34,14,7,15,57,0,22,0,12,0,0
2018-05-01,14,0,12,49,16,30,18,25,0,12,18,0,0,10,0,0,7,7,64,0,15,41,0,37,0,12,7,0,8,9,32,7,0,0,0,36,30,40,7,0,0,0,7,0,0,12,0,52,7,22,12,0,22,23,0,14,0,0,0,0,0,0,30,6,0,23,43,0,20,23,11,0,0
2018-06-01,7,0,0,0,8,25,25,0,38,21,0,49,0,10,39,0,7,15,34,0,21,0,29,23,0,12,0,0,0,9,0,15,34,0,0,0,16,0,0,15,0,0,14,0,31,0,0,0,7,0,16,0,0,24,0,15,0,10,0,0,0,0,32,14,7,14,41,0,21,0,30,0,0
2018-07-01,29,11,0,0,8,19,24,27,39,0,20,100,25,0,39,0,0,0,34,0,0,0,30,0,22,12,8,0,9,9,0,11,0,16,0,0,32,43,7,8,0,0,0,0,0,13,0,0,11,23,20,0,0,25,0,13,0,0,11,0,43,0,0,0,7,0,28,0,53,24,18,0,0
2018-08-01,14,10,0,30,16,24,14,26,0,25,19,72,12,0,0,0,7,7,66,0,16,0,57,0,21,24,0,0,17,9,33,7,100,0,8,37,15,41,14,7,0,0,0,27,0,25,0,53,7,22,19,7,23,24,0,18,0,10,0,0,0,0,47,13,16,0,40,0,20,23,29,40,0
2018-09-01,29,0,0,31,0,45,23,53,39,0,19,0,12,10,39,0,0,0,34,35,16,0,29,23,22,0,0,10,9,9,0,10,34,16,8,0,0,43,0,7,0,0,0,28,0,39,0,0,7,23,8,22,0,12,0,12,0,0,0,0,0,50,0,10,14,29,28,18,42,48,11,0,0
2018-10-01,28,0,12,31,16,44,14,26,38,25,19,0,12,15,0,0,7,0,66,34,0,0,29,45,22,12,7,0,8,9,0,7,0,0,0,0,23,0,0,7,0,0,0,27,31,13,0,0,7,22,8,0,23,24,0,17,45,0,0,31,0,0,31,0,14,14,40,0,20,0,7,0,0
