date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kiwifruit,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2011-01-01,22,0,15,100,6,7,7,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,13,0,30,0,0,0,0,100,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,7,0,0,0,19,0,5,27,0,0,0,0,0,0,0,7,0,28,0,0,0,0,0,0,0,10,0,0
2011-02-01,25,0,0,0,12,10,6,0,24,0,0,18,17,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,9,64,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,0,10,0,0,0,19,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7
2011-03-01,18,0,14,0,0,17,6,0,0,0,0,16,0,0,0,16,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,56,0,0,0,0,100,15,0,0,33,0,20,7,0,0,9,0,11,0,27,0,42,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,13,0,6
2011-04-01,6,0,0,0,5,15,4,0,0,0,100,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,43,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,18,0,14,0,0,0,35,0,5,0,0,0,18,0,0,100,0,0,0,0,100,5,0,0,9,0,0,21,0,0
2011-05-01,8,0,0,0,15,8,3,0,21,0,0,0,0,0,0,17,0,27,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,14,0,0,0,17,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,11,0,0
2011-06-01,15,28,0,0,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,0,9,0,0,9,6,0,0,0,0,0,0,0,15,53,0,0,0,100,0,28,0,0,0,6,0,0,0,0,8,0,28,0,0,0,16,0,8,0,0,0,0,0,0,0,0,4,19,24,0,0,0,0,6,23,0,15,24,0
2011-07-01,8,27,0,84,5,13,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,16,0,0,0,0,6,0,0,87,5,0,0,4,0,0,6,23,0
2011-08-01,12,25,0,0,9,14,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,24,8,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,17,0,0,4,0,0,7,0,0,16,0,0
2011-09-01,13,0,0,0,4,15,6,0,0,0,83,0,0,0,0,0,0,23,0,0,0,0,21,0,4,0,0,0,20,5,0,0,0,0,100,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0
2011-10-01,12,0,0,0,6,7,4,0,0,0,0,0,12,16,0,14,39,0,0,0,0,0,0,0,3,0,4,0,0,8,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,14,5,17,6,0,42,0,14,11,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,11,0,5
2011-11-01,9,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,20,7,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,12,0,3,0,0,0,13,0,0,0,0,5,15,0,0,0,0,0,3,0,0,7,0,5
2011-12-01,8,0,0,0,3,7,3,0,0,0,0,0,8,10,0,8,0,0,0,0,0,0,0,44,2,0,0,0,11,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,8,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,3,0,0,15,0,0
2012-01-01,9,0,6,0,2,8,2,0,0,0,0,0,6,0,0,0,0,11,0,9,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,3,0,0,4,0,6,0,0,0,7,0,4,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,4,0,0,12,11,0
2012-02-01,10,0,0,38,3,8,8,0,9,0,0,7,6,0,0,7,0,0,100,18,0,0,10,0,4,0,0,0,10,3,0,0,4,3,0,11,38,0,0,0,0,0,0,0,0,0,44,0,6,0,0,14,2,0,6,0,21,4,0,7,0,0,0,7,0,2,0,0,0,7,0,0,0,100,4,8,11,40,0,0,0,0,0,0,10,0,3
2012-03-01,12,0,0,0,2,6,5,9,0,0,35,6,6,0,0,0,0,0,87,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,0,6,0,8,0,10,0,6,0,2,0,0,0,6,0,100,0,0,3,0,0,0,4,0,0,3,0,0,10,0,0
2012-04-01,8,11,0,0,6,9,4,0,8,0,0,6,12,0,0,0,0,0,0,0,0,0,9,0,2,0,4,0,9,4,0,11,0,3,0,6,0,0,0,10,0,3,0,0,0,0,41,39,0,0,2,0,2,0,3,0,0,0,0,12,0,0,0,7,19,2,0,0,0,7,11,0,37,0,5,8,0,0,2,0,0,7,9,0,12,0,0
2012-05-01,12,10,0,31,7,10,6,0,0,0,32,11,5,0,0,0,0,0,0,7,0,0,8,0,3,0,2,0,8,4,100,0,0,0,0,5,0,0,0,0,10,3,19,0,0,0,0,33,5,0,0,6,2,0,2,0,25,6,6,8,0,0,71,9,0,3,0,0,0,6,0,0,0,0,3,7,0,0,0,0,0,1,8,0,19,0,2
2012-06-01,9,9,0,0,6,13,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,7,5,0,0,3,2,0,31,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,9,0,0,2,0,0,3,0,10,0,0,67,9,16,1,8,0,0,11,0,0,0,0,2,6,0,0,2,0,0,3,8,0,11,0,0
2012-07-01,9,0,0,0,3,10,6,8,0,0,30,5,5,6,0,0,0,0,73,0,0,0,7,0,1,0,0,0,0,4,0,8,6,2,0,18,28,0,0,0,0,2,0,0,0,0,33,0,0,0,0,9,0,0,2,0,15,0,0,10,0,8,98,8,0,2,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,12,0,2
2012-08-01,11,0,0,0,4,11,6,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,7,0,2,0,3,0,0,3,0,0,3,2,0,15,0,0,0,0,0,2,0,0,0,0,33,32,5,0,1,11,2,0,2,0,0,4,0,9,0,9,0,11,0,3,0,0,0,5,0,0,0,0,3,0,0,0,2,0,0,4,8,0,14,8,3
2012-09-01,10,0,0,0,2,12,4,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,8,0,2,0,2,0,8,3,0,9,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,2,0,5,0,0,3,0,7,0,0,0,15,0,2,0,0,0,0,0,0,0,81,4,0,0,0,0,0,100,3,0,0,6,9,2
2012-10-01,11,20,5,32,0,12,5,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,4,0,9,0,0,0,11,0,0,0,0,0,3,0,2,0,0,0,34,5,0,0,6,2,7,2,0,0,6,0,5,0,9,0,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,8,0,15,0,0
2012-11-01,12,11,5,33,4,13,5,0,0,0,0,6,0,0,0,6,0,0,0,8,0,0,17,0,2,0,2,0,8,4,0,10,0,0,0,8,0,0,0,9,0,3,20,0,0,0,0,0,5,0,0,6,4,0,0,0,0,0,0,5,0,0,0,8,0,2,0,0,0,6,11,0,0,0,3,0,9,0,2,100,0,4,0,0,23,0,0
2012-12-01,15,0,0,35,2,11,5,0,8,0,0,6,6,0,0,0,17,10,88,0,0,0,9,0,3,0,2,0,9,2,0,0,0,0,0,10,35,0,0,0,11,3,0,2,0,0,40,0,0,0,2,0,0,0,0,0,0,3,6,5,8,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0
2013-01-01,15,0,0,0,3,17,4,9,0,0,0,11,8,0,0,0,0,0,0,0,0,0,8,0,3,0,4,2,0,4,0,0,0,2,0,8,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,2,0,18,3,6,11,0,0,0,18,0,2,0,0,0,9,0,0,0,0,1,0,9,0,2,0,0,1,9,0,14,0,2
2013-02-01,10,0,0,36,4,28,7,0,0,0,0,6,0,8,0,7,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,46,13,0,0,0,0,0,6,0,3,100,0,0,40,0,0,0,0,2,0,4,0,20,0,0,17,0,0,0,7,0,2,0,0,100,7,0,0,0,0,2,8,10,0,0,0,0,0,0,10,9,0,0
2013-03-01,15,10,0,61,5,15,7,0,0,0,32,0,7,6,0,0,0,0,0,14,0,0,8,57,1,58,2,0,0,5,0,9,0,0,39,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,2,0,2,0,17,0,0,11,0,9,70,13,0,3,0,0,0,11,0,0,0,0,3,7,17,0,0,0,0,4,0,0,17,8,2
2013-04-01,12,0,4,44,5,18,5,0,0,0,0,0,9,0,5,0,30,8,0,7,0,0,7,0,1,0,3,0,0,5,0,9,6,2,37,5,29,0,100,8,9,2,0,2,0,0,0,0,5,0,0,8,2,0,0,0,0,5,0,9,0,9,0,8,0,2,0,0,0,5,0,0,0,0,3,6,0,0,4,0,0,3,0,0,14,0,4
2013-05-01,7,0,0,0,10,13,6,0,11,0,0,0,4,0,4,0,12,7,0,6,0,0,6,23,2,46,0,0,6,4,0,0,2,0,0,7,24,0,0,7,0,2,0,0,0,0,0,0,0,0,0,5,6,0,4,7,20,2,0,9,0,0,0,4,13,2,0,0,0,5,0,0,0,0,2,0,0,25,6,0,0,2,0,0,19,0,0
2013-06-01,13,0,0,0,6,12,6,0,6,0,0,7,0,0,0,9,0,7,0,0,0,0,13,0,3,48,1,0,0,4,0,8,3,3,32,6,26,0,88,0,0,4,0,2,70,0,0,0,0,0,2,5,2,0,2,7,21,0,0,8,0,8,0,13,14,2,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,4,0,0,10,7,2
2013-07-01,9,8,0,0,4,12,5,0,0,0,0,9,0,0,0,4,0,0,0,6,0,0,13,23,3,47,3,0,6,2,0,0,2,5,0,13,0,0,0,0,8,3,0,0,0,0,28,0,0,0,0,0,2,0,0,0,40,5,5,7,0,11,0,9,0,2,0,0,0,5,8,0,0,0,2,0,7,0,4,74,0,3,6,3,11,0,2
2013-08-01,9,7,3,46,3,11,4,0,0,0,0,4,7,5,4,0,0,7,0,5,0,0,0,0,2,43,2,0,0,4,0,0,2,2,29,20,30,0,0,0,0,2,0,0,0,0,0,0,4,0,1,4,2,0,2,0,12,3,4,2,0,7,0,8,0,3,0,0,0,0,0,0,0,0,2,0,13,0,1,0,0,4,0,0,16,6,0
2013-09-01,10,8,0,24,4,17,4,0,0,0,25,4,6,0,0,4,12,0,0,6,0,0,0,0,3,0,3,0,6,4,0,7,2,2,0,12,24,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,2,0,3,0,0,2,0,5,11,0,56,12,0,1,0,0,0,5,0,0,0,0,2,0,0,25,3,0,0,4,0,3,11,7,0
2013-10-01,19,8,0,24,3,14,6,0,0,0,25,6,4,0,0,4,0,0,0,0,0,0,8,0,3,0,1,0,6,6,0,18,2,4,0,6,0,0,0,0,7,3,0,2,66,0,0,0,0,0,1,4,2,0,0,6,0,0,0,7,0,7,56,13,0,5,0,0,0,4,0,0,0,63,1,5,0,0,4,0,0,0,0,0,20,7,2
2013-11-01,16,8,0,0,2,19,8,7,0,0,0,7,4,0,0,4,25,0,0,0,0,0,6,0,1,0,1,0,6,4,80,7,2,4,0,6,0,0,0,7,0,5,15,0,0,0,0,0,0,0,0,4,2,0,3,6,0,2,4,7,0,0,56,9,0,2,0,0,0,5,0,0,0,0,1,0,0,25,3,0,78,4,0,0,24,0,2
2013-12-01,10,5,0,0,2,16,3,0,3,0,0,9,4,3,0,3,16,4,0,0,0,0,8,14,1,0,1,3,4,3,0,5,2,2,0,7,0,0,53,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,2,4,8,2,4,4,0,6,70,10,0,2,4,0,0,9,5,0,0,40,2,4,8,0,2,0,0,2,0,0,18,0,1
2014-01-01,10,6,2,0,3,16,6,3,6,0,0,2,4,0,0,5,0,4,0,3,0,0,7,12,3,24,1,0,5,4,0,4,3,2,24,5,13,0,0,0,4,6,0,0,0,73,15,0,2,0,0,2,3,0,2,3,7,2,4,8,0,5,59,17,10,2,0,0,0,2,0,0,0,0,3,3,4,26,3,0,0,3,7,3,11,0,1
2014-02-01,11,4,4,0,4,14,7,4,0,70,15,4,9,3,2,3,0,8,0,3,0,0,5,13,3,27,1,1,7,5,0,4,3,1,0,6,14,0,0,0,4,3,9,1,38,80,16,0,7,0,1,4,1,0,4,4,15,4,0,6,0,8,0,16,23,2,4,0,59,5,5,0,0,0,3,3,6,0,4,42,0,2,4,0,14,0,1
2014-03-01,10,4,2,0,4,21,7,0,3,0,0,5,5,6,0,4,7,4,0,3,67,0,6,0,2,25,1,2,10,4,0,12,4,2,17,5,66,0,68,0,4,3,0,0,0,76,15,0,2,0,0,4,1,6,1,5,32,2,2,7,3,8,30,19,7,2,0,0,0,5,0,0,0,0,3,3,7,14,3,0,0,2,5,2,8,0,0
2014-04-01,8,5,2,14,6,23,6,4,0,0,0,4,3,0,0,5,0,6,0,3,0,0,7,13,2,26,1,1,4,7,0,4,2,1,18,7,14,0,48,4,13,4,8,1,39,0,24,0,0,0,2,3,2,0,1,6,8,3,0,8,3,4,32,13,0,2,4,0,0,3,5,0,14,0,1,3,6,15,2,42,0,2,0,2,16,0,1
2014-05-01,11,6,3,0,9,25,7,5,0,91,19,6,12,4,0,3,9,5,0,0,0,0,7,0,2,0,1,0,5,4,0,5,2,2,0,14,18,0,0,0,6,7,0,1,0,0,0,0,3,0,1,10,2,0,1,0,25,3,3,7,0,8,42,18,10,3,0,0,0,3,6,0,0,0,3,0,0,0,3,0,58,5,0,0,14,0,1
2014-06-01,8,12,0,19,3,22,4,0,0,0,0,5,9,0,3,3,0,5,0,4,0,100,19,0,3,0,1,1,14,6,0,0,3,1,0,6,55,0,0,0,0,3,0,0,0,0,32,0,3,0,0,3,1,4,1,5,15,4,0,6,4,6,85,15,20,3,0,0,0,4,0,0,0,0,3,0,5,19,4,0,0,6,7,3,16,5,3
2014-07-01,13,9,3,0,5,17,7,0,4,0,20,8,9,4,0,10,0,5,0,0,0,0,11,0,4,36,1,1,8,5,0,6,7,0,0,9,19,0,0,0,0,2,0,0,52,0,32,0,3,0,2,5,1,0,3,5,21,2,3,5,0,11,0,17,10,2,0,0,53,7,0,0,0,0,4,8,5,19,1,0,0,3,0,0,21,0,0
2014-08-01,10,7,3,0,5,21,3,0,0,100,21,5,5,0,0,4,10,6,0,5,0,0,16,0,2,0,1,0,10,3,0,6,3,1,0,10,20,0,0,0,13,2,0,3,0,0,0,0,7,0,0,4,4,0,3,0,11,4,4,4,0,0,47,16,11,2,0,0,0,0,6,0,0,0,2,4,0,42,2,0,0,4,5,0,13,0,1
2014-09-01,12,6,6,29,2,15,5,0,0,0,0,3,9,4,0,7,0,0,0,0,100,0,5,0,2,0,3,0,5,4,0,6,4,0,24,8,19,0,0,0,6,4,12,1,0,0,0,0,3,0,2,4,2,4,3,5,0,3,0,5,4,6,44,13,0,2,0,0,54,4,0,0,20,0,5,4,0,0,1,0,0,2,0,0,15,0,1
2014-10-01,10,5,0,16,3,20,5,0,4,0,0,0,8,0,3,3,8,0,0,4,0,0,4,0,3,31,1,0,4,7,0,5,2,0,20,14,16,0,56,0,5,2,0,1,0,0,0,18,3,0,1,7,1,0,2,4,13,4,0,8,0,5,38,6,9,3,0,0,45,3,0,48,0,0,2,0,5,17,3,0,52,4,4,0,11,4,1
2014-11-01,11,5,0,31,2,17,7,4,4,0,0,5,4,0,3,6,0,4,0,0,0,0,4,0,3,0,2,0,4,5,0,0,0,2,20,12,15,0,55,0,0,2,0,0,86,0,0,0,3,0,1,5,2,0,1,4,8,3,3,6,0,14,36,10,0,2,4,0,0,3,5,0,16,0,2,3,0,0,2,0,0,5,4,0,29,4,0
2014-12-01,10,0,2,0,3,16,5,0,4,0,33,3,8,3,0,0,8,0,0,0,0,0,8,0,1,30,2,0,0,4,0,7,3,2,20,8,16,0,0,0,0,5,10,0,0,0,0,0,3,0,0,4,2,3,1,0,0,4,3,6,3,5,73,13,9,2,0,0,0,3,0,0,0,0,1,3,4,16,2,0,51,3,4,0,16,4,0
2015-01-01,14,5,2,0,4,14,7,4,0,0,15,6,2,3,0,3,22,8,37,3,74,0,4,13,2,0,1,0,7,4,0,4,4,1,0,11,29,0,0,0,0,3,0,0,0,0,17,0,0,0,1,3,4,0,2,4,0,2,4,5,0,4,44,13,0,1,0,0,59,3,0,0,15,0,2,3,4,15,1,0,46,4,0,4,14,0,1
2015-02-01,18,8,0,0,5,19,6,4,4,82,17,7,7,4,0,6,8,5,0,4,0,0,4,0,2,31,1,0,0,4,0,7,3,2,21,8,16,0,57,0,0,4,0,0,0,0,0,18,3,0,1,5,3,4,2,4,18,0,0,9,0,10,38,9,9,2,0,0,0,3,0,0,0,0,4,0,5,17,1,0,0,4,4,2,15,4,1
2015-03-01,13,10,2,31,7,17,5,4,3,0,16,11,8,0,0,6,8,9,40,4,0,0,6,0,2,0,1,1,4,2,0,0,4,2,0,8,15,0,52,4,0,5,9,1,0,0,17,17,3,0,1,3,1,3,3,0,8,3,3,8,3,5,0,15,16,2,0,0,42,3,5,0,0,0,3,3,4,16,1,0,0,3,4,2,14,4,0
2015-04-01,11,10,0,0,7,15,5,0,3,0,15,4,5,0,0,4,15,4,0,3,0,0,4,0,3,28,2,1,0,3,0,4,3,1,0,6,15,0,51,6,0,3,0,1,0,0,17,0,4,0,1,3,2,3,2,0,8,3,3,6,0,9,0,9,8,1,0,100,0,3,0,0,0,0,2,3,4,15,1,0,0,7,0,0,21,4,3
2015-05-01,12,9,2,0,7,19,6,6,3,0,0,0,2,0,3,8,0,4,0,3,0,0,5,0,2,0,1,0,4,2,47,7,3,3,0,4,14,0,0,0,0,1,17,0,39,0,17,16,2,0,1,3,4,3,2,4,12,2,3,12,0,4,32,11,15,2,0,0,0,3,0,0,0,0,3,3,4,0,2,0,46,2,4,2,19,4,0
2015-06-01,13,0,2,37,5,19,9,3,3,0,0,6,4,8,2,4,12,4,31,0,0,0,8,0,4,23,1,0,6,4,0,5,4,2,16,9,12,0,42,0,0,4,7,3,0,0,28,0,2,0,0,3,2,0,2,3,13,2,2,9,0,4,42,6,0,2,0,0,0,4,0,0,0,0,3,4,3,13,1,0,0,5,3,0,22,0,1
2015-07-01,14,7,0,0,3,16,6,7,3,62,13,4,5,3,2,2,0,7,0,3,0,0,10,0,2,24,2,0,3,6,41,4,1,1,16,14,25,0,43,0,4,4,0,1,0,0,0,0,0,0,1,3,2,0,5,3,13,2,2,8,3,7,57,17,7,2,0,0,0,2,0,0,13,0,4,3,0,13,1,37,0,5,3,2,16,7,1
2015-08-01,11,11,0,0,4,17,7,0,3,0,30,5,6,0,3,0,7,12,0,0,76,0,8,0,4,28,2,1,4,5,0,6,4,2,19,12,29,0,51,0,5,2,0,1,40,0,17,0,0,0,0,6,3,0,2,8,20,1,3,4,3,4,100,17,8,2,0,0,0,4,0,0,0,0,2,3,8,0,1,0,0,4,8,0,18,4,0
2015-09-01,13,11,0,17,2,13,6,5,0,86,18,5,6,4,3,4,9,5,0,4,0,0,13,16,3,33,2,1,4,7,0,0,3,1,0,5,17,0,0,0,5,3,0,1,0,100,0,0,3,0,1,3,2,0,4,0,24,2,0,7,0,0,40,15,9,1,0,0,0,5,0,0,0,0,2,0,5,0,1,0,0,5,5,0,14,0,0
2015-10-01,12,5,0,21,4,21,7,4,6,70,15,5,2,3,2,3,0,8,0,3,0,0,7,0,3,27,1,0,7,6,0,11,3,1,0,7,14,0,0,0,0,3,0,1,0,0,0,31,5,0,1,3,2,0,3,4,8,2,3,7,0,4,54,18,8,2,0,0,0,7,0,0,15,0,4,3,8,29,1,0,0,3,4,0,11,4,1
2015-11-01,14,13,2,18,5,21,7,6,3,0,14,3,2,0,2,5,7,4,0,3,0,0,3,0,4,100,2,0,28,6,0,7,4,2,17,12,20,0,91,0,0,8,0,0,0,0,0,0,2,100,1,2,2,0,2,4,18,2,0,8,3,4,71,9,0,2,4,0,37,6,8,0,0,34,4,6,11,21,2,0,0,4,3,0,22,0,0
2015-12-01,9,10,0,15,4,11,7,4,0,0,16,7,6,3,3,4,8,6,39,5,0,0,4,0,3,58,1,0,16,6,0,9,4,4,0,9,23,0,52,0,0,4,0,0,0,0,17,0,2,0,0,4,3,0,2,4,0,3,3,8,3,0,35,14,8,2,0,0,42,3,7,0,0,40,3,0,0,16,3,45,0,3,0,0,21,4,1
2016-01-01,13,7,0,21,5,14,10,7,5,0,0,7,3,2,0,4,16,12,0,4,0,0,13,15,3,60,1,0,3,4,0,4,3,1,13,9,31,0,0,0,3,3,13,0,0,0,12,0,3,0,0,4,2,2,2,3,6,1,0,9,0,3,36,12,0,3,0,0,0,3,0,0,0,0,3,2,6,11,1,0,0,5,4,1,18,0,1
2016-02-01,16,3,0,11,6,16,8,6,2,0,11,5,4,0,0,7,6,3,0,0,0,0,5,0,4,31,1,1,8,4,0,6,4,2,14,8,11,0,0,0,3,6,0,1,0,0,19,0,2,0,0,4,2,2,1,3,12,2,2,6,2,3,37,13,6,2,0,0,0,3,0,0,0,28,2,4,3,22,2,0,0,5,3,0,16,3,1
2016-03-01,13,9,0,21,5,15,7,0,0,0,22,6,5,0,0,3,5,4,0,5,53,56,7,0,4,33,1,0,3,4,0,6,3,2,13,11,52,0,36,0,3,3,13,0,28,0,12,11,3,0,1,6,1,2,2,0,6,3,3,6,0,3,48,12,8,2,0,0,29,4,0,0,0,0,3,0,3,0,2,0,0,5,3,1,15,3,1
2016-04-01,9,5,0,26,10,11,5,3,5,51,11,2,6,2,0,7,11,3,0,5,0,0,9,0,4,20,1,0,3,5,0,4,3,2,26,10,10,0,0,3,3,2,0,0,28,0,0,23,3,0,0,7,1,0,2,0,20,1,2,10,0,5,39,15,6,3,3,0,43,2,3,31,0,0,5,3,3,11,3,0,33,4,3,4,18,4,2
2016-05-01,13,3,2,22,13,15,9,0,2,0,11,3,4,0,2,3,0,6,0,3,0,0,11,0,5,20,1,0,3,4,0,8,3,1,14,11,14,0,0,0,0,5,7,1,0,0,0,12,4,0,0,7,2,0,1,4,20,3,2,8,0,6,37,17,6,1,0,0,30,3,0,0,0,0,4,2,6,11,2,0,0,9,3,0,22,0,1
2016-06-01,14,5,0,0,10,13,7,3,2,0,11,4,4,2,0,2,6,5,0,3,0,0,9,0,4,21,1,0,4,5,0,7,2,2,14,23,11,0,0,0,0,3,0,1,0,0,13,12,2,0,1,5,1,0,1,3,6,3,2,7,2,4,50,16,0,3,0,0,0,3,0,0,0,0,3,2,0,11,2,0,0,6,0,0,31,0,2
2016-07-01,13,7,0,11,6,15,8,6,0,0,0,5,4,2,2,0,11,8,0,2,0,0,11,0,4,80,2,0,4,6,0,4,1,2,0,19,21,0,0,0,3,4,6,2,0,61,0,0,3,0,1,3,2,0,2,3,29,2,0,7,2,3,57,14,0,2,0,0,30,4,3,0,11,0,5,3,3,11,3,31,0,6,3,1,28,3,1
2016-08-01,10,5,0,10,4,14,9,4,0,0,0,5,5,0,2,4,0,3,26,2,51,0,4,0,4,19,1,1,3,4,0,8,3,2,13,30,15,0,35,0,5,5,0,1,0,0,12,0,2,0,0,3,2,2,2,0,16,2,2,4,2,3,54,16,0,3,0,0,28,4,0,0,0,0,3,2,6,10,3,0,32,4,3,1,21,3,0
2016-09-01,12,10,0,11,5,16,7,0,2,0,0,4,4,0,0,4,16,14,0,5,0,0,7,0,5,20,2,0,3,6,0,6,0,1,14,16,22,0,0,0,3,3,23,0,0,0,13,12,2,0,1,3,2,2,3,0,6,2,2,3,2,0,33,17,0,3,0,0,30,3,3,0,0,0,4,5,3,0,2,33,0,4,3,1,19,3,0
2016-10-01,12,6,2,20,5,15,10,0,2,50,11,8,3,0,2,2,15,7,0,7,0,0,5,10,6,19,1,0,5,6,0,6,1,1,0,18,35,0,0,3,0,5,6,1,0,0,12,11,7,0,0,4,2,0,2,3,5,1,4,5,2,0,35,21,6,2,0,0,0,3,0,0,0,0,5,3,4,16,5,61,0,3,0,1,18,3,0
2016-11-01,12,6,0,0,5,18,10,5,4,0,0,5,8,0,0,2,10,6,0,0,0,0,5,19,7,38,1,1,6,5,0,4,2,1,13,15,15,0,0,3,3,2,0,2,27,0,0,0,2,0,0,2,2,2,3,5,11,2,4,5,2,7,69,21,5,3,0,0,28,5,0,0,10,0,5,2,6,0,3,0,63,3,5,0,24,3,1
2016-12-01,7,3,0,0,3,15,5,0,0,0,10,8,7,2,3,6,5,11,0,2,0,0,7,0,4,27,1,0,5,4,31,5,2,2,12,6,13,0,0,0,3,2,6,1,0,0,11,0,2,0,1,4,2,0,0,3,5,2,2,5,2,4,52,11,5,2,0,0,27,3,6,0,0,25,3,0,5,10,2,29,0,4,3,1,16,3,0
2017-01-01,13,5,0,9,4,18,8,5,2,0,19,8,7,2,2,4,18,5,0,2,0,0,4,0,5,40,2,1,2,4,0,6,2,2,15,11,9,0,31,0,3,3,0,0,0,0,10,0,1,0,0,4,2,0,2,2,10,2,0,6,2,3,75,13,0,2,0,0,25,3,0,0,0,0,3,4,4,19,2,0,0,4,2,0,18,5,1
2017-02-01,12,9,0,9,5,18,10,2,2,0,0,8,5,0,5,6,7,3,0,3,0,0,12,9,3,23,1,1,0,3,0,7,1,2,18,12,9,0,32,3,6,4,6,1,0,0,11,0,2,0,0,3,2,0,1,0,10,3,2,9,2,6,42,15,0,3,0,0,38,6,0,0,10,0,4,4,3,0,1,0,0,3,2,1,14,3,1
