date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Hominy,Jerusalem Artichoke,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2008-12-01,33,0,0,0,13,36,0,19,0,0,0,0,27,0,71,0,0,0,0,59,0,0,0,0,0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,62,0,0,0,43,0,15,0,0,0,0,0,0,37,0,0,31,0,0,47,0,16,0,0,0,62,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,50,0
2009-01-01,40,0,0,0,28,24,0,17,0,0,0,0,22,0,0,75,37,0,0,0,0,0,0,0,0,0,0,0,51,0,0,29,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,13,0,0,0,0,0,0,33,0,0,28,0,0,0,0,14,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,19,0,0,0,0,0
2009-02-01,18,0,0,0,18,33,0,18,0,0,0,50,23,0,0,0,0,0,0,0,0,26,0,0,0,32,0,0,28,0,0,0,0,0,53,0,0,0,39,0,0,0,0,14,18,0,0,0,0,0,0,14,0,26,0,0,0,46,35,0,91,30,0,0,0,0,15,0,0,0,29,100,13,0,63,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,20,0,0,0,0,0
2009-03-01,16,0,0,38,0,26,0,16,0,0,0,0,31,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,35,0,0,0,0,0,0,0,0,12,24,0,0,39,0,0,0,13,0,23,23,0,0,0,30,25,0,0,0,0,0,39,26,0,0,0,39,0,11,0,0,0,0,0,0,0,0,86,0,0,55,0,0,0,0,0,0,18,0,0,0,0,0
2009-04-01,38,0,0,91,12,27,0,19,0,0,0,0,10,0,0,0,0,90,0,57,0,0,0,0,0,33,0,0,57,0,0,0,0,0,0,0,0,0,41,0,0,0,0,15,19,0,0,46,37,0,0,15,0,0,27,0,57,0,0,0,0,31,87,30,0,0,31,0,44,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,21,0,0,37,0,29
2009-05-01,35,0,34,42,45,35,0,17,0,0,0,48,19,0,0,0,0,84,0,0,0,0,26,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,56,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,81,0,42,0,0,0,41,0,0,0,21,0,20,0,0,0,0,0,0,0,100,30,0,0,0,0,0,0,0,19,0,55,34,0,0
2009-06-01,23,42,0,0,16,52,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,24,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,0,41,0,0,37,13,0,0,24,0,0,43,32,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
2009-07-01,37,0,36,0,29,18,0,0,0,0,0,0,15,0,0,0,0,0,0,55,0,26,27,0,0,0,28,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,40,0,0,0,0,0,0,0,46,0,0,0,0,0,0,44,0,15,0,0,0,29,0,26,0,0,0,0,0,0,0,0,0,0,0,62,44,0,0,0,0,0,20,50,0,0,0,0
2009-08-01,38,0,0,0,24,26,0,0,0,0,100,0,0,0,0,0,0,0,90,56,0,0,0,0,0,0,0,0,28,0,29,0,0,31,27,0,54,0,0,0,0,0,0,15,19,0,31,0,0,0,0,15,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,22,0,0,0,0,0,0,100,0,32,0,45,0,0,0,0,33,0,50,0,0,0,0
2009-09-01,26,0,0,0,11,38,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,28,49,53,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,24,32,0,0,43,0,0,0,0,0,0,0,0,14,0,0,0,27,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,54,60,0,0,0,19,0,0,0,0,0
2009-10-01,32,0,0,0,21,32,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,24,0,0,0,36,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,35,0,12,0,46,23,0,0,0,0,0,79,0,0,0,0,0,0,0,0,69,38,0,19,0,30,0,23,0,0,0,0,0,0,27,0,39,0,0,0,0,29,18,0,0,31,0,0
2009-11-01,32,0,0,0,35,16,0,16,47,0,0,0,14,0,0,0,0,0,0,0,0,23,0,0,0,28,0,0,24,0,24,0,0,0,0,50,0,0,34,0,0,0,0,0,16,0,0,0,30,0,35,12,0,23,0,0,24,0,0,0,0,0,73,0,38,0,13,0,0,0,0,0,19,0,0,0,23,0,0,71,0,0,0,0,0,0,0,55,0,0,0,17,0,0,30,40,0
2009-12-01,17,0,0,0,16,33,0,17,0,0,0,0,14,0,61,0,0,80,0,0,0,0,0,0,74,29,0,0,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,40,0,0,0,0,0,0,24,0,0,0,0,27,83,27,0,0,0,40,13,0,0,0,40,0,12,0,38,0,0,0,0,0,0,0,0,28,56,83,0,0,0,0,0,0,45,0,64,0,0
2010-01-01,20,0,0,0,19,36,0,15,0,0,0,0,24,0,0,0,0,0,0,0,71,0,0,0,0,26,23,0,0,88,0,0,0,0,0,94,0,59,0,0,0,0,0,23,15,0,0,36,0,32,33,12,0,0,21,0,22,37,0,0,0,24,0,24,0,36,12,0,0,0,0,0,16,0,17,37,0,53,0,0,0,0,0,51,0,36,47,0,0,0,0,0,40,0,0,0,0
2010-02-01,32,0,0,0,21,29,0,16,0,0,0,0,53,0,58,0,0,0,0,0,0,23,48,0,0,28,0,0,0,0,25,0,0,26,23,0,0,0,0,0,0,0,0,19,16,0,0,38,0,0,0,37,0,0,0,0,0,0,30,0,0,26,0,26,39,0,13,0,0,69,26,0,11,0,18,0,23,0,0,0,0,0,0,0,54,0,0,0,0,0,0,17,0,0,0,0,0
2010-03-01,43,35,0,0,42,32,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,21,0,0,0,38,0,0,22,0,0,0,0,24,21,0,0,0,31,0,0,0,0,34,22,0,0,34,0,0,0,11,0,20,41,0,22,0,27,23,0,23,0,0,0,0,0,0,0,0,23,78,10,0,16,0,0,0,0,0,0,0,0,0,0,35,46,0,0,0,0,16,0,0,0,0,0
2010-04-01,49,0,32,39,11,33,0,17,0,0,0,0,24,0,59,0,36,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,54,24,51,47,0,0,0,0,0,0,0,22,0,27,40,0,36,0,13,0,0,0,0,0,41,0,0,0,26,0,0,40,0,0,0,0,0,39,0,11,0,19,0,0,0,0,0,65,0,0,42,0,40,0,0,0,0,0,18,45,0,47,0,0
2010-05-01,38,0,0,39,21,49,0,16,0,0,0,0,22,0,0,0,0,0,0,0,79,23,0,0,0,0,25,0,0,0,0,0,0,27,24,0,0,0,35,0,0,0,0,13,49,0,0,39,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,0,39,0,13,0,0,0,26,89,17,0,19,0,23,0,0,0,0,0,0,0,0,0,51,0,0,0,0,27,0,0,0,0,0
2010-06-01,40,42,34,0,27,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,0,0,0,27,0,26,0,27,0,0,29,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,20,0,50,0,0,0,43,0,28,0,0,0,0,83,0,14,0,0,74,55,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,19,0,0,100,0,0
2010-07-01,23,43,34,0,28,35,0,18,53,0,0,0,14,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,29,0,0,100,0,0,100,0,0,0,27,17,0,0,0,0,38,38,13,0,0,49,0,0,0,33,0,0,0,80,0,0,0,14,0,0,0,28,0,12,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,63,0,0,38,0,0,34,0,0
2010-08-01,41,0,0,0,21,15,0,25,0,0,0,0,24,42,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,38,0,0,52,0,0,35,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,23,0,0,0,0,0,0,0,0,26,0,40,0,0,0,0,52,0,12,0,19,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,18,0,0,31,0,0
2010-09-01,39,0,0,0,10,25,100,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,26,23,0,45,0,68,0,0,0,0,12,16,0,26,0,0,0,0,0,0,0,0,0,24,0,0,25,0,0,0,0,38,38,0,0,0,68,0,0,17,100,0,0,0,0,0,0,0,0,0,27,54,0,0,0,0,0,0,17,43,0,60,0,0
2010-10-01,45,0,0,36,10,39,0,15,0,0,0,0,30,0,0,0,0,0,0,0,0,32,23,0,0,0,0,0,0,0,0,25,0,0,0,0,43,0,32,0,0,0,0,12,22,47,0,0,0,0,0,0,0,0,0,0,23,0,56,24,0,0,0,0,0,0,0,0,0,0,72,0,43,94,23,0,0,0,0,0,0,0,0,26,51,0,0,0,0,0,0,16,0,0,29,0,0
2010-11-01,44,0,0,0,19,23,0,14,0,0,0,0,11,0,52,0,0,68,70,0,0,21,0,0,0,25,0,0,21,0,0,0,0,24,21,0,0,0,32,0,0,0,0,17,29,0,0,35,0,0,0,17,0,0,40,0,22,0,27,0,0,23,0,0,0,0,0,0,34,0,0,0,41,0,25,0,0,0,0,0,0,0,0,25,49,0,0,51,0,0,0,31,39,0,28,36,0
2010-12-01,46,0,60,0,25,32,0,15,46,0,0,0,14,0,0,67,0,73,0,46,0,22,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,36,30,0,0,0,0,33,34,18,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,73,0,11,0,17,0,22,0,0,0,0,0,0,26,0,0,0,54,0,74,0,17,0,0,30,0,0
2011-01-01,35,0,20,0,17,27,0,16,0,0,0,0,23,0,0,45,22,49,0,0,0,30,0,0,0,18,0,0,15,0,0,17,0,17,22,0,0,0,22,0,0,93,0,24,51,0,0,0,0,0,0,13,0,29,0,0,0,51,29,0,51,0,0,0,49,0,8,0,0,0,38,0,7,0,12,0,0,0,0,0,0,0,0,18,35,25,0,0,0,0,0,11,28,0,59,26,0
2011-02-01,34,0,22,0,21,40,0,11,0,0,0,0,28,0,40,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,100,0,13,17,0,0,0,0,24,25,17,0,16,0,0,34,0,42,0,0,0,0,0,27,0,9,0,0,0,89,0,13,0,32,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,20,0,30,0,0,0,0
2011-03-01,25,0,0,0,19,34,0,20,0,0,54,0,22,0,36,0,0,0,48,0,48,14,15,0,0,17,16,0,0,0,0,17,0,34,44,0,0,0,21,0,0,0,0,15,15,0,0,24,0,0,0,10,0,14,14,0,15,0,0,0,0,21,0,0,24,24,16,0,0,0,16,54,21,0,15,0,15,36,0,0,0,0,0,17,34,0,32,35,0,0,0,16,0,0,19,0,0
2011-04-01,30,0,22,54,25,34,0,11,0,0,60,31,10,0,0,49,0,54,0,0,0,16,17,0,0,0,0,0,0,0,0,19,0,19,41,36,0,45,25,0,0,0,0,26,11,0,0,27,0,0,0,13,0,0,16,0,17,0,21,0,56,18,0,0,0,55,18,0,0,0,27,0,8,0,13,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,25,0,0,0,0,0
2011-05-01,24,0,0,50,20,38,0,16,0,0,0,29,15,26,0,0,0,0,50,0,100,0,16,0,0,18,0,0,0,0,0,27,0,17,45,33,30,0,23,0,0,0,0,24,21,0,0,25,0,0,0,12,0,0,15,0,0,26,19,16,52,0,0,0,25,0,25,0,0,0,22,0,15,0,18,0,0,0,0,0,0,55,59,0,35,25,33,0,38,0,0,17,0,0,0,0,16
2011-06-01,29,27,0,26,7,42,0,22,0,0,0,0,20,0,0,47,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,16,0,0,43,0,0,0,0,0,13,11,0,0,27,0,24,0,9,0,0,0,0,17,0,0,0,0,18,0,0,0,0,9,0,0,0,23,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,38,0,0,20,0,30,0,21,0,16
2011-07-01,34,55,0,0,15,21,72,17,34,0,0,0,16,0,0,0,0,0,54,0,0,0,17,0,0,20,0,0,17,0,18,0,0,0,16,0,0,0,25,0,0,0,0,40,11,0,0,0,0,0,0,15,0,16,16,0,0,28,21,0,0,0,0,0,27,27,18,0,27,0,81,0,0,0,26,0,16,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,31,0,22,0,0
2011-08-01,15,0,0,0,29,32,0,19,0,0,0,0,17,0,0,0,0,0,55,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,25,0,0,0,0,13,11,36,19,0,0,25,0,9,0,16,16,0,0,0,21,0,0,18,0,0,0,0,9,0,27,0,24,0,16,0,13,0,0,0,0,0,0,0,0,29,39,0,0,0,0,0,0,0,0,0,22,0,17
2011-09-01,43,0,0,26,0,28,0,16,0,0,0,0,14,0,0,47,0,51,51,0,0,0,0,0,0,19,17,0,16,64,0,0,24,0,15,0,0,0,35,0,0,0,0,8,32,0,0,26,0,23,0,11,0,15,0,0,0,0,0,17,0,17,0,0,0,0,9,0,25,0,28,0,25,0,0,0,15,0,0,0,0,0,0,24,0,0,0,0,0,51,19,12,29,0,41,0,0
2011-10-01,42,0,18,0,19,31,0,19,29,0,0,26,19,0,35,0,0,46,0,0,0,21,0,0,0,25,15,0,14,0,0,0,22,16,14,0,27,0,41,0,0,0,0,19,9,31,0,23,0,0,0,12,0,14,0,0,14,24,0,0,48,0,0,15,0,0,0,0,0,0,31,0,27,0,11,23,0,0,0,0,0,0,0,17,32,0,0,34,0,0,0,17,26,0,0,0,0
2011-11-01,54,0,18,0,18,55,0,0,57,0,0,0,26,0,0,41,0,0,0,0,0,0,14,0,0,16,0,0,0,56,14,0,0,16,20,30,0,0,31,0,0,0,37,18,22,0,16,23,0,0,21,15,0,0,13,0,0,0,0,0,0,46,0,23,0,0,8,0,0,40,35,51,11,0,22,0,27,0,0,0,0,0,0,16,48,0,0,77,0,0,0,14,0,0,18,24,14
2011-12-01,42,0,18,23,6,12,0,10,0,0,0,0,17,0,0,0,0,46,0,0,0,0,0,0,0,17,15,44,0,0,15,0,0,16,28,0,0,0,63,0,0,0,0,7,32,0,0,23,0,0,0,22,0,14,13,0,0,24,18,0,0,0,0,0,0,23,11,0,23,41,45,0,13,0,33,0,14,0,0,0,0,0,0,25,0,47,0,34,0,0,0,11,0,0,18,0,0
2012-01-01,50,0,33,0,21,48,0,14,0,40,0,0,15,0,0,0,18,40,40,0,0,0,0,0,0,30,0,0,25,0,13,0,19,14,30,26,0,0,36,0,0,0,0,16,8,0,0,30,16,0,0,26,0,0,12,0,0,31,16,0,41,13,39,0,20,40,7,0,0,36,22,45,9,0,13,21,18,0,0,0,0,0,0,14,0,0,0,59,0,40,15,18,23,0,0,0,0
2012-02-01,50,0,17,0,17,30,0,0,0,0,0,0,31,0,32,0,19,0,0,0,0,13,0,0,0,31,0,0,13,0,0,0,20,15,25,0,25,0,39,0,0,0,0,14,18,0,0,0,0,19,0,14,0,13,0,0,0,0,17,0,0,14,41,0,0,22,18,0,0,0,28,0,10,0,15,0,0,0,0,0,0,0,0,15,30,22,0,0,0,0,0,15,24,0,26,0,0
2012-03-01,46,0,17,20,22,24,0,9,0,0,0,0,31,0,46,0,0,0,41,0,0,12,0,0,0,15,13,0,13,0,0,0,20,0,12,0,0,34,19,0,0,0,0,27,23,0,0,0,0,0,0,7,0,12,12,0,13,21,0,14,43,0,0,14,21,21,7,0,20,37,28,0,12,0,26,21,0,0,0,39,0,46,0,15,0,0,27,61,0,42,0,9,0,0,16,0,0
2012-04-01,37,22,18,22,24,37,0,9,27,0,0,0,7,0,33,0,0,0,0,0,43,20,0,0,40,32,14,0,14,0,14,15,0,15,39,0,0,36,26,0,27,0,0,28,21,0,0,22,0,0,0,17,0,13,13,0,14,0,0,0,45,15,0,0,44,0,7,0,0,0,14,0,13,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,10,100,0,18,23,0
2012-05-01,23,0,0,0,20,33,0,9,0,0,0,24,11,0,31,38,0,42,42,0,0,0,0,0,0,15,14,0,13,0,0,15,20,15,13,0,25,0,19,0,0,0,34,51,17,0,14,21,17,0,19,24,0,13,25,0,0,22,33,14,0,14,40,14,0,21,12,0,0,0,32,0,6,0,23,0,25,31,0,0,0,0,0,15,0,21,0,0,0,0,0,19,71,27,17,0,13
2012-06-01,30,22,18,22,23,27,0,14,0,0,0,0,20,0,33,80,0,0,0,27,0,0,14,100,0,16,28,0,14,0,0,0,31,30,20,0,0,36,20,0,0,0,0,56,24,0,0,22,17,0,20,14,0,13,13,0,14,0,0,0,0,15,0,0,0,0,15,0,21,39,29,0,9,0,10,22,0,0,0,0,0,48,0,39,31,22,29,32,0,0,0,10,25,0,17,0,0
2012-07-01,39,22,0,0,20,33,0,12,0,0,49,0,13,0,33,40,20,44,44,0,0,13,0,0,0,21,0,0,14,0,0,0,0,15,46,29,26,0,49,0,0,0,35,18,12,0,0,22,0,40,0,17,0,0,13,0,0,23,17,0,0,15,42,0,0,22,10,0,0,39,51,0,6,58,10,0,0,0,0,0,0,0,0,23,0,22,29,32,0,0,0,30,50,0,0,0,0
2012-08-01,34,45,18,22,24,35,0,9,28,0,0,25,5,0,0,0,0,89,0,0,44,0,0,0,0,16,14,0,21,0,14,0,0,31,13,29,26,0,40,0,0,0,36,18,15,0,15,45,0,0,0,22,0,13,13,0,0,0,17,0,46,15,43,0,22,0,7,0,0,0,25,0,10,0,18,0,13,33,0,42,0,0,0,16,0,23,0,33,0,0,0,20,38,0,18,0,0
2012-09-01,50,0,17,0,20,26,0,13,0,0,46,0,8,0,0,0,29,0,0,0,0,13,0,0,0,15,41,0,13,0,14,15,20,29,13,0,25,0,28,0,0,0,34,24,17,0,0,21,0,0,0,18,0,13,25,0,0,0,25,0,0,14,41,0,0,0,0,0,41,0,14,0,14,0,15,0,0,0,0,0,0,0,0,15,0,22,0,30,0,0,0,14,0,0,17,0,13
2012-10-01,55,0,15,0,18,25,0,19,23,0,0,0,27,0,0,34,17,0,37,0,0,0,0,0,0,14,0,0,23,0,0,0,54,13,17,0,22,31,0,0,23,0,30,43,18,24,0,19,0,0,0,12,0,11,11,0,0,19,19,12,0,0,0,0,0,0,12,0,18,0,45,0,22,49,12,0,0,0,0,0,0,0,0,20,26,57,24,0,0,0,0,14,21,0,0,0,0
2012-11-01,26,0,15,0,23,30,0,8,0,0,0,0,23,0,28,0,0,0,0,23,0,11,12,0,0,28,0,36,23,0,0,13,18,13,45,0,22,0,25,0,0,0,31,6,31,0,0,0,15,0,0,9,0,11,22,0,12,0,0,0,39,13,0,12,38,0,9,0,0,34,37,43,17,0,15,0,0,0,0,0,0,0,0,13,0,0,25,27,0,0,0,9,21,24,15,0,0
2012-12-01,40,0,15,0,33,26,0,0,0,0,42,0,23,0,29,35,0,0,38,0,0,11,0,0,0,28,12,0,12,0,12,20,18,0,40,0,0,0,26,0,0,0,0,6,19,0,0,57,0,0,0,27,0,11,0,0,24,0,0,0,0,13,0,13,19,0,6,0,0,34,25,0,23,0,24,0,0,0,0,0,0,0,0,14,27,39,25,42,0,0,0,13,22,0,31,0,12
2013-01-01,25,0,13,0,24,25,44,14,0,33,37,0,16,0,49,30,0,33,33,0,0,15,10,0,0,18,11,0,21,41,0,23,0,11,30,22,0,0,15,0,20,62,0,16,24,22,11,0,0,0,0,16,0,15,15,0,0,34,22,0,34,11,0,11,17,0,6,0,16,0,37,0,10,0,35,0,0,24,0,0,0,0,0,0,59,34,0,0,0,0,0,8,0,0,27,17,0
2013-02-01,21,0,0,0,27,37,0,13,23,0,0,0,28,0,28,0,17,0,37,0,0,22,23,0,0,13,12,36,23,0,0,13,17,13,50,24,0,0,50,0,0,0,45,12,27,24,0,19,0,0,17,6,0,11,0,0,12,19,24,12,0,12,0,0,28,0,6,0,0,33,12,0,22,0,18,19,11,0,0,0,31,0,0,26,0,19,0,27,0,0,0,8,21,0,15,0,0
2013-03-01,30,0,27,16,36,50,0,21,21,0,0,0,16,0,25,0,0,0,50,21,0,25,0,0,30,0,11,0,14,0,0,12,21,12,20,22,30,0,35,0,0,63,27,21,17,22,0,25,13,15,15,13,0,0,10,0,0,0,13,11,0,11,32,0,17,17,6,0,0,0,18,0,10,0,18,0,0,0,0,31,0,0,0,30,24,17,22,0,0,0,0,15,19,0,13,0,10
2013-04-01,29,0,14,35,43,56,0,7,0,0,0,0,19,0,0,32,0,35,0,0,0,31,17,0,32,26,11,0,27,0,17,0,17,24,42,0,0,0,48,0,0,0,29,20,22,0,0,35,0,32,0,9,0,11,10,0,11,18,14,0,36,24,0,0,18,0,12,0,17,32,35,0,10,0,17,0,11,0,0,0,30,0,0,38,50,36,23,0,27,0,13,12,40,0,14,0,0
2013-05-01,53,0,14,26,35,40,0,22,0,0,0,20,21,0,0,0,0,0,35,22,35,15,11,0,0,0,0,0,11,0,0,0,0,18,16,0,20,0,47,0,22,0,0,53,34,0,12,43,0,16,0,17,0,10,10,0,0,18,27,0,0,17,0,12,0,18,0,0,0,0,31,0,9,0,11,0,10,26,0,0,0,0,0,12,49,0,23,38,0,0,0,18,0,22,14,0,11
2013-06-01,20,18,14,35,40,52,0,7,0,0,0,0,18,0,26,32,0,47,0,0,0,0,0,0,65,13,12,34,11,0,0,13,0,25,21,0,0,0,32,0,0,0,29,49,15,0,0,27,0,16,16,6,0,0,0,0,22,19,14,0,36,12,0,0,18,0,0,0,0,0,39,0,8,0,11,0,11,26,0,0,0,0,0,19,25,18,58,26,0,0,0,12,27,0,57,0,0
2013-07-01,44,38,23,0,15,37,0,26,23,0,41,0,18,0,28,51,0,37,74,23,0,0,12,0,68,14,0,0,15,46,12,0,18,0,11,0,66,0,39,0,0,0,0,36,12,0,0,37,15,0,0,21,0,11,11,0,0,19,22,0,0,12,0,25,28,0,12,0,18,0,25,0,7,0,18,0,11,83,0,35,0,0,0,13,53,0,24,36,0,0,28,17,21,0,15,0,0
2013-08-01,23,0,15,37,22,42,0,20,0,37,41,21,15,0,28,0,0,0,0,46,0,11,23,0,34,13,12,0,23,46,0,13,18,0,0,24,0,30,33,0,0,0,0,24,13,24,0,18,15,0,0,9,0,0,22,0,12,19,15,0,0,37,36,18,37,19,10,0,18,0,33,0,9,0,18,0,0,27,0,0,31,0,0,0,26,19,0,27,0,0,14,13,0,0,29,0,0
2013-09-01,38,0,14,34,25,36,0,25,21,0,0,0,21,0,51,31,16,0,0,21,0,10,11,0,0,13,0,33,18,42,11,12,25,12,26,0,0,0,16,0,0,0,28,17,11,0,0,0,0,31,0,19,0,0,15,0,11,18,13,0,35,15,0,11,17,0,10,0,17,0,17,39,22,0,16,0,15,0,58,32,0,38,0,12,24,35,0,0,0,34,0,8,29,0,28,0,11
2013-10-01,58,17,0,0,30,36,0,10,20,0,0,0,17,0,36,29,0,32,32,20,0,10,10,0,29,12,14,0,15,0,10,11,15,11,34,0,0,0,22,0,0,0,53,26,16,0,11,32,0,0,0,13,0,0,24,0,10,17,19,11,33,11,0,11,16,16,5,0,16,0,50,0,27,86,23,0,10,0,0,30,27,0,0,12,46,50,0,47,0,0,12,7,27,0,39,0,0
2013-11-01,60,0,0,0,24,30,0,17,0,0,37,0,31,0,25,30,0,50,33,0,0,10,10,0,30,24,11,31,15,0,0,12,16,23,49,22,0,0,15,40,20,0,27,16,27,22,0,16,0,0,0,7,0,0,10,0,0,17,13,11,0,33,0,11,16,25,5,0,16,0,18,0,28,0,26,0,10,0,0,0,28,37,0,12,70,42,0,32,0,0,0,15,31,0,20,0,10
2013-12-01,30,17,20,0,36,32,0,21,21,0,37,38,19,0,25,0,15,33,34,21,0,15,10,0,0,29,11,32,21,42,0,12,16,12,10,44,40,27,35,0,0,0,27,8,23,0,0,34,14,15,0,15,0,0,20,0,0,17,18,22,52,11,32,11,34,0,8,0,16,30,30,0,20,0,16,17,20,0,0,0,28,0,0,36,36,52,0,25,0,0,0,15,38,0,20,0,0
2014-01-01,29,0,12,0,43,55,0,24,0,0,0,17,30,0,22,27,0,29,29,0,0,18,9,0,0,11,0,0,9,0,10,10,14,31,26,0,17,0,20,0,18,0,0,28,27,19,10,0,12,0,13,8,0,0,9,0,0,15,11,0,30,15,0,0,15,15,10,0,29,53,42,0,10,0,30,15,9,22,0,0,0,32,0,31,48,23,38,43,0,29,0,11,17,0,12,15,9
2014-02-01,25,17,0,16,42,39,0,32,21,0,0,19,38,0,25,0,15,33,33,0,0,30,10,0,0,12,11,0,21,41,0,0,0,0,15,0,26,27,15,0,0,0,27,32,17,22,0,16,13,0,0,11,0,10,10,0,0,0,13,0,34,15,0,0,28,17,8,0,0,0,40,0,10,0,24,0,0,24,0,0,0,0,39,20,47,17,22,0,0,0,0,19,19,0,20,18,0
2014-03-01,33,0,24,0,46,44,0,17,28,0,33,0,31,0,44,27,13,30,30,18,0,21,0,68,55,22,10,0,12,37,0,16,14,21,13,0,0,49,40,0,19,0,24,58,31,0,0,20,0,13,0,8,0,0,20,0,0,16,12,0,0,17,0,20,15,15,12,0,15,0,43,34,6,0,31,0,22,0,0,28,0,33,36,25,64,15,20,33,0,0,11,14,17,0,36,0,0
2014-04-01,29,16,26,32,54,45,0,9,0,32,36,0,16,0,0,29,15,32,32,0,0,10,0,0,29,12,10,0,20,0,0,0,0,11,19,42,0,26,34,0,0,0,40,45,13,0,0,24,0,0,0,16,0,10,14,0,10,17,13,11,33,27,31,11,16,16,5,0,0,0,46,0,13,0,18,0,0,24,0,30,0,0,0,31,23,17,21,39,0,0,24,15,18,0,32,0,10
2014-05-01,40,16,13,40,41,69,0,20,0,0,35,0,11,0,23,0,14,32,0,20,0,9,10,0,44,17,10,31,15,0,10,0,0,11,24,41,19,26,38,0,0,0,0,70,43,0,11,16,13,0,0,5,0,10,19,0,0,0,12,11,0,11,30,0,16,16,11,0,16,0,25,0,5,0,18,0,0,0,0,29,0,0,38,23,45,0,21,46,0,0,0,14,18,0,51,17,0
