date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Rhubarb,Romaine Lettuce,Rutabaga,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Turnip,Watermelon,Yams
2012-02-01,12,0,0,58,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,56,79,0,0,0,0,43,0,0,52,0,0,0,0,26,0,19,0,0,17,18,0,0,58,19,0,12,16,0,0,0,0,0,19,0,30,23,0,0,0
2012-03-01,22,0,0,55,63,22,16,56,50,29,0,0,0,16,0,0,0,0,29,0,0,47,0,0,0,0,88,0,0,0,30,0,0,0,0,0,25,0,0,0,46,16,17,55,0,0,9,100,12,0,0,0,0,18,0,18,31,29,22,0,11,0
2012-04-01,24,0,0,0,0,24,0,0,0,31,0,0,0,17,50,65,0,24,0,0,0,50,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0
2012-05-01,12,0,0,0,33,23,11,60,0,0,0,0,0,0,49,0,35,0,0,0,21,49,56,0,0,0,0,0,0,0,31,0,0,0,0,96,0,0,19,0,0,0,0,19,0,0,10,0,0,0,0,0,0,19,0,38,0,0,24,35,11,0
2012-06-01,13,0,74,0,0,13,0,67,0,0,0,0,0,0,0,0,0,0,35,0,24,0,0,0,0,0,0,25,0,83,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0,11,0,0,18,49,0,0,21,0,0,37,0,0,0,19,0
2012-07-01,19,0,70,0,36,18,0,0,0,0,0,0,0,0,52,0,0,0,32,0,0,0,0,0,0,0,0,12,0,0,0,56,57,0,0,51,0,0,0,0,0,0,0,20,70,0,20,0,0,0,0,0,0,0,0,0,35,32,0,0,0,0
2012-08-01,11,0,0,0,0,17,11,0,0,0,0,0,100,16,48,0,0,0,30,0,62,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,18,0,0,0,0,19,0,0,9,0,0,31,0,0,0,18,0,18,32,29,46,0,0,0
2012-09-01,33,0,0,0,0,14,16,0,0,29,0,0,0,0,46,0,0,33,0,0,0,92,52,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,18,0,0,0,17,18,0,55,27,0,0,15,0,0,0,18,0,17,0,28,66,0,0,0
2012-10-01,10,0,0,0,0,13,0,0,46,27,36,0,45,0,0,0,0,0,0,0,19,0,0,0,0,30,0,0,0,0,27,0,0,0,0,42,23,0,0,31,0,15,16,0,0,52,12,0,17,0,0,0,58,16,0,22,0,0,21,0,0,0
2012-11-01,21,0,0,0,29,13,29,0,0,27,0,0,0,0,0,0,31,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,52,17,93,11,0,0,0,0,0,0,0,0,0,52,0,10,0
2012-12-01,11,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,33,58,0,0,0,0,0,0,0,0,0,41,0,0,0,50,0,0,0,0,0,18,0,0,16,0,18,0,0,18,0,12,15,0,0,0,18,28,27,0,0,30,0,11,0
2013-01-01,24,0,0,0,55,9,18,49,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,44,0,0,0,0,0,0,0,0,14,0,16,54,0,13,0,10,0,0,0,0,16,25,23,0,0,20,58,0,41
2013-02-01,11,0,0,0,46,16,10,54,0,55,37,0,0,0,0,0,0,0,28,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,0,0,0,0,0,0,14,0,0,0,17,54,17,30,0,21,0,0,0
2013-03-01,25,0,0,0,43,16,13,0,45,0,0,0,44,14,0,0,0,0,0,0,0,42,0,34,0,29,0,0,75,0,0,0,47,0,100,0,0,0,24,0,0,15,0,17,0,0,8,0,0,0,0,0,0,16,26,16,0,26,0,0,10,85
2013-04-01,15,0,54,0,28,25,9,0,0,0,0,0,43,0,0,0,0,0,25,100,18,0,47,0,0,28,0,0,36,0,0,0,45,0,0,40,22,0,16,0,0,14,0,16,0,0,8,87,0,13,36,0,0,16,0,0,55,0,0,0,9,0
2013-05-01,13,0,0,0,28,29,19,100,0,26,0,0,43,0,41,53,0,0,0,0,18,0,0,0,66,0,78,0,0,0,0,0,0,0,98,0,0,0,0,29,41,14,0,0,0,0,8,0,0,13,0,0,0,0,0,16,28,0,0,0,0,42
2013-06-01,22,0,0,53,0,21,0,56,0,57,39,0,0,0,0,0,0,0,29,0,20,45,0,0,0,31,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,62,0,0,0,0,14,0,0,0,26,0,0,61,0,0,33,10,0
2013-07-01,11,0,59,0,0,21,10,53,47,27,0,0,0,15,65,57,0,0,28,0,0,44,0,0,0,0,0,0,0,0,28,0,0,0,0,43,0,0,0,31,0,0,0,17,0,53,9,0,0,0,0,0,0,17,0,0,30,27,21,0,0,0
2013-08-01,10,0,0,0,28,19,9,49,0,25,0,0,0,14,0,53,0,0,0,0,18,41,47,33,0,0,77,0,0,0,0,0,0,0,0,39,0,0,16,0,0,28,15,0,0,0,8,0,11,0,0,0,0,16,25,0,28,25,20,0,9,0
2013-09-01,57,0,0,0,0,21,9,0,0,0,0,0,41,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,24,15,0,0,32,0,9,0
2013-10-01,12,0,49,0,25,39,8,0,40,0,31,0,0,0,0,0,27,0,0,0,0,0,0,30,59,0,0,0,0,0,0,0,0,0,0,0,20,14,14,0,0,0,0,0,0,45,7,80,10,12,0,0,0,14,0,0,25,69,0,0,17,0
2013-11-01,18,0,50,0,0,24,9,46,0,0,32,0,0,0,37,49,0,0,0,0,0,0,0,31,0,26,72,9,0,0,24,0,41,0,0,0,41,0,0,0,0,0,0,15,0,0,7,0,10,12,0,0,0,15,70,15,0,23,0,27,9,0
2013-12-01,14,0,0,47,0,18,9,48,0,24,0,0,0,13,39,0,0,19,24,0,17,40,0,0,0,0,0,0,0,0,0,0,86,0,0,0,21,15,0,0,39,0,0,15,0,0,23,0,10,0,0,0,0,0,0,15,0,24,19,0,9,0
2014-01-01,17,32,0,42,0,16,12,43,0,22,30,0,0,0,0,0,0,0,22,0,0,0,0,29,0,24,0,8,0,0,22,0,58,0,0,0,0,13,0,0,0,12,26,14,0,0,17,0,9,0,0,0,0,0,22,14,0,65,26,25,8,0
2014-02-01,0,0,0,46,27,27,18,0,0,98,0,0,41,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,21,15,0,0,0,13,0,0,0,0,15,0,0,12,0,54,0,0,24,15,0,0,19,0,9,39
2014-03-01,13,0,0,0,0,19,8,0,0,22,0,40,0,12,0,0,25,0,22,0,0,0,40,28,0,24,0,0,0,0,22,0,0,0,0,35,19,0,14,0,0,0,0,14,47,0,10,0,0,11,0,0,0,14,22,27,0,32,34,0,16,0
2014-04-01,36,0,50,0,0,38,11,0,40,23,0,42,0,13,0,0,0,18,24,0,0,38,0,41,0,26,0,0,0,57,24,0,41,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,12,0,52,51,24,0,0,26,69,18,0,26,0
2014-05-01,9,34,51,0,26,22,9,0,0,48,0,43,0,0,0,0,0,0,24,0,0,38,0,0,61,26,0,0,0,0,24,0,42,0,0,0,21,14,14,0,0,0,14,15,0,0,11,0,0,24,34,52,0,15,23,15,0,0,18,27,9,0
2014-06-01,17,0,58,52,60,24,10,0,0,54,37,0,0,15,0,57,0,0,41,0,19,43,0,35,0,0,0,0,0,0,28,0,72,0,0,42,0,0,17,0,0,15,0,0,0,0,17,0,0,14,0,60,0,17,54,33,0,54,31,31,10,0
2014-07-01,13,0,0,0,0,13,18,0,0,0,0,0,0,14,0,0,0,0,0,0,17,0,46,0,0,0,0,0,36,0,26,0,0,0,0,0,0,0,16,0,81,14,15,16,55,48,16,0,0,0,36,55,0,23,0,0,27,25,59,0,14,41
2014-08-01,9,0,51,0,26,27,13,0,41,24,0,0,0,0,0,50,28,0,24,0,0,0,0,31,0,27,0,0,0,0,24,0,0,0,0,0,21,0,15,0,0,13,14,30,52,0,8,0,13,0,0,0,0,15,24,15,26,23,0,27,15,0
2014-09-01,9,0,0,0,37,17,8,0,0,23,0,0,38,12,0,0,26,0,0,0,16,36,0,29,0,0,0,8,32,0,23,0,60,0,0,35,0,0,14,0,0,0,20,0,0,0,7,0,9,12,0,0,0,14,0,28,25,34,0,25,14,0
2014-10-01,17,0,0,0,25,17,8,43,0,0,30,41,0,0,0,0,0,17,22,0,16,71,0,0,56,0,0,8,32,53,22,39,0,0,0,0,0,0,14,0,0,13,20,14,0,0,21,0,0,0,0,0,0,0,22,14,24,33,26,25,16,0
2014-11-01,23,0,48,0,0,21,12,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,0,0,32,0,46,39,0,0,0,0,0,0,14,0,0,0,0,28,0,44,11,0,9,12,0,0,0,14,0,21,25,22,17,0,8,0
2014-12-01,9,0,0,0,25,17,8,0,0,47,63,0,39,0,37,0,27,36,0,0,16,0,43,30,0,26,0,0,0,55,24,40,0,0,0,36,0,14,14,0,37,0,14,15,0,0,19,0,10,12,0,0,0,14,23,0,0,34,0,0,0,38
2015-01-01,8,0,44,40,46,42,10,41,0,0,0,0,0,12,66,0,0,0,0,0,0,0,0,27,54,0,63,0,0,0,0,0,37,0,80,0,0,13,0,0,0,12,0,26,0,0,15,0,9,11,0,0,45,13,42,39,0,21,16,0,16,34
2015-02-01,9,0,0,0,49,28,8,0,39,23,45,0,0,12,0,0,0,0,22,0,0,36,0,0,0,25,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,13,0,14,0,0,12,0,9,0,0,0,0,28,0,19,0,22,35,0,8,0
2015-03-01,16,29,90,0,56,18,22,0,0,21,0,0,0,0,33,0,24,0,21,0,0,0,0,0,0,0,0,0,30,0,21,0,36,0,0,32,18,0,13,0,0,12,12,26,0,0,17,0,0,11,0,0,44,13,42,13,22,31,24,24,8,0
2015-04-01,13,0,0,0,24,11,0,64,0,0,30,0,0,12,34,0,0,0,0,87,15,0,40,0,0,0,0,8,31,0,22,37,38,0,0,34,38,0,20,0,0,18,13,0,0,42,9,0,0,0,0,0,0,20,0,13,0,21,17,0,8,0
2015-05-01,17,0,0,0,24,14,21,0,0,0,0,0,36,0,0,0,0,0,0,0,15,0,0,28,56,0,0,16,63,0,22,0,0,0,0,0,0,13,13,0,0,0,13,14,0,0,14,76,0,11,0,0,0,0,0,0,0,21,17,0,12,0
2015-06-01,9,0,0,44,25,15,8,0,40,24,64,0,0,13,0,0,0,0,24,0,0,0,0,30,0,26,0,9,0,0,24,0,0,0,0,0,20,14,0,0,37,0,0,15,0,45,11,0,0,0,0,0,0,0,0,0,25,35,18,26,0,38
2015-07-01,9,0,0,0,0,20,21,0,78,0,31,0,0,0,0,0,0,0,0,0,16,37,0,0,0,0,0,0,66,0,24,0,41,0,0,36,0,0,14,0,0,0,0,14,0,0,19,0,10,0,33,0,0,14,23,14,0,34,18,0,9,0
2015-08-01,8,0,0,40,23,13,11,0,36,32,0,0,0,12,33,0,0,0,21,0,0,0,0,55,0,23,0,0,60,0,32,0,37,0,0,0,0,0,0,0,0,0,0,13,0,41,10,0,0,0,30,46,45,13,0,13,0,21,16,24,16,0
2015-09-01,8,0,44,0,45,31,8,40,0,0,28,0,35,11,0,0,0,0,31,82,0,33,0,40,0,23,0,0,30,0,0,0,0,0,0,32,18,13,0,24,0,0,12,0,0,0,10,0,9,0,29,0,45,13,0,19,22,31,21,24,8,0
2015-10-01,8,0,0,0,23,18,12,79,0,0,0,0,0,0,33,0,0,0,0,0,0,33,37,54,53,0,0,0,0,0,0,35,36,0,0,0,0,0,13,0,32,12,0,26,0,0,10,0,14,11,0,0,44,0,20,13,0,0,16,23,8,0
2015-11-01,12,0,0,41,23,21,21,0,0,21,0,0,0,12,0,44,0,0,21,0,0,34,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,12,13,0,46,0,13,74,0,11,0,0,0,13,21,31,23,0,25,0,0,35
2015-12-01,8,0,0,42,24,29,8,0,38,44,30,0,0,0,0,0,25,0,0,0,15,35,40,43,0,0,0,0,31,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,48,0,22,27,24,43,17,0,8,0
2016-01-01,25,0,0,0,23,16,10,0,0,22,29,0,0,12,34,0,0,0,21,0,15,35,0,0,0,0,0,8,0,0,22,73,0,0,0,33,0,0,13,0,34,0,0,13,0,0,20,0,9,0,0,48,0,13,21,39,0,53,33,24,16,0
2016-02-01,17,0,0,0,48,30,12,0,37,22,0,0,0,0,0,0,25,0,22,0,15,35,0,0,56,0,0,8,0,52,44,0,0,0,0,0,19,0,13,0,0,12,13,14,0,0,7,0,18,11,0,48,0,13,22,13,0,43,25,25,16,0
2016-03-01,16,30,0,39,23,23,17,40,0,0,0,0,0,0,0,0,0,0,0,0,29,0,38,27,0,23,0,8,30,0,21,0,37,100,0,0,0,0,0,0,0,12,12,19,0,0,17,0,0,0,0,0,44,19,20,0,45,41,16,23,8,0
2016-04-01,17,0,47,41,47,12,8,0,38,44,0,0,0,12,0,45,0,0,0,0,0,35,0,29,0,24,0,8,0,0,22,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,10,0,9,17,0,0,0,18,0,14,0,21,25,0,11,0
2016-05-01,12,0,0,0,23,20,8,0,0,42,29,0,35,0,0,0,0,0,0,0,0,34,0,28,0,0,0,8,0,50,0,0,0,0,0,33,0,0,0,24,0,12,25,13,0,0,10,0,9,11,0,0,0,26,0,0,34,31,41,0,8,0
2016-06-01,9,32,0,0,25,17,8,44,0,34,0,0,38,25,0,0,0,0,23,0,0,0,0,29,0,25,0,0,32,54,23,0,40,0,0,0,0,14,14,0,0,0,14,14,0,0,11,0,0,0,64,0,0,14,22,14,0,22,29,26,8,0
2016-07-01,22,0,0,0,27,23,9,0,0,37,34,0,0,0,39,0,0,0,0,0,0,40,45,0,0,27,0,9,0,0,51,42,0,0,0,38,0,30,15,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,25,15,0,36,29,0,9,0
2016-08-01,27,0,0,44,51,22,8,0,0,0,0,0,0,13,0,0,0,0,0,0,16,37,0,0,59,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
2016-09-01,18,0,0,0,0,17,11,45,0,23,62,0,0,13,0,0,0,0,23,0,16,0,42,30,58,25,0,8,0,0,23,0,40,0,0,0,20,0,14,26,0,0,14,14,100,0,12,0,14,12,0,0,100,14,0,14,0,45,24,26,9,0
2016-10-01,12,0,0,0,50,11,16,44,39,23,0,0,0,0,36,0,26,0,23,0,16,0,0,29,0,25,0,8,0,0,46,0,0,0,0,0,0,0,28,0,0,13,0,14,0,0,7,0,14,0,0,100,0,0,22,21,24,22,41,0,8,0
2016-11-01,18,0,0,0,25,22,8,90,0,23,0,0,0,13,37,48,0,18,23,0,0,0,0,0,0,25,0,8,33,0,0,0,0,0,0,0,0,14,14,0,0,26,14,22,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,26,0,37
2016-12-01,9,0,50,45,26,15,17,46,40,0,32,0,39,13,38,0,0,0,23,0,0,0,43,31,0,0,72,0,34,0,48,0,0,0,0,37,20,15,15,0,0,0,0,0,0,0,20,0,0,0,0,0,51,0,23,19,0,58,18,0,0,0
2017-01-01,22,0,0,0,23,16,13,42,37,65,29,0,0,12,0,0,0,0,21,0,15,0,0,28,0,24,0,0,0,0,22,0,38,0,0,0,0,0,0,0,34,12,0,13,0,0,7,74,0,11,0,0,0,13,21,40,0,0,25,0,8,35
2017-02-01,9,0,0,44,25,26,13,0,0,23,31,0,0,13,0,0,26,18,0,0,0,0,0,0,0,0,0,0,66,0,24,39,0,0,0,0,0,14,14,0,0,13,14,15,0,0,14,0,10,0,0,0,0,14,0,0,25,23,18,26,9,38
2017-03-01,8,28,0,37,22,12,7,0,33,0,0,0,0,11,31,0,0,15,20,0,14,31,0,26,100,22,0,7,28,47,20,33,34,0,0,61,17,12,12,0,0,0,12,37,0,0,8,68,0,10,0,44,0,12,19,12,0,19,15,22,7,0
2017-04-01,8,0,0,0,47,24,16,42,37,0,29,0,36,12,0,0,0,0,0,0,15,34,79,0,0,24,66,0,31,0,22,0,0,0,0,0,0,0,13,0,0,12,0,14,0,41,13,0,0,0,0,0,0,22,21,26,0,32,17,49,8,0
2017-05-01,14,0,48,0,50,21,16,44,77,0,0,0,0,0,72,0,0,0,23,0,0,36,0,29,0,0,0,0,0,0,0,39,0,0,0,0,20,28,14,0,0,13,14,0,49,44,19,0,9,12,0,50,0,14,0,28,0,0,17,0,17,0
2017-06-01,9,0,0,71,0,22,14,49,43,25,0,0,0,0,0,52,0,0,0,0,17,0,45,0,64,0,0,9,36,0,0,0,0,0,0,0,0,15,0,0,0,14,15,16,0,0,13,87,10,13,0,0,54,15,25,15,54,49,32,28,19,0
2017-07-01,9,0,0,0,0,24,26,0,41,36,32,0,0,13,0,100,0,0,0,0,0,0,0,31,0,0,0,9,0,0,0,41,42,0,0,0,21,15,0,0,0,13,0,15,0,93,10,0,10,12,0,0,0,0,24,15,35,24,31,0,9,0
2017-08-01,17,0,0,42,36,16,19,43,38,22,30,0,0,12,35,0,25,0,0,0,46,0,40,29,0,0,0,8,31,0,22,0,0,0,0,34,0,13,0,25,0,25,26,0,0,0,18,0,9,0,0,0,0,14,0,14,48,22,34,0,16,0
2017-09-01,8,0,46,0,36,16,8,0,0,0,0,0,0,12,0,0,0,0,0,0,15,35,40,0,0,0,0,0,31,52,44,37,38,0,0,34,0,20,13,0,0,0,13,27,0,42,11,0,9,0,0,0,0,20,0,14,71,0,17,25,12,0
2017-10-01,8,0,45,0,0,27,12,0,0,32,0,0,0,0,0,0,25,0,43,0,0,35,39,0,0,0,0,8,31,0,0,37,0,0,0,0,0,13,13,0,0,12,0,13,47,0,11,0,21,0,31,0,46,13,0,13,0,32,17,25,8,0
2017-11-01,22,0,42,0,21,39,7,38,33,19,0,0,0,0,31,0,22,0,0,0,13,31,0,0,49,21,0,14,28,0,20,0,0,0,0,0,0,12,0,0,0,11,12,0,0,0,6,0,0,0,28,0,0,18,19,18,0,38,15,0,11,32
2017-12-01,16,29,0,39,22,15,7,40,35,31,0,0,0,11,32,0,0,24,0,0,14,0,37,27,0,0,0,0,29,0,21,35,36,0,0,32,0,13,0,0,33,0,0,13,0,0,30,0,8,0,0,0,44,13,50,13,0,100,0,23,8,0
2018-01-01,10,53,39,0,40,20,10,0,0,28,0,0,30,10,29,0,0,0,0,0,13,0,0,0,0,0,0,7,26,44,0,0,0,0,0,0,16,0,11,0,29,20,22,11,39,35,17,0,8,9,0,0,0,11,36,11,0,45,14,21,7,0
2018-02-01,15,0,0,37,21,24,14,0,0,20,0,0,0,11,31,0,0,15,39,0,14,0,0,0,0,0,0,0,0,0,20,0,35,0,0,30,0,12,12,0,0,11,0,12,0,0,20,0,0,0,0,0,42,0,19,18,0,67,25,22,7,0
2018-03-01,9,0,0,35,20,23,13,0,0,28,38,0,0,0,87,0,0,0,0,75,13,30,33,24,0,0,0,7,0,0,19,0,33,0,0,57,0,0,11,0,0,10,0,23,0,35,14,0,8,10,0,40,0,29,0,23,20,73,29,21,7,0
2018-04-01,11,0,0,36,42,22,25,0,0,48,26,35,0,0,31,0,0,0,29,0,13,0,0,0,0,21,0,7,69,46,0,0,0,0,0,0,0,12,12,0,31,0,0,12,0,0,10,0,0,10,27,0,0,12,0,12,21,38,20,44,11,0
2018-05-01,14,0,0,52,100,17,10,36,0,18,0,0,46,10,29,0,0,0,0,0,0,29,34,36,0,20,0,7,0,0,19,0,32,0,0,29,0,0,0,0,0,0,0,23,0,0,13,0,0,9,0,0,0,11,37,0,20,27,19,21,10,0
2018-06-01,7,0,83,37,42,14,12,0,0,19,0,35,0,0,31,0,0,0,0,0,13,31,0,33,0,0,0,7,0,0,20,0,34,0,0,30,0,12,12,0,0,11,0,18,0,0,12,0,8,0,0,0,0,12,19,18,21,38,30,44,7,0
2018-07-01,12,0,0,34,40,18,11,35,52,18,0,33,0,10,0,0,0,0,0,0,0,29,33,24,46,0,0,7,39,0,19,47,32,0,0,0,16,0,11,0,0,0,0,23,0,35,15,0,15,0,26,0,0,11,18,0,20,45,24,21,13,0
2018-08-01,7,0,0,0,49,13,6,0,30,18,24,0,0,0,28,0,20,0,72,0,12,0,0,23,45,19,0,0,25,0,18,61,32,0,0,28,0,11,0,0,0,20,0,11,0,0,6,0,7,12,25,0,38,11,18,0,29,26,28,0,7,0
2018-09-01,7,0,0,35,20,14,17,0,31,18,0,0,0,10,0,0,0,0,0,0,13,29,33,0,0,20,0,7,26,0,19,0,0,0,0,28,16,0,0,0,29,10,11,23,0,0,17,0,8,19,26,0,0,22,18,11,0,27,0,21,7,0
2018-10-01,11,0,0,37,53,14,11,38,33,19,26,0,64,16,31,0,0,0,0,76,0,31,0,25,49,0,0,0,0,0,39,0,34,0,0,30,0,12,35,0,0,11,0,0,41,0,20,0,13,15,0,42,41,12,0,0,21,0,30,0,7,31
2018-11-01,15,0,43,38,22,15,10,39,0,20,27,0,67,11,32,0,0,0,20,0,0,0,0,26,0,0,0,7,29,0,41,0,36,0,0,31,0,12,12,0,0,11,12,25,43,39,6,0,0,10,0,45,0,12,0,25,0,40,31,0,11,0
2018-12-01,8,0,0,40,23,13,12,0,36,0,0,0,71,12,0,0,0,16,0,0,0,34,0,27,0,0,0,0,30,51,22,0,37,0,0,0,0,0,13,0,0,12,13,20,0,40,15,0,9,11,30,0,0,13,21,22,0,21,25,0,8,34
