date,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2008-12-01,20,0,41,0,29,0,0,0,46,0,40,0,0,0,0,0,0,23,0,31,0,0,0,0,0,0,0,0,96,0,0,41,0,0,20,0,0,0,0,20,32,57,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,0,0,0,0,0,0,39,0,0,26,55,0,0,0,0,0,21,41,13,0,0,55,48,0,0,15,0,0,0,39,0,0,0,0,0,0,0,58,29,0,39,0,39,0,0,15,38,0,0,29,0
2009-01-01,15,0,39,0,0,0,26,0,46,0,38,78,0,0,0,0,0,43,0,0,43,31,33,0,36,0,0,0,0,0,0,38,38,0,28,32,0,37,0,0,29,27,0,0,30,0,0,43,0,0,38,0,0,40,0,48,39,0,0,0,0,0,0,46,0,0,0,24,52,0,36,0,54,35,20,0,12,0,0,52,20,0,0,15,0,42,0,36,0,0,0,0,0,0,0,41,40,36,37,0,46,75,0,14,36,0,11,0,0
2009-02-01,8,53,83,0,0,0,37,46,59,0,20,0,42,0,0,0,0,23,0,0,0,32,34,0,0,0,47,0,0,0,41,0,79,0,20,0,0,0,41,20,32,29,0,0,0,38,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,100,0,0,0,0,26,55,0,39,0,0,18,0,0,26,0,59,0,14,0,0,14,0,0,32,0,0,0,0,0,0,0,0,72,38,57,39,0,29,0,0,23,38,40,17,29,0
2009-03-01,15,61,38,0,27,0,51,0,69,0,49,0,39,0,0,0,34,42,0,43,0,0,0,0,0,0,0,27,0,0,0,0,0,0,18,0,0,0,38,36,44,26,36,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,45,0,0,0,31,34,38,0,0,0,26,19,0,12,0,54,0,53,0,49,13,0,0,0,0,0,0,0,0,54,0,0,62,26,0,36,44,0,0,0,21,0,0,16,0,0
2009-04-01,8,100,39,0,0,0,52,0,42,38,63,0,0,0,0,0,0,22,0,29,44,31,32,0,0,0,0,0,0,0,0,39,38,0,28,32,0,37,39,37,30,27,37,0,0,0,0,0,0,100,0,0,76,0,0,0,20,0,0,0,0,0,0,46,36,0,0,24,35,39,0,59,0,0,0,0,37,0,56,0,27,0,100,20,0,0,0,37,0,0,0,0,0,0,0,27,27,54,37,45,28,0,0,29,0,0,22,27,0
2009-05-01,16,35,37,0,26,0,49,0,67,0,30,0,0,0,0,0,33,21,0,37,0,29,31,0,35,0,0,26,0,0,0,0,35,0,18,31,35,35,37,18,0,26,53,0,0,26,0,0,77,0,36,0,0,0,0,45,25,0,0,0,31,0,0,0,0,0,0,34,0,0,35,0,0,17,19,0,23,0,0,0,19,0,0,12,45,0,0,35,0,0,0,0,0,0,0,65,26,0,0,0,0,0,0,36,0,0,20,0,0
2009-06-01,20,23,36,0,25,0,24,0,61,35,35,36,0,0,0,0,0,40,0,0,40,28,0,0,0,78,0,25,0,0,36,0,35,0,35,0,34,0,36,17,27,25,34,0,27,25,0,0,0,0,0,0,0,36,98,0,36,0,46,0,30,29,87,42,0,0,0,22,32,0,34,0,50,16,18,0,11,0,0,0,21,0,0,9,0,0,0,34,0,0,0,0,0,0,0,50,50,25,51,0,26,0,0,40,0,0,20,0,32
2009-07-01,11,0,35,68,25,0,16,0,46,0,42,0,0,0,0,78,31,19,0,79,0,27,0,54,0,0,40,25,0,0,52,69,100,0,17,29,0,33,0,0,54,24,33,0,27,24,0,0,0,89,0,0,0,0,0,0,18,0,0,0,29,0,0,41,32,0,0,0,46,0,33,0,0,31,0,35,0,0,50,0,12,0,0,20,0,0,0,33,35,0,0,69,0,0,0,41,24,48,33,0,25,0,0,45,0,0,22,0,0
2009-08-01,16,23,48,0,0,0,32,0,68,0,24,0,0,0,0,0,32,20,71,0,40,28,30,0,0,0,0,26,0,0,36,0,35,0,18,0,0,0,36,17,28,25,35,0,0,25,0,0,0,0,0,45,70,0,0,44,0,0,0,38,0,0,0,0,0,0,0,0,32,0,34,54,0,16,0,0,17,0,0,0,21,0,0,18,0,0,0,34,0,0,0,0,0,0,0,59,0,50,34,41,0,0,0,33,100,0,33,25,0
2009-09-01,24,47,72,0,0,0,32,0,47,0,18,0,0,0,0,41,32,20,0,69,41,0,0,0,34,0,0,26,0,0,18,0,0,0,35,0,0,35,37,35,0,25,0,0,0,0,0,0,76,0,0,0,0,0,100,45,19,0,0,39,0,30,0,0,0,0,0,68,0,0,34,0,0,22,18,36,12,0,52,49,19,0,0,30,0,0,0,0,0,0,0,0,0,0,0,26,25,51,69,42,0,0,0,27,68,0,10,25,0
2009-10-01,18,0,34,0,0,32,15,0,53,0,33,35,0,0,0,0,0,19,0,26,0,0,0,0,0,0,0,25,0,0,23,34,100,0,17,0,0,0,34,0,26,24,33,0,26,0,0,38,71,0,0,0,0,0,0,0,26,0,0,37,0,28,0,0,32,0,0,21,31,0,0,0,0,15,17,35,11,0,0,0,40,0,0,75,42,0,0,32,35,0,0,0,0,0,0,60,48,48,0,0,33,0,0,21,0,0,10,0,31
2009-11-01,24,23,72,0,51,0,0,0,55,0,29,54,0,0,0,40,0,40,0,27,40,0,0,0,34,0,0,38,0,0,18,71,35,0,17,30,0,0,36,17,27,25,0,0,27,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,42,100,0,0,22,32,0,34,0,50,24,18,36,23,0,0,0,46,0,46,66,44,0,0,34,36,0,0,0,0,99,0,34,25,50,51,0,38,0,0,31,0,0,20,25,0
2009-12-01,25,23,36,0,26,0,40,0,68,0,65,36,0,0,100,40,0,40,71,54,40,28,30,55,0,0,0,0,0,0,18,54,35,0,18,0,0,0,36,34,28,100,69,0,0,25,0,0,0,0,0,0,70,36,0,0,18,0,0,38,30,0,0,43,34,0,0,0,0,36,0,0,0,16,18,0,11,0,0,48,63,0,0,24,0,0,0,68,0,0,0,0,52,100,0,76,25,100,34,41,34,0,0,40,33,0,15,50,0
2010-01-01,20,22,67,0,0,0,37,0,45,32,55,0,0,0,0,0,0,28,66,0,0,26,28,51,0,0,0,47,0,0,50,66,0,0,16,28,0,33,34,32,0,23,0,0,0,0,0,0,0,87,0,42,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,45,34,31,0,0,30,0,0,16,0,48,0,20,0,43,36,0,0,0,64,0,0,44,0,0,0,0,35,35,35,48,0,36,0,0,31,31,0,14,0,0
2010-02-01,14,23,71,0,0,0,16,0,62,0,60,0,36,0,0,39,0,39,0,44,0,28,0,0,0,0,0,0,0,0,0,35,34,0,34,0,34,0,35,0,27,49,0,0,0,25,0,0,0,0,0,0,0,36,0,0,18,0,0,0,0,0,0,0,0,0,0,22,31,36,33,0,0,16,0,0,22,0,0,0,43,0,90,24,0,0,0,0,0,0,0,0,0,0,0,74,25,25,34,0,25,0,0,46,0,35,10,0,0
2010-03-01,19,31,0,0,0,31,24,0,47,0,47,33,0,0,0,0,0,30,0,0,0,25,27,0,31,70,0,23,0,0,16,32,0,0,39,0,0,31,32,31,25,0,61,0,24,22,100,0,67,0,0,0,62,66,0,0,27,0,0,34,0,0,0,38,30,0,65,40,29,0,0,0,0,22,16,0,20,0,47,0,30,0,0,43,0,0,0,46,0,0,0,0,0,0,0,57,22,34,0,0,23,0,0,20,45,0,18,0,0
2010-04-01,20,22,0,0,24,0,45,0,62,0,41,34,0,0,93,38,30,47,0,43,0,54,0,0,32,0,0,24,0,0,0,34,0,0,33,0,32,0,0,16,39,47,32,0,0,47,0,0,70,0,33,0,0,34,0,0,26,0,0,36,0,28,0,0,0,100,0,21,30,0,0,51,0,20,26,0,16,0,0,0,53,0,0,48,0,0,26,32,0,0,44,0,0,0,0,59,35,47,48,0,24,0,0,44,31,100,9,0,0
2010-05-01,17,21,49,0,58,0,44,0,61,0,21,0,0,0,0,0,0,18,0,0,0,0,27,100,0,71,37,23,0,100,16,0,31,0,32,0,31,32,33,16,0,0,0,0,0,23,0,0,0,0,32,0,0,0,0,0,41,0,0,0,0,27,0,39,0,0,0,20,0,0,31,0,0,15,17,0,10,0,0,43,23,0,0,25,0,0,25,46,0,0,0,0,0,0,44,38,23,30,31,0,0,0,0,48,30,0,12,23,0
2010-06-01,13,21,0,0,46,0,19,0,58,62,16,65,0,31,0,36,29,18,0,24,37,0,0,0,0,0,0,23,0,0,16,32,32,0,0,0,0,0,32,15,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,35,55,27,0,0,0,0,0,20,29,0,30,0,0,15,33,0,21,0,0,0,34,0,0,14,0,0,0,30,0,0,0,0,0,0,0,80,30,34,31,0,23,0,0,28,0,0,21,0,0
2010-07-01,17,19,0,0,28,0,26,0,41,0,29,45,30,0,0,0,0,27,0,30,33,23,0,0,0,0,34,21,0,0,15,29,28,65,28,25,56,0,44,0,22,0,0,0,22,20,0,0,0,0,29,0,0,0,0,0,25,0,0,0,24,0,0,0,27,0,0,18,39,0,28,0,0,20,30,0,9,0,0,0,34,0,0,29,0,0,0,28,0,62,0,0,42,0,0,34,20,20,0,0,0,56,0,51,27,29,32,0,0
2010-08-01,19,19,29,0,21,28,17,0,45,0,52,0,0,28,80,33,0,32,0,22,0,23,24,0,0,0,0,42,68,0,29,0,56,0,19,0,0,28,59,28,22,20,28,0,0,0,0,0,0,0,29,0,0,0,0,0,15,0,0,31,0,0,0,69,55,0,59,24,26,0,27,88,0,35,44,0,19,0,0,0,34,0,0,22,0,0,0,28,0,0,0,0,0,0,0,55,31,27,28,100,21,0,0,43,0,0,19,0,0
2010-09-01,25,0,49,0,21,0,39,0,38,0,34,0,0,29,81,0,26,25,0,33,33,23,0,0,0,0,0,0,0,0,15,29,0,0,22,0,0,28,30,14,0,41,28,0,45,20,0,0,0,0,0,37,57,0,0,36,15,0,0,0,24,24,0,0,0,0,0,24,0,30,42,0,41,20,30,0,9,0,42,39,24,0,38,25,0,31,0,0,0,0,0,0,0,0,0,34,31,48,28,0,0,0,0,29,27,0,19,0,0
2010-10-01,19,0,28,0,20,0,13,0,54,27,27,0,0,0,0,0,50,16,0,64,48,22,35,44,53,0,0,20,0,0,14,28,0,0,21,0,54,0,56,41,32,20,27,0,21,20,0,32,0,0,0,0,0,29,0,35,21,0,0,0,0,0,0,100,26,0,0,35,25,28,0,0,0,32,14,0,22,0,0,0,46,0,0,92,35,0,0,35,0,0,37,0,0,0,0,30,29,65,53,32,20,0,0,14,0,0,23,0,0
2010-11-01,25,28,57,0,0,0,17,0,63,28,42,0,0,0,0,0,0,16,56,29,32,0,0,66,0,0,0,20,0,0,14,43,27,0,35,0,27,0,86,14,0,0,27,0,44,20,0,32,59,0,28,0,0,29,0,70,36,0,37,30,0,24,0,0,27,0,58,18,51,0,27,0,0,39,15,0,15,0,0,0,64,0,37,45,0,0,0,0,0,0,37,0,0,0,38,70,20,50,0,33,55,0,0,26,0,0,16,20,0
2010-12-01,29,19,0,0,0,0,26,0,63,0,33,30,30,0,0,0,26,16,0,22,0,23,24,0,0,64,34,0,0,0,0,29,0,65,21,0,0,0,0,35,45,0,28,0,22,20,0,0,0,0,38,0,0,0,0,0,22,0,0,31,24,32,0,35,27,0,0,18,26,0,28,0,0,20,0,0,16,0,0,0,38,0,37,24,36,0,0,41,0,0,0,0,0,0,39,31,41,51,0,0,63,57,0,33,0,29,12,20,0
2011-01-01,19,14,22,0,16,0,10,0,60,0,11,0,0,22,0,0,0,18,43,17,0,35,36,0,21,0,0,16,0,68,11,0,0,0,18,0,21,0,22,16,17,15,31,0,17,23,0,0,47,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,0,0,0,23,100,22,21,34,31,25,0,0,10,0,0,0,18,0,0,37,0,0,0,21,0,46,0,0,0,0,0,36,26,15,31,0,31,0,0,14,20,0,0,0,0
2011-02-01,9,0,34,0,16,0,20,0,45,22,18,23,0,0,0,0,20,21,0,17,0,18,19,0,21,0,0,32,0,0,11,22,0,0,15,0,0,22,23,11,17,24,21,0,17,24,0,25,0,0,44,0,0,23,0,0,11,0,0,48,0,19,0,27,0,0,0,19,27,23,21,0,0,10,0,0,7,0,0,0,16,0,0,38,0,0,17,0,23,0,0,0,0,63,0,40,63,24,43,0,32,44,0,21,21,0,10,31,0
2011-03-01,15,12,19,0,14,0,9,0,38,0,13,20,0,0,0,22,17,11,0,0,0,0,16,30,0,0,0,14,0,0,10,0,19,0,9,0,0,0,0,28,0,13,0,0,0,32,0,0,0,0,0,0,0,0,0,0,20,0,0,20,16,0,0,0,0,0,0,36,17,0,0,29,0,9,10,0,12,0,0,0,18,0,0,24,0,0,0,27,0,0,0,0,0,0,0,23,0,13,37,0,14,0,0,12,36,0,5,0,0
2011-04-01,12,26,21,0,15,0,9,23,42,0,27,0,0,0,0,0,18,23,0,31,23,16,17,32,0,0,0,0,0,0,0,20,0,0,23,0,0,20,0,10,16,21,0,0,16,29,64,0,0,0,0,0,0,0,0,0,10,0,0,0,17,34,0,0,19,60,0,17,18,20,0,0,29,19,16,0,15,0,0,0,10,0,0,24,0,0,0,19,0,0,27,0,0,0,0,14,14,14,26,0,15,0,0,23,37,0,8,0,0
2011-05-01,17,12,57,0,27,0,23,22,40,18,43,39,19,0,0,0,17,21,0,29,0,0,16,29,18,0,0,13,0,0,10,0,18,0,23,16,0,18,19,9,22,13,36,0,15,20,0,0,0,0,19,0,0,29,0,0,19,0,25,0,32,32,0,22,0,0,0,18,17,0,27,0,27,9,15,0,12,0,0,0,11,0,0,19,0,0,0,18,0,0,0,0,0,0,0,27,22,13,0,22,14,0,0,24,18,19,33,13,0
2011-06-01,12,20,19,0,14,0,20,22,43,18,37,19,39,0,53,0,0,32,38,36,0,0,0,0,0,0,0,40,0,0,10,0,73,0,9,16,18,37,19,32,15,13,18,0,0,40,0,21,0,49,0,0,0,19,0,0,24,0,0,20,32,21,0,0,0,0,0,12,17,0,18,0,0,0,19,0,16,0,27,0,17,0,0,17,0,0,0,18,0,0,0,38,0,0,26,22,13,31,27,0,14,0,0,31,18,0,18,0,0
2011-07-01,11,43,19,0,13,0,25,0,76,0,33,19,0,0,51,0,0,21,0,0,41,0,0,28,0,0,0,13,43,0,9,0,18,0,18,15,0,0,18,13,14,0,17,0,14,32,0,0,0,0,0,23,0,0,0,0,0,0,0,39,15,15,0,22,0,0,0,23,0,0,35,0,26,11,9,0,14,0,26,0,13,0,0,25,0,0,0,0,19,0,0,0,0,0,0,26,13,13,17,0,26,0,0,30,17,0,25,0,0
2011-08-01,13,19,29,0,12,0,8,0,47,17,28,18,18,17,0,0,0,29,34,20,19,27,0,27,0,0,0,0,0,0,9,0,42,0,11,14,0,0,0,12,13,12,17,0,13,24,0,0,0,0,17,0,0,0,0,0,9,0,0,18,0,14,0,0,0,0,0,16,0,17,16,0,0,8,13,0,11,0,0,0,12,0,22,23,0,0,0,16,0,36,0,0,0,0,0,12,12,20,16,20,19,0,100,19,64,0,16,0,16
2011-09-01,10,11,26,34,0,17,10,0,40,0,55,0,0,34,0,0,15,10,0,13,20,0,0,27,25,38,0,12,0,0,13,26,0,38,26,0,0,17,26,17,13,12,17,0,0,12,0,19,0,45,17,0,0,18,48,21,9,0,0,0,0,14,0,0,0,0,0,11,16,17,16,0,24,8,0,0,17,0,25,0,18,0,0,28,0,19,0,0,0,37,0,0,0,0,0,16,12,30,17,0,25,0,0,15,0,0,24,0,0
2011-10-01,20,11,17,0,36,0,15,19,42,32,33,0,0,16,0,0,15,19,33,13,0,0,14,0,16,0,0,12,0,0,13,17,16,0,12,0,0,16,28,12,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,14,0,20,0,0,0,21,15,0,0,0,23,10,13,17,14,0,0,22,10,0,0,63,0,0,0,16,0,35,0,0,0,0,0,24,12,43,32,0,24,0,0,21,31,0,14,0,0
2011-11-01,19,22,34,0,12,0,15,0,36,0,17,17,17,0,0,0,0,19,0,13,0,0,14,0,16,0,0,12,0,0,0,17,25,37,14,14,0,16,17,8,0,18,32,33,39,12,0,19,0,0,0,0,0,17,0,0,14,0,22,18,14,35,0,0,0,0,0,16,30,0,16,25,24,19,9,17,11,0,24,0,20,0,22,33,0,0,0,32,0,0,0,0,24,0,0,48,24,47,16,0,65,0,0,13,16,0,8,12,0
2011-12-01,18,25,33,0,0,0,11,0,32,16,29,17,0,16,46,0,0,23,32,0,18,13,14,0,0,0,0,12,0,0,17,33,0,0,13,14,16,23,16,20,13,11,16,0,13,19,0,0,0,0,0,20,0,50,45,20,8,0,0,0,0,14,0,0,15,0,0,0,15,0,23,0,23,7,8,0,7,0,0,22,27,0,0,11,20,0,0,15,17,0,0,0,0,0,0,27,23,15,15,0,27,0,0,22,45,0,6,11,0
2012-01-01,11,19,31,0,16,0,27,0,35,15,20,15,15,0,0,0,0,22,0,0,0,12,25,23,0,0,0,11,0,0,0,0,0,0,11,13,14,0,15,0,0,11,14,0,23,32,0,0,31,39,15,0,0,0,0,0,26,0,0,32,13,19,0,0,0,45,0,13,18,15,14,0,21,11,8,0,10,0,22,0,11,0,0,14,0,0,0,29,0,0,0,30,0,42,0,21,11,28,14,0,18,0,0,11,28,0,8,10,0
2012-02-01,13,26,23,0,16,0,9,0,31,15,20,16,0,0,0,0,0,17,0,0,0,0,13,24,0,0,0,11,0,0,12,15,15,34,8,13,0,0,15,15,0,11,15,0,0,25,0,0,0,0,15,0,0,78,0,19,16,0,0,49,13,19,0,0,14,0,31,14,21,0,15,0,0,14,8,0,7,0,22,0,14,0,0,21,0,0,0,15,16,0,0,0,0,0,0,29,18,11,29,0,11,0,0,11,28,0,8,0,0
2012-03-01,11,15,14,0,10,14,16,0,31,14,40,15,0,14,0,0,0,19,0,11,0,0,24,0,14,0,0,15,0,0,11,29,14,0,14,0,0,0,43,7,0,10,27,0,11,13,0,0,0,0,14,0,0,29,0,0,7,0,0,15,24,12,0,0,27,0,0,21,26,14,14,0,40,10,7,0,9,0,31,0,25,0,0,16,0,0,11,14,15,0,19,0,20,40,0,40,17,17,14,0,15,0,0,19,26,0,16,0,0
2012-04-01,10,14,29,0,31,0,38,0,31,0,19,14,14,14,39,16,13,8,28,11,16,0,12,22,0,0,0,10,0,0,7,14,14,31,10,12,14,0,21,17,11,0,13,0,11,15,0,0,30,0,14,0,28,29,0,0,29,21,19,0,12,12,0,17,13,0,0,18,13,14,13,0,0,13,0,0,18,0,0,19,13,0,0,15,0,0,0,13,0,0,0,0,0,39,0,20,10,17,13,16,0,0,0,30,13,0,9,10,0
2012-05-01,11,21,20,0,19,0,25,0,39,0,36,13,13,0,0,0,0,7,26,20,15,0,22,20,12,0,0,14,0,0,13,0,38,0,19,0,12,12,26,6,10,9,0,0,20,18,0,0,27,0,13,0,25,13,0,0,20,0,0,0,16,11,0,0,12,0,26,8,12,0,12,19,18,14,7,0,10,0,0,0,14,0,17,12,0,0,0,12,13,27,17,0,0,0,0,31,18,21,12,0,9,0,0,26,18,0,13,0,0
2012-06-01,13,14,13,0,28,0,17,0,37,0,23,26,0,12,0,0,0,14,0,20,14,10,43,0,12,0,0,9,0,0,6,13,19,28,13,0,25,12,19,12,0,0,12,0,20,14,0,0,0,0,25,0,0,0,0,0,10,0,0,14,21,21,0,15,12,0,0,12,12,13,20,19,0,10,6,0,10,0,18,0,17,0,16,10,0,0,0,16,13,0,17,0,0,0,0,30,14,14,12,0,18,0,0,43,12,0,20,0,0
2012-07-01,10,21,24,0,0,0,11,0,37,0,30,0,0,0,0,0,11,14,0,0,0,10,10,0,0,0,0,9,0,0,6,0,12,0,16,10,12,0,0,9,19,8,12,24,0,20,0,14,26,0,18,15,0,0,0,0,13,0,16,13,0,15,0,14,11,0,0,0,26,0,15,19,0,6,6,0,8,0,18,0,9,0,0,14,0,13,0,23,12,0,0,0,0,34,0,26,17,14,17,0,20,24,0,26,11,0,19,9,0
2012-08-01,11,8,12,0,17,0,13,0,27,0,27,0,12,0,0,0,11,9,0,14,0,0,10,19,17,0,0,0,0,0,8,0,23,26,23,0,11,0,20,6,0,17,11,0,9,38,0,0,0,0,12,0,0,0,0,0,6,0,0,13,10,20,0,0,11,0,0,17,11,24,28,0,0,8,9,0,11,0,17,16,21,0,15,14,0,0,0,11,0,0,0,0,0,0,0,14,8,14,0,0,9,0,0,27,17,0,31,0,0
2012-09-01,13,13,20,0,13,0,16,0,40,12,23,0,0,0,0,0,11,10,0,9,0,0,10,19,0,0,0,0,0,0,10,0,12,26,31,10,0,23,24,6,9,8,12,0,18,14,0,0,0,0,0,15,0,0,0,15,21,0,0,13,10,23,0,14,0,0,24,12,11,0,11,0,0,9,6,12,6,0,17,0,11,0,0,9,0,0,9,15,0,0,0,0,17,0,0,25,22,31,11,0,8,0,0,29,17,0,9,8,11
2012-10-01,16,14,15,22,8,0,10,0,28,0,14,11,11,0,0,12,0,8,0,20,0,0,23,0,21,0,13,12,0,0,6,11,21,0,11,0,11,16,15,5,0,8,11,0,8,23,0,0,0,28,11,0,0,11,0,0,6,17,0,12,9,18,0,0,10,0,0,7,10,0,10,0,16,8,8,22,5,0,0,0,19,0,0,47,0,0,0,10,0,0,0,0,0,0,0,19,19,13,10,0,24,0,0,16,31,0,9,0,0
2012-11-01,16,10,22,0,12,0,15,0,31,22,26,0,0,33,31,13,0,34,22,13,13,0,14,0,11,0,13,8,27,0,8,11,11,25,15,0,22,21,11,5,9,8,21,0,0,26,0,0,0,0,17,0,0,11,0,0,12,0,15,24,10,9,0,0,0,0,23,21,13,0,16,0,32,5,0,0,7,0,17,0,37,0,29,17,14,0,0,11,11,0,0,0,0,0,0,29,16,18,14,13,59,0,0,15,21,0,12,8,0
2012-12-01,13,10,11,0,0,0,16,0,30,16,19,17,0,0,0,12,10,18,21,33,0,0,0,17,0,0,0,8,25,0,5,11,0,0,11,9,10,0,22,8,8,19,17,0,8,18,0,0,0,0,11,0,42,11,0,0,9,0,0,12,0,15,0,0,25,0,0,7,10,11,10,0,15,15,0,0,5,0,16,14,14,0,14,22,0,12,0,51,11,23,0,0,15,0,0,23,19,15,21,0,16,21,0,9,10,0,8,8,10
2013-01-01,10,17,10,0,11,0,15,0,29,15,24,10,0,0,0,0,0,11,20,15,11,0,17,15,38,0,12,7,0,31,0,0,0,0,11,0,10,10,10,17,0,7,16,0,8,26,0,0,0,0,0,0,0,20,0,0,10,0,0,0,8,21,0,12,9,0,0,12,13,20,19,0,14,8,0,25,3,0,0,0,23,0,13,12,12,11,0,9,0,21,0,0,0,0,0,23,24,9,10,11,12,20,0,12,28,10,6,7,0
2013-02-01,9,17,11,0,13,0,10,0,24,0,23,11,0,10,30,12,0,18,21,12,12,8,9,33,30,0,0,23,25,0,5,11,0,24,10,0,10,0,18,5,8,0,10,0,0,30,0,0,0,0,10,0,0,11,0,0,11,0,0,11,36,9,0,13,0,0,0,7,19,11,0,0,0,5,8,0,8,0,0,0,16,0,0,11,13,0,0,10,11,0,0,0,0,0,0,8,7,19,10,0,23,21,0,21,30,0,4,0,0
2013-03-01,9,6,9,0,11,0,10,11,23,0,22,10,0,0,0,0,8,12,19,14,11,8,8,15,18,0,11,0,0,0,0,0,9,0,9,0,9,0,0,5,0,7,9,0,7,23,0,0,0,0,15,0,18,0,0,0,8,0,0,10,8,12,0,0,9,28,0,9,13,0,9,14,13,15,7,0,11,0,14,13,22,0,0,14,0,10,0,15,10,0,0,0,0,0,13,20,13,22,12,11,20,18,0,7,17,9,9,0,0
2013-04-01,6,6,10,0,9,0,16,0,28,9,27,20,0,0,0,11,0,9,0,10,0,8,12,0,9,0,11,10,0,0,7,0,9,0,17,0,0,0,13,18,0,13,27,19,11,9,0,0,20,25,0,0,0,10,0,0,13,0,0,15,16,8,0,0,0,0,0,24,14,0,18,0,13,0,5,0,5,0,0,13,14,0,12,10,0,0,0,9,0,0,13,0,0,27,0,27,23,16,14,11,21,0,0,9,9,0,4,0,0
2013-05-01,8,9,21,0,13,0,19,0,25,0,29,0,9,9,0,0,8,10,0,10,10,7,0,0,0,0,0,9,0,0,9,9,22,20,19,15,34,9,14,11,7,6,26,0,9,27,0,10,19,0,18,0,18,9,0,0,11,0,0,10,37,57,0,11,17,0,0,9,12,0,9,14,13,8,11,0,7,0,0,12,16,0,12,6,0,0,7,13,0,0,12,0,0,0,12,38,19,19,26,10,11,0,0,16,17,9,10,13,0
2013-06-01,8,6,33,0,11,0,21,0,23,9,24,9,0,0,26,10,0,9,0,16,0,0,8,14,9,40,11,7,0,0,5,0,27,0,24,0,9,9,9,9,12,32,13,0,11,22,0,0,0,24,9,12,55,10,0,0,13,0,0,0,35,31,0,11,9,0,0,12,0,9,9,0,0,8,9,0,8,0,13,12,19,100,0,11,0,0,7,9,9,0,0,19,13,0,0,33,13,19,18,11,23,18,0,26,17,0,21,0,0
2013-07-01,8,14,9,0,6,0,16,10,24,0,26,27,9,17,0,0,0,8,0,13,10,0,7,0,8,0,0,19,0,0,7,9,21,19,21,0,0,8,9,8,7,18,11,0,7,39,0,0,0,0,0,0,0,9,0,11,10,0,0,9,15,19,0,0,0,0,0,20,8,0,16,13,12,0,4,0,8,0,13,11,10,0,0,7,0,0,0,16,18,0,0,0,0,0,0,25,6,12,8,0,13,0,0,22,16,0,24,0,0
2013-08-01,7,7,14,0,12,0,10,0,26,8,21,9,13,17,24,19,8,10,17,16,10,0,7,13,8,0,0,10,0,0,4,9,17,0,20,7,8,8,9,10,7,9,16,0,20,20,0,0,18,0,8,0,0,0,0,11,16,0,0,0,11,14,0,0,0,0,0,14,8,0,13,19,24,4,9,0,6,0,12,0,19,0,22,11,0,0,0,11,9,0,22,0,0,0,0,14,9,24,8,0,14,0,0,7,8,0,12,0,0
2013-09-01,11,11,13,17,9,0,13,0,25,9,24,13,0,13,0,10,12,11,17,7,0,0,11,13,17,0,0,6,21,0,4,9,25,19,24,7,0,0,18,4,10,12,8,0,0,20,0,0,0,0,9,11,0,0,0,0,0,0,0,19,7,14,0,0,8,0,0,14,16,0,8,0,0,16,4,9,8,0,13,12,22,0,11,23,0,0,0,14,0,0,0,0,0,0,12,29,16,14,0,0,22,17,0,22,12,0,6,0,0
2013-10-01,11,6,11,25,6,0,10,10,27,8,29,9,9,0,0,0,0,14,17,13,0,0,14,13,8,0,0,12,0,0,4,0,33,0,14,0,8,8,26,4,0,9,16,17,7,12,0,0,0,22,17,11,0,9,0,16,10,0,0,18,0,7,0,10,8,0,0,9,8,11,20,0,0,9,6,13,6,0,25,11,14,0,11,34,0,0,0,8,0,0,11,0,0,0,11,28,10,26,0,0,26,0,0,12,20,8,6,6,8
