date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2016-06-01,14,18,0,7,7,38,0,0,0,0,0,8,18,26,0,7,0,0,0,6,9,0,0,0,5,0,0,5,0,6,0,5,29,5,0,32,14,0,0,24,8,0,0,11,0,100,13,0,0,10,0,0,0,38,28,21,0,10,0,20,27,14,14,0,26,31,0,0,30,0,0,0,0,7,36,5,0,20,40,0,27,13,0,23,0,0
2016-07-01,18,12,0,0,6,36,0,0,0,0,22,11,19,28,0,0,0,0,6,7,0,0,0,0,5,0,18,5,0,0,0,11,19,6,0,17,13,0,26,15,6,0,0,18,0,9,9,0,0,0,0,0,14,0,43,0,0,0,26,18,0,15,25,0,18,0,8,0,0,0,0,0,0,8,77,6,0,21,43,0,23,14,0,24,0,0
2016-08-01,11,12,6,0,9,41,22,49,0,70,0,11,0,29,28,0,0,0,0,0,10,0,0,34,0,0,0,16,0,6,23,5,34,17,40,0,7,0,26,23,11,0,0,18,0,9,0,0,0,0,0,0,0,14,18,0,11,6,27,18,0,0,25,57,14,0,0,8,33,0,0,0,0,18,0,6,0,11,44,0,10,21,0,21,100,0
2016-09-01,21,8,6,0,8,34,17,0,0,0,11,6,0,29,0,0,0,46,0,7,0,0,0,0,6,0,0,5,0,6,24,5,25,6,81,0,12,0,27,16,11,73,0,12,0,0,9,0,0,11,0,0,0,14,15,0,0,0,40,24,30,0,25,0,9,34,0,24,0,0,39,0,0,20,0,6,0,15,0,40,20,0,0,13,0,0
2016-10-01,28,8,6,5,9,61,11,0,0,0,0,11,0,27,53,7,27,43,8,20,9,0,0,65,5,18,0,5,0,12,22,10,26,11,0,0,8,0,0,0,7,0,0,15,0,0,18,0,0,20,0,0,11,13,24,0,0,0,25,62,0,30,33,0,98,32,0,8,0,0,37,0,18,13,50,23,0,31,0,0,38,18,0,10,95,0
2016-11-01,17,0,12,5,17,34,16,45,0,0,0,9,0,54,26,7,0,85,0,9,0,0,0,32,5,35,0,10,13,6,0,5,50,0,37,16,6,0,24,0,5,0,0,0,0,0,9,0,0,0,0,0,10,0,19,0,10,0,25,12,0,15,14,0,22,31,7,7,0,0,0,0,0,11,24,10,0,24,41,0,14,13,0,10,0,0
2016-12-01,14,0,6,0,6,36,15,0,0,0,0,7,0,26,0,7,25,83,6,13,0,0,0,0,5,17,0,0,0,6,0,0,42,0,36,0,8,0,0,14,5,0,0,11,0,8,23,0,0,19,0,0,10,13,49,0,0,0,24,14,0,14,27,0,21,0,7,11,0,0,0,0,0,7,24,5,0,15,40,0,9,25,47,5,0,0
2017-01-01,18,7,5,0,12,24,9,41,0,0,9,9,0,0,0,0,23,38,5,9,8,0,0,28,0,0,0,0,12,5,19,6,49,0,34,0,12,0,22,0,9,0,34,30,0,0,16,0,0,0,0,0,5,18,23,0,0,12,22,12,0,13,8,0,8,0,0,7,28,0,32,0,0,10,0,9,16,0,0,0,12,12,0,4,0,0
2017-02-01,29,0,0,0,13,44,31,0,0,0,21,5,35,0,0,0,0,42,11,0,13,0,0,47,5,0,0,5,0,0,0,10,49,5,37,0,10,0,24,0,8,0,0,11,0,0,0,0,0,19,0,5,8,13,21,0,10,5,24,25,0,29,18,0,17,31,0,7,0,11,0,0,0,11,24,10,35,25,0,0,18,13,0,13,0,0
2017-03-01,24,0,5,0,10,43,32,40,0,0,9,5,0,47,0,0,0,93,0,6,0,0,80,0,0,23,15,9,12,0,19,4,34,5,100,15,12,0,22,13,12,0,33,10,0,0,8,0,0,9,0,0,7,0,15,19,0,5,22,18,0,13,8,0,15,0,6,7,0,0,0,38,0,13,43,14,16,9,0,0,24,29,0,12,0,0
2017-04-01,16,7,8,6,5,45,15,42,0,0,10,5,0,25,24,7,24,39,5,6,0,0,0,30,0,16,15,5,0,5,0,14,29,5,35,15,9,0,45,27,21,0,0,21,0,8,0,0,0,14,0,0,0,12,26,0,10,5,0,21,26,14,30,0,8,58,0,9,0,15,33,0,0,7,23,10,17,14,38,0,26,12,0,11,0,0
2017-05-01,24,0,11,8,13,34,15,44,0,0,0,10,0,38,0,7,25,0,11,13,9,0,0,0,5,42,16,5,0,16,0,5,30,5,36,16,10,0,23,14,12,0,36,22,36,8,8,0,0,0,0,0,5,13,25,0,10,10,24,28,0,0,31,0,13,0,0,0,0,21,0,41,0,11,23,10,17,14,0,0,20,12,0,16,0,0
2017-06-01,10,15,0,0,24,34,11,47,0,0,11,9,0,0,0,7,0,0,6,0,10,0,94,34,5,18,0,8,0,0,22,5,23,0,39,17,9,18,39,15,33,0,0,0,39,0,18,0,0,0,0,0,5,20,25,22,0,5,26,27,29,15,39,0,14,0,0,0,0,0,0,44,0,8,0,14,0,21,42,39,24,27,0,14,0,0
2017-07-01,10,7,0,0,0,35,11,47,0,66,11,5,0,0,0,7,0,65,9,0,0,0,0,0,5,36,0,5,14,0,0,5,27,0,38,0,13,0,25,15,11,0,0,0,0,9,9,0,0,0,0,0,8,0,32,22,11,0,0,15,29,15,14,27,27,0,0,8,0,11,0,0,0,18,25,12,0,15,0,0,33,27,0,39,0,0
2017-08-01,19,14,0,0,6,36,10,0,7,0,0,5,0,0,26,7,38,41,0,0,0,0,0,0,0,26,0,5,0,6,0,10,24,0,73,16,9,0,24,0,5,0,0,22,0,8,0,0,11,10,0,5,5,13,37,0,10,8,24,20,0,21,22,0,17,0,7,0,0,0,0,41,0,14,24,13,0,15,0,0,27,13,47,29,0,0
2017-09-01,27,0,6,0,9,53,31,0,0,66,20,0,0,78,0,0,26,63,6,9,0,0,0,0,0,26,0,7,0,0,0,10,25,5,0,0,8,0,0,14,9,0,0,11,37,0,9,0,11,10,0,5,5,26,25,22,0,5,49,26,0,15,23,26,26,0,0,7,0,22,0,0,0,11,24,34,0,20,0,0,15,13,0,10,0,0
2017-10-01,20,7,5,0,25,46,10,0,0,0,10,5,0,37,0,7,0,59,5,9,8,0,0,44,5,24,0,22,0,5,0,9,34,0,0,0,9,0,22,0,19,0,35,10,0,8,12,0,0,9,0,0,9,12,17,0,0,5,23,19,26,27,34,0,68,29,0,7,0,10,0,0,0,14,0,11,0,12,0,0,21,12,45,7,0,0
2017-11-01,35,0,5,0,14,35,18,40,0,0,9,7,0,24,23,0,0,38,5,12,0,0,0,0,5,16,0,11,0,8,38,11,37,5,0,15,12,0,0,13,7,0,33,30,0,0,0,0,0,9,0,0,11,12,17,0,0,9,0,13,0,13,21,0,31,55,6,0,0,10,32,0,15,10,43,12,0,15,37,0,29,12,0,9,0,0
2017-12-01,22,7,0,5,5,35,9,0,0,59,0,6,0,48,24,11,0,0,0,0,8,0,0,0,0,16,0,4,12,8,20,7,27,0,0,15,6,0,23,13,8,60,0,10,34,23,0,0,0,9,0,0,5,12,37,0,0,8,22,16,0,13,30,0,8,29,0,10,0,0,0,39,16,11,44,11,0,21,0,0,17,12,0,9,0,0
2018-01-01,23,0,5,0,17,40,9,0,0,0,18,9,22,34,0,9,0,0,5,6,0,0,0,0,7,15,0,8,11,5,0,6,38,0,32,14,13,0,21,0,11,56,0,13,0,7,36,0,9,0,0,0,4,11,32,18,9,4,0,10,0,18,15,0,7,26,0,15,26,0,0,0,0,19,31,7,0,11,0,0,13,18,41,4,0,0
2018-02-01,25,7,0,0,21,45,19,42,0,0,10,15,0,99,0,7,24,39,8,0,8,100,84,0,5,32,0,7,0,11,0,7,43,0,35,15,10,0,0,14,14,0,0,21,0,0,16,0,0,9,0,5,0,12,29,0,0,5,0,21,0,13,34,24,12,0,0,7,0,0,0,0,0,11,0,7,0,14,0,0,13,0,0,7,87,23
2018-03-01,33,12,5,4,18,36,26,38,0,0,15,13,15,22,0,12,22,36,5,6,8,0,0,26,9,15,14,0,11,8,18,9,27,7,32,14,13,0,21,25,7,57,0,14,0,7,22,0,0,8,0,0,4,15,26,0,0,4,42,10,23,12,24,0,7,0,0,6,0,0,0,0,0,6,20,4,0,14,0,0,15,11,0,6,0,0
2018-04-01,13,0,5,5,12,39,9,0,7,0,9,6,0,49,0,10,24,0,8,0,8,0,83,0,5,24,0,7,12,5,20,5,21,0,34,0,6,0,0,13,19,0,0,21,34,0,8,100,0,9,0,5,5,24,39,0,0,5,23,11,0,13,25,24,8,0,0,7,0,0,0,0,0,16,33,5,0,18,37,33,17,12,44,9,0,23
2018-05-01,13,0,10,10,15,46,45,0,0,0,0,14,15,0,23,6,23,0,5,0,8,0,0,55,0,15,0,4,11,5,19,4,27,5,33,29,7,0,21,38,16,0,0,39,0,14,7,0,9,9,0,0,9,11,33,0,9,0,21,11,24,0,16,0,11,0,6,6,27,19,0,0,0,6,21,6,46,15,35,0,11,11,42,7,0,0
2018-06-01,22,13,5,5,8,35,9,0,0,0,18,5,0,0,46,13,23,38,10,0,0,0,0,28,5,16,0,17,12,5,0,5,18,9,33,22,13,16,29,13,8,0,0,20,33,8,8,0,0,0,0,4,9,0,38,0,0,5,22,23,0,26,8,0,12,0,10,7,0,10,32,0,0,20,22,8,0,24,0,32,37,29,43,26,0,22
2018-07-01,21,10,0,0,5,34,14,40,0,0,9,14,0,23,23,6,23,0,0,0,8,0,0,27,4,38,0,15,11,8,0,4,29,6,0,14,7,0,0,13,4,0,0,20,0,0,0,0,0,0,0,13,11,0,66,0,0,9,0,12,0,0,20,0,15,0,0,6,0,0,0,0,0,13,42,5,0,9,0,0,8,15,0,16,0,0
2018-08-01,11,10,0,0,10,30,14,0,0,57,9,9,0,0,46,0,23,0,10,0,8,0,0,55,4,46,0,11,0,5,28,9,17,5,0,14,9,0,0,13,10,0,33,33,0,0,8,0,10,0,0,0,9,0,41,0,0,5,22,15,0,13,28,0,8,0,6,6,0,0,31,0,0,10,0,7,0,18,0,0,29,0,0,16,0,0
2018-09-01,36,0,0,0,9,34,9,83,0,60,0,6,0,24,0,13,0,38,0,0,16,0,0,29,0,16,0,4,12,0,20,7,17,5,34,15,6,0,23,0,6,0,0,10,0,8,16,0,0,0,0,5,5,0,24,0,0,5,22,16,26,0,30,0,32,0,10,9,0,10,0,0,0,10,22,12,0,15,0,0,37,0,0,10,0,23
2018-10-01,50,7,5,0,12,48,19,0,0,0,0,9,0,24,23,6,23,0,5,0,8,0,0,29,5,0,0,4,0,0,39,5,30,7,33,0,7,0,33,26,11,60,0,10,0,0,23,0,10,0,0,0,5,12,32,20,0,7,0,34,0,26,38,0,70,42,0,13,0,0,32,0,0,11,43,19,0,24,0,0,19,12,0,16,0,0
2018-11-01,35,0,5,4,15,45,23,41,0,57,9,8,16,24,23,10,23,37,5,9,0,0,0,28,9,0,0,4,12,5,0,11,31,0,0,14,7,0,29,19,17,60,0,16,32,0,0,0,0,0,0,0,9,0,17,0,0,9,22,27,48,13,25,24,54,27,0,20,27,10,31,38,0,13,42,17,0,27,0,0,16,15,0,9,0,0
2018-12-01,30,6,5,5,17,34,32,0,0,58,9,12,47,24,23,13,23,37,10,12,0,0,0,28,5,15,0,9,0,5,0,0,29,5,33,15,9,0,0,13,11,0,0,25,0,7,11,0,0,9,0,0,5,23,36,0,0,12,22,18,25,39,16,0,23,28,0,10,27,10,63,0,0,11,53,9,0,12,36,0,22,11,43,7,0,0
