date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-03-01,11,0,13,0,0,15,23,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,51,0,0,0,14,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,0,29,39,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,33,54,11,0,0,0,81,41,0,0,11,0,0
2010-04-01,23,0,0,0,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,32,0,20,0,17,17,0,0,0,100,0,0,0,12,0,0,0,0,21,60,0,11,0,0
2010-05-01,11,0,0,0,13,10,0,0,0,0,0,0,0,59,0,16,60,0,0,0,0,0,0,0,12,39,0,22,0,0,0,12,17,24,0,38,6,0,57,33,12,0,0,0,0,0,0,0,0,0,0,0,0,29,48,0,0,0,0,0,0,0,21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,41,29,0,11,0,0
2010-06-01,17,18,0,12,14,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,16,12,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,23,0,0,0,0,17,0,24,0,0,0,0,0,22,0,21,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2010-07-01,12,0,0,0,14,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,14,0,0,30,0,0,0,10,0,0,0,0,0,0,0,91,0,21,0,0,0,0,0,0,0,17,0,0,13,0,21,0,0,34,0,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,23,0,0,84,0,0
2010-08-01,0,0,0,12,14,21,50,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,12,13,0,0,6,0,0,0,12,0,0,0,0,0,21,0,26,0,0,0,12,31,34,0,25,0,0,0,67,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,35,0,0
2010-09-01,34,0,0,0,0,17,0,0,0,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,40,0,0,0,6,39,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,16,0,0,0,0,20,0,33,21,0,20,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,11,0,0
2010-10-01,31,0,0,0,0,14,22,0,0,0,0,0,0,57,0,0,0,90,0,0,0,0,0,0,0,38,0,10,0,0,0,0,11,22,0,0,6,0,0,0,11,0,0,24,0,18,0,0,0,0,0,0,11,0,38,0,0,0,0,18,0,0,59,0,46,0,16,0,0,0,0,0,0,16,51,11,0,0,0,0,20,0,0,0,0,0
2010-11-01,10,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,10,30,0,0,0,5,0,100,0,11,0,0,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,19,0,53,63,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,10,0,0
2010-12-01,10,0,0,0,0,15,0,0,0,0,0,11,0,54,0,15,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,31,11,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,21,0,51,0,57,30,19,54,18,0,15,0,0,0,0,0,0,23,0,0,0,0,0,0,19,53,100,10,0,0
2011-01-01,17,0,8,7,0,20,0,0,0,0,0,7,0,0,0,20,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,14,0,0,16,0,0,12,0,0,0,0,0,0,0,15,0,29,0,0,18,38,0,13,37,12,0,0,10,0,0,0,59,0,10,0,7,0,0,0,0,13,0,0,7,0,0
2011-02-01,15,0,0,0,9,25,16,0,0,100,0,8,0,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,8,47,0,0,0,8,0,0,0,8,100,0,0,0,0,13,0,0,0,100,8,0,0,14,0,0,0,0,0,0,22,28,0,13,0,0,11,46,17,0,0,0,0,0,0,80,15,0,0,14,0,0,0,0,0
2011-03-01,10,0,0,0,0,25,15,0,0,0,0,7,0,37,0,0,0,0,16,0,13,0,0,0,0,24,0,7,0,0,0,21,14,0,0,23,4,0,0,20,7,0,0,16,0,12,0,0,15,0,0,7,7,0,20,0,14,7,0,18,0,0,26,0,12,0,0,0,0,15,0,0,0,10,0,22,0,0,57,0,21,18,0,10,0,0
2011-04-01,15,11,0,0,13,22,24,0,0,0,0,8,0,0,0,11,39,63,0,0,0,0,0,96,0,0,0,7,0,9,0,8,13,0,0,0,7,0,0,22,8,0,0,17,0,0,0,0,0,0,0,8,0,0,18,0,16,8,37,13,0,22,0,0,0,0,17,0,0,17,54,0,0,0,0,8,0,15,0,0,21,0,0,0,0,0
2011-05-01,7,0,8,7,0,31,14,0,0,93,0,0,0,0,37,10,37,0,0,0,0,0,0,45,0,0,0,0,0,0,0,7,28,0,0,0,7,0,0,20,0,0,0,16,0,0,12,0,0,0,0,0,0,0,10,0,0,7,35,12,0,0,0,0,0,0,0,21,0,0,0,0,0,16,0,0,0,0,0,0,13,18,0,16,0,0
2011-06-01,0,11,0,0,13,29,0,0,0,97,0,8,0,0,0,11,0,0,0,0,20,0,0,47,8,26,0,7,0,0,0,8,17,8,0,0,7,0,0,22,0,0,0,17,0,13,0,0,0,0,0,0,8,19,27,0,16,0,75,13,0,0,28,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,7,0,0
2011-07-01,18,16,0,0,8,23,0,0,11,0,0,8,0,0,0,11,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,8,27,0,56,0,12,0,0,0,12,0,0,17,55,0,0,0,0,0,97,0,0,0,11,0,0,0,37,13,0,21,14,0,13,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,18,0,0,7,0,0
2011-08-01,18,0,0,0,0,36,0,0,0,0,0,0,0,0,37,10,0,0,0,0,13,0,0,0,7,0,0,7,19,0,0,0,17,8,0,0,11,0,0,0,15,96,0,0,0,0,0,0,0,0,0,0,7,0,31,0,15,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,13,19,0,14,0,0
2011-09-01,14,0,0,0,0,19,15,0,0,0,0,11,0,0,0,0,37,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,38,0,54,0,5,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,15,7,0,12,0,0,0,0,25,45,0,11,0,0,0,0,25,21,0,7,25,14,0,0,26,0,0,14,0,36
2011-10-01,10,0,0,0,0,16,0,60,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,42,7,0,0,10,18,0,29,0,62,7,50,0,5,0,0,0,17,0,0,30,0,11,11,0,0,13,0,0,7,0,19,29,0,7,0,17,0,0,0,0,52,0,10,0,0,15,48,0,0,0,64,7,0,0,0,0,0,17,0,7,0,0
2011-11-01,10,0,0,0,0,34,20,0,0,0,0,14,23,0,0,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,28,0,0,21,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,18,0,0,0,32,11,36,0,12,0,17,0,0,0,0,14,0,0,0,0,31,9,0,0,0,0,18,0,0,0,0,0
2011-12-01,12,0,0,0,14,36,0,0,0,0,13,0,23,34,0,27,0,0,7,0,0,0,0,40,7,22,0,0,17,7,0,6,34,7,0,0,8,0,0,0,6,85,0,0,0,0,11,0,0,0,0,0,0,0,32,0,0,7,31,22,0,19,0,0,22,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,16,0,6,0,0
2012-01-01,11,0,0,6,6,30,0,52,0,0,0,0,0,0,0,8,30,0,0,0,10,0,0,0,0,0,0,0,0,7,0,6,42,0,0,0,8,0,0,16,21,0,0,0,0,10,10,0,12,0,0,6,6,15,16,25,12,6,28,20,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,10,20,0,14,0,0
2012-02-01,21,0,7,0,0,19,25,54,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,6,34,0,45,0,5,0,0,0,9,0,0,0,0,0,0,0,13,12,0,0,18,0,13,0,12,6,0,28,0,17,22,31,21,0,0,9,0,0,0,0,0,9,58,0,0,0,0,0,16,0,0,15,0,0
2012-03-01,18,9,0,0,7,29,13,55,0,0,13,6,0,0,0,0,0,0,7,16,11,0,0,0,0,0,0,6,0,0,26,9,42,10,0,20,10,0,30,18,0,0,0,0,0,0,0,0,13,0,0,0,6,16,9,0,0,0,30,17,0,18,0,0,11,0,0,0,0,0,0,0,0,9,0,0,22,0,0,0,22,0,0,12,0,0
2012-04-01,27,0,0,6,7,18,26,0,0,0,0,7,0,0,0,0,32,0,7,8,0,0,0,39,6,0,0,6,0,0,27,0,39,0,0,21,8,0,0,18,6,0,0,14,0,0,0,0,0,0,0,6,0,0,9,0,0,0,30,21,0,0,11,0,22,0,0,0,0,0,0,0,0,15,0,0,22,13,0,0,11,0,0,10,0,0
2012-05-01,12,9,0,6,10,23,12,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,38,6,0,0,18,0,0,0,0,27,13,45,0,6,0,29,17,0,0,0,20,0,0,10,0,0,12,0,0,6,0,21,0,12,6,0,17,0,26,11,0,10,37,9,0,36,26,0,0,0,9,29,12,0,0,0,0,16,15,0,0,0,0
2012-06-01,18,0,0,6,0,33,26,0,0,0,13,7,0,33,0,9,33,0,0,0,0,0,0,0,0,0,0,6,0,0,40,19,27,13,0,21,7,0,0,0,11,0,0,0,46,0,11,0,0,0,0,6,13,0,24,0,0,6,31,22,0,18,35,0,22,0,0,9,0,0,0,0,0,14,0,6,0,19,0,0,11,0,0,19,0,0
2012-07-01,15,18,0,0,0,15,0,0,9,0,13,0,0,33,0,0,0,0,7,0,0,0,0,0,0,22,0,6,0,0,0,0,29,7,0,0,9,0,31,0,6,0,47,0,0,0,11,0,0,0,0,6,0,0,22,27,0,6,0,14,0,0,29,0,0,0,0,9,77,14,0,0,0,9,61,7,22,0,52,0,12,0,0,19,0,0
2012-08-01,12,9,0,0,7,20,20,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,6,22,0,12,0,0,0,0,33,0,47,0,10,0,0,18,6,0,0,29,0,0,0,0,0,0,0,6,0,0,18,0,13,6,31,14,35,18,35,0,11,0,9,0,0,0,0,0,0,9,0,13,0,13,0,0,11,16,0,12,0,0
2012-09-01,21,9,0,0,7,28,13,0,9,0,13,7,0,0,0,0,0,0,0,0,11,0,0,40,0,0,21,0,0,0,27,9,48,7,0,0,5,0,0,0,6,0,0,14,0,0,0,0,0,0,0,6,0,0,22,27,13,13,46,11,0,0,12,0,11,39,0,0,38,0,0,0,0,0,0,6,22,0,0,0,0,16,0,9,0,0
2012-10-01,33,8,0,0,6,23,12,0,0,0,0,6,20,30,0,8,0,0,0,7,0,0,0,54,6,0,0,0,15,0,0,6,32,0,0,19,8,0,0,0,6,0,0,0,42,0,10,0,0,0,0,0,0,0,12,0,12,6,0,10,0,16,10,0,49,70,0,8,0,12,0,0,0,0,0,12,0,0,46,0,10,22,0,11,0,0
2012-11-01,22,0,0,0,13,21,23,0,0,72,0,12,0,44,29,16,0,47,0,0,0,0,100,0,0,19,0,11,0,0,0,6,60,0,0,0,4,0,27,16,11,0,0,12,0,9,0,0,0,11,0,0,6,15,18,0,0,6,27,10,0,16,20,0,19,34,8,8,0,0,0,0,0,8,0,11,0,0,0,0,10,29,0,8,0,27
2012-12-01,21,8,0,0,6,19,0,0,0,0,0,9,0,43,0,8,0,0,6,0,0,0,0,0,0,19,0,16,14,6,23,0,25,0,41,0,9,0,0,16,6,0,0,24,40,0,9,0,0,0,0,0,6,14,23,24,0,0,27,14,0,0,20,0,19,0,8,8,33,0,0,93,0,0,0,6,0,11,0,0,20,28,0,5,0,0
2013-01-01,36,0,0,0,17,37,0,44,0,0,10,5,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,7,71,5,0,0,3,0,0,14,7,0,0,0,0,8,13,0,0,10,0,5,5,0,18,0,0,5,0,45,27,14,18,0,17,0,7,7,0,0,0,0,0,14,24,10,0,10,0,0,18,32,0,10,0,0
2013-02-01,19,0,6,6,6,30,11,0,0,0,0,13,0,29,0,0,0,92,9,0,0,0,0,0,6,0,0,0,0,12,23,0,39,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,0,0,5,6,0,12,23,0,6,0,9,30,31,15,0,19,0,0,8,0,0,0,70,0,0,53,6,19,22,0,0,20,14,0,5,0,0
2013-03-01,26,7,6,0,5,27,10,0,0,0,10,8,0,0,0,0,25,0,0,0,9,0,0,61,7,0,0,0,0,6,21,5,43,5,36,16,4,0,23,28,5,64,36,0,0,12,8,0,0,9,0,10,5,0,20,0,0,0,0,21,0,0,9,0,25,0,0,0,0,0,0,0,0,7,23,0,17,10,0,35,15,12,0,5,90,0
2013-04-01,23,0,0,0,6,22,11,0,0,0,11,11,0,28,0,0,0,89,6,0,10,0,0,0,5,18,0,0,0,0,0,9,40,6,0,0,6,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,13,0,0,5,26,18,0,15,15,0,14,0,0,8,0,0,0,0,0,8,51,0,19,16,0,0,14,0,0,5,0,0
2013-05-01,5,0,6,5,6,25,21,46,0,0,11,13,0,0,0,0,0,0,0,7,18,0,0,32,5,35,0,0,0,6,22,5,22,5,0,17,9,0,0,0,5,0,0,11,0,0,9,0,0,0,0,5,5,0,18,0,0,10,0,18,0,0,9,0,18,0,0,11,31,23,0,0,0,7,37,5,18,10,0,0,9,13,0,8,0,25
2013-06-01,18,8,13,5,6,45,11,0,0,0,11,6,0,29,0,0,0,0,6,0,0,0,0,34,6,37,0,0,0,6,46,5,33,5,0,0,5,0,26,16,11,71,0,0,39,0,9,0,0,10,0,0,5,14,13,0,0,8,0,27,0,0,20,0,28,0,0,8,33,0,37,0,0,16,0,8,0,0,0,0,16,0,0,19,0,0
2013-07-01,8,8,0,0,8,35,22,49,0,0,11,6,0,0,28,8,0,0,0,7,0,0,97,0,0,19,0,0,0,0,23,0,25,8,40,18,7,19,0,0,6,0,0,12,40,0,9,0,0,11,0,0,6,0,11,23,0,6,0,9,0,0,30,0,9,0,8,8,0,0,0,0,0,8,0,6,19,0,0,0,29,21,0,26,0,0
2013-08-01,21,0,0,5,6,23,11,0,0,0,0,6,0,0,28,15,28,44,0,0,0,0,0,0,0,0,0,13,0,0,23,5,12,6,0,0,7,0,26,0,11,0,0,12,0,9,0,0,0,10,0,0,0,14,10,46,0,0,26,9,0,15,19,0,9,0,0,0,0,0,0,0,18,12,0,14,0,0,0,0,19,14,0,14,0,0
2013-09-01,20,15,6,0,6,31,11,0,0,0,0,5,0,0,0,7,27,44,0,0,0,0,0,0,5,18,0,10,0,12,22,0,38,8,39,17,8,0,26,15,9,70,0,12,0,0,18,0,11,0,0,0,8,0,12,0,11,0,0,9,29,15,10,0,27,0,7,8,0,0,0,45,0,11,25,0,0,0,0,0,25,13,0,5,0,0
2013-10-01,17,0,0,0,0,39,10,45,0,0,15,8,17,0,0,10,0,0,0,0,0,0,0,0,5,17,0,5,0,0,32,5,26,5,37,16,3,0,24,0,5,0,0,11,0,0,8,0,0,0,0,0,0,13,14,0,10,0,0,11,27,14,63,0,21,30,7,0,0,0,0,0,0,7,24,12,17,10,0,0,18,0,0,10,0,0
2013-11-01,45,0,6,0,5,27,20,0,0,0,13,7,0,0,0,7,0,40,5,6,0,0,0,30,5,17,0,0,0,6,0,0,54,10,0,0,3,0,0,0,7,0,0,11,0,0,0,0,0,9,0,0,5,0,11,0,10,0,0,25,0,14,22,0,25,30,0,0,0,0,0,0,0,7,23,7,0,24,0,0,9,37,0,8,90,0
2013-12-01,23,0,0,0,7,25,10,43,0,0,0,0,0,0,0,27,0,80,5,0,0,0,0,0,5,0,0,0,0,5,0,7,35,5,36,16,6,0,0,14,5,0,0,21,0,8,11,0,0,9,0,0,0,12,18,0,0,5,24,12,0,14,35,0,12,0,7,7,0,0,0,41,0,14,0,12,0,10,0,0,13,37,0,5,0,0
2014-01-01,17,0,0,4,10,22,27,0,0,0,9,8,0,0,22,9,0,0,5,6,0,0,0,27,0,30,14,0,0,5,28,9,41,5,33,0,10,15,21,13,4,0,0,10,0,7,10,0,0,8,57,4,4,11,18,19,0,4,0,12,0,13,16,0,15,0,0,6,0,0,0,0,0,13,42,11,15,0,35,0,20,11,0,13,0,0
2014-02-01,9,7,0,5,8,49,25,0,0,64,0,10,17,26,25,7,0,0,6,6,0,0,0,31,5,17,0,0,13,0,0,10,37,0,0,16,10,0,0,14,0,0,0,0,0,8,8,0,11,19,0,5,5,0,25,0,10,5,0,8,27,14,18,0,8,0,14,7,0,0,0,0,0,7,0,5,0,10,40,0,18,12,47,9,0,0
2014-03-01,22,7,5,0,5,23,9,0,6,0,19,9,16,24,0,0,23,38,5,6,0,0,0,28,5,0,0,4,0,0,0,5,45,0,0,0,8,0,22,13,5,0,0,14,0,11,8,0,0,27,0,9,0,12,23,0,9,5,22,23,25,0,16,0,8,0,0,7,0,0,0,39,0,7,0,5,16,12,37,0,8,0,44,7,0,0
2014-04-01,16,0,5,10,5,50,29,43,0,0,0,7,33,50,24,0,24,40,0,0,0,0,0,0,5,32,0,9,0,0,0,5,31,0,0,0,5,0,45,13,5,0,0,21,34,0,0,0,0,9,61,5,5,0,22,0,0,5,23,8,0,0,26,0,8,0,7,7,0,10,0,0,16,9,34,8,33,9,0,0,21,0,0,8,0,0
2014-05-01,21,14,0,10,5,40,10,0,0,61,10,5,0,0,0,0,0,0,11,6,0,0,0,29,0,16,0,5,0,0,0,5,23,5,0,15,9,0,0,14,5,62,0,11,0,8,8,0,0,9,0,5,5,0,11,20,10,7,23,16,26,20,13,0,8,0,7,0,0,10,0,0,0,14,0,7,41,0,39,0,21,12,0,7,0,23
2014-06-01,16,8,0,17,12,26,11,0,0,0,11,6,0,0,28,8,0,46,0,0,15,0,0,0,6,28,18,5,14,0,0,6,20,6,41,0,7,0,27,16,6,0,0,0,0,0,9,0,0,11,0,0,0,14,8,0,11,6,27,16,0,0,10,0,9,34,0,8,33,12,0,0,0,8,0,8,38,11,0,0,16,0,52,16,0,0
2014-07-01,18,15,6,0,6,48,0,48,0,68,11,6,0,0,28,11,0,0,6,7,0,0,0,0,5,0,0,0,0,0,66,5,23,0,0,0,12,0,0,15,8,0,0,12,0,0,9,0,0,10,0,5,5,0,20,0,11,5,0,15,29,15,19,0,18,33,0,0,0,0,0,44,0,8,0,0,19,11,43,0,14,14,0,24,0,0
2014-08-01,18,12,0,0,6,53,22,0,0,70,0,0,19,0,0,8,0,0,6,0,0,0,0,33,5,19,18,5,14,0,34,8,21,6,40,0,7,0,0,0,8,70,0,0,0,9,9,0,0,10,0,0,0,0,15,0,0,5,26,0,29,0,30,0,9,33,0,0,33,0,38,0,0,23,26,8,18,11,0,0,24,0,0,12,0,0
2014-09-01,20,7,6,0,6,39,10,0,7,66,11,5,0,54,0,7,0,43,6,7,0,0,0,32,5,36,0,10,13,6,22,5,35,11,38,0,8,0,0,0,8,67,0,23,0,9,0,0,0,10,0,0,0,0,7,0,10,5,25,9,28,30,9,27,0,0,0,7,0,0,0,44,0,0,49,7,18,10,0,0,19,13,49,13,0,0
2014-10-01,28,0,6,0,8,44,0,0,0,0,0,5,17,0,0,14,25,0,6,0,9,0,0,0,5,17,0,0,13,11,62,10,25,0,0,0,12,17,0,0,5,0,0,16,0,0,17,0,0,19,0,5,5,0,14,0,10,5,36,8,27,14,22,0,46,0,7,0,0,0,0,0,0,12,23,22,0,13,0,0,18,12,46,9,0,0
2014-11-01,19,7,6,0,5,65,20,44,0,0,0,10,0,25,0,0,25,0,5,0,0,0,0,0,7,17,0,9,0,6,0,5,41,0,36,16,8,0,47,14,10,0,35,11,0,0,8,0,0,0,0,5,5,0,17,0,0,7,47,14,0,0,26,0,33,0,0,7,29,0,0,0,16,16,0,13,17,24,39,0,13,12,0,0,89,0
2014-12-01,13,7,5,0,15,54,9,0,0,0,9,0,16,48,0,10,24,0,5,9,8,0,0,29,5,16,0,0,0,5,0,5,36,0,0,0,6,0,0,0,8,60,0,10,0,0,16,0,0,18,0,0,9,12,11,0,0,5,34,10,25,13,17,24,12,0,7,0,0,0,0,0,0,13,66,7,16,9,0,0,21,18,0,7,0,0
2015-01-01,12,0,5,4,13,66,9,0,0,0,0,11,15,22,22,9,21,35,5,11,0,0,0,26,0,0,0,4,11,5,18,4,53,0,0,0,7,0,20,12,4,0,0,19,0,0,14,0,0,8,0,0,0,0,33,0,9,9,0,18,0,24,19,0,22,0,6,18,0,9,0,0,0,12,100,6,15,17,0,30,20,11,0,6,0,21
2015-02-01,11,7,0,0,11,51,10,0,0,0,0,10,0,25,24,7,0,79,5,0,0,0,0,30,0,0,15,0,0,0,0,5,59,0,35,15,5,0,23,13,5,0,0,18,0,8,24,0,0,9,0,0,0,12,18,0,0,0,23,8,0,20,22,25,12,0,7,14,0,10,33,0,0,9,22,5,33,19,39,0,17,12,0,8,0,0
2015-03-01,13,0,0,0,7,46,14,0,0,0,9,7,15,23,22,6,45,0,7,6,0,0,0,28,0,15,14,4,0,5,0,7,40,5,0,0,7,0,28,13,9,0,0,10,0,0,0,0,0,8,0,0,4,11,23,0,9,9,32,10,0,0,16,0,15,0,0,13,0,0,0,0,0,19,31,5,15,20,0,0,32,34,0,7,0,0
2015-04-01,25,10,11,7,12,42,10,0,0,0,9,5,0,24,0,0,0,0,5,0,0,0,0,29,0,0,0,4,0,16,20,6,47,5,0,0,12,0,23,13,16,0,0,20,0,0,8,0,0,14,0,0,5,0,16,0,0,0,0,12,25,14,9,25,12,0,0,13,0,10,0,0,0,16,22,0,0,19,0,0,14,12,0,13,0,0
2015-05-01,13,0,5,9,5,49,0,0,0,58,9,5,0,23,0,0,0,0,0,0,8,0,0,56,5,15,0,9,12,5,0,4,20,5,0,14,9,0,22,13,9,0,0,20,33,0,15,0,0,0,58,0,0,0,10,0,0,0,0,15,0,13,29,0,11,0,6,6,0,10,31,0,0,13,0,7,31,13,0,0,16,11,0,10,0,0
2015-06-01,11,14,11,6,9,58,10,0,0,62,10,7,0,0,25,0,24,0,5,6,17,0,0,59,5,16,0,5,0,5,0,6,37,0,53,0,9,0,23,14,0,0,0,11,35,0,0,0,0,0,0,5,5,0,9,0,0,5,0,13,0,0,9,0,16,0,0,7,0,10,0,40,0,7,0,5,0,9,38,0,31,18,0,21,0,0
2015-07-01,19,7,0,0,0,36,10,0,0,0,0,5,0,0,49,0,25,40,0,0,9,0,0,0,5,66,0,7,0,5,20,10,36,0,36,0,20,0,0,0,5,0,0,11,35,0,16,0,0,14,61,5,5,12,16,20,0,5,23,16,0,14,17,0,8,0,0,7,0,16,0,41,0,0,0,10,0,10,0,0,17,0,45,45,0,0
2015-08-01,14,14,0,14,5,45,14,42,0,0,0,0,16,25,24,0,24,0,5,6,0,0,0,29,0,16,0,9,0,5,0,5,26,5,35,0,58,0,0,13,6,0,0,10,34,0,12,0,0,0,0,0,0,0,15,0,9,5,0,24,25,13,17,0,0,0,0,0,0,0,33,40,0,7,22,0,0,14,0,0,17,12,0,24,0,0
2015-09-01,33,7,0,0,13,55,19,0,0,0,0,5,0,0,0,0,24,0,5,0,16,0,0,29,5,32,0,4,0,0,39,5,42,10,0,15,24,0,22,0,8,0,0,0,0,0,16,0,0,0,0,0,5,0,26,20,9,7,0,12,0,27,17,24,16,0,7,0,0,10,33,0,0,7,44,7,16,9,0,33,8,23,0,10,0,0
2015-10-01,17,6,0,4,10,59,9,0,0,0,0,7,0,0,0,6,0,55,10,6,0,0,0,28,4,0,0,6,0,0,19,11,23,5,33,0,9,0,63,12,9,0,0,10,0,0,7,0,0,0,0,0,4,23,21,0,9,4,32,7,0,13,12,0,94,27,6,0,0,0,0,0,0,6,31,18,0,9,0,31,11,0,0,7,0,0
2015-11-01,28,0,5,0,8,44,0,0,0,0,0,9,0,23,0,6,23,37,5,9,0,0,0,28,5,15,0,13,0,0,18,4,42,0,0,0,9,0,43,13,9,0,0,10,0,0,26,0,0,9,0,9,9,0,23,0,9,4,21,15,36,0,20,0,34,54,0,13,0,0,31,0,0,8,21,12,0,9,71,0,21,11,0,6,81,0
2015-12-01,19,0,8,0,15,52,18,0,0,0,9,7,0,0,0,6,23,37,0,17,0,0,0,0,5,15,0,6,0,5,0,4,65,5,32,0,7,15,0,12,11,0,33,10,0,26,13,0,0,9,0,4,0,11,34,0,9,4,22,10,24,19,8,0,23,27,0,6,0,0,0,0,0,13,63,14,0,23,36,32,16,22,43,9,0,0
2016-01-01,27,9,10,4,8,59,9,39,0,57,27,9,0,23,45,0,22,0,10,0,0,0,0,0,0,0,0,8,0,5,0,4,47,5,0,0,7,0,22,19,6,0,0,0,32,15,37,0,0,17,58,0,4,0,25,0,9,4,21,30,0,13,8,0,15,27,0,13,0,0,0,37,0,6,21,10,0,17,0,0,16,22,0,9,0,0
2016-02-01,20,0,0,0,10,57,10,41,0,0,0,15,16,48,24,6,0,0,0,0,0,0,0,59,0,0,0,0,12,0,0,5,49,5,70,15,11,0,0,0,9,0,34,10,0,0,13,0,0,0,0,0,5,12,37,0,0,10,23,20,0,13,30,25,8,0,0,10,0,0,33,0,0,11,0,5,0,18,0,0,25,12,44,15,0,23
2016-03-01,13,7,0,0,10,44,9,41,0,59,0,8,0,24,23,13,35,0,0,0,0,0,0,28,5,16,15,9,0,5,19,9,63,0,34,0,8,0,22,0,19,60,33,10,0,0,8,0,0,9,0,9,5,12,49,0,9,9,22,31,25,13,8,0,23,56,0,0,0,10,0,0,0,16,43,11,16,18,37,0,16,12,0,6,84,0
2016-04-01,7,7,6,8,22,39,10,0,0,65,10,10,17,26,0,0,25,42,6,0,9,0,0,31,0,17,0,5,13,6,21,7,44,0,36,0,5,0,32,0,10,0,0,11,0,0,13,0,11,10,0,5,5,13,25,0,0,5,0,20,0,14,27,0,17,0,7,14,0,11,0,0,0,19,47,8,17,20,40,0,18,0,47,6,0,0
2016-05-01,18,14,0,6,11,51,15,0,7,92,10,10,0,50,48,13,36,40,8,0,8,0,0,39,0,16,0,7,12,5,0,9,28,7,0,0,11,0,0,14,10,0,0,25,34,16,0,0,10,0,61,0,5,0,24,20,10,5,23,8,0,14,17,0,12,0,0,7,0,0,0,0,0,14,0,10,0,19,39,0,23,18,46,11,0,0
