date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2015-10-01,17,10,15,0,29,61,0,32,12,0,9,34,0,60,0,0,0,10,0,0,28,27,15,12,0,0,0,28,8,0,9,30,50,8,28,6,19,12,32,0,25,18,90,0,0,0,17,47,0,13,22,0,0,13,0,6,0,0,35,23,0,32,12,14,0,0,29,35,20,7,13,24,0,0,23,33,0,0,7,0,0,42,0,16,0,0,0,40,19,19,0,0,17,11,0,18,34,0
2015-11-01,16,11,0,35,20,58,26,20,13,0,0,0,0,22,35,13,9,14,0,0,45,38,16,0,0,0,12,43,8,23,15,0,42,0,15,13,21,0,33,0,26,16,0,50,41,0,19,0,0,13,0,0,35,14,0,13,0,0,0,10,0,0,6,15,0,17,15,38,21,7,10,38,0,12,31,0,15,0,7,13,0,45,0,0,0,10,73,17,0,62,0,100,27,8,0,18,0,0
2015-12-01,15,11,17,37,48,62,0,32,0,0,11,38,0,45,0,21,0,17,57,21,0,20,0,7,0,0,13,31,13,0,10,0,16,10,24,7,0,0,35,0,0,8,0,53,0,0,39,54,0,0,0,0,0,45,11,11,0,0,26,0,0,0,13,16,0,9,17,0,28,0,7,33,0,0,13,0,0,0,15,13,92,0,0,0,0,0,26,19,0,51,22,0,12,8,11,8,0,0
2016-01-01,14,0,0,0,24,67,0,34,11,0,9,32,0,39,32,12,8,14,36,35,20,35,15,6,0,0,34,27,15,0,13,0,7,6,13,9,19,11,30,88,0,21,0,45,0,31,34,0,0,12,21,13,0,0,9,12,27,0,22,13,0,31,15,0,14,0,14,0,24,0,13,32,0,0,11,16,0,0,8,0,0,0,14,0,0,14,22,15,9,19,0,0,27,17,9,24,33,0
2016-02-01,20,0,31,0,69,52,0,29,0,42,10,35,0,41,34,26,0,6,26,19,28,18,16,6,0,83,0,0,8,0,24,0,12,10,0,26,0,12,32,0,26,11,0,24,0,33,31,49,31,13,0,19,0,27,0,7,0,0,48,16,0,33,8,14,15,12,15,0,21,7,7,25,0,0,27,17,14,13,7,12,0,0,0,0,0,20,35,14,20,53,20,0,17,7,0,13,35,92
2016-03-01,13,20,15,32,66,59,0,40,23,39,0,0,0,46,32,37,0,21,24,18,61,35,15,6,0,78,0,26,7,0,18,0,10,12,13,12,19,6,31,0,48,21,0,68,0,31,76,46,44,24,21,0,32,13,0,6,0,0,23,9,0,61,13,0,14,15,14,0,15,0,6,13,0,11,14,16,0,0,8,0,53,0,0,0,0,28,0,13,14,38,19,0,18,14,19,24,0,0
2016-04-01,10,10,15,0,63,62,0,41,12,0,9,0,0,33,0,13,9,10,25,18,21,0,15,0,0,0,0,27,8,21,9,0,10,9,0,8,19,12,31,0,0,15,0,23,0,0,39,0,30,25,0,9,33,13,0,6,0,0,46,0,0,31,12,0,0,8,14,35,20,0,13,26,0,12,17,0,14,13,10,12,72,0,0,16,0,19,57,20,9,39,0,0,12,10,10,24,0,0
2016-05-01,18,10,29,32,73,70,0,40,11,39,14,33,0,29,32,12,0,9,0,26,20,0,0,0,0,0,11,52,10,0,21,0,7,6,13,15,19,6,45,0,0,11,87,22,0,31,33,0,0,18,21,0,24,13,0,6,0,0,22,13,0,0,15,0,0,30,28,0,24,13,6,32,0,0,20,0,13,0,6,0,0,41,0,16,10,14,22,6,0,56,0,0,11,17,9,40,32,0
2016-06-01,4,10,16,0,72,58,0,56,37,42,19,35,0,31,0,13,0,9,51,38,0,0,0,6,0,0,12,57,13,22,19,0,19,7,14,11,20,6,65,0,51,15,0,24,0,0,27,49,31,39,0,0,17,0,0,13,0,0,24,19,0,32,8,14,15,12,0,0,57,7,0,16,0,12,24,17,14,0,11,0,0,0,0,0,0,15,59,14,20,54,0,0,32,11,20,41,0,0
2016-07-01,13,11,17,37,61,41,0,47,0,90,10,0,0,22,0,14,0,21,0,27,31,0,0,6,0,0,13,45,9,24,24,0,8,21,46,7,21,13,69,0,0,0,0,26,0,0,14,53,0,14,24,0,19,15,11,7,0,80,26,10,0,35,13,15,0,13,16,0,44,12,0,22,0,0,26,0,15,0,11,13,0,47,0,18,0,21,0,7,11,43,0,0,24,8,21,60,0,0
2016-08-01,6,0,18,38,38,47,0,33,0,0,0,39,0,23,0,14,10,0,57,21,24,0,0,7,0,0,13,63,13,0,16,0,9,14,53,7,22,7,0,0,0,21,0,27,0,36,0,55,34,0,0,11,19,15,0,7,0,0,27,11,0,0,37,16,0,9,17,0,58,15,8,27,0,18,13,19,16,0,22,14,0,0,0,0,0,11,53,13,11,22,0,54,41,16,0,53,0,0
2016-09-01,18,11,17,0,37,51,0,49,13,0,10,0,0,45,0,28,10,12,28,0,23,0,0,6,0,0,0,0,9,0,31,34,14,7,41,11,21,13,35,0,27,12,0,52,0,0,14,0,100,28,24,0,0,0,0,14,31,80,39,10,0,0,22,0,16,9,16,0,28,0,7,15,0,0,7,0,0,15,12,0,0,0,0,0,0,16,38,15,21,29,0,0,18,8,0,38,0,100
2016-10-01,10,11,0,0,36,62,0,43,12,43,10,0,0,35,0,0,9,7,0,19,22,0,0,6,0,0,0,29,8,23,29,32,78,13,24,10,20,6,33,0,26,19,0,49,0,0,41,50,0,33,0,10,0,0,0,13,0,0,0,10,0,67,21,15,15,17,31,0,74,7,9,21,0,0,43,26,15,0,0,13,0,0,0,0,0,30,24,21,10,48,41,0,22,15,15,27,36,0
2016-11-01,18,0,16,0,27,52,0,10,0,43,10,0,0,64,35,13,9,20,0,0,22,19,0,0,0,0,13,29,16,46,10,0,92,0,15,10,0,12,0,0,0,23,97,0,0,0,32,0,0,27,23,0,18,14,10,14,0,0,62,20,0,34,8,0,23,17,15,37,21,0,21,33,0,12,25,18,0,14,14,13,58,0,0,17,0,15,48,19,31,48,0,0,23,8,10,8,72,0
2016-12-01,13,0,17,36,41,51,0,21,0,44,10,37,0,44,36,0,0,9,27,40,34,33,17,0,0,0,0,30,8,23,15,0,28,7,0,7,0,6,34,0,27,16,0,76,0,0,19,52,0,14,0,10,0,21,0,14,0,0,38,10,0,34,9,15,0,9,16,0,44,7,10,48,0,0,25,18,15,0,14,0,59,0,0,0,0,10,100,19,10,49,0,0,12,10,0,16,0,0
2017-01-01,16,10,23,33,42,48,24,32,12,0,0,0,0,53,0,13,0,13,50,18,21,36,15,12,0,0,0,0,8,22,14,0,21,6,14,9,19,12,31,0,99,18,0,0,0,32,39,0,45,25,0,0,0,26,0,9,0,72,23,28,0,32,12,14,15,19,15,0,15,0,7,31,0,0,15,16,0,0,7,12,0,42,0,0,0,24,0,10,10,32,0,0,21,25,10,10,34,0
2017-02-01,22,21,16,0,41,58,0,34,25,0,10,0,0,50,35,13,0,16,0,19,33,0,24,0,0,0,12,29,16,0,10,0,7,7,15,17,21,0,66,0,26,23,0,25,0,34,21,51,32,54,0,0,0,28,0,14,0,0,74,13,0,51,13,0,15,12,31,0,21,7,7,28,82,12,16,0,0,0,7,13,0,45,0,0,11,35,61,19,10,69,0,0,15,15,10,16,36,0
2017-03-01,13,9,14,46,43,63,22,44,0,0,0,0,0,50,0,12,0,12,35,17,0,50,14,7,0,0,11,25,7,0,11,0,14,8,19,9,18,0,0,0,23,14,84,33,35,30,40,0,0,12,20,26,16,12,0,8,0,0,22,17,0,29,35,13,14,22,14,0,33,12,6,35,0,11,16,0,0,0,9,11,50,0,0,15,0,27,0,12,0,36,18,0,13,7,0,20,0,0
2017-04-01,13,0,48,69,35,57,0,33,18,0,10,0,0,62,0,13,0,10,26,37,43,0,16,6,0,0,0,28,12,22,19,0,5,10,14,26,40,6,65,95,25,15,94,0,0,0,34,0,0,26,23,0,60,13,0,0,0,0,72,19,0,33,57,0,0,12,15,0,26,13,7,39,0,12,30,17,14,14,7,0,0,0,0,26,0,20,24,14,13,30,0,0,37,11,20,28,35,0
2017-05-01,17,10,15,49,56,60,0,47,12,0,19,34,0,30,0,0,0,17,99,18,62,0,23,14,0,0,12,27,8,63,18,0,17,6,14,6,39,6,47,0,24,15,0,0,38,0,73,47,0,12,0,0,33,26,0,6,0,0,58,9,0,31,41,14,15,23,29,0,30,7,0,29,0,12,17,16,0,0,13,0,0,0,0,0,0,19,23,17,14,29,0,0,28,7,10,29,0,0
2017-06-01,8,33,17,36,55,56,26,35,0,0,10,0,0,44,0,0,10,18,55,20,23,0,0,10,0,0,38,30,8,0,20,0,13,7,15,12,21,0,68,100,27,8,0,0,0,0,28,52,33,0,0,0,18,14,0,7,30,0,25,0,0,34,24,0,0,13,16,0,49,14,7,46,0,25,13,0,30,14,7,0,0,46,0,18,0,16,0,14,21,32,0,0,39,16,10,69,0,0
2017-07-01,7,0,16,36,23,61,0,34,0,0,10,54,0,64,0,0,9,10,54,0,45,0,0,17,0,0,31,0,12,23,23,0,14,7,15,7,21,6,33,0,0,24,0,38,0,0,51,0,32,27,24,0,0,14,0,14,0,78,33,10,0,0,29,15,16,17,36,0,54,7,7,26,0,12,16,0,15,0,7,13,0,45,16,0,0,26,25,28,20,63,0,0,20,16,10,58,0,0
2017-08-01,12,0,16,34,46,57,25,52,37,0,13,0,0,21,0,26,9,15,39,0,22,19,0,6,0,0,0,0,12,22,34,31,16,7,53,9,33,9,32,0,26,11,0,24,0,0,45,0,31,13,0,0,17,14,0,7,0,0,36,10,0,33,49,14,30,12,23,0,26,7,14,14,0,12,9,0,0,0,7,12,0,0,0,0,0,30,24,21,15,60,0,0,24,15,10,63,0,0
2017-09-01,14,10,31,69,20,41,0,65,0,41,10,35,0,48,0,13,0,17,25,28,22,28,16,18,0,83,0,0,8,22,22,0,21,9,36,15,20,9,96,0,0,8,0,24,0,0,27,49,31,0,0,10,0,13,10,6,0,0,24,0,0,0,28,0,15,0,30,36,36,0,10,25,0,12,24,34,14,0,13,24,0,43,0,0,0,10,24,11,0,80,0,0,15,15,0,38,35,0
2017-10-01,18,10,15,0,33,57,0,18,0,0,18,66,0,51,0,24,0,8,24,18,20,17,15,11,92,0,17,26,7,21,9,0,55,0,27,6,0,8,30,0,0,21,0,34,0,30,25,0,29,12,21,0,0,17,0,12,0,0,67,15,0,0,19,0,14,0,14,34,29,6,11,38,0,0,39,24,13,13,9,0,52,0,0,0,10,9,0,22,0,37,0,0,23,7,9,23,0,0
2017-11-01,13,0,15,33,34,48,0,32,12,0,9,0,0,47,0,13,9,19,49,36,41,0,15,0,0,0,12,27,8,0,18,0,53,6,0,13,0,6,62,0,25,11,0,70,0,63,30,0,30,38,21,0,0,0,0,13,0,0,23,28,0,31,25,14,14,12,29,52,20,7,11,22,0,11,26,25,0,0,13,12,54,0,14,0,0,38,46,18,0,90,0,0,9,17,10,17,34,0
2017-12-01,14,0,16,35,35,51,0,43,0,0,10,36,0,42,35,20,0,27,26,25,44,19,24,0,0,0,12,38,16,0,19,0,16,10,15,20,20,9,33,0,0,23,0,49,0,33,23,0,32,13,0,0,17,14,10,0,0,0,24,19,0,99,12,0,0,0,15,0,21,0,10,30,0,0,31,35,0,0,20,25,57,44,0,0,11,15,24,12,0,68,0,0,30,8,10,15,36,0
2018-01-01,14,9,0,0,42,51,0,30,11,38,9,31,0,37,0,35,0,14,62,52,29,0,14,0,0,75,11,76,11,0,17,0,8,9,13,21,18,0,59,0,34,24,83,22,0,0,41,44,28,18,0,0,0,24,0,6,0,0,36,0,0,60,20,13,21,29,20,33,28,0,0,12,0,0,11,15,0,12,10,0,51,0,0,15,0,18,43,23,9,48,0,0,26,13,9,23,0,0
2018-02-01,10,0,16,34,39,54,0,49,12,42,10,35,0,62,34,26,9,13,26,19,0,19,16,0,0,0,0,28,16,22,13,0,16,0,0,10,20,9,48,0,51,11,0,48,0,65,31,0,31,26,22,0,17,54,10,7,0,0,24,10,0,0,16,0,15,8,15,0,36,7,7,30,0,0,15,0,0,0,0,24,56,0,0,0,0,34,35,16,10,60,0,0,34,19,10,11,0,93
2018-03-01,13,0,21,61,51,60,0,67,11,0,9,0,0,50,0,12,8,23,31,50,29,0,14,5,0,0,11,25,14,0,17,0,17,17,19,10,24,8,58,0,23,21,0,0,0,29,28,44,0,17,0,0,0,12,0,16,0,0,43,8,0,58,61,0,13,7,22,0,23,0,6,37,0,11,16,0,13,12,14,0,0,0,13,0,0,18,21,24,18,24,0,0,17,18,9,11,31,0
2018-04-01,20,19,28,62,59,54,0,32,27,37,0,0,0,31,0,23,8,29,46,28,29,17,0,0,0,75,11,25,14,0,14,0,8,9,13,18,18,16,48,0,23,7,0,22,0,59,52,0,0,23,0,8,31,12,0,8,0,0,0,22,0,29,24,26,0,14,13,0,51,9,9,35,72,0,19,15,13,0,6,17,0,0,27,0,0,18,32,15,18,54,0,0,30,18,13,16,0,0
2018-05-01,19,18,14,61,64,54,22,67,22,0,9,0,0,43,30,12,8,12,23,17,38,0,21,5,0,0,11,37,7,0,21,0,16,11,0,9,35,19,0,0,91,14,0,21,0,0,48,0,0,29,20,8,31,16,0,6,0,0,21,25,0,29,13,13,0,21,27,0,55,0,6,24,71,16,11,38,13,12,12,0,0,0,0,0,10,18,21,9,18,36,0,0,30,18,9,25,0,0
2018-06-01,16,9,28,0,39,56,44,44,11,0,9,0,40,56,31,12,0,10,23,34,19,0,14,5,0,0,32,0,19,20,20,0,18,9,13,10,27,0,39,0,69,31,0,32,0,29,44,0,28,23,20,0,46,12,0,18,0,0,54,9,13,29,16,0,13,11,13,0,56,0,0,25,0,0,16,15,0,12,6,0,50,0,0,15,0,35,21,8,27,36,0,0,35,16,0,45,0,0
2018-07-01,18,9,28,31,61,62,0,55,16,55,9,31,0,55,30,0,8,15,34,22,19,0,0,8,0,0,16,24,12,19,28,0,11,11,25,12,26,5,28,0,0,20,0,0,0,29,16,0,27,35,0,8,15,24,0,9,0,0,35,8,13,0,21,0,13,7,13,0,59,8,6,24,0,11,5,30,13,0,6,27,0,0,0,0,0,13,21,12,9,80,0,0,28,18,17,80,0,0
2018-08-01,10,18,14,61,35,55,0,52,11,0,13,0,0,27,0,23,8,15,23,16,19,17,0,8,0,0,33,25,18,20,17,0,6,17,34,15,17,5,43,0,22,10,0,42,0,0,52,0,0,23,0,0,0,24,0,18,0,67,53,20,0,29,32,13,40,7,22,0,64,0,6,28,70,0,19,0,0,0,30,11,0,58,0,0,10,17,42,14,9,53,0,0,26,10,22,67,0,0
2018-09-01,16,10,29,32,44,65,23,45,17,39,9,33,0,38,0,24,0,12,24,35,0,0,14,6,0,0,15,26,12,20,26,29,13,0,66,14,37,17,0,0,0,21,0,22,0,61,25,46,29,12,0,0,16,25,18,10,0,69,66,9,0,30,30,13,14,0,18,0,33,6,0,30,0,0,36,16,0,0,6,0,0,0,0,0,0,9,65,10,14,37,0,0,27,7,9,21,0,0
2018-10-01,17,0,0,0,55,64,22,38,0,37,9,32,0,50,0,12,0,22,23,50,0,17,21,0,0,0,11,25,10,20,34,0,46,6,26,18,18,8,29,0,23,7,0,43,0,30,24,0,0,18,40,9,0,24,0,6,0,0,32,9,0,29,31,13,13,15,20,0,23,9,14,25,72,11,38,31,26,0,6,11,100,0,0,15,0,13,21,21,0,42,18,0,11,13,9,18,0,0
2018-11-01,17,0,15,64,57,57,23,43,23,39,0,0,0,77,31,12,0,18,24,41,20,17,0,0,0,0,0,35,7,21,9,29,100,0,13,10,56,6,30,0,36,18,0,23,0,62,29,46,0,55,21,0,0,13,0,6,0,70,22,9,0,0,23,0,14,15,23,34,29,6,6,49,0,11,28,16,13,0,9,11,0,0,14,0,0,32,33,26,9,56,0,0,21,14,0,17,33,0
2018-12-01,22,31,16,69,26,60,25,26,12,0,0,53,0,73,0,13,9,26,0,19,32,19,16,6,0,0,12,47,12,33,14,0,41,7,29,11,20,6,65,0,0,31,0,24,0,33,41,49,0,20,23,10,0,27,10,7,0,0,36,0,0,98,18,0,0,24,15,72,31,7,0,55,0,0,21,17,14,14,11,12,0,44,0,0,0,10,60,21,10,67,0,0,17,22,10,18,35,0
