date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2009-07-01,15,0,0,0,0,22,0,60,0,0,0,0,0,0,0,10,0,0,69,0,0,0,0,0,0,19,0,0,12,0,32,0,0,24,0,0,0,0,0,0,0,0,0,0,0,29,0,31,0,0,0,50,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,31,0,0,0,69,0,0,0,0,0,0,14,0,10,0,0,9,0,0,27,0,0
2009-08-01,23,17,0,0,0,13,0,57,0,66,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,19,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0
2009-09-01,29,0,0,0,0,9,0,0,0,0,0,100,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,90,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,25,0,0
2009-10-01,14,16,0,0,0,9,0,0,0,63,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2009-11-01,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,76,0,15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,0,23,0,0,19,0,0,0,0,31,0,0,0,0,10,0,0,0,0,0,0,0,0
2009-12-01,19,0,0,0,18,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,13,0,0,39,0,0,0,0,0,59,0,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,23,0,0,0,0,40,0,22,0,0,0,0,0,0,0,0,33,0,0
2010-01-01,18,0,0,0,0,11,24,0,100,0,0,0,70,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,26,0,0,97,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,32,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24,0,32,0,0
2010-02-01,47,0,46,0,0,12,42,0,0,0,0,0,0,0,0,0,0,0,71,0,20,0,0,0,0,0,0,0,8,0,0,0,0,24,76,29,29,0,0,85,0,0,16,0,0,0,0,16,0,0,0,51,0,0,0,0,18,0,28,0,0,0,0,0,15,0,0,16,0,0,0,68,0,0,0,0,16,0,0,0,15,0,0,10,0,0,0,0,0
2010-03-01,14,0,0,0,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,13,0,21,41,0,0,0,0,14,0,37,0,0,0,0,0,0,0,0,0,0,0,14,47,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,24,0,0
2010-04-01,0,0,43,0,0,12,0,0,0,0,0,0,0,72,13,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,74,0,0,0,9,0,0,25,0,0
2010-05-01,22,0,43,0,0,14,0,0,80,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,13,7,0,0,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,51,0,0
2010-06-01,16,0,0,0,15,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,0,16,100,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,14,0,0,0,0,15,0,0,0,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,24,18,0,0,0,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,16,0,0,0,0,0,33,0,14,0,0,0,28,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,100,0,0,17,0,0,10,0,0,0,0,0,26,0,0
2010-09-01,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,21,0,0,0,0,0,0,0,15,0,13,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,35,0,0
2010-10-01,23,0,0,0,0,10,0,0,0,0,0,0,58,0,0,0,97,0,68,15,0,0,0,0,0,19,0,14,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,14,16,0,13,0,0,0,0,19,0,0,0,15,0,0,0,0,0,0,0,0,0,0,31,0,0,14,78,0,0,0,0,0,58,0,0,0
2010-11-01,40,0,0,28,0,20,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,0,68,0,0,16,0,0,0,0,28,0,10,0,0,0,15,0,0,16,0,0,19,0,0,0,0,0,0,0,0,82,10,0,0,10,0,0,28,100,0
2010-12-01,20,0,0,0,0,23,27,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,19,25,0,0,20,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19,0,0,20,0,0,48,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0
2011-01-01,16,0,0,11,0,11,8,0,0,0,0,0,48,0,0,6,0,0,28,0,0,0,0,0,0,0,0,11,7,0,0,0,24,0,0,0,12,0,0,0,0,0,0,0,0,6,0,19,19,0,0,0,0,0,0,6,0,0,11,0,4,0,0,0,6,0,0,6,0,0,8,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,11,0,0
2011-02-01,13,6,0,0,5,9,0,0,31,0,12,0,0,27,0,3,0,0,0,0,0,0,31,0,5,0,0,0,9,0,0,16,21,0,0,0,10,0,0,30,0,0,0,0,0,7,0,11,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,11,0,0,7,7,0,9,0,100
2011-03-01,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,0,0,10,0,0,0,0,13,0,0,10,0,7,0,0,5,15,0,26,0,0,0,0,0,5,0,6,14,0,0,16,0,0,0,6,0,0,0,8,3,0,5,0,5,0,0,10,0,0,6,0,88,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0
2011-04-01,13,0,15,0,5,11,7,0,0,0,0,0,59,0,0,3,65,11,0,5,0,0,0,11,0,6,0,5,6,0,0,10,20,0,0,0,0,16,0,0,0,0,5,0,0,5,11,5,15,0,0,0,0,5,0,5,0,11,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,3,0,0,9,0,0
2011-05-01,14,0,0,0,0,15,6,0,0,0,0,0,35,23,0,7,30,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,7,0,0,4,0,0,25,0,0,5,0,0,4,0,7,14,0,0,15,0,5,0,4,5,0,0,0,3,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,8,0,0
2011-06-01,9,0,15,0,0,13,0,20,0,22,0,0,20,0,0,5,0,0,0,0,0,0,0,0,15,0,0,5,16,0,0,10,0,8,0,0,5,16,0,28,0,0,5,0,0,8,11,5,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,81,5,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,5,93,0,0,0,0,18,0,0
2011-07-01,5,0,15,0,5,14,0,0,0,22,0,0,19,0,0,3,0,0,0,5,0,0,0,0,0,6,0,5,15,0,0,0,39,8,0,0,5,0,0,0,0,0,10,0,0,7,0,0,0,100,0,16,5,5,0,4,0,0,9,0,5,0,7,0,7,0,0,0,0,88,6,0,0,0,0,20,0,0,0,0,0,0,0,9,0,0,12,0,0
2011-08-01,19,0,0,0,8,11,6,0,0,0,0,31,0,0,0,6,28,9,20,0,0,0,0,0,8,0,0,4,10,0,0,0,0,7,22,0,4,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,5,0,8,0,0,12,10,6,0,0,0,7,0,0,4,0,0,7,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,13,0,0
2011-09-01,9,0,0,0,0,12,9,0,0,20,0,0,0,0,8,6,0,0,20,0,6,0,0,0,0,6,0,4,11,0,0,18,0,0,22,0,9,14,0,0,0,0,5,0,0,9,0,8,13,0,0,30,4,0,0,4,0,0,0,0,3,0,4,0,6,0,0,7,0,0,5,0,0,0,0,9,0,5,0,0,6,0,0,4,0,0,8,0,0
2011-10-01,22,0,26,8,8,14,6,0,0,0,0,0,17,0,0,3,28,0,0,4,0,0,0,9,0,5,0,0,11,28,0,9,0,13,0,8,4,0,0,0,0,0,4,0,0,4,0,6,13,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,7,15,77,5,0,0,0,0,9,0,5,4,0,4,0,0,4,0,0,8,0,0
2011-11-01,20,5,0,0,0,19,9,0,0,20,10,0,0,0,0,4,0,0,21,5,6,0,0,0,0,0,0,0,7,0,10,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,8,0,0,0,8,6,0,0,0,9,0,0,9,0,0,6,21,0,0,0,0,5,8,0,0,0,0,0,3,6,0,16,0,0
2011-12-01,9,0,0,0,5,14,0,21,0,0,0,0,31,0,0,3,0,0,25,0,0,0,0,0,10,0,0,5,9,0,11,22,0,0,27,0,5,0,0,0,0,0,5,0,0,14,0,11,0,0,0,0,0,0,0,10,0,0,15,0,3,0,0,85,10,0,0,0,0,0,13,0,100,0,0,11,0,6,0,0,4,0,0,7,0,0,19,0,0
2012-01-01,13,0,0,0,5,12,7,0,0,0,0,0,19,0,0,3,0,0,22,0,6,0,28,0,7,0,0,0,13,31,0,25,0,0,0,9,0,0,98,27,0,0,0,0,0,9,0,7,0,0,21,0,0,0,0,4,6,0,0,9,3,0,0,0,5,0,0,7,16,0,14,0,91,0,0,10,5,0,0,0,5,0,0,0,0,0,9,0,0
2012-02-01,16,0,0,0,0,9,6,0,0,19,0,0,17,0,0,3,0,9,20,4,6,0,0,0,8,0,0,4,19,0,0,9,0,7,0,0,6,14,0,24,0,0,0,0,0,6,0,4,0,0,0,14,4,0,0,4,0,0,8,8,3,0,0,68,0,0,0,0,0,76,25,0,0,0,0,0,0,5,4,0,3,0,0,3,6,0,12,0,0
2012-03-01,15,0,12,0,4,16,8,16,0,18,0,28,0,21,0,5,0,9,0,0,0,0,0,0,4,0,0,4,15,0,8,8,0,6,20,0,4,0,0,0,0,0,4,0,8,8,9,4,0,0,17,0,0,4,0,5,0,0,7,0,3,0,0,0,4,0,0,4,0,0,20,0,0,0,0,13,0,0,4,0,7,0,0,3,0,0,10,0,0
2012-04-01,18,0,0,8,0,10,6,34,0,0,0,0,17,0,0,5,0,0,0,0,6,0,0,9,8,5,0,0,17,0,0,13,0,0,0,0,6,0,0,0,0,0,7,0,0,8,0,12,13,0,0,14,9,5,0,6,0,9,8,8,3,0,0,0,6,0,0,4,0,0,8,0,0,0,0,9,0,0,0,0,3,0,0,3,0,0,15,0,0
2012-05-01,16,0,12,7,4,15,8,0,0,0,0,0,0,20,0,3,25,8,18,0,0,0,0,8,4,5,82,4,24,0,0,8,0,0,0,0,11,12,79,22,0,0,8,7,8,4,0,7,0,0,0,0,4,6,0,4,0,0,7,0,6,0,4,0,0,0,8,4,0,0,17,0,0,0,0,0,4,5,4,0,3,0,0,4,0,0,18,0,0
2012-06-01,13,0,0,0,13,14,18,17,25,0,0,0,0,0,0,10,37,0,0,0,0,100,0,0,4,5,0,8,13,0,0,9,0,0,0,0,4,0,43,24,0,0,9,0,0,4,0,4,13,0,0,14,0,0,78,9,0,0,8,8,4,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,5,8,0,4,0,0,4,0,0,15,0,0
2012-07-01,28,0,12,7,4,17,6,16,0,0,0,0,16,0,7,5,27,0,0,4,0,0,0,0,0,0,0,8,16,0,0,9,0,0,21,0,4,0,0,0,0,5,0,0,9,12,0,6,0,84,0,0,0,0,0,6,5,0,0,0,3,0,4,0,9,0,0,4,0,0,13,0,0,0,0,0,4,5,0,22,7,0,0,0,0,0,12,0,78
2012-08-01,21,0,12,0,6,18,5,0,0,17,0,0,15,0,0,7,0,0,18,5,0,0,0,0,11,0,0,4,20,0,0,16,0,6,0,7,4,0,39,0,0,0,6,7,0,16,0,8,12,0,0,13,0,4,0,5,0,0,7,0,4,0,0,0,6,0,0,6,0,0,10,0,0,0,27,13,4,4,4,0,11,0,0,4,5,0,14,0,0
2012-09-01,21,0,12,0,0,18,11,0,22,0,0,0,15,0,0,8,25,0,18,4,5,0,0,0,4,5,0,4,20,0,0,16,0,6,0,8,5,0,39,0,0,0,6,0,0,10,0,8,12,0,17,26,0,4,0,0,0,0,14,0,4,0,4,62,8,0,0,4,13,0,7,0,0,0,0,16,0,0,4,0,3,0,0,4,0,0,14,0,0
2012-10-01,14,0,0,0,4,12,13,14,0,0,0,0,14,0,3,7,0,0,17,4,0,0,0,0,3,5,0,3,15,23,8,7,14,0,18,0,0,23,36,0,0,0,4,0,0,6,0,11,0,0,0,0,4,0,65,5,4,0,9,6,4,0,3,0,5,0,0,15,0,65,9,0,0,0,0,7,4,4,3,0,7,68,0,2,0,0,9,0,0
2012-11-01,18,0,0,0,0,11,5,0,0,17,0,0,15,0,0,5,25,0,0,4,5,0,0,8,7,0,0,4,13,24,0,8,15,0,19,0,4,12,0,0,0,0,5,0,8,7,8,7,0,0,17,0,4,6,68,3,0,0,12,7,4,0,0,0,9,0,0,4,0,0,7,0,0,0,27,16,0,7,0,0,5,0,0,2,11,0,10,25,0
2012-12-01,9,5,14,8,6,17,12,0,0,20,10,0,17,23,4,12,29,0,0,0,0,0,0,0,9,6,0,0,8,85,19,9,0,0,22,0,4,0,45,0,0,0,9,0,9,13,10,5,0,0,0,15,0,5,0,0,0,10,8,0,6,0,4,0,4,0,0,9,0,80,6,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,8,0,0
2013-01-01,19,0,0,0,0,17,5,0,0,17,0,0,16,20,4,17,26,0,0,0,5,0,0,0,0,5,0,5,16,0,8,8,0,6,0,0,4,0,40,0,0,0,8,0,0,11,0,6,12,0,0,0,0,4,0,6,0,0,11,0,3,0,0,63,8,0,0,6,0,0,5,18,0,0,0,0,0,4,0,0,4,0,0,5,0,15,7,0,0
2013-02-01,17,0,11,0,4,16,5,0,0,0,0,0,22,0,3,12,0,0,0,4,5,0,0,0,4,0,0,0,13,0,8,23,0,6,0,0,4,0,37,0,0,0,6,6,0,7,0,8,11,0,0,12,4,4,0,3,0,0,7,7,6,0,0,0,6,0,0,5,0,65,5,0,0,0,0,8,4,13,3,39,2,0,0,2,0,14,13,0,0
2013-03-01,14,4,0,0,3,12,7,0,0,0,0,0,27,0,3,19,44,0,15,0,0,0,0,7,3,4,0,3,15,0,7,7,13,8,17,0,3,16,34,0,0,4,3,0,0,11,0,7,21,0,15,11,3,4,61,5,0,0,12,6,5,0,0,0,8,0,0,4,0,0,4,15,0,0,24,0,3,0,0,0,5,0,0,5,0,0,12,0,0
2013-04-01,13,4,0,0,5,16,7,13,0,0,7,0,12,0,0,13,0,0,29,3,4,0,0,0,3,4,0,4,13,20,7,7,0,5,16,0,8,0,64,0,0,0,3,0,7,6,7,8,0,0,0,0,3,3,57,5,0,0,6,6,5,0,6,0,5,0,0,3,0,0,6,0,0,0,22,13,3,4,0,0,6,0,0,3,4,0,11,0,0
2013-05-01,14,0,9,5,9,12,9,0,0,14,0,22,24,16,0,19,0,7,14,0,4,0,0,6,3,0,0,3,17,39,6,13,12,0,23,0,6,10,31,17,0,0,3,0,0,8,0,13,0,0,0,10,3,3,56,5,0,0,6,0,2,0,0,49,7,0,0,3,0,0,4,0,58,0,0,10,0,0,0,16,7,57,0,10,4,0,5,0,0
2013-06-01,13,4,0,6,3,15,7,0,0,15,0,0,20,0,0,13,0,7,0,0,0,0,0,0,7,0,0,0,13,0,7,10,14,0,17,0,5,11,34,0,0,0,4,0,7,12,0,7,0,0,0,0,0,4,0,6,0,7,6,0,4,0,3,0,6,0,7,3,0,0,8,0,0,0,0,7,0,8,3,0,6,0,0,2,0,13,14,0,0
2013-07-01,18,0,10,0,3,18,7,0,18,21,0,0,19,0,6,23,0,13,29,0,6,0,0,0,0,0,0,0,14,0,13,7,12,5,16,6,0,20,32,18,0,4,3,6,0,9,0,9,10,64,0,10,0,0,0,6,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,0,0,0,7,0,4,0,17,4,0,0,4,0,0,11,0,0
2013-08-01,10,0,14,0,7,20,4,0,0,14,0,21,12,0,3,15,0,0,14,0,0,0,0,0,4,4,0,4,12,0,6,9,0,9,0,0,6,10,46,0,0,0,6,0,0,8,0,5,0,0,0,0,3,5,0,3,4,7,14,5,4,0,6,0,5,0,0,3,0,0,0,13,0,0,0,6,3,10,3,16,4,0,0,4,0,0,11,19,56
2013-09-01,19,4,0,5,4,21,4,0,0,0,0,0,18,0,5,15,0,0,28,0,8,0,0,0,6,0,0,3,15,19,0,8,24,6,0,6,3,19,30,17,0,0,3,0,6,4,0,10,0,0,0,10,0,3,0,3,0,6,6,0,5,0,3,0,6,0,0,4,0,0,4,0,0,0,0,6,3,5,3,0,6,0,0,8,0,0,14,0,0
2013-10-01,16,3,0,5,3,14,11,11,0,13,0,0,19,0,0,14,38,0,27,0,4,0,0,6,4,4,0,3,13,0,6,8,0,5,15,0,4,18,0,0,0,3,3,0,0,12,0,5,9,0,0,9,3,3,0,5,0,6,5,5,3,0,0,46,5,0,6,8,10,0,4,0,0,0,0,6,0,10,0,0,3,0,0,2,6,0,7,0,0
2013-11-01,10,4,0,6,6,17,11,0,0,0,0,0,12,0,0,12,0,0,14,3,4,0,0,0,4,0,0,0,12,0,0,6,12,0,16,6,5,0,32,26,0,0,3,0,0,7,0,6,10,0,0,10,5,0,0,7,0,0,8,0,4,0,3,0,15,0,7,5,0,0,4,0,58,0,22,0,3,4,0,0,5,0,0,2,4,0,8,20,0
2013-12-01,13,0,11,0,0,27,10,0,20,16,0,0,21,18,0,12,0,0,0,0,0,0,0,0,7,9,0,0,13,0,0,7,14,6,0,7,3,11,36,0,77,0,4,0,7,18,0,5,0,0,15,0,4,4,64,5,0,0,6,6,4,0,3,57,14,0,0,7,0,0,4,0,0,0,0,7,0,4,0,28,7,0,0,2,0,0,10,0,0
2014-01-01,11,0,10,6,3,24,7,13,18,0,0,0,13,16,0,10,0,0,0,5,0,0,0,7,3,0,0,3,15,21,0,13,0,5,24,6,4,10,32,35,0,4,3,0,0,11,0,7,0,0,0,11,3,5,0,4,0,14,0,6,2,0,3,0,8,0,0,4,11,57,4,29,0,0,0,7,3,4,3,0,5,0,0,2,0,0,9,0,0
2014-02-01,12,4,0,5,0,16,8,12,0,13,7,21,35,15,0,7,0,0,0,6,4,0,0,0,3,8,0,7,23,19,0,12,24,0,15,0,4,9,30,25,0,0,3,0,6,10,6,5,0,0,0,10,3,3,0,7,0,6,5,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,0,6,3,3,3,16,2,0,0,3,4,0,5,19,0
2014-03-01,10,3,0,0,3,17,4,21,0,12,0,0,10,0,2,7,17,0,12,0,0,0,0,6,4,3,0,0,17,17,6,5,0,4,0,5,5,8,27,15,0,0,3,0,0,10,0,11,8,0,0,18,0,4,0,4,3,0,0,0,2,89,3,0,4,0,0,3,9,0,3,0,0,0,0,11,0,5,2,14,3,0,0,2,4,10,12,0,0
2014-04-01,11,0,9,5,3,22,7,0,16,13,0,0,11,0,3,10,0,0,13,0,0,0,0,12,0,4,0,0,19,0,0,6,11,4,14,0,3,18,29,0,60,3,3,0,6,10,0,4,13,0,0,14,6,3,0,3,0,0,5,5,4,0,0,0,3,0,0,3,0,0,7,0,0,0,20,6,0,0,3,30,4,0,0,3,0,0,10,0,0
2014-05-01,14,6,8,5,0,19,11,11,15,12,0,0,0,27,2,9,23,0,0,3,0,0,0,6,3,3,0,0,19,0,0,5,11,4,13,5,3,8,0,15,57,0,3,0,0,13,0,9,8,0,0,9,3,3,0,4,0,6,5,5,3,0,3,0,4,0,0,3,0,0,3,0,0,0,0,0,0,3,2,14,6,49,0,3,0,0,9,0,0
2014-06-01,15,0,10,6,3,19,9,25,0,14,7,22,12,0,0,6,21,7,0,3,0,0,0,0,0,0,0,0,18,0,7,9,12,5,16,6,5,10,63,0,68,0,6,0,7,7,0,13,0,0,0,0,5,3,0,6,0,7,9,0,3,0,0,0,3,0,7,7,11,0,4,14,0,0,0,7,0,7,3,0,5,59,0,2,0,0,9,0,0
2014-07-01,8,0,9,0,0,15,12,22,16,13,6,0,11,15,0,8,19,0,40,3,0,0,0,6,4,4,0,3,20,18,0,6,11,9,0,6,7,18,86,0,61,0,3,0,0,11,0,4,0,0,0,9,3,3,0,4,0,6,0,5,4,0,3,0,6,0,6,4,0,0,4,13,0,0,40,12,3,5,5,15,11,53,0,2,0,0,14,0,0
2014-08-01,10,7,0,5,4,19,12,0,0,0,0,0,0,29,4,7,0,6,0,4,4,0,0,8,4,4,60,3,15,27,6,15,11,0,0,6,3,9,29,0,0,7,4,0,0,14,0,4,0,0,0,0,0,6,0,5,3,6,10,5,3,95,0,45,3,0,0,3,0,0,4,0,0,0,0,6,0,7,5,30,6,0,0,2,4,0,17,0,0
2014-09-01,13,0,8,5,8,20,10,0,0,25,12,20,11,0,3,7,0,6,0,6,0,0,0,0,5,4,58,3,17,18,6,12,22,7,0,0,4,13,56,0,0,3,6,0,6,13,0,6,8,0,0,9,3,4,50,11,0,6,10,5,5,0,5,44,5,0,0,5,10,49,5,0,0,0,0,10,0,7,3,15,9,0,0,2,4,11,22,0,0
2014-10-01,12,0,0,5,5,14,9,0,0,0,0,0,0,0,2,5,18,0,13,6,4,0,0,12,3,7,57,5,14,0,6,9,0,4,28,0,3,17,28,0,0,0,7,0,0,11,0,4,0,0,0,9,3,6,0,6,0,0,10,5,5,92,3,0,4,0,0,6,9,0,0,12,0,0,0,9,6,6,0,14,8,0,0,5,8,0,20,0,0
2014-11-01,14,0,9,0,3,17,8,0,17,0,0,0,18,15,0,7,19,0,0,3,0,0,0,6,6,0,0,6,15,0,0,6,0,9,15,0,3,14,61,17,0,3,5,0,6,14,0,3,0,0,13,20,3,6,0,5,0,6,11,0,5,0,3,0,6,0,0,5,0,0,7,0,0,19,0,11,0,7,0,16,2,0,0,2,0,12,16,0,0
2014-12-01,13,8,11,0,3,27,7,14,0,16,0,25,28,18,0,8,23,0,16,4,5,0,0,0,12,0,0,3,24,22,7,7,0,0,0,7,3,11,0,0,0,0,4,0,0,20,0,5,0,0,0,12,0,4,0,5,0,7,6,0,7,0,3,0,6,0,0,4,12,62,4,0,0,0,25,0,4,4,0,18,3,0,0,2,0,28,12,0,0
2015-01-01,14,4,0,0,3,20,12,0,0,0,0,0,25,16,3,3,21,0,22,3,4,0,27,7,0,0,0,3,22,20,0,7,12,0,0,9,5,30,42,35,68,0,3,0,0,14,7,6,19,0,0,11,0,0,0,6,0,0,10,0,4,0,3,100,3,0,0,3,0,0,4,0,0,20,0,7,5,5,0,17,10,0,0,2,0,12,15,0,0
2015-02-01,12,0,0,0,10,22,12,11,0,13,0,40,11,15,3,2,37,0,0,12,4,0,0,0,3,4,0,3,19,0,6,0,11,4,14,6,3,9,0,16,0,3,3,5,6,17,0,8,0,58,12,14,0,3,0,8,3,6,5,5,2,0,3,0,7,0,0,0,10,0,0,0,54,0,0,6,4,7,0,15,2,53,0,3,4,11,10,0,0
2015-03-01,18,3,8,0,4,18,10,0,0,18,0,19,11,14,2,6,17,6,12,3,0,0,0,0,0,7,56,2,15,17,6,6,0,4,20,0,5,8,36,15,58,3,3,0,0,17,0,12,8,0,0,9,3,3,0,8,0,0,5,7,3,0,0,0,6,0,0,7,0,0,5,12,0,0,0,11,3,3,2,0,12,50,0,3,4,0,12,0,0
2015-04-01,19,5,8,5,3,21,9,11,0,0,6,0,16,0,2,6,26,0,19,7,0,63,0,6,0,3,0,2,22,17,0,6,11,8,27,5,5,17,27,0,58,0,4,0,6,9,6,6,8,0,12,0,5,3,0,4,3,0,5,5,4,0,0,0,3,0,6,3,0,48,3,0,0,0,0,6,3,5,0,0,8,51,0,2,4,0,15,0,0
2015-05-01,24,3,8,5,3,16,9,0,15,18,6,0,16,0,0,5,17,12,37,3,3,0,0,6,3,0,0,2,15,0,0,13,0,4,13,0,5,13,27,15,0,0,5,0,0,14,0,3,0,0,0,9,3,4,0,10,0,6,7,0,5,90,3,0,10,0,6,6,0,47,5,12,50,0,0,8,3,5,0,0,4,100,0,3,0,0,10,0,0
2015-06-01,21,3,9,10,6,23,4,11,17,13,0,0,11,15,0,8,0,0,13,4,4,0,0,6,3,0,0,11,23,27,6,6,0,5,0,0,7,18,29,0,0,3,3,0,0,12,0,10,9,0,0,13,3,6,0,5,3,0,5,0,5,0,0,46,3,0,0,4,0,0,7,0,54,0,0,12,0,5,0,0,4,54,0,3,0,11,14,0,0
2015-07-01,20,3,0,4,7,22,7,10,0,11,0,17,10,13,0,5,0,0,11,5,3,0,0,5,2,3,0,5,30,16,5,25,0,10,29,0,8,23,33,0,0,0,4,0,0,16,0,7,0,0,0,8,0,3,44,3,3,0,9,0,2,82,0,0,5,0,0,4,8,44,3,11,0,0,0,5,0,6,2,0,5,46,89,3,3,10,10,0,0
