date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2010-06-01,5,11,2,0,0,4,6,48,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,53,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,16,35,0,0,0,0,7,0,0,7,0,0
2010-07-01,9,10,3,0,5,5,4,43,0,0,0,13,0,0,0,0,33,0,0,0,0,0,0,5,13,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,6,0,0
2010-08-01,16,0,2,0,5,16,8,100,0,0,0,15,100,0,0,5,0,0,0,0,0,0,0,0,15,11,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,75,0,6,0,0,6,0,0,0,5,0,0,0,0,0,0,37,15,0,0,0,6,15,0,4,0,0
2010-09-01,16,0,0,0,6,4,4,0,100,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,38,0,11,0,0,11,0,0,0,0,0,0,0,38,0,18,0,0,0,4,0,0,0,0,4,0,0
2010-10-01,15,12,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,5,0,6,13,0,7,0,0,0,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,20,0,0,8,0,6,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,10,0,2,0,0,11,4,0,0,0,0,0,0,0,0,0,39,15,30,0,0,0,6,6,15,0,0,0,5,0,0,0,82,7,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,26,6,0,98,6,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0
2010-12-01,18,0,2,0,5,8,0,50,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,26,0,5,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,20,0,8,13,0,7,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0,0,0,0,7,0,0
2011-01-01,5,0,1,0,4,6,6,0,0,0,0,0,0,10,0,0,0,11,0,0,20,0,0,0,11,0,18,5,4,0,0,0,0,8,0,56,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,14,0,0,6,0,5,0,18,4,0,35,9,0,0,0,0,33,0,0,0,0,12,0,0,0,3,0,3,0,0,3,39,0
2011-02-01,6,0,0,0,3,5,2,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,9,0,15,0,6,0,4,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,15,3,0,0,4,0,0,0,0,0,0,0,0,0,10,22,9,0,0,0,2,9,0,3,0,0
2011-03-01,11,12,1,0,3,8,4,0,0,0,0,8,0,0,0,0,20,0,0,0,15,0,0,0,8,0,13,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,13,6,7,19,13,3,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2011-04-01,8,13,2,4,3,8,6,0,0,8,0,12,53,15,8,0,20,0,0,0,16,0,0,0,0,0,14,3,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,13,6,0,0,3,0,0,36,0,25,0,0,20,0,9,0,0,11,2,0,8,8,0,4,0,0
2011-05-01,7,18,1,0,6,7,4,26,0,0,0,15,0,0,0,0,0,8,15,0,15,0,3,0,8,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,8,5,31,0,0,4,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,2,0,0,3,0,0
2011-06-01,7,6,0,4,0,5,4,0,0,0,0,8,0,7,0,0,0,8,0,0,0,0,0,0,15,0,0,3,5,0,3,0,40,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,8,19,0,6,0,0,6,0,0,0,3,0,0,13,19,0,9,0,0,0,2,19,2,0,0,7,0,0
2011-07-01,10,6,2,3,3,7,4,0,0,0,0,7,0,7,0,2,0,0,0,0,0,0,0,0,7,0,0,6,0,0,3,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,9,0,0,8,6,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,23,0,0,14,9,2,0,2,0,13,2,0,0
2011-08-01,4,6,0,0,0,4,5,0,0,0,0,0,50,0,0,2,0,0,0,0,14,0,3,0,7,0,0,3,4,8,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,7,0,0,10,0,0,4,6,3,0,0,6,0,0,3,0,0,0,3,23,0,0,0,0,0,0,7,0,0,18,4,0,0,5,0,0
2011-09-01,6,6,1,0,0,6,3,24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,0,3,0,0,0,0,0,0,3,100,0,0,0,0,2,0,26,0,0,0,10,18,0,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,0,18,23,8,35,0,0,2,0,2,0,0,2,0,0
2011-10-01,14,6,1,3,3,10,4,0,0,0,0,0,0,7,14,0,18,0,0,0,0,0,5,0,0,0,0,6,2,0,6,3,0,7,0,38,0,0,0,0,0,0,14,0,0,0,2,0,0,14,4,0,29,0,4,4,0,5,18,0,4,2,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,2,0,5,0,0,5,0,0
2011-11-01,15,0,1,0,0,8,3,0,0,0,0,7,0,0,0,3,0,0,0,0,14,0,3,0,7,0,12,3,0,0,6,3,0,3,0,0,0,9,0,0,14,0,14,0,0,9,0,0,0,0,4,0,0,0,0,4,11,3,0,0,4,0,23,3,0,100,0,0,0,0,0,0,23,8,18,11,0,2,0,0,0,0,3,0,0
2011-12-01,8,0,1,0,0,10,3,22,0,6,0,7,0,6,0,2,0,7,0,0,0,0,2,0,7,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,6,0,0,0,12,8,0,0,0,6,6,27,9,0,4,4,0,4,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,15,0,0,9,4,0,2,7,0,5,0,0
2012-01-01,9,0,1,0,2,4,3,22,0,0,0,9,0,6,7,2,0,6,0,0,13,0,2,5,0,0,22,0,0,0,0,3,34,3,0,0,0,9,0,0,0,0,0,0,12,0,2,0,0,0,4,0,18,16,4,4,5,0,16,11,7,0,0,3,0,0,0,2,0,0,0,0,0,7,16,6,0,3,16,2,6,12,3,0,0
2012-02-01,7,0,1,3,4,6,5,0,0,0,0,0,0,6,0,2,0,0,13,0,13,0,2,3,0,0,0,3,3,0,6,3,35,3,0,0,0,0,0,4,0,0,0,0,12,0,2,0,0,0,4,0,0,0,4,8,5,3,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,11,0,7,18,2,16,5,0,0,3,0,0
2012-03-01,9,5,1,0,2,10,5,21,0,0,0,0,0,0,0,2,0,6,0,0,12,4,2,0,6,9,14,3,2,6,0,0,0,6,0,0,0,8,0,0,3,0,0,0,23,0,0,0,0,6,4,0,9,0,3,4,5,3,0,0,9,0,0,3,0,0,0,2,0,0,0,0,0,17,0,6,0,3,0,2,0,12,4,0,0
2012-04-01,11,10,2,0,2,7,4,0,0,0,0,0,0,0,0,0,17,6,0,0,13,0,0,6,7,0,0,4,4,0,3,0,35,7,0,0,0,0,0,0,3,0,0,10,12,0,2,0,0,13,0,0,0,0,4,4,0,6,0,22,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,7,0,3,0,0
2012-05-01,9,7,2,3,2,6,4,30,0,0,0,0,0,0,0,2,15,0,12,0,12,0,2,0,6,0,0,3,2,12,4,3,0,3,0,0,0,0,0,3,0,0,0,4,11,0,2,0,0,6,0,0,8,0,0,0,5,10,0,10,6,0,0,4,0,0,0,2,0,42,0,0,20,7,15,6,8,2,0,2,6,0,6,0,0
2012-06-01,12,7,1,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,4,0,6,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,6,3,0,8,0,3,9,0,5,0,10,2,0,0,0,0,0,0,2,0,0,0,0,19,7,0,0,16,0,0,0,6,0,4,0,0
2012-07-01,3,5,0,0,4,11,7,0,0,0,0,6,0,0,0,4,0,0,12,0,12,0,2,0,9,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,8,0,0,7,0,5,0,10,7,0,0,4,0,0,0,2,0,42,0,0,20,7,22,0,0,3,0,3,6,0,7,0,0
2012-08-01,11,0,1,3,0,4,4,21,40,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,9,0,0,3,3,0,3,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,8,0,3,4,5,3,31,0,4,0,20,3,0,0,0,2,19,43,0,0,0,7,0,0,0,0,0,2,0,0,4,0,0
2012-09-01,5,0,1,6,2,7,10,0,0,0,0,8,0,12,0,4,16,8,12,0,12,0,5,3,12,0,21,3,4,6,3,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,2,0,23,6,7,0,0,16,0,11,15,3,0,16,6,0,0,3,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,2,0,0,5,0,0
2012-10-01,9,0,1,0,2,6,2,0,0,0,0,6,0,0,0,0,0,0,12,0,12,0,2,0,6,0,0,4,3,6,5,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,4,0,8,0,3,3,7,5,15,30,5,0,20,6,0,0,0,2,0,42,0,0,0,0,15,12,0,2,0,5,0,0,3,0,0
2012-11-01,5,0,1,4,2,9,4,0,0,0,0,12,0,6,0,2,0,6,0,0,23,0,2,0,18,4,10,3,2,0,3,3,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,0,16,15,0,6,0,4,15,20,7,0,0,3,0,84,0,2,0,0,0,0,0,9,15,0,8,2,0,3,6,0,4,0,100
2012-12-01,10,0,1,0,3,5,5,0,0,0,0,8,0,5,0,2,0,0,0,0,0,0,0,0,11,0,10,0,4,0,2,2,30,7,3,0,0,8,0,0,0,40,0,0,10,0,0,0,0,9,0,23,8,0,0,3,5,7,0,0,3,0,18,2,0,0,0,2,0,0,10,0,0,9,14,6,11,0,14,0,6,0,1,0,0
2013-01-01,9,0,1,0,4,4,4,0,0,0,0,8,35,0,0,2,14,5,0,0,10,0,2,0,5,0,0,0,3,0,2,2,0,3,0,0,0,7,0,3,0,0,0,0,10,0,0,0,0,8,0,21,7,0,0,3,0,5,0,9,4,0,18,3,0,0,0,0,0,0,0,0,0,9,13,5,7,3,0,3,5,0,3,0,0
2013-02-01,8,5,2,0,4,6,6,0,36,0,0,11,38,0,6,0,22,6,11,0,0,0,2,0,14,0,10,0,3,0,2,2,0,5,0,0,0,7,0,0,5,0,0,0,10,0,2,0,0,6,3,0,0,0,0,3,4,6,14,0,6,0,0,3,0,0,0,2,17,0,0,0,0,9,14,6,8,0,14,3,6,10,4,0,0
2013-03-01,11,4,1,4,2,8,7,17,0,0,0,10,34,0,10,3,26,5,0,0,0,0,2,2,5,0,9,4,2,0,2,3,0,4,2,0,0,7,0,3,5,36,10,0,9,0,3,0,0,0,3,0,10,13,0,3,0,4,13,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,13,5,7,0,0,4,10,9,2,0,0
2013-04-01,9,0,0,3,2,9,5,17,0,0,0,10,0,0,5,2,0,0,0,0,10,0,2,2,10,0,18,3,4,5,2,2,28,4,0,0,0,7,0,0,8,0,0,8,10,0,0,0,0,0,0,0,7,0,0,5,4,3,0,0,6,0,0,4,0,0,0,0,0,0,0,13,17,9,0,5,11,0,0,3,10,0,3,0,0
2013-05-01,6,8,1,0,2,7,3,0,0,5,0,7,0,0,0,0,0,5,0,0,0,0,4,0,10,0,0,0,2,5,4,2,0,4,2,0,0,0,0,0,6,0,10,0,9,0,0,0,0,5,0,0,13,0,0,3,6,5,24,16,6,0,16,0,0,0,0,2,0,0,0,0,0,9,0,0,0,2,0,2,5,0,11,0,0
2013-06-01,6,4,1,0,3,7,3,15,30,4,0,0,0,0,0,1,24,0,0,0,9,3,2,2,5,0,0,0,2,5,5,0,0,2,0,49,0,12,64,0,3,0,0,0,8,0,2,0,0,4,3,0,10,11,3,3,0,2,11,0,5,0,0,2,0,0,0,2,0,0,0,0,0,8,17,0,0,1,0,2,5,0,7,0,0
2013-07-01,6,4,0,2,3,4,4,15,0,0,0,4,0,0,0,1,0,0,0,0,17,0,0,0,4,0,0,3,2,0,4,2,23,3,2,24,0,0,0,0,2,0,0,3,8,5,2,0,0,9,0,0,6,0,0,6,0,3,0,0,10,0,0,3,0,0,0,0,0,0,0,11,0,8,11,0,6,1,0,2,0,8,4,0,0
2013-08-01,10,0,1,2,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,2,4,0,7,2,2,0,4,0,0,2,0,0,0,0,0,3,2,0,0,0,8,0,2,0,0,4,0,0,10,11,2,4,3,2,11,7,7,0,0,3,0,0,0,0,14,0,0,0,0,8,0,9,0,0,0,2,0,0,4,0,0
2013-09-01,9,0,1,0,2,11,6,16,0,0,0,0,0,5,0,1,12,0,9,0,14,0,2,2,5,3,0,4,2,0,4,4,0,5,0,25,0,6,0,3,3,0,0,0,0,0,3,0,0,5,3,0,6,0,3,8,0,0,12,8,7,0,0,4,0,0,0,3,0,33,0,0,0,11,0,9,6,1,0,2,5,0,3,0,0
2013-10-01,6,4,1,0,3,8,3,24,0,0,26,0,32,0,0,0,0,5,0,0,19,0,4,0,7,0,8,0,2,0,5,5,26,5,0,0,0,0,0,0,7,0,0,0,9,0,0,0,18,0,3,19,9,0,0,3,4,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,6,12,5,0,2,0,1,5,0,5,18,0
2013-11-01,14,0,1,2,3,6,5,32,0,0,0,8,0,0,5,2,12,5,10,0,9,0,0,0,5,5,8,0,0,5,3,3,0,5,2,0,0,6,69,0,6,0,0,0,18,0,2,0,0,5,3,0,6,0,0,6,4,3,12,8,5,0,16,4,0,0,0,2,0,0,0,0,0,8,24,10,7,4,0,4,0,0,4,0,0
2013-12-01,7,0,1,0,3,7,5,0,0,0,0,0,0,5,0,1,16,0,19,0,9,0,2,2,5,0,8,3,3,0,2,2,26,3,2,0,0,6,0,0,8,0,0,0,9,0,2,0,18,5,3,0,15,0,0,11,0,3,0,0,6,0,16,6,0,0,0,0,0,0,0,0,16,13,18,10,7,1,0,2,5,9,4,18,0
2014-01-01,12,3,1,2,3,7,4,14,0,0,0,8,0,4,0,3,11,0,0,0,0,0,2,0,4,0,7,0,2,4,0,2,22,4,0,22,0,6,0,0,4,0,0,0,11,0,0,0,0,4,0,0,0,0,0,2,3,3,0,0,8,0,14,5,0,0,0,0,0,0,0,11,14,12,10,4,11,2,10,2,4,0,3,15,0
2014-02-01,8,0,1,2,2,9,4,14,0,0,0,9,0,4,0,1,0,4,0,0,8,0,2,2,4,0,0,0,1,0,3,2,23,4,2,23,0,6,0,3,6,0,0,3,8,0,3,0,16,6,4,0,9,0,2,4,3,3,0,0,9,0,0,4,0,0,0,3,0,30,0,0,0,7,11,6,9,2,0,3,4,8,2,0,0
2014-03-01,7,3,1,0,1,8,4,14,0,0,22,6,0,4,0,1,11,4,8,0,16,4,4,2,4,0,7,0,1,0,3,4,0,4,0,22,0,0,0,0,4,0,0,0,19,0,4,0,0,4,0,16,6,0,0,2,0,3,10,0,6,0,0,3,0,58,19,1,13,0,0,0,0,5,20,4,0,1,10,3,4,0,4,0,0
2014-04-01,9,3,0,0,4,6,5,0,0,8,0,6,28,8,0,2,16,0,0,0,12,0,2,0,0,0,7,0,6,0,3,4,0,3,2,45,0,6,0,0,11,0,8,0,12,0,1,0,0,4,5,17,11,11,2,3,3,4,0,0,4,0,0,5,0,0,0,2,0,59,0,0,0,17,10,6,0,2,11,2,4,12,5,31,0
2014-05-01,6,8,0,0,3,7,4,13,0,0,0,7,0,4,4,2,21,4,0,100,8,3,2,0,4,0,7,2,2,4,4,2,21,4,0,21,0,5,0,0,10,0,0,6,7,0,0,0,15,12,0,0,5,10,0,4,0,2,0,7,4,0,0,0,0,0,0,1,0,0,0,10,0,9,0,4,0,1,10,3,4,7,9,0,0
2014-06-01,8,3,1,0,2,8,3,14,0,0,0,9,0,0,0,1,0,4,8,0,12,0,3,2,9,3,0,2,1,0,2,2,0,2,0,23,0,0,0,2,2,0,0,0,12,0,3,0,0,4,0,0,6,11,2,2,0,2,0,0,3,0,14,3,0,0,0,2,0,0,0,0,0,7,16,0,0,2,11,3,4,0,7,0,0
2014-07-01,9,4,1,0,4,7,2,0,29,4,0,4,0,4,0,1,0,4,18,0,0,6,3,2,4,0,0,2,5,0,6,2,0,3,0,0,0,0,0,0,0,31,0,0,16,0,2,0,0,4,3,0,15,11,0,8,0,2,0,0,8,0,15,4,0,63,0,3,0,0,0,0,0,13,0,0,0,0,11,2,4,0,7,0,0
2014-08-01,11,3,1,0,3,6,2,14,0,4,0,13,0,4,0,3,0,0,0,0,8,3,2,0,4,0,7,4,2,0,4,0,0,4,0,0,0,0,60,0,8,0,8,0,16,5,0,0,16,0,0,17,11,0,0,2,3,2,10,0,7,0,14,2,0,0,0,0,0,0,7,0,0,7,0,0,0,3,21,2,0,8,3,15,0
2014-09-01,15,0,1,2,4,9,4,0,28,0,0,4,29,0,0,2,0,4,0,0,0,0,3,2,13,0,7,3,0,0,2,2,23,4,2,23,0,0,63,3,9,0,0,0,12,0,1,0,16,4,0,17,10,0,2,3,3,6,11,15,7,0,14,5,0,0,0,2,27,0,0,0,14,5,21,0,0,5,0,2,0,8,4,0,0
2014-10-01,20,3,1,0,2,8,6,14,0,4,45,6,0,0,0,1,11,4,0,0,17,3,3,0,8,0,7,2,1,4,4,3,0,5,0,0,0,6,0,0,5,0,0,0,16,0,2,0,0,4,3,0,9,0,2,2,3,4,11,14,4,0,14,5,0,0,0,2,0,0,0,0,0,24,0,4,0,2,0,3,4,0,3,0,0
2014-11-01,11,9,1,0,3,9,5,29,0,0,0,4,29,4,4,1,11,4,8,0,17,3,2,2,4,3,0,0,1,0,4,2,0,3,0,23,0,6,0,0,4,0,0,0,13,0,0,0,0,9,5,0,6,11,2,5,5,6,11,7,10,0,0,5,0,61,0,3,0,30,7,0,14,10,0,4,0,3,0,2,13,8,4,0,0
2014-12-01,15,3,0,0,3,11,6,19,0,4,0,7,0,0,0,1,11,4,0,0,8,3,2,0,8,6,0,2,2,4,2,4,22,6,0,0,0,6,60,0,8,0,0,0,8,0,1,0,15,4,0,17,11,0,0,7,3,2,10,11,7,0,20,6,0,0,0,4,0,0,0,0,0,10,21,4,6,2,10,2,4,0,3,0,0
2015-01-01,9,0,1,3,1,8,3,13,0,8,0,10,0,6,0,1,20,0,0,0,0,0,2,0,5,3,13,0,2,12,3,3,0,2,0,31,0,5,0,0,3,0,0,0,10,5,1,0,0,0,0,15,5,0,4,2,3,5,0,7,7,0,0,3,0,0,0,3,12,0,0,0,0,0,13,4,5,2,16,2,4,0,3,0,0
2015-02-01,7,0,1,2,3,7,5,14,0,0,22,7,0,4,0,2,0,4,0,0,0,6,3,0,8,3,7,2,2,0,2,2,0,5,2,44,0,0,0,0,5,0,8,0,8,0,0,0,0,8,0,0,11,11,2,3,3,7,10,7,2,0,14,4,0,0,0,0,13,29,0,0,0,6,10,0,0,2,0,2,4,8,3,0,0
2015-03-01,10,0,1,2,4,7,6,26,0,4,0,8,0,0,4,1,10,4,8,0,8,3,2,0,6,0,9,0,3,0,3,0,0,3,2,0,0,5,0,0,10,0,0,0,17,0,1,0,15,6,5,0,11,10,0,5,3,4,10,0,2,0,13,5,0,0,0,0,0,27,7,0,0,14,0,4,5,2,0,2,0,7,4,0,0
2015-04-01,8,3,1,2,4,8,4,13,0,0,21,4,27,0,4,2,0,6,0,0,8,3,3,2,10,0,7,2,2,4,4,3,0,6,0,21,26,5,0,0,3,0,0,3,22,0,0,0,15,4,0,0,11,0,0,2,6,3,10,7,6,0,13,5,0,0,0,0,0,0,0,0,0,5,10,4,8,2,0,3,8,0,5,0,0
2015-05-01,10,3,1,2,3,7,4,0,0,0,0,4,25,7,7,3,0,4,0,0,7,0,3,0,7,3,6,0,4,4,2,3,0,2,0,0,0,0,0,0,9,0,0,0,14,0,3,0,0,7,4,0,12,9,2,9,0,3,9,12,5,0,12,2,0,0,0,2,11,0,0,9,0,11,14,4,0,1,0,1,4,0,8,0,0
2015-06-01,12,9,1,0,2,9,5,19,0,0,0,4,0,4,4,2,10,4,8,0,0,0,2,0,10,0,0,0,2,0,5,3,21,2,2,41,0,5,0,2,4,0,0,0,12,0,0,0,14,8,5,0,7,10,0,2,0,4,15,7,4,0,19,2,0,0,0,3,0,27,0,10,0,11,10,4,5,3,0,4,4,7,10,0,0
2015-07-01,9,3,0,0,5,11,5,0,0,3,19,5,0,3,4,1,9,3,0,0,17,0,1,0,7,0,0,3,2,0,3,2,19,4,2,19,0,5,0,2,6,0,7,0,30,0,0,0,0,5,2,0,6,0,2,3,0,2,9,0,6,0,11,3,0,0,0,2,11,0,0,0,0,4,9,3,0,2,9,2,3,6,5,0,0
2015-08-01,8,3,0,2,4,7,5,0,22,0,0,7,0,3,3,2,0,7,7,0,7,2,2,0,3,2,0,3,2,0,3,3,37,6,2,0,0,5,49,0,7,0,0,3,25,4,1,0,0,3,2,14,5,9,0,4,5,3,0,9,6,0,11,4,46,0,0,0,0,0,0,0,0,9,14,7,0,1,0,2,3,6,3,0,0
2015-09-01,10,0,0,2,3,11,4,0,0,0,0,4,0,4,0,1,9,7,14,0,7,0,1,2,5,0,6,2,2,4,2,2,19,5,3,0,0,0,0,2,8,0,0,0,17,0,3,0,0,4,2,0,7,0,0,2,3,3,27,0,6,0,12,4,0,52,0,0,0,0,0,0,0,7,9,4,0,2,0,3,0,0,4,0,0
2015-10-01,12,0,0,2,3,14,5,12,0,3,0,5,24,0,0,1,9,4,0,0,17,0,3,2,7,0,6,3,3,0,2,3,19,9,2,19,23,0,0,0,5,0,7,0,15,0,2,0,0,6,0,14,8,9,0,5,0,5,9,12,9,0,24,5,0,0,0,1,0,0,0,0,0,6,9,5,0,3,0,3,4,0,3,0,0
2015-11-01,8,0,1,2,4,8,4,12,24,4,20,7,0,0,0,2,0,0,7,0,21,0,1,0,0,0,6,2,3,4,2,3,0,4,2,39,0,5,53,0,4,0,0,3,7,4,1,0,0,0,4,0,18,0,0,6,0,3,0,19,9,0,24,6,0,0,17,0,11,0,0,9,12,14,18,5,0,1,9,6,6,7,3,0,0
2015-12-01,10,0,1,0,5,10,5,12,0,0,0,5,0,5,4,5,10,4,0,0,7,0,2,0,4,0,6,2,1,0,2,2,20,6,0,0,0,0,0,2,7,0,7,0,7,0,1,0,14,4,4,0,10,9,0,4,3,3,0,16,8,0,0,5,100,0,0,2,0,0,0,0,12,13,19,6,5,5,0,2,0,7,5,14,0
2016-01-01,7,3,0,0,4,8,4,0,0,0,18,6,0,7,0,1,9,3,0,0,7,2,3,0,3,0,0,2,2,3,3,2,0,3,0,0,0,5,0,0,3,0,0,0,13,0,0,0,0,3,2,0,5,0,2,3,0,3,0,0,6,0,11,4,0,0,0,1,0,24,0,0,0,4,17,3,9,2,0,1,5,6,3,13,0
2016-02-01,7,0,0,2,3,3,5,15,0,0,0,7,0,3,0,1,9,7,0,0,0,2,1,1,3,2,6,3,3,4,2,2,19,3,2,18,0,5,0,2,6,24,0,0,17,0,1,0,13,3,2,0,5,0,2,4,4,4,9,6,6,0,11,1,0,0,0,1,0,24,0,9,0,11,9,0,0,2,9,3,7,6,2,0,0
2016-03-01,6,5,1,2,4,9,6,11,0,0,0,7,0,0,0,4,9,0,7,82,7,0,2,0,6,0,6,1,2,0,1,2,0,4,0,18,0,4,0,2,8,0,7,3,16,0,2,0,12,3,2,0,15,0,0,3,3,3,8,6,6,0,11,3,0,0,0,2,0,23,0,9,0,17,11,7,4,3,8,1,3,0,3,12,0
2016-04-01,8,4,1,0,3,10,5,12,22,3,18,6,0,0,5,2,0,6,0,0,14,2,3,0,7,0,6,1,2,0,3,3,0,5,0,18,0,5,0,2,4,0,0,0,19,0,2,0,13,3,0,0,9,0,0,4,3,2,9,6,6,0,0,1,46,0,0,2,0,0,0,9,0,7,17,0,9,1,9,2,0,13,3,0,0
2016-05-01,8,10,1,2,3,9,4,0,0,0,0,7,0,0,7,1,0,0,0,0,10,2,2,0,5,0,0,3,1,0,0,1,0,2,2,35,0,0,0,0,3,23,6,0,16,0,1,0,12,0,2,0,7,8,0,3,3,2,25,11,6,1,22,3,44,0,15,1,10,0,0,8,0,6,14,5,4,1,8,2,3,6,10,0,0
2016-06-01,7,8,0,2,1,9,5,0,0,0,19,4,24,3,4,1,0,4,0,0,21,3,2,1,7,0,6,0,2,0,5,2,0,4,0,0,23,0,0,0,2,0,0,3,13,0,1,0,0,7,2,0,10,27,0,3,3,3,9,6,8,0,12,1,0,0,0,2,0,0,0,0,0,10,18,7,5,1,0,4,5,0,6,0,0
2016-07-01,5,2,1,0,2,8,2,0,20,3,0,0,0,3,0,1,8,0,12,0,12,2,3,1,3,0,0,4,2,3,3,1,17,4,0,17,20,0,0,2,3,22,0,0,27,4,0,0,0,3,0,12,13,0,0,4,0,3,0,11,7,0,10,4,0,44,14,2,10,0,0,8,0,9,8,3,0,1,0,2,3,0,6,11,0
2016-08-01,7,3,2,2,4,8,3,0,0,3,0,5,0,6,3,2,8,0,7,0,16,0,2,1,5,0,6,1,1,3,4,1,18,4,0,18,21,0,0,0,3,0,0,0,16,0,0,0,12,4,2,13,19,0,2,2,0,4,8,6,6,1,0,3,0,0,0,2,0,23,0,0,0,6,0,3,4,3,8,1,0,0,3,12,0
2016-09-01,11,0,1,3,3,7,5,12,0,3,0,0,24,0,0,1,9,4,0,0,7,0,0,0,6,0,0,5,4,0,2,2,0,6,0,0,0,5,0,0,5,0,7,0,23,4,0,0,13,4,0,0,18,0,2,2,0,5,0,6,6,0,0,5,0,0,0,2,11,0,0,0,0,4,22,9,10,4,0,2,0,0,2,0,0
