date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blueberries,Broccoli,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Limes,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Pumpkin,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams,Cassava
2012-06-01,16,0,9,0,0,0,13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,11,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,42,9,0,0,0,0,19,0,0,13,0,0,0,0,0
2012-07-01,12,0,0,0,0,12,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,43,0,0,0,0,0,28,34,0,0
2012-08-01,19,0,0,0,0,0,30,0,81,0,0,0,18,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,54,18,0,0,0,0,0,20,18,0,0
2012-09-01,11,0,0,0,24,11,0,33,72,29,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,0,13,26,0,0,11,0,24,47,44,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2012-10-01,10,0,0,44,11,10,18,0,0,26,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,38,0,0,27,9,15,0,0,0,0,49,0,0,15,18,0,0,12,0,0,14,0,0
2012-11-01,13,0,7,0,0,17,20,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,47,0,33,0,0,0,7,0,0,0,12,0,33,0,10,100,14,0,19,0
2012-12-01,28,0,6,0,0,8,19,0,0,20,0,0,0,0,0,0,0,14,0,0,0,0,0,9,20,0,9,18,0,0,0,0,0,0,31,0,0,35,0,0,25,32,0,0,12,100,0,0,0,0,0,0,11,14,0,14,0,0,0,0,17,0
2013-01-01,10,52,5,0,0,0,8,19,0,17,16,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,6,0,0,0,26,0,0,0,10,0,22,0,0,0,21,0,0,0,6,0,15,0,10,0,26,0,0,0,11,0,0,0
2013-02-01,15,0,0,0,0,7,15,0,0,0,34,0,10,0,0,0,0,13,0,31,0,46,0,8,0,28,0,0,35,0,7,0,0,0,0,0,0,16,0,28,0,0,0,0,23,0,0,29,25,0,0,0,11,0,85,0,0,0,36,21,11,0
2013-03-01,10,0,5,0,0,6,8,0,41,33,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,15,31,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,13,83,0,0,8,0,0,0,13,0,25,0,11,0,21,9,9,0
2013-04-01,13,0,0,30,7,13,8,0,0,17,0,0,10,0,30,0,0,0,0,29,0,28,7,0,17,0,7,0,0,14,6,0,0,28,0,100,0,15,0,0,0,0,56,6,17,0,0,0,11,0,0,0,0,12,26,0,8,0,21,0,0,0
2013-05-01,13,0,0,28,7,13,0,0,41,17,0,100,14,0,0,0,0,0,0,28,0,0,0,7,0,16,0,0,0,0,6,0,14,0,25,0,0,0,0,0,0,0,0,6,15,0,0,0,22,0,14,0,19,0,0,23,8,0,10,9,0,0
2013-06-01,7,0,0,0,0,6,11,0,0,17,0,0,9,0,0,0,0,12,0,0,0,27,0,0,0,17,0,15,0,0,0,0,14,0,0,0,0,0,0,25,0,27,0,0,17,0,0,0,6,0,0,0,10,0,26,0,0,0,11,9,0,0
2013-07-01,8,0,0,0,13,12,7,0,0,47,0,0,9,0,28,0,0,11,9,26,0,0,0,7,31,15,0,14,0,0,0,23,13,0,0,0,0,0,0,23,0,0,0,0,19,0,0,0,15,10,0,0,18,0,24,0,7,0,10,9,0,0
2013-08-01,6,0,5,27,6,6,0,18,0,0,0,0,9,0,28,24,0,0,0,0,0,0,0,7,0,16,0,14,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,6,22,0,20,0,5,20,0,26,9,11,24,0,15,0,10,9,0,0
2013-09-01,16,0,5,0,7,0,8,0,0,17,15,0,9,0,0,0,0,0,0,0,0,40,0,15,0,16,0,15,31,0,13,25,0,0,0,0,0,0,0,0,0,27,0,0,20,0,21,0,8,11,0,0,10,12,0,0,8,0,11,9,0,0
2013-10-01,14,0,0,0,0,6,7,18,0,16,0,0,13,0,0,0,0,11,0,0,0,0,0,7,0,0,0,14,29,0,0,0,0,0,0,0,0,14,0,23,0,0,17,0,19,0,0,0,5,10,13,0,13,11,0,0,0,0,10,13,0,0
2013-11-01,10,0,0,27,0,6,7,18,0,23,0,0,0,0,0,0,0,11,0,26,0,0,6,7,0,15,7,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,24,13,19,13,0,9,22,0,0,21,0,10,8,9,0
2013-12-01,14,0,0,0,0,8,0,0,0,30,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,23,12,9,0,0,9,0,23,0,14,0,9,0,9,0
2014-01-01,9,41,4,0,6,5,10,0,34,18,0,0,0,0,0,0,0,0,8,0,0,44,0,6,13,13,0,12,25,0,5,0,0,0,0,0,0,12,0,20,17,0,0,5,16,0,17,0,9,9,12,0,16,10,0,0,0,0,11,10,0,0
2014-02-01,16,0,0,0,6,6,0,17,0,16,28,0,17,0,0,0,0,0,9,0,0,0,6,0,31,0,0,13,28,0,6,0,0,0,0,0,0,13,0,0,0,0,17,11,22,0,0,0,8,19,0,0,17,0,24,0,0,0,24,8,0,0
2014-03-01,12,0,4,35,6,8,8,15,0,18,12,0,8,15,24,0,0,9,8,0,0,0,11,12,0,20,0,12,0,0,0,20,0,0,21,0,0,12,0,20,0,0,15,0,20,0,17,0,9,9,12,0,10,0,41,0,0,0,13,7,0,0
2014-04-01,11,42,4,0,6,12,10,0,35,28,0,0,8,0,0,21,0,0,0,23,0,0,5,6,14,0,0,12,26,11,7,0,0,0,21,0,0,12,12,0,0,0,0,5,20,0,0,21,5,0,0,0,32,10,53,10,13,0,22,8,0,0
2014-05-01,13,0,0,0,6,7,0,0,0,14,12,0,15,15,0,0,0,0,8,0,0,0,0,6,0,0,0,0,25,0,5,0,0,0,21,0,0,0,8,20,0,22,15,5,22,0,0,0,13,9,0,0,19,10,21,0,6,0,0,8,0,0
2014-06-01,17,0,4,0,6,14,7,0,0,15,13,0,0,0,25,0,0,0,0,48,0,0,0,0,0,0,0,0,27,0,5,0,0,0,22,0,0,12,8,0,18,0,0,0,17,0,0,0,9,0,0,0,16,0,22,0,13,0,13,8,0,0
2014-07-01,8,41,4,0,8,8,13,0,0,0,0,0,23,0,0,21,0,0,0,46,0,0,0,0,0,27,0,12,0,0,5,0,12,22,0,0,0,12,0,0,0,0,0,5,22,0,0,0,9,9,0,0,16,0,0,10,6,0,17,11,0,0
2014-08-01,13,0,0,0,11,11,10,0,0,14,0,84,12,15,0,0,0,9,0,0,0,0,0,6,0,0,0,12,26,0,0,0,0,0,0,0,0,12,0,21,0,0,15,0,14,0,0,0,7,0,0,0,8,20,42,0,6,0,0,8,8,0
2014-09-01,20,0,4,0,6,11,0,0,0,14,0,0,0,0,25,0,0,0,0,23,0,0,0,6,0,14,0,12,0,11,0,0,12,0,0,0,0,0,8,0,0,0,0,0,21,0,17,0,5,18,0,0,8,10,43,0,0,0,9,8,0,0
2014-10-01,7,0,4,0,14,5,6,0,0,14,12,0,0,14,24,0,0,0,0,22,0,43,0,0,0,13,0,12,25,0,7,0,11,0,0,0,0,0,0,0,0,44,0,0,24,0,0,0,13,8,12,0,0,9,20,9,6,0,8,7,0,0
2014-11-01,18,0,8,0,8,9,6,0,0,41,12,0,7,14,24,0,0,0,0,0,0,0,11,6,0,0,6,12,0,0,7,20,0,0,21,0,0,0,0,20,0,0,15,0,22,0,0,0,13,17,0,0,10,9,20,0,18,0,8,10,19,0
2014-12-01,9,0,4,0,6,5,7,32,0,24,0,0,8,15,0,0,0,0,9,24,0,23,0,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,12,0,0,0,8,10,21,0,10,0,9,8,8,0
2015-01-01,10,0,0,0,11,0,6,0,33,13,0,0,7,14,23,20,0,9,0,22,0,21,5,0,13,26,0,12,49,0,5,0,11,0,0,77,0,0,0,29,0,0,0,0,28,0,0,20,15,8,0,0,11,9,0,9,6,0,16,0,8,0
2015-02-01,11,0,0,25,0,8,0,16,36,19,26,0,8,0,50,0,0,0,0,0,23,23,0,0,14,14,6,13,27,0,0,0,12,0,0,0,0,0,8,21,0,0,16,5,32,0,0,0,5,9,0,0,12,10,22,15,7,0,9,8,0,0
2015-03-01,9,0,0,23,5,5,6,0,0,27,12,0,7,0,0,0,0,0,0,45,0,0,0,6,0,13,6,12,0,0,5,0,11,0,0,0,0,0,0,0,0,0,29,5,29,0,0,20,0,0,0,0,10,0,0,0,6,0,8,7,8,0
2015-04-01,16,0,4,0,6,15,6,0,0,14,12,0,7,0,0,0,0,0,0,22,0,0,0,0,0,13,0,0,25,0,10,0,0,0,20,0,0,0,0,20,0,0,0,5,19,0,16,0,9,8,12,0,15,10,0,0,6,0,8,0,0,0
2015-05-01,12,39,0,22,0,17,6,0,0,13,12,0,7,14,0,0,0,9,0,22,0,31,0,8,13,25,0,11,24,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,31,0,16,20,0,0,0,0,22,9,20,0,0,0,16,18,0,0
2015-06-01,13,0,0,0,5,17,15,0,0,0,0,0,7,28,0,0,0,9,8,22,0,0,0,14,0,0,0,17,0,0,5,0,22,0,0,0,0,11,0,0,17,0,0,0,21,0,0,0,4,0,0,0,7,0,30,0,0,0,20,14,0,0
2015-07-01,7,0,4,0,10,14,6,0,31,13,0,0,7,0,0,19,0,9,8,42,0,0,0,0,0,0,0,11,0,0,0,19,11,0,19,0,0,22,0,0,0,0,14,0,25,0,0,19,10,0,11,0,0,0,38,0,6,0,0,11,7,0
2015-08-01,13,0,4,0,5,12,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,5,21,34,0,9,18,10,0,0,0,0,11,0,18,0,0,0,0,42,0,0,19,0,0,0,0,12,9,0,0,11,0,13,9,0,0
2015-09-01,8,0,0,44,5,8,6,14,0,13,11,0,0,0,22,0,0,17,0,0,0,61,0,11,0,12,0,17,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,20,0,16,19,6,8,0,0,14,9,19,9,0,0,8,0,0,0
2015-10-01,17,0,0,0,18,12,6,14,0,12,0,0,0,13,43,0,0,8,0,20,0,20,0,11,0,12,0,11,23,0,0,0,10,0,0,0,0,11,0,54,16,0,0,5,12,0,0,28,8,8,0,0,7,0,0,0,0,0,0,7,0,0
2015-11-01,14,0,4,0,5,5,9,14,0,12,0,0,7,0,0,0,0,0,0,0,0,20,0,0,24,18,0,11,45,0,0,18,0,0,0,0,0,0,0,18,0,0,20,0,32,0,0,19,8,8,0,0,10,17,19,0,6,0,15,7,0,0
2015-12-01,17,0,4,0,0,7,6,14,0,0,0,0,0,0,0,0,0,8,0,20,0,19,0,5,12,12,0,0,22,0,6,0,10,0,0,0,0,10,7,0,0,0,0,0,39,0,0,0,14,8,11,0,10,9,0,8,5,0,8,7,10,0
2016-01-01,12,0,4,0,5,10,6,0,0,12,0,0,0,0,0,0,0,8,0,0,0,19,5,5,12,12,5,26,22,0,7,17,0,0,0,0,0,0,0,18,15,0,13,4,14,0,15,0,4,7,0,20,7,17,18,0,8,0,7,0,7,0
2016-02-01,10,0,4,0,16,7,6,0,0,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,23,0,0,19,0,0,28,5,43,0,0,0,8,0,0,0,14,9,19,9,6,0,0,0,0,0
2016-03-01,15,0,4,20,0,4,5,0,0,0,10,0,0,12,0,0,0,0,0,0,0,18,4,10,0,0,5,20,21,9,4,0,0,0,0,0,0,10,6,17,0,0,0,0,46,0,14,35,7,7,0,0,13,16,17,8,0,0,11,12,0,12
2016-04-01,8,0,0,0,5,7,6,0,0,12,11,0,7,0,0,0,0,0,0,20,0,19,5,5,0,12,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,29,0,0,0,8,0,0,0,7,0,27,8,5,0,7,0,0,0
2016-05-01,11,0,4,0,5,9,11,13,0,12,10,0,6,12,0,18,0,8,0,19,0,0,5,5,0,11,0,10,21,0,4,0,10,0,18,0,0,10,0,0,0,0,13,4,42,0,14,17,11,0,0,0,13,12,52,0,5,0,14,11,7,0
2016-06-01,8,0,4,0,0,8,11,0,30,12,0,0,7,0,0,18,0,12,7,0,0,19,0,10,0,12,5,10,22,0,9,0,0,19,18,0,0,0,0,18,0,0,0,0,36,0,0,18,4,0,0,0,13,8,18,0,16,0,0,13,0,0
2016-07-01,6,0,0,41,5,23,6,13,0,24,11,72,7,0,0,18,0,0,0,20,0,19,0,5,0,12,5,10,0,0,0,0,10,0,0,0,22,0,0,0,0,0,13,4,19,0,0,18,4,0,0,20,7,8,0,8,8,0,0,13,0,0
2016-08-01,5,37,0,0,10,5,6,0,0,12,0,0,7,13,21,19,0,0,0,0,0,19,0,0,0,24,0,16,23,10,4,0,0,0,19,0,0,0,0,0,0,0,0,5,18,0,0,0,12,0,0,0,0,0,18,0,6,0,8,7,0,0
2016-09-01,8,0,0,44,5,10,6,0,0,17,12,0,7,14,0,0,0,0,0,43,0,21,0,6,13,25,0,11,24,0,5,19,0,0,0,0,23,11,7,0,0,0,14,5,23,0,0,0,13,0,0,0,7,0,29,0,6,0,16,7,0,0
2016-10-01,13,48,0,0,7,0,7,18,0,16,0,0,18,0,0,0,0,0,0,53,0,26,0,7,0,16,0,21,0,0,12,0,14,0,0,0,0,14,0,0,0,0,0,0,26,0,0,0,5,20,0,0,0,17,48,0,7,0,20,9,9,0
2016-11-01,10,0,0,0,5,10,12,15,0,20,12,0,7,0,0,0,0,9,0,21,0,0,0,0,0,13,0,0,24,0,7,0,0,0,20,0,0,0,0,0,0,21,14,5,26,0,0,20,8,8,0,0,7,0,40,9,12,58,8,0,18,0
2016-12-01,17,0,0,0,5,6,6,14,0,12,0,0,7,0,21,18,0,8,7,0,0,19,0,10,12,0,0,21,0,0,4,0,0,19,0,0,0,0,0,0,0,19,13,0,12,0,0,0,14,0,21,20,10,17,36,0,8,0,15,0,10,0
2017-01-01,7,0,0,0,5,6,15,25,28,11,0,0,6,0,0,0,0,0,7,19,0,0,0,5,0,0,5,10,0,9,4,0,0,0,0,0,0,10,6,32,0,0,12,4,16,0,0,0,13,7,10,37,19,8,67,0,5,0,10,6,0,0
2017-02-01,14,0,4,31,0,7,17,13,0,12,0,0,7,0,0,0,0,0,7,0,19,38,0,13,0,0,0,21,0,0,4,0,10,0,18,0,0,10,0,18,0,0,13,4,24,0,0,0,8,7,0,20,20,0,35,8,5,0,7,9,0,0
2017-03-01,6,0,0,0,4,10,12,12,26,16,0,62,6,0,18,0,0,7,0,0,0,25,4,9,0,0,0,9,19,0,4,0,9,0,16,0,0,18,6,15,0,0,11,0,33,0,0,0,8,7,9,0,0,7,16,7,0,0,10,10,0,11
2017-04-01,15,0,0,0,0,8,9,25,0,11,0,0,6,12,19,17,100,0,0,19,18,35,0,10,11,0,5,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,12,4,49,0,0,0,7,7,0,0,9,20,17,0,10,0,7,9,6,0
2017-05-01,10,0,0,0,5,4,11,0,0,12,20,0,6,0,20,0,0,0,7,0,0,0,0,5,11,11,5,15,0,0,0,0,19,18,17,0,0,10,0,0,0,0,0,4,48,0,0,18,9,7,0,0,13,0,17,0,0,0,7,0,0,0
2017-06-01,9,0,4,20,5,9,11,0,0,18,0,0,7,0,0,18,0,0,0,20,0,38,0,5,0,11,0,0,0,19,4,0,10,19,0,0,0,0,0,17,0,0,13,4,38,0,14,0,4,0,0,0,7,12,18,8,8,0,7,10,7,0
2017-07-01,9,0,7,0,5,7,9,0,0,23,10,0,0,0,0,18,0,0,0,19,0,19,0,0,0,11,0,31,0,0,13,0,10,19,0,0,0,0,0,17,0,0,13,0,26,0,0,0,4,7,10,0,7,0,18,16,0,0,11,19,7,0
2017-08-01,7,0,0,0,7,4,5,0,0,0,0,0,6,0,20,17,0,8,0,0,0,0,4,10,0,0,0,10,21,9,4,0,10,0,0,0,0,0,0,33,0,0,0,0,17,0,0,0,11,7,0,0,13,0,34,0,0,0,7,6,0,0
2017-09-01,11,0,0,0,5,5,14,14,0,12,0,0,7,0,0,0,0,8,7,40,0,19,0,5,0,0,0,16,0,0,7,18,0,0,0,0,0,10,0,18,0,0,0,0,29,0,0,0,10,0,0,0,7,0,18,0,6,0,8,10,0,0
2017-10-01,12,0,0,0,0,10,7,0,0,12,21,0,6,0,0,0,0,0,7,39,0,0,5,10,0,11,0,21,22,0,7,0,0,0,0,0,0,0,7,17,15,0,13,9,28,0,0,0,9,22,10,19,13,0,0,0,5,0,7,6,7,0
2017-11-01,10,0,3,19,5,8,5,13,0,17,10,0,6,0,0,0,0,8,0,0,0,18,0,10,0,0,0,20,21,0,4,0,0,18,17,0,0,10,13,0,14,0,12,0,16,0,0,0,9,0,0,0,10,0,42,0,10,0,0,12,13,0
2017-12-01,9,0,0,0,5,15,0,0,0,11,0,67,6,0,0,0,0,8,7,0,0,18,4,5,0,0,0,10,21,0,4,17,9,0,0,0,0,0,0,16,0,18,24,0,31,0,0,17,9,7,0,0,6,8,17,0,5,0,10,9,16,0
2018-01-01,14,0,3,0,4,14,7,17,0,20,0,60,6,11,27,0,0,7,6,0,0,16,0,4,0,0,4,9,19,0,6,0,8,0,15,0,0,0,6,15,13,0,33,0,28,50,0,0,10,6,0,0,10,7,30,7,9,0,6,11,6,0
2018-02-01,9,34,0,0,7,9,5,13,0,11,0,0,9,12,0,0,0,8,0,19,0,18,0,10,0,22,0,10,0,0,6,0,10,0,17,0,0,0,0,0,0,0,18,0,30,0,0,0,13,14,0,0,9,16,26,0,5,0,9,19,0,12
2018-03-01,9,0,3,34,4,15,8,0,0,10,0,0,5,0,17,0,0,0,12,25,0,16,0,6,0,0,4,17,0,0,7,0,0,0,15,0,18,0,5,0,12,16,11,5,33,0,0,0,5,6,8,16,11,0,44,7,4,0,9,11,0,0
2018-04-01,6,0,0,35,12,9,7,17,25,15,9,0,6,11,0,0,0,14,6,0,0,16,0,4,0,10,0,13,0,0,19,0,0,16,0,0,0,9,0,15,0,0,11,4,24,0,0,0,10,6,0,17,6,7,30,7,9,0,19,22,0,0
2018-05-01,12,0,6,0,0,17,5,11,0,20,9,59,8,0,17,15,0,0,0,16,0,16,0,0,0,0,0,13,0,0,9,14,0,0,0,0,0,0,0,14,0,0,16,0,35,0,0,15,10,0,0,32,8,0,22,7,0,0,10,5,0,0
2018-06-01,12,0,0,0,4,13,0,11,0,10,0,0,6,0,0,16,0,0,0,17,17,0,0,0,0,20,0,12,19,0,6,0,13,0,0,0,0,0,0,38,0,0,0,4,29,0,0,0,13,6,0,0,6,0,39,0,14,0,10,9,6,0
2018-07-01,8,0,3,17,4,7,7,0,25,15,0,0,8,21,0,0,0,0,0,16,0,0,0,6,0,19,0,9,18,8,6,15,8,0,15,0,0,9,0,22,0,0,0,0,16,0,0,15,8,0,8,0,6,7,15,0,5,0,6,11,0,0
2018-08-01,8,0,3,0,12,6,5,11,0,10,0,0,6,11,0,0,0,0,0,33,0,16,0,13,0,29,0,21,18,0,4,0,0,0,0,0,18,9,0,15,0,16,0,4,18,0,0,0,13,6,9,0,6,11,31,7,14,0,8,17,0,0
2018-09-01,12,0,3,19,6,6,5,12,28,11,0,0,6,0,0,0,0,8,0,28,0,35,0,10,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,14,18,0,4,27,0,0,17,5,10,14,0,13,16,33,8,5,0,9,9,0,0
2018-10-01,7,0,0,0,7,9,5,0,0,11,0,0,6,12,0,0,0,0,0,19,0,0,4,10,11,22,0,25,0,0,4,0,19,0,17,0,0,0,0,0,0,0,18,4,18,0,14,0,4,7,0,0,13,0,17,8,5,0,11,0,0,0
2018-11-01,10,0,3,0,5,15,5,12,27,11,10,67,6,12,0,0,0,8,0,18,18,54,4,5,0,16,0,10,0,0,23,0,9,18,17,0,0,0,0,0,0,18,0,4,27,56,0,0,7,7,0,64,6,0,17,0,5,0,7,6,8,0
2018-12-01,9,0,3,0,5,6,9,0,27,22,0,0,6,12,0,0,0,0,7,18,0,0,0,7,0,11,5,10,20,0,8,16,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,7,0,9,27,9,0,17,0,10,0,0,6,8,0
