date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava
2014-09-01,10,10,0,0,3,16,0,7,12,11,6,45,3,0,9,12,0,24,6,4,0,3,0,16,0,10,5,0,17,0,0,0,0,9,4,0,5,0,0,13,5,18,6,6,0,3,0,0,5,0,0,0,6,4,63,0,3,75,0,14,27,4,13,6,0,0,6,0,0,10,0,12,4,12,0,0,7,0,9,0,2,0,0,14,0,0,6,3,5,0,63,11,0,2,4,0,11,15,15,0
2014-10-01,16,7,4,0,3,23,0,5,0,0,6,0,9,0,8,12,0,12,6,4,3,3,0,0,0,16,3,0,5,4,0,9,6,4,5,5,5,0,0,9,9,0,0,9,0,3,0,6,14,0,0,0,0,8,0,0,4,0,0,0,0,3,12,9,3,0,6,6,0,5,0,12,17,10,53,0,10,9,0,0,3,0,0,0,0,0,10,3,8,0,0,11,0,4,4,0,11,6,0,0
2014-11-01,18,7,7,3,14,23,0,29,0,12,0,0,7,0,9,0,11,37,0,4,0,3,0,16,7,7,4,0,8,0,0,9,6,3,6,5,3,9,0,10,7,9,0,9,0,0,0,0,5,0,0,0,0,8,0,0,10,0,0,0,14,8,0,11,0,4,4,4,0,8,0,8,9,16,53,4,5,10,9,0,3,3,0,14,0,0,17,7,7,0,0,23,0,5,5,0,0,5,0,0
2014-12-01,11,6,6,3,11,14,0,9,11,0,6,21,5,6,0,0,0,12,18,4,0,3,0,0,0,13,5,11,8,0,0,9,6,4,5,5,3,6,0,9,7,0,0,6,0,0,4,5,7,0,0,0,5,4,0,0,5,0,0,0,0,3,0,10,3,3,4,10,0,4,0,8,6,11,49,0,5,0,0,0,2,3,0,0,0,23,9,4,6,3,0,18,6,3,4,0,11,4,14,0
2015-01-01,10,6,0,0,6,18,0,9,11,0,0,0,3,0,6,0,0,11,0,4,6,8,0,0,3,12,7,0,4,0,0,8,6,3,3,4,3,0,0,8,0,0,0,8,3,3,7,0,4,0,7,0,5,0,0,0,4,0,0,0,12,5,11,5,0,3,6,4,0,4,0,7,8,8,0,0,5,4,8,0,1,0,0,12,66,0,11,6,7,5,0,15,8,2,4,0,10,3,0,0
2015-02-01,9,6,4,0,9,14,0,10,12,0,0,22,3,7,21,12,10,12,6,0,0,0,0,0,0,17,4,12,10,0,0,9,6,3,7,9,3,4,0,0,5,0,0,6,0,5,0,0,5,0,0,0,0,4,0,0,0,0,51,0,13,4,37,7,3,0,8,4,0,3,0,11,7,15,0,3,3,0,9,0,1,3,12,0,0,12,0,7,5,6,0,0,6,3,9,100,11,6,29,0
2015-03-01,9,6,3,0,6,21,0,5,16,10,4,20,3,6,4,0,0,16,17,4,0,3,0,0,3,6,5,0,7,0,0,0,6,0,3,4,3,0,0,8,12,0,0,11,0,3,0,0,9,0,7,0,0,5,56,0,4,0,46,0,12,5,11,8,0,3,9,6,0,5,0,7,5,15,0,3,5,4,0,0,1,3,0,0,0,0,9,4,5,4,0,15,13,4,4,0,0,11,13,0
2015-04-01,14,6,7,3,16,20,0,9,12,0,6,22,4,0,6,0,21,12,12,4,3,3,0,0,3,13,10,12,7,4,0,0,6,5,6,5,7,8,0,0,3,0,0,6,4,3,4,5,7,0,0,0,5,4,0,0,0,0,0,0,17,3,0,12,3,3,10,4,0,10,0,8,4,16,0,0,5,5,9,0,1,3,0,0,0,0,6,7,3,7,0,11,0,7,0,0,0,9,0,0
2015-05-01,11,12,4,8,13,23,0,15,11,16,4,20,5,6,4,0,0,22,6,4,0,5,0,0,6,13,5,0,9,6,0,0,0,3,7,4,3,4,0,26,8,0,0,6,3,5,0,5,7,0,0,0,13,6,0,0,3,0,0,0,12,7,0,16,3,0,6,8,0,7,0,8,4,21,48,3,4,4,0,0,2,0,12,13,69,11,6,3,8,7,0,16,6,8,4,0,0,11,13,0
2015-06-01,16,21,3,0,12,26,0,21,23,0,12,21,6,0,4,0,0,0,12,0,0,6,0,16,3,13,8,0,10,4,0,0,6,6,4,5,4,0,0,9,6,0,0,6,4,4,0,7,2,0,0,0,5,8,0,0,8,0,100,0,25,3,0,15,0,0,10,4,0,11,0,8,8,15,0,0,5,0,0,17,4,3,12,13,0,0,12,6,7,3,0,11,9,5,0,0,0,34,0,0
2015-07-01,7,13,4,3,5,28,0,14,12,11,4,22,6,0,8,24,0,0,0,4,3,6,0,0,3,7,5,0,18,4,0,9,9,4,0,0,4,4,0,0,6,9,0,6,0,7,0,0,5,0,0,0,5,4,0,0,3,0,0,13,0,8,25,15,4,0,6,12,0,10,0,8,0,19,51,4,3,0,0,0,1,3,0,14,0,0,0,3,3,3,0,11,9,8,6,0,11,47,0,0
2015-08-01,8,14,4,0,7,32,14,15,25,0,4,0,3,7,4,0,22,0,0,5,0,0,0,0,4,7,6,0,21,0,0,10,0,14,8,7,12,4,0,0,5,9,0,0,0,5,0,6,7,11,8,0,0,6,0,0,3,0,0,0,14,3,13,22,4,4,7,9,0,3,0,9,9,16,55,4,9,0,10,19,3,6,0,0,0,0,0,11,5,3,0,0,0,8,7,0,12,36,0,0
2015-09-01,10,6,3,0,7,30,0,12,11,11,4,0,5,0,0,12,0,0,6,4,3,3,0,0,3,10,8,0,22,6,0,0,12,5,5,5,4,4,0,9,3,17,0,6,3,5,0,5,5,0,0,0,5,8,0,0,7,0,0,0,19,3,0,10,0,7,8,4,0,8,0,10,8,10,50,3,10,0,17,0,3,4,12,0,0,0,0,7,7,6,0,11,6,6,8,0,11,14,0,0
2015-10-01,17,6,7,3,13,21,0,12,11,0,0,0,4,7,4,0,0,0,6,0,3,0,0,0,3,15,5,0,8,0,0,0,6,4,7,5,8,4,0,9,4,0,0,6,0,3,0,5,5,10,7,0,0,12,0,0,3,0,0,0,25,0,24,9,3,5,10,4,0,7,0,8,12,10,0,7,8,7,0,17,2,3,0,13,71,11,15,8,15,0,0,44,0,7,0,0,11,8,0,0
2015-11-01,14,7,6,0,12,21,0,15,0,0,4,0,3,0,4,0,0,12,0,7,0,3,0,0,0,11,4,0,8,0,0,19,6,6,4,0,4,4,0,10,5,9,0,6,0,3,4,0,4,11,8,0,0,0,0,0,3,0,0,0,27,9,0,6,0,0,7,0,0,9,0,11,10,14,0,0,8,7,9,0,1,3,0,0,0,12,23,5,4,0,64,31,0,4,9,0,0,7,0,0
2015-12-01,18,7,4,3,10,20,0,8,13,12,4,0,12,0,9,13,0,13,7,5,0,0,0,0,4,10,4,13,11,0,0,0,10,3,6,0,3,5,0,10,4,0,0,19,0,3,5,0,11,0,0,0,6,4,0,0,5,0,0,15,19,5,13,6,0,4,9,4,0,3,0,9,11,23,0,0,5,5,15,0,2,3,0,30,80,0,7,14,7,5,0,24,6,4,5,0,12,8,15,0
2016-01-01,16,12,3,3,8,18,0,8,21,10,5,0,5,6,9,0,10,22,6,4,3,5,11,0,3,9,6,11,11,4,0,0,9,0,4,4,6,0,0,8,5,0,0,14,7,4,0,5,5,0,0,0,0,7,0,0,4,0,0,0,18,7,11,11,3,0,5,5,0,7,0,7,10,20,0,0,6,0,0,0,2,3,0,0,0,11,6,5,4,3,0,15,11,4,8,0,10,9,0,0
2016-02-01,8,8,3,0,9,21,0,7,11,0,8,20,9,6,8,11,0,17,12,4,0,3,0,0,0,15,5,0,5,4,0,0,6,3,5,9,4,0,0,9,3,0,5,11,0,6,0,5,7,0,0,50,0,6,58,0,5,0,0,13,12,3,12,9,0,3,9,8,0,9,0,8,8,16,0,3,5,4,0,0,2,3,0,26,0,0,12,6,6,4,0,39,5,6,4,0,0,7,0,0
2016-03-01,11,6,5,4,20,27,0,14,0,10,0,0,7,6,0,0,0,11,9,4,3,4,0,0,3,9,4,33,14,0,0,8,0,4,4,8,3,4,0,8,9,0,0,11,3,3,0,5,9,0,7,0,5,4,56,0,8,0,46,0,12,5,0,10,0,3,11,6,0,8,0,15,9,23,0,0,8,0,8,16,2,3,0,0,0,11,12,5,10,3,0,24,0,5,4,0,10,6,13,0
2016-04-01,5,8,14,8,12,22,13,16,24,11,4,0,7,0,8,12,0,18,0,4,3,0,0,0,0,9,5,0,18,0,0,0,15,0,7,0,6,8,0,28,7,0,6,0,0,6,0,7,8,0,0,0,17,5,62,0,0,0,0,0,20,7,13,12,3,3,17,7,0,8,0,12,8,21,0,0,4,0,0,0,2,3,12,14,0,0,16,8,3,10,0,11,0,7,0,0,0,12,0,0
2016-05-01,10,6,3,4,16,30,0,15,22,0,4,0,5,0,6,11,0,11,6,4,3,5,0,0,3,12,6,0,11,0,0,8,6,0,7,6,4,8,94,9,4,8,0,0,0,5,0,5,6,10,0,50,10,6,0,0,4,0,46,0,12,4,0,10,0,3,11,8,0,14,0,15,4,15,0,0,4,0,0,16,2,3,0,0,68,0,12,3,7,5,0,16,0,8,4,0,16,21,0,0
2016-06-01,11,14,3,5,11,20,0,10,11,0,8,0,4,0,4,11,0,22,0,4,0,13,0,0,3,6,5,0,12,4,0,8,6,4,7,0,5,10,0,17,5,8,0,8,0,3,4,5,8,0,0,0,5,4,0,0,4,0,0,17,12,4,0,15,3,3,10,4,0,12,0,15,4,17,0,0,4,0,0,16,5,3,0,13,0,11,15,3,6,8,0,42,0,7,0,0,0,41,13,0
2016-07-01,4,11,7,0,10,17,0,12,12,0,8,44,3,0,4,0,0,24,12,4,3,6,0,0,4,14,5,0,7,4,0,0,0,10,14,0,4,4,0,9,10,0,0,9,0,7,4,5,7,11,7,53,0,4,0,0,7,0,51,0,13,0,0,25,3,0,12,5,0,8,0,24,4,18,0,4,3,5,0,26,1,6,12,14,0,0,6,3,5,3,0,11,0,10,9,0,0,52,14,0
2016-08-01,10,13,4,0,14,18,0,17,0,0,4,0,3,0,4,0,0,12,10,0,0,0,0,0,4,9,6,0,36,0,0,9,6,9,7,5,9,0,0,19,7,0,0,12,0,7,0,9,10,0,0,0,0,8,0,0,4,0,53,14,20,7,0,15,0,0,15,10,0,11,0,11,11,11,0,7,4,0,9,0,3,3,0,0,0,0,20,6,11,0,0,12,6,8,4,0,12,33,0,0
2016-09-01,11,6,5,0,9,18,0,15,11,11,0,42,5,7,8,12,10,0,6,4,3,4,0,0,3,13,4,0,6,8,0,9,6,8,9,5,6,8,97,9,5,0,0,6,3,7,0,5,7,10,0,0,0,4,0,0,3,0,49,13,13,3,12,26,0,3,4,0,0,8,0,8,8,19,100,3,9,9,9,0,2,4,0,0,0,0,12,8,10,3,0,11,6,8,0,0,11,17,0,0
2016-10-01,16,6,14,0,4,21,0,15,0,0,4,0,10,7,12,0,0,0,6,0,0,4,0,0,7,7,3,0,6,0,0,9,9,4,10,0,5,0,0,0,8,0,0,12,0,14,4,0,6,0,0,0,0,4,0,0,5,0,0,0,25,11,12,12,0,3,5,5,0,16,0,0,15,14,0,3,12,5,9,0,4,3,0,14,0,0,12,5,18,0,60,22,6,4,4,0,22,5,14,0
2016-11-01,16,6,4,3,10,16,0,12,12,0,4,0,7,10,4,0,0,12,16,11,0,6,0,16,4,9,10,0,5,4,0,18,6,5,4,5,4,0,0,15,8,0,0,6,0,3,4,0,4,0,0,0,8,4,0,0,8,0,52,0,13,6,12,9,3,3,7,4,0,9,0,8,7,25,0,3,13,5,9,0,3,3,0,0,0,12,32,10,13,3,60,26,6,3,4,0,11,11,0,0
2016-12-01,16,9,4,3,13,13,13,7,11,0,4,0,7,0,0,0,0,12,6,6,3,3,0,0,5,7,3,12,5,0,0,17,6,4,3,6,4,0,0,0,3,0,6,17,7,0,0,0,6,0,0,0,0,8,0,0,3,0,0,0,13,3,24,7,0,0,8,4,0,6,0,0,11,25,0,0,11,0,0,0,5,0,12,0,0,0,9,8,9,3,0,33,0,5,7,0,11,6,0,0
2017-01-01,12,6,5,2,11,19,12,8,21,0,7,0,9,0,4,0,0,11,11,0,3,5,0,0,0,12,5,11,9,4,0,8,11,2,5,4,2,4,0,12,3,8,5,0,3,4,4,5,3,0,7,0,5,5,0,0,4,0,0,0,23,3,11,9,3,3,9,5,0,8,0,7,4,11,46,6,5,0,0,0,0,3,11,0,0,10,17,5,6,5,0,20,11,6,4,0,0,8,0,0
2017-02-01,14,6,5,6,7,15,0,19,24,0,0,0,10,7,8,12,0,12,12,4,0,0,0,0,3,7,7,12,5,4,0,0,12,3,10,9,6,17,0,0,3,9,0,6,4,4,0,0,10,11,0,0,0,11,62,0,6,0,0,0,13,3,0,10,0,7,7,6,0,7,0,11,13,16,0,0,9,0,9,0,1,3,0,0,0,0,10,3,6,3,61,17,6,4,0,0,0,5,14,0
2017-03-01,13,6,4,2,10,19,12,16,0,0,4,20,5,0,9,0,0,21,8,4,0,3,0,14,3,12,6,11,10,0,0,8,11,5,9,4,5,4,0,20,7,0,0,5,3,0,0,5,4,9,0,0,0,6,0,0,6,0,0,0,15,2,11,11,3,3,7,7,0,4,0,14,6,14,0,3,3,0,0,0,2,3,0,12,0,0,23,4,4,8,0,20,0,5,8,0,0,15,0,0
2017-04-01,8,6,5,7,16,16,0,19,19,0,4,0,7,0,17,12,0,12,6,4,3,0,0,0,3,13,7,0,17,4,0,0,0,6,5,9,4,6,100,9,3,9,0,9,0,5,0,0,4,0,0,0,0,10,0,0,3,0,0,13,13,8,12,11,0,0,10,4,0,12,0,8,4,18,0,0,6,0,9,0,3,3,0,20,0,0,28,5,3,7,61,22,0,9,9,0,0,6,0,0
2017-05-01,11,26,5,5,15,18,0,20,11,0,6,0,4,0,0,11,10,11,6,0,0,4,0,0,3,8,6,11,11,4,0,8,11,6,3,4,3,6,0,9,3,0,0,11,0,8,0,0,9,0,0,0,14,4,0,0,3,0,48,13,12,3,0,18,5,3,4,4,0,16,0,11,4,19,48,3,5,0,8,0,3,3,0,0,0,0,18,6,3,5,58,21,0,10,4,0,26,14,13,0
2017-06-01,5,19,7,0,7,20,0,14,12,11,4,22,4,0,0,0,10,23,9,4,3,6,12,16,3,7,3,0,16,0,0,0,6,6,6,7,3,4,0,0,6,0,0,6,4,14,4,0,5,0,0,0,5,4,0,0,3,0,0,0,32,4,0,24,3,3,10,8,0,14,0,21,6,17,0,3,4,0,9,0,2,0,0,0,72,0,22,3,6,6,60,11,6,12,4,0,0,41,14,0
2017-07-01,8,16,4,0,9,22,0,19,0,11,6,0,6,7,4,0,10,12,6,0,3,8,0,0,7,13,7,0,23,4,0,9,12,5,4,7,7,4,0,18,8,9,0,6,0,3,0,0,11,10,7,0,8,11,0,0,5,0,0,13,26,3,0,22,0,8,14,4,0,15,0,11,4,12,0,3,7,5,18,0,2,6,0,0,0,12,19,5,7,3,0,22,6,11,0,0,0,55,14,0
2017-08-01,13,12,0,5,11,24,0,15,11,11,4,21,8,0,4,12,0,12,6,0,3,0,0,0,3,0,10,11,19,4,0,0,10,13,8,5,5,4,97,18,4,9,0,6,0,6,0,11,13,0,7,0,5,9,0,0,3,0,0,26,12,5,0,31,3,0,12,7,0,13,0,16,7,15,50,0,7,5,0,0,2,0,12,0,71,0,6,4,9,3,0,18,0,6,4,0,0,36,14,0
2017-09-01,16,6,3,0,7,16,0,31,11,10,0,20,3,0,4,11,0,0,12,6,0,3,0,0,4,6,5,11,18,0,89,0,8,9,10,0,4,4,0,14,6,0,0,11,0,3,4,5,10,10,7,50,5,4,0,0,4,0,0,25,12,0,11,9,3,3,5,8,0,9,0,11,8,16,48,0,13,4,8,0,2,3,0,13,0,0,12,5,3,8,56,10,0,9,4,0,0,21,13,0
2017-10-01,25,0,3,3,5,14,0,16,11,0,0,0,10,6,12,0,0,0,6,4,3,4,0,0,3,6,0,11,12,0,0,12,17,3,7,4,3,4,0,8,4,11,0,8,0,5,0,5,5,0,0,0,0,7,56,0,3,0,0,0,30,4,11,7,4,0,8,4,0,8,0,15,12,15,0,0,15,9,8,0,2,0,0,13,0,11,12,6,12,3,0,24,5,2,5,0,0,5,0,0
2017-11-01,17,0,3,0,7,14,13,17,22,10,6,0,7,0,4,0,0,0,12,8,0,3,0,0,0,9,6,0,14,4,0,26,6,3,6,4,7,4,0,13,4,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,12,3,0,12,0,3,12,8,13,3,100,8,9,17,0,3,7,4,0,0,2,0,0,13,0,0,18,4,5,4,57,11,6,7,4,0,11,5,14,0
2017-12-01,11,6,6,0,11,14,0,17,0,11,4,0,11,7,4,0,0,11,6,4,0,5,0,0,0,6,0,0,7,0,0,9,12,3,3,4,8,4,0,9,3,9,0,0,3,4,4,5,6,0,0,0,5,4,0,0,5,0,49,0,21,8,12,13,3,3,8,0,0,8,0,23,7,25,0,0,5,4,9,0,2,3,0,0,0,0,12,8,7,5,0,22,0,4,0,0,0,7,14,0
2018-01-01,14,9,5,3,17,18,0,16,10,10,4,20,5,6,4,11,9,11,14,4,6,6,0,0,5,15,6,11,6,0,0,0,6,4,4,4,2,8,0,25,9,8,5,21,0,3,4,0,7,0,0,0,0,10,0,0,5,0,46,0,17,5,0,9,0,3,10,4,0,4,0,7,5,18,0,3,6,0,0,16,3,3,0,25,99,10,17,7,3,3,0,24,0,4,8,0,10,6,0,87
2018-02-01,16,0,7,0,10,25,0,7,0,0,0,0,6,0,6,12,10,12,18,8,3,0,0,0,7,13,5,0,14,0,0,9,6,3,3,5,3,0,0,9,7,0,0,6,0,4,4,5,4,0,7,0,5,5,60,0,7,0,0,13,13,5,12,12,0,0,8,10,0,6,0,16,4,21,0,0,4,5,0,17,3,3,12,0,0,11,19,4,8,3,0,22,0,2,0,0,0,3,0,0
2018-03-01,12,10,5,0,15,20,0,8,11,10,4,0,7,0,6,11,0,0,6,4,0,0,0,0,0,18,6,0,15,4,86,0,9,5,8,4,5,0,0,8,6,0,0,5,5,3,0,5,5,9,0,48,5,6,0,0,3,0,0,0,12,5,11,14,0,3,11,7,0,12,0,7,4,14,0,3,4,0,0,0,1,8,0,12,0,0,6,4,8,6,0,10,0,8,4,0,0,8,0,0
2018-04-01,5,19,3,3,12,25,0,12,34,0,4,0,7,0,4,12,10,12,6,4,3,5,0,0,3,11,10,0,12,4,0,0,6,8,17,5,6,0,0,9,7,17,0,9,7,5,4,8,9,0,0,0,11,5,0,0,5,0,0,13,19,5,12,14,7,3,19,8,0,11,0,16,6,15,0,0,5,0,0,17,4,4,12,0,0,0,12,7,5,8,0,16,6,8,6,0,11,9,0,0
2018-05-01,10,18,3,5,11,30,0,15,10,10,5,19,4,0,13,10,0,0,5,4,0,4,0,14,5,0,9,10,20,5,0,0,9,2,5,4,2,4,0,16,5,8,0,0,3,8,0,5,7,9,0,0,17,7,0,0,5,0,44,12,17,2,11,18,3,0,8,7,0,13,92,19,6,15,45,3,3,0,8,15,6,0,0,0,0,0,25,6,3,7,0,26,5,9,4,0,10,19,0,0
2018-06-01,10,16,0,5,12,20,11,28,10,9,5,18,3,0,4,10,0,20,5,4,6,6,0,0,3,9,7,10,34,4,0,15,16,6,0,4,9,5,0,13,4,0,0,0,0,6,0,5,10,9,6,45,5,10,52,0,2,0,43,11,11,5,10,19,3,0,8,6,0,14,0,16,5,21,44,3,4,4,0,0,2,3,10,23,0,0,13,3,4,7,52,19,5,10,11,0,0,44,0,0
2018-07-01,7,16,4,0,9,26,11,22,0,9,5,0,4,6,3,10,9,0,16,4,3,6,0,0,6,8,11,10,38,0,80,7,15,9,4,4,6,16,0,15,8,7,0,10,0,7,0,4,10,9,0,44,5,5,0,0,4,0,0,17,32,5,0,17,3,0,13,10,0,20,0,9,7,19,0,0,5,0,7,15,1,2,0,0,0,0,11,3,4,5,0,19,5,10,4,0,0,55,0,0
2018-08-01,13,14,5,2,17,25,0,22,10,0,7,0,7,0,12,10,0,15,5,4,4,2,0,0,5,8,5,10,34,0,82,8,10,17,3,8,4,7,86,21,11,0,0,0,0,7,4,7,9,0,6,92,9,8,0,0,2,0,0,0,33,2,10,27,0,3,11,5,0,12,0,11,14,19,88,3,9,4,8,0,2,2,11,0,62,0,13,4,6,0,78,19,0,9,4,0,9,45,0,82
2018-09-01,17,16,0,2,9,22,0,18,0,0,9,0,9,6,4,0,0,10,5,0,4,4,0,0,6,6,7,10,11,3,0,7,15,4,7,0,9,7,0,8,5,7,0,7,0,8,0,5,8,0,0,0,5,5,0,0,2,0,64,15,0,5,0,17,3,3,12,7,0,16,0,7,10,22,43,6,11,12,0,0,3,2,10,0,0,0,19,6,5,5,0,23,0,5,0,0,0,16,12,0
2018-10-01,23,6,5,0,9,17,0,15,10,0,0,19,11,0,0,11,0,21,11,8,3,2,0,0,3,9,5,0,22,0,0,8,7,3,8,12,4,4,0,11,7,0,0,10,0,4,4,0,9,0,7,47,10,11,54,0,5,65,0,0,11,5,11,7,3,3,4,4,12,9,0,7,7,16,45,3,14,8,8,0,3,3,0,12,0,0,11,4,12,3,0,33,5,5,8,0,0,12,0,0
2018-11-01,17,6,0,0,10,21,0,19,14,0,4,0,9,0,10,11,0,0,11,8,6,3,0,0,3,13,6,11,7,0,0,12,23,0,5,4,3,0,0,8,6,8,0,11,0,3,0,0,8,0,0,0,5,4,0,0,0,0,0,0,47,3,0,9,0,0,4,4,0,7,0,7,8,18,0,0,9,4,0,0,1,3,0,31,0,0,17,6,8,5,0,31,0,6,5,0,0,4,13,0
2018-12-01,13,6,3,3,14,9,0,20,33,10,0,0,10,6,10,0,0,16,6,8,3,3,0,0,0,19,5,0,8,0,0,8,8,3,7,4,4,0,0,8,3,0,5,5,0,3,0,0,8,0,0,0,0,11,0,0,4,0,0,0,0,4,23,11,3,3,6,4,0,9,0,7,8,30,0,3,6,0,0,0,2,3,0,0,0,0,12,6,8,0,0,28,0,8,5,0,21,3,0,0
