date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava
2009-05-01,0,44,25,0,0,14,0,0,81,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,24,47,23,0,0,0,0,0,0,19,25,0,19,0,0,0,0,0,0,0,0,19,0,0,18,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,19,30,0,0,20,0,0
2009-06-01,0,67,0,0,0,29,0,0,0,79,0,0,20,0,0,0,0,0,0,30,0,39,0,0,0,48,0,0,0,0,0,0,43,39,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,89,0,0,0,0,0,0,21,0,0,0,31,0,0
2009-07-01,23,0,0,0,0,20,100,0,0,0,31,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,96,0,0,0,0,25,0,30,0,21,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,13,0,0,0,22,0,0
2009-08-01,0,0,30,0,29,31,0,0,0,0,0,0,24,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,35,0,0,24,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,29,29,0,0,0,0,0,0,0,0,49,0,0
2009-09-01,17,0,22,0,21,43,0,44,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,100,22,0,0,0,62,0,0,0,0,0,22,29,26,26,0,0,21,0,0,0,0,17,0,34,16,0,0,0,0,25,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,18,0,50,0,35,0,0,26,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,23,0,0,0,27,0,0
2009-10-01,20,0,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,29,0,0,0,36,16,21,0,17,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,20,0,0,24,0,0,17,0,48,0,17,0,0,0,0,0,0,8,0,0,0,0,0,75,0,0,34,0,66,0,21,25,0,0,0,0,0
2009-11-01,12,0,0,0,0,13,0,20,0,0,24,0,16,0,48,0,60,0,0,0,0,0,0,0,0,39,0,0,28,0,0,0,0,16,21,26,0,0,0,0,20,0,0,0,0,0,24,0,29,0,0,0,0,23,0,0,16,0,0,0,0,0,0,19,19,0,24,0,0,16,0,0,0,32,0,0,0,27,0,100,0,0,0,0,0,0,0,0,20,17,0,0,0,10,0,0,0,17,0,0
2009-12-01,23,0,21,0,0,16,0,0,0,0,0,0,24,39,0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,0,0,0,35,0,21,0,0,0,0,0,19,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,24,0,0,0,16,0,0,0,7,0,0,0,0,0,0,19,19,0,0,64,34,0,0,0,0,0,0,0
2010-01-01,32,0,0,0,17,17,0,18,0,0,0,0,15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,24,29,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,21,0,0,14,0,0,0,0,14,0,26,0,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,9,0,0,0,15,0,0
2010-02-01,11,35,0,0,18,28,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,27,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,23,0,0,0,0,0,0,0,15,0,44,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,61,0,10,0,0,0,16,0,0
2010-03-01,15,0,17,0,0,13,0,17,0,0,0,0,0,0,0,0,100,56,0,0,0,13,0,0,0,32,0,0,24,0,0,0,0,0,17,0,0,0,0,0,32,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,13,0,0,20,26,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,14,0,0,0,0,0,0,0,21,0,0
2010-04-01,27,0,19,0,18,27,0,0,0,0,0,0,0,0,0,0,0,63,66,0,0,0,0,0,0,0,0,64,26,0,0,0,32,15,0,0,15,0,0,0,18,0,0,0,0,15,0,58,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,18,0,0,33,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,15,0,0,0,10,0,0,0,15,0,0
2010-05-01,0,0,18,0,0,9,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,29,0,0,0,0,17,0,25,0,0,0,62,0,0,24,0,0,0,0,17,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,14,0,0,0,65,0,0,17,0,0,21,0,0,29,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,0,32,0,17,22,0,0,0,9,0,0,0,15,0,0
2010-06-01,11,100,0,0,0,17,70,0,0,0,0,0,15,0,22,0,0,0,0,22,0,15,0,0,0,0,0,0,26,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,33,18,0,0,0,0,0,9,0,0,0,15,0,0
2010-07-01,11,0,0,0,37,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,36,0,0,26,0,0,0,0,0,19,25,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,0,44,23,15,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,24,0,0
2010-08-01,25,0,0,0,20,21,0,21,71,0,25,0,0,0,0,0,62,0,0,0,0,0,0,0,0,41,20,0,59,0,0,0,0,17,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,25,0,17,0,48,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,68,0,0,0,0,0,18,0,0
2010-09-01,16,0,0,0,0,13,0,16,54,0,0,100,13,0,0,0,0,0,28,20,0,13,0,0,0,63,16,0,23,0,0,0,28,0,0,0,13,0,0,0,31,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,16,0,19,0,0,0,0,0,0,13,0,0,26,0,0,0,6,0,0,0,0,0,29,16,0,0,0,0,0,0,0,0,0,13,0,0
2010-10-01,18,29,0,0,15,15,0,16,53,0,0,0,0,30,0,0,0,0,0,0,0,13,0,0,0,31,15,0,22,0,0,0,0,13,16,0,13,0,0,0,15,0,0,27,0,13,0,0,11,0,34,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,19,18,0,13,0,0,0,13,0,16,13,0,0,0,6,0,0,0,0,0,0,31,23,0,0,51,0,8,0,0,50,20,0,0
2010-11-01,18,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,30,0,0,0,0,0,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,32,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,18,0,0,0,0,0,0,18,0,0,12,20,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,16,0,0,0,0,0,0
2010-12-01,28,0,0,0,0,16,62,32,0,0,0,0,0,0,19,0,47,0,0,0,0,0,0,0,0,46,0,0,23,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,15,0,0,19,0,0,0,0,0,0,43,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,16,20,0,50,13,0,0
2011-01-01,12,11,6,0,6,11,0,25,0,20,7,0,7,0,0,0,0,21,11,0,0,5,0,0,6,16,0,0,9,0,0,0,0,0,6,8,0,7,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,7,0,0,8,0,0,0,23,10,0,6,6,0,7,7,0,0,0,0,7,22,0,0,5,0,16,0,2,5,22,0,0,0,11,0,6,0,0,20,10,6,0,0,20,10,0,0
2011-02-01,6,11,7,0,6,17,0,6,0,0,0,0,5,0,0,0,0,44,0,8,6,0,0,0,0,13,0,0,9,8,0,0,11,5,0,8,5,0,0,0,0,16,0,0,0,0,7,10,18,0,0,0,0,0,0,0,5,0,92,0,23,5,0,6,0,6,8,7,0,5,0,0,8,12,0,0,5,9,17,0,0,5,22,0,0,0,12,6,6,5,0,0,0,8,8,0,0,5,0,0
2011-03-01,8,11,6,0,0,17,0,15,0,0,7,0,14,0,0,0,0,0,0,7,0,0,0,0,6,11,0,0,16,0,0,0,10,5,9,8,5,0,0,0,6,0,10,20,0,0,7,9,6,0,0,0,0,7,0,0,5,0,0,0,22,9,0,0,0,0,9,14,0,5,0,0,0,13,0,0,5,0,0,0,2,0,0,0,0,0,11,6,0,5,0,0,0,3,7,0,0,5,0,0
2011-04-01,11,12,13,5,9,14,0,6,0,0,0,0,0,0,8,0,0,0,11,8,0,5,0,0,0,12,0,0,9,0,0,0,0,5,7,9,5,0,0,0,6,0,0,0,7,5,0,0,7,0,14,0,0,8,0,0,8,0,0,24,24,10,0,12,6,0,0,8,0,5,0,0,8,14,0,7,10,0,0,0,3,0,0,25,0,0,12,0,6,9,0,0,0,7,8,0,0,11,0,0
2011-05-01,14,0,6,5,7,18,0,17,19,0,7,0,9,11,7,0,17,19,0,0,0,5,0,0,6,11,11,0,8,0,0,0,15,5,6,0,0,7,0,15,6,15,0,0,0,9,0,9,4,0,0,0,9,7,100,0,5,0,0,0,0,0,20,6,5,6,7,7,0,5,0,0,7,14,0,0,5,0,0,0,2,5,0,0,0,0,10,0,11,5,100,18,10,9,21,0,0,13,0,0
2011-06-01,9,25,6,5,6,24,0,9,20,19,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,12,6,0,0,0,0,0,0,5,9,0,10,0,0,0,6,15,0,0,0,5,0,0,10,0,0,0,9,7,0,0,5,0,87,0,22,7,0,6,0,6,7,7,0,5,0,0,14,10,0,0,0,0,0,0,2,5,0,23,0,0,11,6,8,7,0,19,0,7,7,0,0,17,0,0
2011-07-01,6,12,7,0,6,26,0,7,0,21,11,0,0,0,0,22,0,22,0,0,0,5,0,0,0,0,19,0,9,0,0,0,11,5,7,0,0,8,0,0,6,17,0,0,7,0,0,10,7,0,0,0,0,8,0,0,0,0,0,0,0,5,0,6,0,6,8,8,0,10,0,15,12,13,0,0,0,0,0,0,5,0,0,0,0,22,0,6,0,0,0,21,0,9,0,0,0,29,0,0
2011-08-01,10,0,0,0,9,16,0,7,22,21,8,0,5,0,0,0,0,45,0,8,0,0,0,0,7,26,6,0,9,0,0,0,11,14,7,0,0,8,0,17,13,0,0,0,0,0,0,0,5,0,0,100,0,8,0,0,5,0,0,0,0,5,0,6,0,0,8,0,0,9,0,0,12,10,96,0,5,0,0,0,2,0,0,0,0,0,12,6,0,5,0,0,0,8,0,0,0,34,27,0
2011-09-01,14,10,0,0,5,24,0,17,0,0,6,35,6,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,10,6,6,0,7,7,0,15,0,0,0,0,0,0,0,0,4,0,12,0,9,0,0,0,0,0,0,0,0,9,20,11,0,5,6,6,0,7,0,13,7,7,81,0,9,0,0,28,3,0,19,0,0,0,10,5,5,5,0,35,0,4,7,0,0,14,0,0
2011-10-01,15,10,0,4,15,23,0,11,18,0,0,33,6,0,6,0,0,0,9,10,5,0,0,0,0,10,5,18,11,0,0,13,0,7,5,0,0,6,0,14,5,27,0,9,0,4,0,0,8,0,11,0,0,6,0,0,4,0,76,0,20,6,0,12,5,0,6,6,0,8,0,0,19,8,0,11,15,7,0,0,0,4,0,0,0,0,19,5,8,0,0,28,0,5,13,0,0,9,0,0
2011-11-01,19,0,6,0,7,18,0,0,0,0,26,0,9,0,7,19,0,18,14,0,0,7,0,0,5,18,5,0,11,0,0,0,9,6,11,7,0,6,0,14,10,0,0,0,0,0,6,8,7,0,0,0,9,13,0,0,4,0,0,0,20,6,19,5,0,8,10,6,0,7,0,0,9,17,0,0,13,14,0,0,3,0,0,21,0,0,15,5,8,4,0,35,9,6,7,0,17,11,0,0
2011-12-01,18,0,5,0,0,16,0,16,0,0,0,0,11,10,6,18,0,0,0,7,0,4,0,0,5,24,5,0,0,6,0,14,9,4,11,0,4,0,0,0,5,0,0,9,0,0,6,0,4,0,0,0,8,12,0,0,6,0,0,0,0,4,0,8,0,0,0,12,0,0,0,0,8,18,0,5,7,0,0,0,2,4,19,0,0,0,10,0,5,0,0,17,0,7,7,0,0,9,0,0
2012-01-01,20,0,10,0,8,17,0,7,16,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,14,5,16,7,6,0,12,8,4,5,10,4,6,0,13,7,12,0,0,0,4,0,8,10,0,0,0,8,8,84,0,13,100,0,0,18,4,17,9,0,0,6,6,0,8,0,0,11,13,0,0,6,6,0,24,2,0,0,0,0,16,9,5,9,4,0,16,8,3,6,0,0,12,0,0
2012-02-01,7,9,0,0,10,15,19,7,17,31,0,0,8,0,0,0,0,0,9,6,0,6,0,0,15,29,5,0,0,0,0,0,9,4,0,11,4,0,0,0,0,0,0,0,0,4,0,0,7,15,10,0,0,6,0,0,4,0,72,0,28,8,0,5,5,0,6,6,0,8,0,11,9,15,0,5,10,0,0,0,4,8,0,0,0,0,18,5,0,4,0,24,8,7,0,0,16,11,0,0
2012-03-01,12,9,5,0,14,17,0,12,0,0,6,0,4,0,6,0,0,0,8,0,0,4,0,0,0,18,5,0,13,0,0,12,0,5,5,13,4,0,0,13,5,12,0,8,5,0,0,7,5,0,0,73,8,0,83,0,4,0,0,0,35,0,17,9,5,5,6,6,0,10,0,11,6,18,0,0,4,0,0,0,2,0,0,0,100,0,9,5,5,5,0,0,0,2,6,0,15,16,0,0
2012-04-01,11,14,0,0,15,15,0,13,17,16,6,0,8,0,6,0,0,0,0,0,5,4,0,0,5,33,0,0,7,0,0,0,9,4,0,0,6,0,0,14,10,13,0,9,0,0,0,8,4,0,0,0,8,6,0,100,6,0,0,0,0,4,18,5,0,0,6,6,0,8,0,12,12,18,76,0,8,0,0,0,2,0,0,20,0,0,9,5,5,9,0,0,0,4,0,0,0,9,21,0
2012-05-01,11,0,5,0,4,16,0,12,0,0,5,29,4,0,0,0,14,16,0,6,0,5,0,0,0,15,7,16,7,0,0,24,8,0,7,0,4,11,0,12,4,12,0,0,0,0,5,0,3,0,0,0,11,5,0,0,7,0,0,0,17,4,0,7,4,4,7,5,0,6,0,11,0,22,0,0,4,0,0,0,2,4,0,0,0,0,8,9,9,9,0,0,0,7,11,0,15,19,0,0
2012-06-01,9,31,5,4,10,23,0,10,0,0,6,0,0,0,0,0,0,17,0,6,0,10,0,0,5,24,5,0,14,6,0,0,9,8,10,7,12,6,0,13,5,0,0,0,0,0,0,0,4,0,0,0,8,6,88,0,6,0,0,0,19,4,18,5,0,5,12,9,0,4,0,12,6,11,0,0,4,0,0,0,4,0,0,0,0,0,0,5,5,7,0,16,0,8,6,0,0,53,0,0
2012-07-01,11,35,5,4,8,25,0,18,0,0,6,0,4,0,0,0,0,0,0,13,0,0,0,0,5,20,5,0,7,6,0,0,9,4,8,0,0,0,0,14,8,13,0,0,0,0,0,0,9,0,0,0,0,6,91,0,6,0,0,0,0,0,18,8,0,0,9,6,0,6,0,24,6,23,0,0,6,0,0,0,2,0,19,21,0,0,19,0,0,4,0,0,0,5,0,0,0,49,0,0
2012-08-01,15,10,0,0,5,20,0,5,18,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,26,10,0,15,6,0,14,9,20,5,14,7,6,0,14,8,0,0,0,0,0,0,0,6,0,0,0,0,18,0,0,4,0,76,0,20,0,0,9,8,5,6,0,0,9,0,12,6,10,0,8,4,0,0,0,2,0,19,0,0,0,10,10,5,4,0,17,9,8,7,0,0,24,0,0
2012-09-01,14,9,5,4,7,25,18,14,0,0,6,29,4,0,0,0,0,0,8,6,0,4,0,0,6,27,7,16,13,6,0,0,0,6,5,0,4,6,0,0,5,0,0,0,0,4,0,7,5,0,0,0,0,5,83,0,6,0,0,0,17,6,0,14,0,0,17,8,0,6,0,18,8,17,0,5,0,0,0,0,2,8,0,0,0,0,9,5,9,0,0,15,0,6,0,0,0,14,0,0
2012-10-01,16,16,4,0,12,19,0,9,14,0,5,0,3,8,5,0,13,0,8,0,0,0,0,0,6,14,0,0,6,10,0,0,15,3,0,13,3,0,0,11,10,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,3,0,0,0,16,3,0,4,0,0,15,5,0,3,0,10,12,11,0,0,8,11,0,0,0,0,0,17,0,0,12,4,8,3,0,14,0,4,8,0,0,5,0,0
2012-11-01,14,8,0,0,6,16,0,15,0,0,5,0,7,0,0,0,0,22,0,11,0,5,0,0,0,21,4,15,6,0,0,0,0,0,4,6,3,10,0,23,4,11,7,0,0,3,0,0,5,0,0,0,7,5,0,0,3,0,0,0,24,3,0,6,4,7,7,5,0,5,0,0,22,17,0,0,3,6,0,0,2,4,15,17,91,0,16,8,11,4,0,14,0,4,8,0,14,9,0,0
2012-12-01,16,0,0,0,4,11,0,7,0,0,5,0,3,8,0,0,0,0,0,11,0,10,0,0,7,20,4,0,12,5,0,0,8,5,7,6,10,5,0,0,4,11,0,0,0,7,5,14,3,0,9,0,0,5,0,0,7,0,0,0,16,3,15,4,4,0,8,8,0,4,0,10,17,17,0,4,4,6,0,0,2,4,0,17,0,0,20,4,9,4,0,14,0,4,0,0,0,10,18,0
2013-01-01,9,14,4,0,6,13,0,10,13,0,5,0,6,0,9,0,12,0,7,7,0,4,0,0,4,8,4,0,6,14,0,10,14,3,7,5,3,9,0,15,6,0,0,0,0,3,0,0,5,0,0,0,0,16,0,0,3,0,0,0,15,6,0,6,4,4,0,7,0,6,0,9,5,13,57,0,11,5,10,19,0,0,14,15,0,0,11,4,10,3,0,12,0,7,0,0,0,3,0,0
2013-02-01,8,8,4,3,10,23,0,8,0,0,7,0,6,0,5,0,0,0,0,5,0,0,0,0,9,17,4,15,0,5,0,0,7,0,9,6,10,0,0,11,4,0,0,14,0,0,0,9,5,0,0,0,0,7,0,0,7,0,0,17,16,5,0,8,4,0,13,0,0,9,0,0,5,14,0,0,5,6,0,0,3,0,0,17,0,0,27,8,0,0,0,0,0,3,5,0,0,8,0,0
2013-03-01,11,7,4,3,8,23,0,6,13,0,9,0,4,0,5,14,0,14,7,0,0,3,0,0,0,12,4,0,11,0,0,10,0,5,8,7,6,10,0,21,4,10,0,0,0,3,5,0,4,0,0,0,6,0,0,0,3,0,0,0,0,5,0,8,4,4,9,5,0,5,0,9,9,14,0,4,7,0,0,0,2,10,0,0,0,0,11,4,10,7,0,32,7,5,0,0,0,9,16,0
2013-04-01,9,15,4,6,6,18,0,16,14,13,7,0,6,0,5,0,0,14,0,0,0,3,0,0,4,23,4,14,9,5,0,0,14,3,20,5,5,0,0,10,12,0,0,0,0,3,0,0,8,0,0,0,9,5,0,0,8,0,0,0,0,3,0,4,12,4,5,5,0,11,0,18,7,10,0,4,3,0,0,0,2,3,0,16,0,0,18,0,8,5,70,0,7,8,5,0,0,15,0,0
2013-05-01,7,15,4,0,6,20,16,12,14,0,7,0,3,0,5,0,0,0,0,5,0,8,0,0,4,12,6,0,6,0,0,10,7,3,4,0,3,0,0,11,4,10,0,7,0,3,0,6,6,0,9,0,8,5,0,0,3,0,0,15,0,3,0,22,4,4,12,6,0,7,0,0,10,10,0,0,3,0,0,0,1,3,14,16,0,14,15,4,4,7,0,13,0,8,5,0,13,11,17,0
2013-06-01,9,22,4,3,4,29,0,16,13,0,5,0,3,8,0,0,0,0,0,0,0,4,0,0,4,10,8,0,13,0,0,10,0,6,12,5,3,0,0,10,6,0,0,7,0,5,0,6,5,0,13,0,0,5,0,0,6,0,0,0,15,0,0,15,4,4,7,5,0,5,0,0,14,11,0,0,8,0,0,0,0,0,0,15,0,0,7,8,6,3,0,0,0,8,0,0,0,30,0,0
2013-07-01,6,7,8,0,8,18,0,16,13,0,6,25,3,0,5,27,0,0,0,0,0,3,0,18,0,31,6,0,31,5,0,0,0,3,14,5,3,5,0,10,4,0,0,7,0,6,0,6,7,0,0,0,0,9,0,0,3,0,57,0,29,4,0,15,4,0,5,5,0,4,0,0,5,18,0,0,3,5,0,0,2,0,0,0,0,0,14,4,6,7,0,0,7,8,0,0,0,35,0,0
2013-08-01,10,7,4,3,14,21,16,12,14,13,7,25,10,0,5,14,0,14,0,0,0,5,0,0,4,12,4,0,10,0,0,11,14,10,4,6,7,5,0,11,6,0,0,7,0,0,5,6,5,0,9,0,0,5,74,0,10,0,0,0,31,7,0,12,4,4,12,10,0,7,0,0,5,9,0,0,5,5,0,0,3,7,15,0,0,0,7,4,4,7,74,13,7,9,0,0,0,32,0,0
2013-09-01,17,7,4,0,7,26,0,11,12,12,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,4,13,7,0,0,0,6,4,5,5,6,4,0,10,4,0,0,6,0,0,4,6,3,0,0,0,0,4,0,72,3,0,53,0,14,3,0,7,4,4,10,9,14,6,0,25,4,16,0,4,6,10,9,0,3,0,0,0,77,0,30,4,5,3,0,12,0,7,5,0,12,6,0,0
2013-10-01,13,7,0,0,14,35,0,11,12,0,0,0,6,0,4,13,11,0,6,4,4,3,0,0,0,12,7,0,8,0,0,9,6,3,7,0,6,4,0,10,9,9,0,9,0,3,4,6,4,0,0,0,6,6,0,70,3,0,0,0,13,17,0,6,0,3,9,8,0,3,0,17,17,17,53,4,14,10,0,0,3,3,0,0,0,12,7,4,8,3,0,12,0,6,4,0,0,3,0,0
2013-11-01,20,20,6,0,5,24,0,18,12,12,4,23,4,0,4,0,11,0,6,4,0,3,0,0,4,16,7,0,5,0,0,9,13,4,6,10,6,4,0,9,6,0,0,6,0,3,0,6,3,0,0,0,0,0,0,0,6,76,0,0,40,3,0,7,0,4,11,4,0,3,0,11,9,18,0,4,10,5,0,0,3,0,13,0,0,0,16,5,7,3,0,23,6,2,4,0,11,6,15,100
2013-12-01,15,7,4,3,5,19,0,11,0,0,4,23,8,0,4,0,0,19,0,0,0,0,0,0,0,9,4,0,0,0,100,9,6,7,7,5,0,4,0,10,7,0,0,0,0,3,4,6,4,0,0,0,0,4,0,0,7,0,0,0,13,5,0,4,0,0,9,4,0,6,0,8,9,25,54,0,5,5,0,0,2,0,0,0,0,0,10,5,7,3,0,23,0,4,5,0,12,7,0,0
2014-01-01,18,12,6,3,17,22,0,12,11,0,0,0,6,6,4,0,0,0,6,0,0,0,0,0,3,11,3,11,16,0,0,0,6,3,10,0,5,0,0,18,3,9,0,6,0,5,4,5,4,0,0,0,0,4,0,0,7,0,0,0,19,0,24,5,3,3,4,0,0,5,0,8,6,14,0,0,5,0,9,0,2,6,0,0,0,0,12,3,7,0,60,16,0,3,4,0,11,8,14,0
2014-02-01,15,0,4,0,7,21,14,4,21,12,4,0,7,14,0,13,0,0,7,5,0,3,0,0,0,14,4,0,10,4,0,0,10,4,6,7,3,0,0,0,4,0,6,6,4,6,4,6,6,0,0,0,6,11,64,72,0,0,0,14,14,9,26,4,4,7,9,4,0,9,0,0,13,22,0,0,5,5,0,19,3,3,0,14,0,0,7,8,13,3,0,24,6,6,5,0,18,3,0,0
2014-03-01,13,0,5,5,7,24,0,15,11,11,6,0,5,7,8,0,0,17,9,8,3,3,0,0,3,13,3,11,0,0,0,9,6,3,3,5,5,4,0,9,5,0,0,6,0,5,4,0,5,10,0,0,0,4,0,0,8,0,49,0,31,5,36,6,0,7,8,4,0,5,0,8,8,15,0,0,6,0,0,0,1,3,12,13,0,0,12,10,3,10,60,27,0,5,4,0,0,9,0,0
2014-04-01,11,0,7,0,5,26,0,5,24,11,4,0,4,0,6,0,10,12,6,4,0,4,0,0,4,11,3,0,5,0,97,9,0,3,4,5,4,8,0,9,5,0,0,6,0,3,0,5,5,0,0,54,6,4,0,0,4,0,0,0,19,3,0,7,0,3,4,8,0,7,0,8,10,12,0,0,6,9,0,0,1,3,0,0,0,0,16,3,3,3,61,23,0,6,0,0,0,12,0,0
2014-05-01,9,6,3,8,8,24,0,15,0,11,4,0,8,0,8,0,0,12,6,4,0,5,0,0,3,11,0,0,10,0,0,0,12,3,3,9,3,8,0,0,3,0,0,6,0,3,0,11,5,10,0,51,5,0,0,0,3,0,0,0,25,8,0,5,0,3,11,4,0,5,0,8,4,13,0,3,3,0,9,0,2,0,0,27,0,11,9,7,3,5,0,11,0,6,0,0,11,12,0,92
2014-06-01,7,23,8,3,10,21,0,8,25,12,4,0,5,0,0,0,11,19,7,5,0,3,0,0,4,7,7,0,7,0,0,0,10,3,8,0,3,4,0,10,5,19,0,0,4,6,0,12,4,0,0,0,6,4,0,0,3,0,0,14,14,3,0,11,4,4,13,4,0,5,0,17,4,16,0,4,7,0,10,0,3,0,13,15,0,0,14,4,10,12,0,18,0,10,5,0,24,36,0,0
2014-07-01,12,11,4,0,14,30,0,23,13,12,5,0,0,7,5,0,0,0,0,5,0,9,0,0,4,7,7,0,22,0,0,10,0,9,6,5,6,7,0,0,7,10,6,7,0,3,0,12,7,0,8,59,6,7,0,0,5,0,0,15,29,3,0,21,6,0,8,7,0,11,0,27,7,8,0,4,8,0,0,0,1,3,0,15,0,0,14,4,5,6,0,19,7,9,0,0,12,36,0,0
2014-08-01,6,7,4,3,8,23,16,12,0,0,5,0,3,0,5,0,0,0,0,0,0,3,0,0,4,8,5,14,17,0,0,11,7,17,4,0,7,10,0,0,4,10,0,7,0,5,0,0,7,0,0,0,0,5,0,0,5,0,60,0,0,3,0,11,4,0,6,5,0,8,0,10,7,9,0,0,8,0,0,0,2,3,0,0,0,0,7,4,6,3,0,13,0,4,5,0,13,31,0,0
