date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Beets,Bitter Melon,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lemons,Lettuce,Mushrooms,Napa,Okra,Onion,Oranges,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Watermelon,Yams,Cassava
2014-01-01,4,0,0,2,3,6,0,0,3,0,5,100,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,12,5,0,0,3,4,4,0,0,7,0,5,0,6,0,3,5,0,0,0,0,0,0,2,10,0,0
2014-02-01,2,0,0,3,3,0,0,0,3,0,6,0,0,0,0,11,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,8,6,5,0,0,0,2,0,3,0,0,62
2014-03-01,4,0,0,2,3,3,0,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,4,0,3,5,0,0,0,0,0,0,3,9,0,0
2014-04-01,5,0,0,0,2,5,0,0,0,4,5,0,0,0,0,10,0,9,0,0,3,5,0,5,24,6,0,0,3,0,0,3,0,6,0,60,0,11,5,25,7,0,0,8,5,0,0,0,0,0,7,0,0,0
2014-05-01,2,0,36,2,2,11,9,0,0,4,0,48,0,11,0,19,0,9,0,10,3,0,0,0,24,0,0,24,0,0,0,3,5,3,0,0,0,11,3,25,0,0,0,5,5,10,20,3,2,0,2,5,0,0
2014-06-01,7,0,0,5,3,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,27,6,0,100,0,4,4,0,0,0,0,7,0,3,0,4,0,6,0,0,0,0,0,3,6,0,0
2014-07-01,3,9,0,2,4,6,0,0,3,0,0,0,0,12,0,10,0,9,0,0,7,0,6,0,25,6,0,24,0,0,0,0,0,6,0,0,14,0,5,0,2,0,3,0,0,0,10,0,0,0,3,5,0,0
2014-08-01,3,0,0,2,3,5,0,0,3,0,5,0,0,11,0,9,0,12,0,0,0,0,6,5,0,0,8,22,2,0,81,3,3,5,0,0,6,0,0,0,0,0,3,5,4,0,0,0,0,0,4,4,0,0
2014-09-01,4,0,35,2,3,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,6,0,0,5,0,11,3,0,0,3,3,3,0,0,0,0,2,0,0,0,3,5,7,0,19,0,2,0,4,5,0,0
2014-10-01,4,8,0,3,3,2,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,5,0,0,5,0,16,5,0,0,3,3,8,0,0,6,0,5,0,3,0,5,5,4,0,0,0,2,0,4,9,0,0
2014-11-01,3,0,0,0,3,4,9,0,0,0,5,0,9,0,0,9,0,9,0,10,3,0,6,0,0,0,0,12,3,0,0,0,0,8,0,0,0,0,6,0,0,0,3,5,0,0,10,3,2,61,2,9,0,0
2014-12-01,2,0,0,2,2,2,0,0,0,0,5,44,8,0,0,9,0,8,0,0,3,0,5,0,0,0,0,0,5,0,0,3,6,5,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,4,4,42,0
2015-01-01,1,0,27,2,2,2,0,0,2,0,0,0,7,0,0,14,0,0,5,0,0,0,0,0,17,0,0,9,2,0,0,0,4,8,0,0,10,0,2,0,2,0,2,0,0,7,0,0,2,0,5,7,0,40
2015-02-01,2,0,29,2,3,7,0,0,2,3,4,76,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,3,10,0,47,5,0,4,0,4,0,5,4,6,0,0,0,0,0,2,6,0,42
2015-03-01,1,0,0,2,2,4,0,0,2,0,6,35,0,0,0,0,0,6,5,0,5,0,0,4,17,4,6,0,4,0,0,0,3,7,0,0,0,0,3,0,2,0,2,4,3,0,7,0,2,0,3,10,0,0
2015-04-01,3,0,0,0,1,4,0,2,2,3,4,0,0,0,0,0,0,6,0,0,0,0,4,0,16,0,0,8,3,0,59,2,2,7,0,0,9,0,5,0,2,34,2,7,3,0,7,2,0,0,5,6,0,0
2015-05-01,1,0,25,1,2,3,6,0,6,6,7,0,0,8,0,7,0,0,0,0,0,0,0,0,16,4,0,0,2,0,58,0,0,8,0,0,9,0,2,0,4,0,2,4,3,0,7,2,0,0,3,6,16,0
2015-06-01,4,0,0,3,3,4,7,0,5,0,8,0,0,0,0,8,0,7,0,0,3,4,5,0,19,0,6,18,0,0,67,2,3,10,0,0,5,0,4,0,2,0,3,4,6,0,23,2,0,0,4,11,37,0
2015-07-01,4,0,0,2,2,4,0,0,0,3,0,0,7,0,0,22,0,7,0,0,3,0,0,4,26,0,0,13,2,0,64,4,3,8,0,0,5,0,2,0,0,0,3,0,5,0,0,0,0,0,5,7,0,0
2015-08-01,5,0,0,2,3,6,6,4,0,0,0,34,6,0,0,10,0,9,0,0,5,0,0,4,16,4,0,8,2,0,0,2,2,9,0,0,5,0,2,0,2,0,2,0,3,0,7,0,1,0,2,3,0,0
2015-09-01,3,0,0,4,3,8,0,2,4,3,6,0,6,0,0,0,0,9,0,7,2,0,4,4,17,4,0,0,3,0,61,2,2,14,20,0,12,7,3,27,4,0,2,0,0,7,7,0,0,0,5,7,0,38
2015-10-01,1,0,0,1,4,2,0,0,2,6,4,0,6,8,0,0,0,6,0,0,2,0,4,0,32,4,0,8,2,0,0,2,2,10,0,0,9,0,3,17,3,0,7,7,6,7,10,0,0,0,2,13,16,0
2015-11-01,3,0,0,2,2,7,0,0,2,3,4,0,6,0,0,0,0,6,0,0,2,4,0,0,17,4,0,8,0,0,61,0,5,9,0,0,0,8,4,18,3,34,5,0,0,7,7,0,0,44,4,0,0,0
2015-12-01,6,0,0,2,2,4,0,0,2,3,0,0,0,0,0,0,0,7,0,0,2,0,5,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,2,38,3,0,4,4,4,0,7,0,0,0,3,4,0,0
2016-01-01,3,0,0,0,3,9,0,0,2,3,5,0,0,8,0,7,0,6,0,7,2,0,6,7,17,4,0,8,6,0,0,2,2,12,0,0,5,7,5,0,2,0,4,4,3,0,14,0,0,0,3,3,0,0
2016-02-01,3,0,0,2,2,0,0,0,2,3,4,0,13,0,0,7,0,7,0,0,0,0,0,4,0,0,0,26,2,0,0,2,0,6,0,0,5,0,2,19,4,0,3,4,4,7,0,2,0,0,2,5,0,0
2016-03-01,1,6,0,2,2,3,0,0,0,4,0,34,0,0,0,7,29,6,0,7,2,0,6,0,16,4,0,8,2,0,0,3,0,5,0,0,5,0,2,0,3,34,2,4,3,0,7,0,1,0,2,5,0,37
2016-04-01,1,0,0,1,3,3,0,0,6,3,3,0,6,0,0,6,0,11,0,6,3,0,4,0,15,4,0,8,3,0,56,2,5,12,0,39,4,0,2,0,1,0,2,3,3,7,0,0,0,40,2,3,0,35
2016-05-01,4,0,0,2,5,5,0,2,2,3,3,30,6,0,0,18,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,2,2,6,0,0,0,7,3,16,4,30,4,5,3,6,0,2,0,0,1,4,0,0
2016-06-01,3,6,25,2,3,4,0,0,0,0,0,34,0,0,0,13,30,0,0,7,2,4,4,0,0,0,6,16,2,0,0,2,2,9,0,0,9,7,4,17,2,0,2,6,10,0,7,0,1,43,3,7,0,0
2016-07-01,3,6,0,0,2,6,0,0,0,0,4,0,6,8,0,0,30,0,0,0,5,0,4,4,27,4,0,16,4,0,0,0,4,7,0,0,5,7,2,0,2,0,5,4,3,0,0,0,1,0,2,8,0,37
2016-08-01,3,0,24,1,1,4,0,4,2,3,3,0,0,0,0,13,0,0,0,6,2,0,4,0,36,0,0,8,2,0,56,0,5,7,0,0,9,0,2,0,3,0,3,3,5,7,7,0,0,0,7,9,0,0
2016-09-01,6,6,0,2,4,3,6,2,2,0,3,0,6,7,0,6,0,6,0,0,2,0,4,0,45,4,0,8,2,0,55,0,2,8,0,0,0,7,2,0,3,31,4,3,0,0,13,0,1,0,2,11,0,34
2016-10-01,3,0,0,2,1,2,6,0,2,0,3,0,0,7,0,0,0,6,0,0,2,0,8,0,30,0,0,0,3,0,54,0,4,6,0,0,6,0,3,16,2,0,3,0,3,0,6,0,0,0,2,5,0,0
2016-11-01,1,6,0,1,2,4,0,0,2,0,3,0,0,0,16,6,0,12,0,0,4,0,0,3,31,0,0,0,2,0,57,0,5,6,0,0,4,7,3,0,5,33,3,0,6,7,0,0,1,0,6,9,16,0
2016-12-01,3,0,0,0,3,2,0,0,3,0,3,32,6,7,0,0,0,0,0,7,3,0,8,3,26,7,5,0,2,0,57,2,0,8,0,0,4,7,3,0,5,0,2,4,3,0,7,0,1,0,1,13,0,0
2017-01-01,4,0,0,3,2,4,0,0,0,3,3,0,5,7,14,9,0,5,0,6,2,0,4,0,29,3,5,7,2,0,52,0,2,6,0,0,8,0,2,0,3,0,2,0,3,0,0,0,0,38,3,4,0,0
2017-02-01,1,0,26,2,3,3,6,0,7,3,4,34,0,0,0,7,0,12,0,7,0,4,4,0,33,0,0,8,4,0,0,2,2,4,0,0,0,0,3,0,2,0,2,0,7,0,0,0,1,0,2,3,0,0
2017-03-01,1,0,23,2,2,2,0,0,2,4,3,31,6,7,0,0,0,11,0,0,2,3,4,3,15,4,0,7,2,0,0,4,0,7,0,0,0,0,3,16,3,0,4,3,0,0,0,0,0,0,6,6,0,0
2017-04-01,2,0,0,1,3,3,6,0,3,0,5,0,6,0,0,12,0,0,0,0,2,0,8,3,15,0,0,0,2,0,0,2,2,3,0,0,4,0,2,16,3,0,3,3,4,0,0,2,0,0,3,7,0,33
2017-05-01,4,0,0,1,3,3,6,0,2,0,3,0,0,0,0,12,0,6,4,0,4,0,4,0,31,0,0,15,3,0,56,0,2,5,0,0,0,0,3,0,3,0,3,3,6,0,6,2,0,0,1,5,0,0
2017-06-01,5,0,0,2,2,3,0,0,2,6,4,35,0,12,0,0,31,9,0,0,4,0,7,4,46,0,0,13,6,0,0,2,0,7,20,0,5,8,6,0,8,0,4,0,3,0,11,0,2,0,2,0,17,0
2017-07-01,2,0,0,6,2,3,8,2,4,4,6,0,0,0,0,10,28,6,0,6,3,5,4,0,16,4,0,8,3,0,0,2,5,8,0,0,9,7,2,0,1,0,2,0,9,7,0,0,1,0,1,6,0,35
2017-08-01,4,0,0,2,2,5,0,2,0,0,0,0,5,0,0,11,26,5,0,0,2,0,0,0,0,0,0,0,5,0,0,2,6,5,0,0,4,0,3,15,3,0,0,0,3,0,9,0,1,0,1,4,0,0
2017-09-01,2,5,21,2,2,2,5,0,2,0,0,0,5,0,0,6,0,5,0,6,5,0,7,3,21,3,0,10,2,0,0,0,0,6,0,0,0,6,2,15,3,29,2,3,4,0,6,0,1,0,4,4,0,0
2017-10-01,3,5,0,2,4,3,5,0,0,0,6,0,0,0,0,7,0,5,0,6,3,0,3,0,0,3,0,7,1,0,0,0,2,5,0,0,8,0,4,14,2,0,3,6,4,0,6,0,2,35,4,11,13,0
2017-11-01,4,0,0,0,2,4,0,2,0,0,3,0,0,0,14,6,26,5,0,6,3,0,0,3,14,0,0,0,2,0,52,2,4,8,0,0,12,0,2,0,2,0,2,3,6,0,6,0,3,0,3,6,14,0
2017-12-01,2,0,0,0,2,2,6,0,0,3,3,0,0,7,14,0,0,5,0,0,0,0,4,3,22,0,10,15,2,0,0,2,2,4,17,0,4,7,4,0,1,0,2,3,3,12,0,0,0,0,2,6,0,0
2018-01-01,1,5,0,2,2,6,0,0,5,3,3,0,0,6,0,10,0,9,3,0,2,3,0,0,21,0,0,0,0,0,0,0,2,4,0,32,0,0,3,13,2,0,3,3,0,5,5,0,1,0,3,7,12,0
2018-02-01,1,0,0,0,3,3,0,0,2,3,0,30,5,0,0,9,0,0,4,0,4,3,4,3,14,3,0,7,2,0,0,2,2,6,0,0,4,0,5,0,0,0,3,0,3,0,6,0,0,0,0,3,0,0
2018-03-01,1,0,0,2,3,3,5,0,2,0,6,0,5,0,0,5,24,5,0,6,3,0,0,3,33,0,0,7,1,0,0,0,2,9,15,34,0,0,3,14,1,0,3,3,5,0,0,2,0,0,3,9,0,0
2018-04-01,2,0,0,2,4,5,5,2,2,2,0,0,0,0,0,11,24,10,0,0,2,0,3,0,60,3,5,7,0,0,49,2,3,4,16,0,8,6,2,14,3,27,0,0,3,0,6,0,2,0,3,8,0,0
2018-05-01,3,0,0,3,4,3,0,2,2,5,3,0,5,0,0,8,0,5,0,0,2,3,3,0,41,3,5,7,2,0,0,3,3,7,0,0,0,0,2,0,2,0,4,0,3,6,0,0,0,0,1,7,0,0
2018-06-01,4,0,0,1,4,3,0,2,2,3,0,0,6,7,0,6,0,8,0,0,2,0,0,3,20,0,5,8,3,0,0,3,2,6,0,0,4,0,3,16,3,31,2,0,5,6,6,2,0,40,4,11,0,0
2018-07-01,4,0,24,3,3,6,0,0,3,3,5,33,6,8,0,9,0,6,0,0,2,4,4,3,31,0,0,8,2,0,0,3,2,7,0,40,5,0,3,17,3,0,4,0,3,0,13,0,1,0,5,11,16,0
2018-08-01,2,0,0,3,3,6,0,2,2,0,3,0,0,7,0,6,0,5,0,0,4,0,4,0,21,7,0,7,6,0,0,3,6,8,0,0,8,0,2,0,5,0,4,3,6,6,12,0,1,0,5,13,0,0
2018-09-01,2,5,20,2,5,5,0,0,2,0,3,0,5,6,0,5,0,5,0,0,3,0,3,0,48,3,0,7,4,0,0,2,3,7,15,0,0,6,4,14,2,0,3,3,3,0,6,0,1,0,3,8,0,45
2018-10-01,4,5,0,2,3,4,0,0,3,4,4,0,0,0,0,11,0,5,0,0,4,0,3,4,13,3,5,7,4,100,0,2,2,6,0,0,4,0,6,0,3,0,2,0,5,0,6,2,1,0,3,7,13,30
2018-11-01,3,0,21,1,4,3,0,0,2,0,3,0,5,0,0,5,0,5,0,5,3,3,0,3,13,0,0,7,1,0,47,2,3,9,0,34,4,6,1,14,6,0,4,4,0,0,6,2,1,0,4,9,0,30
2018-12-01,2,0,21,0,2,2,0,0,0,2,6,0,0,0,0,11,24,5,0,0,3,0,5,0,27,3,0,0,1,0,0,2,2,4,0,0,4,0,3,22,3,0,4,0,3,0,6,0,2,0,3,5,13,0
