date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Hominy,Kale,Kiwifruit,Kumquat,Lemons,Lettuce,Longan,Loquat,Lychee,Mangos,Mushrooms,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2010-11-01,15,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0
2011-01-01,12,0,0,0,0,3,0,9,22,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,5,0,0,0,0,0,0
2011-02-01,8,6,28,0,0,6,0,0,0,0,0,40,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,37,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0
2011-03-01,8,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,20,0,0,0,14,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0
2011-04-01,13,0,29,0,9,3,0,20,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,47,12,0,0,0,0,99,0,0,0,9,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4,0,0
2011-05-01,11,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,28,7,15,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0
2011-06-01,10,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,0,6,0,0,25,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,100,0,0,37,9,0,0,0,32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0
2011-07-01,9,5,26,46,8,9,0,0,22,0,0,38,0,0,0,0,0,0,34,0,100,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0,0,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0
2011-08-01,9,0,0,0,0,4,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,20,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0
2011-09-01,6,0,24,0,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,82,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,5,5,0,0,0,0,0
2011-10-01,6,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,80,0,0,0,0,0,0,0,0,0,18,0,19,12,0,100,0,0,0,9,17,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,13,0,0,6,0,0,4,0,0,6,0,0,100,6,0,4,0,0,0,0,4,5,0,0,0,0,0
2011-11-01,4,0,0,0,0,7,0,7,18,0,0,0,0,0,19,28,0,0,0,0,81,0,0,0,6,0,0,4,0,0,0,0,0,12,0,0,0,0,0,9,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0
2011-12-01,7,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,25,0,0,74,0,0,0,6,0,4,0,0,0,17,0,0,0,0,0,0,0,0,8,16,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,10,0,0
2012-01-01,11,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,15,0,0,0,0,5,0,5,0,0,0,0,0,26,0,0,5,4,0,0,2,0,0
2012-02-01,9,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,7,0,0,0,2,0,0
2012-03-01,8,0,22,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,22,0,0,0,5,0,0,0,0,0,0,7,0,5,0,0,0,0,5,0,0,0,3,0,0
2012-04-01,9,0,19,0,6,7,0,13,16,0,0,0,0,0,17,0,0,0,0,6,0,0,7,0,6,0,4,0,0,0,17,0,18,0,0,92,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,21,0,7,0,0,6,0,0,10,21,0,0,0,0,5,0,0,0,6,0,4,0,0,0,100,4,0,0,0,5,0,0
2012-05-01,7,4,0,0,5,8,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,0,0,15,14,0,19,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,5,19,0,6,0,0,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,4,23,0,0,0,7,0,0,0,2,0,0
2012-06-01,6,0,18,31,0,2,0,6,0,0,0,0,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,10,0,0,0,0,0,4,0,0,0,6,0,0
2012-07-01,4,3,0,0,0,3,0,6,0,0,0,0,0,0,15,0,14,0,0,6,0,0,0,0,5,30,0,7,0,0,14,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,19,0,6,3,0,5,0,17,4,9,0,3,0,0,0,0,0,0,0,0,3,0,25,0,0,9,0,0,0,4,0,0
2012-08-01,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,5,0,17,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0
2012-09-01,8,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0
2012-10-01,7,3,0,0,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,0,0,0,0,14,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,0,5,0,0,4,9,0,3,0,0,4,0,0,0,5,0,0,0,23,0,0,3,3,0,0,3,0,0
2012-11-01,9,0,0,0,5,2,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,7,0,22,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,9,0,7,0,0,4,0,0,0,0,0,0,22,0,0,89,7,0,0,0,3,0,0
2012-12-01,8,0,0,0,0,4,0,12,0,0,0,0,25,0,0,18,0,0,18,4,0,100,5,0,4,0,3,3,0,0,24,0,0,8,0,0,0,0,0,6,11,0,4,17,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,11,15,3,0,0,0,0,0,65,0,0,3,0,0,0,0,3,3,0,0,2,0,0
2013-01-01,7,0,27,0,0,2,0,5,0,0,0,0,0,0,12,0,0,0,0,0,49,0,0,8,4,0,0,6,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,4,0,0,4,0,0,5,0,0,4,0,0,4,7,15,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2013-02-01,7,0,14,0,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,16,0,0,0,4,0,0,0,4,0,3,0,0,20,0,3,3,0,0,3,0,0
2013-03-01,3,0,0,26,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,13,12,0,17,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,5,0,0,5,0,0,4,8,0,3,0,0,4,0,0,0,0,0,0,0,22,0,0,6,0,0,0,2,0,0
2013-04-01,9,3,13,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,17,0,50,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,5,0,5,0,0,0,0,2,0,22,0,0,0,7,0,0,5,0,0,6,0,13,0,0,0,4,0,0,3,24,0,0,0,0,3,17,0,0,0,3,3,0,0,4,0,0
2013-05-01,3,2,34,0,0,4,0,4,0,0,0,0,0,0,10,0,0,0,0,4,42,0,4,0,0,0,0,2,0,0,0,0,10,0,0,53,0,4,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,2,0,0
2013-06-01,2,5,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,2,0,13,0,0,0,0,0,54,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,10,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2013-07-01,9,3,0,0,0,0,0,4,9,0,0,0,20,0,0,0,0,0,0,4,41,0,0,0,3,0,0,0,0,0,9,0,0,6,0,53,0,0,31,4,9,15,3,0,2,0,0,0,46,0,3,0,0,4,0,0,3,0,0,0,6,0,2,14,0,3,0,0,51,0,0,0,0,16,0,0,4,0,0,0,4,0,0
2013-08-01,7,0,11,0,3,1,7,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,20,2,0,0,0,9,0,0,0,0,0,0,4,0,0,9,0,0,13,2,0,0,0,0,0,4,12,37,0,2,0,3,0,0,0,0,0,2,14,41,3,0,0,0,0,6,2,0,0,0,57,3,0,0,0,1,0,0
2013-09-01,5,0,11,0,3,3,0,4,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,9,10,6,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,2,0,0,3,0,0
2013-10-01,5,0,0,0,0,2,0,4,9,0,0,0,0,0,0,0,0,0,14,0,40,0,4,0,3,0,2,2,0,0,0,0,10,12,0,51,0,0,15,4,0,0,0,0,2,0,0,6,0,0,0,0,0,4,0,0,3,0,11,3,12,0,3,14,80,3,0,0,0,3,6,2,0,0,0,0,2,2,0,0,2,0,0
2013-11-01,8,2,0,0,3,2,0,6,0,0,0,0,18,94,9,0,0,0,13,3,0,0,8,0,3,0,0,2,0,0,9,0,0,0,0,48,0,0,0,0,8,13,3,0,2,0,0,0,0,0,4,0,35,3,0,0,3,0,10,8,6,11,0,0,0,3,0,0,0,6,8,2,0,0,0,0,2,2,0,0,3,0,0
2013-12-01,6,2,0,0,0,4,0,0,7,10,0,13,16,0,0,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,15,0,0,0,3,0,5,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,11,8,0,0,4,7,0,0,0,0,2,0,0,0,0,5,0,0,13,0,0,2,0,0,0,7,0,0
2014-01-01,6,2,0,0,3,1,0,4,0,0,0,0,16,81,8,0,7,11,11,0,0,0,3,0,5,0,0,0,0,0,7,7,0,5,0,0,0,3,0,3,0,0,0,0,2,0,14,2,0,0,0,0,29,6,0,0,3,0,0,2,9,0,2,0,0,0,0,0,40,3,5,0,0,0,0,45,2,0,0,0,2,0,0
2014-02-01,3,4,9,0,0,5,0,5,0,0,0,0,16,0,8,0,0,11,12,0,34,0,3,0,0,0,0,2,0,0,8,7,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,4,0,0,2,5,0,2,0,0,2,0,0,0,3,0,2,0,13,0,48,2,0,0,0,1,0,0
2014-03-01,5,6,10,18,0,6,0,3,8,0,0,14,0,0,0,0,0,13,0,0,0,0,4,0,3,0,0,4,0,11,9,0,0,11,0,0,0,0,0,0,0,0,3,0,2,0,16,0,0,0,3,11,0,3,0,0,6,0,0,3,6,11,0,0,0,3,0,0,0,0,0,0,13,0,0,53,2,0,0,0,1,0,0
2014-04-01,6,2,0,0,3,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,32,61,0,0,5,15,0,3,0,0,7,0,0,0,0,0,7,0,0,3,0,0,2,0,3,0,0,2,0,0,2,0,0,6,1,0,3,0,0,3,5,0,0,11,31,2,15,0,0,5,5,2,11,12,0,0,0,0,0,12,4,0,0
2014-05-01,4,2,8,15,0,2,0,3,0,0,0,0,15,80,0,0,0,0,0,0,64,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,8,2,7,0,0,11,0,0,0,0,0,3,5,0,11,12,0,0,2,0,0,0,2,0,0
2014-06-01,5,0,0,0,3,3,0,3,0,0,0,0,49,0,0,12,8,0,12,0,0,65,0,5,3,0,0,2,0,10,8,0,0,5,0,43,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,14,0,7,0,0,0,0,2,0,0,42,3,5,2,0,0,0,48,3,0,0,0,3,0,0
2014-07-01,4,0,8,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,14,0,0,4,0,38,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9,28,0,0,0,5,0,8,4,4,0,2,0,0,0,0,0,0,2,5,0,10,0,12,0,2,0,0,0,4,0,0
2014-08-01,7,0,0,14,2,3,0,8,13,0,0,11,14,0,21,10,7,0,10,3,30,0,3,0,2,0,0,2,0,0,7,13,0,4,0,0,0,3,0,5,0,0,0,0,1,0,0,0,66,12,2,0,0,3,0,0,7,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,42,2,0,0,0,4,0,0
2014-09-01,5,2,0,14,0,2,0,3,6,0,0,0,0,0,7,0,7,0,20,0,0,0,3,0,2,14,0,0,0,0,0,0,0,4,0,37,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,8,2,9,0,2,0,0,6,0,2,36,2,0,2,10,11,0,0,3,2,0,0,2,0,0
2014-10-01,6,0,8,0,2,4,0,3,0,0,0,0,14,0,0,10,13,10,10,0,0,0,3,0,0,0,2,2,0,0,0,6,0,4,0,36,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,5,0,0,2,6,0,2,20,0,4,0,0,0,0,4,2,0,0,11,0,4,3,0,0,2,0,0
2014-11-01,7,0,0,13,5,2,5,0,0,0,0,0,0,0,7,0,0,9,10,0,0,0,0,0,0,0,2,2,0,0,7,0,0,4,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,9,2,10,0,3,0,0,0,2,0,2,0,11,0,0,2,0,0,0,3,0,0
2014-12-01,6,2,0,13,0,2,0,0,0,0,0,0,0,0,7,0,0,9,10,0,28,0,0,0,0,0,2,2,0,0,6,0,0,8,0,0,0,3,10,6,0,0,0,0,3,0,12,2,0,11,0,8,50,0,0,0,2,0,0,4,4,0,3,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,10,9,0,0
2015-01-01,5,1,7,12,3,2,0,2,6,0,0,0,0,67,0,0,0,0,0,0,27,52,3,0,2,0,0,0,0,0,6,0,0,4,0,34,0,3,0,3,0,0,2,0,1,0,0,0,0,0,4,8,24,2,0,0,2,0,0,3,4,0,3,0,0,2,0,0,0,2,4,1,0,10,0,0,2,2,0,0,2,0,0
2015-02-01,6,0,0,0,2,3,0,8,7,0,0,0,15,0,0,0,0,0,10,0,30,89,3,0,4,15,0,2,0,0,0,7,0,9,0,39,0,0,0,3,0,0,2,0,0,0,0,0,0,12,2,0,0,3,0,0,4,0,8,2,4,0,2,10,0,2,0,0,0,5,5,0,0,12,0,42,4,2,0,0,1,0,0
2015-03-01,6,2,0,15,8,4,0,4,11,0,0,0,0,0,0,11,0,11,11,0,0,0,5,5,3,0,0,0,0,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,3,100,14,2,0,0,4,10,0,3,0,0,0,0,0,2,5,0,2,0,0,2,0,0,0,0,0,0,0,13,0,0,4,2,0,0,2,0,0
2015-04-01,4,0,0,0,2,2,0,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,14,0,3,0,0,7,12,0,4,0,36,0,3,0,3,0,0,0,9,2,0,0,2,0,0,4,0,0,3,0,0,3,0,0,2,0,0,2,10,0,2,0,0,0,2,0,2,0,11,0,0,3,0,0,0,4,0,0
2015-05-01,3,3,7,0,0,2,0,2,0,0,0,0,0,0,6,0,19,9,9,0,27,0,3,4,4,0,2,3,0,0,0,6,0,4,0,34,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,5,1,0,4,0,0,4,5,8,3,9,0,2,0,0,0,2,0,2,0,11,0,0,2,0,0,0,3,0,0
2015-06-01,4,1,0,12,2,3,0,5,0,0,0,10,12,0,0,0,0,0,9,4,50,0,0,4,0,12,0,0,0,0,0,0,6,4,0,0,0,2,0,3,0,0,2,0,2,0,0,2,0,0,4,0,0,5,0,0,2,0,7,2,4,0,3,0,0,2,0,2,0,0,0,1,17,10,0,0,1,1,0,0,2,0,0
2015-07-01,5,2,6,0,2,4,0,4,5,0,0,8,10,0,5,0,5,0,0,0,21,0,2,0,2,10,1,0,0,0,5,5,0,0,0,28,0,2,0,5,0,0,0,0,4,0,9,2,0,0,3,0,0,3,0,0,4,0,6,0,4,0,2,0,0,0,0,0,27,2,0,0,7,8,0,30,2,0,0,0,3,0,0
2015-08-01,2,1,6,10,0,3,0,4,0,0,0,8,0,0,8,0,5,7,0,2,0,0,2,0,0,0,2,2,0,0,5,5,5,0,0,0,0,0,0,5,0,0,3,0,1,0,0,2,0,0,2,6,0,3,1,0,4,0,0,2,13,7,1,0,22,2,0,0,27,2,3,1,8,0,0,0,2,0,0,0,4,100,0
2015-09-01,7,0,0,0,2,4,0,3,0,0,0,0,22,0,5,0,0,8,12,0,23,0,0,0,2,0,1,0,0,7,5,5,0,10,0,0,0,0,0,5,0,8,2,0,0,0,0,2,0,9,3,0,0,2,1,0,4,0,6,0,4,0,0,0,0,2,22,0,0,2,0,1,8,0,0,0,2,0,0,0,3,0,0
2015-10-01,5,0,0,0,4,2,0,4,0,0,0,8,0,0,0,0,0,7,11,0,0,42,2,0,2,0,0,2,0,6,5,0,5,0,0,27,0,2,0,2,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,6,3,6,0,1,0,22,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0
2015-11-01,7,1,11,0,2,4,0,3,5,0,0,0,0,53,0,0,10,7,7,0,43,0,0,0,3,10,1,1,0,0,7,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,3,6,0,4,0,0,3,0,6,4,3,0,2,0,21,0,0,0,27,0,3,2,0,8,0,30,3,1,0,0,2,97,0
2015-12-01,6,0,5,0,5,4,0,2,4,0,100,8,0,0,5,0,9,0,7,4,0,0,2,0,2,0,2,2,10,12,0,4,5,3,0,26,0,0,0,2,9,0,1,0,0,0,0,1,0,0,3,0,0,4,0,0,4,0,0,5,4,0,0,0,0,3,0,2,0,3,0,1,0,0,0,0,2,2,0,0,8,0,0
2016-01-01,3,0,5,0,3,4,3,2,4,0,0,0,0,0,4,0,0,6,0,2,18,34,4,0,1,0,0,2,0,0,0,0,0,3,0,0,4,2,0,3,0,0,0,0,1,0,0,0,0,0,3,5,0,3,0,0,3,0,0,1,3,0,3,0,0,0,0,0,0,3,3,1,0,7,0,0,1,1,0,7,2,0,0
2016-02-01,8,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,4,6,0,2,19,0,2,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,1,21,0,3,0,17,0,0,0,4,100,0,2,6,6,1,7,0,2,0,0,0,2,0,0,7,7,0,0,2,0,0,0,2,0,0
2016-03-01,4,0,0,10,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,8,0,0,0,0,0,0,2,0,2,0,0,3,7,0,68,0,2,0,0,4,6,0,0,1,0,3,0,6,2,3,0,1,0,0,0,10,2,0,2,7,0,0,8,0,0,0,0,0,0,2,0,0
2016-04-01,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,3,0,0,1,1,0,0,13,4,5,3,0,24,0,3,0,4,4,7,0,6,1,0,8,0,0,0,2,0,0,2,0,0,6,0,0,2,3,0,2,0,0,2,0,0,0,2,0,1,0,0,0,26,2,1,0,0,2,0,0
2016-05-01,6,1,5,9,3,2,0,3,0,0,91,7,0,0,9,0,4,0,0,0,18,0,2,3,1,9,0,1,0,0,6,0,0,3,0,0,0,2,0,3,0,6,2,0,1,57,0,0,0,7,3,0,17,2,1,0,4,0,5,1,0,0,1,6,0,2,0,0,0,1,3,0,6,0,0,26,2,1,0,0,3,0,0
2016-06-01,2,1,0,0,2,3,3,5,0,0,86,0,0,0,0,0,4,6,0,2,17,0,0,0,1,0,1,2,0,5,4,4,4,5,0,22,0,2,0,0,4,0,3,0,0,0,15,1,0,0,3,0,0,2,2,0,2,0,5,1,5,5,1,6,18,0,0,1,0,2,5,1,6,0,0,25,2,1,100,0,3,0,0
2016-07-01,3,2,5,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,7,2,19,37,0,3,2,0,0,0,0,0,4,4,0,3,0,24,0,0,0,2,0,0,2,6,1,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,3,0,1,0,0,3,0,0,24,2,3,0,0,0,8,0,1,1,0,0,3,0,0
2016-08-01,3,1,5,0,2,4,0,5,4,6,0,0,0,0,0,0,0,6,0,0,0,37,4,0,0,9,1,1,0,6,4,4,0,4,0,0,0,0,0,0,4,7,1,0,1,0,0,1,0,0,4,0,17,2,1,0,2,0,0,1,6,0,2,0,0,1,0,0,0,2,6,0,0,0,0,0,2,0,0,0,1,0,0
2016-09-01,4,1,5,0,2,3,3,5,4,0,0,0,19,0,5,0,0,7,0,2,39,0,2,3,2,9,1,0,0,0,9,4,0,5,0,25,0,0,0,3,4,7,2,0,1,0,0,0,0,0,3,6,0,2,1,0,4,0,5,3,0,0,2,7,0,2,0,0,0,3,3,2,0,0,8,0,1,2,0,0,1,0,0
2016-10-01,4,1,5,0,1,2,0,4,4,0,0,0,9,45,4,0,0,0,6,0,0,35,0,0,3,9,0,1,0,0,4,6,4,8,0,23,0,2,0,2,0,0,1,0,2,0,8,0,0,7,1,5,0,2,0,0,3,0,0,2,5,0,2,6,0,0,0,0,46,1,3,0,0,0,0,25,2,1,0,0,2,0,0
2016-11-01,3,0,0,8,1,4,0,3,0,0,0,0,9,0,0,0,4,0,6,3,0,0,2,3,3,0,1,2,0,5,8,4,0,3,0,0,0,2,0,4,0,0,1,0,1,0,16,1,0,0,2,0,0,2,0,12,5,0,0,2,3,0,2,6,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,3,84,0
2016-12-01,4,1,4,0,3,2,0,3,0,0,0,0,8,0,4,0,4,5,0,1,16,0,2,0,3,8,0,0,0,5,4,0,0,5,0,30,0,0,0,2,0,0,2,0,0,0,0,1,0,6,3,5,0,2,0,0,2,0,4,6,2,0,1,0,0,4,0,0,0,3,2,1,0,0,0,22,2,1,0,0,10,0,0
2017-01-01,4,0,4,0,2,3,0,4,6,0,0,0,14,0,7,0,3,0,0,3,15,0,0,0,2,0,0,1,0,0,7,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0,3,0,0,3,4,13,1,0,0,3,0,4,1,4,0,1,0,0,1,0,1,18,2,3,1,5,6,0,21,1,1,0,0,2,0,0
2017-02-01,6,0,4,0,1,2,0,3,4,0,0,6,0,0,4,0,4,0,6,1,0,0,2,0,1,0,0,2,0,0,0,0,0,2,0,21,0,2,0,2,0,0,1,0,0,0,7,1,0,6,1,0,0,3,1,0,4,0,0,2,3,0,2,0,0,3,0,0,0,2,2,1,0,10,0,23,1,1,0,0,1,0,0
2017-03-01,4,1,0,0,3,4,0,3,0,5,0,0,17,0,0,0,0,0,6,2,0,34,2,3,0,8,2,0,0,0,5,0,0,0,0,22,4,2,0,2,0,0,1,0,1,0,0,0,0,0,2,5,16,2,0,0,8,0,0,2,0,5,0,9,0,1,8,0,0,3,0,1,0,7,0,0,1,0,0,0,2,0,0
2017-04-01,3,1,4,7,4,2,3,4,3,0,78,6,0,0,8,6,0,5,0,0,0,31,2,0,1,8,1,2,0,9,0,0,0,4,0,20,3,0,6,2,4,0,1,0,1,0,10,0,0,0,4,0,0,1,1,0,3,0,0,2,3,0,1,0,0,2,8,0,0,0,0,1,0,6,0,0,1,1,0,0,2,0,0
